ID,SNM,STYP,FND,RGN,USC,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024,SCR_EST_2025,SCR_EST_2026
180,부산보건대학교,전문대학,사립,부산,B그룹,64.62514557575754,64.4152503217893,63.87197180952384,64.34165679365083,62.37383694805193,62.394318,62.38316
181,부산여자대학교,전문대학,사립,부산,C그룹,66.57238442039441,65.24084551130352,65.30651470177972,64.88247709860508,65.51865223352573,65.5041,65.497955
182,부산예술대학교,전문대학,사립,부산,C그룹,61.37212593650796,61.48608607936509,61.48608607936509,61.5196971746032,61.57476395238098,61.582188,61.57591
183,부산외국어대학교,대학,사립,부산,B그룹,66.93943429635434,66.64597617947122,67.26972595200866,66.80827458237184,64.75675989970487,64.73737,64.74302
184,부산장신대학교,대학,사립,경남,C그룹,63.13596154906202,63.52463793795092,65.11728144588741,63.572980825396776,62.739761291486296,62.74094,62.767525
185,부천대학교,전문대학,사립,경기,A그룹,64.79501812698416,64.08964609523814,64.19744847619056,64.96267009523812,64.69210111111111,64.70131,64.70077
186,삼육대학교,대학,사립,서울,B그룹,66.8206187055649,67.0645672414735,66.89796756332558,66.72904999039125,66.23739750296195,66.23345,66.229
187,삼육보건대학교,전문대학,사립,서울,C그룹,65.12814281289086,64.97694959066861,64.68717101924007,64.47649611447817,64.08607438720537,64.0867,64.08908
188,상명대학교,대학,사립,서울,A그룹,66.88040273933201,67.0457566444988,67.32119425472386,67.38494937787647,66.02449810832762,66.04197,66.040794
189,상지대학교,대학,사립,강원,B그룹,66.99355746729192,66.6053658164983,66.7324503049543,66.69698113186809,66.84258580441052,66.83995,66.84253
190,상지영서대학교,전문대학,사립,강원,B그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
191,서강대학교,대학,사립,서울,A그룹,68.593962436547,69.20118704405061,69.83084494290736,69.75761932385976,67.17624603246747,67.19131,67.17671
192,서경대학교,대학,사립,서울,B그룹,66.70155447163413,66.01381292968341,65.52033470202022,66.22591942049328,65.81592594472106,65.809746,65.81846
193,서남대학교,대학,사립,전북,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
194,서라벌대학교,전문대학,사립,경북,C그룹,65.369021501443,66.38723960654163,66.05106928571432,66.46529305098605,66.60237733814331,66.59881,66.59917
195,서영대학교,전문대학,사립,광주,A그룹,62.7171314603175,63.44262003174608,63.633696555555616,63.84145088888894,63.28170884126989,63.282566,63.2813
196,서울과학기술대학교,대학,국립,서울,A그룹,66.01102362808048,65.2428448951532,67.46416782577597,67.58955090115276,64.32135150653255,64.31723,64.3189
197,서울과학종합대학원대학교,대학원대학,사립,서울,-,61.85379907936511,62.00907353968259,61.50347868253972,61.63171642857149,61.60962492063499,61.568188,61.578663
198,서울교육대학교,대학,국립,서울,C그룹,65.51739865545562,65.56632571284268,66.55664863978566,66.94269478863002,62.31045412987013,62.310406,62.311684
199,서울기독대학교,대학,사립,서울,C그룹,66.32068838431938,66.63284511375663,66.01142730495431,66.20848170177972,65.65319913035115,65.66416,65.65538
200,서울대학교,대학,국립,서울,A그룹,84.75499346608947,85.10524818037518,85.26550269985567,85.12627995815295,83.51350900577192,78.99789,78.99789
201,서울디지털대학교,대학,사립,서울,A그룹,63.8672794761905,63.23869393650796,63.220354650793695,63.19648917460321,61.31190364646463,61.304558,61.297203
202,서울미디어대학원대학교,대학원대학,사립,서울,-,61.70844561904762,61.67109071428574,60.71129704761906,61.2474655714286,63.786125095238106,63.78526,63.78364
203,서울벤처대학원대학교,대학원대학,사립,서울,-,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
204,서울불교대학원대학교,대학원대학,사립,서울,-,64.07449295238096,63.95926257142855,63.88376241269841,63.16500961904759,63.88067047619047,63.867733,63.876736
205,서울사이버대학교,대학,사립,서울,A그룹,61.75029955555561,61.67972907936512,61.70128474603178,61.70491807936511,61.69892307936512,61.681004,61.689556
206,서울사회복지대학원대학교,대학원대학,사립,서울,-,61.20331346031746,62.95701900865799,61.73115479365077,61.51304936507936,61.60942598412697,61.589573,61.587585
207,서울상담심리대학원대학교,대학원대학,사립,서울,-,62.1348690952381,64.6530758777632,67.09496179839805,65.54903149543054,60.863239230158726,60.84921,60.836193
208,서울성경신학대학원대학교,대학원대학,사립,서울,-,66.61954441987598,66.3152662250708,66.11829985205493,66.59789029052426,66.08884017604616,66.08634,66.09984
209,서울시립대학교,대학,공립,서울,A그룹,68.07599117604617,68.71348234054835,70.33784964213564,70.5942784748585,68.24433825974022,68.30158,68.25216
210,서울신학대학교,대학,사립,경기,C그룹,66.54323029365078,67.0214653242868,66.55177485603284,66.38911231635029,64.64873646353645,64.64811,64.64223
211,서울여자간호대학교,전문대학,사립,서울,C그룹,63.36488130062529,64.56570275661377,63.67688920634925,62.59664023280428,63.21468884890308,63.22244,63.22168
212,서울여자대학교,대학,사립,서울,B그룹,66.07188111654233,65.94460653034221,65.9507107318649,66.05833916709632,65.0373967337662,65.04683,65.046135
213,서울예술대학교,전문대학,사립,경기,B그룹,63.34667960455488,64.4830610793651,64.33770779365086,64.4452283664597,59.744771206349206,59.675415,59.740494
214,서울외국어대학원대학교,대학원대학,사립,서울,-,62.23074921693127,62.38383521693124,62.33253369312172,61.21617190476194,61.36658247619052,61.374023,61.367764
215,서울장신대학교,대학,사립,경기,C그룹,66.86382211546542,66.76047773785474,66.59116043626744,66.5571064045214,65.7292638715101,65.710304,65.7167
216,서울한영대학교,대학,사립,서울,C그룹,67.21732428908129,66.29148506685908,66.79732733670035,66.3442239412552,66.41130846217871,66.40196,66.39429
217,서원대학교,대학,사립,충북,B그룹,66.87034786845955,66.67934364038938,67.37728032010584,67.02390804473305,66.3900071757429,66.399345,66.4047
218,서일대학교,전문대학,사립,서울,A그룹,63.89995047619056,63.88189380952387,63.678726984127046,63.21781047619055,63.73508166666674,63.71765,63.717346
219,서정대학교,전문대학,사립,경기,A그룹,62.2651117619048,61.69550601587305,61.36981080952384,61.54005014285717,61.668917523809554,61.6391,61.648563
220,서해대학,전문대학,사립,전북,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,65.71516452813854,65.70874,65.714714
221,선교청대학교,대학,사립,충남,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
222,선린대학교,전문대학,사립,경북,C그룹,63.18784604761911,63.714992984127015,63.56909922222224,62.47156615343917,63.81508365704665,63.803917,63.80762
223,선문대학교,대학,사립,충남,B그룹,66.70556549441227,66.77502274775827,66.4937169315764,66.10549539855192,63.56410345219108,63.560204,63.556957
224,선학유피대학원대학교,대학원대학,사립,경기,-,64.43329976190472,64.2961764285714,64.16940880952376,64.10994123809523,64.72798780952378,64.71906,64.7172
225,성결대학교,대학,사립,경기,B그룹,66.7197804454362,66.49981330017408,66.8724224342807,66.871009017797,66.8219121241279,66.82985,66.8226
226,성공회대학교,대학,사립,서울,C그룹,67.02290365377208,67.409763994709,67.2161043049543,67.08844909860507,66.41966673842816,66.40151,66.401436
227,성균관대학교,대학,사립,서울,A그룹,77.44206063131315,77.60093885064941,76.84785401082254,76.48293813059159,71.72810269769106,72.017166,72.23615
228,성산효대학원대학교,대학원대학,사립,인천,-,65.41546553968254,65.40946553968254,66.25695830423282,65.44921226984131,66.5546667804233,66.56053,66.559395
229,성서침례대학원대학교,대학원대학,사립,경기,-,64.8507467532468,65.11303415007218,64.02547920634922,64.02292220779225,64.83986599999999,64.8291,64.83149
230,성신여자대학교,대학,사립,서울,A그룹,66.9754061326629,67.28518009242539,67.38882373907985,67.58506860028587,67.22838517179049,67.22056,67.23607
231,성운대학교,전문대학,사립,경북,C그룹,61.77943226984132,61.75726226984132,61.652915603174655,61.52355326984132,61.62296573015878,61.644577,61.640076
232,성화대학,전문대학,사립,전남,B그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
233,세경대학교,전문대학,사립,강원,C그룹,63.27692743193844,62.98015292400195,62.47298652717658,61.87053411111115,61.81257565079368,61.833107,61.820312
234,세계사이버대학,기타,기타,경기,-,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
235,세명대학교,대학,사립,충북,B그룹,66.33680023339099,66.38399674702352,66.49637239915643,67.09387035553337,62.15041422977026,62.173466,62.170532
236,세종대학교,대학,사립,서울,A그룹,70.51011498845591,70.58620935727872,69.84038155032005,70.00014308607173,61.91078362276616,61.866966,61.90253
237,세한대학교,대학,사립,충남,C그룹,66.38948264069262,66.60135463684463,66.24853860750358,66.0723027864358,66.63478704394879,66.62997,66.62721
238,송곡대학교,전문대학,사립,강원,C그룹,61.74251466666672,62.4756910873016,62.717657962963,62.75430502645504,62.72499605820108,62.74388,62.745834
239,송원대학교,대학,사립,광주,C그룹,66.70396568728694,66.67760536982665,66.58266646368448,66.54377799359898,67.1048652255892,67.09406,67.09326
240,송호대학교,전문대학,사립,강원,C그룹,64.48377513035116,64.53261265416067,64.19967522222221,64.20307446296299,64.11924512962965,64.1137,64.11358
241,수도국제대학원대학교,대학원대학,사립,서울,-,63.60901566666666,63.524617079365065,62.96351166666666,63.07999444444443,63.01733546031746,63.023373,63.01368
242,수성대학교,전문대학,사립,대구,B그룹,64.12689714285715,62.98988065079363,64.02272965079366,64.01302404761907,63.87701828571426,63.868965,63.872578
243,수원가톨릭대학교,대학,사립,경기,C그룹,65.07990132611832,64.25154865223664,65.25804361471862,65.0768992813853,65.05022261471862,65.04813,65.043175
244,수원과학대학교,전문대학,사립,경기,B그룹,65.2443352308802,65.1494919134199,64.98897080230884,63.82974301587308,64.3750005555556,64.37813,64.38286
245,수원대학교,대학,사립,경기,B그룹,67.86320973759771,67.6787185344821,67.5723093462746,67.22480395651232,67.5249910743598,67.54651,67.542046
246,수원여자대학교,전문대학,사립,경기,B그룹,63.81437479365077,63.94041971428569,64.30426173881676,64.23204433333336,64.23157615873015,64.22856,64.22046
247,숙명여자대학교,대학,사립,서울,A그룹,64.77747106943532,65.52827707909718,66.52654743179727,66.18145452735017,63.065333609168576,63.07154,63.06398
248,순복음대학원대학교,대학원대학,사립,서울,-,64.79846949206353,64.87669615873021,64.95016882539687,64.86685568253974,64.90694615873021,64.90195,64.902084
249,순복음총회신학교,대학,사립,충북,C그룹,64.76386549639253,64.76386549639254,64.71618549639254,64.70229077777782,64.78289934920639,64.76522,64.76324
250,순천제일대학교,전문대학,사립,전남,B그룹,63.14622288888891,63.65268633333328,63.33820449206348,63.376186158730135,64.45716552380951,64.46313,64.466354
251,순천향대학교,대학,사립,충남,A그룹,69.08851722566664,69.35676665462891,69.14735908714849,69.1105047105251,68.11515335070182,68.03602,67.898895
252,숭실대학교,대학,사립,서울,A그룹,67.43895784372603,67.88435041115135,68.50123717882812,67.38325797832704,64.5302620096015,64.52765,64.519936
253,숭실사이버대학교,대학,사립,서울,B그룹,60.74220738095241,60.770034047619085,60.92460780952384,60.80897904761908,60.76403904761908,60.747047,60.75855
254,숭의여자대학교,전문대학,사립,서울,B그룹,64.72755183405486,63.642242968254,64.98208161183265,65.13061540548345,65.34243836507936,65.341194,65.3338
255,신경주대학교,대학,사립,경북,C그룹,65.14675241702741,65.84509096729194,65.52248780134678,65.94275670851366,66.56787551563254,66.57161,66.5736
256,신구대학교,전문대학,사립,경기,A그룹,64.2109312655123,64.20288793217897,64.16062428138534,63.99729518614724,63.88281248773449,63.889225,63.888844
257,신라대학교,대학,사립,부산,B그룹,66.36553109101486,66.46925512675497,66.3441881159952,66.06111830406631,65.82897027649604,65.82728,65.807236
258,신성대학교,전문대학,사립,충남,B그룹,65.22562593795092,65.30165224242417,65.08163819480515,65.17982455988458,64.68070148773452,64.67394,64.667564
259,신안산대학교,전문대학,사립,경기,B그룹,63.771026929292944,63.61184629437231,62.891345190476216,62.81100633333335,64.1349257777778,64.134186,64.132126
260,신한대학교,대학,사립,경기,B그룹,66.70086804594678,66.33500682131955,66.38791801835202,66.07137084415584,66.22652554763226,66.231,66.230736
261,신흥대학교,전문대학,사립,경기,A그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
262,실천신학대학원대학교,대학원대학,사립,경기,-,66.11402122558921,65.85912034126986,66.17823375468976,66.73390415055312,66.04562916305912,66.030716,66.03695
263,아신대학교,대학,사립,경기,C그룹,64.06780603968247,64.12051891269837,64.97964338600288,64.09876875396824,63.26074915873012,63.25792,63.250603
264,아주대학교,대학,사립,경기,A그룹,71.68093681476695,71.9344296389428,71.85583868006827,71.33750356174218,70.90648504609118,70.910065,70.90618
265,아주자동차대학교,전문대학,사립,충남,C그룹,63.6748030827321,63.54675998749403,64.21962924675327,63.9074872784993,61.9322804126984,61.95076,61.949574
266,안동과학대학교,전문대학,사립,경북,B그룹,65.00695515295813,65.02140287373736,65.00350321500723,64.66605451659453,64.52757099278497,64.520935,64.52111
267,안산대학교,전문대학,사립,경기,A그룹,65.21725092929292,65.19869354834054,64.23322666666668,63.60323258730163,64.39139026984127,64.37615,64.38493
268,안양대학교,대학,사립,경기,B그룹,66.59222967935041,66.62031077843652,66.48225223081747,66.52421598983622,66.76265104899926,66.76753,66.77087
269,에스라성경대학원대학교,대학원대학,사립,경기,-,62.93693577777779,63.256047253968255,63.10549939682541,63.491206984127,63.58001212698413,63.57966,63.580013
270,여주대학교,전문대학,사립,경기,B그룹,64.54722940548339,64.53502056421357,63.70676641269846,63.372315857142894,64.01292738095238,64.01537,64.0184
271,연성대학교,전문대학,사립,경기,A그룹,64.03622276190482,63.6559457936508,63.627231031746085,63.23133587301592,63.872580349206366,63.875076,63.87289
272,연세대학교,대학,사립,서울,A그룹,78.9263562521923,79.29279460933512,78.55364730774781,78.51464357758917,74.68276186402483,75.53336,75.21354
273,연세대학교(미래),대학,사립,강원,B그룹,60.59001403113553,60.205995393162425,58.20184618453765,58.32827437501389,55.72717030663778,55.218563,55.709045
274,연암공과대학교,전문대학,사립,경남,C그룹,64.35919507215003,64.59818451659449,64.26377038961037,63.68990997691196,63.15374695815289,63.15105,63.151478
275,연암대학교,전문대학,사립,충남,C그룹,64.44030046031742,64.65550893121689,64.85236076527177,64.06290550264546,64.20492012698409,64.217255,64.22195
276,영남대학교,대학,사립,경북,A그룹,71.99144401686546,71.37110432745025,71.48822959090899,71.18424079870123,71.27748847729393,71.29734,71.29734
277,영남사이버대학교,대학,사립,경북,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
278,영남신학대학교,대학,사립,경북,C그룹,66.50632734713433,66.88668072919673,66.28917208706109,66.36499303944204,65.35374800793645,65.33988,65.33183
279,영남외국어대학,전문대학,사립,경북,C그룹,62.51923996825394,62.24746374603173,61.77339917460316,61.4369035238095,61.29401142857141,61.301666,61.299812
280,영남이공대학교,전문대학,사립,대구,A그룹,64.02465911111118,63.993734349206406,64.05348915873023,64.09015058730164,64.10741546031747,64.095276,64.095634
281,영산대학교,대학,사립,경남,B그룹,65.73446834104057,66.60859795215175,66.13076298389771,65.86050231354955,66.45638639369886,66.44638,66.4408
282,영산선학대학교,대학,사립,전남,C그룹,64.20295042857141,63.86934409523804,63.717793831168805,64.7012762034632,63.800624783549765,63.80702,63.80571
283,영진전문대학교,전문대학,사립,대구,A그룹,65.87856949062049,66.16029715800869,66.26656280014431,65.04414807142861,64.45824271789323,64.47951,64.47335
284,예명대학원대학교,대학원대학,사립,서울,-,63.13544774939879,62.846453428571415,64.88608430663783,62.28738126695525,61.33659203174599,61.365917,61.36851
285,예수대학교,대학,사립,전북,C그룹,63.28922992063488,63.38055863492063,61.94455206349205,62.831299444444426,62.56618168253964,62.562405,62.56182
286,예원예술대학교,대학,사립,전북,C그룹,60.956119968254,60.08738882539684,59.96404868253969,59.964048682539705,61.646998095238125,61.65056,61.642742
287,오산대학교,전문대학,사립,경기,A그룹,64.31479174603177,63.63686595238101,63.15879344444452,62.90246479365085,63.888491301587294,63.8902,63.89216
288,온석대학원대학교,대학원대학,사립,경기,-,64.89523646031749,65.46315592857147,65.35853876190482,65.37915963492068,65.25491725396827,65.237495,65.23933
289,용인대학교,대학,사립,경기,B그룹,65.61154748323892,65.66712883821731,65.39459110805858,64.89597272294371,64.27130715473417,64.29051,64.29208
290,용인예술과학대학교,전문대학,사립,경기,B그룹,65.38733115151517,65.51637096103896,65.02995969119773,64.43796876190483,63.74829352380954,63.74299,63.748676
291,우석대학교,대학,사립,전북,B그룹,66.79711002362703,66.78566191636396,66.95279917466125,66.84707324392532,66.69276131030335,66.69453,66.69469
292,우송공업대학,전문대학,사립,대전,B그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
293,우송대학교,대학,사립,대전,A그룹,66.23877928588077,65.55358334737484,66.21383489194137,65.47471479670325,65.52180940798087,65.526,65.544914
294,우송정보대학,전문대학,사립,대전,B그룹,65.15529922222218,64.37607250072149,63.05916895238098,62.983893015873086,63.44462361904767,63.44065,63.43174
295,울산과학기술원,대학,국립,울산,C그룹,73.2542208642469,73.4368887604618,73.25190686724387,73.16249798268402,70.68883577417031,70.712006,70.81668
296,울산과학대학교,전문대학,사립,울산,A그룹,64.35604145598847,64.2199027417028,64.3237286147187,64.10956001154408,64.33520278932184,64.33667,64.33753
297,울산대학교,대학,사립,울산,A그룹,70.71083576767681,73.13533055916308,72.99249181962477,73.35162773448774,73.61386144300134,74.10591,74.26303
298,웅지세무대학교,전문대학,사립,경기,C그룹,60.026567730158746,60.68252428571431,60.61112771428573,60.60741104761907,60.368687190476194,60.376724,60.380627
299,원광대학교,대학,사립,전북,A그룹,67.45930997031441,67.32971360766554,67.20612923412077,67.42030473088288,67.45342021333124,67.46207,67.45969
300,원광보건대학교,전문대학,사립,전북,B그룹,58.66453022727275,59.10423069552669,59.38788407647908,62.355415841269824,62.43739850793649,62.445213,62.469887
301,원불교대학원대학교,대학원대학,사립,전북,-,64.76677383116882,65.18505832178936,64.78570657575757,64.52165915223662,64.82901619985566,64.82708,64.82752
302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,67.2365931755905,66.83293578787875,66.80423316883115,65.87644114718617,66.0543603953824,66.04458,66.03424
303,위덕대학교,대학,사립,경북,C그룹,67.04464683164979,67.29647388071186,66.94510011874438,67.08514526118327,66.65554032292906,66.66669,66.66762
304,유원대학교,대학,사립,충북,C그룹,66.42382987301589,66.52264207142865,66.98888323088023,67.48650983405483,67.03392338888888,67.0317,67.02762
305,유한대학교,전문대학,사립,경기,A그룹,65.35511608802312,64.81042207936513,64.66388805627712,64.48420096825403,64.36176069841272,64.35703,64.356125
306,육군사관학교,기타,기타,서울,-,62.6944422857143,62.33692298412702,61.70856014285719,62.668410777777815,61.95875926984132,61.944,61.951084
307,을지대학교,대학,사립,대전,B그룹,66.46592067348791,66.77284241591214,66.69853411793231,65.56805235386308,66.08650435819209,66.09411,66.08859
308,이화여자대학교,대학,사립,서울,A그룹,72.39624042579638,72.45136400288597,73.02097263059166,72.44935119047622,67.47194794888443,67.43969,67.42515
309,인덕대학교,전문대학,사립,서울,A그룹,64.33224509523812,64.20702766666672,63.021898428571504,63.25627166666674,64.38322812698414,64.376175,64.386
310,인제대학교,대학,사립,경남,B그룹,70.07741639443634,70.34545379779338,70.42539750096881,69.91102821863025,69.20540501443006,69.23673,69.23064
311,인제대학원대학교,대학원대학,사립,서울,-,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
312,인천가톨릭대학교,대학,사립,인천,C그룹,67.30365302092355,66.83712107575761,65.94637953174603,65.94283233333331,65.78755552380952,65.82055,65.813126
313,인천대학교,대학,국립,인천,A그룹,69.14359648609074,68.42586180641189,68.04441427415586,68.37840214158797,68.49102155795342,68.71145,68.52782
314,인천전문대학,전문대학,공립,인천,A그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
315,인하공업전문대학,전문대학,사립,인천,A그룹,63.9019006349207,63.90345849206355,63.83492317460326,63.259530111111175,62.75528429725833,62.743145,62.740574
316,인하대학교,대학,사립,인천,A그룹,71.62956508601857,71.85789691024993,70.57017638455984,71.29416800748594,71.2072333986504,71.265335,71.29915
317,장로회신학대학교,대학,사립,서울,C그룹,63.9729486176046,63.488295557331526,63.34036165401262,63.45263103352201,62.692492183594176,62.653164,62.657722
318,장안대학교,전문대학,사립,경기,B그룹,67.27560153150554,65.87494552284745,64.9862627344877,63.91470620202024,64.00598442424243,64.023926,64.03745
319,재능대학교,전문대학,사립,인천,B그룹,63.75121961904761,63.28455949206352,63.2639311587302,62.61084252380951,64.0792742063492,64.06813,64.07004
320,전남과학대학교,전문대학,사립,전남,B그룹,64.38639258730163,64.0245034444445,63.41359396825406,63.17509487301595,63.63004253968256,63.63739,63.63841
321,전남대학교,대학,국립,광주,A그룹,73.11856758874454,74.23248116883121,73.88319032289287,72.58617032722188,71.12563728210678,71.18794,71.21509
322,전남도립대학교,전문대학,공립,전남,C그룹,67.18791005531504,67.06692115193343,66.59663870748898,64.48587167532467,62.92963000793645,62.92423,62.91552
323,전북과학대학교,전문대학,사립,전북,C그룹,64.71535543915346,64.5531926931217,65.02106431216934,64.9518774867725,61.2302104444444,61.227135,61.21118
324,전북대학교,대학,국립,전북,A그룹,72.63850000721504,72.74954050398945,71.63335795671,71.02286774963932,68.80946679980482,68.58849,68.5501
325,전주교육대학교,대학,국립,전북,C그룹,64.74222335386837,63.68226218903319,64.02331315728716,64.54787983005883,63.669505240981245,63.668205,63.673668
326,전주기전대학,전문대학,사립,전북,C그룹,65.06672086580087,64.06766411111109,63.084890777777765,62.91185544444444,63.44738528571426,63.441284,63.431828
327,전주대학교,대학,사립,전북,A그룹,64.77591573357638,65.26107858639217,65.33446442155703,65.2248183354978,62.34278831649832,62.34571,62.34053
328,전주비전대학교,전문대학,사립,전북,B그룹,65.49027918326118,64.65786100000001,64.26129593650796,63.9792900634921,64.15059934920633,64.14424,64.1465
329,제네바신학대학원대학교,대학원대학,사립,경기,-,65.450428007215,65.45012800721501,64.54797212337664,65.4572811659452,65.15586592784996,65.17666,65.17486
330,제주관광대학교,전문대학,사립,제주,C그룹,64.41125132611833,63.935978142857145,63.43570744444449,62.70019987301593,62.79272214285715,62.794853,62.803123
331,제주국제대학교,대학,사립,제주,C그룹,65.51376971861471,65.52192678210676,65.06307913131315,63.06697938095236,62.993288222222176,62.98299,62.98638
332,제주대학교,대학,국립,제주,A그룹,67.85889260747405,68.13188423795161,68.35586723352115,68.04206513365517,68.21390832357234,68.344124,68.35724
333,제주한라대학교,전문대학,사립,제주,A그룹,62.51364238095243,62.10798642857148,62.016738809523865,62.11695328571435,63.34513601587304,63.347523,63.34251
334,조선간호대학교,전문대학,사립,광주,C그룹,64.2196561144781,64.15202278114477,64.03592228908127,64.06710634391537,64.4022370634921,64.410095,64.409225
335,조선대학교,대학,사립,광주,A그룹,68.09457571395636,67.83789137599024,67.62791208091772,68.09884808031211,66.82962389464807,66.82005,66.80719
336,조선이공대학교,전문대학,사립,광주,B그룹,64.49707196825403,64.26327196825402,63.77324592063494,63.60435584126988,63.951443571428605,63.95689,63.961594
337,주안대학원대학교,대학원대학,사립,인천,-,65.2711004040404,65.88697722943722,65.03140678499274,65.33207545165942,65.11061467388164,65.11846,65.11927
338,중부대학교,대학,사립,충남,B그룹,66.610152540073,66.56258827666255,64.62868932138228,65.59429165440113,65.64982595310245,65.644424,65.600784
339,중앙대학교,대학,사립,서울,A그룹,73.2018336616162,73.63166479076483,72.87350542279945,72.85343023088029,71.02498368253973,71.13058,71.239685
340,중앙승가대학교,대학,사립,경기,C그룹,66.4575395916559,66.07213392833094,65.35259908369407,66.30676815055313,65.51697527417025,65.51836,65.5286
341,중원대학교,대학,사립,충북,C그룹,65.12399336507936,67.2494154783799,64.7923596746032,63.98163594516596,65.47936316738813,65.46307,65.456245
342,진주교육대학교,대학,국립,경남,C그룹,65.04719479581526,65.04705637373732,65.6955241479076,66.57337772696947,63.4823758225108,63.483894,63.47558
343,진주보건대학교,전문대학,사립,경남,B그룹,64.36587937133237,64.38396537133237,64.76054402212603,63.760302984127,63.01024579196726,63.016006,63.010487
344,차의과학대학교,대학,사립,경기,C그룹,66.78784081552425,66.7963477314119,66.4099382546898,65.07369949278508,66.08334341480018,66.07506,66.07226
345,창신대학교,대학,사립,경남,C그룹,66.34369887012983,66.70811207647908,66.14582761032685,66.1861167089947,66.09600827458853,66.09027,66.09702
346,창원문성대학교,전문대학,사립,경남,C그룹,66.49090353150552,66.57525554737853,66.53429018518518,63.994780053391054,65.48875418326118,65.49907,65.488594
347,청강문화산업대학교,전문대학,사립,경기,B그룹,65.42277807215005,64.72691709412805,64.64938937984236,65.22277154834052,64.26669592929288,64.29263,64.28367
348,청암대학교,전문대학,사립,전남,B그룹,63.80796696825398,62.373159492063465,59.46685953968256,61.38073834920634,59.54668969047616,59.846085,59.972954
349,청운대학교,대학,사립,충남,B그룹,66.68704501734575,66.73740973956798,66.93669971758997,66.87275698920728,64.75142478808445,64.749054,64.743195
350,청주교육대학교,대학,국립,충북,C그룹,65.31568308258407,65.32726757464758,66.3637598252741,66.80433394736016,64.2293521370851,64.21814,64.2273
351,청주대학교,대학,사립,충북,A그룹,66.0225579622991,65.23181426769956,66.9744265759633,67.49736407703412,66.22913772964175,66.23251,66.22764
352,초당대학교,대학,사립,전남,C그룹,66.81222104539175,66.6002230058018,66.6347017370705,66.89252320051442,66.91616078468952,66.924095,66.92265
353,총신대학교,대학,사립,서울,C그룹,62.90856253679653,63.49332093362195,63.61732279220782,63.78729784632038,62.76084202197801,62.748596,62.74781
354,추계예술대학교,대학,사립,서울,C그룹,66.89352167460319,67.01715032082735,66.77040173490603,66.95144460654161,66.64620465560367,66.64378,66.64343
355,춘천교육대학교,대학,국립,강원,C그룹,64.5013064000444,65.08773746353641,65.96476336823561,66.8214140296113,64.1832063351093,64.19527,64.198364
356,춘해보건대학교,전문대학,사립,울산,B그룹,63.790415333333335,63.75582112698414,64.08682580952384,64.31301871428579,63.76135512265511,63.767242,63.767624
357,충남대학교,대학,국립,대전,A그룹,72.31224230158735,72.34295611111122,72.0590307611833,71.2555140923521,71.37879595382394,71.687004,71.58484
358,충남도립대학교,전문대학,공립,충남,C그룹,65.15553714471842,65.19743565698396,64.95326359204886,64.84713354442981,64.66506023857623,64.67061,64.66739
359,충북대학교,대학,국립,충북,A그룹,70.94648517275068,70.65882878284636,70.03562699139748,69.24165508707965,67.7019209884905,67.65669,67.63062
360,충북도립대학교,전문대학,공립,충북,C그룹,66.44376896296298,66.4367274954305,66.26459147955751,66.10033030495431,66.42754506926408,66.428604,66.42735
361,충북보건과학대학교,전문대학,사립,충북,B그룹,59.81035847619049,63.59910847619051,63.19665752380956,63.00113282539685,63.58345031746034,63.583225,63.584724
362,충청대학교,전문대학,사립,충북,B그룹,56.80672469119777,57.05488846897552,56.82105359595965,64.1550586666667,64.11436838095238,64.11882,64.12129
363,치유상담대학원대학교,대학원대학,사립,서울,-,65.64668269841263,65.69613460317453,66.20213779365079,65.8175601111111,66.35053476527176,66.34533,66.35085
364,칼빈대학교,대학,사립,경기,C그룹,66.84366752855684,66.59979703511307,66.75064711447816,66.83236052717658,66.53247116209717,66.53279,66.53692
365,탐라대학교,대학,사립,제주,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
366,평택대학교,대학,사립,경기,C그룹,67.2283464413179,67.21347388816737,66.57850048412702,66.91847803511301,66.97070316299637,66.96657,66.9622
