YR,ID,SNM,STYP,FND,RGN,USC,SCR_EST,RK_EST,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
2019,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,61.1938843174603,387,1.399999976158142,3000000,0,30.100000381469727,9207,8557.6,0.0,0,429.2999877929688,161,8006847894,0.0,0.5,268,79,1.600000023841858,2618640,8006847894,1.2000000476837158,378
2019,2,가야대학교,대학,사립,경남,C그룹,66.24035110101005,99,1.399999976158142,150000000,28267178000,76.4000015258789,207712,54375.4,30.799999237060547,32,3733.300048828125,822,32945677596,1.100000023841858,2.799999952316284,9656,803,1.0,147846695,32945677596,22.39999961853028,60988
2019,3,가천대학교,대학,사립,경기,A그룹,68.83148890411276,17,0.6000000238418579,2015000000,280273042000,52.400001525878906,1075137,90088.9,35.79999923706055,175,13083.5,3305,254703961398,0.6000000238418579,2.5999999046325684,68794,7696,1.0,1847452882,254703961398,44.20000076293945,907098
2019,4,가톨릭관동대학교,대학,사립,강원,B그룹,66.49313922205572,74,0.8999999761581421,792515000,111878469000,84.69999694824219,736598,93709.7,31.89999961853028,70,8226.0,1384,108232395282,0.5,2.5,28482,2412,1.0,815274799,108232395282,49.20000076293945,428272
2019,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,67.51249875182911,26,3.299999952316284,50000000,7539543000,123.5999984741211,63883,183752.4,31.0,26,1727.0,132,10681131421,1.899999976158142,5.400000095367432,3357,405,1.899999976158142,95000000,10681131421,83.5999984741211,43240
2019,6,가톨릭대학교,대학,사립,경기,A그룹,66.91730056349212,44,1.7000000476837158,4112900000,260047098000,110.1999969482422,1151198,358103.6,31.700000762939453,202,17684.0,3187,229011807279,2.0999999046325684,8.800000190734863,140275,9847,2.5,3742182364,229011807279,117.9000015258789,1231695
2019,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,63.7108891238576,271,1.7999999523162842,64500000,19091982559,59.5,109675,33806.0,59.29999923706055,38,3339.0,444,18626572441,1.100000023841858,5.5,17058,910,1.399999976158142,62338178,18626572441,63.29999923706055,116779
2019,8,감리교신학대학교,대학,사립,서울,C그룹,63.23130387767783,304,1.7000000476837158,150000000,16884162140,146.1999969482422,221370,99075.3,56.5,13,2542.0,402,17181267252,2.0,21.0,38116,1571,2.0,149999992,17181267252,60.0,90807
2019,9,강남대학교,대학,사립,경기,B그룹,66.16112479485327,105,0.800000011920929,511933000,84488900000,73.0999984741211,520881,47110.4,28.299999237060547,80,5555.0,1101,86067091932,1.2999999523162842,2.799999952316284,24450,3168,1.2000000476837158,335755724,86067091932,41.70000076293945,297446
2019,10,강동대학교,전문대학,사립,충북,B그룹,64.04129333333334,241,0.3000000119209289,110000000,33649682000,35.20000076293945,137678,27849.8,31.0,8,1055.0,350,36444745237,0.5,1.0,5445,404,0.5,108781252,36444745237,14.800000190734863,57911
2019,11,강릉영동대학교,전문대학,사립,강원,B그룹,63.07532106349209,313,0.8999999761581421,57240000,30453034050,32.5,92183,22430.2,58.5,16,2521.0,487,25827501889,0.4000000059604645,1.7000000476837158,5999,940,0.3000000119209289,63657034,25827501889,0.0,0
2019,12,강서대학교,대학,사립,서울,C그룹,65.52241774939877,138,0.5,101640000,14759407000,69.0,109172,58533.5,48.400001525878906,11,821.7999877929688,152,15554422167,1.2999999523162842,1.399999976158142,3433,369,1.2999999523162842,92599997,15554422167,4.099999904632568,6430
2019,13,강원관광대학교,전문대학,사립,강원,C그룹,63.40485771428571,296,0.8999999761581421,42000000,13302650000,39.70000076293945,46324,27184.1,30.0,21,1092.0,228,11978628459,0.8999999761581421,1.0,1290,163,0.8999999761581421,31750990,11978628459,23.39999961853028,27350
2019,14,강원대학교,대학,국립,강원,A그룹,67.15741882251085,36,1.2999999523162842,1671656000,219681468000,71.30000305175781,1609843,130508.6,74.80000305175781,336,28484.599609375,3733,278026506370,1.100000023841858,2.5,86580,10858,1.2999999523162842,2945709462,278026506370,98.8000030517578,2229920
2019,15,강원도립대학교,전문대학,공립,강원,C그룹,66.28183029341031,94,2.400000095367432,36500000,12740000000,81.80000305175781,58323,51101.0,45.0,10,1735.0,188,13039320910,1.399999976158142,4.400000095367432,5630,319,2.0999999046325684,36435000,13039320910,5.300000190734863,3748
2019,16,개신대학원대학교,대학원대학,사립,서울,-,66.21364809571911,101,1.2000000476837158,10000000,2155370000,137.8000030517578,24666,35316.1,32.0,8,221.5,40,1912887431,5.599999904632568,3.0,1459,117,5.599999904632568,6321583,1912887431,48.900001525878906,8760
2019,17,거제대학교,전문대학,사립,경남,C그룹,65.2358996859067,156,1.100000023841858,40700000,13289102000,54.59999847412109,69361,34017.3,27.299999237060547,11,1413.5999755859375,306,13888814584,1.600000023841858,2.0999999046325684,4766,484,1.399999976158142,43235984,13888814584,35.79999923706055,45445
2019,18,건국대학교,대학,사립,서울,A그룹,69.14984888095239,15,1.2000000476837158,2500000000,387876375000,65.0,1321182,128101.3,46.79999923706055,264,24695.0,3389,405567487552,1.2000000476837158,4.900000095367432,160930,15228,1.100000023841858,2602122040,405567487552,92.8000030517578,1885762
2019,19,건국대학교(글로컬),대학,사립,충북,B그룹,66.45337769499662,80,1.2999999523162842,800000000,0,82.5999984741211,669731,110999.4,39.0,81,10221.0,1680,0,0.6000000238418579,3.799999952316284,58839,4643,1.2000000476837158,899983367,0,57.29999923706055,464759
