연도,번호,학교명,학교유형,설립,지역,대학규모,도서자료-종수-국내서,국외서,계,책수-국내서,국외서,계,전자자료-전자저널-패키지,웹DB-패키지,[구독] e-Book-종수,동영상강의자료(e-Learning)-패키지,합계-패키지,종수,연속간행물-국내,국외,합계,연간 장서 증가 및 폐기 책수-연간 장서 증가 책수-구입,기증,합계,연간 장서 증가 종수,연간 장서 폐기 책수,재학생 1인당 소장도서수-소장도서수,재학생수(당해년도),재학생 1인당 소장도서수,연간장서증가율-연간장서증가책수,소장도서수,연간장서증가율
2015,122,대동대학교,전문대학,사립,부산,C그룹,37984,1049,39033,41567,1119,42686,1,3,6788,0,4,17192,91,7,98,2781,319,3100,2761,0,42686,1694,25.200000762939453,3100,42686,7.800000190734863
2015,123,대림대학교,전문대학,사립,경기,A그룹,63586,4860,68446,100320,5824,106144,3,3,4810,0,6,10997,72,0,72,5262,438,5700,2702,0,106144,6685,15.899999618530273,5700,106144,5.699999809265137
2015,124,대신대학교,대학,사립,경북,C그룹,72399,8898,81297,92509,9565,102074,3,1,2219,0,4,4232,180,15,195,1528,1553,3081,2547,4275,102074,504,202.5,3081,102074,3.0999999046325684
2015,125,대원대학교,전문대학,사립,충북,C그룹,38932,3527,42459,59014,4015,63029,2,0,4256,0,2,9933,322,2,324,2425,315,2740,2207,0,63029,2807,22.5,2740,63029,4.5
2015,126,대전가톨릭대학교,대학,사립,세종,C그룹,82892,33985,116877,98841,35844,134685,2,2,613,0,4,773,104,84,188,2246,2045,4291,2781,1602,134685,122,1104.0,4291,134685,3.299999952316284
2015,127,대전과학기술대학교,전문대학,사립,대전,B그룹,73225,98711,171936,151315,169162,320477,2,2,1948,0,4,8100,209,21,230,4319,1301,5620,3124,0,320477,4707,68.0999984741211,5620,320477,1.7999999523162842
2015,128,대전대학교,대학,사립,대전,B그룹,299340,53506,352846,478134,97265,575399,11,7,15254,0,18,50564,568,72,640,16038,4665,20703,18305,0,575399,10801,53.29999923706055,20703,575399,3.700000047683716
2015,129,대전보건대학교,전문대학,사립,대전,A그룹,73337,7270,80607,116196,10113,126309,3,5,8646,0,8,12377,90,44,134,3293,465,3758,1566,0,126309,5929,21.299999237060547,3758,126309,3.0999999046325684
2015,130,대전신학대학교,대학,사립,대전,C그룹,37573,5630,43203,59479,7962,67441,0,3,59,0,3,59,156,17,173,742,578,1320,1039,0,67441,296,227.8000030517578,1320,67441,2.0
2015,131,대진대학교,대학,사립,경기,B그룹,215807,88490,304297,440875,146026,586901,5,19,21967,0,24,31228,253,23,276,11209,6516,17725,13781,0,586901,8458,69.4000015258789,17725,586901,3.0999999046325684
2015,132,대한신학대학원대학교,대학원대학,사립,경기,-,7405,1931,9336,13183,2699,15882,0,0,0,0,0,0,26,0,26,0,0,0,0,0,15882,186,85.4000015258789,0,15882,0.0
2015,133,덕성여자대학교,대학,사립,서울,B그룹,325284,71938,397222,558161,134006,692167,20,28,130397,0,48,193407,377,170,547,15127,7633,22760,19196,3664,692167,6524,106.0999984741211,22760,692167,3.4000000953674316
2015,134,동강대학교,전문대학,사립,광주,B그룹,94431,8541,102972,128290,9938,138228,1,5,4818,0,6,8806,201,9,210,2584,375,2959,2255,0,138228,3418,40.400001525878906,2959,138228,2.200000047683716
2015,135,동국대학교,대학,사립,서울,A그룹,731514,162538,894052,1134557,232198,1366755,33,52,30146,0,85,91647,1305,542,1847,24967,8423,33390,31164,28348,1366755,17699,77.19999694824219,33390,1366755,2.5
2015,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,419371,40645,460016,684992,88931,773923,13,12,33710,0,25,43329,649,127,776,18129,2357,20486,15608,936,773923,8977,86.19999694824219,20486,773923,2.700000047683716
2015,137,동남보건대학교,전문대학,사립,경기,A그룹,65779,7320,73099,107140,9316,116456,0,4,6338,0,4,7207,47,0,47,1635,317,1952,1077,0,116456,4973,23.399999618530273,1952,116456,1.7000000476837158
2015,138,동덕여자대학교,대학,사립,서울,B그룹,184715,85157,269872,414870,120529,535399,15,28,59959,0,43,114987,349,242,591,14249,854,15103,8074,87,535399,8324,64.30000305175781,15103,535399,2.9000000953674316
2015,139,동명대학교,대학,사립,부산,B그룹,271259,33301,304560,367329,38570,405899,4,2,5209,0,6,12072,107,50,157,20029,2675,22704,20668,2165,405899,9374,43.29999923706055,22704,405899,5.900000095367432
2015,140,동방문화대학원대학교,대학원대학,사립,서울,-,16132,2734,18866,18457,2748,21205,2,0,0,0,2,2,11,0,11,58,818,876,422,553,21205,212,100.0,876,21205,4.300000190734863
2015,141,동부산대학교,전문대학,사립,부산,C그룹,101964,12538,114502,123367,13171,136538,0,1,4566,0,1,4578,253,1,254,6972,248,7220,7159,0,136538,2635,51.79999923706055,7220,136538,5.599999904632568
2015,142,동서대학교,대학,사립,부산,B그룹,212081,51187,263268,419181,85313,504494,10,5,18350,0,15,35567,506,88,594,13221,2037,15258,7550,0,504494,11659,43.29999923706055,15258,504494,3.0999999046325684
2015,143,동서울대학교,전문대학,사립,경기,A그룹,90033,8846,98879,193336,9878,203214,2,2,9024,0,4,19221,105,1,106,9141,245,9386,5450,3060,203214,6009,33.79999923706055,9386,203214,4.800000190734863
2015,144,동신대학교,대학,사립,전남,B그룹,421987,80567,502554,520150,94339,614489,7,8,15856,0,15,40797,297,41,338,7278,1642,8920,8493,0,614489,7783,79.0,8920,614489,1.5
2015,145,동아대학교,대학,사립,부산,A그룹,682788,117282,800070,1064647,182875,1247522,36,38,25782,0,74,51948,190,540,730,20075,1070,21145,11756,0,1247522,22716,54.900001525878906,21145,1247522,1.7000000476837158
2015,146,동아방송예술대학교,전문대학,사립,경기,B그룹,49316,2530,51846,58668,2783,61451,2,6,2319,0,8,7767,69,7,76,2471,1161,3632,3162,0,61451,3107,19.799999237060547,3632,61451,6.300000190734863
2015,147,동아보건대학교,전문대학,사립,전남,C그룹,27330,2210,29540,30952,2215,33167,0,1,375,0,1,407,12,0,12,1149,422,1571,1564,0,33167,2013,16.5,1571,33167,5.0
2015,148,동양대학교,대학,사립,경북,C그룹,142053,39017,181070,232212,42703,274915,5,0,16588,0,5,27851,98,23,121,5469,997,6466,4543,0,274915,4748,57.900001525878906,6466,274915,2.4000000953674316
2015,149,동양미래대학교,전문대학,사립,서울,A그룹,149961,16596,166557,223374,21807,245181,4,3,6762,0,7,13523,237,78,315,7811,350,8161,6378,0,245181,6348,38.599998474121094,8161,245181,3.4000000953674316
2015,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,151,동원과학기술대학교,전문대학,사립,경남,B그룹,47511,1895,49406,72798,2175,74973,0,0,1471,0,0,1471,88,0,88,2219,557,2776,1300,680,74973,2158,34.70000076293945,2776,74973,3.799999952316284
2015,152,동원대학교,전문대학,사립,경기,B그룹,67202,1888,69090,115623,3132,118755,0,1,9957,0,1,10158,124,8,132,6622,348,6970,5435,0,118755,3838,30.899999618530273,6970,118755,6.199999809265137
2015,153,동의과학대학교,전문대학,사립,부산,B그룹,83203,5946,89149,130948,7696,138644,3,2,7477,0,5,15639,218,24,242,5645,246,5891,4236,1804,138644,5790,23.899999618530273,5891,138644,4.400000095367432
2015,154,동의대학교,대학,사립,부산,A그룹,389996,147799,537795,822463,268619,1091082,10,9,13196,0,19,24833,659,56,715,16995,3454,20449,11346,0,1091082,16781,65.0,20449,1091082,1.899999976158142
2015,155,두원공과대학교,전문대학,사립,경기,B그룹,55523,8744,64267,105124,10191,115315,0,1,505,0,1,520,199,52,251,4061,0,4061,1249,0,115315,6133,18.799999237060547,4061,115315,3.700000047683716
2015,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,1837,0,1837,9149,0,9149,0,0,9149,0,0,10986,0,0,0,2206,0,2206,288,0,9149,3705,2.5,2206,9149,31.799999237060547
2015,157,루터대학교,대학,사립,경기,C그룹,19049,6904,25953,26678,9776,36454,0,2,170,0,2,2007,40,21,61,728,250,978,739,0,36454,466,78.19999694824219,978,36454,2.799999952316284
2015,158,마산대학교,전문대학,사립,경남,A그룹,61644,1239,62883,107104,1410,108514,2,2,9634,0,4,14837,135,0,135,8244,0,8244,3974,0,108514,6170,17.600000381469727,8244,108514,8.199999809265137
2015,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,160,명지대학교,대학,사립,서울,A그룹,520318,110551,630869,918871,270823,1189694,31,29,230414,0,60,263397,1445,210,1655,28962,3029,31991,28645,0,1189694,16826,70.69999694824219,31991,1189694,2.799999952316284
2015,161,명지전문대학,전문대학,사립,서울,A그룹,90307,10921,101228,173766,13833,187599,4,3,2612,0,7,7225,1845,37,1882,5334,474,5808,1928,0,187599,7027,26.700000762939453,5808,187599,3.200000047683716
2015,162,목원대학교,대학,사립,대전,B그룹,183892,113789,297681,338088,176433,514521,10,10,26392,0,20,61013,737,116,853,9299,3452,12751,7539,0,514521,9575,53.70000076293945,12751,514521,2.5
2015,163,목포가톨릭대학교,대학,사립,전남,C그룹,29464,3425,32889,36235,3498,39733,2,4,7109,0,6,10739,203,6,209,906,180,1086,993,0,39733,547,72.5999984741211,1086,39733,2.799999952316284
2015,164,목포과학대학교,전문대학,사립,전남,B그룹,48774,4401,53175,59301,5618,64919,1,1,2142,0,2,4128,50,0,50,3651,340,3991,3456,1502,64919,2859,22.700000762939453,3991,64919,6.599999904632568
2015,165,문경대학교,전문대학,사립,경북,C그룹,32556,184,32740,37273,201,37474,2,0,1048,0,2,4576,106,1,107,1515,296,1811,727,0,37474,878,42.70000076293945,1811,37474,5.099999904632568
2015,166,배재대학교,대학,사립,대전,B그룹,169148,60053,229201,349817,108001,457818,13,12,13933,0,25,54528,490,153,643,17059,2346,19405,11929,764,457818,10260,44.599998474121094,19405,457818,4.400000095367432
2015,167,배화여자대학교,전문대학,사립,서울,B그룹,65778,5369,71147,130071,6906,136977,2,1,3408,0,3,8572,136,17,153,3619,492,4111,1778,1450,136977,3059,44.79999923706055,4111,136977,3.0999999046325684
2015,168,백석대학교,대학,사립,충남,A그룹,275513,145073,420586,565312,177536,742848,8,13,47717,0,21,61965,323,138,461,18379,16173,34552,22707,0,742848,15310,48.5,34552,742848,4.900000095367432
2015,169,백석문화대학교,전문대학,사립,충남,A그룹,77043,14057,91100,151449,19291,170740,4,6,2622,0,10,5988,44,9,53,2954,1657,4611,3409,0,170740,6218,27.5,4611,170740,2.799999952316284
2015,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,171,백제예술대학교,전문대학,사립,전북,C그룹,24400,1210,25610,34269,2182,36451,0,0,0,0,0,0,107,0,107,1061,0,1061,1025,0,36451,1842,19.799999237060547,1061,36451,3.0
2015,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,18479,86,18565,35464,99,35563,0,0,0,0,0,0,30,14,44,654,0,654,393,0,35563,88,404.1000061035156,654,35563,1.899999976158142
2015,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,174,부산가톨릭대학교,대학,사립,부산,C그룹,154994,37171,192165,219708,46137,265845,5,13,9772,0,18,21178,655,121,776,3742,5067,8809,7736,0,265845,4272,62.20000076293945,8809,265845,3.4000000953674316
2015,175,부산경상대학교,전문대학,사립,부산,B그룹,80169,2046,82215,91309,2279,93588,0,1,7754,0,1,7845,133,5,138,2406,284,2690,2428,436,93588,3216,29.100000381469727,2690,93588,3.0
2015,176,부산과학기술대학교,전문대학,사립,부산,B그룹,94120,4672,98792,130677,5184,135861,1,0,9338,0,1,11175,200,0,200,3227,0,3227,0,0,135861,4506,30.200000762939453,3227,135861,2.4000000953674316
2015,177,부산교육대학교,대학,국립,부산,C그룹,147834,16320,164154,257020,19201,276221,0,14,8782,0,14,8957,514,33,547,13563,1355,14918,6303,0,276221,2592,106.5999984741211,14918,276221,5.699999809265137
2015,178,부산대학교,대학,국립,부산,A그룹,715462,341963,1057425,1520594,650302,2170896,35,42,128586,0,77,185880,1289,1409,2698,71085,20528,91613,51069,53014,2170896,30456,71.30000305175781,91613,2170896,4.400000095367432
2015,179,부산디지털대학교,대학,사립,부산,C그룹,395,0,395,395,0,395,1,0,395,0,1,2232,0,0,0,0,0,0,0,0,395,2539,0.20000000298023224,0,395,0.0
2015,180,부산보건대학교,전문대학,사립,부산,B그룹,50204,9689,59893,63154,13955,77109,7,3,12475,0,10,31576,205,2,207,3710,1580,5290,5077,0,77109,3563,21.600000381469727,5290,77109,7.400000095367432
2015,181,부산여자대학교,전문대학,사립,부산,C그룹,110702,1512,112214,138441,7120,145561,3,0,691,0,3,4519,112,8,120,4659,931,5590,4623,0,145561,2948,49.400001525878906,5590,145561,4.0
2015,182,부산예술대학교,전문대학,사립,부산,C그룹,14115,836,14951,21463,836,22299,0,0,0,0,0,0,50,0,50,0,210,210,130,0,22299,852,26.200000762939453,210,22299,1.0
2015,183,부산외국어대학교,대학,사립,부산,B그룹,236675,157729,394404,470525,240579,711104,6,11,38139,0,17,51369,494,88,582,17047,1956,19003,17271,0,711104,9653,73.69999694824219,19003,711104,2.700000047683716
2015,184,부산장신대학교,대학,사립,경남,C그룹,35607,4336,39943,54281,5672,59953,2,0,0,0,2,3497,102,13,115,959,938,1897,1238,0,59953,509,117.80000305175781,1897,59953,3.299999952316284
2015,185,부천대학교,전문대학,사립,경기,A그룹,113945,10130,124075,205871,12928,218799,2,3,10670,0,5,14294,137,35,172,4579,340,4919,4157,0,218799,7736,28.299999237060547,4919,218799,2.299999952316284
2015,186,삼육대학교,대학,사립,서울,B그룹,164644,49593,214237,275716,78013,353729,11,10,5588,0,21,15107,173,194,367,7189,2491,9680,6264,45,353729,6099,58.0,9680,353729,2.799999952316284
2015,187,삼육보건대학교,전문대학,사립,서울,C그룹,34537,1871,36408,47900,2794,50694,1,2,1527,0,3,6887,172,12,184,3468,266,3734,3495,0,50694,1289,39.29999923706055,3734,50694,8.0
2015,188,상명대학교,대학,사립,서울,A그룹,486381,184278,670659,935596,301864,1237460,14,29,104581,0,43,146613,503,151,654,36219,16940,53159,33601,0,1237460,14994,82.5,53159,1237460,4.5
2015,189,상지대학교,대학,사립,강원,B그룹,218410,24574,242984,520019,46295,566314,9,4,4910,0,13,33648,418,90,508,12279,1610,13889,7366,0,566314,8239,68.69999694824219,13889,566314,2.5
2015,190,상지영서대학교,전문대학,사립,강원,B그룹,57432,4324,61756,94145,4764,98909,0,0,21011,0,0,21011,77,26,103,3058,482,3540,2894,3330,98909,3002,32.900001525878906,3540,98909,3.700000047683716
2015,191,서강대학교,대학,사립,서울,A그룹,357264,430210,787474,684161,595511,1279672,37,32,56092,0,69,71233,474,336,810,25505,4661,30166,22120,9951,1279672,11414,112.0999984741211,30166,1279672,2.4000000953674316
2015,192,서경대학교,대학,사립,서울,B그룹,203914,51307,255221,385189,78139,463328,4,1,16869,0,5,26645,962,148,1110,23428,6917,30345,16068,0,463328,7202,64.30000305175781,30345,463328,7.0
2015,193,서남대학교,대학,사립,전북,C그룹,0,0,0,174285,18959,193244,0,0,0,0,0,0,29,0,29,0,147,147,116,0,193244,1767,109.4000015258789,147,193244,0.10000000149011612
2015,194,서라벌대학교,전문대학,사립,경북,C그룹,29407,4148,33555,101502,16522,118024,0,2,451,0,2,1056,80,0,80,1460,309,1769,779,0,118024,984,119.9000015258789,1769,118024,1.5
2015,195,서영대학교,전문대학,사립,광주,A그룹,50932,3232,54164,70900,3905,74805,0,3,2327,0,3,2451,192,0,192,3780,63,3843,3048,0,74805,5053,14.800000190734863,3843,74805,5.400000095367432
2015,196,서울과학기술대학교,대학,국립,서울,A그룹,213131,98100,311231,515592,98100,613692,34,25,11034,0,59,73706,339,107,446,24973,1590,26563,16512,0,613692,12471,49.20000076293945,26563,613692,4.5
2015,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,1597,243,1840,2253,322,2575,1,1,0,0,2,2889,1,0,1,0,104,104,98,0,2575,341,7.599999904632568,104,2575,4.199999809265137
2015,198,서울교육대학교,대학,국립,서울,C그룹,112464,22541,135005,252784,31190,283974,8,6,3361,0,14,18180,143,40,183,4145,1389,5534,3317,3313,283974,2980,95.30000305175781,5534,283974,2.0
2015,199,서울기독대학교,대학,사립,서울,C그룹,27934,12229,40163,38231,19404,57635,3,7,12797,0,10,12799,40,0,40,3907,685,4592,2195,17,57635,881,65.4000015258789,4592,57635,8.699999809265137
2015,200,서울대학교,대학,국립,서울,A그룹,649068,1089329,1738397,2585184,2646639,5231823,88,65,584659,0,153,674649,835,2554,3389,62636,21447,84083,75687,2317,5231823,28490,183.60000610351562,84083,5231823,1.600000023841858
2015,201,서울디지털대학교,대학,사립,서울,A그룹,9219,0,9219,27107,0,27107,0,0,22389,0,0,24067,0,0,0,0,40,40,40,0,27107,10475,2.5999999046325684,40,27107,0.10000000149011612
2015,202,서울미디어대학원대학교,대학원대학,사립,서울,-,618,92,710,3143,1176,4319,0,1,427,0,1,2299,11,0,11,53,0,53,2,0,4319,88,49.099998474121094,53,4319,1.2000000476837158
2015,203,서울벤처대학원대학교,대학원대학,사립,서울,-,230,390,620,2009,1146,3155,0,0,0,0,0,0,0,0,0,3,0,3,2,0,3155,243,13.0,3,3155,0.10000000149011612
2015,204,서울불교대학원대학교,대학원대학,사립,서울,-,0,0,0,13250,1520,14770,1,1,0,0,2,0,0,0,0,271,0,271,237,0,14770,164,90.0999984741211,271,14770,1.899999976158142
2015,205,서울사이버대학교,대학,사립,서울,A그룹,0,0,0,6823,975,7798,2,4,7798,0,6,10629,0,0,0,0,0,0,0,0,7798,11380,0.699999988079071,0,7798,0.0
2015,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,5306,0,5306,5306,0,5306,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5306,83,63.900001525878906,0,5306,0.0
2015,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,3415,1337,4752,4824,1502,6326,2,1,0,0,3,4267,19,0,19,471,56,527,513,0,6326,109,58.0,527,6326,9.100000381469727
2015,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,14840,504,15344,16481,1073,17554,0,2,4783,0,2,4783,61,0,61,1132,86,1218,1180,0,17554,64,274.29998779296875,1218,17554,7.5
2015,209,서울시립대학교,대학,공립,서울,A그룹,368202,173485,541687,677061,251354,928415,28,53,168756,0,81,208763,614,436,1050,30321,5096,35417,24841,0,928415,12195,76.0999984741211,35417,928415,4.0
2015,210,서울신학대학교,대학,사립,경기,C그룹,103894,103400,207294,203163,123352,326515,3,9,61587,0,12,65556,91,102,193,10519,737,11256,7762,0,326515,3230,101.0999984741211,11256,326515,3.5999999046325684
2015,211,서울여자간호대학교,전문대학,사립,서울,C그룹,18968,1421,20389,26352,1668,28020,1,2,0,0,3,14076,30,4,34,833,770,1603,1199,0,28020,976,28.700000762939453,1603,28020,6.099999904632568
2015,212,서울여자대학교,대학,사립,서울,B그룹,397267,127957,525224,541873,158980,700853,21,28,46134,0,49,58793,1174,284,1458,8982,3514,12496,9753,14036,700853,8236,85.0999984741211,12496,700853,1.7999999523162842
2015,213,서울예술대학교,전문대학,사립,경기,B그룹,59946,9201,69147,71074,10007,81081,1,12,1983,0,13,3557,77,40,117,2890,167,3057,2810,0,81081,3063,26.5,3057,81081,3.9000000953674316
2015,214,서울외국어대학원대학교,대학원대학,사립,서울,-,12,4,16,877,157,1034,0,0,0,0,0,0,0,0,0,0,30,30,6,0,1034,147,7.0,30,1034,3.0
2015,215,서울장신대학교,대학,사립,경기,C그룹,59689,7411,67100,78769,8979,87748,2,2,4476,0,4,6519,226,28,254,910,583,1493,0,0,87748,874,100.4000015258789,1493,87748,1.7000000476837158
2015,216,서울한영대학교,대학,사립,서울,C그룹,40840,31581,72421,65282,47104,112386,3,3,1098,0,6,4898,156,13,169,2735,503,3238,2638,0,112386,1101,102.0999984741211,3238,112386,3.0
2015,217,서원대학교,대학,사립,충북,B그룹,247362,64680,312042,475068,99156,574224,6,8,21665,0,14,43836,896,25,921,12737,1366,14103,8655,0,574224,7474,76.80000305175781,14103,574224,2.5
2015,218,서일대학교,전문대학,사립,서울,A그룹,91722,13011,104733,150521,14966,165487,3,4,6999,0,7,15580,176,32,208,6111,97,6208,4234,10,165487,6422,25.799999237060547,6208,165487,3.9000000953674316
2015,219,서정대학교,전문대학,사립,경기,A그룹,25578,1448,27026,42752,4549,47301,0,0,26469,0,0,26528,31,0,31,21123,773,21896,10960,0,47301,4809,9.800000190734863,21896,47301,86.19999694824219
2015,220,서해대학,전문대학,사립,전북,C그룹,41811,1002,42813,51827,1314,53141,0,0,684,0,0,684,68,0,68,1979,0,1979,1408,0,53141,1428,37.20000076293945,1979,53141,3.9000000953674316
2015,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,222,선린대학교,전문대학,사립,경북,C그룹,39442,2492,41934,59381,3195,62576,0,3,5110,0,3,5110,53,3,56,2106,0,2106,992,0,62576,2757,22.700000762939453,2106,62576,3.5
2015,223,선문대학교,대학,사립,충남,B그룹,251984,95078,347062,447571,120836,568407,11,17,4415,0,28,25142,742,132,874,11744,4862,16606,14234,0,568407,10574,53.79999923706055,16606,568407,3.0
2015,224,선학유피대학원대학교,대학원대학,사립,경기,-,36715,4813,41528,37085,5897,42982,0,1,5000,0,1,5000,105,25,130,284,22,306,248,0,42982,70,614.0,306,42982,0.699999988079071
2015,225,성결대학교,대학,사립,경기,B그룹,209056,68599,277655,373549,85350,458899,8,9,22390,0,17,604883,307,198,505,13867,3439,17306,11405,0,458899,6307,72.80000305175781,17306,458899,3.9000000953674316
2015,226,성공회대학교,대학,사립,서울,C그룹,114147,66567,180714,151929,89388,241317,11,14,21973,0,25,41696,201,108,309,4653,1455,6108,5298,843,241317,2656,90.9000015258789,6108,241317,2.5999999046325684
2015,227,성균관대학교,대학,사립,서울,A그룹,602226,450300,1052526,1180825,689587,1870412,83,106,258901,0,189,347672,924,764,1688,37572,6078,43650,40757,15628,1870412,27034,69.19999694824219,43650,1870412,2.4000000953674316
2015,228,성산효대학원대학교,대학원대학,사립,인천,-,16193,5462,21655,18295,5462,23757,0,0,0,0,0,0,32,1,33,521,470,991,940,0,23757,237,100.19999694824219,991,23757,4.400000095367432
2015,229,성서침례대학원대학교,대학원대학,사립,경기,-,14892,5751,20643,15167,5795,20962,0,0,0,0,0,0,40,14,54,250,76,326,326,0,20962,50,419.20001220703125,326,20962,1.600000023841858
2015,230,성신여자대학교,대학,사립,서울,A그룹,330182,157284,487466,640728,204079,844807,22,41,326093,0,63,521207,444,257,701,24941,2455,27396,15132,0,844807,10846,77.9000015258789,27396,844807,3.4000000953674316
2015,231,성운대학교,전문대학,사립,경북,C그룹,14857,80,14937,20747,80,20827,0,0,0,0,0,0,34,0,34,2,10,12,11,0,20827,1356,15.399999618530273,12,20827,0.10000000149011612
2015,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,233,세경대학교,전문대학,사립,강원,C그룹,36422,1454,37876,38094,1454,39548,0,0,1662,0,0,1662,121,0,121,1138,303,1441,1441,0,39548,983,40.20000076293945,1441,39548,3.799999952316284
2015,234,세계사이버대학,기타,기타,경기,-,0,0,0,397,0,397,0,0,397,0,0,397,0,0,0,0,0,0,0,0,397,0,0.0,0,397,0.0
2015,235,세명대학교,대학,사립,충북,B그룹,204459,69295,273754,401252,113854,515106,5,17,17195,0,22,109303,174,48,222,13943,3398,17341,13923,0,515106,8740,58.900001525878906,17341,515106,3.5
2015,236,세종대학교,대학,사립,서울,A그룹,348170,184121,532291,621394,317534,938928,28,24,33683,0,52,57231,250,114,364,4264,840,5104,3807,0,938928,13713,68.5,5104,938928,0.5
2015,237,세한대학교,대학,사립,충남,C그룹,116592,43596,160188,207246,64619,271865,6,2,10767,0,8,16416,113,15,128,5489,467,5956,3224,0,271865,4377,62.099998474121094,5956,271865,2.200000047683716
2015,238,송곡대학교,전문대학,사립,강원,C그룹,11459,81,11540,13349,81,13430,1,0,379,0,1,380,18,0,18,544,231,775,736,0,13430,820,16.399999618530273,775,13430,6.099999904632568
2015,239,송원대학교,대학,사립,광주,C그룹,66022,4782,70804,99382,6300,105682,0,0,4170,0,0,4170,91,0,91,1767,19599,21366,16730,0,105682,2369,44.599998474121094,21366,105682,25.299999237060547
2015,240,송호대학교,전문대학,사립,강원,C그룹,22557,1640,24197,34071,2299,36370,0,0,1274,0,0,1274,54,0,54,1463,0,1463,1446,15,36370,1034,35.20000076293945,1463,36370,4.199999809265137
2015,241,수도국제대학원대학교,대학원대학,사립,서울,-,13439,3064,16503,19562,3837,23399,0,0,0,0,0,0,38,0,38,90,304,394,304,1,23399,307,76.19999694824219,394,23399,1.7000000476837158
2015,242,수성대학교,전문대학,사립,대구,B그룹,54855,2679,57534,91479,3601,95080,0,1,7329,0,1,7329,89,0,89,5970,144,6114,4016,0,95080,3756,25.299999237060547,6114,95080,6.900000095367432
2015,243,수원가톨릭대학교,대학,사립,경기,C그룹,50131,22873,73004,78773,36159,114932,4,3,5172,0,7,9409,161,137,298,1411,900,2311,0,0,114932,204,563.4000244140625,2311,114932,2.0999999046325684
2015,244,수원과학대학교,전문대학,사립,경기,B그룹,81961,9078,91039,174925,13057,187982,1,2,12231,0,3,12528,162,2,164,2949,9,2958,3860,0,187982,6390,29.399999618530273,2958,187982,1.600000023841858
2015,245,수원대학교,대학,사립,경기,B그룹,245881,110119,356000,596063,225763,821826,10,12,36292,0,22,65528,363,59,422,2142,3749,5891,4817,2014,821826,11573,71.0,5891,821826,0.699999988079071
2015,246,수원여자대학교,전문대학,사립,경기,B그룹,55606,5375,60981,125833,11080,136913,4,0,2341,0,4,2348,106,0,106,6026,0,6026,1842,2584,136913,4563,30.0,6026,136913,4.599999904632568
2015,247,숙명여자대학교,대학,사립,서울,A그룹,350363,176027,526390,823017,260663,1083680,35,48,67020,0,83,134085,825,445,1270,27002,4439,31441,16440,17229,1083680,13020,83.19999694824219,31441,1083680,3.0
2015,248,순복음대학원대학교,대학원대학,사립,서울,-,15286,118,15404,26072,178,26250,0,0,0,0,0,0,21,0,21,0,688,688,583,0,26250,153,171.60000610351562,688,26250,2.700000047683716
2015,249,순복음총회신학교,대학,사립,충북,C그룹,14983,0,14983,23586,102,23688,0,0,0,0,0,0,0,0,0,0,671,671,576,0,23688,300,79.0,671,23688,2.9000000953674316
2015,250,순천제일대학교,전문대학,사립,전남,B그룹,49357,1073,50430,66666,1136,67802,0,2,465,0,2,465,31,0,31,481,0,481,474,0,67802,2545,26.600000381469727,481,67802,0.699999988079071
2015,251,순천향대학교,대학,사립,충남,A그룹,312788,121587,434375,509467,145586,655053,36,17,25681,0,53,83134,269,98,367,7331,2251,9582,8549,0,655053,12123,54.0,9582,655053,1.5
2015,252,숭실대학교,대학,사립,서울,A그룹,403627,173729,577356,754730,245441,1000171,31,27,179821,0,58,238447,1069,163,1232,29223,3675,32898,21157,38135,1000171,15546,64.30000305175781,32898,1000171,3.4000000953674316
2015,253,숭실사이버대학교,대학,사립,서울,B그룹,2203,0,2203,2203,0,2203,0,0,2203,0,0,2203,0,0,0,0,0,0,0,0,2203,4709,0.5,0,2203,0.0
2015,254,숭의여자대학교,전문대학,사립,서울,B그룹,88850,6041,94891,127282,6592,133874,2,0,4178,0,2,7948,90,23,113,4420,35,4455,2256,0,133874,3616,37.0,4455,133874,3.4000000953674316
