YR,ID,SNM,STYP,FND,RGN,USC,SCR_EST
2021,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,71.42454012701131
2021,2,가야대학교,대학,사립,경남,C그룹,67.99656838200632
2021,3,가천대학교,대학,사립,경기,A그룹,70.63109825798598
2021,4,가톨릭관동대학교,대학,사립,강원,B그룹,67.97188795485592
2021,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,68.28161647300519
2021,6,가톨릭대학교,대학,사립,경기,A그룹,73.57545996801048
2021,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,68.01621344578632
2021,8,감리교신학대학교,대학,사립,서울,C그룹,68.77674670588078
2021,9,강남대학교,대학,사립,경기,B그룹,68.18177365098195
2021,10,강동대학교,전문대학,사립,충북,B그룹,71.41763395442915
2021,11,강릉영동대학교,전문대학,사립,강원,B그룹,68.08212247334109
2021,12,강서대학교,대학,사립,서울,C그룹,68.05744204619072
2021,13,강원관광대학교,전문대학,사립,강원,C그룹,68.01667224425398
2021,14,강원대학교,대학,국립,강원,A그룹,72.83450302167877
2021,15,강원도립대학교,전문대학,공립,강원,C그룹,68.04789698333002
2021,16,개신대학원대학교,대학원대학,사립,서울,-,68.04789698333002
2021,17,거제대학교,전문대학,사립,경남,C그룹,68.06873173618574
2021,18,건국대학교,대학,사립,서울,A그룹,71.51268044672166
2021,19,건국대학교(글로컬),대학,사립,충북,B그룹,70.26636856240799
2021,21,건신대학원대학교,대학원대학,사립,대전,-,69.64294520545414
2021,22,건양대학교,대학,사립,충남,B그룹,68.01740313486202
2021,23,경기과학기술대학교,전문대학,사립,경기,A그룹,67.99272270771165
2021,24,경기대학교,대학,사립,경기,A그룹,68.09276206709266
2021,25,경남대학교,대학,사립,경남,A그룹,67.98390586783422
2021,26,경남도립거창대학,전문대학,공립,경남,C그룹,68.06289411870122
2021,27,경남도립남해대학,전문대학,공립,경남,C그룹,68.00401239770667
2021,28,경남정보대학교,전문대학,사립,부산,A그룹,67.99272270771165
2021,29,경동대학교,대학,사립,강원,B그룹,67.99272270771165
2021,30,경민대학교,전문대학,사립,경기,B그룹,68.0305198573507
2021,31,경복대학교,전문대학,사립,경기,A그룹,67.99272270771165
2021,32,경북과학대학교,전문대학,사립,경북,C그룹,69.22762873934916
2021,33,경북대학교,대학,국립,대구,A그룹,73.98939614326812
2021,34,경북보건대학교,전문대학,사립,경북,C그룹,68.00538255425896
2021,36,경북전문대학교,전문대학,사립,경북,B그룹,68.05744204619072
2021,37,경상국립대학교,대학,국립,경남,A그룹,72.61861670510773
2021,38,경성대학교,대학,사립,부산,A그룹,67.9922763958822
2021,39,경안대학원대학교,대학원대학,사립,경북,-,71.1574753183599
2021,40,경운대학교,대학,사립,경북,C그룹,67.97188795485592
2021,41,경인교육대학교,대학,국립,인천,C그룹,68.00099849394644
