연도,번호,학교명,학교유형,설립,지역,대학규모,결산-대학총결산,도서자료 구입비,연속간행물 구입비,비도서자료 구입비,전자자료 구입비-전자저널,웹DB,[구독] e-book,기타 전자자료,자료구입비계,예산-대학총예산,도서자료 구입비,연속간행물 구입비,비도서자료 구입비,전자자료 구입비-전자저널,웹DB,[구독] e-book,기타 전자자료,자료구입비계,재학생 1인당 자료구입비(결산)-자료구입비,재학생수(전년도),재학생 1인당 자료구입비,대학총결산 대비 도서관 자료구입비 비율-자료구입비,대학총결산,대학총결산 대비 자료구입비 비율,최근 3년간 자료구입비 증가율(결산)-자료구입비(결산)-2015년(A),2016년(B),2017년(C),최근 3년간 자료구입비 증가율(결산)
2017,11,강릉영동대학교,전문대학,사립,강원,B그룹,32691649000,80995750,3871800,0,0,0,0,0,84867550,32070803000,66300000,3000000,0,0,0,0,0,69300000,84867550,3008,28213.9,84867550,32691649000,0.3,85808045,85754364,84867550,-0.5
2017,12,강서대학교,대학,사립,서울,C그룹,19738259000,21810076,21917691,1820000,19197000,30030760,0,2200000,96975527,16676036000,23000000,24000000,3000000,18200000,34100000,0,2200000,104500000,96975527,1604,60458.6,96975527,19738259000,0.5,103897903,94398701,96975527,-3.2
2017,13,강원관광대학교,전문대학,사립,강원,C그룹,12086002000,30008960,2610900,0,4222000,0,0,0,36841860,13090882000,35000000,3000000,0,4000000,0,0,0,42000000,36841860,1351,27270.1,36841860,12086002000,0.3,36400560,35558410,36841860,0.6
2017,14,강원대학교,대학,국립,강원,A그룹,246962057000,450642950,794385180,12479260,1410143520,235642034,0,70307006,2973599950,234940399000,279000000,188850000,11000000,266200000,73800000,0,0,818850000,2973599950,23947,124174.2,2973599950,246962057000,1.2,3836120172,3661689690,2973599950,-11.7
2017,15,강원도립대학교,전문대학,공립,강원,C그룹,11702030000,6331000,2950000,828700,0,0,0,22439000,32548700,13519000000,20000000,3000000,0,0,0,0,10000000,33000000,32548700,894,36407.9,32548700,11702030000,0.3,49911480,57325070,32548700,-14.2
2017,16,개신대학원대학교,대학원대학,사립,서울,-,2552114000,5809480,686706,0,0,0,0,0,6496186,2590400000,9000000,1000000,0,0,0,0,0,10000000,6496186,134,48479.0,6496186,2552114000,0.3,7585425,2946358,6496186,29.7
2017,17,거제대학교,전문대학,사립,경남,C그룹,14626639000,34202750,6093000,3127960,4348000,2428080,0,0,50199790,13856874000,32490000,8100000,3120000,5000000,2800000,0,0,51510000,50199790,1566,32056.1,50199790,14626639000,0.3,45199580,58187379,50199790,7.5
2017,18,건국대학교,대학,사립,서울,A그룹,439777792000,988773056,97133940,6108570,1236308191,483526163,0,15500000,2827349920,411067498000,840000000,105000000,10000000,1243194000,486220000,0,15586000,2700000000,2827349920,19902,142063.6,2827349920,439777792000,0.6,2806600000,2800000000,2827349920,0.4
2017,19,건국대학교(글로컬),대학,사립,충북,B그룹,0,344940466,26368087,1996585,486446915,103673735,0,36500000,999925788,0,345705642,32200000,6000000,529883490,78410868,0,107800000,1100000000,999925788,8761,114133.8,999925788,0,0.0,871824018,899999485,999925788,7.2
2017,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2017,21,건신대학원대학교,대학원대학,사립,대전,-,1353602000,8264306,1188493,0,0,9477735,0,0,18930534,1380759000,9000000,1000000,0,0,9950000,0,0,19950000,18930534,148,127909.0,18930534,1353602000,1.4,17030928,17314690,18930534,5.5
2017,22,건양대학교,대학,사립,충남,B그룹,140315772000,199318170,0,534600,241254294,111027847,0,0,552134911,147867670000,225000000,5000000,5000000,270000000,130000000,0,0,635000000,552134911,8593,64254.0,552134911,140315772000,0.4,533191190,566758904,552134911,1.9
2017,23,경기과학기술대학교,전문대학,사립,경기,A그룹,44291260000,71962340,29822110,1927830,10388000,0,0,26664240,140764520,43367929000,72000000,31340000,6000000,10388000,0,0,26000000,145728000,140764520,4483,31399.6,140764520,44291260000,0.3,143499840,142626820,140764520,-1.0
2017,24,경기대학교,대학,사립,경기,A그룹,191911024000,275062700,12981207,10757580,438075445,116542749,0,45480000,898899681,187726618000,225000000,12800000,10000000,582000000,29000000,0,46000000,904800000,898899681,16377,54887.9,898899681,191911024000,0.5,1375453403,1336795566,898899681,-17.8
2017,25,경남대학교,대학,사립,경남,A그룹,137670925000,232593219,31554445,5016840,613359561,85461147,0,0,967985212,122666162000,287500000,35500000,5000000,478500000,85000000,0,10000000,901500000,967985212,13489,71761.1,967985212,137670925000,0.7,1034998341,1029994658,967985212,-3.3
2017,26,경남도립거창대학,전문대학,공립,경남,C그룹,9245415000,16927000,455000,4269000,3398000,0,0,0,25049000,10632824000,25080000,2000000,0,4000000,0,0,0,31080000,25049000,889,28176.6,25049000,9245415000,0.3,27961800,26916920,25049000,-5.3
2017,27,경남도립남해대학,전문대학,공립,경남,C그룹,8165875000,22161600,0,0,0,0,0,0,22161600,9731813000,25000000,0,0,0,0,0,0,25000000,22161600,848,26134.0,22161600,8165875000,0.3,25000000,24766850,22161600,-5.7
2017,28,경남정보대학교,전문대학,사립,부산,A그룹,69131986000,125706400,4534200,5845360,14781980,19130000,0,0,169997940,61011271000,80000000,7000000,13000000,15000000,20000000,0,35000000,170000000,169997940,6853,24806.4,169997940,69131986000,0.2,199872080,184872360,169997940,-7.8
2017,29,경동대학교,대학,사립,강원,B그룹,93503911000,317515535,4177350,0,50000000,11695000,0,18899585,402287470,89036563000,334312000,10000000,0,70000000,10000000,0,0,424312000,402287470,7240,55564.6,402287470,93503911000,0.4,315130728,315555401,402287470,13.8
2017,30,경민대학교,전문대학,사립,경기,B그룹,55081584000,91247750,19750000,3200000,20295000,2384656,0,23720000,160597406,51233927000,88000000,20000000,3000000,22500000,2500000,0,25000000,161000000,160597406,4661,34455.6,160597406,55081584000,0.3,155575726,155008636,160597406,1.6
2017,31,경복대학교,전문대학,사립,경기,A그룹,156854568000,87079510,2186300,1923000,0,16021848,0,30000000,137210658,94318203000,118500000,3000000,2000000,0,16500000,0,0,140000000,137210658,6350,21608.0,137210658,156854568000,0.1,129452361,138735168,137210658,3.0
2017,32,경북과학대학교,전문대학,사립,경북,C그룹,37679818000,11007740,0,23760,8412000,0,0,22030000,41473500,34638020000,22372000,0,500000,8600000,0,0,16000000,47472000,41473500,1902,21805.2,41473500,37679818000,0.1,47313700,47600000,41473500,-6.1
2017,33,경북대학교,대학,국립,대구,A그룹,340307885000,848975270,1245648530,6932240,2158093553,826393935,0,230005512,5316049040,303306242000,801757000,1116490000,5243000,2113909300,777959500,0,203741200,5019100000,5316049040,30296,175470.3,5316049040,340307885000,1.6,4720425000,5151721000,5316049040,6.2
2017,34,경북보건대학교,전문대학,사립,경북,C그룹,13114592000,27611290,523000,0,7520000,2517951,0,3590000,41762241,12124181000,28000000,800000,0,10700000,0,0,6000000,45500000,41762241,1300,32124.8,41762241,13114592000,0.3,43398260,45193571,41762241,-1.7
2017,35,경북외국어대학교,대학,사립,대구,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2017,36,경북전문대학교,전문대학,사립,경북,B그룹,30675230000,40716550,3434300,21600,4800000,2085170,0,0,51057620,29405827000,46645040,4487000,2000000,5547000,2320960,0,0,61000000,51057620,2562,19928.8,51057620,30675230000,0.2,60889350,52698750,51057620,-8.3
2017,37,경상국립대학교,대학,국립,경남,A그룹,253618001000,547156260,591418810,18285730,1635851920,235109600,0,34400000,3062222320,229330266000,464635000,475380000,14000000,1193104000,84976000,0,36340000,2268435000,3062222320,22867,133914.5,3062222320,253618001000,1.2,3800869510,3371050395,3062222320,-10.2
2017,38,경성대학교,대학,사립,부산,A그룹,134136031000,335061604,28935028,10807440,474326049,179219634,0,30000000,1058349755,126075769000,346600000,32000000,19600000,464250000,148150000,0,30000000,1040600000,1058349755,13468,78582.5,1058349755,134136031000,0.8,1405605490,1186633585,1058349755,-13.2
2017,39,경안대학원대학교,대학원대학,사립,경북,-,427763000,825450,0,0,0,0,0,0,825450,553539000,1000000,0,0,0,0,0,0,1000000,825450,73,11307.5,825450,427763000,0.2,0,783800,825450,0.0
2017,40,경운대학교,대학,사립,경북,C그룹,70246579000,111532410,22891150,2000000,24724515,15240767,0,99999000,276387842,70505652000,150001000,23700000,6000000,25300000,15000000,0,50000000,270001000,276387842,5066,54557.4,276387842,70246579000,0.4,274736582,269147677,276387842,0.3
2017,41,경인교육대학교,대학,국립,인천,C그룹,39913998000,213370590,32286000,10947090,67979960,26970040,0,7000000,358553680,47803228000,196000000,35200000,4000000,71000000,28500000,0,0,334700000,358553680,4246,84445.0,358553680,39913998000,0.9,458147080,399313470,358553680,-11.5
2017,42,경인여자대학교,전문대학,사립,인천,B그룹,48139355000,193761100,16799340,2438480,0,6756000,0,0,219754920,56079770000,200000000,18000000,3000000,0,6958000,0,0,227958000,219754920,4894,44902.9,219754920,48139355000,0.5,172128236,173173116,219754920,13.8
2017,43,경일대학교,대학,사립,경북,B그룹,79854066000,285421384,14366690,4535636,63339412,15930828,0,21300000,404893950,75482871000,224000000,16000000,6000000,78000000,34000000,0,46000000,404000000,404893950,7373,54915.8,404893950,79854066000,0.5,415314669,611712631,404893950,6.7
2017,44,경찰대학,기타,기타,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2017,45,경희대학교,대학,사립,서울,A그룹,524883478000,616598000,109163989,30143620,3148295979,1257097527,0,98254478,5259553593,546007894000,567000000,110000000,37000000,3234000000,1305475000,0,99000000,5352475000,5259553593,33327,157816.6,5259553593,524883478000,1.0,4972450954,4954007812,5259553593,2.9
2017,46,계명대학교,대학,사립,대구,A그룹,292048183000,693439300,230895990,48310491,1415860638,487881978,0,33391060,2909779457,296542733000,755000000,225000000,15000000,1427000000,532000000,0,38000000,2992000000,2909779457,24537,118587.4,2909779457,292048183000,1.0,3117001125,3007700863,2909779457,-3.4
2017,47,계명문화대학교,전문대학,사립,대구,A그룹,56201376000,110580489,6396320,13697231,4965000,14046370,0,4000000,153685410,54800000000,80000000,7000000,10000000,4000000,10000000,0,4000000,115000000,153685410,5179,29674.7,153685410,56201376000,0.3,165706364,164581106,153685410,-3.6
2017,48,계약신학대학원대학교,대학원대학,사립,경기,-,937360000,2980430,418000,0,0,0,0,0,3398430,1039546000,3600000,2000000,0,0,0,0,0,5600000,3398430,68,49976.9,3398430,937360000,0.4,2710730,3885860,3398430,15.4
2017,49,계원예술대학교,전문대학,사립,경기,B그룹,41994948000,79999440,29996141,5475860,9611550,9292535,0,15610510,149986036,39323937000,80000000,30000000,5000000,10000000,10000000,0,15000000,150000000,149986036,2856,52516.1,149986036,41994948000,0.4,217535912,189960839,149986036,-16.9
2017,50,고려대학교,대학,사립,서울,A그룹,709614033000,639131642,596149159,8319558,4019844137,987608413,0,576368925,6827421834,768925141000,630800000,593140000,11000000,4184210314,994710285,0,620899401,7034760000,6827421834,29540,231124.6,6827421834,709614033000,1.0,6629572916,6751303773,6827421834,1.5
2017,51,고려대학교(세종),대학,사립,세종,B그룹,0,62616000,27659000,5000000,216629000,209932000,0,91759000,613595000,0,79265000,27455000,3000000,229411000,90429000,0,84000000,513560000,613595000,7768,78990.1,613595000,0,0.0,582837943,612318061,613595000,2.6
2017,52,고려사이버대학교,대학,사립,서울,A그룹,43369900000,0,0,0,0,12000000,0,13480000,25480000,42459240000,0,0,0,0,15000000,0,15000000,30000000,25480000,9671,2634.7,25480000,43369900000,0.1,29797000,30000000,25480000,-7.2
2017,53,고신대학교,대학,사립,부산,C그룹,54222057000,119973890,189743274,4011885,354756214,62162912,0,2778500,733426675,57587307000,129950000,178000000,5000000,382000000,91000000,0,0,785950000,733426675,5064,144831.5,733426675,54222057000,1.4,727487902,709930972,733426675,0.4
2017,54,공군사관학교,기타,기타,충북,-,0,90720760,11650620,6800000,29972800,990000,0,8000000,148134180,0,90000000,14560000,6800000,26940000,990000,0,8000000,147290000,148134180,0,0.0,148134180,0,0.0,143156420,148240330,148134180,1.7
2017,55,공주교육대학교,대학,국립,충남,C그룹,20983955000,74654470,5802000,0,26627000,3500000,0,0,110583470,24067135000,80000000,4000000,0,30000000,3500000,0,0,117500000,110583470,2024,54636.1,110583470,20983955000,0.5,152057000,121090000,110583470,-14.5
2017,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,32494930000,145853326,0,0,0,41464550,0,39165399,226483275,34780000000,148700000,0,0,0,53651134,0,52300000,254651134,226483275,1235,183387.3,226483275,32494930000,0.7,219575104,222576896,226483275,1.6
2017,57,광신대학교,대학,사립,광주,C그룹,8683496000,16738650,3688000,270000,0,0,0,0,20696650,9402163000,17120000,3780000,600000,0,3500000,0,0,25000000,20696650,949,21808.9,20696650,8683496000,0.2,51545914,20725480,20696650,-30.0
2017,58,광양보건대학교,전문대학,사립,전남,C그룹,12562917000,15734680,0,0,4100000,2531440,0,7000000,29366120,12110447000,27771000,1000000,2000000,4000000,4000000,0,7000000,45771000,29366120,1520,19319.8,29366120,12562917000,0.2,11558600,25379350,29366120,67.6
2017,59,광운대학교,대학,사립,서울,B그룹,143022692000,608781399,29129506,4967500,830016572,274020761,0,41154632,1788070370,122533760000,421000000,31000000,5000000,790000000,240000000,0,20000000,1507000000,1788070370,9807,182325.9,1788070370,143022692000,1.3,1443805962,1742659589,1788070370,11.7
2017,60,광주가톨릭대학교,대학,사립,전남,C그룹,4513447000,46158090,18483567,31500,9160000,7120000,0,0,80953157,4081491000,38000000,21000000,500000,9000000,7500000,0,5000000,81000000,80953157,106,763709.0,80953157,4513447000,1.8,79991425,79905136,80953157,0.6
2017,61,광주과학기술원,대학,국립,광주,C그룹,232257000000,270463317,0,2504438,1472303158,228406100,0,15025000,1988702013,220698000000,300000000,3700000,0,1172000000,324300000,0,0,1800000000,1988702013,1922,1034704.5,1988702013,232257000000,0.9,0,0,1988702013,0.0
2017,62,광주교육대학교,대학,국립,광주,C그룹,21914418000,78575140,26297610,1281600,0,24467000,0,0,130621350,20507968000,80000000,17000000,10000000,0,26600000,0,0,133600000,130621350,2190,59644.5,130621350,21914418000,0.6,116632000,115963000,130621350,6.0
2017,63,광주대학교,대학,사립,광주,B그룹,74603739000,171137227,55132000,8286480,58324000,37380293,0,112740000,443000000,76349282000,300500000,60000000,10000000,64500000,41200000,0,142000000,618200000,443000000,7747,57183.4,443000000,74603739000,0.6,410999400,426999680,443000000,3.8
2017,64,광주보건대학교,전문대학,사립,광주,B그룹,32799729000,59221700,31592410,2680170,10824000,9154500,0,36476000,149948780,32870990000,61000000,26800000,2000000,11000000,9200000,0,40000000,150000000,149948780,3968,37789.5,149948780,32799729000,0.5,149997740,149999780,149948780,0.0
2017,65,광주여자대학교,대학,사립,광주,C그룹,43392426000,168976200,2337950,11432720,55023000,17372216,0,20352000,275494086,41980589000,130500000,2000000,10000000,54500000,19500000,0,13500000,230000000,275494086,4114,66965.0,275494086,43392426000,0.6,266670628,281500000,275494086,1.7
2017,66,구미대학교,전문대학,사립,경북,A그룹,60334954000,63357480,20618800,0,6560000,2322172,0,0,92858452,57882984000,27159400,3880600,0,6560000,2400000,0,0,40000000,92858452,5695,16305.3,92858452,60334954000,0.2,7362300,52193618,92858452,343.4
2017,67,구세군사관대학원대학교,대학원대학,사립,경기,-,1350783000,6205800,235000,45000,0,0,0,0,6485800,1452942000,7000000,500000,0,0,0,0,0,7500000,6485800,41,158190.2,6485800,1350783000,0.5,4361220,7030350,6485800,26.7
2017,68,국군간호사관학교,기타,기타,대전,-,0,29000000,7595000,2820000,7430670,12980000,0,0,59825670,0,29000000,10514600,2820000,26883395,6795000,0,0,76012995,59825670,0,0.0,59825670,0,0.0,48984000,54297000,59825670,10.5
2017,69,국립강릉원주대학교,대학,국립,강원,B그룹,98894879000,190964960,62551910,24029630,249833920,44399100,0,15786460,587565980,105391281000,162000000,68300000,13000000,309000000,65000000,0,5000000,622300000,587565980,8685,67653.0,587565980,98894879000,0.6,1078954840,585777640,587565980,-22.7
2017,70,국립경국대학교,대학,국립,경북,B그룹,92380467000,149431220,21012790,3174640,246561910,55998440,0,9000000,485179000,82501419000,141000000,17620000,5000000,265000000,30000000,0,54000000,512620000,485179000,7914,61306.4,485179000,92380467000,0.5,582241910,490501880,485179000,-8.4
2017,71,국립공주대학교,대학,국립,충남,A그룹,152338434000,398028140,118810660,3045600,578660800,94151520,0,7741570,1200438290,139509654000,400386000,135000000,5000000,582000000,89500000,0,8000000,1219886000,1200438290,16672,72003.3,1200438290,152338434000,0.8,1160763000,1296184070,1200438290,2.1
2017,72,국립군산대학교,대학,국립,전북,B그룹,95902753000,169835890,40763510,1000000,376068530,33123910,0,0,620791840,86672605000,59000000,23600000,1000000,334000000,34000000,0,0,451600000,620791840,8296,74830.3,620791840,95902753000,0.6,1070875400,669026720,620791840,-22.4
2017,73,국립금오공과대학교,대학,국립,경북,B그룹,74481617000,208903673,62588830,5988000,339358910,38009250,0,53087600,707936263,64876945000,180000000,74640000,3000000,457900000,26000000,0,69000000,810540000,707936263,7131,99275.9,707936263,74481617000,1.0,938005670,920109000,707936263,-12.5
2017,74,국립목포대학교,대학,국립,전남,B그룹,93416132000,188953840,15059990,2435680,205481810,84231820,0,15620000,511783140,69550966000,134500000,15000000,2000000,160000000,62880000,0,15620000,390000000,511783140,8513,60117.8,511783140,93416132000,0.5,748382375,638468720,511783140,-17.3
2017,75,국립목포해양대학교,대학,국립,전남,C그룹,89637924000,59668490,43300000,0,122833520,24430750,0,44895000,295127760,123623063000,74000000,45000000,0,131970000,25000000,0,50000000,325970000,295127760,2748,107397.3,295127760,89637924000,0.3,341994720,276666260,295127760,-6.2
2017,76,국립부경대학교,대학,국립,부산,A그룹,215935647000,302375460,92013350,10000000,943224119,323265836,0,0,1670878765,183130153000,284297230,92000000,7000000,730346000,322000000,0,0,1435643230,1670878765,19611,85201.1,1670878765,215935647000,0.8,1654007870,1654008000,1670878765,0.5
2017,77,국립순천대학교,대학,국립,전남,B그룹,91549122000,330705626,75276270,4191740,402394240,166390204,0,63930920,1042889000,74541132000,356400000,90000000,4000000,210300000,170800000,0,50000000,881500000,1042889000,8341,125031.7,1042889000,91549122000,1.1,1122189000,1037389000,1042889000,-3.5
2017,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,4976903000,11243640,0,0,0,0,0,0,11243640,5376448000,15000000,0,0,0,0,0,0,15000000,11243640,66,170358.2,11243640,4976903000,0.2,34728515,7547214,11243640,-14.6
2017,79,국립창원대학교,대학,국립,경남,B그룹,104842200000,251459765,121501375,2997610,421373590,64541430,0,9339380,871213150,101472299000,180000000,120000000,3000000,360000000,46670000,0,0,709670000,871213150,10088,86361.3,871213150,104842200000,0.8,951306296,833997950,871213150,-3.9
2017,80,국립한국교통대학교,대학,국립,충북,B그룹,96904775000,370545170,11946620,14716120,404997878,0,0,33216000,835421788,93161041000,365150000,13520000,46050000,428000000,0,0,38360000,891080000,835421788,9302,89811.0,835421788,96904775000,0.9,690046201,988974200,835421788,13.9
2017,81,국립한국해양대학교,대학,국립,부산,B그룹,103201277000,140857600,40861850,2238340,459544710,15177460,0,2376000,661055960,91268548000,100000000,33000000,2000000,441700000,20000000,0,3300000,600000000,661055960,7840,84318.4,661055960,103201277000,0.6,783500000,684000000,661055960,-8.0
2017,82,국립한밭대학교,대학,국립,대전,B그룹,89284049000,245579000,58474540,6473856,428001117,87163027,0,0,825691540,76195968000,245579000,56864000,5000000,178000000,30000000,0,0,515443000,825691540,8965,92101.7,825691540,89284049000,0.9,653481744,763276329,825691540,12.5
2017,83,국민대학교,대학,사립,서울,A그룹,220442244000,542647671,80276109,7209291,831148859,405771910,0,115246160,1982300000,305899376000,480000000,80000000,4000000,755000000,261000000,0,120000000,1700000000,1982300000,18182,109025.4,1982300000,220442244000,0.9,2006079997,1800000000,1982300000,-0.1
2017,84,국방대학교,기타,기타,충남,-,0,177422000,62128000,5082000,51510000,0,0,14737000,310879000,0,23142000,45792000,5333000,51510000,0,0,14737000,140514000,310879000,0,0.0,310879000,0,0.0,281744000,299758000,310879000,5.1
2017,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,3362969000,2865330,0,0,5337000,0,0,0,8202330,3348339000,4000000,0,0,9345000,0,0,0,13345000,8202330,267,30720.3,8202330,3362969000,0.2,9050000,9050000,8202330,-4.7
2017,86,국제대학교,전문대학,사립,경기,B그룹,43755778000,36991835,0,0,17621000,1292500,0,16100000,72005335,41386000000,59000000,0,0,17935000,2522000,0,10600000,90057000,72005335,4289,16788.4,72005335,43755778000,0.2,87446400,78586130,72005335,-9.3
2017,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2017,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,1784340000,0,0,0,0,0,0,0,0,4137562000,0,0,0,0,0,0,0,0,0,88,0.0,0,1784340000,0.0,0,0,0,0.0
2017,89,국제사이버대학교,대학,사립,경기,C그룹,12705476000,0,0,0,0,0,0,0,0,15220244000,0,0,5000000,0,20000000,0,25001000,50001000,0,2764,0.0,0,12705476000,0.0,207590,0,0,0.0
2017,90,국제언어대학원대학교,대학원대학,사립,서울,-,18207430000,3486725,18940900,0,4268716,1570000,0,0,28266341,5267041000,5000000,16900000,0,5000000,0,0,1000000,27900000,28266341,82,344711.5,28266341,18207430000,0.2,26214993,55189814,28266341,30.9
2017,91,국제예술대학교,기타,기타,서울,-,0,190640,0,0,0,0,0,0,190640,0,5000000,0,0,0,0,0,0,5000000,190640,0,0.0,190640,0,0.0,342370,281000,190640,-25.0
2017,92,군산간호대학교,전문대학,사립,전북,C그룹,11642670000,13678510,610000,0,4348000,2431675,0,11372395,32440580,11330973000,16000000,630000,1426000,4500000,3000000,0,7000000,32556000,32440580,1112,29173.2,32440580,11642670000,0.3,30181861,32557224,32440580,3.8
2017,93,군장대학교,전문대학,사립,전북,C그룹,17529749000,20531500,1447700,895000,3000000,2435686,0,8500000,36809886,18426189000,23200000,1700000,500000,3000000,2500000,0,8000000,38900000,36809886,1918,19191.8,36809886,17529749000,0.2,54121330,42523870,36809886,-17.4
2017,94,극동대학교,대학,사립,충북,C그룹,43968380000,1157207380,9973000,0,34720000,13115719,0,25552000,1240568099,40710523000,184700000,7000000,0,0,10000000,0,26500000,228200000,1240568099,4293,288974.6,1240568099,43968380000,2.8,249995347,256484880,1240568099,193.1
2017,95,글로벌사이버대학교,대학,사립,충남,C그룹,8659106000,0,0,0,0,2250000,0,0,2250000,9343349000,3150000,0,0,0,2350000,0,0,5500000,2250000,2133,1054.9,2250000,8659106000,0.0,10884800,10700000,2250000,-40.3
2017,96,금강대학교,대학,사립,충남,C그룹,11237094000,23496012,8387750,1997980,0,14004000,0,0,47885742,11957855000,43000000,10000000,4000000,0,15000000,0,0,72000000,47885742,548,87382.7,47885742,11237094000,0.4,33473700,46601520,47885742,21.0
2017,97,기독간호대학교,전문대학,사립,광주,C그룹,6054428000,11359766,310000,50200,3390000,2390034,0,0,17500000,6210991000,11600000,300000,500000,4600000,2500000,0,0,19500000,17500000,637,27472.5,17500000,6054428000,0.3,16000000,28753797,17500000,20.3
2017,98,김천대학교,대학,사립,경북,C그룹,40230232000,149125080,7640050,0,35052700,22571478,0,0,214389308,43284672000,125627000,9000000,0,36223000,42450000,0,0,213300000,214389308,3758,57048.8,214389308,40230232000,0.5,175472513,197418347,214389308,10.6
2017,99,김포대학교,전문대학,사립,경기,C그룹,37418349000,53130560,11657970,2734080,3300000,10985000,0,20840650,102648260,37867215000,55000000,12800000,2800000,3300000,11000000,0,21400000,106300000,102648260,3331,30816.0,102648260,37418349000,0.3,133988190,118677495,102648260,-12.5
2017,100,김해대학교,전문대학,사립,경남,C그룹,11651559000,9463920,859000,0,4064000,2215574,0,3129000,19731494,11630660000,14800000,900000,1000000,4000000,2200000,0,7100000,30000000,19731494,1378,14318.9,19731494,11651559000,0.2,40469220,39264873,19731494,-26.4
