연도,번호,학교명,학교유형,설립,지역,대학규모,도서자료-종수-국내서,국외서,계,책수-국내서,국외서,계,전자자료-전자저널-패키지,웹DB-패키지,[구독] e-Book-패키지,동영상강의자료(e-Learning)-패키지,합계-패키지,연속간행물-국내,국외,합계,연간 장서 증가 및 폐기 책수-연간 장서 증가 책수-구입,기증,합계,연간 장서 증가 종수,연간 장서 폐기 책수,재학생 1인당 소장도서수-소장도서수,재학생수(전년도),재학생 1인당 소장도서수,연간장서증가율-연간장서증가책수,소장도서수,연간장서증가율
2024,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,14725,15,14740,14710,15,14725,0,0,0,0,0,0,0,0,315,0,315,315,38,14725,1158,12.699999809265137,315,14725,2.200000047683716
2024,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,9778,0,9778,12551,0,12551,0,0,0,0,0,0,0,0,242,0,242,242,0,12551,613,20.5,242,12551,2.0
2024,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,8190,0,8190,8259,0,8259,0,0,0,0,0,0,0,0,67,0,67,0,0,8259,48,172.10000610351562,67,8259,0.800000011920929
2024,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,4622,0,4622,5315,0,5315,0,0,0,0,0,0,0,0,81,0,81,81,0,5315,101,52.599998474121094,81,5315,1.5
2024,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,16038,0,16038,19875,0,19875,0,0,0,0,0,0,0,0,445,0,445,445,18032,19875,1546,12.899999618530273,445,19875,2.299999952316284
2024,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,2365,0,2365,3628,0,3628,0,0,0,0,0,0,0,0,0,0,0,0,0,3628,36,100.80000305175781,0,3628,0.0
2024,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,6292,0,6292,6301,0,6301,0,0,0,0,0,5,0,5,23,0,23,448,0,6301,117,53.900001525878906,23,6301,0.4000000059604645
2024,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,4270,0,4270,4907,0,4907,0,0,0,0,0,0,0,0,0,0,0,0,0,4907,107,45.900001525878906,0,4907,0.0
2024,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,9578,0,9578,11990,0,11990,0,0,0,0,0,0,0,0,65,0,65,65,3,11990,214,56.0,65,11990,0.5
2024,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,7714,0,7714,7714,0,7714,0,0,0,0,0,0,0,0,0,0,0,0,0,7714,717,10.800000190734863,0,7714,0.0
2024,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,7574,0,7574,13976,0,13976,0,0,0,0,0,16,0,16,101,0,101,101,2196,13976,431,32.400001525878906,101,13976,0.699999988079071
2024,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,5572,0,5572,9941,0,9941,0,0,0,0,0,0,0,0,102,0,102,102,0,9941,718,13.800000190734863,102,9941,1.0
2024,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,0,0,0,5034,0,5034,0,0,0,0,0,0,0,0,0,0,0,0,382,5034,159,31.700000762939453,0,5034,0.0
2024,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,12613,0,12613,15484,0,15484,0,0,0,0,0,0,0,0,420,0,420,420,0,15484,826,18.700000762939453,420,15484,2.799999952316284
2024,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,5466,0,5466,5467,0,5467,0,0,0,0,0,0,0,0,109,18,127,127,666,5467,8,683.4000244140625,127,5467,2.4000000953674316
2024,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,4548,0,4548,4549,0,4549,0,0,0,0,0,0,0,0,30,0,30,30,0,4549,112,40.599998474121094,30,4549,0.699999988079071
2024,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,2500,0,2500,4338,0,4338,0,0,0,0,0,0,0,0,21,0,21,3,0,4338,137,31.700000762939453,21,4338,0.5
2024,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,6251,56,6307,6269,56,6325,0,0,0,0,0,0,0,0,0,0,0,0,0,6325,411,15.399999618530273,0,6325,0.0
2024,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,2500,0,2500,7757,0,7757,0,0,0,0,0,11,0,11,176,0,176,282,0,7757,486,16.0,176,7757,2.299999952316284
2024,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,11571,0,11571,11571,0,11571,0,0,0,0,0,30,0,30,0,0,0,0,0,11571,502,23.0,0,11571,0.0
2024,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,8900,0,8900,8900,0,8900,0,0,0,0,0,0,0,0,231,0,231,231,0,8900,171,52.0,231,8900,2.700000047683716
2024,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,3191,0,3191,3191,0,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,38,84.0,0,3191,0.0
2024,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,4105,809,4914,3975,779,4754,0,0,0,0,0,0,0,0,0,0,0,0,0,4754,17,279.6000061035156,0,4754,0.0
2024,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,13711,0,13711,13784,0,13784,0,0,0,0,0,0,0,0,73,0,73,73,0,13784,690,20.0,73,13784,0.5
2024,420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,10552,0,10552,10552,0,10552,0,0,0,0,0,0,0,0,74,0,74,74,0,10552,644,16.399999618530273,74,10552,0.699999988079071
2024,421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,352,0,352,2436,0,2436,0,0,0,0,0,0,0,0,35,0,35,0,0,2436,9,270.70001220703125,35,2436,1.5
2024,422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2024,423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,2655,0,2655,2799,0,2799,0,0,0,0,0,0,0,0,117,0,117,117,0,2799,120,23.299999237060547,117,2799,4.400000095367432
2024,424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,4833,0,4833,6053,0,6053,0,0,0,0,0,4,0,4,161,0,161,0,0,6053,347,17.399999618530273,161,6053,2.700000047683716
2024,425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,1325,0,1325,1613,0,1613,0,0,0,0,0,0,0,0,282,0,282,0,8344,1613,460,3.5,282,1613,21.200000762939453
2024,426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,5429,200,5629,5429,200,5629,0,0,0,0,0,0,0,0,75,0,75,75,12,5629,304,18.5,75,5629,1.399999976158142
2024,427,한국학대학원,대학원대학,국립,경기,-,219087,105286,324373,346282,155644,501926,14,20,6,0,40,401,221,622,3574,3828,7402,5982,4886,501926,253,1983.9000244140625,7402,501926,1.5
2024,428,한국항공대학교,대학,사립,경기,C그룹,136595,104154,240749,206492,117861,324353,14,10,5,0,29,56,11,67,2151,256,2407,2362,0,324353,4646,69.80000305175781,2407,324353,0.699999988079071
2024,429,한남대학교,대학,사립,대전,A그룹,377043,146108,523151,759713,235749,995462,18,27,4,0,49,194,7,201,7426,2698,10124,6976,0,995462,12397,80.30000305175781,10124,995462,1.0
2024,430,한동대학교,대학,사립,경북,C그룹,131758,106863,238621,188950,129779,318729,21,22,5,1,49,62,37,99,4068,1604,5672,4844,0,318729,4333,73.5999984741211,5672,318729,1.7999999523162842
2024,431,한라대학교,대학,사립,강원,C그룹,132203,76553,208756,195728,77062,272790,17,18,6,5,46,75,6,81,8095,584,8679,8604,0,272790,3200,85.19999694824219,8679,272790,3.299999952316284
2024,432,한려대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2024,433,한림국제대학원대학교,대학원대학,사립,서울,-,2402,1230,3632,3907,1314,5221,0,0,0,0,0,0,0,0,99,45,144,144,0,5221,250,20.899999618530273,144,5221,2.799999952316284
2024,434,한림대학교,대학,사립,강원,B그룹,268787,148866,417653,548868,238519,787387,27,25,4,0,56,313,31,344,7119,1049,8168,5323,88890,787387,8280,95.0999984741211,8168,787387,1.0
2024,435,한림성심대학교,전문대학,사립,강원,B그룹,84967,4737,89704,153924,7583,161507,14,13,4,0,31,47,0,47,1370,1439,2809,2262,0,161507,2577,62.70000076293945,2809,161507,1.7999999523162842
2024,436,한민학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2024,437,한반도국제대학원대학교,대학원대학,사립,서울,-,11465,1492,12957,11699,1518,13217,0,0,0,0,0,0,0,0,49,41,90,64,0,13217,71,186.1999969482422,90,13217,0.699999988079071
2024,438,한북대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2024,439,한서대학교,대학,사립,충남,B그룹,254171,273577,527748,390256,363750,754006,16,17,6,4,43,39,1,40,10287,496,10783,9218,0,754006,6993,107.80000305175781,10783,754006,1.5
2024,440,한성대학교,대학,사립,서울,B그룹,420226,159924,580150,575813,189029,764842,21,26,4,6,57,145,0,145,15877,1583,17460,16753,13021,764842,7868,97.19999694824219,17460,764842,2.299999952316284
2024,441,한세대학교,대학,사립,경기,C그룹,147999,128577,276576,268236,137188,405424,15,19,4,2,40,147,19,166,9060,0,9060,7638,0,405424,3111,130.3000030517578,9060,405424,2.299999952316284
2024,442,한신대학교,대학,사립,경기,B그룹,222581,97834,320415,398640,145034,543674,18,22,4,0,44,109,42,151,6882,1396,8278,6513,30,543674,5780,94.0999984741211,8278,543674,1.5
2024,443,한양대학교,대학,사립,서울,A그룹,733734,486331,1220065,1134915,686115,1821030,52,77,6,4,139,246,162,408,40880,4365,45245,40867,36773,1821030,24707,73.69999694824219,45245,1821030,2.5
2024,444,한양대학교(ERICA),대학,사립,경기,A그룹,567613,164763,732376,781443,260018,1041461,17,24,11,2,54,61,68,129,10871,889,11760,11072,3923,1041461,12178,85.5,11760,1041461,1.100000023841858
2024,445,한양여자대학교,전문대학,사립,서울,A그룹,113649,60288,173937,235251,65330,300581,17,13,5,3,38,119,5,124,8091,63,8154,4375,0,300581,6998,43.0,8154,300581,2.799999952316284
2024,446,한영대학교,전문대학,사립,전남,C그룹,40761,1043,41804,48181,1129,49310,3,0,0,0,3,21,0,21,1463,355,1818,1592,3619,49310,1458,33.79999923706055,1818,49310,3.799999952316284
2024,447,한일장신대학교,대학,사립,전북,C그룹,105414,19584,124998,189466,26689,216155,4,9,2,0,15,55,5,60,1088,315,1403,1132,4119,216155,974,221.89999389648438,1403,216155,0.699999988079071
2024,448,한중대학교,대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2024,449,합동신학대학원대학교,대학원대학,사립,경기,-,79122,64548,143670,115137,79666,194803,14,17,4,0,35,125,74,199,1339,1425,2764,2240,0,194803,254,766.9000244140625,2764,194803,1.399999976158142
2024,450,해군사관학교,기타,기타,경남,-,163845,51156,215001,208712,56862,265574,16,15,5,2,38,122,77,199,2801,834,3635,3313,0,265574,0,0.0,3635,265574,1.399999976158142
2024,451,협성대학교,대학,사립,경기,C그룹,212834,114646,327480,314710,152993,467703,18,19,4,4,45,112,9,121,7506,945,8451,4726,0,467703,4213,111.0,8451,467703,1.7999999523162842
2024,452,혜전대학교,전문대학,사립,충남,B그룹,108981,4198,113179,201774,4856,206630,4,1,0,1,6,100,0,100,1426,616,2042,1368,0,206630,2629,78.5999984741211,2042,206630,1.0
2024,453,호남대학교,대학,사립,광주,B그룹,288690,176433,465123,481151,285328,766479,17,20,5,4,46,123,40,163,16584,1416,18000,11028,9209,766479,7506,102.0999984741211,18000,766479,2.4000000953674316
2024,454,호남신학대학교,대학,사립,광주,C그룹,86195,93117,179312,117646,98300,215946,11,11,3,0,25,190,22,212,1641,133,1774,1771,0,215946,713,302.8999938964844,1774,215946,0.800000011920929
2024,455,호산대학교,전문대학,사립,경북,C그룹,48811,392,49203,86222,945,87167,5,10,3,0,18,44,0,44,1795,371,2166,1592,4424,87167,1931,45.099998474121094,2166,87167,2.5
2024,456,호서대학교,대학,사립,충남,A그룹,314755,274816,589571,711334,358984,1070318,20,34,8,6,68,193,0,193,11688,1977,13665,11612,0,1070318,13802,77.5,13665,1070318,1.2999999523162842
2024,457,호원대학교,대학,사립,전북,B그룹,273758,81764,355522,400857,93116,493973,18,19,4,3,44,118,2,120,14891,1084,15975,9289,0,493973,5349,92.30000305175781,15975,493973,3.299999952316284
2024,458,홍익대학교,대학,사립,서울,A그룹,963089,273553,1236642,1420314,425338,1845652,48,58,5,3,114,661,172,833,18834,2970,21804,19572,53218,1845652,21967,84.0,21804,1845652,1.2000000476837158
2024,459,화성의과학대학교,대학,사립,경기,C그룹,9689,5,9694,12886,5,12891,1,1,0,1,3,0,0,0,31,329,360,360,0,12891,388,33.20000076293945,360,12891,2.9000000953674316
2024,460,화신사이버대학교,대학,사립,부산,C그룹,8530,0,8530,24416,0,24416,0,0,0,0,0,0,0,0,377,1362,1739,1612,0,24416,1733,14.100000381469727,1739,24416,7.699999809265137
2024,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,34049,34848,68897,45221,43519,88740,11,13,3,1,28,63,46,109,754,356,1110,1014,0,88740,345,257.20001220703125,1110,88740,1.2999999523162842
