연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수_봉사대상자수_전년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_전년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_전년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_전년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_직원,봉사대상자수 및 이용자수_봉사대상자수_전년도_기타,봉사대상자수 및 이용자수_봉사대상자수_전년도_계,봉사대상자수 및 이용자수_봉사대상자수_당해년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_당해년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_직원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_기타,봉사대상자수 및 이용자수_봉사대상자수_당해년도_계,봉사대상자수 및 이용자수_학과수,봉사대상자수 및 이용자수_이용자수_도서관 이용자수,대출현황_대출자수_학부생,대출현황_대출자수_대학원생,대출현황_대출자수_교원,대출현황_대출자수_직원,대출현황_대출자수_기타,대출현황_대출자수_계,대출현황_대출책수_학부생,대출현황_대출책수_대학원생,대출현황_대출책수_교원,대출현황_대출책수_직원,대출현황_대출책수_기타,대출현황_대출책수_계,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_신청,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_제공,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_면담,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_전화,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_온라인,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_신청,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_제공,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_신청,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_제공,이용자 교육_교육횟수,이용자 교육_교육 참가자수,재학생 1인당 대출책수_대출책수,재학생 1인당 대출책수_재학생수(전년도),재학생 1인당 대출책수_재학생 1인당 대출책수,재학생 1인당 도서관방문자수_방문자수,재학생 1인당 도서관방문자수_재학생수(전년도),재학생 1인당 도서관방문자수_재학생 1인당 도서관방문자수
2020,286,예원예술대학교,대학,사립,전북,C그룹,1739,1142,597,75,148,37,1,2000,2341,1481,860,73,154,40,0,2608,0,12850,81,2,15,10,0,108,212,4,52,49,0,317,0,0,32,9,0,0,0,0,0,4,58,216,1739,0.10000000149011612,12850,1739,7.400000095367432
2020,287,오산대학교,전문대학,사립,경기,A그룹,4846,4846,0,134,256,75,61,5372,5158,5158,0,130,352,74,74,5788,0,58613,790,0,66,55,43,954,7372,0,1244,643,2924,12183,0,0,755,76,114,26,35,21,0,43,2003,7372,4846,1.5,58613,4846,12.100000381469727
2020,288,온석대학원대학교,대학원대학,사립,경기,-,170,0,170,9,25,5,0,209,162,0,162,9,20,8,0,199,0,200,0,9,1,0,1,11,0,26,1,0,0,27,0,0,20,20,0,0,0,0,0,0,0,26,170,0.20000000298023224,200,170,1.2000000476837158
2020,289,용인대학교,대학,사립,경기,B그룹,6984,6229,755,219,390,127,160,7880,6874,6240,634,217,306,119,112,7628,0,218819,2011,99,65,47,47,2269,33496,589,670,662,16512,51929,0,0,988,16,31,11,13,8,36,5,229,34085,6984,4.900000095367432,218819,6984,31.299999237060547
2020,290,용인예술과학대학교,전문대학,사립,경기,B그룹,3906,3906,0,110,204,61,0,4281,3902,3902,0,109,197,65,0,4273,0,129658,643,0,68,55,0,766,11544,0,1183,729,0,13456,0,0,0,0,0,0,0,0,0,38,1693,11544,3906,3,129658,3906,33.20000076293945
2020,291,우석대학교,대학,사립,전북,B그룹,8226,7311,915,283,346,194,1840,10889,8492,7533,959,316,381,197,137,9523,0,356023,2026,174,162,119,77,2558,17086,1325,2609,1547,2799,25366,0,0,11136,6553,116,13,31,65,117,68,2094,18411,8226,2.200000047683716,356023,8226,43.29999923706055
2020,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,293,우송대학교,대학,사립,대전,A그룹,10376,9725,651,344,403,151,25,11299,10357,9746,611,339,443,176,0,11315,0,201234,2009,62,79,38,22,2210,11893,230,1461,786,3777,18147,0,0,586,879,14,0,0,17,0,5,172,12123,10376,1.2000000476837158,201234,10376,19.399999618530273
2020,294,우송정보대학,전문대학,사립,대전,B그룹,4737,4737,0,121,291,75,1,5225,4557,4557,0,118,304,77,0,5056,0,100617,806,0,28,23,3,860,1530,0,270,126,880,2806,0,0,418,1007,14,0,0,0,0,0,0,1530,4737,0.30000001192092896,100617,4737,21.200000762939453
2020,295,울산과학기술원,대학,국립,울산,C그룹,4010,2184,1826,297,142,436,194,5079,3953,2076,1877,307,137,438,74,4909,0,394626,1631,921,145,248,242,3187,14572,6113,1576,2627,3428,28316,0,0,425,974,956,164,66,919,26,54,535,20685,4010,5.199999809265137,394626,4010,98.4000015258789
2020,296,울산과학대학교,전문대학,사립,울산,A그룹,5336,5336,0,137,321,89,21300,27183,5719,5719,0,143,333,87,21392,27674,0,105384,826,0,86,82,171,1165,3733,0,1134,1073,2436,8376,0,0,225,453,7,0,0,7,0,22,684,3733,5336,0.699999988079071,105384,5336,19.700000762939453
2020,297,울산대학교,대학,사립,울산,A그룹,14146,12184,1962,1131,1094,314,14348,31033,14081,12080,2001,1131,1039,311,12716,29278,0,1105741,6183,597,522,490,1740,9532,42874,6460,8049,7170,18066,82619,0,0,732,3433,487,132,250,1631,443,115,2769,49334,14146,3.5,1105741,14146,78.19999694824219
2020,298,웅지세무대학교,전문대학,사립,경기,C그룹,1290,1290,0,45,18,29,0,1382,1103,1103,0,43,12,35,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,0,0,1290,0
2020,299,원광대학교,대학,사립,전북,A그룹,16681,15011,1670,734,1026,259,8252,26952,16431,15007,1424,743,1084,261,12720,31239,0,1113737,5610,733,409,153,1328,8233,46829,11135,6842,3808,46449,115063,0,0,15958,11472,1118,59,187,390,350,69,3099,57964,16681,3.5,1113737,16681,66.80000305175781
2020,300,원광보건대학교,전문대학,사립,전북,B그룹,4543,4543,0,126,251,76,132,5128,4593,4593,0,125,250,60,5,5033,0,137,992,0,43,39,17,1091,17968,0,381,875,185,19409,0,0,605,105,42,1,3,0,0,32,1946,17968,4543,4,137,4543,0
2020,301,원불교대학원대학교,대학원대학,사립,전북,-,54,0,54,9,2,1,0,66,46,0,46,9,2,1,1,59,0,1300,0,37,5,0,0,42,0,238,76,0,0,314,0,0,0,0,0,0,0,0,0,1,51,238,54,4.400000095367432,1300,54,24.100000381469727
2020,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,462,0,462,15,59,13,238,787,458,0,458,16,64,14,0,552,0,18220,0,200,19,8,31,258,0,2585,204,60,361,3210,0,0,7,20,0,0,0,0,0,0,0,2585,462,5.599999904632568,18220,462,39.400001525878906
2020,303,위덕대학교,대학,사립,경북,C그룹,3293,3046,247,126,81,82,169,3751,3260,2999,261,118,93,77,184,3732,0,252136,659,26,53,36,48,822,6023,353,738,378,1853,9345,0,0,131,209,0,5,5,18,9,15,731,6376,3293,1.899999976158142,252136,3293,76.5999984741211
2020,304,유원대학교,대학,사립,충북,C그룹,3516,3419,97,152,111,53,30,3862,3739,3645,94,135,213,54,22,4163,0,119550,601,1,62,38,22,724,2934,1,697,795,171,4598,0,0,73,113,0,0,0,17,0,1,20,2935,3516,0.800000011920929,119550,3516,34
2020,305,유한대학교,전문대학,사립,경기,A그룹,4923,4923,0,129,256,68,115,5491,4856,4856,0,132,291,66,164,5509,0,108648,1587,0,103,43,70,1803,10633,0,2072,1676,4538,18919,0,0,0,0,6,11,0,0,0,22,743,10633,4923,2.200000047683716,108648,4923,22.100000381469727
2020,306,육군사관학교,기타,기타,서울,-,0,0,0,0,0,0,340,340,0,0,0,0,0,0,117,117,0,102753,786,0,154,150,168,1258,7552,0,4986,2244,11151,25933,0,0,0,0,5,328,19,586,9,2,590,7552,0,0,102753,0,0
2020,307,을지대학교,대학,사립,대전,B그룹,4898,4623,275,408,252,144,0,5702,4938,4682,256,400,296,153,0,5787,0,225031,1653,72,55,93,1,1874,7217,444,431,711,4340,13143,0,0,870,897,671,4,4,107,170,47,1081,7661,4898,1.600000023841858,225031,4898,45.900001525878906
2020,308,이화여자대학교,대학,사립,서울,A그룹,21700,16088,5612,962,1939,576,8007,33184,21050,15698,5352,972,1744,631,9498,33895,0,1270553,10630,5229,1115,445,3891,21310,101669,94637,28034,9774,120632,354746,0,0,1751,5609,3353,3474,3630,3794,11173,219,5973,196306,21700,9,1270553,21700,58.599998474121094
2020,309,인덕대학교,전문대학,사립,서울,A그룹,6249,6249,0,153,273,52,362,7089,6382,6382,0,155,279,65,388,7269,0,101760,1069,0,67,53,10,1199,5035,0,579,867,34,6515,0,0,15,30,15,0,0,0,0,25,1365,5035,6249,0.800000011920929,101760,6249,16.299999237060547
2020,310,인제대학교,대학,사립,경남,B그룹,10707,9398,1309,1001,545,293,602,13148,10384,9154,1230,1001,540,290,803,13018,0,440115,3778,419,239,262,230,4928,31572,4274,3445,3737,4028,47056,0,0,5419,2142,170,32,41,341,176,96,2670,35846,10707,3.299999952316284,440115,10707,41.099998474121094
2020,311,인제대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,312,인천가톨릭대학교,대학,사립,인천,C그룹,776,664,112,46,91,65,172,1150,807,705,102,45,90,62,187,1191,0,9353,239,71,38,26,14,388,3954,2918,775,309,219,8175,0,0,412,280,75,12,4,53,0,21,370,6872,776,8.899999618530273,9353,776,12.100000381469727
2020,313,인천대학교,대학,국립,인천,A그룹,13362,11898,1464,491,724,454,6173,21204,13210,11776,1434,495,683,495,6492,21375,0,812824,7110,683,371,201,494,8859,46125,8703,7285,2732,29340,94185,0,0,14136,8211,2485,221,13,768,40,54,1589,54828,13362,4.099999904632568,812824,13362,60.79999923706055
2020,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,315,인하공업전문대학,전문대학,사립,인천,A그룹,6879,6879,0,170,264,113,3,7429,6886,6886,0,173,274,119,6,7458,0,424519,1808,0,101,94,3,2006,8272,0,1500,1148,16643,27563,0,0,0,0,0,2,0,85,0,0,0,8272,6879,1.2000000476837158,424519,6879,61.70000076293945
2020,316,인하대학교,대학,사립,인천,A그룹,20352,17673,2679,824,952,353,5998,28479,20240,17507,2733,819,983,356,10989,33387,0,1652710,10843,1568,540,173,2088,15212,89609,21183,11364,3731,53596,179483,0,0,18280,6827,1556,494,874,1495,623,121,5578,110792,20352,5.400000095367432,1652710,20352,81.19999694824219
2020,317,장로회신학대학교,대학,사립,서울,C그룹,2216,637,1579,80,248,46,648,3238,2151,648,1503,79,202,43,511,2986,0,157009,549,1526,127,31,168,2401,5196,31742,3725,376,7016,48055,0,0,321,150,27,2,2,144,76,6,115,36938,2216,16.700000762939453,157009,2216,70.9000015258789
2020,318,장안대학교,전문대학,사립,경기,B그룹,5622,5622,0,158,321,43,74,6218,5535,5535,0,150,298,40,73,6096,0,88022,1285,0,78,94,6,1463,10906,0,1135,1482,106,13629,0,0,551,798,31739,2,1,12,0,31,1534,10906,5622,1.899999976158142,88022,5622,15.699999809265137
2020,319,재능대학교,전문대학,사립,인천,B그룹,4055,4055,0,97,184,89,33,4458,3951,3951,0,96,191,83,0,4321,0,96228,593,0,32,39,4,668,2758,0,190,348,331,3627,0,0,0,0,0,16,0,0,0,32,1048,2758,4055,0.699999988079071,96228,4055,23.700000762939453
2020,320,전남과학대학교,전문대학,사립,전남,B그룹,4131,4131,0,103,203,63,5,4505,3976,3976,0,104,200,63,0,4343,0,18980,259,0,25,33,0,317,3238,0,243,212,2697,6390,0,0,0,0,0,1,1,0,0,23,984,3238,4131,0.800000011920929,18980,4131,4.599999904632568
2020,321,전남대학교,대학,국립,광주,A그룹,23624,19253,4371,1264,1278,820,17273,44259,23581,19085,4496,1265,1353,817,4588,31604,0,1519014,10903,2736,1302,636,1959,17536,83918,36656,24790,11332,30827,187523,0,0,11621,7799,1910,1404,450,1052,388,99,2849,120574,23624,5.099999904632568,1519014,23624,64.30000305175781
2020,322,전남도립대학교,전문대학,공립,전남,C그룹,1351,1351,0,45,136,36,466,2034,1339,1339,0,44,133,33,502,2051,0,36884,662,0,28,38,16,744,7992,0,523,525,115,9155,0,0,0,0,0,17,0,0,0,18,557,7992,1351,5.900000095367432,36884,1351,27.299999237060547
2020,323,전북과학대학교,전문대학,사립,전북,C그룹,1649,1649,0,50,110,39,1,1849,1717,1717,0,49,82,41,3,1892,0,213245,324,0,23,33,4,384,10049,3,687,1674,98,12511,0,0,246,11,0,0,0,0,0,1,415,10052,1649,6.099999904632568,213245,1649,129.3000030517578
2020,324,전북대학교,대학,국립,전북,A그룹,21757,18144,3613,1042,1538,657,4649,29643,21939,18364,3575,1054,1542,662,4347,29544,0,1430206,10103,1896,822,436,1524,14781,70195,22072,12262,5836,15428,125793,0,0,14855,14981,441,344,255,2391,2642,180,4725,92267,21757,4.199999809265137,1430206,21757,65.69999694824219
2020,325,전주교육대학교,대학,국립,전북,C그룹,1368,1184,184,58,138,76,218,1858,1367,1190,177,57,172,77,243,1916,0,129030,1076,40,46,43,20,1225,24982,355,1698,890,143,28068,0,0,2976,992,198,27,14,48,9,12,279,25337,1368,18.5,129030,1368,94.30000305175781
2020,326,전주기전대학,전문대학,사립,전북,C그룹,1765,1765,0,51,141,24,1,1982,1743,1743,0,57,137,26,0,1963,0,2343,123,0,30,16,5,174,998,0,583,161,24,1766,0,0,123,8,0,0,0,0,0,4,754,998,1765,0.6000000238418579,2343,1765,1.2999999523162842
2020,327,전주대학교,대학,사립,전북,A그룹,11887,10874,1013,376,747,287,152427,165724,12223,11126,1097,379,741,304,105306,118953,0,1584206,5195,453,392,355,751,7146,30522,4005,6855,4296,28339,74017,0,0,1210,476,39,61,39,440,52,60,2677,34527,11887,2.9000000953674316,1584206,11887,133.3000030517578
2020,328,전주비전대학교,전문대학,사립,전북,B그룹,3615,3615,0,88,290,84,0,4077,3587,3587,0,90,273,83,0,4033,0,58874,1007,0,50,82,0,1139,6669,0,311,946,2417,10343,0,0,0,0,0,0,0,5,0,26,920,6669,3615,1.7999999523162842,58874,3615,16.299999237060547
2020,329,제네바신학대학원대학교,대학원대학,사립,경기,-,12,0,12,5,1,7,100,125,9,0,9,5,1,9,50,74,0,70,0,13,4,0,4,21,0,1237,38,0,29,1304,0,0,5,0,0,0,0,0,0,1,12,1237,12,103.0999984741211,70,12,5.800000190734863
2020,330,제주관광대학교,전문대학,사립,제주,C그룹,2295,2295,0,75,145,54,279,2848,2106,2106,0,70,175,57,0,2408,0,94101,330,0,44,28,21,423,1512,0,470,477,10795,13254,0,0,115,80,5,0,0,0,0,30,818,1512,2295,0.699999988079071,94101,2295,41
2020,331,제주국제대학교,대학,사립,제주,C그룹,1385,1191,194,64,126,44,0,1619,1091,928,163,60,83,45,0,1279,0,9230,64,0,2,2,0,68,323,0,9,21,0,353,0,0,3,8,0,0,0,5,0,0,0,323,1385,0.20000000298023224,9230,1385,6.699999809265137
2020,332,제주대학교,대학,국립,제주,A그룹,12015,10163,1852,635,770,447,711,14578,11772,9939,1833,636,866,445,943,14662,0,832920,5257,916,415,180,632,7400,44932,16155,8151,2752,11732,83722,0,0,22000,26400,4400,166,43,392,43,75,1361,61087,12015,5.099999904632568,832920,12015,69.30000305175781
2020,333,제주한라대학교,전문대학,사립,제주,A그룹,6141,6141,0,152,339,131,5538,12301,6274,6274,0,150,375,138,5390,12327,0,120597,404,0,26,17,4,451,2064,0,176,166,240,2646,0,0,5,23,0,0,0,13,0,38,1954,2064,6141,0.30000001192092896,120597,6141,19.600000381469727
2020,334,조선간호대학교,전문대학,사립,광주,C그룹,769,769,0,22,16,19,7,833,771,771,0,25,23,24,6,849,0,7308,282,0,17,12,1,312,1701,0,144,173,83,2101,0,0,0,0,0,0,0,0,0,2,374,1701,769,2.200000047683716,7308,769,9.5
2020,335,조선대학교,대학,사립,광주,A그룹,20941,19089,1852,809,1194,393,5799,29136,21073,19469,1604,773,1137,413,5936,29332,0,794961,7106,602,397,177,1093,9375,57388,5770,5999,2210,83031,154398,0,0,34755,15361,79,180,881,2077,191,315,4233,63158,20941,3,794961,20941,38
2020,336,조선이공대학교,전문대학,사립,광주,B그룹,3379,3379,0,97,259,52,0,3787,3355,3355,0,99,260,52,0,3766,0,12560,683,0,52,30,19,784,6763,0,847,262,201,8073,0,0,945,2460,0,0,0,0,0,17,337,6763,3379,2,12560,3379,3.700000047683716
2020,337,주안대학원대학교,대학원대학,사립,인천,-,80,0,80,7,4,6,3,100,84,0,84,7,2,7,9,109,0,4982,0,62,6,4,3,75,0,1087,54,16,11,1168,0,0,5,0,0,0,1,3,2,1,12,1087,80,13.600000381469727,4982,80,62.29999923706055
2020,338,중부대학교,대학,사립,충남,B그룹,9606,8061,1545,286,285,168,3,10348,9814,8174,1640,300,331,159,2,10606,0,157939,1793,17,62,83,2,1957,9487,68,992,942,11184,22673,0,0,7190,287,367,3,4,35,4,44,687,9555,9606,1,157939,9606,16.399999618530273
2020,339,중앙대학교,대학,사립,서울,A그룹,28981,23567,5414,1094,1259,632,20552,52518,29194,23764,5430,1101,1426,621,20074,52416,0,3918101,11925,2442,738,377,3658,19140,113302,36167,15617,7020,52296,224402,0,0,177651,34239,6558,63,80,1754,466,245,5111,149469,28981,5.199999809265137,3918101,28981,135.1999969482422
2020,340,중앙승가대학교,대학,사립,경기,C그룹,219,143,76,17,30,37,0,303,232,147,85,15,43,36,0,326,0,4200,73,30,9,14,0,126,722,357,28,131,0,1238,0,0,86,90,0,0,0,3,0,6,160,1079,219,4.900000095367432,4200,219,19.200000762939453
2020,341,중원대학교,대학,사립,충북,C그룹,4119,3988,131,147,115,174,128,4683,4290,4068,222,140,110,158,173,4871,0,40000,1137,15,58,75,16,1301,4883,283,829,821,3338,10154,0,0,0,0,0,59,0,33,0,3,23,5166,4119,1.2999999523162842,40000,4119,9.699999809265137
2020,342,진주교육대학교,대학,국립,경남,C그룹,1749,1343,406,69,130,81,47,2076,1697,1330,367,67,149,89,40,2042,0,270643,1166,42,45,30,7,1290,15855,248,866,370,77,17416,0,0,564,452,5,0,2,27,1,2,21,16103,1749,9.199999809265137,270643,1749,154.6999969482422
2020,343,진주보건대학교,전문대학,사립,경남,B그룹,2808,2808,0,77,111,33,710,3739,2878,2878,0,78,133,33,0,3122,0,344672,1161,0,61,48,0,1270,4529,0,552,498,0,5579,0,0,0,0,0,0,0,0,0,18,637,4529,2808,1.600000023841858,344672,2808,122.69999694824219
2020,344,차의과학대학교,대학,사립,경기,C그룹,3340,2212,1128,438,158,105,189,4230,3423,2281,1142,443,190,107,198,4361,0,130014,471,234,63,71,210,1049,1535,1125,409,414,2754,6237,0,0,7018,4521,2173,0,115,1034,0,164,1166,2660,3340,0.800000011920929,130014,3340,38.900001525878906
2020,345,창신대학교,대학,사립,경남,C그룹,2163,1982,181,84,125,46,12,2430,2124,1896,228,90,138,49,0,2401,0,18311,918,26,85,114,20,1163,4813,207,508,1002,29,6559,0,0,100,105,3,2,0,7,0,7,362,5020,2163,2.299999952316284,18311,2163,8.5
2020,346,창원문성대학교,전문대학,사립,경남,C그룹,3095,3095,0,90,149,45,81,3460,2712,2712,0,84,106,45,70,3017,0,21000,606,0,30,25,31,692,4081,0,464,267,161,4973,0,0,280,235,0,0,0,0,0,20,617,4081,3095,1.2999999523162842,21000,3095,6.800000190734863
2020,347,청강문화산업대학교,전문대학,사립,경기,B그룹,3731,3731,0,103,235,86,9,4164,3842,3842,0,107,216,95,5,4265,0,140729,1613,0,105,70,5,1793,19375,0,1655,2206,154,23390,0,0,0,0,0,0,0,0,0,5,827,19375,3731,5.199999809265137,140729,3731,37.70000076293945
2020,348,청암대학교,전문대학,사립,전남,B그룹,2675,2675,0,75,153,56,40,2999,2697,2697,0,68,181,59,40,3045,0,7200,398,0,32,16,0,446,29524,0,387,910,0,30821,0,0,0,2,0,0,0,0,0,1,40,29524,2675,11,7200,2675,2.700000047683716
2020,349,청운대학교,대학,사립,충남,B그룹,6742,6542,200,188,323,129,320,7702,6710,6468,242,182,299,134,291,7616,0,300795,2466,26,103,111,65,2771,53712,125,1581,2849,419,58686,0,0,1476,557,27,11,6,11,1,31,1170,53837,6742,8,300795,6742,44.599998474121094
2020,350,청주교육대학교,대학,국립,충북,C그룹,1569,1202,367,66,111,61,305,2112,1582,1191,391,68,141,61,40,1892,0,74006,1027,67,56,41,5,1196,16723,391,980,491,80,18665,0,0,244,60,24,8,11,30,4,5,66,17114,1569,10.899999618530273,74006,1569,47.20000076293945
2020,351,청주대학교,대학,사립,충북,A그룹,11288,10696,592,388,447,212,980,13315,11650,10980,670,383,448,218,1003,13702,0,1009493,4438,166,211,61,460,5336,62134,1517,4672,1461,9730,79514,0,0,852,484,18,13,156,342,45,38,1310,63651,11288,5.599999904632568,1009493,11288,89.4000015258789
2020,352,초당대학교,대학,사립,전남,C그룹,3279,3120,159,116,78,74,227,3774,3413,3220,193,113,115,96,292,4029,0,96030,846,7,39,91,17,1000,8361,173,854,871,3382,13641,0,0,705,345,40,17,1,10,53,28,460,8534,3279,2.5999999046325684,96030,3279,29.299999237060547
2020,353,총신대학교,대학,사립,서울,C그룹,3825,1746,2079,110,203,111,334,4583,3781,1693,2088,112,142,101,197,4333,0,108547,1615,1193,129,63,239,3239,17036,51565,4314,1565,10337,84817,0,0,737,331,14,27,16,17,8,12,148,68601,3825,17.899999618530273,108547,3825,28.399999618530273
2020,354,추계예술대학교,대학,사립,서울,C그룹,1325,1176,149,48,224,38,553,2188,1260,1111,149,52,230,40,496,2078,0,57730,707,62,48,34,38,889,6645,580,661,403,384,8673,0,0,0,0,0,14,18,44,11,0,0,7225,1325,5.5,57730,1325,43.599998474121094
2020,355,춘천교육대학교,대학,국립,강원,C그룹,1657,1352,305,76,76,78,2628,4515,1652,1333,319,78,100,77,0,1907,0,37977,1180,174,57,35,96,1542,15535,1183,1394,731,552,19395,0,0,0,0,0,8,0,38,0,0,0,16718,1657,10.100000381469727,37977,1657,22.899999618530273
2020,356,춘해보건대학교,전문대학,사립,울산,B그룹,2736,2736,0,73,149,33,88,3079,2748,2748,0,73,123,35,77,3056,0,193077,888,0,40,51,10,989,4806,0,913,966,99,6784,0,0,8,5,0,0,0,12,0,12,808,4806,2736,1.7999999523162842,193077,2736,70.5999984741211
2020,357,충남대학교,대학,국립,대전,A그룹,22773,17890,4883,981,1519,768,1423,27464,22451,17669,4782,990,1516,790,3199,28946,0,3171705,8401,2307,562,538,1105,12913,59924,29107,6401,7425,72677,175534,0,0,0,7992,251,754,598,3720,5909,121,3919,89031,22773,3.9000000953674316,3171705,22773,139.3000030517578
2020,358,충남도립대학교,전문대학,공립,충남,C그룹,1042,1042,0,32,103,53,574,1804,1005,1005,0,32,108,51,845,2041,0,55207,408,0,13,41,9,471,2980,0,211,620,106,3917,0,0,555,762,0,0,0,0,0,0,0,2980,1042,2.9000000953674316,55207,1042,53
2020,359,충북대학교,대학,국립,충북,A그룹,16858,13613,3245,748,1061,535,3722,22924,16466,13277,3189,755,1087,535,3966,22809,0,1686877,6043,1404,494,460,777,9178,51285,18324,7019,4884,21519,103031,0,0,40704,5225,90,654,253,1670,143,93,2172,69609,16858,4.099999904632568,1686877,16858,100.0999984741211
2020,360,충북도립대학교,전문대학,공립,충북,C그룹,896,896,0,30,60,61,0,1047,837,837,0,30,59,59,0,985,0,2015,205,0,10,19,0,234,2192,0,107,250,0,2549,0,0,90,10,0,0,0,0,0,4,118,2192,896,2.4000000953674316,2015,896,2.200000047683716
2020,361,충북보건과학대학교,전문대학,사립,충북,B그룹,2737,2737,0,85,131,59,23,3035,2690,2690,0,84,144,61,51,3030,0,19000,274,0,62,0,2,338,3909,0,842,0,8,4759,0,0,30,5,0,1,1,0,0,3,149,3909,2737,1.399999976158142,19000,2737,6.900000095367432
2020,362,충청대학교,전문대학,사립,충북,B그룹,4247,4247,0,118,308,85,0,4758,3914,3914,0,113,318,75,0,4420,0,67267,703,0,51,57,0,811,8916,0,519,1363,0,10798,0,0,3,1,0,0,7,10,0,6,234,8916,4247,2.0999999046325684,67267,4247,15.800000190734863
2020,363,치유상담대학원대학교,대학원대학,사립,서울,-,163,0,163,12,6,12,300,493,138,0,138,12,6,11,280,447,0,852,0,134,3,6,5,148,0,678,11,11,39,739,0,0,120,36,3,0,0,3,0,4,101,678,163,4.199999809265137,852,163,5.199999809265137
2020,364,칼빈대학교,대학,사립,경기,C그룹,1225,504,721,23,141,29,240,1658,1173,578,595,27,132,28,253,1613,0,44295,167,115,25,11,31,349,1623,2098,563,149,455,4888,0,0,364,145,43,2,3,14,8,14,340,3721,1225,3,44295,1225,36.20000076293945
2020,365,탐라대학교,대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,366,평택대학교,대학,사립,경기,C그룹,4203,3658,545,150,203,93,112,4761,4373,3854,519,144,205,90,133,4945,0,186733,1165,189,93,45,97,1589,8032,2231,1244,454,946,12907,0,0,369,1423,447,61,9,138,11,10,123,10263,4203,2.4000000953674316,186733,4203,44.400001525878906
2020,367,포항공과대학교,대학,사립,경북,C그룹,3176,1432,1744,282,166,315,3883,7822,3227,1442,1785,291,170,344,3443,7475,0,318626,787,960,146,154,606,2653,4610,7554,1828,2430,6072,22494,0,0,24,130,90,50,9,164,264,11,220,12164,3176,3.799999952316284,318626,3176,100.30000305175781
2020,368,포항대학교,전문대학,사립,경북,C그룹,1865,1865,0,65,77,54,1,2062,1823,1823,0,62,93,63,0,2041,0,55165,171,0,41,14,0,226,638,0,553,64,459,1714,0,0,23,42,0,0,0,0,0,4,140,638,1865,0.30000001192092896,55165,1865,29.600000381469727
2020,369,한경국립대학교,대학,국립,경기,B그룹,6457,5985,472,254,426,245,1343,8725,6357,5875,482,255,421,252,7729,15014,0,142730,2504,93,134,165,616,3512,18249,953,1859,1756,4551,27368,0,0,1634,721,56,29,5,86,0,32,772,19202,6457,3,142730,6457,22.100000381469727
2020,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,675,0,675,40,24,104,130,973,711,0,711,38,39,123,114,1025,0,743597,0,582,28,116,30,756,0,6898,254,2185,177,9514,0,0,2754,95,90,0,0,157,22,19,269,6898,675,10.199999809265137,743597,675,1101.5999755859375
2020,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,430,430,0,15,23,31,51,550,441,441,0,15,22,27,51,556,0,2684,66,0,12,10,4,92,503,0,61,106,67,737,0,0,51,35,5,0,0,0,0,4,100,503,430,1.2000000476837158,2684,430,6.199999809265137
