연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수_봉사대상자수_전년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_전년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_전년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_전년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_직원,봉사대상자수 및 이용자수_봉사대상자수_전년도_기타,봉사대상자수 및 이용자수_봉사대상자수_전년도_계,봉사대상자수 및 이용자수_봉사대상자수_당해년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_당해년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_직원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_기타,봉사대상자수 및 이용자수_봉사대상자수_당해년도_계,봉사대상자수 및 이용자수_학과수,봉사대상자수 및 이용자수_이용자수_도서관 이용자수,대출현황_대출자수_학부생,대출현황_대출자수_대학원생,대출현황_대출자수_교원,대출현황_대출자수_직원,대출현황_대출자수_기타,대출현황_대출자수_계,대출현황_대출책수_학부생,대출현황_대출책수_대학원생,대출현황_대출책수_교원,대출현황_대출책수_직원,대출현황_대출책수_기타,대출현황_대출책수_계,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_신청,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_제공,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_면담,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_전화,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_온라인,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_신청,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_제공,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_신청,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_제공,이용자 교육_대면 이용자 교육_교육횟수,이용자 교육_대면 이용자 교육_교육 참가자수,이용자 교육_비대면 이용자 교육_교육횟수,이용자 교육_비대면 이용자 교육_교육 참가자수,재학생 1인당 대출책수_대출책수,재학생 1인당 대출책수_재학생수(전년도),재학생 1인당 대출책수_재학생 1인당 대출책수,재학생 1인당 도서관방문자수_방문자수,재학생 1인당 도서관방문자수_재학생수(전년도),재학생 1인당 도서관방문자수_재학생 1인당 도서관방문자수
2024,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,287,287,0,15,8,37,0,347,292,292,0,18,6,36,0,352,0,347,24,0,1,6,3,34,67,0,11,20,17,115,0,0,0,0,0,0,0,0,0,0,0,0,0,67,287,0.20000000298023224,347,287,1.2000000476837158
2024,2,가야대학교,대학,사립,경남,C그룹,1787,1698,89,76,137,63,0,2063,1734,1655,79,70,141,61,1,2007,0,20086,406,3,31,28,0,468,3381,29,341,226,0,3977,0,0,0,0,0,0,19,5,4,16,233,0,0,3410,1787,1.899999976158142,20086,1787,11.199999809265137
2024,3,가천대학교,대학,사립,경기,A그룹,23393,20563,2830,938,1608,387,5575,31901,24831,21601,3230,977,1717,400,5180,33105,0,934973,5134,417,377,241,155,6324,52887,3405,15004,2422,3077,76795,0,0,0,0,0,47,154,403,97,64,409,0,0,56292,23393,2.4000000953674316,934973,23393,40
2024,4,가톨릭관동대학교,대학,사립,강원,B그룹,6419,5939,480,389,373,230,97,7508,6008,5429,579,359,357,235,108,7067,0,179343,2014,87,174,149,148,2572,14410,843,2622,1689,1140,20704,0,0,0,0,0,3,89,23,10,149,837,0,0,15253,6419,2.4000000953674316,179343,6419,27.899999618530273
2024,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,468,411,57,23,49,35,5,580,465,401,64,24,40,39,5,573,0,23799,143,13,13,5,1,175,737,75,147,65,2,1026,0,0,0,0,0,0,0,0,0,1,89,0,0,812,468,1.7000000476837158,23799,468,50.900001525878906
2024,6,가톨릭대학교,대학,사립,경기,A그룹,10964,8343,2621,1266,1671,525,4447,18873,11406,8714,2692,1285,1742,527,4081,19041,0,695432,3529,664,1715,164,406,6478,50577,16771,28975,4196,13453,113972,0,0,0,0,0,257,659,796,2552,106,1704,0,0,67348,10964,6.099999904632568,695432,10964,63.400001525878906
2024,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,1827,1827,0,51,149,57,162,2246,1819,1819,0,51,147,60,167,2244,0,30316,451,0,18,21,10,500,2695,0,95,169,1022,3981,0,0,0,0,0,0,0,0,0,16,322,0,0,2695,1827,1.5,30316,1827,16.600000381469727
2024,8,감리교신학대학교,대학,사립,서울,C그룹,1202,604,598,26,92,46,537,1903,1211,582,629,25,122,46,281,1685,0,64851,411,445,69,24,119,1068,6135,11185,2979,777,3277,24353,0,0,0,0,0,30,33,8,32,4,73,0,0,17320,1202,14.399999618530273,64851,1202,54
2024,9,강남대학교,대학,사립,경기,B그룹,6885,6503,382,232,324,182,20,7643,6600,6248,352,219,339,187,43,7388,0,98476,5214,105,420,460,23,6222,14452,505,1820,1380,45,18202,0,0,0,0,0,1,85,10,19,22,109,0,0,14957,6885,2.200000047683716,98476,6885,14.300000190734863
2024,10,강동대학교,전문대학,사립,충북,B그룹,2982,2982,0,89,153,48,0,3272,3272,3272,0,84,154,49,0,3559,0,300,126,0,22,21,0,169,1826,0,169,157,3,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,2982,0.6000000238418579,300,2982,0.10000000149011612
2024,11,강릉영동대학교,전문대학,사립,강원,B그룹,2257,2257,0,79,144,53,0,2533,2617,2617,0,68,129,54,0,2868,0,26997,400,0,19,20,3,442,2835,0,166,154,91,3246,0,0,0,0,0,0,0,0,0,0,0,0,0,2835,2257,1.2999999523162842,26997,2257,12
2024,12,강서대학교,대학,사립,서울,C그룹,1644,1644,0,53,125,52,231,2105,1851,1707,144,55,148,55,235,2344,0,1169,74,8,15,14,5,116,242,43,252,63,201,801,0,0,0,0,0,3,85,0,0,2,45,2,44,285,1644,0.20000000298023224,1169,1644,0.699999988079071
2024,13,강원관광대학교,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,14,강원대학교,대학,국립,강원,A그룹,21759,19031,2728,1005,1501,1028,1850,27143,21593,18663,2930,1022,1584,1050,2729,27978,0,867479,8193,1101,765,547,904,11510,52527,9766,10924,5450,30538,109205,0,0,0,0,0,206,308,566,2637,208,2498,25,4018,62293,21759,2.9000000953674316,867479,21759,39.900001525878906
2024,15,강원도립대학교,전문대학,공립,강원,C그룹,608,608,0,29,76,66,346,1125,611,611,0,26,79,72,508,1296,0,23462,172,0,19,50,76,317,1798,0,158,502,822,3280,0,0,0,0,0,7,28,0,0,9,147,1,35,1798,608,3,23462,608,38.599998474121094
2024,16,개신대학원대학교,대학원대학,사립,서울,-,175,0,175,4,30,8,309,526,236,0,236,4,27,8,382,657,0,6480,0,73,10,3,14,100,0,499,161,20,125,805,0,0,0,0,0,12,0,33,0,1,32,0,0,499,175,2.9000000953674316,6480,175,37
2024,17,거제대학교,전문대학,사립,경남,C그룹,1018,1018,0,35,65,43,44,1205,1090,1090,0,34,83,41,45,1293,0,82005,166,0,34,44,10,254,1202,0,442,624,201,2469,0,0,0,0,0,2,0,1,0,5,530,0,0,1202,1018,1.2000000476837158,82005,1018,80.5999984741211
2024,18,건국대학교,대학,사립,서울,A그룹,19996,15688,4308,623,1560,666,26490,49335,19821,15491,4330,645,1598,689,26451,49204,0,19991,7177,1858,620,418,2383,12456,49570,19691,10973,4866,33560,118660,0,0,0,0,0,170,217,402,280,10,268,0,0,69261,19996,3.5,19991,19996,1
2024,19,건국대학교(글로컬),대학,사립,충북,B그룹,7287,6844,443,419,449,225,0,8380,7415,6975,440,408,471,228,0,8522,0,203231,3033,106,246,130,58,3573,18810,1132,2697,1832,11326,35797,0,0,0,0,0,85,105,122,31,141,431,49,15174,19942,7287,2.700000047683716,203231,7287,27.899999618530273
2024,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,21,건신대학원대학교,대학원대학,사립,대전,-,174,0,174,12,26,6,0,218,184,0,184,12,25,6,603,830,0,531,0,58,11,3,4,76,0,636,163,26,15,840,0,0,0,0,0,12,0,8,0,4,65,0,0,636,174,3.700000047683716,531,174,3.0999999046325684
2024,22,건양대학교,대학,사립,충남,B그룹,7096,6504,592,366,238,218,731,8649,6893,6278,615,360,252,201,99,7805,0,313847,2773,128,193,123,148,3365,27864,1789,4022,2243,2591,38509,0,0,0,0,0,25,50,242,39,9,199,0,0,29653,7096,4.199999809265137,313847,7096,44.20000076293945
2024,23,경기과학기술대학교,전문대학,사립,경기,A그룹,4293,4293,0,113,270,101,194,4971,4042,4042,0,107,285,110,6,4550,0,147398,535,0,65,56,4,660,14225,0,1012,512,12,15761,0,0,0,0,0,0,1136,4,0,0,0,1,221,14225,4293,3.299999952316284,147398,4293,34.29999923706055
2024,24,경기대학교,대학,사립,경기,A그룹,16384,14153,2231,516,907,259,7154,25220,15997,13810,2187,494,859,247,5670,23267,0,584155,3918,510,271,273,160,5132,21244,3583,3379,2376,43416,73998,0,0,0,0,0,122,263,433,78,37,511,1,1218,24827,16384,1.5,584155,16384,35.70000076293945
2024,25,경남대학교,대학,사립,경남,A그룹,10658,9551,1107,412,568,267,983,12888,9915,8771,1144,389,569,271,1169,12313,0,218515,2011,229,274,118,305,2937,10654,1531,5109,1668,36890,55852,0,0,0,0,0,124,662,86,90,35,830,5,1074,12185,10658,1.100000023841858,218515,10658,20.5
2024,26,경남도립거창대학,전문대학,공립,경남,C그룹,860,860,0,30,92,52,13,1047,897,897,0,29,85,53,0,1064,0,1658,165,0,13,30,0,208,1113,0,72,219,0,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,860,1.2999999523162842,1658,860,1.899999976158142
2024,27,경남도립남해대학,전문대학,공립,경남,C그룹,749,749,0,22,81,44,0,896,768,768,0,19,86,52,0,925,0,24174,113,0,26,30,0,169,846,0,310,665,0,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,846,749,1.100000023841858,24174,749,32.29999923706055
2024,28,경남정보대학교,전문대학,사립,부산,A그룹,5573,5573,0,171,459,115,111,6429,5101,5101,0,159,441,117,82,5900,0,25016,512,0,72,75,56,715,3240,0,476,531,444,4691,0,0,0,0,0,0,0,2,0,25,1026,0,0,3240,5573,0.6000000238418579,25016,5573,4.5
2024,29,경동대학교,대학,사립,강원,B그룹,7060,7060,0,229,159,133,7066,14647,7036,7036,0,219,164,144,7066,14629,0,250000,1559,0,25,58,5,1647,7435,0,180,871,57,8543,0,0,0,0,0,1,7,6,0,18,35,2,389,7435,7060,1.100000023841858,250000,7060,35.400001525878906
2024,30,경민대학교,전문대학,사립,경기,B그룹,3896,3896,0,116,230,116,142,4500,4054,4054,0,118,239,123,148,4682,0,59093,1364,0,76,72,55,1567,13948,0,1961,1707,506,18122,0,0,0,0,0,1,3,4,0,42,1169,3,1080,13948,3896,3.5999999046325684,59093,3896,15.199999809265137
2024,31,경복대학교,전문대학,사립,경기,A그룹,6104,6104,0,158,397,92,0,6751,6147,6147,0,161,368,98,0,6774,0,68978,3536,0,39,22,10,3607,26581,0,554,279,56,27470,0,0,0,0,0,1,4,1,0,0,0,4,3231,26581,6104,4.400000095367432,68978,6104,11.300000190734863
2024,32,경북과학대학교,전문대학,사립,경북,C그룹,1800,1800,0,52,88,30,0,1970,1979,1979,0,53,90,31,0,2153,0,2092,48,0,9,6,0,63,141,0,44,15,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1800,0.10000000149011612,2092,1800,1.2000000476837158
2024,33,경북대학교,대학,국립,대구,A그룹,27587,21658,5929,1396,1863,1085,21972,53903,28016,22027,5989,1410,1964,1047,11846,44283,0,2998284,7358,1450,1004,831,5758,16401,102696,24192,22638,15823,87767,253116,0,0,0,0,0,945,1267,943,3220,329,7702,12,614,126888,27587,4.599999904632568,2998284,27587,108.69999694824219
2024,34,경북보건대학교,전문대학,사립,경북,C그룹,1291,1291,0,44,100,48,0,1483,1315,1315,0,46,92,61,0,1514,0,45049,358,0,14,14,3,389,4961,0,138,224,44,5367,0,0,0,0,0,1,0,0,0,16,280,0,0,4961,1291,3.799999952316284,45049,1291,34.900001525878906
2024,35,경북외국어대학교,대학,사립,대구,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,36,경북전문대학교,전문대학,사립,경북,B그룹,2521,2521,0,73,151,76,0,2821,2568,2568,0,75,142,79,0,2864,0,98400,342,0,21,42,0,405,4779,0,93,578,0,5450,0,0,0,0,0,0,0,0,0,12,611,0,0,4779,2521,1.899999976158142,98400,2521,39
2024,37,경상국립대학교,대학,국립,경남,A그룹,20208,17631,2577,1027,1468,831,16385,39919,20128,17515,2613,1037,1512,846,12481,36004,0,1203863,8098,682,698,350,938,10766,75457,8563,14560,6248,12396,117224,0,0,0,0,0,474,348,1602,657,77,723,106,2915,84020,20208,4.199999809265137,1203863,20208,59.599998474121094
2024,38,경성대학교,대학,사립,부산,A그룹,12478,11870,608,403,583,226,4239,17929,12866,12210,656,383,612,236,4317,18414,0,232491,3836,167,259,122,148,4532,35802,1959,4901,2155,2719,47536,0,0,0,0,0,105,456,204,107,182,2499,1,2148,37761,12478,3,232491,12478,18.600000381469727
2024,39,경안대학원대학교,대학원대학,사립,경북,-,48,0,48,5,11,3,48,115,60,0,60,6,15,2,48,131,0,6,0,7,2,1,0,10,0,44,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,0.8999999761581421,6,48,0.10000000149011612
2024,40,경운대학교,대학,사립,경북,C그룹,4569,4390,179,176,173,154,17,5089,4980,4777,203,168,184,163,20,5515,0,58570,814,13,67,39,8,941,4532,151,1102,434,155,6374,0,0,0,0,0,2,136,0,14,6,68,4,476,4683,4569,1,58570,4569,12.800000190734863
2024,41,경인교육대학교,대학,국립,인천,C그룹,3727,2489,1238,131,308,177,399,4742,3670,2417,1253,133,344,177,398,4722,0,435164,1845,252,228,94,647,3066,22218,2172,2693,1530,2881,31494,0,0,0,0,0,41,139,39,12,54,277,1,213,24390,3727,6.5,435164,3727,116.80000305175781
2024,42,경인여자대학교,전문대학,사립,인천,B그룹,3859,3859,0,108,190,69,479,4705,3544,3544,0,101,177,69,543,4434,0,231291,1050,0,58,64,12,1184,16657,0,1205,1369,104,19335,0,0,0,0,0,0,0,34,2,0,0,1,445,16657,3859,4.300000190734863,231291,3859,59.900001525878906
2024,43,경일대학교,대학,사립,경북,B그룹,7116,6801,315,262,98,223,40,7739,7301,6864,437,252,121,219,47,7940,0,260619,1897,20,137,81,15,2150,13274,345,1623,1084,90,16416,0,0,0,0,0,4,29,16,14,54,1320,14,1367,13619,7116,1.899999976158142,260619,7116,36.599998474121094
2024,44,경찰대학,기타,기타,충남,-,0,0,0,0,0,0,1062,1062,0,0,0,0,0,0,811,811,0,50732,159,66,39,181,174,619,1946,971,888,3055,1592,8452,0,0,0,0,0,46,3,54,2,2,100,0,0,2917,0,0,50732,0,0
2024,45,경희대학교,대학,사립,서울,A그룹,34535,25960,8575,1396,2412,1119,24076,63538,34396,25575,8821,1378,2520,1182,28487,67963,0,1722037,10385,2486,990,852,1812,16525,97804,30322,17668,9999,82950,238743,0,0,0,0,0,507,1883,597,1065,355,6011,73,1700,128126,34535,3.700000047683716,1722037,34535,49.900001525878906
2024,46,계명대학교,대학,사립,대구,A그룹,22747,20789,1958,844,958,517,1794,26860,22450,20544,1906,856,962,525,1743,26536,0,722184,9307,1009,685,615,1799,13415,81851,14416,15606,8183,20223,140279,0,0,0,0,0,208,1631,567,773,110,4519,2,703,96267,22747,4.199999809265137,722184,22747,31.700000762939453
2024,47,계명문화대학교,전문대학,사립,대구,A그룹,4505,4505,0,120,549,92,1567,6833,4514,4514,0,116,598,95,1598,6921,0,54283,1241,0,125,55,21,1442,19525,0,1515,1780,269,23089,0,0,0,0,0,1,1,0,0,30,1137,0,0,19525,4505,4.300000190734863,54283,4505,12
2024,48,계약신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,49,계원예술대학교,전문대학,사립,경기,B그룹,2790,2790,0,80,219,70,0,3159,2744,2744,0,71,262,77,0,3154,0,54532,1030,0,39,22,0,1091,9048,0,468,453,2067,12036,0,0,0,0,0,0,0,0,0,1,9,0,0,9048,2790,3.200000047683716,54532,2790,19.5
2024,50,고려대학교,대학,사립,서울,A그룹,30320,20373,9947,1525,2883,1152,1663,37543,31130,21029,10101,1556,2887,1180,8785,45538,0,4046784,10905,3811,1075,999,616,17406,122319,80168,23099,20380,30459,276425,0,0,0,0,0,3017,3590,3658,9831,467,3985,0,0,202487,30320,6.699999809265137,4046784,30320,133.5
2024,51,고려대학교(세종),대학,사립,세종,B그룹,7501,6574,927,259,506,223,371,8860,7322,6462,860,260,493,230,371,8676,0,190805,2627,696,328,314,857,4822,15034,4274,2021,1924,1553,24806,0,0,0,0,0,72,78,87,95,40,153,0,0,19308,7501,2.5999999046325684,190805,7501,25.399999618530273
2024,52,고려사이버대학교,대학,사립,서울,A그룹,10119,9974,145,45,233,72,0,10469,10175,10006,169,46,257,76,0,10554,0,0,1292,28,18,16,715,2069,7036,94,87,130,4589,11936,0,0,0,0,0,0,0,0,0,0,0,3,555,7130,10119,0.699999988079071,0,10119,0
2024,53,고신대학교,대학,사립,부산,C그룹,4035,3250,785,283,186,160,952,5616,3613,2915,698,262,162,148,1367,5552,0,192929,734,439,93,80,101,1447,7050,9947,1860,1063,2651,22571,0,0,0,0,0,16,266,285,219,29,955,1,35,16997,4035,4.199999809265137,192929,4035,47.79999923706055
2024,54,공군사관학교,기타,기타,충북,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,55,공주교육대학교,대학,국립,충남,C그룹,1916,1377,539,85,112,78,20,2211,1921,1373,548,85,130,84,28,2248,0,123816,5942,72,135,72,13,6234,11866,313,700,294,79,13252,0,0,0,0,0,59,9,87,13,7,242,0,0,12179,1916,6.400000095367432,123816,1916,64.5999984741211
2024,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,1352,0,1352,1208,179,82,0,2821,1465,0,1465,1299,195,86,0,3045,0,3000,0,141,98,25,0,264,0,1056,751,220,0,2027,0,0,0,0,0,0,0,3,3,5,124,0,0,1056,1352,0.800000011920929,3000,1352,2.200000047683716
2024,57,광신대학교,대학,사립,광주,C그룹,948,454,494,50,117,26,140,1281,965,440,525,50,107,28,150,1300,0,18646,57,90,13,6,3,169,467,825,167,79,22,1560,0,0,0,0,0,1,7,14,6,0,0,0,0,1292,948,1.399999976158142,18646,948,19.700000762939453
2024,58,광양보건대학교,전문대학,사립,전남,C그룹,116,116,0,20,15,9,0,160,118,118,0,19,16,9,0,162,0,18,5,0,6,7,0,18,5,0,6,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,116,0,18,116,0.20000000298023224
2024,59,광운대학교,대학,사립,서울,B그룹,9808,8447,1361,323,665,253,5742,16791,9897,8392,1505,320,719,264,5469,16669,0,1073557,4225,534,266,182,745,5952,32018,6047,4868,4007,27920,74860,0,0,0,0,0,60,649,206,57,78,1490,0,0,38065,9808,3.9000000953674316,1073557,9808,109.5
2024,60,광주가톨릭대학교,대학,사립,전남,C그룹,95,58,37,16,6,21,602,740,97,58,39,16,12,21,617,763,0,16240,58,20,17,5,53,153,3311,2163,796,111,2154,8535,0,0,0,0,0,3,3,12,11,5,65,0,0,5474,95,57.599998474121094,16240,95,170.89999389648438
2024,61,광주과학기술원,대학,국립,광주,C그룹,2110,833,1277,188,108,741,0,3147,2229,897,1332,191,113,640,163,3336,0,135834,550,595,146,270,31,1592,8459,5371,6185,6105,441,26561,0,0,0,0,0,86,128,174,3,0,0,21,181,13830,2110,6.599999904632568,135834,2110,64.4000015258789
2024,62,광주교육대학교,대학,국립,광주,C그룹,1757,1290,467,74,172,95,99,2197,1715,1270,445,72,178,106,130,2201,0,28480,827,41,61,29,24,982,6100,146,1173,433,8305,16157,0,0,0,0,0,37,1,36,0,7,129,0,0,6246,1757,3.5999999046325684,28480,1757,16.200000762939453
2024,63,광주대학교,대학,사립,광주,B그룹,6118,5710,408,230,214,128,1677,8367,5648,5210,438,212,211,139,1784,7994,0,148852,2040,65,133,74,110,2422,23683,618,1388,842,1214,27745,0,0,0,0,0,7,261,21,20,12,1244,1,735,24301,6118,4,148852,6118,24.299999237060547
2024,64,광주보건대학교,전문대학,사립,광주,B그룹,3498,3498,0,103,177,86,0,3864,3475,3475,0,104,191,58,0,3828,0,18733,205,0,14,18,4,241,776,0,165,58,543,1542,0,0,0,0,0,1,17,2,2,0,0,0,0,776,3498,0.20000000298023224,18733,3498,5.400000095367432
2024,65,광주여자대학교,대학,사립,광주,C그룹,3773,3559,214,127,179,93,13,4185,3506,3261,245,121,158,91,7,3883,0,91332,1018,34,69,46,3,1170,15192,354,857,679,63,17145,0,0,0,0,0,0,0,146,0,27,638,2,162,15546,3773,4.099999904632568,91332,3773,24.200000762939453
2024,66,구미대학교,전문대학,사립,경북,A그룹,5256,5256,0,126,255,78,0,5715,5410,5410,0,128,258,76,0,5872,0,19856,405,0,13,16,0,434,2204,0,34,117,0,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,5256,0.4000000059604645,19856,5256,3.799999952316284
2024,67,구세군사관대학원대학교,대학원대학,사립,경기,-,16,0,16,6,14,9,5,50,16,0,16,6,17,13,4,56,0,665,0,19,6,2,3,30,0,165,126,5,15,311,0,0,0,0,0,0,0,0,0,0,0,0,0,165,16,10.300000190734863,665,16,41.599998474121094
2024,68,국군간호사관학교,기타,기타,대전,-,0,0,0,0,0,0,597,597,0,0,0,0,0,0,607,607,0,48442,171,0,41,18,16,246,982,0,484,486,135,2087,0,0,0,0,0,0,0,1,0,3,29,0,0,982,0,0,48442,0,0
2024,69,국립강릉원주대학교,대학,국립,강원,B그룹,7803,7152,651,370,450,437,641,9701,7495,6838,657,368,497,461,687,9508,0,540526,3229,271,341,212,304,4357,23399,2254,4365,2447,3976,36441,0,0,0,0,0,108,207,303,37,29,609,2,318,25653,7803,3.299999952316284,540526,7803,69.30000305175781
2024,70,국립경국대학교,대학,국립,경북,B그룹,6340,5703,637,297,432,378,68,7515,6044,5443,601,299,462,405,121,7331,0,114130,2090,253,218,202,82,2845,22964,3829,3869,4679,1231,36572,0,0,0,0,0,123,26,76,33,67,1255,0,0,26793,6340,4.199999809265137,114130,6340,18
2024,71,국립공주대학교,대학,국립,충남,A그룹,14767,12167,2600,569,993,588,1556,18473,14840,12212,2628,574,1073,599,1750,18836,0,674076,5874,821,307,320,231,7553,32922,12158,9130,6680,10466,71356,0,0,0,0,0,256,502,307,39,42,616,65,296,45080,14767,3.0999999046325684,674076,14767,45.599998474121094
2024,72,국립군산대학교,대학,국립,전북,B그룹,7245,6367,878,332,290,310,634,8811,7205,6270,935,335,297,319,917,9073,0,732223,2960,270,281,170,386,4067,26475,2279,4176,2529,24439,59898,0,0,0,0,0,133,146,276,11,84,1344,0,0,28754,7245,4,732223,7245,101.0999984741211
2024,73,국립금오공과대학교,대학,국립,경북,B그룹,5637,4994,643,232,247,314,45,6475,5654,4977,677,244,246,314,54,6512,0,505703,3436,331,183,216,382,4548,21380,2362,2102,2142,3230,31216,0,0,0,0,0,20,206,42,18,84,435,0,0,23742,5637,4.199999809265137,505703,5637,89.69999694824219
2024,74,국립목포대학교,대학,국립,전남,B그룹,6652,5929,723,289,456,256,498,8151,6436,5747,689,314,437,272,442,7901,0,349445,2048,179,140,216,171,2754,13557,1375,2191,3631,2004,22758,0,0,0,0,0,112,154,135,15,151,1434,2,180,14932,6652,2.200000047683716,349445,6652,52.5
2024,75,국립목포해양대학교,대학,국립,전남,C그룹,2607,2503,104,124,93,194,152,3170,2628,2540,88,126,100,197,156,3207,0,23373,322,24,49,80,22,497,2329,178,1027,908,880,5322,0,0,0,0,0,7,16,8,1,0,0,4,916,2507,2607,1,23373,2607,9
2024,76,국립부경대학교,대학,국립,부산,A그룹,17774,15304,2470,615,1031,635,6716,26771,17886,15400,2486,636,1039,628,5797,25986,0,1148711,5003,691,408,225,1054,7381,61952,6214,5834,4907,5899,84806,0,0,0,0,0,250,90,458,41,151,1090,1,3581,68166,17774,3.799999952316284,1148711,17774,64.5999984741211
2024,77,국립순천대학교,대학,국립,전남,B그룹,7392,6522,870,318,471,323,7989,16493,7160,6385,775,323,524,333,9984,18324,0,145296,1034,100,175,114,566,1989,5749,744,3339,1222,14141,25195,0,0,0,0,0,89,128,195,1,34,111,0,0,6493,7392,0.8999999761581421,145296,7392,19.700000762939453
2024,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,56,0,56,18,120,11,0,205,60,0,60,18,141,12,0,231,0,10000,0,1,2,6,265,274,0,3,8,85,1895,1991,0,0,0,0,0,0,0,333,0,0,0,0,0,3,56,0.10000000149011612,10000,56,178.60000610351562
2024,79,국립창원대학교,대학,국립,경남,B그룹,8828,7481,1347,347,703,355,2219,12452,8906,7479,1427,345,720,359,2087,12417,0,508665,2331,246,285,187,361,3410,12846,1918,3999,2370,16699,37832,0,0,0,0,0,409,167,458,33,137,690,0,0,14764,8828,1.7000000476837158,508665,8828,57.599998474121094
2024,80,국립한국교통대학교,대학,국립,충북,B그룹,8492,7934,558,321,385,344,332,9874,8504,7907,597,326,383,350,318,9881,0,110266,2275,81,117,141,53,2667,17415,718,1881,2228,478,22720,0,0,0,0,0,5,2,15,4,7,33,0,0,18133,8492,2.0999999046325684,110266,8492,13
2024,81,국립한국해양대학교,대학,국립,부산,B그룹,7063,6167,896,279,476,321,275,8414,7184,6226,958,275,519,319,317,8614,0,257161,2045,152,161,150,59,2567,10636,1120,2070,1413,3546,18785,0,0,0,0,0,86,117,400,28,21,374,1,410,11756,7063,1.7000000476837158,257161,7063,36.400001525878906
2024,82,국립한밭대학교,대학,국립,대전,B그룹,8927,8320,607,300,496,299,480,10502,8872,8229,643,302,512,288,437,10411,0,286247,2557,112,252,141,147,3209,20598,814,4314,2115,1637,29478,0,0,0,0,0,65,41,55,0,53,497,0,0,21412,8927,2.4000000953674316,286247,8927,32.099998474121094
2024,83,국민대학교,대학,사립,서울,A그룹,18320,14799,3521,663,1254,478,3983,24698,18057,14486,3571,639,1305,479,2245,22725,0,952965,6775,1344,482,264,275,9140,39931,11161,10082,3647,64078,128899,0,0,0,0,0,295,313,485,461,330,1404,26,3989,51092,18320,2.799999952316284,952965,18320,52
2024,84,국방대학교,기타,기타,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73658,0,409,241,140,375,1165,0,9575,2329,2415,8307,22626,0,0,0,0,0,59,1,27,4,12,524,0,0,9575,0,0,73658,0,0
