연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_대면교육_참여시간,직원교육현황_대면교육_참여인원,직원교육현황_비대면 실시간 교육_참여시간,직원교육현황_비대면 실시간 교육_참여인원,직원교육현황_온라인 교육_참여시간,직원교육현황_온라인 교육_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(당해년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(당해년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2021,131,대진대학교,대학,사립,경기,B그룹,2,2,0,3,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,5,0,3,10,0,0,0,0,0,2,5,0,3,10,0,0,16.5,3,261.1000061035156,43,4,3,3,0,7865,1.100000023841858,4,3,7865,0.8999999761581421,277.6000061035156,10,0,27.799999237060547
2021,132,대한신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,178,2.799999952316284,0,0,178,0,0,0,1,0
2021,133,덕성여자대학교,대학,사립,서울,B그룹,0,3,0,0,3,0,0,0,0,0,0,10,0,2,12,0,0,0,0,0,0,13,0,2,15,0,0,0,0,0,0,13,0,2,15,37,31,150,32,466,102,3,0,10,2,5900,2,3,10,5900,2.200000047683716,653,4,11,43.5
2021,134,동강대학교,전문대학,사립,광주,B그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,0,0,61,13,98,21,2,0,0,1,2675,0.8999999761581421,2,0,2675,0.699999988079071,159,2,1,53
2021,135,동국대학교,대학,사립,서울,A그룹,2,5,0,0,7,0,0,0,0,0,0,10,0,0,10,0,0,0,2,2,2,15,0,0,17,0,0,0,2,2,2,15,0,2,19,79,32,97.5,19,80,17,7,0,10,2,17534,0.8999999761581421,7,10,17534,1,256.5,8,11,13.5
2021,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,0,2,0,0,2,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,10,5,2,276.5,41,433,83,2,0,8,0,7974,1.100000023841858,2,8,7974,1.2999999523162842,714.5,2,9,65
2021,137,동남보건대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,8,2,0,0,0,0,0,1,4650,0.10000000149011612,0,0,4650,0,8,2,1,2.700000047683716
2021,138,동덕여자대학교,대학,사립,서울,B그룹,3,3,0,0,6,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,3,7,0,2,12,0,0,0,0,0,3,7,0,2,12,0,0,155,31,129,40,6,0,4,2,7406,1.399999976158142,6,4,7406,1.399999976158142,284,6,6,23.700000762939453
2021,139,동명대학교,대학,사립,부산,B그룹,1,2,0,0,3,0,0,0,0,0,0,6,0,2,8,0,0,0,0,0,1,8,0,2,11,0,0,0,0,0,1,8,0,2,11,0,0,20,7,593,92,3,0,6,2,7928,1.100000023841858,3,6,7928,1.100000023841858,613,3,9,51.099998474121094
2021,140,동방문화대학원대학교,대학원대학,사립,서울,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22,5,13,4,1,0,0,0,328,3,1,0,328,3,35,1,0,35
2021,141,동부산대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,142,동서대학교,대학,사립,부산,B그룹,0,3,1,2,6,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,5,1,4,10,0,0,0,0,0,0,5,1,4,10,141.8000030517578,40,9,2,908.7999877929688,218,4,2,2,2,10059,0.800000011920929,4,2,10059,0.6000000238418579,1059.5999755859375,10,4,75.69999694824219
2021,143,동서울대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,3,0,0,3,0,0,83.5,13,109,21,1,0,2,0,5586,0.5,1,2,5586,0.5,192.5,2,2,48.099998474121094
2021,144,동신대학교,대학,사립,전남,B그룹,0,1,0,0,1,0,0,0,0,0,0,7,0,1,8,0,0,0,0,0,0,8,0,1,9,0,0,0,0,0,0,8,0,1,9,66,12,43,8,366.5,84,1,0,7,1,6653,1.100000023841858,1,7,6653,1.2000000476837158,475.5,1,8,52.79999923706055
2021,145,동아대학교,대학,사립,부산,A그룹,1,6,0,0,7,0,0,0,1,1,0,15,1,4,20,0,0,0,0,0,1,21,1,4,27,0,0,0,1,1,1,21,1,5,28,0,0,367,77,522,122,7,1,16,4,20340,1.100000023841858,7,16,20340,1.100000023841858,889,9,18,32.900001525878906
2021,146,동아방송예술대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,141,29,58,11,1,0,2,0,3016,0.8999999761581421,1,2,3016,1,199,1,2,66.30000305175781
2021,147,동아보건대학교,전문대학,사립,전남,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,1,2,1,58,13,2,0,0,0,1484,1.2999999523162842,2,0,1484,1.2999999523162842,62,3,0,20.700000762939453
2021,148,동양대학교,대학,사립,경북,C그룹,0,3,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,4,0,1,5,24,2,251,56,189,42,3,1,1,0,4001,1.100000023841858,3,1,4001,1,464,3,1,116
2021,149,동양미래대학교,전문대학,사립,서울,A그룹,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,2,3,0,0,0,0,99.5,19,1,2,0,0,5927,0.4000000059604645,1,0,5927,0.20000000298023224,99.5,3,0,33.20000076293945
2021,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,151,동원과학기술대학교,전문대학,사립,경남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,23.5,5,12,2,0,0,1,0,2343,0.30000001192092896,0,1,2343,0.4000000059604645,35.5,0,1,35.5
2021,152,동원대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,49.5,7,0,0,1,0,1,0,3013,0.6000000238418579,1,1,3013,0.699999988079071,49.5,1,1,24.799999237060547
2021,153,동의과학대학교,전문대학,사립,부산,B그룹,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,12,3,51,9,25,6,3,0,0,0,4333,0.699999988079071,3,0,4333,0.699999988079071,88,3,0,29.299999237060547
2021,154,동의대학교,대학,사립,부산,A그룹,0,15,0,1,16,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,17,0,1,18,0,0,0,0,0,0,17,0,1,18,107,45,528.5,143,886.5999755859375,719,15,1,2,0,15773,1.100000023841858,15,2,15773,1.100000023841858,1522.0999755859375,13,2,101.5
2021,155,두원공과대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,0,0,89,10,0,0,1,0,1,1,3173,0.699999988079071,1,1,3173,0.6000000238418579,89,1,2,29.700000762939453
2021,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,21.5,4,0,0,0,3,0,0,3375,0.699999988079071,0,0,3375,0,21.5,0,0,0
2021,157,루터대학교,대학,사립,경기,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,49.5,4,62,17,1,0,0,0,387,2.5999999046325684,1,0,387,2.5999999046325684,111.5,1,0,111.5
2021,158,마산대학교,전문대학,사립,경남,A그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,2,0,3,5,0,0,54.5,11,87,20,2,0,0,3,5422,0.6000000238418579,2,0,5422,0.4000000059604645,141.5,2,3,28.299999237060547
2021,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,160,명지대학교,대학,사립,서울,A그룹,1,5,1,2,9,0,1,0,0,1,1,9,0,0,10,0,0,0,0,0,2,14,1,2,19,0,1,0,0,1,2,15,1,2,20,198.5,7,40,5,1031.5,431,8,2,10,0,16343,1.100000023841858,8,10,16343,1.100000023841858,1270,12,10,57.70000076293945
2021,161,명지전문대학,전문대학,사립,서울,A그룹,1,0,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,1,4,0,0,0,0,0,1,2,0,1,4,8,4,49.5,9,123,25,1,1,2,0,6578,0.5,1,2,6578,0.5,180.5,3,1,45.099998474121094
2021,162,목원대학교,대학,사립,대전,B그룹,1,2,0,1,4,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,1,7,0,2,10,0,0,0,0,0,1,7,0,2,10,148.10000610351562,133,229.5,51,370,84,3,1,5,1,7962,1,3,5,7962,1,747.5999755859375,3,7,74.80000305175781
2021,163,목포가톨릭대학교,대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4.5,1,29,6,41,8,1,0,0,0,499,2,1,0,499,2,74.5,1,0,74.5
2021,164,목포과학대학교,전문대학,사립,전남,B그룹,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,16.5,3,0,0,1,0,0,0,2310,0.4000000059604645,1,0,2310,0.4000000059604645,16.5,1,0,16.5
2021,165,문경대학교,전문대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,32.5,5,0,0,1,0,0,0,844,1.2000000476837158,1,0,844,1.2000000476837158,32.5,1,0,32.5
2021,166,배재대학교,대학,사립,대전,B그룹,2,2,0,1,5,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,2,6,0,2,10,0,0,0,0,0,2,6,0,2,10,124,26,217.89999389648438,80,617,124,4,1,4,1,8644,1,4,4,8644,0.8999999761581421,958.9000244140625,5,7,79.9000015258789
2021,167,배화여자대학교,전문대학,사립,서울,B그룹,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,32,7,0,0,3,0,0,0,2726,1.100000023841858,3,0,2726,1.100000023841858,32,2,1,10.699999809265137
2021,168,백석대학교,대학,사립,충남,A그룹,1,1,1,1,4,0,0,0,0,0,0,13,0,1,14,0,0,0,0,0,1,14,1,2,18,0,0,0,0,0,1,14,1,2,18,68,18,216,40,340,73,3,1,13,1,14227,1,3,13,14227,1.100000023841858,624,5,13,34.70000076293945
2021,169,백석문화대학교,전문대학,사립,충남,A그룹,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,31,9,99,13,15,4,2,0,1,0,4865,0.6000000238418579,2,1,4865,0.6000000238418579,145,3,1,36.29999923706055
2021,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,171,백제예술대학교,전문대학,사립,전북,C그룹,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,17,4,43,9,0,1,0,0,1071,0.699999988079071,0,0,1071,0,60,1,0,60
2021,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,12,1,46,12,2,0,0,0,51,39.20000076293945,2,0,51,39.20000076293945,58,2,0,29
2021,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,174,부산가톨릭대학교,대학,사립,부산,C그룹,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,52,26,102,22,229,50,2,0,1,0,3997,0.699999988079071,2,1,3997,0.800000011920929,383,3,2,76.5999984741211
2021,175,부산경상대학교,전문대학,사립,부산,B그룹,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,1,0,2,3,0,0,53.5,10,64,13,0,1,1,1,2631,0.800000011920929,0,1,2631,0.4000000059604645,117.5,0,2,58.79999923706055
2021,176,부산과학기술대학교,전문대학,사립,부산,B그룹,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,234.5,44,1,0,1,0,3230,0.6000000238418579,1,1,3230,0.6000000238418579,234.5,1,1,117.30000305175781
2021,177,부산교육대학교,대학,국립,부산,C그룹,1,4,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,1,7,0,0,0,0,0,1,5,0,1,7,200,62,63.5,29,528.5,101,5,1,1,0,2397,2.799999952316284,5,1,2397,2.5,792,6,1,113.0999984741211
2021,178,부산대학교,대학,국립,부산,A그룹,12,29,0,1,42,0,0,0,0,0,0,4,0,3,7,0,0,0,0,0,12,33,0,4,49,0,0,0,0,0,12,33,0,4,49,297,44,512.5999755859375,210,828.0999755859375,173,41,1,4,3,27386,1.7000000476837158,41,4,27386,1.600000023841858,1637.699951171875,43,8,32.099998474121094
2021,179,부산디지털대학교,대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2485,0.30000001192092896,0,0,2485,0,0,1,0,0
2021,180,부산보건대학교,전문대학,사립,부산,B그룹,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,24,3,22,6,80,16,1,0,2,0,2748,0.8999999761581421,1,2,2748,1.100000023841858,126,1,2,42
2021,181,부산여자대학교,전문대학,사립,부산,C그룹,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3,0,0,0,0,88,19,3,0,0,0,2434,1.2000000476837158,3,0,2434,1.2000000476837158,88,3,0,29.299999237060547
2021,182,부산예술대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,682,1.5,1,0,682,1.5,0,0,1,0
2021,183,부산외국어대학교,대학,사립,부산,B그룹,0,2,0,0,2,0,0,0,0,0,0,6,0,1,7,0,0,0,0,0,0,8,0,1,9,0,0,0,0,0,0,8,0,1,9,55,33,278.5,43,622,123,2,0,6,1,7975,0.8999999761581421,2,6,7975,1,955.5,3,9,79.5999984741211
2021,184,부산장신대학교,대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.5,1,22,4,0,0,1,0,398,2,0,1,398,2.5,26.5,0,1,26.5
2021,185,부천대학교,전문대학,사립,경기,A그룹,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,2,0,1,3,0,0,40,11,28,6,2,0,0,1,7386,0.30000001192092896,2,0,7386,0.30000001192092896,68,1,2,22.700000762939453
2021,186,삼육대학교,대학,사립,서울,B그룹,1,1,1,2,5,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,2,2,7,0,0,0,0,0,1,2,2,2,7,0,0,82.5,23,373,81,3,2,2,0,5971,1,3,2,5971,0.800000011920929,455.5,5,3,56.900001525878906
2021,187,삼육보건대학교,전문대학,사립,서울,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,8,4,75,18,62,12,1,0,1,0,1348,1.2999999523162842,1,1,1348,1.5,145,1,2,48.29999923706055
2021,188,상명대학교,대학,사립,서울,A그룹,3,3,0,3,9,0,0,0,0,0,0,7,0,1,8,0,0,0,0,0,3,10,0,4,17,0,0,0,0,0,3,10,0,4,17,27,9,146,26,422,99,6,3,7,1,13390,1.100000023841858,6,7,13390,1,595,9,8,35
2021,189,상지대학교,대학,사립,강원,B그룹,1,3,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,7,0,0,8,0,0,0,0,0,1,7,0,0,8,18,12,107.5,18,402,79,4,0,4,0,7110,1,4,4,7110,1.100000023841858,527.5,5,3,65.9000015258789
2021,190,상지영서대학교,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,191,서강대학교,대학,사립,서울,A그룹,15,3,0,1,19,0,0,0,0,0,0,5,0,4,9,0,0,0,0,0,15,8,0,5,28,0,0,0,0,0,15,8,0,5,28,0,0,403.5,54,399.5,86,18,1,5,4,11286,2.200000047683716,18,5,11286,2,803,17,11,28.700000762939453
2021,192,서경대학교,대학,사립,서울,B그룹,0,2,0,3,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,3,8,0,0,0,0,0,0,5,0,3,8,0,0,191,33,250,53,2,3,3,0,6945,1,2,3,6945,0.699999988079071,441,4,5,49
2021,193,서남대학교,대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,194,서라벌대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,0,0,43,7,3.4000000953674316,2,0,1,1,0,608,2.5999999046325684,0,1,608,1.600000023841858,46.400001525878906,1,0,46.400001525878906
2021,195,서영대학교,전문대학,사립,광주,A그룹,0,2,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,0,0,44,9,218,46,2,0,1,1,5018,0.699999988079071,2,1,5018,0.6000000238418579,262,2,3,52.400001525878906
2021,196,서울과학기술대학교,대학,국립,서울,A그룹,1,8,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,11,0,0,0,0,0,1,8,2,0,11,0,0,191,16,127,29,11,0,0,0,11785,0.8999999761581421,11,0,11785,0.8999999761581421,318,11,0,28.899999618530273
2021,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,12,1,0,0,0,0,0,1,685,0.699999988079071,0,0,685,0,12,0,1,12
2021,198,서울교육대학교,대학,국립,서울,C그룹,0,2,0,1,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,1,4,0,1,0,0,1,0,4,0,1,5,0,0,95.5,8,159.5,36,3,1,1,0,2911,1.600000023841858,3,1,2911,1.399999976158142,255,6,1,36.400001525878906
2021,199,서울기독대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,56,11,18.5,5,0,0,1,0,650,1.2000000476837158,0,1,650,1.5,74.5,0,2,37.29999923706055
2021,200,서울대학교,대학,국립,서울,A그룹,28,47,1,7,83,0,0,0,0,0,0,5,1,0,6,0,0,0,0,0,28,52,2,7,89,0,0,0,0,0,28,52,2,7,89,0,0,170,34,4011.60009765625,1017,76,7,6,0,27924,3.0999999046325684,76,6,27924,2.9000000953674316,4181.60009765625,86,5,46
2021,201,서울디지털대학교,대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10952,0,0,0,10952,0,0,0,0,0
2021,202,서울미디어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,261,0,0,1,0,0
2021,203,서울벤처대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,258,0,0,0,0,0
2021,204,서울불교대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,164,4.900000095367432,0,0,164,0,0,1,0,0
2021,205,서울사이버대학교,대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15777,0,0,0,15777,0,0,0.10000000149011612,0,0
2021,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,30,2,0,0,0,1,0,0,126,6.300000190734863,0,0,126,0,30,0,0,0
2021,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,50.5,12,0,0,0,0,1,0,112,7.099999904632568,0,1,112,8.899999618530273,50.5,1,0,50.5
2021,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,59.5,7,0,0,0,0,1,0,93,8.600000381469727,0,1,93,10.800000190734863,59.5,0,1,59.5
2021,209,서울시립대학교,대학,공립,서울,A그룹,6,13,6,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,1,26,0,0,0,0,0,6,13,6,1,26,35,6,125.30000305175781,8,528.5,116,25,1,0,0,11879,2.200000047683716,25,0,11879,2.0999999046325684,688.7999877929688,26,0,26.5
2021,210,서울신학대학교,대학,사립,경기,C그룹,1,1,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,5,0,0,0,0,0,1,1,0,3,5,28,4,9,2,170,34,2,2,0,1,3016,1.399999976158142,2,0,3016,0.699999988079071,207,4,1,41.400001525878906
2021,211,서울여자간호대학교,전문대학,사립,서울,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,59,8,9,2,1,0,0,0,918,1.100000023841858,1,0,918,1.100000023841858,68,1,0,68
2021,212,서울여자대학교,대학,사립,서울,B그룹,2,2,0,2,6,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,3,4,0,2,9,0,0,0,0,0,3,4,0,2,9,78,54,307,62,117,20,4,2,3,0,7361,1.100000023841858,4,3,7361,1,502,6,3,55.79999923706055
2021,213,서울예술대학교,전문대학,사립,경기,B그룹,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,1,1,0,1,3,12,1,78,9,46.5,12,2,1,0,0,3147,0.8999999761581421,2,0,3147,0.6000000238418579,136.5,2,1,45.5
