연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_대면교육_참여시간,직원교육현황_대면교육_참여인원,직원교육현황_비대면 실시간 교육_참여시간,직원교육현황_비대면 실시간 교육_참여인원,직원교육현황_온라인 교육_참여시간,직원교육현황_온라인 교육_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(당해년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(당해년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2021,48,계약신학대학원대학교,대학원대학,사립,경기,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,9,111.0999984741211,1,0,9,111.0999984741211,0,1,0,0
2021,49,계원예술대학교,전문대학,사립,경기,B그룹,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,57.5,10,0,0,2,0,1,0,2832,1,2,1,2832,1.100000023841858,57.5,2,1,19.200000762939453
2021,50,고려대학교,대학,사립,서울,A그룹,11,13,1,2,27,0,0,0,0,0,0,12,2,3,17,0,0,0,0,0,11,25,3,5,44,0,0,0,0,0,11,25,3,5,44,444,102,568.9000244140625,104,119,22,25,2,14,3,29572,1.2999999523162842,25,14,29572,1.2999999523162842,1131.9000244140625,27,18,25.200000762939453
2021,51,고려대학교(세종),대학,사립,세종,B그룹,0,2,0,0,2,0,0,0,1,1,0,5,0,1,6,0,0,0,0,0,0,7,0,1,8,0,0,0,1,1,0,7,0,2,9,3.5,1,111,11,0,0,2,1,5,1,7481,1,2,5,7481,0.8999999761581421,114.5,3,7,11.5
2021,52,고려사이버대학교,대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10457,0,0,0,10457,0,0,2,0,0
2021,53,고신대학교,대학,사립,부산,C그룹,0,1,2,1,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,2,1,6,0,0,0,0,0,0,3,2,1,6,22,13,125.5,25,140,24,3,1,2,0,4686,1.2000000476837158,3,2,4686,1.100000023841858,287.5,4,2,47.900001525878906
2021,54,공군사관학교,기타,기타,충북,-,3,4,0,2,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,2,10,0,0,0,0,0,3,5,0,2,10,0,0,77,4,85,17,7,2,1,0,0,0,7,1,0,0,162,9,2,14.699999809265137
2021,55,공주교육대학교,대학,국립,충남,C그룹,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,2,2,0,0,4,21,6,45.5,7,264,63,4,0,0,0,2003,2,4,0,2003,2,330.5,4,0,82.5999984741211
2021,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,20.5,1,0,0,0,1,0,0,1282,0.6000000238418579,0,0,1282,0,20.5,1,0,20.5
2021,57,광신대학교,대학,사립,광주,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,4.5,1,34,8,56,12,2,0,0,1,977,2.5999999046325684,2,0,977,2,94.5,2,1,31.5
2021,58,광양보건대학교,전문대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,1,0,0,0,371,2.700000047683716,1,0,371,2.700000047683716,5,1,0,5
2021,59,광운대학교,대학,사립,서울,B그룹,3,1,0,1,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,7,0,1,11,0,0,0,0,0,3,7,0,1,11,14.5,8,89.5,24,211,45,4,1,6,0,9900,1,4,6,9900,1,315,7,6,24.200000762939453
2021,60,광주가톨릭대학교,대학,사립,전남,C그룹,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,96,18,0,0,2,0,0,0,109,18.299999237060547,2,0,109,18.299999237060547,96,2,0,48
2021,61,광주과학기술원,대학,국립,광주,C그룹,1,1,0,5,7,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,1,1,0,15,17,0,0,0,0,0,1,1,0,15,17,37,3,36,2,0,0,2,5,0,10,2003,5.5,2,0,2003,1,73,10,9,3.799999952316284
2021,62,광주교육대학교,대학,국립,광주,C그룹,0,2,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,1,1,0,2,0,2,4,48,11,7,2,182,39,2,2,0,0,1842,2,2,0,1842,1.100000023841858,237,4,0,59.29999923706055
2021,63,광주대학교,대학,사립,광주,B그룹,1,5,0,0,6,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,1,7,0,2,10,0,0,0,0,0,1,7,0,2,10,120,30,399,79,537,100,6,0,2,2,7146,1.2000000476837158,6,2,7146,1.100000023841858,1056,6,5,96
2021,64,광주보건대학교,전문대학,사립,광주,B그룹,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,0,0,40.5,7,23,5,2,1,0,0,3673,0.800000011920929,2,0,3673,0.5,63.5,4,0,15.899999618530273
2021,65,광주여자대학교,대학,사립,광주,C그룹,0,2,0,1,3,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,3,0,3,6,0,0,154,32,219,51,2,1,1,2,3983,1.2000000476837158,2,1,3983,0.800000011920929,373,5,2,53.29999923706055
2021,66,구미대학교,전문대학,사립,경북,A그룹,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,1,1,0,1,3,4,1,0,0,91.5,20,1,0,1,1,5163,0.4000000059604645,1,1,5163,0.4000000059604645,95.5,1,2,31.799999237060547
2021,67,구세군사관대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.5,1,15,3,0,0,1,0,30,26.700000762939453,0,1,30,33.29999923706055,19.5,0,1,19.5
2021,68,국군간호사관학교,기타,기타,대전,-,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,27,1,23,3,16,3,1,0,1,0,0,0,1,1,0,0,66,2,1,22
2021,69,국립강릉원주대학교,대학,국립,강원,B그룹,1,8,1,4,14,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,4,14,0,0,0,2,2,1,8,1,6,16,244,26,150,30,1064.699951171875,202,10,5,0,1,8202,1.7999999523162842,10,0,8202,1.2000000476837158,1458.699951171875,15,0,97.19999694824219
2021,70,국립경국대학교,대학,국립,경북,B그룹,3,7,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,11,0,0,0,0,0,3,7,0,1,11,72,15,136,41,477.1000061035156,82,10,1,0,0,6788,1.600000023841858,10,0,6788,1.5,685.0999755859375,12,2,48.900001525878906
2021,71,국립공주대학교,대학,국립,충남,A그룹,7,8,0,0.5,15.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0.5,15.5,0,0,0,1,1,7,8,0,1.5,16.5,263,64,345.3999938964844,67,804.5999755859375,199,15,1.5,0,0,15012,1.100000023841858,15,0,15012,1,1413,22,0,64.19999694824219
2021,72,국립군산대학교,대학,국립,전북,B그룹,2,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,13,0,0,0,0,0,2,11,0,0,13,27,1,151,25,625.7999877929688,120,13,0,0,0,7830,1.7000000476837158,13,0,7830,1.7000000476837158,803.7999877929688,12,1,61.79999923706055
2021,73,국립금오공과대학교,대학,국립,경북,B그룹,2,4,0,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,6,0,0,8,0,0,0,0,0,2,6,0,0,8,61,21,154,19,170,51,6,0,2,0,5874,1.2999999523162842,6,2,5874,1.399999976158142,385,6,2,48.099998474121094
2021,74,국립목포대학교,대학,국립,전남,B그룹,4,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,10,0,0,0,0,0,4,4,0,2,10,105.5,30,66.5,11,472,101,8,2,0,0,7406,1.2999999523162842,8,0,7406,1.100000023841858,644,10,0,64.4000015258789
2021,75,국립목포해양대학교,대학,국립,전남,C그룹,2,2,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,1,5,0,0,0,0,0,2,2,0,1,5,0,0,44,5,71.5,16,4,0,0,1,2657,1.7000000476837158,4,0,2657,1.5,115.5,3,1,28.899999618530273
2021,76,국립부경대학교,대학,국립,부산,A그룹,5,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,19,0,0,0,0,0,5,14,0,0,19,248.8000030517578,108,56,3,442.6000061035156,128,19,0,0,0,18005,1.100000023841858,19,0,18005,1.100000023841858,747.4000244140625,19,0,39.29999923706055
2021,77,국립순천대학교,대학,국립,전남,B그룹,4,6.5,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.5,0,0,10.5,0,0,0,0,0,4,6.5,0,0,10.5,105.5,68,93,21,306.5,34,10.5,0,0,0,7514,1.399999976158142,10.5,0,7514,1.399999976158142,505,11,0,45.900001525878906
2021,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,1,1,0,0,0,69,14.5,1,0,69,14.5,12,1,0,12
2021,79,국립창원대학교,대학,국립,경남,B그룹,1,11,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,14,0,0,0,0,0,1,11,1,1,14,61,35,177.5,15,478.5,101,13,1,0,0,9095,1.5,13,0,9095,1.399999976158142,717,14,0,51.20000076293945
2021,80,국립한국교통대학교,대학,국립,충북,B그룹,2,7,0,0,9,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,2,10,0,1,13,0,0,0,0,0,2,10,0,1,13,75,4,295,38,451.3999938964844,84,9,0,3,1,8729,1.399999976158142,9,3,8729,1.399999976158142,821.4000244140625,9,3,68.5
2021,81,국립한국해양대학교,대학,국립,부산,B그룹,4,5,0,0,9,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,4,6,0,0,10,0,1,0,0,1,4,7,0,0,11,243.5,112,230.5,83,787,220,10,0,1,0,7304,1.5,10,1,7304,1.5,1261,10,0,126.0999984741211
2021,82,국립한밭대학교,대학,국립,대전,B그룹,1,6,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,9,0,0,0,0,0,1,6,1,1,9,30,13,212.10000610351562,43,173,48,8,1,0,0,9117,1,8,0,9117,0.8999999761581421,415.1000061035156,9,0,46.099998474121094
2021,83,국민대학교,대학,사립,서울,A그룹,5,6,0,3,14,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,5,17,0,3,25,0,0,0,0,0,5,17,0,3,25,313,50,485,108,770,170,11,3,11,0,18425,1.2000000476837158,11,11,18425,1.2000000476837158,1568,13,16,54.099998474121094
2021,84,국방대학교,기타,기타,충남,-,2,6,1,2,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,1,2,11,0,0,0,1,1,2,6,1,3,12,0,0,0,0,40,8,9,3,0,0,0,0,9,0,0,0,40,12,0,3.299999952316284
2021,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,251,4,1,0,251,4,0,0,1,0
2021,86,국제대학교,전문대학,사립,경기,B그룹,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,69,14,157,29,1,0,1,0,3236,0.6000000238418579,1,1,3236,0.6000000238418579,226,1,1,113
2021,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,230,0,0,1,0,0
2021,89,국제사이버대학교,대학,사립,경기,C그룹,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,54,14,0,0,0,0,0,2,0,0,3221,0.5,0,0,3221,0,54,2,0,27
2021,90,국제언어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,2,0,0,20.5,3,0,0,1,1,0,0,63,28.600000381469727,1,0,63,15.899999618530273,20.5,2,0,10.300000190734863
2021,91,국제예술대학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2021,92,군산간호대학교,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,54,9,9,3,0,0,1,0,1156,0.699999988079071,0,1,1156,0.8999999761581421,63,0,1,63
2021,93,군장대학교,전문대학,사립,전북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,35,6,0,0,1,0,0,0,1880,0.5,1,0,1880,0.5,35,2,0,17.5
2021,94,극동대학교,대학,사립,충북,C그룹,0,1,0,2,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,3,0,2,5,0,0,147.5,10,143,30,1,2,2,0,3314,1.2999999523162842,1,2,3314,0.8999999761581421,290.5,3,1,72.5999984741211
2021,95,글로벌사이버대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,18,3,0,0,0,1,0,0,2294,0.30000001192092896,0,0,2294,0,18,1,0,18
2021,96,금강대학교,대학,사립,충남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,8.5,2,46.400001525878906,10,1,0,1,0,285,6.300000190734863,1,1,285,7,54.900001525878906,1,0,54.900001525878906
2021,97,기독간호대학교,전문대학,사립,광주,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,23.5,4,16,4,0,0,1,0,593,1.2999999523162842,0,1,593,1.7000000476837158,39.5,0,1,39.5
2021,98,김천대학교,대학,사립,경북,C그룹,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,48,13,150,24,2,1,2,1,0,0,2920,1,2,0,2920,0.699999988079071,200,4,0,50
2021,99,김포대학교,전문대학,사립,경기,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,1,2,0,2,0,1,3,21,1,47,12,41,7,1,0,1,1,2575,0.8999999761581421,1,1,2575,0.800000011920929,109,1,1,54.5
2021,100,김해대학교,전문대학,사립,경남,C그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,0,0,27,5,13,3,1,1,0,0,1428,1.2999999523162842,1,0,1428,0.699999988079071,40,2,0,20
2021,101,나사렛대학교,대학,사립,충남,B그룹,0,2,0,0,2,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,26,7,176,28,238,52,2,0,4,0,5095,1,2,4,5095,1.2000000476837158,440,3,4,62.900001525878906
2021,102,나주대학교,전문대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,5,1,0,0,38,9,1,0,0,0,1535,0.699999988079071,1,0,1535,0.699999988079071,43,1,0,43
2021,103,남부대학교,대학,사립,광주,C그룹,0,2,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,9,2,138,23,62,15,2,1,1,0,3553,1,2,1,3553,0.800000011920929,209,3,1,52.29999923706055
2021,104,남서울대학교,대학,사립,충남,B그룹,0,3,0,0,3,0,0,0,0,0,0,8,0,2,10,0,0,0,2,2,0,11,0,2,13,0,0,0,2,2,0,11,0,4,15,9,2,88.5,24,428,93,3,0,8,4,9872,1.2000000476837158,3,8,9872,1.100000023841858,525.5,3,12,35
2021,105,농협대학교,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,43.5,9,9,2,0,0,1,0,429,1.899999976158142,0,1,429,2.299999952316284,52.5,1,0,52.5
2021,106,능인대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,4,2,18,2,0,0,1,0,58,13.800000190734863,0,1,58,17.200000762939453,22,0,1,22
2021,107,단국대학교,대학,사립,경기,A그룹,6,10,1,9,26,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,6,14,1,11,32,0,0,0,0,0,6,14,1,11,32,40,20,183.5,18,259.5,65,17,9,4,2,26348,1.100000023841858,17,4,26348,0.800000011920929,483,28,7,13.800000190734863
2021,108,대경대학교,전문대학,사립,경북,B그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,4.5,1,58,11,2,0,0,0,3858,0.5,2,0,3858,0.5,62.5,2,0,31.299999237060547
2021,109,대구가톨릭대학교,대학,사립,경북,A그룹,0,7,0,0,7,0,1,0,1,2,0,10,0,0,10,0,0,0,0,0,0,17,0,0,17,0,1,0,1,2,0,18,0,1,19,97,97,461,75,1630,331,8,1,10,0,13094,1.2999999523162842,8,10,13094,1.399999976158142,2188,11,10,104.19999694824219
2021,110,대구경북과학기술원,대학,국립,대구,C그룹,0,4,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,4,0,1,5,12,1,45.5,8,0,0,4,1,0,0,1520,3.200000047683716,4,0,1520,2.5999999046325684,57.5,4,1,11.5
2021,111,대구공업대학교,전문대학,사립,대구,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,53,8,22,4,1,0,0,0,1639,0.6000000238418579,1,0,1639,0.6000000238418579,75,1,1,37.5
2021,112,대구과학대학교,전문대학,사립,대구,A그룹,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,2,0,0,40,8,52,10,2,0,0,0,4006,0.5,2,0,4006,0.5,92,2,0,46
2021,113,대구교육대학교,대학,국립,대구,C그룹,3,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,6,0,0,0,0,0,3,2,0,1,6,39,13,126,15,326,68,5,1,0,0,2486,2.299999952316284,5,0,2486,2,491,6,0,81.80000305175781
2021,114,대구대학교,대학,사립,경북,A그룹,3,5,0,0,8,0,0,0,0,0,0,11,0,4,15,0,0,0,0,0,3,16,0,4,23,0,0,0,0,0,3,16,0,4,23,60,60,102,17,856,135,8,0,11,4,17749,1.100000023841858,8,11,17749,1.100000023841858,1018,9,15,42.400001525878906
2021,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,116,대구보건대학교,전문대학,사립,대구,A그룹,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,128.5,22,0,0,3,0,0,0,6672,0.4000000059604645,3,0,6672,0.4000000059604645,128.5,3,0,42.79999923706055
2021,117,대구사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4365,0,0,0,4365,0,0,0,0,0
2021,118,대구예술대학교,대학,사립,경북,C그룹,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,0,0,0,0,130,27,3,1,0,0,782,4.900000095367432,3,0,782,3.799999952316284,130,4,0,32.5
2021,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,120,대구한의대학교,대학,사립,경북,B그룹,0,3,0,1,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,1,9,0,0,0,0,0,0,8,0,1,9,14,7,108,22,454,88,3,1,5,0,6872,1.100000023841858,3,5,6872,1.2000000476837158,576,5,4,64
2021,121,대덕대학교,전문대학,사립,대전,C그룹,0,1,0,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,3,0,1,0,0,1,0,3,0,1,4,0,0,88.5,14,48,10,2,1,1,0,2837,1.2999999523162842,2,1,2837,1.100000023841858,136.5,2,1,45.5
2021,122,대동대학교,전문대학,사립,부산,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,104.5,25,333,56,1,0,1,0,1494,1.2000000476837158,1,1,1494,1.2999999523162842,437.5,1,1,218.8000030517578
2021,123,대림대학교,전문대학,사립,경기,A그룹,1,0,0,0,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,2,1,0,4,0,0,0,0,0,1,2,1,0,4,0,0,108.5,12,124,22,1,0,3,0,7228,0.5,1,3,7228,0.6000000238418579,232.5,1,3,58.099998474121094
2021,124,대신대학교,대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,31.5,6,7,3,1,0,0,0,626,1.600000023841858,1,0,626,1.600000023841858,38.5,1,0,38.5
2021,125,대원대학교,전문대학,사립,충북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,2,3,0,0,63,15,72,14,1,0,0,2,2219,0.8999999761581421,1,0,2219,0.5,135,1,2,45
2021,126,대전가톨릭대학교,대학,사립,세종,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,21,5,1,0,1,0,66,27.299999237060547,1,1,66,30.299999237060547,21,3,0,7
2021,127,대전과학기술대학교,전문대학,사립,대전,B그룹,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,2,1,0,1,4,0,0,43,8,161,38,3,1,0,0,4101,0.8999999761581421,3,0,4101,0.699999988079071,204,5,0,40.79999923706055
2021,128,대전대학교,대학,사립,대전,B그룹,0,6,0,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,11,0,0,11,103,33,147,36,335,76,6,0,5,0,9367,1.100000023841858,6,5,9367,1.2000000476837158,585,7,4,53.20000076293945
2021,129,대전보건대학교,전문대학,사립,대전,A그룹,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,87.5,18,0,0,1,0,1,0,5175,0.30000001192092896,1,1,5175,0.4000000059604645,87.5,1,1,43.79999923706055
2021,130,대전신학대학교,대학,사립,대전,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,154,6.5,1,0,154,6.5,0,1,0,0
