연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_참여시간,직원교육현황_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(전년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(전년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2019,67,구세군사관대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,22,2,0,0,1,0,37,21.600000381469727,0,1,37,27,22,0,1,22
2019,68,국군간호사관학교,기타,기타,대전,-,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,124,39,1,0,1,0,0,0,1,1,0,0,124,1,1,62
2019,69,국립강릉원주대학교,대학,국립,강원,B그룹,2,10,1,1,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,10,1,2,15,0,0,0,0,0,2,10,1,2,15,1581,60,13,1,0,1,8470,1.7000000476837158,13,0,8470,1.5,1581,14,1,105.4000015258789
2019,70,국립경국대학교,대학,국립,경북,B그룹,3,9,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,1,13,0,0,0,0,0,3,9,0,1,13,1098,151,12,1,0,0,7477,1.7000000476837158,12,0,7477,1.600000023841858,1098,13,0,84.5
2019,71,국립공주대학교,대학,국립,충남,A그룹,10,9,0,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,9,0,1,20,0,0,0,1,1,10,9,0,2,21,1513,345,19,2,0,0,15670,1.2999999523162842,19,0,15670,1.2000000476837158,1513,21,0,72
2019,72,국립군산대학교,대학,국립,전북,B그룹,2,10,0,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,10,0,1,13,0,0,0,0,0,2,10,0,1,13,1379,242,12,0,0,1,7890,1.600000023841858,12,0,7890,1.5,1379,12,1,106.0999984741211
2019,73,국립금오공과대학교,대학,국립,경북,B그룹,2,3,0,1,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,5,0,1,8,0,0,0,0,0,2,5,0,1,8,426,37,5,1,2,0,6567,1.100000023841858,5,2,6567,1.100000023841858,426,6,2,53.29999923706055
2019,74,국립목포대학교,대학,국립,전남,B그룹,4,6,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,11,0,0,0,0,0,4,6,0,1,11,1358,293,10,1,0,0,8140,1.2999999523162842,10,0,8140,1.2000000476837158,1358,11,0,123.5
2019,75,국립목포해양대학교,대학,국립,전남,C그룹,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,4,0,0,0,0,0,1,2,0,1,4,185,24,3,0,0,1,2758,1.2999999523162842,3,0,2758,1.100000023841858,185,3,1,46.29999923706055
2019,76,국립부경대학교,대학,국립,부산,A그룹,5,14,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,1,0,20,0,0,0,0,0,5,14,1,0,20,1288,216,20,0,0,0,18962,1.100000023841858,20,0,18962,1.100000023841858,1288,20,0,64.4000015258789
2019,77,국립순천대학교,대학,국립,전남,B그룹,6,5.5,0,0,11.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,5.5,0,1,12.5,0,0,0,0,0,6,5.5,0,1,12.5,927.5,178,11.5,0,0,1,7771,1.5,11.5,0,7771,1.5,927.5,11.5,1,74.19999694824219
2019,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,10,1,1,0,0,0,65,15.399999618530273,1,0,65,15.399999618530273,10,1,0,10
2019,79,국립창원대학교,대학,국립,경남,B그룹,3,8,1,1,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,9,1,1,14,0,0,0,0,0,3,9,1,1,14,943.7000122070312,173,12,1,1,0,9480,1.399999976158142,12,1,9480,1.399999976158142,943.7000122070312,13,1,67.4000015258789
2019,80,국립한국교통대학교,대학,국립,충북,B그룹,2,8,0,0,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,8,0,2,12,0,0,0,0,0,2,8,0,2,12,785.7999877929688,136,10,0,0,2,8962,1.2000000476837158,10,0,8962,1.100000023841858,785.7999877929688,10,2,65.5
2019,81,국립한국해양대학교,대학,국립,부산,B그룹,5,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,11,0,0,0,0,0,5,6,0,0,11,1221,234,11,0,0,0,7596,1.399999976158142,11,0,7596,1.399999976158142,1221,11,0,111
2019,82,국립한밭대학교,대학,국립,대전,B그룹,1,5,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,9,0,0,0,0,0,1,5,2,1,9,766.7999877929688,141,8,1,0,0,9231,1,8,0,9231,0.8999999761581421,766.7999877929688,9,0,85.19999694824219
2019,83,국민대학교,대학,사립,서울,A그룹,6,4,1,1,12,0,0,0,0,0,0,15,0,3,18,0,0,0,0,0,6,19,1,4,30,0,0,0,0,0,6,19,1,4,30,1778,110,11,1,15,3,18257,1.399999976158142,11,15,18257,1.399999976158142,1778,12,18,59.29999923706055
2019,84,국방대학교,기타,기타,충남,-,2,5,1,3,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,1,3,11,0,0,0,1,1,2,5,1,4,12,134,45,8,4,0,0,0,0,8,0,0,0,134,12,0,11.199999809265137
2019,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,7,2,1,0,0,0,277,3.5999999046325684,1,0,277,3.5999999046325684,7,1,0,7
2019,86,국제대학교,전문대학,사립,경기,B그룹,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,443,60,1,0,1,1,3895,0.6000000238418579,1,1,3895,0.5,443,1,2,147.6999969482422
2019,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,132,6.099999904632568,0,0,132,0,0,1,0,0
2019,89,국제사이버대학교,대학,사립,경기,C그룹,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,54,4,0,2,0,0,2942,0.5,0,0,2942,0,54,2,0,27
2019,90,국제언어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,1,0,1,2,24,2,1,0,0,1,87,17.200000762939453,1,0,87,11.5,24,1,1,12
2019,91,국제예술대학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,92,군산간호대학교,전문대학,사립,전북,C그룹,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,74,4,1,0,1,0,1136,1.600000023841858,1,1,1136,1.7999999523162842,74,1,1,37
2019,93,군장대학교,전문대학,사립,전북,C그룹,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,35,1,1,1,0,0,1897,0.8999999761581421,1,0,1897,0.5,35,2,0,17.5
2019,94,극동대학교,대학,사립,충북,C그룹,0,1,0,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,5,0,0,0,0,0,0,1,1,3,5,154.5,5,1,3,1,0,3953,1.100000023841858,1,1,3953,0.5,154.5,4,1,30.899999618530273
2019,95,글로벌사이버대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,10,0,0,1,0,0,2151,0.4000000059604645,0,0,2151,0,10,1,0,10
2019,96,금강대학교,대학,사립,충남,C그룹,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,1,2,0,0,3,37,8,3,0,0,0,545,5.5,3,0,545,5.5,37,3,0,12.300000190734863
2019,97,기독간호대학교,전문대학,사립,광주,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,26.5,5,1,0,0,0,632,1.600000023841858,1,0,632,1.600000023841858,26.5,1,0,26.5
2019,98,김천대학교,대학,사립,경북,C그룹,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,2,0,3,5,206,54,2,3,0,0,3340,1.2999999523162842,2,0,3340,0.6000000238418579,206,5,0,41.20000076293945
2019,99,김포대학교,전문대학,사립,경기,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,75,4,1,0,1,0,3508,0.5,1,1,3508,0.6000000238418579,75,1,1,37.5
2019,100,김해대학교,전문대학,사립,경남,C그룹,0,1,0,0,1,0,0,0,1,1,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0,0.5,1.5,0,0,0,1,1,0,1,0,1.5,2.5,63,2,1,1,0,0.5,1367,1.5,1,0,1367,0.699999988079071,63,2,0.5,25.200000762939453
2019,101,나사렛대학교,대학,사립,충남,B그룹,0,2,0,1,3,0,0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,5,0,1,6,0,0,0,1,1,0,5,0,2,7,402,63,2,1,3,1,5612,1,2,3,5612,0.8999999761581421,402,3,4,57.400001525878906
2019,102,나주대학교,전문대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,68,5,1,0,0,0,2217,0.5,1,0,2217,0.5,68,1,0,68
2019,103,남부대학교,대학,사립,광주,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,167,14,2,0,0,2,3530,0.800000011920929,2,0,3530,0.6000000238418579,167,2,2,41.79999923706055
2019,104,남서울대학교,대학,사립,충남,B그룹,0,3,0,0,3,0,0,0,0,0,0,8,0,2,10,0,0,0,2,2,0,11,0,2,13,0,0,0,2,2,0,11,0,4,15,313.5,23,3,0,8,4,10264,1.100000023841858,3,8,10264,1.100000023841858,313.5,3,12,20.899999618530273
2019,105,농협대학교,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,22,3,0,0,1,0,438,1.7999999523162842,0,1,438,2.299999952316284,22,0,1,22
2019,106,능인대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,471,17,1,0,0,0,72,13.899999618530273,1,0,72,13.899999618530273,471,1,0,471
2019,107,단국대학교,대학,사립,경기,A그룹,6,13,0,9,28,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,6,16,0,12,34,0,0,0,0,0,6,16,0,12,34,973,202,19,9,3,3,26823,1.100000023841858,19,3,26823,0.800000011920929,973,28,6,28.600000381469727
2019,108,대경대학교,전문대학,사립,경북,B그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,71.5,3,2,0,0,0,4396,0.5,2,0,4396,0.5,71.5,2,0,35.79999923706055
2019,109,대구가톨릭대학교,대학,사립,경북,A그룹,0,9,0,0,9,0,1,0,1,2,0,9,0,0,9,0,0,0,0,0,0,18,0,0,18,0,1,0,1,2,0,19,0,1,20,901.5,184,10,1,9,0,14518,1.2000000476837158,10,9,14518,1.2999999523162842,901.5,11,9,45.099998474121094
2019,110,대구경북과학기술원,대학,국립,대구,C그룹,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,189.5,22,4,0,0,0,1351,3,4,0,1351,3,189.5,4,0,47.400001525878906
2019,111,대구공업대학교,전문대학,사립,대구,C그룹,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,3,0,1,0,2,3,68,8,1,0,0,2,1715,1.2000000476837158,1,0,1715,0.6000000238418579,68,1,2,22.700000762939453
2019,112,대구과학대학교,전문대학,사립,대구,A그룹,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,100.5,6,2,0,0,0,4064,0.5,2,0,4064,0.5,100.5,2,0,50.29999923706055
2019,113,대구교육대학교,대학,국립,대구,C그룹,3,2,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,1,6,0,0,0,0,0,3,2,0,1,6,434.5,64,5,0,0,1,2550,2.200000047683716,5,0,2550,2,434.5,5,1,72.4000015258789
2019,114,대구대학교,대학,사립,경북,A그룹,2,8,1,0,11,0,0,0,0,0,0,13,0,2,15,0,0,0,0,0,2,21,1,2,26,0,0,0,0,0,2,21,1,2,26,859.7999877929688,64,11,0,13,2,18944,1.2000000476837158,11,13,18944,1.2999999523162842,859.7999877929688,11,15,33.099998474121094
2019,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,116,대구보건대학교,전문대학,사립,대구,A그룹,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,144,23,3,0,0,0,6778,0.4000000059604645,3,0,6778,0.4000000059604645,144,3,0,48
2019,117,대구사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4164,0,0,0,4164,0,0,0,0,0
2019,118,대구예술대학교,대학,사립,경북,C그룹,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,113.5,17,3,1,0,0,1198,3.200000047683716,3,0,1198,2.5,113.5,4,0,28.399999618530273
2019,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,120,대구한의대학교,대학,사립,경북,B그룹,0,4,0,1,5,0,0,0,0,0,0,4.099999904632568,0,0,4.099999904632568,0,0,0,0,0,0,8.100000381469727,0,1,9.100000381469727,0,0,0,0,0,0,8.100000381469727,0,1,9.100000381469727,635,111,4,1,4.099999904632568,0,7256,1.100000023841858,4,4.099999904632568,7256,1.100000023841858,635,5,4.099999904632568,69.80000305175781
2019,121,대덕대학교,전문대학,사립,대전,C그룹,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,3,0,0,3,122.5,11,2,0,1,0,3996,0.699999988079071,2,1,3996,0.800000011920929,122.5,2,1,40.79999923706055
2019,122,대동대학교,전문대학,사립,부산,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,102,18,1,0,1,1,1557,1.5,1,1,1557,1.2999999523162842,102,1,2,34
2019,123,대림대학교,전문대학,사립,경기,A그룹,0,1,0,1,2,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,3,1,1,5,0,0,0,0,0,0,3,1,1,5,120,13,1,1,3,0,6599,0.6000000238418579,1,3,6599,0.6000000238418579,120,2,3,24
2019,124,대신대학교,대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,82.5,13,1,0,1,0,619,2.9000000953674316,1,1,619,3.200000047683716,82.5,1,1,41.29999923706055
2019,125,대원대학교,전문대학,사립,충북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,2,3,189,5,1,0,0,2,2453,0.800000011920929,1,0,2453,0.4000000059604645,189,1,2,63
2019,126,대전가톨릭대학교,대학,사립,세종,C그룹,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,2,0,1,3,89,7,2,1,0,0,84,33.29999923706055,2,0,84,23.799999237060547,89,3,0,29.700000762939453
2019,127,대전과학기술대학교,전문대학,사립,대전,B그룹,3,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,0,0,0,0,0,3,1,0,1,5,113,31,4,1,0,0,4375,1.100000023841858,4,0,4375,0.8999999761581421,113,5,0,22.600000381469727
2019,128,대전대학교,대학,사립,대전,B그룹,0,6,0,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,11,0,0,11,480.5,116,6,0,5,0,10093,1,6,5,10093,1.100000023841858,480.5,6,5,43.70000076293945
2019,129,대전보건대학교,전문대학,사립,대전,A그룹,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,85,11,1,0,2,0,5818,0.4000000059604645,1,2,5818,0.5,85,1,2,28.299999237060547
2019,130,대전신학대학교,대학,사립,대전,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,32,1,1,0,0,0,210,4.800000190734863,1,0,210,4.800000190734863,32,1,0,32
2019,131,대진대학교,대학,사립,경기,B그룹,2,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,10,0,0,0,0,0,2,3,0,5,10,325.5,41,5,5,0,0,7975,1.100000023841858,5,0,7975,0.6000000238418579,325.5,10,0,32.599998474121094
2019,132,대한신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,322,1.600000023841858,0,0,322,0,0,0,1,0
2019,133,덕성여자대학교,대학,사립,서울,B그룹,1,3,0,0,4,0,1,0,0,1,0,8,0,1,9,0,0,0,0,0,1,11,0,1,13,0,1,0,0,1,1,12,0,1,14,491,75,5,0,8,1,6079,2,5,8,6079,2.0999999046325684,491,5,9,35.099998474121094
2019,134,동강대학교,전문대학,사립,광주,B그룹,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,117.5,19,1,1,1,0,3371,0.800000011920929,1,1,3371,0.6000000238418579,117.5,2,1,39.20000076293945
2019,135,동국대학교,대학,사립,서울,A그룹,5,4,0,0,9,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,5,13,0,0,18,0,0,0,0,0,5,13,0,0,18,1319,306,9,0,9,0,17331,0.8999999761581421,9,9,17331,1,1319,9,9,73.30000305175781
2019,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,0,2,0,0,2,0,0,0,0,0,0,10,0,1,11,0,0,0,0,0,0,12,0,1,13,0,0,0,0,0,0,12,0,1,13,762,138,2,0,10,1,8480,1.2000000476837158,2,10,8480,1.399999976158142,762,2,11,58.599998474121094
2019,137,동남보건대학교,전문대학,사립,경기,A그룹,1,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,0,1,0,0,1,1,1,0,2,4,51.5,2,2,1,0,1,4765,0.699999988079071,2,0,4765,0.4000000059604645,51.5,3,1,12.899999618530273
2019,138,동덕여자대학교,대학,사립,서울,B그룹,3,3,0,0,6,0,0,0,0,0,1,4,0,1,6,0,0,0,0,0,4,7,0,1,12,0,0,0,0,0,4,7,0,1,12,414.5,122,6,0,5,1,7148,1.5,6,5,7148,1.5,414.5,6,6,34.5
2019,139,동명대학교,대학,사립,부산,B그룹,1,1,0,1,3,0,0,0,0,0,0,6,0,3,9,0,0,0,0,0,1,7,0,4,12,0,0,0,0,0,1,7,0,4,12,526,58,2,1,6,3,8230,1.100000023841858,2,6,8230,1,526,3,9,43.79999923706055
2019,140,동방문화대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12,1,1,0,0,0,256,3.9000000953674316,1,0,256,3.9000000953674316,12,1,0,12
2019,141,동부산대학교,전문대학,사립,부산,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,112,5,2,0,0,1,1671,1.5,2,0,1671,1.2000000476837158,112,2,1,37.29999923706055
2019,142,동서대학교,대학,사립,부산,B그룹,1,6,2,1,10,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,7,2,3,13,0,0,0,0,0,1,7,2,3,13,482,42,9,1,1,2,10883,1.100000023841858,9,1,10883,0.8999999761581421,482,10,3,37.099998474121094
2019,143,동서울대학교,전문대학,사립,경기,A그룹,0,1,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,135,7,1,1,2,0,5719,0.6000000238418579,1,2,5719,0.5,135,2,2,33.79999923706055
2019,144,동신대학교,대학,사립,전남,B그룹,0,3,0,0,3,0,0,0,0,0,0,7,0,1,8,0,0,0,2,2,0,10,0,1,11,0,0,0,2,2,0,10,0,3,13,740,24,3,0,7,3,7394,1.399999976158142,3,7,7394,1.399999976158142,740,3,10,56.900001525878906
2019,145,동아대학교,대학,사립,부산,A그룹,3,6,1,0,10,0,0,0,1,1,0,16,0,1,17,0,0,0,0,0,3,22,1,1,27,0,0,0,1,1,3,22,1,2,28,814.5,207,10,1,16,1,20954,1.2000000476837158,10,16,20954,1.2000000476837158,814.5,11,17,29.100000381469727
2019,146,동아방송예술대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,149.5,22,1,0,2,0,3006,0.8999999761581421,1,2,3006,1,149.5,1,2,49.79999923706055
2019,147,동아보건대학교,전문대학,사립,전남,C그룹,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,2,0,1,3,56,2,2,1,0,0,1823,1.5,2,0,1823,1.100000023841858,56,3,0,18.700000762939453
2019,148,동양대학교,대학,사립,경북,C그룹,0,3,0,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,0,4,0,2,6,604.5,175,3,2,1,0,4542,1.2000000476837158,3,1,4542,0.8999999761581421,604.5,5,1,100.80000305175781
2019,149,동양미래대학교,전문대학,사립,서울,A그룹,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,3,1,4,150,11,3,1,0,0,5738,0.699999988079071,3,0,5738,0.5,150,4,0,37.5
2019,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,151,동원과학기술대학교,전문대학,사립,경남,B그룹,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,2,28.5,3,1,0,1,0,2270,0.800000011920929,1,1,2270,0.8999999761581421,28.5,1,1,14.300000190734863
2019,152,동원대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,65,2,1,0,1,0,3671,0.5,1,1,3671,0.5,65,1,1,32.5
2019,153,동의과학대학교,전문대학,사립,부산,B그룹,0,3,0,0,3,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,3,0,1.5,4.5,0,0,0,0,0,0,3,0,1.5,4.5,38.5,5,3,0,0,1.5,5300,0.699999988079071,3,0,5300,0.6000000238418579,38.5,3,1.5,8.600000381469727
2019,154,동의대학교,대학,사립,부산,A그룹,0,13,0,1,14,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,15,0,1,16,0,0,0,0,0,0,15,0,1,16,1006.5,233,13,1,2,0,16570,0.8999999761581421,13,2,16570,0.8999999761581421,1006.5,14,2,62.900001525878906
