연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_참여시간,직원교육현황_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(전년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(전년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2019,155,두원공과대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,59.5,6,1,0,1,0,5489,0.30000001192092896,1,1,5489,0.4000000059604645,59.5,1,1,29.799999237060547
2019,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,0,0,0,3744,0,0,0,0,0
2019,157,루터대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,59.5,3,1,0,1,0,402,4.5,1,1,402,5,59.5,1,1,29.799999237060547
2019,158,마산대학교,전문대학,사립,경남,A그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,2,0,3,5,186.5,20,2,0,0,3,5539,0.6000000238418579,2,0,5539,0.4000000059604645,186.5,2,3,37.29999923706055
2019,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,160,명지대학교,대학,사립,서울,A그룹,3,4,0,2,9,0,3,1,0,4,1,5,0,1,7,0,0,0,0,0,4,9,0,3,16,0,3,1,0,4,4,12,1,3,20,726,127,11,2,6,1,15984,1.100000023841858,11,6,15984,1.100000023841858,726,13,7,36.29999923706055
2019,161,명지전문대학,전문대학,사립,서울,A그룹,0,1,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,259,46,1,2,1,0,7178,0.5,1,1,7178,0.30000001192092896,259,3,1,64.80000305175781
2019,162,목원대학교,대학,사립,대전,B그룹,0,3,0,1,4,0,0,0,1,1,0,6,0,0,6,0,0,0,0,0,0,9,0,1,10,0,0,0,1,1,0,9,0,2,11,993,200,3,2,6,0,8477,1.100000023841858,3,6,8477,1.100000023841858,993,5,6,90.30000305175781
2019,163,목포가톨릭대학교,대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,74.5,8,1,0,0,0,519,1.899999976158142,1,0,519,1.899999976158142,74.5,1,0,74.5
2019,164,목포과학대학교,전문대학,사립,전남,B그룹,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,2,31.5,1,1,0,0,1,2302,0.699999988079071,1,0,2302,0.4000000059604645,31.5,1,1,15.800000190734863
2019,165,문경대학교,전문대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,48.5,2,1,0,0,0,864,1.2000000476837158,1,0,864,1.2000000476837158,48.5,1,0,48.5
2019,166,배재대학교,대학,사립,대전,B그룹,1,3,0,1,5,0,0,0,0,0,0,5,0,2,7,0,0,0,0,0,1,8,0,3,12,0,0,0,0,0,1,8,0,3,12,891,178,4,1,5,2,9102,1.100000023841858,4,5,9102,1,891,5,7,74.30000305175781
2019,167,배화여자대학교,전문대학,사립,서울,B그룹,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,45,2,3,0,0,0,2909,1,3,0,2909,1,45,3,0,15
2019,168,백석대학교,대학,사립,충남,A그룹,1,2,1,2,6,0,0,0,0,0,0,10,0,3,13,0,0,0,0,0,1,12,1,5,19,0,0,0,0,0,1,12,1,5,19,710,133,4,2,10,3,14288,1.100000023841858,4,10,14288,1,710,6,13,37.400001525878906
2019,169,백석문화대학교,전문대학,사립,충남,A그룹,1,2,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,0,5,0,0,0,0,0,1,3,1,0,5,227.5,45,4,0,1,0,5479,0.8999999761581421,4,1,5479,0.8999999761581421,227.5,4,1,45.5
2019,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,171,백제예술대학교,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2,34,2,1,1,0,0,1355,1.2999999523162842,1,0,1355,0.699999988079071,34,2,0,17
2019,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,71.5,2,2,0,0,0,54,37,2,0,54,37,71.5,2,0,35.79999923706055
2019,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,174,부산가톨릭대학교,대학,사립,부산,C그룹,0,3,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,3,0,2,5,461,79,3,0,0,2,4163,1,3,0,4163,0.699999988079071,461,3,2,92.19999694824219
2019,175,부산경상대학교,전문대학,사립,부산,B그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,57.5,10,0,0,1,1,2959,0.4000000059604645,0,1,2959,0.30000001192092896,57.5,0,2,28.799999237060547
2019,176,부산과학기술대학교,전문대학,사립,부산,B그룹,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,62,9,1,0,1,0,4042,0.4000000059604645,1,1,4042,0.5,62,1,1,31
2019,177,부산교육대학교,대학,국립,부산,C그룹,1,4,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,1,7,0,0,0,0,0,1,5,0,1,7,494,108,5,1,1,0,2439,2.700000047683716,5,1,2439,2.5,494,6,1,70.5999984741211
2019,178,부산대학교,대학,국립,부산,A그룹,15,29,0,0,44,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,15,32,0,2,49,0,0,0,0,0,15,32,0,2,49,3976.39990234375,806,44,0,3,2,28715,1.7000000476837158,44,3,28715,1.600000023841858,3976.39990234375,44,5,81.19999694824219
2019,179,부산디지털대학교,대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,2243,0.4000000059604645,0,0,2243,0,0,1,0,0
2019,180,부산보건대학교,전문대학,사립,부산,B그룹,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,1,1,1,0,3,156,26,1,0,2,0,3135,0.800000011920929,1,2,3135,1,156,1,2,52
2019,181,부산여자대학교,전문대학,사립,부산,C그룹,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3,116,3,3,0,0,0,2877,1,3,0,2877,1,116,3,0,38.70000076293945
2019,182,부산예술대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,749,1.100000023841858,0,1,749,1.2999999523162842,0,0,1,0
2019,183,부산외국어대학교,대학,사립,부산,B그룹,0,2,0,0,2,0,0,0,0,0,0,7,0,1,8,0,0,0,0,0,0,9,0,1,10,0,0,0,0,0,0,9,0,1,10,924.5,137,2,0,7,1,9075,0.8999999761581421,2,7,9075,1,924.5,2,8,92.5
2019,184,부산장신대학교,대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,52,8,0,0,1,0,465,1.7000000476837158,0,1,465,2.200000047683716,52,0,1,52
2019,185,부천대학교,전문대학,사립,경기,A그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,2,0,1,0,0,1,0,2,0,1,3,285,12,1,0,1,1,7668,0.30000001192092896,1,1,7668,0.30000001192092896,285,1,2,95
2019,186,삼육대학교,대학,사립,서울,B그룹,1,1,0,2,4,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,1,2,1,4,8,0,0,0,0,0,1,2,1,4,8,381.5,62,2,2,2,2,6054,1,2,2,6054,0.699999988079071,381.5,4,4,47.70000076293945
2019,187,삼육보건대학교,전문대학,사립,서울,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,88,20,1,0,1,1,1404,1.600000023841858,1,1,1404,1.399999976158142,88,1,2,29.299999237060547
2019,188,상명대학교,대학,사립,서울,A그룹,3,2,0,4,9,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,3,10,0,4,17,0,0,0,0,0,3,10,0,4,17,662.2000122070312,161,5,4,8,0,14001,1,5,8,14001,0.8999999761581421,662.2000122070312,9,8,39
2019,189,상지대학교,대학,사립,강원,B그룹,2,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,6,0,0,8,0,0,0,0,0,2,6,0,0,8,482.5,29,5,0,3,0,6720,1.100000023841858,5,3,6720,1.2000000476837158,482.5,5,3,60.29999923706055
2019,190,상지영서대학교,전문대학,사립,강원,B그룹,0,0,0,0,0,0,1,0,0,1,0,1,0,2,3,0,0,0,0,0,0,1,0,2,3,0,1,0,0,1,0,2,0,2,4,65,2,1,0,1,2,2414,1.2000000476837158,1,1,2414,0.800000011920929,65,1,3,16.299999237060547
2019,191,서강대학교,대학,사립,서울,A그룹,14,3,0,0,17,0,0,0,0,0,0,7,0,4,11,0,0,0,0,0,14,10,0,4,28,0,0,0,0,0,14,10,0,4,28,893,147,17,0,7,4,11103,2.200000047683716,17,7,11103,2.200000047683716,893,17,11,31.899999618530273
2019,192,서경대학교,대학,사립,서울,B그룹,0,2,0,2,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,7,0,2,9,0,0,0,0,0,0,7,0,2,9,666,120,2,2,5,0,6858,1.100000023841858,2,5,6858,1,666,4,5,74
2019,193,서남대학교,대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,194,서라벌대학교,전문대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,34,1,1,0,0,0,729,1.399999976158142,1,0,729,1.399999976158142,34,1,0,34
2019,195,서영대학교,전문대학,사립,광주,A그룹,0,2,0,0,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,3,0,2,5,230,26,2,0,1,2,5179,0.699999988079071,2,1,5179,0.6000000238418579,230,2,3,46
2019,196,서울과학기술대학교,대학,국립,서울,A그룹,1,5,4,3,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,4,4,14,0,0,0,0,0,1,5,4,4,14,1138,55,10,3,0,1,11934,1.100000023841858,10,0,11934,0.800000011920929,1138,13,1,81.30000305175781
2019,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,20,1,0,0,0,1,506,1,0,0,506,0,20,0,1,20
2019,198,서울교육대학교,대학,국립,서울,C그룹,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,5,0,1,0,0,1,2,4,0,0,6,456.5,18,5,0,1,0,2988,1.899999976158142,5,1,2988,2,456.5,5,1,76.0999984741211
2019,199,서울기독대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,60.5,7,0,0,1,0,808,1,0,1,808,1.2000000476837158,60.5,0,1,60.5
2019,200,서울대학교,대학,국립,서울,A그룹,27,55,4,45,131,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,27,61,4,45,137,0,0,0,0,0,27,61,4,45,137,3885,232,86,45,6,0,28102,4.5,86,6,28102,3.299999952316284,3885,131,6,28.399999618530273
2019,201,서울디지털대학교,대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10933,0,0,0,10933,0,0,0,0,0
2019,202,서울미디어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4.5,1,0,0,0,1,119,4.199999809265137,0,0,119,0,4.5,0,1,4.5
2019,203,서울벤처대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,256,0,0,0,0,0
2019,204,서울불교대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,181,4.400000095367432,0,0,181,0,0,1,0,0
2019,205,서울사이버대학교,대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,10344,0.10000000149011612,0,0,10344,0,0,1,0,0
2019,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,138,0,0,0,138,0,37,0,0,0
2019,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28,1,1,0,0,0,115,8.699999809265137,1,0,115,8.699999809265137,28,1,0,28
2019,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,34,4,1,0,0,0,93,10.800000190734863,1,0,93,10.800000190734863,34,1,0,34
2019,209,서울시립대학교,대학,공립,서울,A그룹,4,15,6,3,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,15,6,4,29,0,0,0,0,0,4,15,6,4,29,1502,222,25,3,0,1,11632,2.4000000953674316,25,0,11632,2.0999999046325684,1502,28,1,51.79999923706055
2019,210,서울신학대학교,대학,사립,경기,C그룹,0,2,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,2,0,3,5,239,12,2,2,0,1,3188,1.2999999523162842,2,0,3188,0.6000000238418579,239,4,1,47.79999923706055
2019,211,서울여자간호대학교,전문대학,사립,서울,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,42,5,1,0,0,0,933,1.100000023841858,1,0,933,1.100000023841858,42,1,0,42
2019,212,서울여자대학교,대학,사립,서울,B그룹,2,1,0,2,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,4,0,2,8,0,0,0,0,0,2,4,0,2,8,651.5,181,3,2,3,0,7541,0.8999999761581421,3,3,7541,0.800000011920929,651.5,5,3,81.4000015258789
2019,213,서울예술대학교,전문대학,사립,경기,B그룹,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,197,26,3,0,0,0,3074,1,3,0,3074,1,197,3,0,65.69999694824219
2019,214,서울외국어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,158,5.099999904632568,0,0,158,0,0,1,0,0
2019,215,서울장신대학교,대학,사립,경기,C그룹,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,172.5,29,2,0,0,0,818,2.4000000953674316,2,0,818,2.4000000953674316,172.5,2,0,86.30000305175781
2019,216,서울한영대학교,대학,사립,서울,C그룹,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,176.5,28,3,0,0,0,943,3.200000047683716,3,0,943,3.200000047683716,176.5,3,0,58.79999923706055
2019,217,서원대학교,대학,사립,충북,B그룹,1,2,0,3,6,0,0,0,0,0,0,5,0,2,7,0,0,0,0,0,1,7,0,5,13,0,0,0,0,0,1,7,0,5,13,675,104,3,3,5,2,7245,1.399999976158142,3,5,7245,1.100000023841858,675,6,7,51.900001525878906
2019,218,서일대학교,전문대학,사립,서울,A그룹,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,93,10,2,0,0,1,6070,0.4000000059604645,2,0,6070,0.30000001192092896,93,2,1,31
2019,219,서정대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,66,5,0,0,2,1,4918,0.4000000059604645,0,2,4918,0.4000000059604645,66,0,3,22
2019,220,서해대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,12,1,1,0,0,0,915,1.100000023841858,1,0,915,1.100000023841858,12,1,0,12
2019,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,222,선린대학교,전문대학,사립,경북,C그룹,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,1,1,0,1,1,1,3,149.5,5,2,0,0,1,2471,1,2,0,2471,0.800000011920929,149.5,2,1,49.79999923706055
2019,223,선문대학교,대학,사립,충남,B그룹,0,3,0,0,3,0,0,0,0,0,0,5,1,4,10,0,0,0,0,0,0,8,1,4,13,0,0,0,0,0,0,8,1,4,13,1305,48,3,0,6,4,9804,1,3,6,9804,0.8999999761581421,1305,3,10,100.4000015258789
2019,224,선학유피대학원대학교,대학원대학,사립,경기,-,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,63,3,1,0,0,1,54,27.799999237060547,1,0,54,18.5,63,1,1,31.5
2019,225,성결대학교,대학,사립,경기,B그룹,1,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,6,0,0,7,0,0,0,0,0,1,6,0,0,7,331.5,99,4,0,3,0,5806,1.100000023841858,4,3,5806,1.2000000476837158,331.5,4,3,47.400001525878906
2019,226,성공회대학교,대학,사립,서울,C그룹,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,1,3,0,0,4,150.5,15,4,0,0,0,2436,1.600000023841858,4,0,2436,1.600000023841858,150.5,4,0,37.599998474121094
2019,227,성균관대학교,대학,사립,서울,A그룹,8,5,0,0,13,0,0,0,0,0,0,17,12,5,34,0,0,0,0,0,8,22,12,5,47,0,0,0,0,0,8,22,12,5,47,1271,169,13,0,29,5,26602,1.5,13,29,26602,1.600000023841858,1271,13,34,27
2019,228,성산효대학원대학교,대학원대학,사립,인천,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,40,2,1,0,0,0,243,4.099999904632568,1,0,243,4.099999904632568,40,1,0,40
2019,229,성서침례대학원대학교,대학원대학,사립,경기,-,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,32.5,3,0,1,0,0,52,15.399999618530273,0,0,52,0,32.5,1,0,32.5
2019,230,성신여자대학교,대학,사립,서울,A그룹,1,4,0,0,5,0,0,0,0,0,0,9,0,4.800000190734863,13.800000190734863,0,0,0,0,0,1,13,0,4.800000190734863,18.799999237060547,0,0,0,0,0,1,13,0,4.800000190734863,18.799999237060547,990,163,5,0,9,4.800000190734863,9940,1.5,5,9,9940,1.399999976158142,990,5,13.800000190734863,52.70000076293945
2019,231,성운대학교,전문대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,38,7,1,0,0,0,1497,0.699999988079071,1,0,1497,0.699999988079071,38,1,0,38
2019,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,233,세경대학교,전문대학,사립,강원,C그룹,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,60.5,2,2,0,0,0,1058,1.899999976158142,2,0,1058,1.899999976158142,60.5,2,0,30.299999237060547
2019,234,세계사이버대학,기타,기타,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,235,세명대학교,대학,사립,충북,B그룹,1,2,0,1,4,0,0,0,0,0,0,1,0,5,6,0,0,0,0,0,1,3,0,6,10,0,0,0,0,0,1,3,0,6,10,891,160,3,1,1,5,7921,0.8999999761581421,3,1,7921,0.5,891,4,6,89.0999984741211
2019,236,세종대학교,대학,사립,서울,A그룹,2,3,0,1,6,0,2,0,0,2,0,0,0,3,3,0,0,0,0,0,2,3,0,4,9,0,2,0,0,2,2,5,0,4,11,192.5,39,7,1,0,3,14224,0.699999988079071,7,0,14224,0.5,192.5,8,3,17.5
2019,237,세한대학교,대학,사립,충남,C그룹,0,3,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,3,0,3,6,242.5,57,3,2,0,1,4316,1.2000000476837158,3,0,4316,0.699999988079071,242.5,5,1,40.400001525878906
2019,238,송곡대학교,전문대학,사립,강원,C그룹,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,28,1,1,0,0,0,694,1.399999976158142,1,0,694,1.399999976158142,28,1,0,28
2019,239,송원대학교,대학,사립,광주,C그룹,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,128,15,3,1,0,0,2970,1.2999999523162842,3,0,2970,1,128,4,0,32
2019,240,송호대학교,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,32,4,1,0,0,0,981,1,1,0,981,1,32,1,0,32
2019,241,수도국제대학원대학교,대학원대학,사립,서울,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,314,3.200000047683716,1,0,314,3.200000047683716,2,1,0,2
2019,242,수성대학교,전문대학,사립,대구,B그룹,0,1,0,0,1,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0,0,3.5,74.5,7,1,0,2.5,0,3495,0.8999999761581421,1,2.5,3495,1,74.5,1,2.5,21.299999237060547
2019,243,수원가톨릭대학교,대학,사립,경기,C그룹,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,2,3,194,27,1,2,0,0,182,14.300000190734863,1,0,182,5.5,194,3,0,64.69999694824219
2019,244,수원과학대학교,전문대학,사립,경기,B그룹,1,0,0,0,1,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,1,2,0,0,3,0,0,0,1,1,1,2,0,1,4,208.5,15,1,1,2,0,6425,0.5,1,2,6425,0.5,208.5,2,2,52.099998474121094
