연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_사서자격증 소지자,직원_정규직_사서자격증 미소지자,직원_비정규직_사서자격증 소지자,직원_비정규직_사서자격증 미소지자,직원_합계_사서자격증 소지자,직원_합계_사서자격증 미소지자,직원_합계_계,사서자격증 보유현황_정규직_1급 정사서,사서자격증 보유현황_정규직_2급 정사서,사서자격증 보유현황_정규직_준사서,사서자격증 보유현황_정규직_합계,사서자격증 보유현황_비정규직_1급 정사서,사서자격증 보유현황_비정규직_2급 정사서,사서자격증 보유현황_비정규직_준사서,사서자격증 보유현황_비정규직_합계,직원교육현황_참여시간,직원교육현황_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(당해년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(전년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2014,101,나사렛대학교,대학,사립,충남,B그룹,3,0,4,0,7,0,7,0,3,0,3,0,4,0,4,130,9,3,0,4,0,6278,1,3,4,6278,1.100000023841858,130,3,4,18.600000381469727
2014,102,나주대학교,전문대학,사립,전남,C그룹,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2089,0.4000000059604645,0,1,2089,0.5,0,0,1,0
2014,103,남부대학교,대학,사립,광주,C그룹,2,2,0,0,2,2,4,0,2,0,2,0,0,0,0,52,4,2,2,0,0,3572,1,2,0,3572,0.6000000238418579,52,4,0,13
2014,104,남서울대학교,대학,사립,충남,B그룹,3,0,4,11,7,11,18,0,3,0,3,0,4,0,4,123,18,3,0,4,11,10972,1.100000023841858,3,4,10972,0.6000000238418579,123,3,15,6.800000190734863
2014,105,농협대학교,전문대학,사립,경기,C그룹,0,1,1,0,1,1,2,0,0,0,0,0,1,0,1,18,3,0,1,1,0,490,3.299999952316284,0,1,490,2,18,1,1,9
2014,106,능인대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,107,단국대학교,대학,사립,경기,A그룹,29,1,2,3,31,4,35,6,21,2,29,0,2,0,2,800,173,29,1,2,3,28912,1.100000023841858,29,2,28912,1.100000023841858,800,30,5,22.899999618530273
2014,108,대경대학교,전문대학,사립,경북,B그룹,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,120,1,1,0,0,0,3935,0.30000001192092896,1,0,3935,0.30000001192092896,120,1,0,120
2014,109,대구가톨릭대학교,대학,사립,경북,A그룹,13,1,11,1,24,2,26,0,12,1,13,0,11,0,11,484,140,13,1,11,1,15506,1.5,13,11,15506,1.5,484,14,12,18.600000381469727
2014,110,대구경북과학기술원,대학,국립,대구,C그룹,1,0,2,0,3,0,3,0,1,0,1,0,1,1,2,0,0,1,0,2,0,416,6.300000190734863,1,2,416,7.199999809265137,0,1,2,0
2014,111,대구공업대학교,전문대학,사립,대구,C그룹,1,0,0,4,1,4,5,0,0,1,1,0,0,0,0,30,8,1,0,0,4,2263,1.2999999523162842,1,0,2263,0.4000000059604645,30,1,4,6
2014,112,대구과학대학교,전문대학,사립,대구,A그룹,2,1,0,0,2,1,3,0,1,1,2,0,0,0,0,98,4,2,1,0,0,4500,0.6000000238418579,2,0,4500,0.4000000059604645,98,3,0,32.70000076293945
2014,113,대구교육대학교,대학,국립,대구,C그룹,5,1,0,0,5,1,6,0,5,0,5,0,0,0,0,568,140,5,1,0,0,2677,2.200000047683716,5,0,2677,1.899999976158142,568,6,0,94.69999694824219
2014,114,대구대학교,대학,사립,경북,A그룹,13,2,4,7,17,9,26,5,8,0,13,0,4,0,4,534,69,13,2,4,7,21803,1,13,4,21803,0.800000011920929,534,15,11,20.5
2014,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1314,0.4000000059604645,0,0,1314,0,0,0,1,0
2014,116,대구보건대학교,전문대학,사립,대구,A그룹,3,0,1,2,4,2,6,0,3,0,3,0,1,0,1,176,7,3,0,1,2,6996,0.699999988079071,3,1,6996,0.6000000238418579,176,3,3,29.299999237060547
2014,117,대구사이버대학교,대학,사립,경북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4005,0.20000000298023224,0,0,4005,0,0,1,0,0
2014,118,대구예술대학교,대학,사립,경북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1507,0.5,0,0,1507,0,0,1,0,0
2014,119,대구외국어대학교,대학,사립,경북,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,22,6,1,0,0,1,333,4.5,1,0,333,3,22,1,1,11
2014,120,대구한의대학교,대학,사립,경북,B그룹,5,2,5,1,10,3,13,0,5,0,5,0,5,0,5,283,45,5,2,5,1,7524,1.5,5,5,7524,1.2999999523162842,283,7,6,21.799999237060547
2014,121,대덕대학교,전문대학,사립,대전,C그룹,0,0,2,2,2,2,4,0,0,0,0,0,2,0,2,85,4,0,0,2,2,4593,0.6000000238418579,0,2,4593,0.4000000059604645,85,0,4,21.299999237060547
2014,122,대동대학교,전문대학,사립,부산,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,78,13,1,0,0,1,1701,0.8999999761581421,1,0,1701,0.6000000238418579,78,1,1,39
2014,123,대림대학교,전문대학,사립,경기,A그룹,2,1,0,0,2,1,3,0,2,0,2,0,0,0,0,101,3,2,1,0,0,6777,0.4000000059604645,2,0,6777,0.30000001192092896,101,3,0,33.70000076293945
2014,124,대신대학교,대학,사립,경북,C그룹,2,0,0,1,2,1,3,0,1,1,2,0,0,0,0,22,5,2,0,0,1,549,4.599999904632568,2,0,549,3.5999999046325684,22,2,1,7.300000190734863
2014,125,대원대학교,전문대학,사립,충북,C그룹,1,0,0,2,1,2,3,0,1,0,1,0,0,0,0,48,1,1,0,0,2,2768,0.699999988079071,1,0,2768,0.4000000059604645,48,1,2,16
2014,126,대전가톨릭대학교,대학,사립,세종,C그룹,2,1,0,0,2,1,3,0,2,0,2,0,0,0,0,162,4,2,1,0,0,119,23.5,2,0,119,16.799999237060547,162,3,0,54
2014,127,대전과학기술대학교,전문대학,사립,대전,B그룹,5,1,0,1,5,2,7,2,3,0,5,0,0,0,0,119,13,5,1,0,1,4564,1.399999976158142,5,0,4564,1.100000023841858,119,6,1,17
2014,128,대전대학교,대학,사립,대전,B그룹,10,0,3,0,13,0,13,0,10,0,10,0,3,0,3,339,65,10,0,3,0,10915,1.100000023841858,10,3,10915,1.2000000476837158,339,10,3,26.100000381469727
2014,129,대전보건대학교,전문대학,사립,대전,A그룹,2,0,1,0,3,0,3,0,2,0,2,0,1,0,1,74,8,2,0,1,0,5917,0.5,2,1,5917,0.5,74,2,1,24.700000762939453
2014,130,대전신학대학교,대학,사립,대전,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,39,1,1,0,0,0,329,3,1,0,329,3,39,1,0,39
2014,131,대진대학교,대학,사립,경기,B그룹,5,4,0,1,5,5,10,2,3,0,5,0,0,0,0,549,68,5,4,0,1,8682,1,5,0,8682,0.6000000238418579,549,9,1,54.900001525878906
2014,132,대한신학대학원대학교,대학원대학,사립,경기,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,2.299999952316284,0,0,214,0,0,0,1,0
2014,133,덕성여자대학교,대학,사립,서울,B그룹,8,1,6,1,14,2,16,2,5,1,8,0,6,0,6,457,64,8,1,6,1,6710,2.0999999046325684,8,6,6710,2.0999999046325684,457,9,7,28.600000381469727
2014,134,동강대학교,전문대학,사립,광주,B그룹,1,2,0,0,1,2,3,0,1,0,1,0,0,0,0,101,13,1,2,0,0,3758,0.699999988079071,1,0,3758,0.30000001192092896,101,3,0,33.70000076293945
2014,135,동국대학교,대학,사립,서울,A그룹,12,0,6,4,18,4,22,5,7,0,12,0,6,0,6,314,126,12,0,6,4,17349,1.100000023841858,12,6,17349,1,314,12,10,14.300000190734863
2014,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,3,1,9,1,12,2,14,0,3,0,3,0,8,1,9,66,22,3,1,9,1,9151,1.2999999523162842,3,9,9151,1.2999999523162842,66,4,10,4.699999809265137
2014,137,동남보건대학교,전문대학,사립,경기,A그룹,3,1,0,1,3,2,5,2,1,0,3,0,0,0,0,122,19,3,1,0,1,5036,0.8999999761581421,3,0,5036,0.6000000238418579,122,4,1,24.399999618530273
2014,138,동덕여자대학교,대학,사립,서울,B그룹,8,0,8,0,16,0,16,2,6,0,8,0,8,0,8,618,92,8,0,8,0,8493,1.7000000476837158,8,8,8493,1.899999976158142,618,8,8,38.599998474121094
2014,139,동명대학교,대학,사립,부산,B그룹,2,3,8,2,10,5,15,1,1,0,2,0,8,0,8,403,17,2,3,8,2,9537,1.2000000476837158,2,8,9537,1,403,5,10,26.899999618530273
2014,140,동방문화대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,12,1,1,0,0,0,235,4.300000190734863,1,0,235,4.300000190734863,12,1,0,12
2014,141,동부산대학교,전문대학,사립,부산,C그룹,1,1,1,1,2,2,4,0,1,0,1,0,0,1,1,311,4,1,1,1,1,2978,1,1,1,2978,0.699999988079071,311,2,2,77.80000305175781
2014,142,동서대학교,대학,사립,부산,B그룹,9,1,2,1,11,2,13,1,6,2,9,0,2,0,2,477,47,9,1,2,1,11783,1,9,2,11783,0.8999999761581421,477,10,3,36.70000076293945
2014,143,동서울대학교,전문대학,사립,경기,A그룹,2,1,1,0,3,1,4,0,2,0,2,0,0,1,1,79,2,2,1,1,0,6195,0.6000000238418579,2,1,6195,0.5,79,3,1,19.799999237060547
2014,144,동신대학교,대학,사립,전남,B그룹,2,1,3,4,5,5,10,1,1,0,2,0,3,0,3,398,11,2,1,3,4,7619,0.8999999761581421,2,3,7619,0.699999988079071,398,3,7,39.79999923706055
2014,145,동아대학교,대학,사립,부산,A그룹,23,1,7,2,30,3,33,10,12,1,23,0,7,0,7,807,291,23,1,7,2,23773,1.2999999523162842,23,7,23773,1.2999999523162842,807,24,9,24.5
2014,146,동아방송예술대학교,전문대학,사립,경기,B그룹,1,0,2,0,3,0,3,0,1,0,1,0,2,0,2,70,9,1,0,2,0,3015,0.8999999761581421,1,2,3015,1,70,1,2,23.299999237060547
2014,147,동아보건대학교,전문대학,사립,전남,C그룹,1,1,1,0,2,1,3,0,1,0,1,0,1,0,1,24,2,1,1,1,0,2114,1.2000000476837158,1,1,2114,0.8999999761581421,24,2,1,8
2014,148,동양대학교,대학,사립,경북,C그룹,1,4,1,0,2,4,6,0,1,0,1,0,1,0,1,20,4,1,4,1,0,4911,1,1,1,4911,0.4000000059604645,20,5,1,3.299999952316284
2014,149,동양미래대학교,전문대학,사립,서울,A그룹,3,1,0,0,3,1,4,0,1,2,3,0,0,0,0,134,5,3,1,0,0,6508,0.6000000238418579,3,0,6508,0.5,134,4,0,33.5
2014,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,151,동원과학기술대학교,전문대학,사립,경남,B그룹,0,0,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2351,0.6000000238418579,0,1,2351,0.4000000059604645,0,0,2,0
2014,152,동원대학교,전문대학,사립,경기,B그룹,1,0,2,0,3,0,3,0,1,0,1,0,0,2,2,37,1,1,0,2,0,3920,0.699999988079071,1,2,3920,0.800000011920929,37,1,2,12.300000190734863
2014,153,동의과학대학교,전문대학,사립,부산,B그룹,3,0,0,0,3,0,3,1,2,0,3,0,0,0,0,94,11,3,0,0,0,5795,0.5,3,0,5795,0.5,94,3,0,31.299999237060547
2014,154,동의대학교,대학,사립,부산,A그룹,18,2,2,0,20,2,22,3,14,1,18,0,2,0,2,687,137,18,2,2,0,18496,1.100000023841858,18,2,18496,1.100000023841858,687,20,2,31.200000762939453
2014,155,두원공과대학교,전문대학,사립,경기,B그룹,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,6105,0.30000001192092896,1,1,6105,0.30000001192092896,0,1,1,0
2014,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439,0,0,0,3439,0,0,0,0,0
2014,157,루터대학교,대학,사립,경기,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,46,6,1,0,0,1,493,3,1,0,493,2,46,1,1,23
2014,158,마산대학교,전문대학,사립,경남,A그룹,2,0,0,2,2,2,4,0,2,0,2,0,0,0,0,54,10,2,0,0,2,6333,0.5,2,0,6333,0.30000001192092896,54,2,2,13.5
2014,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,160,명지대학교,대학,사립,서울,A그룹,14,1,2,2,16,3,19,4,7,3,14,0,2,0,2,463,67,14,1,2,2,17271,1,14,2,17271,0.8999999761581421,463,15,4,24.399999618530273
2014,161,명지전문대학,전문대학,사립,서울,A그룹,1,2,1,1,2,3,5,0,1,0,1,0,1,0,1,248,23,1,2,1,1,7640,0.5,1,1,7640,0.30000001192092896,248,3,2,49.599998474121094
2014,162,목원대학교,대학,사립,대전,B그룹,4,2,3,5,7,7,14,1,3,0,4,0,3,0,3,231,27,4,2,3,5,9977,1.100000023841858,4,3,9977,0.699999988079071,231,6,8,16.5
2014,163,목포가톨릭대학교,대학,사립,전남,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,11,2,1,0,0,0,539,1.899999976158142,1,0,539,1.899999976158142,11,1,0,11
2014,164,목포과학대학교,전문대학,사립,전남,B그룹,1,2,0,0,1,2,3,1,0,0,1,0,0,0,0,65,1,1,2,0,0,3154,0.800000011920929,1,0,3154,0.30000001192092896,65,3,0,21.700000762939453
2014,165,문경대학교,전문대학,사립,경북,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,38,4,1,0,0,1,914,1.600000023841858,1,0,914,1.100000023841858,38,1,1,19
2014,166,배재대학교,대학,사립,대전,B그룹,7,0,5,1,12,1,13,4,3,0,7,0,5,0,5,301,82,7,0,5,1,10540,1.100000023841858,7,5,10540,1.100000023841858,301,7,6,23.200000762939453
2014,167,배화여자대학교,전문대학,사립,서울,B그룹,3,0,0,0,3,0,3,0,3,0,3,0,0,0,0,21,4,3,0,0,0,3098,1,3,0,3098,1,21,3,0,7
2014,168,백석대학교,대학,사립,충남,A그룹,7,2,8,7,15,9,24,1,5,1,7,0,8,0,8,217,53,7,2,8,7,15700,1.2000000476837158,7,8,15700,1,217,9,15,9
2014,169,백석문화대학교,전문대학,사립,충남,A그룹,4,0,0,1,4,1,5,1,2,1,4,0,0,0,0,93,20,4,0,0,1,6267,0.699999988079071,4,0,6267,0.6000000238418579,93,4,1,18.600000381469727
2014,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,171,백제예술대학교,전문대학,사립,전북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,16,3,0,1,0,0,1925,0.4000000059604645,0,0,1925,0,16,1,0,16
2014,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,2,0,0,0,2,0,2,0,1,1,2,0,0,0,0,0,0,2,0,0,0,86,23.299999237060547,2,0,86,23.299999237060547,0,2,0,0
2014,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,174,부산가톨릭대학교,대학,사립,부산,C그룹,4,1,1,1,5,2,7,0,4,0,4,0,1,0,1,228,45,4,1,1,1,4307,1.399999976158142,4,1,4307,1.2000000476837158,228,5,2,32.599998474121094
2014,175,부산경상대학교,전문대학,사립,부산,B그룹,1,0,0,2,1,2,3,0,0,1,1,0,0,0,0,44,3,1,0,0,2,3452,0.6000000238418579,1,0,3452,0.30000001192092896,44,1,2,14.699999809265137
2014,176,부산과학기술대학교,전문대학,사립,부산,B그룹,1,2,0,0,1,2,3,0,1,0,1,0,0,0,0,42,3,1,2,0,0,4685,0.6000000238418579,1,0,4685,0.20000000298023224,42,3,0,14
2014,177,부산교육대학교,대학,국립,부산,C그룹,5,2,0,0,5,2,7,1,4,0,5,0,0,0,0,636,15,5,2,0,0,2620,2.5,5,0,2620,1.899999976158142,636,7,0,90.9000015258789
2014,178,부산대학교,대학,국립,부산,A그룹,46,2,2,4,48,6,54,17,29,0,46,0,2,0,2,4136,517,46,2,2,4,30429,1.7000000476837158,46,2,30429,1.600000023841858,4136,48,6,76.5999984741211
2014,179,부산디지털대학교,대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,180,부산보건대학교,전문대학,사립,부산,B그룹,1,0,1,1,2,1,3,1,0,0,1,0,1,0,1,83,21,1,0,1,1,3493,0.699999988079071,1,1,3493,0.6000000238418579,83,1,2,27.700000762939453
2014,181,부산여자대학교,전문대학,사립,부산,C그룹,4,0,4,0,8,0,8,2,2,0,4,0,0,4,4,96,11,4,0,4,0,3267,2.200000047683716,4,4,3267,2.4000000953674316,96,4,4,12
2014,182,부산예술대학교,전문대학,사립,부산,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,867,0.6000000238418579,0,0,867,0,2,0,1,2
2014,183,부산외국어대학교,대학,사립,부산,B그룹,3,0,8,0,11,0,11,0,3,0,3,0,8,0,8,328,65,3,0,8,0,9811,1,3,8,9811,1.100000023841858,328,3,8,29.799999237060547
2014,184,부산장신대학교,대학,사립,경남,C그룹,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,60,1,1,0,0,0,519,1.899999976158142,1,0,519,1.899999976158142,60,1,0,60
2014,185,부천대학교,전문대학,사립,경기,A그룹,0,1,0,2,0,3,3,0,0,0,0,0,0,0,0,46,2,0,1,0,2,7840,0.20000000298023224,0,0,7840,0,46,1,2,15.300000190734863
2014,186,삼육대학교,대학,사립,서울,B그룹,5,3,0,4,5,7,12,2,1,2,5,0,0,0,0,390,28,5,3,0,4,6258,1.5,5,0,6258,0.800000011920929,390,8,4,32.5
2014,187,삼육보건대학교,전문대학,사립,서울,C그룹,1,2,0,1,1,3,4,0,1,0,1,0,0,0,0,89,20,1,2,0,1,1248,2.5,1,0,1248,0.800000011920929,89,3,1,22.299999237060547
2014,188,상명대학교,대학,사립,서울,A그룹,11,4,9,9,20,13,33,6,5,0,11,0,9,0,9,620,71,11,4,9,9,14725,1.7999999523162842,11,9,14725,1.399999976158142,620,15,18,18.799999237060547
2014,189,상지대학교,대학,사립,강원,B그룹,5,0,7,1,12,1,13,1,4,0,5,0,7,0,7,152,29,5,0,7,1,8885,1.2000000476837158,5,7,8885,1.399999976158142,152,5,8,11.699999809265137
2014,190,상지영서대학교,전문대학,사립,강원,B그룹,1,0,0,2,1,2,3,0,1,0,1,0,0,0,0,4,1,1,0,0,2,2890,0.699999988079071,1,0,2890,0.30000001192092896,4,1,2,1.2999999523162842
2014,191,서강대학교,대학,사립,서울,A그룹,20,3,5,5,25,8,33,14,6,0,20,0,5,0,5,1358,418,20,3,5,5,11614,2.5,20,5,11614,2.200000047683716,1358,23,10,41.20000076293945
2014,192,서경대학교,대학,사립,서울,B그룹,2,6,1,4,3,10,13,0,2,0,2,0,1,0,1,280,31,2,6,1,4,7186,1.2999999523162842,2,1,7186,0.4000000059604645,280,8,5,21.5
2014,193,서남대학교,대학,사립,전북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1962,0.4000000059604645,0,0,1962,0,0,1,0,0
2014,194,서라벌대학교,전문대학,사립,경북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,18,1,1,0,0,0,1106,0.8999999761581421,1,0,1106,0.8999999761581421,18,1,0,18
2014,195,서영대학교,전문대학,사립,광주,A그룹,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,44,3,0,2,0,0,4970,0.30000001192092896,0,0,4970,0,44,2,0,22
2014,196,서울과학기술대학교,대학,국립,서울,A그룹,9,5,2,1,11,6,17,0,8,1,9,0,2,0,2,1009,25,9,5,2,1,12465,1.2000000476837158,9,2,12465,0.8999999761581421,1009,14,3,59.400001525878906
2014,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,359,2.200000047683716,0,0,359,0,0,1,0,0
2014,198,서울교육대학교,대학,국립,서울,C그룹,6,0,0,0,6,0,6,2,4,0,6,0,0,0,0,444,11,6,0,0,0,3041,2,6,0,3041,2,444,6,0,74
2014,199,서울기독대학교,대학,사립,서울,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,46,2,1,0,0,1,891,1.7000000476837158,1,0,891,1.100000023841858,46,1,1,23
2014,200,서울대학교,대학,국립,서울,A그룹,89,9,17,3,106,12,118,31,44,14,89,2,13,2,17,6284,125,89,9,17,3,27986,4,89,17,27986,3.799999952316284,6284,98,20,53.29999923706055
2014,201,서울디지털대학교,대학,사립,서울,A그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10689,0,0,0,10689,0,0,0,1,0
2014,202,서울미디어대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,8.899999618530273,0,0,90,0,0,1,0,0
2014,203,서울벤처대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,244,0,0,0,0,0
2014,204,서울불교대학원대학교,대학원대학,사립,서울,-,0,1,1,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,157,10.199999809265137,0,1,157,6.400000095367432,0,1,1,0
2014,205,서울사이버대학교,대학,사립,서울,A그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11362,0,0,0,11362,0,0,0,1,0
2014,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,137,7.300000190734863,0,0,137,0,0,0,2,0
2014,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,44,2,1,0,0,0,125,8,1,0,125,8,44,1,0,44
2014,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,63,1,1,0,0,0,58,17.200000762939453,1,0,58,17.200000762939453,63,1,0,63
2014,209,서울시립대학교,대학,공립,서울,A그룹,23,1,5,3,28,4,32,2,18,3,23,0,2,3,5,1952,286,23,1,5,3,12265,2.4000000953674316,23,5,12265,2.299999952316284,1952,24,8,61
2014,210,서울신학대학교,대학,사립,경기,C그룹,2,2,0,3,2,5,7,1,1,0,2,0,0,0,0,278,12,2,2,0,3,3234,1.600000023841858,2,0,3234,0.6000000238418579,278,4,3,39.70000076293945
2014,211,서울여자간호대학교,전문대학,사립,서울,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,968,0.800000011920929,0,0,968,0,3,1,0,3
2014,212,서울여자대학교,대학,사립,서울,B그룹,4,1,10,0,14,1,15,3,1,0,4,0,10,0,10,486,27,4,1,10,0,8520,1.5,4,10,8520,1.600000023841858,486,5,10,32.400001525878906
2014,213,서울예술대학교,전문대학,사립,경기,B그룹,1,1,1,0,2,1,3,1,0,0,1,0,1,0,1,75,8,1,1,1,0,2959,0.8999999761581421,1,1,2959,0.699999988079071,75,2,1,25
2014,214,서울외국어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,156,0,0,0,0,0
2014,215,서울장신대학교,대학,사립,경기,C그룹,1,1,0,1,1,2,3,0,1,0,1,0,0,0,0,60,8,1,1,0,1,864,2.700000047683716,1,0,864,1.2000000476837158,60,2,1,20
2014,216,서울한영대학교,대학,사립,서울,C그룹,2,1,0,1,2,2,4,0,2,0,2,0,0,0,0,93,3,2,1,0,1,1000,3.299999952316284,2,0,1000,2,93,3,1,23.299999237060547
2014,217,서원대학교,대학,사립,충북,B그룹,5,0,0,2,5,2,7,2,3,0,5,0,0,0,0,283,52,5,0,0,2,7468,0.800000011920929,5,0,7468,0.699999988079071,283,5,2,40.400001525878906
2014,218,서일대학교,전문대학,사립,서울,A그룹,3,0,0,0,3,0,3,0,2,1,3,0,0,0,0,165,22,3,0,0,0,6396,0.5,3,0,6396,0.5,165,3,0,55
2014,219,서정대학교,전문대학,사립,경기,A그룹,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,35,1,0,0,1,1,4487,0.30000001192092896,0,1,4487,0.20000000298023224,35,0,2,17.5
2014,220,서해대학,전문대학,사립,전북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,18,2,1,0,0,0,1402,0.699999988079071,1,0,1402,0.699999988079071,18,1,0,18
2014,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,222,선린대학교,전문대학,사립,경북,C그룹,2,0,0,0,2,0,2,0,0,2,2,0,0,0,0,23,2,2,0,0,0,2717,0.699999988079071,2,0,2717,0.699999988079071,23,2,0,11.5
2014,223,선문대학교,대학,사립,충남,B그룹,4,1,1,9,5,10,15,0,4,0,4,0,1,0,1,778,166,4,1,1,9,10887,0.8999999761581421,4,1,10887,0.5,778,5,10,51.900001525878906
2014,224,선학유피대학원대학교,대학원대학,사립,경기,-,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,50,3,1,0,0,1,61,24.600000381469727,1,0,61,16.399999618530273,50,1,1,25
2014,225,성결대학교,대학,사립,경기,B그룹,4,0,1,3,5,3,8,1,3,0,4,0,1,0,1,223,11,4,0,1,3,6168,1,4,1,6168,0.800000011920929,223,4,4,27.899999618530273
2014,226,성공회대학교,대학,사립,서울,C그룹,4,1,0,0,4,1,5,1,3,0,4,0,0,0,0,123,24,4,1,0,0,2594,1.899999976158142,4,0,2594,1.5,123,5,0,24.600000381469727
2014,227,성균관대학교,대학,사립,서울,A그룹,23,4,32,3,55,7,62,9,12,2,23,1,15,16,32,1532,284,23,4,32,3,27048,2,23,32,27048,2,1532,27,35,24.700000762939453
2014,228,성산효대학원대학교,대학원대학,사립,인천,-,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,208,4.800000190734863,1,0,208,4.800000190734863,0,1,0,0
