연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수-재학생수(당해년도),봉사대상자수-학부생,대학원생,전임교원,비전임교원,직원,기타,계,학과수,이용자수-도서관 이용자수,대출현황-대출자수-학부생,대학원생,교원,직원,기타,계,대출책수-학부생,대학원생,교원,직원,기타,계,참고서비스 및 상호협력-참고서비스 신청 및 제공 건수 (2010년 이전)-신청,제공,참고서비스 제공 건수 (2010년 이후)-면담,전화,온라인,상호대차 신청 및 제공 건수-신청,제공,원문복사 신청 및 제공 건수-신청,제공,이용자 교육-교육횟수,교육 참가자수,재학생 1인당 대출책수-대출책수,재학생수(당해년도),재학생 1인당 대출책수,재학생 1인당 도서관방문자수-방문자수,재학생수(당해년도),재학생 1인당 도서관방문자수
2015,104,남서울대학교,대학,사립,충남,B그룹,10532,10140,392,348,327,191,1029,12427,36,232033,5211,76,137,180,133,5737,52453,832,1991,2213,864,58353,0,0,196,94,414,50,84,238,550,5,625,53285,10532,5.099999904632568,232033,10532,22.0
2015,105,농협대학교,전문대학,사립,경기,C그룹,490,490,0,12,19,37,102,660,5,591,168,0,13,31,23,235,1113,0,460,321,408,2302,0,0,0,0,0,0,0,0,0,0,0,1113,490,2.299999952316284,591,490,1.2000000476837158
2015,106,능인대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,107,단국대학교,대학,사립,경기,A그룹,28405,24368,4037,1184,1487,557,674,32307,175,2102289,16002,1776,950,660,254,19642,158620,25827,11564,8651,2274,206936,0,0,14150,5804,1229,118,491,1317,1503,46,3990,184447,28405,6.5,2102289,28405,74.0
2015,108,대경대학교,전문대학,사립,경북,B그룹,4169,4169,0,115,376,51,0,4711,39,27711,529,0,39,44,0,612,1962,0,512,450,0,2924,0,0,160,25,6,2,2,0,0,3,301,1962,4169,0.5,27711,4169,6.599999904632568
2015,109,대구가톨릭대학교,대학,사립,경북,A그룹,15401,13986,1415,651,771,253,2082,19158,95,897375,11023,716,537,439,656,13371,104571,13717,10293,5609,8013,142203,0,0,11223,3703,943,111,194,1240,339,108,3774,118288,15401,7.699999809265137,897375,15401,58.29999923706055
2015,110,대구경북과학기술원,대학,국립,대구,C그룹,672,358,314,64,52,337,391,1516,1,21019,169,183,31,215,0,598,1896,1875,527,3216,488,8002,0,0,20,99,99,7,0,130,138,7,61,3771,672,5.599999904632568,21019,672,31.299999237060547
2015,111,대구공업대학교,전문대학,사립,대구,C그룹,2022,2022,0,65,161,44,2173,4465,21,98,133,0,9,10,22,174,475,0,77,47,153,752,0,0,0,0,0,0,0,0,0,16,327,475,2022,0.20000000298023224,98,2022,0.0
2015,112,대구과학대학교,전문대학,사립,대구,A그룹,4528,4528,0,139,268,131,0,5066,44,102770,1270,0,60,41,0,1371,7547,0,1172,866,0,9585,0,0,15,62,1,13,0,0,0,4,202,7547,4528,1.7000000476837158,102770,4528,22.700000762939453
2015,113,대구교육대학교,대학,국립,대구,C그룹,2654,1671,983,92,171,64,2617,5598,13,285283,1357,256,82,58,95,1848,15161,1478,1654,944,559,19796,0,0,1980,247,25,27,53,47,66,0,324,16639,2654,6.300000190734863,285283,2654,107.5
2015,114,대구대학교,대학,사립,경북,A그룹,21554,19739,1815,645,837,333,377,23746,100,1064235,11054,882,363,202,367,12868,84489,9238,11438,5636,3466,114267,0,0,0,984,168,296,379,1782,1229,25,4181,93727,21554,4.300000190734863,1064235,21554,49.400001525878906
2015,115,대구미래대학교,전문대학,사립,경북,C그룹,1019,1019,0,48,165,31,0,1263,55,1500,84,0,175,86,0,345,1022,0,160,15,130,1327,0,0,0,0,0,0,0,0,0,0,0,1022,1019,1.0,1500,1019,1.5
2015,116,대구보건대학교,전문대학,사립,대구,A그룹,6893,6893,0,178,564,162,2153,9950,31,172031,2559,0,105,103,101,2868,10342,0,1079,1761,699,13881,0,0,0,0,1,6,6,7,7,4,135,10342,6893,1.5,172031,6893,25.0
2015,117,대구사이버대학교,대학,사립,경북,C그룹,4222,4127,95,27,102,51,8913,13315,14,0,281,18,4,14,114,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,0.0,0,4222,0.0
2015,118,대구예술대학교,대학,사립,경북,C그룹,1476,1476,0,49,272,32,612,2441,22,20828,271,0,15,7,11,304,4732,0,75,61,62,4930,0,0,1231,223,0,6,0,0,0,0,0,4732,1476,3.200000047683716,20828,1476,14.100000381469727
2015,119,대구외국어대학교,대학,사립,경북,C그룹,345,345,0,16,12,7,0,380,5,59820,80,0,7,4,0,91,455,0,82,33,0,570,0,0,53,75,30,0,0,0,0,1,85,455,345,1.2999999523162842,59820,345,173.39999389648438
2015,120,대구한의대학교,대학,사립,경북,B그룹,7550,7060,490,250,197,122,471,8590,55,236261,3570,121,157,61,361,4270,32361,1394,2864,1286,3352,41257,0,0,0,0,0,27,13,68,150,0,0,33755,7550,4.5,236261,7550,31.299999237060547
2015,121,대덕대학교,전문대학,사립,대전,C그룹,4357,4357,0,106,294,74,7,4838,130,60801,948,0,70,82,6,1106,5757,0,1265,890,85,7997,0,0,906,35,34,6,0,2,0,13,441,5757,4357,1.2999999523162842,60801,4357,14.0
2015,122,대동대학교,전문대학,사립,부산,C그룹,1694,1694,0,46,163,50,232,2185,12,121886,923,0,41,26,3,993,5543,0,449,426,6,6424,0,0,223,32,0,0,0,7,0,0,0,5543,1694,3.299999952316284,121886,1694,72.0
2015,123,대림대학교,전문대학,사립,경기,A그룹,6685,6685,0,165,493,98,597,8038,80,219109,1896,0,161,40,0,2097,10772,0,2137,555,0,13464,0,0,4,0,6,0,1,0,0,25,1984,10772,6685,1.600000023841858,219109,6685,32.79999923706055
2015,124,대신대학교,대학,사립,경북,C그룹,504,303,201,30,46,36,176,792,5,17524,120,122,21,17,46,326,1623,3697,447,223,648,6638,0,0,284,54,0,23,2,0,0,0,0,5320,504,10.600000381469727,17524,504,34.79999923706055
2015,125,대원대학교,전문대학,사립,충북,C그룹,2807,2807,0,91,157,52,0,3107,61,109656,1058,0,32,53,0,1143,7265,0,388,418,71,8142,0,0,0,0,0,0,0,27,0,2,500,7265,2807,2.5999999046325684,109656,2807,39.099998474121094
2015,126,대전가톨릭대학교,대학,사립,세종,C그룹,122,67,55,11,22,38,224,417,1,363,63,55,19,7,16,160,2163,3540,278,11,135,6127,0,0,158,21,35,51,5,69,3,6,406,5703,122,46.70000076293945,363,122,3.0
2015,127,대전과학기술대학교,전문대학,사립,대전,B그룹,4707,4707,0,129,304,85,187,5412,80,259372,1799,0,68,73,49,1989,12277,0,1273,2686,764,17000,0,0,2214,379,87,2,96,6,7,47,2634,12277,4707,2.5999999046325684,259372,4707,55.099998474121094
2015,128,대전대학교,대학,사립,대전,B그룹,10801,9766,1035,352,560,164,110,11987,58,1044848,6115,127,257,256,1,6756,108524,2089,5169,3381,10,119173,0,0,4880,1464,1220,21,50,206,115,28,1201,110613,10801,10.199999809265137,1044848,10801,96.69999694824219
2015,129,대전보건대학교,전문대학,사립,대전,A그룹,5929,5929,0,149,282,131,0,6491,47,176292,1642,0,49,89,0,1780,12434,0,644,1548,0,14626,0,0,11,0,3,0,0,5,3,2,860,12434,5929,2.0999999046325684,176292,5929,29.700000762939453
2015,130,대전신학대학교,대학,사립,대전,C그룹,296,197,99,10,42,13,169,530,1,18341,159,99,19,6,169,452,1379,1624,402,84,2133,5622,0,0,0,0,0,3,0,30,1,0,0,3003,296,10.100000381469727,18341,296,62.0
2015,131,대진대학교,대학,사립,경기,B그룹,8458,8020,438,281,319,202,77,9337,37,106322,4435,160,149,185,35,4964,40237,2856,3765,2829,219,49906,0,0,390,523,151,89,31,370,25,16,513,43093,8458,5.099999904632568,106322,8458,12.600000381469727
2015,132,대한신학대학원대학교,대학원대학,사립,경기,-,186,0,186,9,45,10,0,250,3,2000,0,50,5,0,0,55,0,200,40,0,0,240,0,0,0,0,0,1,1,0,0,0,0,200,186,1.100000023841858,2000,186,10.800000190734863
2015,133,덕성여자대학교,대학,사립,서울,B그룹,6524,6094,430,199,308,131,691,7853,41,649068,6060,359,378,123,324,7244,91299,6498,8271,2523,3020,111611,0,0,936,195,79,112,305,315,396,74,4770,97797,6524,15.0,649068,6524,99.5
2015,134,동강대학교,전문대학,사립,광주,B그룹,3418,3418,0,97,213,90,22,3840,33,69381,708,0,35,40,5,788,5881,0,389,406,49,6725,0,0,90,30,0,1,0,58,70,11,515,5881,3418,1.7000000476837158,69381,3418,20.299999237060547
2015,135,동국대학교,대학,사립,서울,A그룹,17699,13759,3940,683,1375,343,10819,30919,53,1315890,12030,2946,344,247,1480,17047,81918,23656,3695,2390,9857,121516,0,0,29815,15325,2453,219,498,1897,688,42,378,105574,17699,6.0,1315890,17699,74.30000305175781
2015,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,8977,8253,724,393,541,148,717,10776,40,795304,5150,331,256,98,386,6221,65409,5903,7472,1566,8500,88850,0,0,1050,1300,108,274,63,858,170,23,3312,71312,8977,7.900000095367432,795304,8977,88.5999984741211
2015,137,동남보건대학교,전문대학,사립,경기,A그룹,4973,4973,0,126,375,54,0,5528,31,105178,783,0,34,17,0,834,2734,0,230,191,0,3155,0,0,66,26,6,2,0,5,0,0,0,2734,4973,0.5,105178,4973,21.100000381469727
2015,138,동덕여자대학교,대학,사립,서울,B그룹,8324,7918,406,241,582,119,831,10097,39,275314,4641,178,153,214,173,5359,46495,2765,2858,3083,1451,56652,0,0,1187,550,65,160,102,315,118,8,1306,49260,8324,5.900000095367432,275314,8324,33.099998474121094
2015,139,동명대학교,대학,사립,부산,B그룹,9374,9094,280,296,319,156,252,10397,46,290415,3965,81,179,237,182,4644,24030,1097,4207,4615,2391,36340,0,0,0,0,6,38,2,222,4,31,1383,25127,9374,2.700000047683716,290415,9374,31.0
2015,140,동방문화대학원대학교,대학원대학,사립,서울,-,212,0,212,17,19,17,9,274,4,2900,0,235,27,4,9,275,0,524,74,27,101,726,0,0,876,22,48,18,0,33,20,1,18,524,212,2.5,2900,212,13.699999809265137
2015,141,동부산대학교,전문대학,사립,부산,C그룹,2635,2635,0,77,263,42,300,3317,42,53620,1547,0,52,56,0,1655,13009,0,483,845,0,14337,0,0,210,82,0,0,0,12,12,25,1120,13009,2635,4.900000095367432,53620,2635,20.299999237060547
2015,142,동서대학교,대학,사립,부산,B그룹,11659,11354,305,362,447,171,250,12889,62,2209964,5770,71,111,116,250,6318,36459,619,1649,1288,1979,41994,0,0,954,340,387,7,24,39,20,16,2559,37078,11659,3.200000047683716,2209964,11659,189.60000610351562
2015,143,동서울대학교,전문대학,사립,경기,A그룹,6009,6009,0,154,291,62,0,6516,84,62406,1751,0,89,59,0,1899,8868,0,1347,689,0,10904,0,0,242,726,6,3,0,0,0,2,551,8868,6009,1.5,62406,6009,10.399999618530273
2015,144,동신대학교,대학,사립,전남,B그룹,7783,7233,550,280,251,145,1506,9965,42,170483,2588,92,143,103,82,3008,16648,830,1604,1751,650,21483,0,0,425,837,26,1,5,105,5,56,2549,17478,7783,2.200000047683716,170483,7783,21.899999618530273
2015,145,동아대학교,대학,사립,부산,A그룹,22716,20536,2180,859,1031,415,3886,28907,68,1965456,11817,990,478,487,351,14123,94965,14529,9474,6949,5475,131392,0,0,23795,3514,284,354,317,1032,869,61,1958,109494,22716,4.800000190734863,1965456,22716,86.5
2015,146,동아방송예술대학교,전문대학,사립,경기,B그룹,3107,3107,0,84,319,72,0,3582,45,47460,1859,0,61,90,0,2010,14419,0,696,1171,0,16286,0,0,12,25,88,0,0,14,1,12,637,14419,3107,4.599999904632568,47460,3107,15.300000190734863
2015,147,동아보건대학교,전문대학,사립,전남,C그룹,2013,2013,0,67,108,22,54,2264,54,2732,671,0,22,8,0,701,1342,0,262,76,0,1680,0,0,0,0,0,0,0,0,0,0,0,1342,2013,0.699999988079071,2732,2013,1.399999976158142
2015,148,동양대학교,대학,사립,경북,C그룹,4748,4585,163,161,124,150,0,5183,30,63195,1914,31,112,110,0,2167,18077,177,3855,3760,0,25869,0,0,0,0,2,18,19,348,5,0,0,18254,4748,3.799999952316284,63195,4748,13.300000190734863
2015,149,동양미래대학교,전문대학,사립,서울,A그룹,6348,6348,0,163,304,77,7,6899,42,958699,2668,0,241,0,1,2910,27445,0,5970,0,9,33424,0,0,650,407,24,0,0,53,0,5,3235,27445,6348,4.300000190734863,958699,6348,151.0
2015,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,151,동원과학기술대학교,전문대학,사립,경남,B그룹,2158,2158,0,67,192,46,35,2498,43,37155,1043,0,29,24,24,1120,3327,0,208,156,213,3904,0,0,454,326,0,1,1,1,1,10,428,3327,2158,1.5,37155,2158,17.200000762939453
2015,152,동원대학교,전문대학,사립,경기,B그룹,3838,3838,0,101,286,67,129,4421,64,139811,1418,0,67,88,2,1575,19980,0,2057,2103,64,24204,0,0,0,0,0,0,0,26,0,33,1721,19980,3838,5.199999809265137,139811,3838,36.400001525878906
2015,153,동의과학대학교,전문대학,사립,부산,B그룹,5790,5790,0,152,360,111,390,6803,41,0,2041,0,61,85,12,2199,18555,0,876,1134,126,20691,0,0,0,0,10,1,0,29,0,26,1933,18555,5790,3.200000047683716,0,5790,0.0
2015,154,동의대학교,대학,사립,부산,A그룹,16781,15848,933,616,637,257,643,18934,84,1693337,9253,301,391,334,298,10577,65988,4223,11521,7192,5040,93964,0,0,10065,982,122,39,99,347,277,37,1321,70211,16781,4.199999809265137,1693337,16781,100.9000015258789
2015,155,두원공과대학교,전문대학,사립,경기,B그룹,6133,6133,0,167,249,81,180,6810,61,14360,512,0,68,48,13,641,2428,0,320,341,212,3301,0,0,185,61,0,0,0,0,0,0,0,2428,6133,0.4000000059604645,14360,6133,2.299999952316284
2015,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,3705,3705,0,30,133,60,0,3928,20,0,450,0,30,20,0,500,250,0,30,15,0,295,0,0,0,0,0,0,0,0,0,0,0,250,3705,0.10000000149011612,0,3705,0.0
2015,157,루터대학교,대학,사립,경기,C그룹,466,423,43,17,26,12,29,550,7,35121,252,23,14,11,5,305,1718,185,96,39,33,2071,0,0,823,512,20,0,0,3,8,1,120,1903,466,4.099999904632568,35121,466,75.4000015258789
2015,158,마산대학교,전문대학,사립,경남,A그룹,6170,6170,0,161,426,69,0,6826,59,123000,1982,0,21,17,0,2020,10422,0,314,244,0,10980,0,0,1000,100,1,0,0,2,1,10,160,10422,6170,1.7000000476837158,123000,6170,19.899999618530273
2015,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,160,명지대학교,대학,사립,서울,A그룹,16826,14415,2411,581,942,348,13832,32529,59,2078622,11362,1214,372,303,1697,14948,111341,18515,7803,4844,13086,155589,0,0,20286,11100,802,14,41,580,348,44,4023,129856,16826,7.699999809265137,2078622,16826,123.5
2015,161,명지전문대학,전문대학,사립,서울,A그룹,7027,7027,0,178,588,113,0,7906,50,242606,2926,0,90,134,0,3150,17047,0,1230,1862,0,20139,0,0,195,72,4,4,0,38,2,8,1884,17047,7027,2.4000000953674316,242606,7027,34.5
2015,162,목원대학교,대학,사립,대전,B그룹,9575,8966,609,314,570,111,225,10795,55,271073,6007,398,255,209,64,6933,38392,6322,4416,3122,584,52836,0,0,1790,201,54,287,143,614,103,44,1303,44714,9575,4.699999809265137,271073,9575,28.299999237060547
2015,163,목포가톨릭대학교,대학,사립,전남,C그룹,547,547,0,18,27,20,0,612,3,38939,339,0,13,12,0,364,1030,0,83,84,0,1197,0,0,25,5,19,0,0,7,0,2,141,1030,547,1.899999976158142,38939,547,71.19999694824219
2015,164,목포과학대학교,전문대학,사립,전남,B그룹,2859,2859,0,81,150,46,0,3136,42,34675,208,0,34,30,0,272,486,0,174,150,0,810,0,0,515,511,15,0,0,23,23,1,140,486,2859,0.20000000298023224,34675,2859,12.100000381469727
2015,165,문경대학교,전문대학,사립,경북,C그룹,878,878,0,29,66,44,0,1017,17,0,484,0,27,24,0,535,4324,0,227,216,0,4767,0,0,0,0,0,0,0,1,0,1,396,4324,878,4.900000095367432,0,878,0.0
2015,166,배재대학교,대학,사립,대전,B그룹,10260,9681,579,327,492,155,312,11546,57,354071,5672,252,224,236,202,6586,58369,4356,5353,4790,1964,74832,0,0,6792,3798,40,171,66,550,63,75,2938,62725,10260,6.099999904632568,354071,10260,34.5
2015,167,배화여자대학교,전문대학,사립,서울,B그룹,3059,3059,0,80,192,50,393,3774,26,173235,1616,0,52,43,17,1728,9330,0,984,846,274,11434,0,0,900,55,164,0,0,1,1,15,2528,9330,3059,3.0999999046325684,173235,3059,56.599998474121094
2015,168,백석대학교,대학,사립,충남,A그룹,15310,12989,2321,501,723,251,992,17777,30,382733,7264,1548,566,271,185,9834,51050,24901,8911,3413,2598,90873,0,0,127445,9144,4454,127,13,469,168,99,3347,75951,15310,5.0,382733,15310,25.0
2015,169,백석문화대학교,전문대학,사립,충남,A그룹,6218,6218,0,171,404,95,334,7222,42,83583,1562,0,150,90,46,1848,6487,0,1961,971,649,10068,0,0,3021,2844,1089,16,0,59,2,37,2315,6487,6218,1.0,83583,6218,13.399999618530273
2015,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,171,백제예술대학교,전문대학,사립,전북,C그룹,1842,1842,0,48,149,30,0,2069,22,14700,272,0,8,26,0,306,990,0,45,163,0,1198,0,0,8,23,0,0,0,0,0,5,168,990,1842,0.5,14700,1842,8.0
2015,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,88,0,88,9,9,13,4,123,2,5000,0,87,9,6,4,106,0,2188,418,242,88,2936,0,0,1500,30,0,0,0,0,0,1,26,2188,88,24.899999618530273,5000,88,56.79999923706055
2015,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,174,부산가톨릭대학교,대학,사립,부산,C그룹,4272,4093,179,141,153,125,19,4710,19,345677,2403,94,80,114,19,2710,17785,1555,1391,2329,247,23307,0,0,1553,619,211,35,2,122,27,27,889,19340,4272,4.5,345677,4272,80.9000015258789
2015,175,부산경상대학교,전문대학,사립,부산,B그룹,3216,3216,0,85,257,92,25,3675,68,49886,364,0,41,19,2,426,1893,0,591,155,18,2657,0,0,315,89,0,0,0,2,2,28,1021,1893,3216,0.6000000238418579,49886,3216,15.5
2015,176,부산과학기술대학교,전문대학,사립,부산,B그룹,4506,4506,0,123,250,70,134,5083,60,137307,1487,0,20,20,12,1539,21105,0,147,228,72,21552,0,0,0,0,0,0,0,0,0,0,0,21105,4506,4.699999809265137,137307,4506,30.5
2015,177,부산교육대학교,대학,국립,부산,C그룹,2592,1573,1019,82,144,86,227,3131,13,170442,1533,426,87,90,11,2147,26358,3614,1788,1918,149,33827,0,0,60,140,0,49,32,36,71,7,50,29972,2592,11.600000381469727,170442,2592,65.80000305175781
2015,178,부산대학교,대학,국립,부산,A그룹,30456,22168,8288,1326,1850,714,1806,36152,106,5557184,16900,4616,1001,968,1292,24777,192843,82295,27225,14342,22005,338710,0,0,59350,13460,902,497,890,3457,2390,241,5866,275138,30456,9.0,5557184,30456,182.5
2015,179,부산디지털대학교,대학,사립,부산,C그룹,2539,2465,74,19,61,34,3,2656,8,0,15,0,2,4,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539,0.0,0,2539,0.0
2015,180,부산보건대학교,전문대학,사립,부산,B그룹,3563,3563,0,104,267,56,100,4090,50,149222,563,0,29,51,24,667,2886,0,277,683,527,4373,0,0,4940,741,247,50,0,30,5,11,399,2886,3563,0.800000011920929,149222,3563,41.900001525878906
2015,181,부산여자대학교,전문대학,사립,부산,C그룹,2948,2948,0,75,266,110,500,3899,51,125000,1053,0,29,86,132,1300,7406,0,324,1614,9188,18532,0,0,500,250,15,0,0,0,0,30,1050,7406,2948,2.5,125000,2948,42.400001525878906
2015,182,부산예술대학교,전문대학,사립,부산,C그룹,852,852,0,24,122,28,0,1026,12,0,5,0,0,1,0,6,6,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,6,852,0.0,0,852,0.0
2015,183,부산외국어대학교,대학,사립,부산,B그룹,9653,9271,382,293,300,156,420,10822,38,520750,5056,227,217,158,101,5759,38611,2565,4022,2328,4441,51967,0,0,0,0,13,66,58,113,66,13,169,41176,9653,4.300000190734863,520750,9653,53.900001525878906
2015,184,부산장신대학교,대학,사립,경남,C그룹,509,273,236,24,27,14,185,759,3,28490,248,202,26,17,24,517,3085,3099,736,268,268,7456,0,0,1722,492,0,40,0,68,3,6,390,6184,509,12.100000381469727,28490,509,56.0
2015,185,부천대학교,전문대학,사립,경기,A그룹,7736,7736,0,209,460,92,17,8514,82,78502,2722,0,124,46,17,2909,20160,0,4044,2541,369,27114,0,0,12,21,7,1,1,2,2,0,120,20160,7736,2.5999999046325684,78502,7736,10.100000381469727
2015,186,삼육대학교,대학,사립,서울,B그룹,6099,5751,348,193,438,234,3708,10672,32,195075,3467,177,100,98,254,4096,20705,1928,1459,1622,2161,27875,0,0,1227,1220,237,48,2,169,15,13,434,22633,6099,3.700000047683716,195075,6099,32.0
2015,187,삼육보건대학교,전문대학,사립,서울,C그룹,1289,1289,0,39,100,72,42,1542,14,53714,814,0,28,50,13,905,4365,0,485,886,136,5872,0,0,0,0,0,0,1,0,0,5,2650,4365,1289,3.4000000953674316,53714,1289,41.70000076293945
2015,188,상명대학교,대학,사립,서울,A그룹,14994,13533,1461,481,915,292,529,17212,97,718607,9089,783,439,456,347,11114,80820,7794,8482,7971,2438,107505,0,0,4696,3583,872,277,187,1066,187,170,4697,88614,14994,5.900000095367432,718607,14994,47.900001525878906
2015,189,상지대학교,대학,사립,강원,B그룹,8239,7852,387,262,335,188,4415,13439,57,485333,3347,135,212,124,190,4008,29499,1502,2719,2127,1851,37698,0,0,26,12,97,6,0,237,18,22,2514,31001,8239,3.799999952316284,485333,8239,58.900001525878906
2015,190,상지영서대학교,전문대학,사립,강원,B그룹,3002,3002,0,79,160,41,0,3282,47,207547,721,0,54,44,0,819,6860,0,3274,3039,0,13173,0,0,415,17,0,0,0,2,0,14,430,6860,3002,2.299999952316284,207547,3002,69.0999984741211
2015,191,서강대학교,대학,사립,서울,A그룹,11414,8001,3413,439,739,265,4160,17017,34,2106357,6925,2773,447,207,511,10863,98664,64957,14501,4876,9618,192616,0,0,3414,2704,743,2309,2361,1080,1630,116,6335,163621,11414,14.300000190734863,2106357,11414,184.5
2015,192,서경대학교,대학,사립,서울,B그룹,7202,6745,457,211,429,184,44,8070,35,749543,4443,146,136,112,42,4879,44645,1056,2236,1845,522,50304,0,0,0,0,0,7,43,18,15,22,1109,45701,7202,6.300000190734863,749543,7202,104.0999984741211
2015,193,서남대학교,대학,사립,전북,C그룹,1767,1679,88,252,44,46,0,2109,37,0,345,16,10,5,0,376,1165,46,19,10,0,1240,0,0,5,15,0,0,0,0,1,0,0,1211,1767,0.699999988079071,0,1767,0.0
2015,194,서라벌대학교,전문대학,사립,경북,C그룹,984,984,0,33,142,58,0,1217,34,28792,283,0,18,15,0,316,1723,0,0,0,0,1723,0,0,106,0,0,0,1,0,0,1,326,1723,984,1.7999999523162842,28792,984,29.299999237060547
2015,195,서영대학교,전문대학,사립,광주,A그룹,5053,5053,0,130,356,61,0,5600,56,65216,422,0,18,4,0,444,1503,0,363,9,0,1875,0,0,393,18,13,0,0,0,0,0,0,1503,5053,0.30000001192092896,65216,5053,12.899999618530273
2015,196,서울과학기술대학교,대학,국립,서울,A그룹,12471,10867,1604,359,713,261,1106,14910,38,1648036,7847,588,284,213,278,9210,69217,7506,4620,2891,2346,86580,0,0,2640,2880,30,0,0,255,87,3,1385,76723,12471,6.199999809265137,1648036,12471,132.10000610351562
2015,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,341,0,341,12,49,51,0,453,1,15,0,15,0,0,0,15,0,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,53,341,0.20000000298023224,15,341,0.0
2015,198,서울교육대학교,대학,국립,서울,C그룹,2980,1532,1448,95,308,81,580,4044,13,509859,1519,600,86,96,242,2543,38047,7757,1669,2121,3070,52664,0,0,75,36,52,0,0,282,32,32,461,45804,2980,15.399999618530273,509859,2980,171.10000610351562
2015,199,서울기독대학교,대학,사립,서울,C그룹,881,673,208,33,121,28,469,1532,8,15175,236,93,21,17,20,387,1378,996,229,94,157,2854,0,0,23,2,0,8,0,19,2,4,216,2374,881,2.700000047683716,15175,881,17.200000762939453
2015,200,서울대학교,대학,국립,서울,A그룹,28490,16511,11979,2231,2460,1116,1496,35793,103,2984277,14818,11264,1538,2850,1121,31591,214785,214808,37318,37748,20456,525115,0,0,3139,804,2254,3434,1335,3733,20219,335,94118,429593,28490,15.100000381469727,2984277,28490,104.69999694824219
2015,201,서울디지털대학교,대학,사립,서울,A그룹,10475,10475,0,55,270,83,1,10884,28,358360,2600,0,30,20,0,2650,0,0,0,0,0,0,0,0,4,15,4,0,0,0,0,0,0,0,10475,0.0,358360,10475,34.20000076293945
2015,202,서울미디어대학원대학교,대학원대학,사립,서울,-,88,0,88,16,3,10,0,117,3,63,0,45,8,10,0,63,0,166,349,66,0,581,0,0,0,0,0,0,0,0,0,1,5,166,88,1.899999976158142,63,88,0.699999988079071
2015,203,서울벤처대학원대학교,대학원대학,사립,서울,-,243,0,243,17,22,11,242,535,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0.0,50,243,0.20000000298023224
2015,204,서울불교대학원대학교,대학원대학,사립,서울,-,164,0,164,14,23,11,0,212,3,250,0,112,8,3,0,123,0,855,118,28,0,1001,0,0,51,32,0,0,0,20,0,0,0,855,164,5.199999809265137,250,164,1.5
2015,205,서울사이버대학교,대학,사립,서울,A그룹,11380,11017,363,55,150,69,12,11666,7,11927,1097,37,3,10,11,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11380,0.0,11927,11380,1.0
2015,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,83,0,83,16,4,13,0,116,1,690,0,30,13,0,0,43,0,78,27,0,19,124,0,0,0,0,0,0,0,0,0,0,0,78,83,0.8999999761581421,690,83,8.300000190734863
2015,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,109,0,109,9,2,9,14,143,1,39240,0,106,12,8,14,140,0,3844,366,101,336,4647,0,0,2352,570,68,0,0,0,0,24,188,3844,109,35.29999923706055,39240,109,360.0
2015,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,64,0,64,12,3,7,9,95,3,0,0,66,11,2,5,84,0,1436,20,7,43,1506,0,0,243,243,24,14,1,0,0,2,100,1436,64,22.399999618530273,0,64,0.0
2015,209,서울시립대학교,대학,공립,서울,A그룹,12195,9516,2679,403,667,383,1011,14659,38,1042920,7498,1508,281,251,0,9538,100602,37132,7291,6486,0,151511,0,0,13722,10864,5891,0,0,640,646,4,80,137734,12195,11.300000190734863,1042920,12195,85.5
