연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_참여시간,직원교육현황_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(당해년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(당해년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2020,158,마산대학교,전문대학,사립,경남,A그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,2,0,3,5,168,17,2,0,0,3,5571,0.6000000238418579,2,0,5571,0.4000000059604645,168,2,3,33.599998474121094
2020,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,160,명지대학교,대학,사립,서울,A그룹,4,3,1,2,10,0,2,0,0,2,1,8,0,1,10,0,0,0,0,0,5,11,1,3,20,0,2,0,0,2,5,13,1,3,22,2616,537,10,2,9,1,15634,1.2000000476837158,10,9,15634,1.2000000476837158,2616,13,7,130.8000030517578
2020,161,명지전문대학,전문대학,사립,서울,A그룹,1,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,4,0,0,0,0,0,1,1,0,2,4,123.5,36,1,2,1,0,7068,0.5,1,1,7068,0.30000001192092896,123.5,3,1,30.899999618530273
2020,162,목원대학교,대학,사립,대전,B그룹,1,1,0,1,3,0,0,0,0,0,0,6,0,1,7,0,0,0,0,0,1,7,0,2,10,0,0,0,0,0,1,7,0,2,10,972.5,264,2,1,6,1,8276,1,2,6,8276,1,972.5,5,6,88.4000015258789
2020,163,목포가톨릭대학교,대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,77.5,12,1,0,0,0,509,2,1,0,509,2,77.5,1,0,77.5
2020,164,목포과학대학교,전문대학,사립,전남,B그룹,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,12,1,1,0,0,0,2334,0.4000000059604645,1,0,2334,0.4000000059604645,12,1,1,6
2020,165,문경대학교,전문대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,41,6,1,0,0,0,890,1.100000023841858,1,0,890,1.100000023841858,41,1,0,41
2020,166,배재대학교,대학,사립,대전,B그룹,1,3,0,1,5,0,0,0,0,0,0,5,0,1,6,0,1,0,0,1,1,8,0,2,11,0,1,0,0,1,1,9,0,2,12,1645.5,261,4,1,6,1,8915,1.100000023841858,4,6,8915,1.100000023841858,1645.5,5,7,137.10000610351562
2020,167,배화여자대학교,전문대학,사립,서울,B그룹,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,65.5,9,2,0,1,0,2874,1,2,1,2874,1,65.5,3,0,21.799999237060547
2020,168,백석대학교,대학,사립,충남,A그룹,1,2,1,1,5,0,0,0,0,0,0,10,0,3,13,0,0,0,0,0,1,12,1,4,18,0,0,0,0,0,1,12,1,4,18,599,144,4,1,10,3,14059,1,4,10,14059,1,599,6,13,31.5
2020,169,백석문화대학교,전문대학,사립,충남,A그룹,0,2,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,3,1,0,4,193,33,3,0,1,0,5754,0.699999988079071,3,1,5754,0.699999988079071,193,4,1,38.599998474121094
2020,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,171,백제예술대학교,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,40,9,0,1,0,0,1214,0.699999988079071,0,0,1214,0,40,2,0,20
2020,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,48,11,2,0,0,0,56,35.70000076293945,2,0,56,35.70000076293945,48,2,0,24
2020,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,174,부산가톨릭대학교,대학,사립,부산,C그룹,0,3,0,0,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,4,0,1,5,397,85,3,0,1,1,4085,1.100000023841858,3,1,4085,1,397,3,2,79.4000015258789
2020,175,부산경상대학교,전문대학,사립,부산,B그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,72.5,10,0,0,1,1,2625,0.5,0,1,2625,0.4000000059604645,72.5,0,2,36.29999923706055
2020,176,부산과학기술대학교,전문대학,사립,부산,B그룹,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,268,36,1,0,1,0,3563,0.5,1,1,3563,0.6000000238418579,268,1,1,134
2020,177,부산교육대학교,대학,국립,부산,C그룹,1,4,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,1,7,0,0,0,0,0,1,5,0,1,7,612,123,5,1,1,0,2457,2.700000047683716,5,1,2457,2.4000000953674316,612,6,1,87.4000015258789
2020,178,부산대학교,대학,국립,부산,A그룹,12,31,0,0,43,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,12,35,0,4,51,0,0,0,0,0,12,35,0,4,51,2523.39990234375,416,43,0,4,4,27831,1.7000000476837158,43,4,27831,1.7000000476837158,2523.39990234375,44,5,51.5
2020,179,부산디지털대학교,대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,2442,0.30000001192092896,0,0,2442,0,0,1,0,0
2020,180,부산보건대학교,전문대학,사립,부산,B그룹,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,1,1,1,0,3,202,36,1,0,2,0,3101,0.800000011920929,1,2,3101,1,202,1,2,67.30000305175781
2020,181,부산여자대학교,전문대학,사립,부산,C그룹,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3,153,26,3,0,0,0,2677,1.100000023841858,3,0,2677,1.100000023841858,153,3,0,51
2020,182,부산예술대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,682,1.2000000476837158,0,1,682,1.5,0,0,1,0
2020,183,부산외국어대학교,대학,사립,부산,B그룹,0,2,0,0,2,0,1,0,0,1,0,7,1,1,9,0,0,0,0,0,0,9,1,1,11,0,1,0,0,1,0,10,1,1,12,719.5,136,3,0,8,1,8570,1.2000000476837158,3,8,8570,1.2999999523162842,719.5,2,8,72
2020,184,부산장신대학교,대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,32.5,10,0,0,1,0,417,1.899999976158142,0,1,417,2.4000000953674316,32.5,0,1,32.5
2020,185,부천대학교,전문대학,사립,경기,A그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,2,0,1,0,0,1,0,2,0,1,3,122,20,1,0,1,1,7705,0.30000001192092896,1,1,7705,0.30000001192092896,122,1,2,40.70000076293945
2020,186,삼육대학교,대학,사립,서울,B그룹,1,1,1,2,5,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,1,2,2,3,8,0,0,0,0,0,1,2,2,3,8,510,113,3,2,2,1,5975,1.100000023841858,3,2,5975,0.800000011920929,510,4,4,63.79999923706055
2020,187,삼육보건대학교,전문대학,사립,서울,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,81,18,1,0,1,1,1331,1.7000000476837158,1,1,1331,1.5,81,1,2,27
2020,188,상명대학교,대학,사립,서울,A그룹,3,2,0,4,9,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,3,10,0,4,17,0,0,0,0,0,3,10,0,4,17,706.5,161,5,4,8,0,13594,1.100000023841858,5,8,13594,1,706.5,9,8,41.599998474121094
2020,189,상지대학교,대학,사립,강원,B그룹,2,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,6,0,0,8,0,0,0,0,0,2,6,0,0,8,517.5,109,5,0,3,0,7190,1,5,3,7190,1.100000023841858,517.5,5,3,64.69999694824219
2020,190,상지영서대학교,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,191,서강대학교,대학,사립,서울,A그룹,14,3,0,0,17,0,0,0,0,0,0,7,0,4,11,0,0,0,0,0,14,10,0,4,28,0,0,0,0,0,14,10,0,4,28,1145.5,151,17,0,7,4,11053,2.200000047683716,17,7,11053,2.200000047683716,1145.5,17,11,40.900001525878906
2020,192,서경대학교,대학,사립,서울,B그룹,0,2,0,2,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,7,0,2,9,0,0,0,0,0,0,7,0,2,9,591.5,126,2,2,5,0,6665,1.100000023841858,2,5,6665,1.100000023841858,591.5,4,5,65.69999694824219
2020,193,서남대학교,대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,194,서라벌대학교,전문대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,36.5,3,1,0,0,0,633,1.600000023841858,1,0,633,1.600000023841858,36.5,1,0,36.5
2020,195,서영대학교,전문대학,사립,광주,A그룹,0,2,0,0,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,3,0,2,5,281,42,2,0,1,2,5221,0.699999988079071,2,1,5221,0.6000000238418579,281,2,3,56.20000076293945
2020,196,서울과학기술대학교,대학,국립,서울,A그룹,1,6,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,1,11,0,0,0,0,0,1,6,3,1,11,689,160,10,1,0,0,12176,0.8999999761581421,10,0,12176,0.800000011920929,689,13,1,49.20000076293945
2020,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,32,2,0,0,0,1,533,0.8999999761581421,0,0,533,0,32,0,1,32
2020,198,서울교육대학교,대학,국립,서울,C그룹,1,3,0,1,5,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4,0,1,6,0,1,0,0,1,1,5,0,1,7,488,48,5,1,1,0,2853,2.299999952316284,5,1,2853,2.0999999046325684,488,5,1,81.30000305175781
2020,199,서울기독대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,54,14,0,0,2,0,704,2.299999952316284,0,2,704,2.799999952316284,54,0,1,54
2020,200,서울대학교,대학,국립,서울,A그룹,24,51,3,8,86,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,24,56,3,8,91,0,0,0,0,0,24,56,3,8,91,3853,1075,78,8,5,0,27813,3.200000047683716,78,5,27813,3,3853,131,6,28.100000381469727
2020,201,서울디지털대학교,대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9880,0,0,0,9880,0,0,0,0,0
2020,202,서울미디어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,15,1,0,1,0,0,140,5.699999809265137,0,0,140,0,15,0,1,15
2020,203,서울벤처대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,250,0,0,0,0,0
2020,204,서울불교대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,181,4.400000095367432,0,0,181,0,0,1,0,0
2020,205,서울사이버대학교,대학,사립,서울,A그룹,0,0,0,0.10000000149011612,0.10000000149011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10000000149011612,0.10000000149011612,0,0,0,0,0,0,0,0,0.10000000149011612,0.10000000149011612,0,0,0,0.10000000149011612,0,0,12332,0,0,0,12332,0,0,1,0,0
2020,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,171,0,0,0,0,0
2020,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30.5,7,1,0,0,0,125,8,1,0,125,8,30.5,1,0,30.5
2020,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,8,1,0,0,1,0,104,7.699999809265137,0,1,104,9.600000381469727,8,1,0,8
2020,209,서울시립대학교,대학,공립,서울,A그룹,4,15,6,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,6,1,26,0,0,0,0,0,4,15,6,1,26,986,161,25,1,0,0,11762,2.200000047683716,25,0,11762,2.0999999046325684,986,28,1,34
2020,210,서울신학대학교,대학,사립,경기,C그룹,1,1,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,5,0,0,0,0,0,1,1,0,3,5,261.5,57,2,2,0,1,3032,1.399999976158142,2,0,3032,0.699999988079071,261.5,4,1,52.29999923706055
2020,211,서울여자간호대학교,전문대학,사립,서울,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,45.5,5,1,0,0,0,934,1.100000023841858,1,0,934,1.100000023841858,45.5,1,0,45.5
2020,212,서울여자대학교,대학,사립,서울,B그룹,3,1,0,2,6,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,4,2,0,3,9,0,0,0,0,0,4,2,0,3,9,510,139,4,2,2,1,7392,1,4,2,7392,0.800000011920929,510,5,3,63.79999923706055
2020,213,서울예술대학교,전문대학,사립,경기,B그룹,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,1,1,0,1,3,87,11,2,0,0,1,3101,0.800000011920929,2,0,3101,0.6000000238418579,87,3,0,29
2020,214,서울외국어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,195,5.099999904632568,1,0,195,5.099999904632568,0,1,0,0
2020,215,서울장신대학교,대학,사립,경기,C그룹,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,0,2,0,2,0,1,3,190.5,41,1,1,1,0,804,3.200000047683716,1,1,804,2.5,190.5,2,0,95.30000305175781
2020,216,서울한영대학교,대학,사립,서울,C그룹,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,4,0,0,0,0,0,1,2,0,1,4,291,59,3,0,0,1,925,3.799999952316284,3,0,925,3.200000047683716,291,3,0,97
2020,217,서원대학교,대학,사립,충북,B그룹,1,1,0,3,5,0,0,0,0,0,1,4,0,2,7,0,0,0,0,0,2,5,0,5,12,0,0,0,0,0,2,5,0,5,12,764.5,183,2,3,5,2,7028,1.2999999523162842,2,5,7028,1,764.5,6,7,58.79999923706055
2020,218,서일대학교,전문대학,사립,서울,A그룹,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,95.5,11,2,0,0,1,6055,0.4000000059604645,2,0,6055,0.30000001192092896,95.5,2,1,31.799999237060547
2020,219,서정대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,48,12,0,0,2,1,5412,0.4000000059604645,0,2,5412,0.4000000059604645,48,0,3,16
2020,220,서해대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,241,4.099999904632568,1,0,241,4.099999904632568,0,1,0,0
2020,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,222,선린대학교,전문대학,사립,경북,C그룹,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,1,1,0,1,1,1,3,81.5,12,2,0,0,1,2330,1.100000023841858,2,0,2330,0.8999999761581421,81.5,2,1,27.200000762939453
2020,223,선문대학교,대학,사립,충남,B그룹,0,3,0,0,3,0,0,0,0,0,0,7,1,1,9,0,0,0,0,0,0,10,1,1,12,0,0,0,0,0,0,10,1,1,12,1297.5,263,3,0,8,1,9606,1,3,8,9606,1.100000023841858,1297.5,3,10,99.80000305175781
2020,224,선학유피대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,2,7,1,1,0,0,1,60,25,1,0,60,16.700000762939453,7,1,1,3.5
2020,225,성결대학교,대학,사립,경기,B그룹,1,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,6,0,0,7,0,0,0,0,0,1,6,0,0,7,332,58,4,0,3,0,5802,1.100000023841858,4,3,5802,1.2000000476837158,332,4,3,47.400001525878906
2020,226,성공회대학교,대학,사립,서울,C그룹,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,120.5,10,3,0,0,0,2439,1.2000000476837158,3,0,2439,1.2000000476837158,120.5,4,0,30.100000381469727
2020,227,성균관대학교,대학,사립,서울,A그룹,7,5,0,1,13,0,0,0,0,0,0,15,12,6,33,0,0,0,0,0,7,20,12,7,46,0,0,0,0,0,7,20,12,7,46,984,172,12,1,27,6,27100,1.399999976158142,12,27,27100,1.399999976158142,984,13,34,20.899999618530273
2020,228,성산효대학원대학교,대학원대학,사립,인천,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,23.5,4,1,0,0,0,205,4.900000095367432,1,0,205,4.900000095367432,23.5,1,0,23.5
2020,229,성서침례대학원대학교,대학원대학,사립,경기,-,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,1,0,1,0,0,35,22.899999618530273,0,0,35,0,4,1,0,4
2020,230,성신여자대학교,대학,사립,서울,A그룹,1,4,0,0,5,0,0,0,0,0,0,8,0,2.799999952316284,10.800000190734863,0,0,0,0,0,1,12,0,2.799999952316284,15.800000190734863,0,0,0,0,0,1,12,0,2.799999952316284,15.800000190734863,990,187,5,0,8,2.799999952316284,9643,1.2999999523162842,5,8,9643,1.2999999523162842,990,5,13.800000190734863,52.70000076293945
2020,231,성운대학교,전문대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,45.5,7,1,0,0,0,1602,0.6000000238418579,1,0,1602,0.6000000238418579,45.5,1,0,45.5
2020,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,233,세경대학교,전문대학,사립,강원,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,43.5,8,1,0,0,0,1040,1,1,0,1040,1,43.5,2,0,21.799999237060547
2020,234,세계사이버대학,기타,기타,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,235,세명대학교,대학,사립,충북,B그룹,2,0,0,2,4,0,0,0,0,0,0,1,0,6,7,0,0,0,0,0,2,1,0,8,11,0,0,0,0,0,2,1,0,8,11,481,167,2,2,1,6,8084,0.8999999761581421,2,1,8084,0.4000000059604645,481,4,6,48.099998474121094
2020,236,세종대학교,대학,사립,서울,A그룹,2,6,0,1,9,0,1,0,0,1,0,9,3,3,15,0,0,0,0,0,2,15,3,4,24,0,1,0,0,1,2,16,3,4,25,192.5,51,9,1,12,3,14454,1.399999976158142,9,12,14454,1.5,192.5,8,3,17.5
2020,237,세한대학교,대학,사립,충남,C그룹,0,3,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,3,0,2,5,331.70001220703125,82,3,1,0,1,3984,1.100000023841858,3,0,3984,0.800000011920929,331.70001220703125,5,1,55.29999923706055
2020,238,송곡대학교,전문대학,사립,강원,C그룹,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,34.5,3,1,0,0,0,635,1.600000023841858,1,0,635,1.600000023841858,34.5,1,0,34.5
2020,239,송원대학교,대학,사립,광주,C그룹,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,123.5,21,3,1,0,0,3066,1.2000000476837158,3,0,3066,1,123.5,4,0,30.899999618530273
2020,240,송호대학교,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,24,5,1,0,0,0,946,1.100000023841858,1,0,946,1.100000023841858,24,1,0,24
2020,241,수도국제대학원대학교,대학원대학,사립,서울,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,372,2.700000047683716,1,0,372,2.700000047683716,4,1,0,4
2020,242,수성대학교,전문대학,사립,대구,B그룹,0,1,0,0,1,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,3.5,0,0,3.5,0,0,0,0,0,0,3.5,0,0,3.5,100,16,1,0,2.5,0,3484,0.8999999761581421,1,2.5,3484,1,100,1,2.5,28.600000381469727
2020,243,수원가톨릭대학교,대학,사립,경기,C그룹,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,2,3,167.5,31,1,2,0,0,170,15.300000190734863,1,0,170,5.900000095367432,167.5,3,0,55.79999923706055
2020,244,수원과학대학교,전문대학,사립,경기,B그룹,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,181.5,44,1,0,2,0,5981,0.4000000059604645,1,2,5981,0.5,181.5,2,2,45.400001525878906
2020,245,수원대학교,대학,사립,경기,B그룹,1,0,0,1,2,0,0,0,0,0,0,10,0,2,12,0,0,0,0,0,1,10,0,3,14,0,0,0,0,0,1,10,0,3,14,742,140,1,1,10,2,9876,1.100000023841858,1,10,9876,1.100000023841858,742,2,12,53
2020,246,수원여자대학교,전문대학,사립,경기,B그룹,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,2,1,0,0,3,91.5,14,3,0,0,0,4367,0.699999988079071,3,0,4367,0.699999988079071,91.5,3,0,30.5
