연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_참여시간,직원교육현황_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(당해년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(당해년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2020,69,국립강릉원주대학교,대학,국립,강원,B그룹,2,9,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,3,15,0,0,0,0,0,2,9,1,3,15,1183,261,12,3,0,0,8487,1.7000000476837158,12,0,8487,1.399999976158142,1183,14,1,78.9000015258789
2020,70,국립경국대학교,대학,국립,경북,B그룹,3,8,0,1,12,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,10,0,1,14,0,0,0,0,0,3,10,0,1,14,717.5999755859375,109,11,1,2,0,7285,1.7999999523162842,11,2,7285,1.7999999523162842,717.5999755859375,13,0,55.20000076293945
2020,71,국립공주대학교,대학,국립,충남,A그룹,11,8,0,2,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,8,0,2,21,0,0,0,1,1,11,8,0,3,22,872.9000244140625,146,19,3,0,0,15426,1.399999976158142,19,0,15426,1.2000000476837158,872.9000244140625,21,0,41.599998474121094
2020,72,국립군산대학교,대학,국립,전북,B그룹,2,10,0,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,10,0,1,13,0,0,0,0,0,2,10,0,1,13,793,149,12,0,0,1,8105,1.5,12,0,8105,1.5,793,12,1,61
2020,73,국립금오공과대학교,대학,국립,경북,B그룹,2,4,0,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,6,0,0,8,0,0,0,0,0,2,6,0,0,8,536,59,6,0,2,0,6101,1.2000000476837158,6,2,6101,1.2999999523162842,536,6,2,67
2020,74,국립목포대학교,대학,국립,전남,B그룹,5,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,10,0,0,0,0,0,5,3,0,2,10,795.5,141,8,2,0,0,8142,1.2000000476837158,8,0,8142,1,795.5,11,0,72.30000305175781
2020,75,국립목포해양대학교,대학,국립,전남,C그룹,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,4,0,0,0,0,0,1,2,0,1,4,103,18,3,0,0,1,2639,1.2999999523162842,3,0,2639,1.100000023841858,103,3,1,25.799999237060547
2020,76,국립부경대학교,대학,국립,부산,A그룹,5,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,19,0,0,0,0,0,5,14,0,0,19,1188,222,19,0,0,0,18376,1,19,0,18376,1,1188,20,0,59.400001525878906
2020,77,국립순천대학교,대학,국립,전남,B그룹,3.5,7.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7.5,0,0,11,0,0,0,0,0,3.5,7.5,0,0,11,533,110,11,0,0,0,7737,1.399999976158142,11,0,7737,1.399999976158142,533,11.5,1,42.599998474121094
2020,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,11.5,3,1,0,0,0,67,14.899999618530273,1,0,67,14.899999618530273,11.5,1,0,11.5
2020,79,국립창원대학교,대학,국립,경남,B그룹,1,11,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,14,0,0,0,0,0,1,11,1,1,14,854.2000122070312,173,13,1,0,0,9100,1.5,13,0,9100,1.399999976158142,854.2000122070312,13,1,61
2020,80,국립한국교통대학교,대학,국립,충북,B그룹,2,7,0,0,9,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,2,8,0,2,12,0,0,0,0,0,2,8,0,2,12,775.9000244140625,107,9,0,1,2,8820,1.2000000476837158,9,1,8820,1.100000023841858,775.9000244140625,10,2,64.69999694824219
2020,81,국립한국해양대학교,대학,국립,부산,B그룹,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,5,5,0,0,10,810.5999755859375,242,10,0,0,0,7325,1.399999976158142,10,0,7325,1.399999976158142,810.5999755859375,11,0,73.69999694824219
2020,82,국립한밭대학교,대학,국립,대전,B그룹,1,7,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,9,0,0,0,0,0,1,7,1,0,9,667,152,9,0,0,0,9305,1,9,0,9305,1,667,9,0,74.0999984741211
2020,83,국민대학교,대학,사립,서울,A그룹,5,5,1,2,13,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,5,21,1,2,29,0,0,0,0,0,5,21,1,2,29,1412.5,405,11,2,16,0,18122,1.399999976158142,11,16,18122,1.5,1412.5,12,18,47.099998474121094
2020,84,국방대학교,기타,기타,충남,-,2,5,1,3,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,1,3,11,0,0,0,1,1,2,5,1,4,12,194,16,8,4,0,0,0,0,8,0,0,0,194,12,0,16.200000762939453
2020,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,270,3,0,1,270,3.700000047683716,0,1,0,0
2020,86,국제대학교,전문대학,사립,경기,B그룹,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,354,49,1,0,1,0,3857,0.5,1,1,3857,0.5,354,1,2,118
2020,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,84,9.5,0,0,84,0,0,1,0,0
2020,89,국제사이버대학교,대학,사립,경기,C그룹,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,54,14,0,2,0,0,3119,0.5,0,0,3119,0,54,2,0,27
2020,90,국제언어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,2,32,4,1,1,0,0,46,39.099998474121094,1,0,46,21.700000762939453,32,1,1,16
2020,91,국제예술대학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,92,군산간호대학교,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,57,5,0,0,1,0,1152,0.699999988079071,0,1,1152,0.8999999761581421,57,1,1,28.5
2020,93,군장대학교,전문대학,사립,전북,C그룹,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,29.5,4,1,1,0,0,1904,0.8999999761581421,1,0,1904,0.5,29.5,2,0,14.800000190734863
2020,94,극동대학교,대학,사립,충북,C그룹,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,1,0,3,4,166,31,0,3,1,0,3792,0.800000011920929,0,1,3792,0.30000001192092896,166,4,1,33.20000076293945
2020,95,글로벌사이버대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,2454,0.30000001192092896,0,0,2454,0,0,1,0,0
2020,96,금강대학교,대학,사립,충남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,49.29999923706055,12,1,0,0,0,410,2.4000000953674316,1,0,410,2.4000000953674316,49.29999923706055,3,0,16.399999618530273
2020,97,기독간호대학교,전문대학,사립,광주,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,32.5,6,0,0,1,0,595,1.2999999523162842,0,1,595,1.7000000476837158,32.5,1,0,32.5
2020,98,김천대학교,대학,사립,경북,C그룹,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,142.5,39,2,2,0,0,3110,1.2000000476837158,2,0,3110,0.6000000238418579,142.5,5,0,28.5
2020,99,김포대학교,전문대학,사립,경기,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,72,11,1,0,1,0,3424,0.5,1,1,3424,0.6000000238418579,72,1,1,36
2020,100,김해대학교,전문대학,사립,경남,C그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,28,5,1,1,0,0,1471,1.2000000476837158,1,0,1471,0.699999988079071,28,2,0.5,11.199999809265137
2020,101,나사렛대학교,대학,사립,충남,B그룹,0,2,0,1,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,1,7,0,0,0,0,0,0,6,0,1,7,460,81,2,1,4,0,5440,1.100000023841858,2,4,5440,1.100000023841858,460,3,4,65.69999694824219
2020,102,나주대학교,전문대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,31,6,1,0,0,0,1903,0.5,1,0,1903,0.5,31,1,0,31
2020,103,남부대학교,대학,사립,광주,C그룹,0,2,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,127.5,18,2,1,1,0,3433,1,2,1,3433,0.8999999761581421,127.5,2,2,31.899999618530273
2020,104,남서울대학교,대학,사립,충남,B그룹,0,3,0,0,3,0,0,0,0,0,0,8,0,2,10,0,0,0,2,2,0,11,0,2,13,0,0,0,2,2,0,11,0,4,15,598,97,3,0,8,4,10078,1.100000023841858,3,8,10078,1.100000023841858,598,3,12,39.900001525878906
2020,105,농협대학교,전문대학,사립,경기,C그룹,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,46.5,6,1,0,0,0,444,2.299999952316284,1,0,444,2.299999952316284,46.5,0,1,46.5
2020,106,능인대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,80,10,0,1,80,12.5,0,1,0,0
2020,107,단국대학교,대학,사립,경기,A그룹,7,12,0,9,28,0,0,0,0,0,0,4,0,3,7,0,0,0,0,0,7,16,0,12,35,0,0,0,0,0,7,16,0,12,35,787.5,153,19,9,4,3,26716,1.2000000476837158,19,4,26716,0.8999999761581421,787.5,28,6,23.200000762939453
2020,108,대경대학교,전문대학,사립,경북,B그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,61,11,2,0,0,0,4072,0.5,2,0,4072,0.5,61,2,0,30.5
2020,109,대구가톨릭대학교,대학,사립,경북,A그룹,0,9,0,0,9,0,1,0,1,2,0,8,0,1,9,0,1,0,0,1,0,17,0,1,18,0,2,0,1,3,0,19,0,2,21,1850,413,10,1,9,1,13771,1.2999999523162842,10,9,13771,1.399999976158142,1850,11,9,92.5
2020,110,대구경북과학기술원,대학,국립,대구,C그룹,0,4,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,140,17,4,0,1,0,1527,3.0999999046325684,4,1,1527,3.299999952316284,140,4,0,35
2020,111,대구공업대학교,전문대학,사립,대구,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,55,6,1,0,1,0,1661,1.100000023841858,1,1,1661,1.2000000476837158,55,1,2,18.299999237060547
2020,112,대구과학대학교,전문대학,사립,대구,A그룹,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,2,62,10,2,0,0,0,4093,0.5,2,0,4093,0.5,62,2,0,31
2020,113,대구교육대학교,대학,국립,대구,C그룹,3,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,6,0,0,0,0,0,3,2,0,1,6,342,61,5,1,0,0,2434,2.4000000953674316,5,0,2434,2.0999999046325684,342,5,1,57
2020,114,대구대학교,대학,사립,경북,A그룹,3,5,0,1,9,0,0,0,0,0,0,10,0,5,15,0,0,0,0,0,3,15,0,6,24,0,0,0,0,0,3,15,0,6,24,916.5,256,8,1,10,5,18681,1,8,10,18681,1,916.5,11,15,35.29999923706055
2020,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,116,대구보건대학교,전문대학,사립,대구,A그룹,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,127,13,3,0,0,0,6959,0.4000000059604645,3,0,6959,0.4000000059604645,127,3,0,42.29999923706055
2020,117,대구사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4136,0,0,0,4136,0,0,0,0,0
2020,118,대구예술대학교,대학,사립,경북,C그룹,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,128,18,3,1,0,0,948,4,3,0,948,3.200000047683716,128,4,0,32
2020,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,120,대구한의대학교,대학,사립,경북,B그룹,0,4,0,1,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,1,9,0,0,0,0,0,0,8,0,1,9,779.5,156,4,1,4,0,7166,1.100000023841858,4,4,7166,1.100000023841858,779.5,5,4.099999904632568,85.69999694824219
2020,121,대덕대학교,전문대학,사립,대전,C그룹,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,3,0,0,3,236,31,2,0,1,0,3741,0.699999988079071,2,1,3741,0.800000011920929,236,2,1,78.69999694824219
2020,122,대동대학교,전문대학,사립,부산,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,253,45,1,0,1,0,1518,1.2000000476837158,1,1,1518,1.2999999523162842,253,1,2,84.30000305175781
2020,123,대림대학교,전문대학,사립,경기,A그룹,1,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,1,3,0,0,4,216,29,1,0,3,0,7325,0.5,1,3,7325,0.5,216,2,3,43.20000076293945
2020,124,대신대학교,대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,58,11,1,0,0,0,611,1.600000023841858,1,0,611,1.600000023841858,58,1,1,29
2020,125,대원대학교,전문대학,사립,충북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,2,3,196.5,33,1,0,0,2,2400,0.800000011920929,1,0,2400,0.4000000059604645,196.5,1,2,65.5
2020,126,대전가톨릭대학교,대학,사립,세종,C그룹,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,1,1,0,1,3,158,20,2,1,0,0,76,36.79999923706055,2,0,76,26.299999237060547,158,3,0,52.70000076293945
2020,127,대전과학기술대학교,전문대학,사립,대전,B그룹,3,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,0,0,0,0,0,3,1,0,1,5,233,48,4,1,0,0,4446,1.100000023841858,4,0,4446,0.8999999761581421,233,5,0,46.599998474121094
2020,128,대전대학교,대학,사립,대전,B그룹,0,7,0,0,7,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,11,0,0,11,580.5,171,7,0,4,0,9759,1,7,4,9759,1.100000023841858,580.5,6,5,52.79999923706055
2020,129,대전보건대학교,전문대학,사립,대전,A그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,46,9,1,0,1,0,5697,0.30000001192092896,1,1,5697,0.4000000059604645,46,1,2,15.300000190734863
2020,130,대전신학대학교,대학,사립,대전,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,11,2,1,0,0,0,182,5.5,1,0,182,5.5,11,1,0,11
2020,131,대진대학교,대학,사립,경기,B그룹,2,4,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,10,0,0,0,0,0,2,4,0,4,10,274.29998779296875,47,6,4,0,0,7851,1.2000000476837158,6,0,7851,0.800000011920929,274.29998779296875,10,0,27.399999618530273
2020,132,대한신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,8,2,0,0,0,1,245,2,0,0,245,0,8,0,1,8
2020,133,덕성여자대학교,대학,사립,서울,B그룹,0,3,0,0,3,0,1,0,0,1,0,8,0,3,11,0,0,0,0,0,0,11,0,3,14,0,1,0,0,1,0,12,0,3,15,529,117,4,0,8,3,5806,2,4,8,5806,2.0999999046325684,529,5,9,37.79999923706055
2020,134,동강대학교,전문대학,사립,광주,B그룹,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,137,18,1,1,1,0,3133,0.800000011920929,1,1,3133,0.6000000238418579,137,2,1,45.70000076293945
2020,135,동국대학교,대학,사립,서울,A그룹,3,5,0,0,8,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,3,16,0,0,19,0,0,0,0,0,3,16,0,0,19,1282,321,8,0,11,0,17539,1,8,11,17539,1.100000023841858,1282,9,9,71.19999694824219
2020,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,0,2,0,0,2,0,0,0,0,0,0,8,0,1,9,0,0,0,0,0,0,10,0,1,11,0,0,0,0,0,0,10,0,1,11,681.5,82,2,0,8,1,8285,1.100000023841858,2,8,8285,1.2000000476837158,681.5,2,11,52.400001525878906
2020,137,동남보건대학교,전문대학,사립,경기,A그룹,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,2,3,26,5,1,1,0,1,4794,0.5,1,0,4794,0.20000000298023224,26,3,1,6.5
2020,138,동덕여자대학교,대학,사립,서울,B그룹,3,3,0,0,6,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,3,7,0,2,12,0,0,0,0,0,3,7,0,2,12,351,82,6,0,4,2,7211,1.399999976158142,6,4,7211,1.399999976158142,351,6,6,29.299999237060547
2020,139,동명대학교,대학,사립,부산,B그룹,1,2,0,0,3,0,0,0,0,0,0,8,0,1,9,0,0,0,0,0,1,10,0,1,12,0,0,0,0,0,1,10,0,1,12,875.5,109,3,0,8,1,8135,1.2000000476837158,3,8,8135,1.399999976158142,875.5,3,9,73
2020,140,동방문화대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,50,5,1,0,0,0,301,3.299999952316284,1,0,301,3.299999952316284,50,1,0,50
2020,141,동부산대학교,전문대학,사립,부산,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,526,3.799999952316284,2,0,526,3.799999952316284,0,2,1,0
2020,142,동서대학교,대학,사립,부산,B그룹,1,6,2,1,10,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,1,8,2,3,14,0,0,0,0,0,1,8,2,3,14,899.2999877929688,174,9,1,2,2,10710,1.2000000476837158,9,2,10710,1,899.2999877929688,10,3,69.19999694824219
2020,143,동서울대학교,전문대학,사립,경기,A그룹,0,1,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,176,28,1,1,2,0,6045,0.6000000238418579,1,2,6045,0.5,176,2,2,44
2020,144,동신대학교,대학,사립,전남,B그룹,0,1,0,0,1,0,0,0,0,0,0,7,0,1,8,0,0,0,0,0,0,8,0,1,9,0,0,0,0,0,0,8,0,1,9,817,136,1,0,7,1,6817,1,1,7,6817,1.2000000476837158,817,3,10,62.79999923706055
2020,145,동아대학교,대학,사립,부산,A그룹,1,7,0,0,8,0,0,0,1,1,0,16,0,2,18,0,0,0,0,0,1,23,0,2,26,0,0,0,1,1,1,23,0,3,27,772,185,8,1,16,2,20331,1.100000023841858,8,16,20331,1.2000000476837158,772,11,17,27.600000381469727
2020,146,동아방송예술대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,137,24,1,0,2,0,3104,0.800000011920929,1,2,3104,1,137,1,2,45.70000076293945
2020,147,동아보건대학교,전문대학,사립,전남,C그룹,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,2,0,1,3,64,14,2,1,0,0,1699,1.600000023841858,2,0,1699,1.2000000476837158,64,3,0,21.299999237060547
2020,148,동양대학교,대학,사립,경북,C그룹,0,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,385.5,81,3,0,1,0,4200,0.8999999761581421,3,1,4200,1,385.5,5,1,64.30000305175781
2020,149,동양미래대학교,전문대학,사립,서울,A그룹,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,2,1,3,125.5,24,2,1,0,0,5854,0.5,2,0,5854,0.30000001192092896,125.5,4,0,31.399999618530273
2020,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,151,동원과학기술대학교,전문대학,사립,경남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,16,3,0,0,1,0,2285,0.4000000059604645,0,1,2285,0.4000000059604645,16,1,1,8
2020,152,동원대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,53,6,1,0,1,0,3514,0.5,1,1,3514,0.6000000238418579,53,1,1,26.5
2020,153,동의과학대학교,전문대학,사립,부산,B그룹,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,90.5,16,3,0,0,0,5307,0.6000000238418579,3,0,5307,0.6000000238418579,90.5,3,1.5,20.100000381469727
2020,154,동의대학교,대학,사립,부산,A그룹,0,12,0,1,13,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,14,0,1,15,0,0,0,0,0,0,14,0,1,15,814.5,251,12,1,2,0,15711,0.8999999761581421,12,2,15711,0.8999999761581421,814.5,14,2,50.900001525878906
2020,155,두원공과대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,111,12,1,0,1,1,4222,0.5,1,1,4222,0.5,111,1,1,55.5
2020,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,0,0,0,3553,0,0,0,0,0
2020,157,루터대학교,대학,사립,경기,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,44.5,7,1,0,0,0,411,2.4000000953674316,1,0,411,2.4000000953674316,44.5,1,1,22.299999237060547
