ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024,SCR_EST_2025,SCR_EST_2026
43,경일대학교,대학,사립,경북,B그룹,44.42013104478589,44.34808058457646,44.5748842033769,42.74662585794804,70.16496263535429,68.10233597804304,67.99272270771165,67.99272270771165,67.99272270771165,67.99272270771166,67.99272270771165,68.105934,68.3612
44,경찰대학,기타,기타,충남,-,45.162264133144916,44.671623895406505,44.671623895406476,42.74662585794804,68.06613330029725,67.99272270771166,67.99272270771165,67.99272270771165,67.99272270771165,68.05744204619073,71.41763395442916,70.581055,69.977356
45,경희대학교,대학,사립,서울,A그룹,50.86126022292644,49.56164222575936,52.57299845318653,51.906444827982625,66.92124780026452,70.07085836442945,71.31072534493285,74.6207905349778,74.66123255164287,74.69792181929367,74.57671374069675,73.15597,73.36589
46,계명대학교,대학,사립,대구,A그룹,44.61458503099862,44.57678143122628,44.569691011834045,42.74662585794804,70.49194973169817,69.98307761764352,69.7940097943261,69.75755239435617,69.5172509429335,69.75640256485914,69.78727494412763,69.57677,69.38889
47,계명문화대학교,전문대학,사립,대구,A그룹,44.408940205339746,44.32910856072542,44.3291085607254,42.74662585794804,68.8543198946477,69.22187506538401,68.01740313486204,68.01740313486204,67.99272270771165,67.99272270771166,70.058423868931,69.03261,69.18131
48,계약신학대학원대학교,대학원대학,사립,경기,-,55.14829325346807,55.33371122090233,55.14829325346807,42.758253833553,69.49512848699426,65.81709350706161,66.39804022385577,66.06517881813379,68.53165824199841,71.41763395442915,71.41763395442916,71.24706,71.026146
49,계원예술대학교,전문대학,사립,경기,B그룹,44.6427222751351,44.34029940017158,44.671623895406476,42.76568382896254,69.27407417907868,68.05744204619073,70.12076815162246,70.36375655269597,70.11987303768211,70.29636546350284,69.25640204529513,68.94044,68.929924
50,고려대학교,대학,사립,서울,A그룹,54.621891058515125,55.38011949502699,55.08093501720594,56.18851921913327,69.18424792239229,72.33076063574795,73.21559306260797,77.2245375896583,78.23193502166694,77.61800528471467,78.28688674586348,77.01025,77.829796
51,고려대학교(세종),대학,사립,세종,B그룹,44.4189477540783,44.34029940017158,44.33013084790114,42.74662585794804,70.30808165218018,68.71045320182196,68.95808419442871,70.61919269234582,70.25188907959206,70.67042386132621,70.61507872890637,70.04321,69.74496
52,고려사이버대학교,대학,사립,서울,A그룹,44.408940205339746,44.32910856072542,44.3291085607254,42.74662585794804,71.47382652701727,71.42449699349785,71.41763395442915,71.41763395442915,71.41763395442916,70.29272946064864,70.49397306032971,69.89315,69.636505
53,고신대학교,대학,사립,부산,C그룹,44.67231003815003,44.360660509335496,44.3736611958964,42.758253833553,68.06311939653702,67.98970880395143,68.0143892311018,67.98970880395143,68.0143892311018,68.31324964111782,70.80447103747191,70.08451,69.42887
54,공군사관학교,기타,기타,충북,-,44.85117731421778,44.32910856072542,44.363615449885984,42.74662585794804,68.09081372744762,69.6879406346073,70.1162370348279,70.48662431589656,70.33606887352198,68.855460984931,71.41763395442916,70.790436,69.882065
55,공주교육대학교,대학,국립,충남,C그룹,44.9070600949046,44.921872141136866,45.118276630608136,42.77731180456749,68.05213689168086,67.98317764485097,67.98317764485095,67.98317764485095,67.98317764485097,67.97872629909527,68.59317790364176,68.647354,68.662506
56,과학기술연합대학원대학교,대학원대학,국립,대전,-,44.408940205339746,44.32910856072542,44.3291085607254,42.74662585794804,72.16807819300539,71.0867785586703,71.85710761080945,70.92793306309318,71.70917417481826,71.16126870250685,71.58494546739267,71.6616,71.45695
57,광신대학교,대학,사립,광주,C그룹,44.61530589862269,44.584218230595816,44.5842182305958,42.758253833553,70.47760116168239,69.2336816172314,67.99583749139828,68.78809464313413,70.04790242184073,70.18175493232866,70.76685558971928,69.83836,69.40718
58,광양보건대학교,전문대학,사립,전남,C그룹,44.408940205339746,44.671623895406505,44.3291085607254,42.74662585794804,68.13085263877633,69.28659440386308,70.49352764800913,71.35032792244319,71.15747531835989,69.36118837745946,69.57353884365112,69.31818,69.19919
59,광운대학교,대학,사립,서울,B그룹,44.59864740994345,44.52788315485749,44.527883154857484,42.74662585794804,68.12566685642638,70.05030606648855,68.00356767126632,70.11356881004339,67.99416489026784,68.02563109811643,68.03098366655824,68.353905,68.515274
60,광주가톨릭대학교,대학,사립,전남,C그룹,56.19884346416817,56.23680862648014,56.198843464168185,56.33465308272678,65.70987310524269,66.30051456627362,66.30168818911355,66.34208720129168,66.12184738067216,66.01186604999143,66.05079584677158,66.8007,67.75818
61,광주과학기술원,대학,국립,광주,C그룹,44.408940205339746,44.32910856072542,44.3291085607254,42.74662585794804,71.8267473688135,71.79893286755241,70.90260610759967,71.85077851196294,71.92697120533194,72.04576338830793,71.99506517273463,72.57274,73.745255
62,광주교육대학교,대학,국립,광주,C그룹,44.759949785988304,45.05392228019153,44.83487204159174,42.758253833553,68.05075061995204,67.97734002736645,67.97734002736644,67.97734002736644,67.97734002736645,68.00782072300925,68.1474477907533,68.28845,68.685455
63,광주대학교,대학,사립,광주,B그룹,44.41527603742371,44.33544439280939,44.33646667998511,42.74662585794804,70.14469952773321,69.2239950146929,67.98046126941323,67.97598064773312,67.97188795485593,67.97188795485594,67.97772557234045,68.135315,68.30898
64,광주보건대학교,전문대학,사립,광주,B그룹,44.426798142635434,44.32910856072542,44.3291085607254,42.74662585794804,70.3610201099692,70.44772479729671,69.23756451693617,70.45556921733271,70.0893148459879,70.87611216660156,70.7352912494229,69.74043,69.6411
65,광주여자대학교,대학,사립,광주,C그룹,44.41012126187031,44.33028961725599,44.330289617255964,42.75586285709553,68.06613330029725,67.9843511757811,68.01567830231191,67.97598064773312,67.97598064773312,67.98046126941324,67.97188795485593,68.02466,68.354
66,구미대학교,전문대학,사립,경북,A그룹,44.408940205339746,44.32910856072542,44.3291085607254,42.74662585794804,68.06613330029725,67.99272270771166,68.01740313486204,68.7110889104236,70.05151769634884,67.99272270771166,70.29540121136267,69.13322,69.15647
67,구세군사관대학원대학교,대학원대학,사립,경기,-,55.43021582068365,55.352247288654844,55.416878135682744,55.45016407834794,65.41035703557247,65.18840743557125,65.34633666031021,66.2699753130244,65.84190834701185,66.66114466070547,67.13061671071235,67.93429,67.296234
68,국군간호사관학교,기타,기타,대전,-,45.16652976064169,44.671623895406505,44.349822729981454,42.75586285709553,68.13085263877633,68.05744204619073,68.05744204619073,70.35276042367649,68.12366793709108,71.34408395466387,70.89677063811378,70.77728,70.07772
69,국립강릉원주대학교,대학,국립,강원,B그룹,44.7722789472023,44.99225313550848,45.0255544272783,42.77731180456749,68.05213689168086,67.97872629909527,67.97872629909526,67.99516087646192,67.98782098315367,67.98782098315367,67.99863475080734,68.12938,68.359764
70,국립경국대학교,대학,국립,경북,B그룹,44.80496146460878,45.05712862165149,44.82029154053691,42.758253833553,68.05213689168086,67.98317764485097,67.98317764485095,67.98317764485095,67.99365860063818,67.99365860063818,68.11149470358141,68.38765,68.55567
71,국립공주대학교,대학,국립,충남,A그룹,44.79251220950153,44.70426582690573,44.686400823841964,42.76568382896254,68.11309327437358,67.99501468302924,68.05286260301455,67.99376689131223,68.00991866542745,68.11020631334982,68.60993129292467,68.64345,68.620094
72,국립군산대학교,대학,국립,전북,B그룹,44.753818181652726,44.91268453839508,44.64341568137313,42.75586285709553,68.05658823743656,67.98317764485097,67.9886905194816,67.99365860063817,68.00099849394645,68.00099849394645,68.00099849394644,68.12553,68.37312
73,국립금오공과대학교,대학,국립,경북,B그룹,44.44689192219138,44.33420219817465,44.67724227319238,42.76568382896254,68.07502218195692,68.03307779721995,68.02526770467722,68.03404012931497,68.16062833533903,68.16201460706786,68.26857390784227,68.77084,68.68393
74,국립목포대학교,대학,국립,전남,B그룹,44.54771273260717,44.68666258229265,44.67480305471451,42.76568382896254,68.05387186199883,67.9843511757811,67.97600992365754,67.99272270771165,67.97598064773312,67.98526524746757,68.00158382073928,68.14353,68.2942
75,국립목포해양대학교,대학,국립,전남,C그룹,44.98393944510174,44.93412938753234,44.9309865285797,42.74662585794804,68.34253318564463,67.98390586783424,69.80855608622525,69.33474725313371,69.34499286562158,68.9002425445694,67.98317764485095,68.39124,68.61796
76,국립부경대학교,대학,국립,부산,A그룹,44.809512148512155,44.729802625749045,44.736571050535,42.74662585794804,68.23698759288803,68.24747214762893,68.28324226019478,69.86573989021434,68.27450178455858,68.31072266730898,69.89915300579918,69.2745,69.110146
77,국립순천대학교,대학,국립,전남,B그룹,44.98416255236396,44.931933137920346,44.78203262883227,42.77731180456749,68.07477247997126,67.99654714819076,67.99109507568025,67.99554642143593,68.00099849394645,68.00099849394645,68.07815159656445,68.34667,68.59066
78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,44.408940205339746,44.34987174635952,44.335444392809364,42.74662585794804,70.6901372803018,71.44624099296833,71.16553042593188,71.04823340638347,71.70297146464344,71.86369486746008,72.01139243012081,73.072426,74.24967
79,국립창원대학교,대학,국립,경남,B그룹,44.51348044130739,44.55442595621922,44.40033269808828,42.74662585794804,68.07848451916722,68.01010280985834,68.02337309761857,68.00509118682363,68.04448261477336,68.05043720821622,68.04520466109108,68.34893,68.55181
80,국립한국교통대학교,대학,국립,충북,B그룹,44.75784791878271,44.3237573184894,44.672913318132096,42.74662585794804,68.07502218195692,68.03752914297564,68.02081635892152,68.03110532216174,68.02526770467722,68.00036116063086,70.44787622080034,69.38455,69.28348
81,국립한국해양대학교,대학,국립,부산,B그룹,44.71943987092708,44.6232201592781,44.634496460650276,42.75586285709553,68.07742299029228,67.99856032519618,68.01190055261154,68.00509118682363,68.00509118682363,68.00099849394645,68.00892371404755,68.20698,68.334335
82,국립한밭대학교,대학,국립,대전,B그룹,44.4938444988966,44.33028961725599,44.386648628789395,42.74662585794804,68.07216291032877,67.98827136195597,68.00606293512703,68.00606293512703,68.00606293512703,68.01087767432195,68.04234388217054,68.34767,68.515274
83,국민대학교,대학,사립,서울,A그룹,44.50090771643836,44.414698643379786,44.42816716708626,42.74662585794804,68.89117606953066,68.27487194256062,68.2468730838638,69.83487479715802,68.22804385394238,68.26269032494595,68.30479033213176,68.778595,68.75458
84,국방대학교,기타,기타,충남,-,44.408940205339746,44.32910856072542,44.3291085607254,42.74662585794804,71.25259162892993,70.67327448755256,70.39408965537588,71.32183196465012,71.41763395442916,71.3218319646501,71.25975437993782,70.937965,70.68592
85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,44.7226240194245,44.662273073054365,44.6557454770357,42.74662585794804,70.81513584112304,71.30712924050204,71.41436378470118,71.41436378470118,71.21208332052272,70.80301995584533,70.56010925240479,69.928024,69.86302
86,국제대학교,전문대학,사립,경기,B그룹,44.492663442366045,44.671623895406505,44.35153628496867,42.74662585794804,68.06613330029725,67.99272270771166,67.99272270771165,67.99272270771165,67.99272270771165,67.99272270771166,67.99272270771165,68.105934,68.3612
87,국제문화대학원대학교,대학원대학,사립,충남,-,61.36084100139004,44.32910856072542,44.3291085607254,42.74662585794804,71.47382652701727,71.42449699349785,71.41763395442915,71.41763395442915,71.41763395442916,71.41763395442915,71.41763395442916,71.290535,71.09346
