YR,ID,SNM,STYP,FND,RGN,USC,SCR_EST
2014,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,44.481412235240654
2014,2,가야대학교,대학,사립,경남,C그룹,44.40894020533975
2014,3,가천대학교,대학,사립,경기,A그룹,44.474341695515925
2014,4,가톨릭관동대학교,대학,사립,강원,B그룹,44.40894020533975
2014,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,44.72439382559131
2014,6,가톨릭대학교,대학,사립,경기,A그룹,45.00324372416403
2014,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,44.97800588552117
2014,8,감리교신학대학교,대학,사립,서울,C그룹,44.80798702326015
2014,9,강남대학교,대학,사립,경기,B그룹,44.40894020533975
2014,10,강동대학교,전문대학,사립,충북,B그룹,44.40894020533975
2014,11,강릉영동대학교,전문대학,사립,강원,B그룹,44.40894020533975
2014,12,강서대학교,대학,사립,서울,C그룹,44.616259187956274
2014,13,강원관광대학교,전문대학,사립,강원,C그룹,44.40894020533975
2014,14,강원대학교,대학,국립,강원,A그룹,44.71877881131894
2014,15,강원도립대학교,전문대학,공립,강원,C그룹,44.43303640605598
2014,16,개신대학원대학교,대학원대학,사립,서울,-,44.85305199976728
2014,17,거제대학교,전문대학,사립,경남,C그룹,44.40894020533975
2014,18,건국대학교,대학,사립,서울,A그룹,44.90847623181518
2014,19,건국대학교(글로컬),대학,사립,충북,B그룹,44.439352203190325
2014,21,건신대학원대학교,대학원대학,사립,대전,-,44.64338239049626
2014,22,건양대학교,대학,사립,충남,B그룹,44.41728054370944
2014,23,경기과학기술대학교,전문대학,사립,경기,A그룹,44.40894020533975
2014,24,경기대학교,대학,사립,경기,A그룹,44.72514277176093
2014,25,경남대학교,대학,사립,경남,A그룹,44.40894020533975
2014,26,경남도립거창대학,전문대학,공립,경남,C그룹,44.43185534952542
2014,27,경남도립남해대학,전문대학,공립,경남,C그룹,44.43852244737496
2014,28,경남정보대학교,전문대학,사립,부산,A그룹,44.40894020533975
2014,29,경동대학교,대학,사립,강원,B그룹,44.41012126187031
2014,30,경민대학교,전문대학,사립,경기,B그룹,44.40894020533975
2014,31,경복대학교,전문대학,사립,경기,A그룹,44.40894020533975
2014,32,경북과학대학교,전문대학,사립,경북,C그룹,44.426798142635434
2014,33,경북대학교,대학,국립,대구,A그룹,50.95656644644566
2014,34,경북보건대학교,전문대학,사립,경북,C그룹,44.42826307024797
2014,36,경북전문대학교,전문대학,사립,경북,B그룹,44.42826307024797
2014,37,경상국립대학교,대학,국립,경남,A그룹,45.15704648180575
2014,38,경성대학교,대학,사립,부산,A그룹,44.432409108704874
2014,39,경안대학원대학교,대학원대학,사립,경북,-,44.56575558504194
2014,40,경운대학교,대학,사립,경북,C그룹,44.40894020533975
2014,41,경인교육대학교,대학,국립,인천,C그룹,45.09842092940244
2014,42,경인여자대학교,전문대학,사립,인천,B그룹,44.40894020533975
2014,43,경일대학교,대학,사립,경북,B그룹,44.42013104478589
2014,44,경찰대학,기타,기타,충남,-,45.1622641331449
2014,45,경희대학교,대학,사립,서울,A그룹,50.861260222926425
2014,46,계명대학교,대학,사립,대구,A그룹,44.614585030998626
2014,47,계명문화대학교,전문대학,사립,대구,A그룹,44.40894020533975
2014,48,계약신학대학원대학교,대학원대학,사립,경기,-,55.14829325346808
2014,49,계원예술대학교,전문대학,사립,경기,B그룹,44.64272227513508
2014,50,고려대학교,대학,사립,서울,A그룹,54.62189105851513
2014,51,고려대학교(세종),대학,사립,세종,B그룹,44.4189477540783
2014,52,고려사이버대학교,대학,사립,서울,A그룹,44.40894020533975
2014,53,고신대학교,대학,사립,부산,C그룹,44.672310038150016
2014,54,공군사관학교,기타,기타,충북,-,44.851177314217765
2014,55,공주교육대학교,대학,국립,충남,C그룹,44.9070600949046
2014,57,광신대학교,대학,사립,광주,C그룹,44.61530589862269
2014,58,광양보건대학교,전문대학,사립,전남,C그룹,44.40894020533975
2014,59,광운대학교,대학,사립,서울,B그룹,44.59864740994343
2014,60,광주가톨릭대학교,대학,사립,전남,C그룹,56.19884346416819
2014,62,광주교육대학교,대학,국립,광주,C그룹,44.75994978598828
2014,63,광주대학교,대학,사립,광주,B그룹,44.41527603742371
2014,64,광주보건대학교,전문대학,사립,광주,B그룹,44.426798142635434
2014,65,광주여자대학교,대학,사립,광주,C그룹,44.41012126187031
2014,66,구미대학교,전문대학,사립,경북,A그룹,44.40894020533975
2014,67,구세군사관대학원대학교,대학원대학,사립,경기,-,55.43021582068367
2014,68,국군간호사관학교,기타,기타,대전,-,45.16652976064167
2014,69,국립강릉원주대학교,대학,국립,강원,B그룹,44.772278947202295
2014,70,국립경국대학교,대학,국립,경북,B그룹,44.804961464608766
2014,71,국립공주대학교,대학,국립,충남,A그룹,44.79251220950154
2014,72,국립군산대학교,대학,국립,전북,B그룹,44.7538181816527
2014,73,국립금오공과대학교,대학,국립,경북,B그룹,44.446891922191384
2014,74,국립목포대학교,대학,국립,전남,B그룹,44.547712732607174
2014,75,국립목포해양대학교,대학,국립,전남,C그룹,44.98393944510174
2014,76,국립부경대학교,대학,국립,부산,A그룹,44.80951214851217
2014,77,국립순천대학교,대학,국립,전남,B그룹,44.98416255236396
2014,79,국립창원대학교,대학,국립,경남,B그룹,44.51348044130739
2014,80,국립한국교통대학교,대학,국립,충북,B그룹,44.757847918782716
2014,81,국립한국해양대학교,대학,국립,부산,B그룹,44.719439870927076
2014,82,국립한밭대학교,대학,국립,대전,B그룹,44.493844498896614
2014,83,국민대학교,대학,사립,서울,A그룹,44.50090771643838
2014,84,국방대학교,기타,기타,충남,-,44.40894020533975
2014,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,44.72262401942448
2014,86,국제대학교,전문대학,사립,경기,B그룹,44.492663442366045
2014,87,국제문화대학원대학교,대학원대학,사립,충남,-,61.36084100139004
2014,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,44.49926292295403
2014,89,국제사이버대학교,대학,사립,경기,C그룹,44.40894020533975
2014,90,국제언어대학원대학교,대학원대학,사립,서울,-,56.91878983295416
2014,91,국제예술대학교,기타,기타,서울,-,44.40894020533975
2014,92,군산간호대학교,전문대학,사립,전북,C그룹,44.40894020533975
2014,93,군장대학교,전문대학,사립,전북,C그룹,44.40894020533975
2014,94,극동대학교,대학,사립,충북,C그룹,44.40894020533975
2014,95,글로벌사이버대학교,대학,사립,충남,C그룹,44.40894020533975
2014,96,금강대학교,대학,사립,충남,C그룹,44.857894543306436
2014,97,기독간호대학교,전문대학,사립,광주,C그룹,44.6689108751218
2014,98,김천대학교,대학,사립,경북,C그룹,44.40894020533975
2014,99,김포대학교,전문대학,사립,경기,C그룹,44.40894020533975
2014,100,김해대학교,전문대학,사립,경남,C그룹,44.430441439619436
2014,101,나사렛대학교,대학,사립,충남,B그룹,44.426798142635434
2014,102,나주대학교,전문대학,사립,전남,C그룹,44.40894020533975
2014,103,남부대학교,대학,사립,광주,C그룹,44.41012126187031
2014,104,남서울대학교,대학,사립,충남,B그룹,44.41012126187031
2014,105,농협대학교,전문대학,사립,경기,C그룹,44.85115839362918
2014,107,단국대학교,대학,사립,경기,A그룹,44.715713880381514
2014,108,대경대학교,전문대학,사립,경북,B그룹,44.745562443147286
2014,109,대구가톨릭대학교,대학,사립,경북,A그룹,44.7323461695029
2014,110,대구경북과학기술원,대학,국립,대구,C그룹,44.865262565709656
2014,111,대구공업대학교,전문대학,사립,대구,C그룹,44.41527603742371
2014,112,대구과학대학교,전문대학,사립,대구,A그룹,44.41012126187031
2014,113,대구교육대학교,대학,국립,대구,C그룹,45.124522760391656
2014,114,대구대학교,대학,사립,경북,A그룹,44.46185609763955
2014,115,대구미래대학교,전문대학,사립,경북,C그룹,44.40894020533975
2014,116,대구보건대학교,전문대학,사립,대구,A그룹,44.40894020533975
2014,117,대구사이버대학교,대학,사립,경북,C그룹,44.40894020533975
2014,118,대구예술대학교,대학,사립,경북,C그룹,44.40894020533975
2014,119,대구외국어대학교,대학,사립,경북,C그룹,44.79849786779855
2014,120,대구한의대학교,대학,사립,경북,B그룹,44.616259187956274
2014,121,대덕대학교,전문대학,사립,대전,C그룹,44.40894020533975
2014,122,대동대학교,전문대학,사립,부산,C그룹,44.40894020533975
2014,123,대림대학교,전문대학,사립,경기,A그룹,44.40894020533975
2014,124,대신대학교,대학,사립,경북,C그룹,44.90073044727139
2014,125,대원대학교,전문대학,사립,충북,C그룹,44.40894020533975
2014,126,대전가톨릭대학교,대학,사립,세종,C그룹,56.87277470818297
2014,127,대전과학기술대학교,전문대학,사립,대전,B그룹,44.44485827945891
2014,128,대전대학교,대학,사립,대전,B그룹,44.44606268103823
2014,129,대전보건대학교,전문대학,사립,대전,A그룹,44.40894020533975
2014,130,대전신학대학교,대학,사립,대전,C그룹,44.85706478749107
2014,131,대진대학교,대학,사립,경기,B그룹,44.42944412677854
2014,132,대한신학대학원대학교,대학원대학,사립,경기,-,44.4435545045505
2014,133,덕성여자대학교,대학,사립,서울,B그룹,44.80993692761348
2014,134,동강대학교,전문대학,사립,광주,B그룹,44.40894020533975
2014,135,동국대학교,대학,사립,서울,A그룹,44.60113914572105
2014,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,44.63227332031386
2014,137,동남보건대학교,전문대학,사립,경기,A그룹,44.40894020533975
2014,138,동덕여자대학교,대학,사립,서울,B그룹,44.677559042917345
2014,139,동명대학교,대학,사립,부산,B그룹,44.42013104478589
2014,140,동방문화대학원대학교,대학원대학,사립,서울,-,44.75805956702781
2014,141,동부산대학교,전문대학,사립,부산,C그룹,44.49568134517934
2014,142,동서대학교,대학,사립,부산,B그룹,44.50386248346868
2014,143,동서울대학교,전문대학,사립,경기,A그룹,44.40894020533975
2014,144,동신대학교,대학,사립,전남,B그룹,44.421636117499716
2014,145,동아대학교,대학,사립,부산,A그룹,44.74688830640066
2014,146,동아방송예술대학교,전문대학,사립,경기,B그룹,44.42013104478589
2014,147,동아보건대학교,전문대학,사립,전남,C그룹,44.40894020533975
2014,148,동양대학교,대학,사립,경북,C그룹,44.40894020533975
2014,149,동양미래대학교,전문대학,사립,서울,A그룹,44.47269106195137
2014,151,동원과학기술대학교,전문대학,사립,경남,B그룹,44.40894020533975
2014,152,동원대학교,전문대학,사립,경기,B그룹,44.40894020533975
2014,153,동의과학대학교,전문대학,사립,부산,B그룹,44.40894020533975
2014,154,동의대학교,대학,사립,부산,A그룹,44.499265107606476
2014,155,두원공과대학교,전문대학,사립,경기,B그룹,44.40894020533975
2014,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,44.40894020533975
2014,157,루터대학교,대학,사립,경기,C그룹,44.71954712257878
2014,158,마산대학교,전문대학,사립,경남,A그룹,44.40894020533975
2014,160,명지대학교,대학,사립,서울,A그룹,44.590295346167196
2014,161,명지전문대학,전문대학,사립,서울,A그룹,44.40894020533975
2014,162,목원대학교,대학,사립,대전,B그룹,44.50386248346868
2014,163,목포가톨릭대학교,대학,사립,전남,C그룹,44.682752887171695
2014,164,목포과학대학교,전문대학,사립,전남,B그룹,44.40894020533975
2014,165,문경대학교,전문대학,사립,경북,C그룹,44.43852244737496
2014,166,배재대학교,대학,사립,대전,B그룹,44.426798142635434
2014,167,배화여자대학교,전문대학,사립,서울,B그룹,44.42646687686986
2014,168,백석대학교,대학,사립,충남,A그룹,44.414779802549866
2014,169,백석문화대학교,전문대학,사립,충남,A그룹,44.40894020533975
2014,171,백제예술대학교,전문대학,사립,전북,C그룹,44.40894020533975
2014,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,55.56765947076848
2014,174,부산가톨릭대학교,대학,사립,부산,C그룹,44.43852244737496
2014,175,부산경상대학교,전문대학,사립,부산,B그룹,44.40894020533975
2014,176,부산과학기술대학교,전문대학,사립,부산,B그룹,44.40894020533975
2014,177,부산교육대학교,대학,국립,부산,C그룹,45.16212775353762
2014,178,부산대학교,대학,국립,부산,A그룹,49.34307747397902
2014,180,부산보건대학교,전문대학,사립,부산,B그룹,44.40894020533975
2014,181,부산여자대학교,전문대학,사립,부산,C그룹,44.68461121230777
2014,182,부산예술대학교,전문대학,사립,부산,C그룹,44.40894020533975
2014,183,부산외국어대학교,대학,사립,부산,B그룹,44.426798142635434
2014,184,부산장신대학교,대학,사립,경남,C그룹,44.830082778193955
2014,185,부천대학교,전문대학,사립,경기,A그룹,44.40894020533975
2014,186,삼육대학교,대학,사립,서울,B그룹,44.42066451007927
2014,187,삼육보건대학교,전문대학,사립,서울,C그룹,44.481412235240654
2014,188,상명대학교,대학,사립,서울,A그룹,44.68472739212068
2014,189,상지대학교,대학,사립,강원,B그룹,44.64390333166564
2014,190,상지영서대학교,전문대학,사립,강원,B그룹,44.40894020533975
2014,191,서강대학교,대학,사립,서울,A그룹,45.08296807140707
2014,192,서경대학교,대학,사립,서울,B그룹,44.40559977544965
2014,193,서남대학교,대학,사립,전북,C그룹,44.564574528511386
2014,194,서라벌대학교,전문대학,사립,경북,C그룹,44.564574528511386
2014,195,서영대학교,전문대학,사립,광주,A그룹,44.40894020533975
2014,196,서울과학기술대학교,대학,국립,서울,A그룹,44.44250501739038
2014,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,44.42849613838277
2014,198,서울교육대학교,대학,국립,서울,C그룹,44.84159580718434
2014,199,서울기독대학교,대학,사립,서울,C그룹,44.44635407567845
2014,200,서울대학교,대학,국립,서울,A그룹,60.550436011006006
2014,201,서울디지털대학교,대학,사립,서울,A그룹,44.40894020533975
2014,202,서울미디어대학원대학교,대학원대학,사립,서울,-,44.48774806732462
2014,203,서울벤처대학원대학교,대학원대학,사립,서울,-,44.40894020533975
2014,204,서울불교대학원대학교,대학원대학,사립,서울,-,44.72380507595504
2014,205,서울사이버대학교,대학,사립,서울,A그룹,44.40894020533975
2014,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,44.481412235240654
2014,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,44.764412759478255
2014,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,55.12489955868338
2014,209,서울시립대학교,대학,공립,서울,A그룹,44.82941692074962
