연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수_재학생수(전년도),봉사대상자수 및 이용자수_봉사대상자수_학부생,봉사대상자수 및 이용자수_봉사대상자수_대학원생,봉사대상자수 및 이용자수_봉사대상자수_전임교원,봉사대상자수 및 이용자수_봉사대상자수_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_직원,봉사대상자수 및 이용자수_봉사대상자수_기타,봉사대상자수 및 이용자수_봉사대상자수_계,봉사대상자수 및 이용자수_학과수,봉사대상자수 및 이용자수_이용자수_도서관 이용자수,대출현황_대출자수_학부생,대출현황_대출자수_대학원생,대출현황_대출자수_교원,대출현황_대출자수_직원,대출현황_대출자수_기타,대출현황_대출자수_계,대출현황_대출책수_학부생,대출현황_대출책수_대학원생,대출현황_대출책수_교원,대출현황_대출책수_직원,대출현황_대출책수_기타,대출현황_대출책수_계,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_신청,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_제공,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_면담,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_전화,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_온라인,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_신청,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_제공,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_신청,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_제공,이용자 교육_교육횟수,이용자 교육_교육 참가자수,재학생 1인당 대출책수_대출책수,재학생 1인당 대출책수_재학생수(전년도),재학생 1인당 대출책수_재학생 1인당 대출책수,재학생 1인당 도서관방문자수_방문자수,재학생 1인당 도서관방문자수_재학생수(전년도),재학생 1인당 도서관방문자수_재학생 1인당 도서관방문자수
2017,103,남부대학교,대학,사립,광주,C그룹,3396,3027,369,124,166,78,0,3764,20,16980,700,20,61,46,0,827,5024,99,969,960,2662,9714,0,0,25,70,0,8,0,135,0,13,515,5123,3396,1.5,16980,3396,5
2017,104,남서울대학교,대학,사립,충남,B그룹,10310,9889,421,338,307,174,1420,12549,37,195608,4144,104,114,139,138,4639,48121,548,1450,1474,834,52427,0,0,302,161,503,47,145,283,420,17,593,48669,10310,4.699999809265137,195608,10310,19
2017,105,농협대학교,전문대학,사립,경기,C그룹,523,523,0,12,24,40,94,693,3,293,217,0,11,31,34,293,608,0,205,452,999,2264,0,0,0,0,0,3,0,0,0,0,0,608,523,1.2000000476837158,293,523,0.6000000238418579
2017,106,능인대학원대학교,대학원대학,사립,경기,-,72,0,72,15,0,8,0,95,2,280,0,27,0,0,0,27,0,141,0,0,0,141,0,0,20,5,0,0,0,8,8,0,0,141,72,2,280,72,3.9000000953674316
2017,107,단국대학교,대학,사립,경기,A그룹,27070,23072,3998,1161,1499,534,1381,31645,150,1876087,12624,1736,708,729,631,16428,107085,21281,9058,7449,28085,172958,0,0,5656,7756,728,216,366,1215,379,19,401,128366,27070,4.699999809265137,1876087,27070,69.30000305175781
2017,108,대경대학교,전문대학,사립,경북,B그룹,4276,4276,0,117,337,53,88,4871,17,54234,623,0,53,47,45,768,3780,0,446,578,280,5084,0,0,1064,608,0,0,0,10,0,17,846,3780,4276,0.8999999761581421,54234,4276,12.699999809265137
2017,109,대구가톨릭대학교,대학,사립,경북,A그룹,15341,13857,1484,654,759,293,2643,19690,91,772130,9341,670,485,301,590,11387,88309,13006,10684,6109,8711,126819,0,0,8824,3311,617,91,182,614,197,56,3684,101315,15341,6.599999904632568,772130,15341,50.29999923706055
2017,110,대구경북과학기술원,대학,국립,대구,C그룹,911,533,378,71,83,277,680,2022,1,79424,468,312,59,320,103,1262,6039,4165,1895,6125,1427,19651,0,0,22,102,137,12,23,186,24,20,818,10204,911,11.199999809265137,79424,911,87.19999694824219
2017,111,대구공업대학교,전문대학,사립,대구,C그룹,1879,1879,0,59,138,48,38,2162,21,25453,91,0,8,16,5,120,345,0,102,128,20,595,0,0,0,0,0,0,0,0,0,2,35,345,1879,0.20000000298023224,25453,1879,13.5
2017,112,대구과학대학교,전문대학,사립,대구,A그룹,4352,4352,0,143,264,127,0,4886,23,174104,1829,0,141,90,0,2060,15620,0,2058,3996,0,21674,0,0,12,72,2,0,1,0,0,25,1012,15620,4352,3.5999999046325684,174104,4352,40
2017,113,대구교육대학교,대학,국립,대구,C그룹,2718,1677,1041,91,177,73,2545,5604,13,245231,1179,265,98,49,124,1715,10539,1575,3432,646,1470,17662,0,0,1680,480,241,27,58,78,50,20,333,12114,2718,4.5,245231,2718,90.19999694824219
2017,114,대구대학교,대학,사립,경북,A그룹,20572,18779,1793,650,865,355,1476,23918,88,795221,9683,842,398,231,676,11830,72153,9126,12357,6283,8704,108623,0,0,1343,866,130,229,405,1283,823,20,568,81279,20572,4,795221,20572,38.70000076293945
2017,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,116,대구보건대학교,전문대학,사립,대구,A그룹,6858,6858,0,179,558,161,2308,10064,25,167941,2205,0,110,101,87,2503,9075,0,1030,1022,1167,12294,0,0,0,5,1,8,8,29,29,41,1320,9075,6858,1.2999999523162842,167941,6858,24.5
2017,117,대구사이버대학교,대학,사립,경북,C그룹,4382,4277,105,26,108,47,9976,14539,12,5330,604,29,4,17,32,686,4104,494,42,66,223,4929,0,0,0,0,0,0,0,0,0,0,0,4598,4382,1,5330,4382,1.2000000476837158
2017,118,대구예술대학교,대학,사립,경북,C그룹,1432,1432,0,47,272,32,879,2662,21,20314,226,0,9,8,0,243,6300,0,178,33,0,6511,0,0,627,133,0,8,1,0,0,0,0,6300,1432,4.400000095367432,20314,1432,14.199999809265137
2017,119,대구외국어대학교,대학,사립,경북,C그룹,334,334,0,15,17,14,0,380,5,68571,101,0,31,5,0,137,196,0,38,0,28,262,0,0,78,77,55,0,0,0,0,1,0,196,334,0.6000000238418579,68571,334,205.3000030517578
2017,120,대구한의대학교,대학,사립,경북,B그룹,7499,7073,426,255,211,126,364,8455,46,121878,2717,117,149,141,89,3213,19722,1284,3106,2582,4459,31153,0,0,4110,2740,12,12,11,106,61,6,76,21006,7499,2.799999952316284,121878,7499,16.299999237060547
2017,121,대덕대학교,전문대학,사립,대전,C그룹,4266,4266,0,105,239,73,13,4696,37,120368,846,0,79,84,9,1018,8273,0,4394,2077,93,14837,0,0,103,22,17,87,6,12,1,9,320,8273,4266,1.899999976158142,120368,4266,28.200000762939453
2017,122,대동대학교,전문대학,사립,부산,C그룹,1590,1590,0,46,161,51,305,2153,9,86628,808,0,37,32,2,879,4276,0,462,480,10,5228,0,0,48,21,0,0,0,19,0,17,593,4276,1590,2.700000047683716,86628,1590,54.5
2017,123,대림대학교,전문대학,사립,경기,A그룹,6517,6517,0,157,453,94,884,8105,29,189124,1492,0,141,40,115,1788,13753,0,2356,581,1347,18037,0,0,7,11,24,2,0,1,0,36,2063,13753,6517,2.0999999046325684,189124,6517,29
2017,124,대신대학교,대학,사립,경북,C그룹,493,301,192,27,62,17,123,722,5,48954,139,179,18,16,52,404,2103,4165,875,206,892,8241,0,0,747,498,1,16,0,42,0,1,31,6268,493,12.699999809265137,48954,493,99.30000305175781
2017,125,대원대학교,전문대학,사립,충북,C그룹,2667,2667,0,90,169,49,0,2975,23,107589,930,0,46,42,0,1018,6847,0,483,476,0,7806,0,0,228,108,0,0,0,72,0,17,490,6847,2667,2.5999999046325684,107589,2667,40.29999923706055
2017,126,대전가톨릭대학교,대학,사립,세종,C그룹,116,68,48,12,24,26,207,385,1,361,73,50,31,5,19,178,4943,3435,527,20,261,9186,0,0,360,33,34,85,6,85,6,7,298,8378,116,72.19999694824219,361,116,3.0999999046325684
2017,127,대전과학기술대학교,전문대학,사립,대전,B그룹,4696,4696,0,127,298,93,103,5317,36,369458,1755,0,70,56,17,1898,11061,0,960,911,169,13101,0,0,1289,501,20,0,58,8,1,0,0,11061,4696,2.4000000953674316,369458,4696,78.69999694824219
2017,128,대전대학교,대학,사립,대전,B그룹,10612,9644,968,365,561,168,698,12404,57,1207375,4824,123,270,242,61,5520,91653,1974,5672,3797,1565,104661,0,0,4980,1494,1245,41,48,335,76,25,870,93627,10612,8.800000190734863,1207375,10612,113.80000305175781
2017,129,대전보건대학교,전문대학,사립,대전,A그룹,5901,5901,0,154,284,84,0,6423,35,241514,1217,0,47,61,0,1325,9154,0,559,873,2813,13399,0,0,56,124,59,0,0,21,0,3,331,9154,5901,1.600000023841858,241514,5901,40.900001525878906
2017,130,대전신학대학교,대학,사립,대전,C그룹,282,185,97,10,34,12,108,446,1,20969,140,111,17,7,108,383,1513,1820,334,160,1523,5350,0,0,52,55,35,4,4,17,2,0,0,3333,282,11.800000190734863,20969,282,74.4000015258789
2017,131,대진대학교,대학,사립,경기,B그룹,8202,7832,370,270,245,195,163,9075,37,100193,3724,106,139,192,78,4239,27009,1182,3425,2788,10492,44896,0,0,24,125,298,85,24,173,14,11,431,28191,8202,3.4000000953674316,100193,8202,12.199999809265137
2017,132,대한신학대학원대학교,대학원대학,사립,경기,-,327,0,327,10,54,11,0,402,4,520,0,24,9,0,1,34,0,81,41,0,1,123,0,0,0,0,0,0,0,0,0,1,40,81,327,0.20000000298023224,520,327,1.600000023841858
2017,133,덕성여자대학교,대학,사립,서울,B그룹,6284,5888,396,191,307,134,411,7327,40,587708,5243,297,210,241,354,6345,67662,5166,4512,5723,12127,95190,0,0,290,480,291,90,246,383,390,44,828,72828,6284,11.600000381469727,587708,6284,93.5
2017,134,동강대학교,전문대학,사립,광주,B그룹,3350,3350,0,99,212,89,20,3770,22,64327,792,0,26,30,1,849,5945,0,221,419,2977,9562,0,0,93,29,1,1,0,41,40,15,645,5945,3350,1.7999999523162842,64327,3350,19.200000762939453
2017,135,동국대학교,대학,사립,서울,A그룹,17358,13570,3788,672,1360,308,13753,33451,64,1672739,10815,2854,332,249,1168,15418,102996,51882,7165,3750,27693,193486,0,0,28104,17191,2186,209,282,1200,406,51,548,154878,17358,8.899999618530273,1672739,17358,96.4000015258789
2017,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,8669,7939,730,387,556,141,2407,12160,43,868642,4236,292,232,241,510,5511,44921,4666,7146,4636,7331,68700,0,0,1103,1354,87,196,36,653,56,18,392,49587,8669,5.699999809265137,868642,8669,100.19999694824219
2017,137,동남보건대학교,전문대학,사립,경기,A그룹,4892,4892,0,126,347,57,1,5423,22,96832,626,0,35,23,1,685,2938,0,231,239,10,3418,0,0,120,30,11,0,0,1,0,1,250,2938,4892,0.6000000238418579,96832,4892,19.799999237060547
2017,138,동덕여자대학교,대학,사립,서울,B그룹,7397,7040,357,238,581,119,898,9233,37,218686,3763,162,152,155,169,4401,29817,1851,2462,1992,11791,47913,0,0,2240,4200,115,90,92,70,68,20,496,31668,7397,4.300000190734863,218686,7397,29.600000381469727
2017,139,동명대학교,대학,사립,부산,B그룹,8709,8437,272,283,248,150,643,10033,47,382781,3398,80,192,228,139,4037,19755,679,3539,4325,4303,32601,0,0,0,0,7,32,0,66,3,25,933,20434,8709,2.299999952316284,382781,8709,44
2017,140,동방문화대학원대학교,대학원대학,사립,서울,-,223,0,223,18,17,16,11,285,4,1531,0,275,17,4,11,307,0,1086,105,56,89,1336,0,0,356,17,30,12,0,7,17,1,11,1086,223,4.900000095367432,1531,223,6.900000095367432
2017,141,동부산대학교,전문대학,사립,부산,C그룹,2381,2381,0,70,241,43,199,2934,26,34946,967,0,38,51,0,1056,7148,0,491,581,0,8220,0,0,195,0,0,0,0,0,1,20,750,7148,2381,3,34946,2381,14.699999809265137
