연도,번호,학교명,학교유형,설립,지역,대학규모,시설_도서관건물연면적 (제곱미터),시설_열람석_총열람석수,시설_설비_업무용컴퓨터(PC)수,시설_설비_이용자용컴퓨터(PC)수,시설_설비_총 보유컴퓨터(PC)수,재학생 1인당 도서관건물 연면적_연면적,재학생 1인당 도서관건물 연면적_재학생수(당해년도),재학생 1인당 도서관건물 연면적_재학생 1인당 도서관건물 연면적
2016,429,한남대학교,대학,사립,대전,A그룹,9507,3191,43,308,351,9507,13290,0.699999988079071
2016,430,한동대학교,대학,사립,경북,C그룹,4850,1206,8,32,40,4850,4359,1.100000023841858
2016,431,한라대학교,대학,사립,강원,C그룹,4079,948,9,28,37,4079,4120,1.0
2016,432,한려대학교,대학,사립,전남,C그룹,2376,500,1,4,5,2376,721,3.299999952316284
2016,433,한림국제대학원대학교,대학원대학,사립,서울,-,113,12,1,1,2,113,193,0.6000000238418579
2016,434,한림대학교,대학,사립,강원,B그룹,18026,2217,37,148,185,18026,9001,2.0
2016,435,한림성심대학교,전문대학,사립,강원,B그룹,3217,584,10,73,83,3217,3315,1.0
2016,436,한민학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0.0
2016,437,한반도국제대학원대학교,대학원대학,사립,서울,-,1281,14,1,1,2,1281,56,22.899999618530273
2016,438,한북대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,0,0.0
2016,439,한서대학교,대학,사립,충남,B그룹,9198,1633,17,61,78,9198,7903,1.2000000476837158
2016,440,한성대학교,대학,사립,서울,B그룹,11892,1275,41,61,102,11892,7454,1.600000023841858
2016,441,한세대학교,대학,사립,경기,C그룹,4124,516,12,60,72,4124,3664,1.100000023841858
2016,442,한신대학교,대학,사립,경기,B그룹,10150,1493,39,98,137,10150,5761,1.7999999523162842
2016,443,한양대학교,대학,사립,서울,A그룹,25699,4232,143,233,376,25699,22624,1.100000023841858
2016,444,한양대학교(ERICA),대학,사립,경기,A그룹,13174,2139,30,150,180,13174,10441,1.2999999523162842
2016,445,한양여자대학교,전문대학,사립,서울,A그룹,5921,815,19,91,110,5921,6726,0.8999999761581421
2016,446,한영대학교,전문대학,사립,전남,C그룹,315,96,1,2,3,315,1386,0.20000000298023224
2016,447,한일장신대학교,대학,사립,전북,C그룹,2399,324,7,41,48,2399,1217,2.0
2016,448,한중대학교,대학,사립,강원,C그룹,2928,564,4,5,9,2928,1145,2.5999999046325684
2016,449,합동신학대학원대학교,대학원대학,사립,경기,-,1699,196,5,22,27,1699,304,5.599999904632568
2016,450,해군사관학교,기타,기타,경남,-,5497,372,16,23,39,5497,0,0.0
2016,451,협성대학교,대학,사립,경기,C그룹,4327,758,13,105,118,4327,4894,0.8999999761581421
2016,452,혜전대학교,전문대학,사립,충남,B그룹,1922,489,8,15,23,1922,3126,0.6000000238418579
2016,453,호남대학교,대학,사립,광주,B그룹,10669,1775,26,50,76,10669,8000,1.2999999523162842
2016,454,호남신학대학교,대학,사립,광주,C그룹,3236,800,6,18,24,3236,986,3.299999952316284
2016,455,호산대학교,전문대학,사립,경북,C그룹,1245,320,4,17,21,1245,2001,0.6000000238418579
2016,456,호서대학교,대학,사립,충남,A그룹,19063,3272,53,344,397,19063,13785,1.399999976158142
2016,457,호원대학교,대학,사립,전북,B그룹,6153,910,13,37,50,6153,5782,1.100000023841858
2016,458,홍익대학교,대학,사립,서울,A그룹,23112,4927,86,199,285,23112,21953,1.100000023841858
2016,459,화성의과학대학교,대학,사립,경기,C그룹,729,84,2,1,3,729,815,0.8999999761581421
2016,460,화신사이버대학교,대학,사립,부산,C그룹,0,0,0,0,0,0,1210,0.0
2016,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,647,275,4,25,29,647,445,1.5
