연도,번호,학교명,학교유형,설립,지역,대학규모,결산_대학총결산,결산_도서자료 구입비,결산_연속간행물 구입비,결산_비도서자료 구입비,결산_전자자료 구입비_전자저널,결산_전자자료 구입비_웹DB,결산_전자자료 구입비_[구독] e-book,결산_전자자료 구입비_기타 전자자료,결산_자료구입비계,예산_대학총예산,예산_도서자료 구입비,예산_연속간행물 구입비,예산_비도서자료 구입비,예산_전자자료 구입비_전자저널,예산_전자자료 구입비_웹DB,예산_전자자료 구입비_[구독] e-book,예산_전자자료 구입비_기타 전자자료,예산_자료구입비계,재학생 1인당 자료구입비(결산)_자료구입비,재학생 1인당 자료구입비(결산)_재학생수(전년도),재학생 1인당 자료구입비(결산)_재학생 1인당 자료구입비,대학총결산 대비 도서관 자료구입비 비율_자료구입비,대학총결산 대비 도서관 자료구입비 비율_대학총결산,대학총결산 대비 도서관 자료구입비 비율_대학총결산 대비 자료구입비 비율,최근 3년간 자료구입비 증가율(결산)_자료구입비(결산)_2019년(A),최근 3년간 자료구입비 증가율(결산)_자료구입비(결산)_2020년(B),최근 3년간 자료구입비 증가율(결산)_자료구입비(결산)_2021년(C),최근 3년간 자료구입비 증가율(결산)_최근 3년간 자료구입비 증가율(결산)
2021,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,9646435134,2631510,0,0,0,0,0,0,2631510,9906107500,3000000,0,0,0,0,0,0,3000000,2631510,307,8571.7,2631510,9646435134,0,2618640,2700000,2631510,0.3
2021,2,가야대학교,대학,사립,경남,C그룹,27795921336,83521675,17479000,520880,21869000,0,0,0,123390555,26663322000,49000000,13500000,7200000,17700000,7200000,0,9400000,104000000,123390555,2277,54190,123390555,27795921336,0.4,147846695,138760560,123390555,-8.6
2021,3,가천대학교,대학,사립,경기,A그룹,286170561053,475685150,0,46860300,978768400,473154619,0,51693874,2026162343,306538986000,403500000,0,20000000,840000000,340000000,0,80000000,1683500000,2026162343,21077,96131.4,2026162343,286170561053,0.7,1847452882,2131706235,2026162343,5.2
2021,4,가톨릭관동대학교,대학,사립,강원,B그룹,96655915516,253584562,0,8720000,262622985,142809166,0,62869774,730606487,113414967000,180000000,0,10000000,155550000,153050000,0,78950000,577550000,730606487,8518,85772.1,730606487,96655915516,0.8,815274799,792449292,730606487,-5.3
2021,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,9178184700,17981000,2043000,0,0,23976000,0,6000000,50000000,8771525000,22800000,2200000,0,0,25000000,0,0,50000000,50000000,524,95419.8,50000000,9178184700,0.5,95000000,50000000,50000000,-23.7
2021,6,가톨릭대학교,대학,사립,경기,A그룹,246759721025,324585800,79699900,76285480,2793733172,547524862,0,69137689,3890966903,303550621000,378000000,103692000,40500000,3011927880,593769655,0,87996465,4215886000,3890966903,10484,371133.8,3890966903,246759721025,1.6,3742182364,4088410834,3890966903,2.2
2021,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,18114006180,48044770,2259400,0,7775000,2419277,0,8000000,68498447,17692144672,38000000,2000000,1000000,0,2600000,0,0,43600000,68498447,1860,36827.1,68498447,18114006180,0.4,62338178,63655127,68498447,4.9
2021,8,감리교신학대학교,대학,사립,서울,C그룹,16731953856,53407050,5628294,0,24169000,14545515,0,22129007,119878866,17306715540,55000000,6000000,200000,26000000,17800000,0,25000000,130000000,119878866,1526,78557.6,119878866,16731953856,0.7,149999992,149904175,119878866,-10
2021,9,강남대학교,대학,사립,경기,B그룹,84035644679,177608930,25524374,20629110,130176162,64565285,0,37880000,456383861,78523555000,172096000,48000000,20000000,145000000,113000000,0,15000000,513096000,456383861,7101,64270.4,456383861,84035644679,0.5,335755724,480635808,456383861,19.1
2021,10,강동대학교,전문대학,사립,충북,B그룹,36418127699,44770900,2068300,0,0,60322000,0,0,107161200,37363811000,37000000,2400000,0,0,29300000,0,0,68700000,107161200,3534,30322.9,107161200,36418127699,0.3,108781252,89757070,107161200,1
2021,11,강릉영동대학교,전문대학,사립,강원,B그룹,21243455559,33244295,0,0,5850000,2491068,0,0,41585363,29821642000,54000000,0,0,0,0,0,0,54000000,41585363,2663,15616,41585363,21243455559,0.2,63657034,60393463,41585363,-18.1
2021,12,강서대학교,대학,사립,서울,C그룹,16891678373,40793318,6932594,109890,25048000,30836102,0,2200000,105919904,18169878332,33916000,8000000,400000,29100000,32600000,0,2300000,106316000,105919904,1490,71087.2,105919904,16891678373,0.6,92599997,101639995,105919904,7
2021,13,강원관광대학교,전문대학,사립,강원,C그룹,10600404623,8972690,0,940000,3752000,0,0,0,13664690,9465677000,35000000,3000000,0,4000000,0,0,0,42000000,13664690,1012,13502.7,13664690,10600404623,0.1,31750990,28232250,13664690,-31.3
2021,14,강원대학교,대학,국립,강원,A그룹,288997245670,539810739,667069830,10044030,1973973886,550519280,0,18806963,3760224728,254670761000,562800000,656400000,7500000,2085558000,100000000,0,15000000,3427258000,3760224728,22114,170038.2,3760224728,288997245670,1.3,2945709462,2971577588,3760224728,13.7
2021,15,강원도립대학교,전문대학,공립,강원,C그룹,13212216550,29969410,2977000,0,0,0,0,3500000,36446410,14030000000,30000000,3000000,0,0,5000000,0,3500000,41500000,36446410,635,57395.9,36446410,13212216550,0.3,36435000,36374200,36446410,0
2021,16,개신대학원대학교,대학원대학,사립,서울,-,1092300486,3645650,324000,0,0,0,0,0,3969650,1258600000,7500000,800000,0,0,0,0,0,8300000,3969650,145,27376.9,3969650,1092300486,0.4,6321583,4491545,3969650,-20.3
2021,17,거제대학교,전문대학,사립,경남,C그룹,13023918257,24472950,3324200,1026920,4475000,2454546,0,0,35753616,11887413000,25000000,4400000,1000000,3700000,3700000,0,0,37800000,35753616,1181,30274,35753616,13023918257,0.3,43235984,39876715,35753616,-9.1
2021,18,건국대학교,대학,사립,서울,A그룹,257908989678,451341864,77530905,2442280,1303506367,654178584,0,11000000,2500000000,259631612000,495000000,85000000,10000000,1400000000,500000000,0,10000000,2500000000,2500000000,20087,124458.6,2500000000,257908989678,1,2602122040,2500000000,2500000000,-2
2021,19,건국대학교(글로컬),대학,사립,충북,B그룹,115233324586,217711460,50580962,0,302659737,154871062,0,91549902,817373123,112575591000,180000000,53109000,1527000,317792000,162614000,0,85164000,800206000,817373123,7402,110426,817373123,115233324586,0.7,899983367,830181562,817373123,-4.6
2021,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,21,건신대학원대학교,대학원대학,사립,대전,-,1317290973,5227940,523000,0,7140990,0,0,0,12891930,1409348000,4900000,1700000,5000000,7500000,0,0,0,19100000,12891930,169,76283.6,12891930,1317290973,1,13712160,12695710,12891930,-2.9
2021,22,건양대학교,대학,사립,충남,B그룹,109248637447,240207458,0,4900000,285609260,102623914,0,5809745,639150377,115560775910,243000000,0,3000000,330000000,123000000,0,6000000,705000000,639150377,7603,84065.6,639150377,109248637447,0.6,634995167,653918315,639150377,0.4
2021,23,경기과학기술대학교,전문대학,사립,경기,A그룹,44925038334,100999723,13098370,2994100,9899000,3000000,0,890000,130881193,43647454716,101000000,13261000,3000000,11000000,3200000,0,900000,132361000,130881193,4712,27776.1,130881193,44925038334,0.3,121899270,127363440,130881193,3.6
2021,24,경기대학교,대학,사립,경기,A그룹,194418670976,149000000,10735050,50586605,485751293,131163967,0,58720000,885956915,189246782000,119000000,12220000,48000000,495000000,164900000,0,59000000,898120000,885956915,15975,55459,885956915,194418670976,0.5,826935439,877122062,885956915,3.5
2021,25,경남대학교,대학,사립,경남,A그룹,134480919326,297131844,30147016,8263250,402871747,165888075,0,13700270,918002202,124648495000,260000000,29000000,7000000,430000000,170000000,0,20000000,916000000,918002202,12302,74622.2,918002202,134480919326,0.7,877981409,875991754,918002202,2.3
2021,26,경남도립거창대학,전문대학,공립,경남,C그룹,11641729969,20852440,2145500,0,3752000,1334000,0,0,28083940,16302118000,20000000,2000000,3000000,4000000,4000000,0,0,33000000,28083940,856,32808.3,28083940,11641729969,0.2,26266650,27599270,28083940,3.4
2021,27,경남도립남해대학,전문대학,공립,경남,C그룹,11526398036,23943590,1002000,1055000,0,0,0,0,26000590,12517939000,25000000,3000000,0,0,0,0,0,28000000,26000590,783,33206.4,26000590,11526398036,0.2,22185770,21173090,26000590,9.1
2021,28,경남정보대학교,전문대학,사립,부산,A그룹,65737215139,101725160,4976240,3182850,0,35115750,0,0,145000000,61988308000,81000000,5000000,3000000,0,38000000,0,0,127000000,145000000,6665,21755.4,145000000,65737215139,0.2,149998330,151999020,145000000,-1.6
2021,29,경동대학교,대학,사립,강원,B그룹,100438682929,316465890,0,0,68232000,35039412,0,20000000,439737302,94728795935,278594640,0,4096980,68000000,35000000,0,24006380,409698000,439737302,7814,56275.6,439737302,100438682929,0.4,438984907,439899359,439737302,0.1
2021,30,경민대학교,전문대학,사립,경기,B그룹,45204643623,99876870,9736800,0,24510000,4096298,0,16200000,154419968,55189420000,96000000,10000000,1000000,29000000,5000000,0,15000000,156000000,154419968,4432,34842.1,154419968,45204643623,0.3,160924177,158193886,154419968,-2
2021,31,경복대학교,전문대학,사립,경기,A그룹,76429135097,117507890,4103190,0,0,17343140,0,0,138954220,85487460000,152000000,4000000,0,0,18000000,0,0,174000000,138954220,6455,21526.6,138954220,76429135097,0.2,143998910,186263899,138954220,2
2021,32,경북과학대학교,전문대학,사립,경북,C그룹,17698256363,0,0,0,8273000,0,0,0,8273000,26259905000,21000000,0,962000,8438000,0,0,2000000,32400000,8273000,1655,4998.8,8273000,17698256363,0,20541000,10188210,8273000,-34.6
2021,33,경북대학교,대학,국립,대구,A그룹,357671453238,962407740,1009524750,4450640,2071628710,733082500,0,177393600,4958487940,349899040000,755850000,1228890000,3700000,2070000000,738000000,0,20000000,4816440000,4958487940,27862,177966,4958487940,357671453238,1.4,4064059636,5085824740,4958487940,11.3
2021,34,경북보건대학교,전문대학,사립,경북,C그룹,12099546584,30914030,270000,0,7680000,4114993,0,0,42979023,13490819000,32000000,500000,0,12500000,0,0,0,45000000,42979023,1250,34383.2,42979023,12099546584,0.4,42233780,43790160,42979023,0.9
2021,35,경북외국어대학교,대학,사립,대구,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,36,경북전문대학교,전문대학,사립,경북,B그룹,29004842600,34289770,5026000,0,5000000,2598245,0,0,46914015,29549236000,33600000,5060000,1000000,5000000,2500000,0,14400000,61560000,46914015,2853,16443.7,46914015,29004842600,0.2,56098725,56841371,46914015,-8.1
2021,37,경상국립대학교,대학,국립,경남,A그룹,293552997129,466506840,592477850,15475000,1181303522,999831842,0,63769258,3319364312,234619251000,782714000,637814000,34000000,852778000,567552000,0,94200000,2969058000,3319364312,21509,154324.4,3319364312,293552997129,1.1,2783807890,2907106666,3319364312,9.3
2021,38,경성대학교,대학,사립,부산,A그룹,140081569235,295466672,19676164,9948000,356244019,170920504,0,32000000,884255359,128408854000,263600000,20000000,9900000,312500000,193500000,0,32000000,831500000,884255359,13025,67889.1,884255359,140081569235,0.6,972728603,923044868,884255359,-4.7
2021,39,경안대학원대학교,대학원대학,사립,경북,-,398707749,409200,0,0,0,0,0,0,409200,434405050,1000000,0,0,0,0,0,0,1000000,409200,56,7307.1,409200,398707749,0.1,226120,439300,409200,43.7
2021,40,경운대학교,대학,사립,경북,C그룹,54524260157,201360340,36914230,6810590,90504371,14720716,0,0,350310247,54058806000,150500000,23500000,6000000,53000000,15000000,0,0,248000000,350310247,4464,78474.5,350310247,54524260157,0.6,258356286,145823826,350310247,48.3
2021,41,경인교육대학교,대학,국립,인천,C그룹,46822944975,257721260,7426500,0,96335919,19260125,0,13850000,394593804,43043159000,238000000,6800000,2000000,96500000,19500000,0,14000000,376800000,394593804,3913,100841.8,394593804,46822944975,0.8,370005000,399646008,394593804,3.4
2021,42,경인여자대학교,전문대학,사립,인천,B그룹,59117370243,98281840,8336012,2504270,0,8401673,0,0,117523795,53299025000,96200000,9200000,4000000,0,8700000,0,0,118100000,117523795,4722,24888.6,117523795,59117370243,0.2,133024123,117078919,117523795,-5.8
2021,43,경일대학교,대학,사립,경북,B그룹,77985306843,184117486,12526020,3980790,116574981,26687059,0,48731380,392617716,78144940133,195000000,12600000,4000000,116400000,28000000,0,48000000,404000000,392617716,7141,54980.8,392617716,77985306843,0.5,402972521,412727327,392617716,-1.2
2021,44,경찰대학,기타,기타,충남,-,0,120268833,40543463,4225085,0,43735000,0,0,208772381,0,130000000,11880000,5000000,0,50500000,0,0,197380000,208772381,0,0,208772381,0,0,211865060,208772381,208772381,-0.7
2021,45,경희대학교,대학,사립,서울,A그룹,463798203859,585905295,24527302,2058300,3780911160,846205004,0,176265464,5415872525,476618193000,539000000,21500000,2443000,3717876000,920500000,0,175000000,5376319000,5415872525,33373,162283.1,5415872525,463798203859,1.2,5256141968,5460519881,5415872525,1.5
