ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024
30,경민대학교,전문대학,사립,경기,B그룹,44.26946103373274,44.20409177240834,44.22582258502368,42.73577497477359,67.81989973945133,67.6939838065517,67.79427560211525,67.69921500047852,67.70556226583395,68.03077171218474,67.6806947566322
31,경복대학교,전문대학,사립,경기,A그룹,44.26764211407551,44.20746392561746,44.2290760788125,42.72612431052239,67.59475485816513,67.6122711894587,67.4756941880583,67.43212016345167,67.472461570736,67.44937273073141,67.46739097607303
32,경북과학대학교,전문대학,사립,경북,C그룹,44.28148685613899,44.20409177240834,44.22582258502368,42.733762595546544,69.77019520334731,68.47270870584727,69.77286039041468,68.0542487765857,68.1429589502687,68.09928813286147,68.09928813286146
33,경북대학교,대학,국립,대구,A그룹,53.26755177032948,55.2856643584009,56.55223406021281,58.099540326562696,70.40510160293825,71.07239808467851,71.26021689567722,73.99462662851778,73.3154039226401,73.182476435486,72.76503866513131
34,경북보건대학교,전문대학,사립,경북,C그룹,44.26837969171525,44.20421526993537,44.23048017215273,42.737010740819144,67.88574371230618,67.70681528515762,67.69121638074077,67.6972407941293,67.70073738660687,67.6893696329837,67.68146605005295
35,경북외국어대학교,대학,사립,대구,C그룹,44.26946103373274,44.20409177240834,44.22582258502368,42.735641822599675,69.93218901569438,69.92809481279582,69.91808489216089,69.90765040364217,69.90985580391823,69.92254885814661,69.9225488581466
36,경북전문대학교,전문대학,사립,경북,B그룹,44.278484548513056,44.209475032415256,44.23081922063445,42.73593260503584,67.62919040148653,68.40876856034461,67.6591939436368,67.66350036185624,67.6261550662501,67.6353527888174,67.63589540441437
37,경상국립대학교,대학,국립,경남,A그룹,47.36654780567767,51.42937456405446,53.075064795161516,54.22929501779935,66.62213529106899,71.55798741264768,71.6856785243742,71.60424221712258,71.74055962555951,72.03976926354636,71.80602122006312
38,경성대학교,대학,사립,부산,A그룹,44.31729114695688,44.23123892034896,44.25994042325428,42.74205273098478,67.68778447749916,67.49134313804147,67.31246698651587,67.27433676478509,67.84938892779915,67.92226003465126,67.71007416094368
39,경안대학원대학교,대학원대학,사립,경북,-,44.30456114391848,44.24263440369013,67.02837652111658,67.02837652111661,67.02837652111657,67.02837652111658,67.02837652111658,67.02837652111658,67.02837652111658,67.02837652111658,67.0283765211166
40,경운대학교,대학,사립,경북,C그룹,44.266838233525704,44.208787316749266,44.234377831458005,42.731823176119356,67.35987540891067,67.32136106646972,67.30778065181595,67.34591715400138,67.39867965418233,67.38132920219877,67.53615910458298
41,경인교육대학교,대학,국립,인천,C그룹,44.32239270260735,44.253105152898634,44.27100031404789,42.72165254838758,67.68921189820654,67.6581342414631,67.70096590959369,67.56567206143296,67.51890870452013,67.52354081757619,67.57225104354184
42,경인여자대학교,전문대학,사립,인천,B그룹,44.26764211407551,44.20304658319739,44.22401850318564,42.73557854620217,67.73273104813862,67.63175336941637,67.66431801642398,67.61432980013139,67.56264237071294,67.56792529833284,67.58584987275201
43,경일대학교,대학,사립,경북,B그룹,44.28142068981738,44.216519517117334,44.242167546020816,42.735268547927504,69.4804696611761,67.43252073007511,67.2582777508321,67.29985578984218,67.27679108683185,67.28270076592086,67.41945980649783
44,경찰대학,기타,기타,충남,-,67.02837652111658,44.196565554614466,44.21817770780951,42.72784683467698,67.60387324179437,67.62860265288248,67.61511526215322,67.61762417634692,67.62411593790662,67.63488011435017,69.89087011418523
45,경희대학교,대학,사립,서울,A그룹,52.52001907363143,49.40991458924818,52.27503968909945,52.80903605747886,67.41165326825512,70.14443968633105,71.52603107069676,73.78820164166594,74.56541782855778,74.77860925129217,74.5137710635867
46,계명대학교,대학,사립,대구,A그룹,55.00916361782112,55.33158399008553,56.854565804470504,57.733728150718356,67.7103158498371,68.63371762769947,67.93874643200667,68.91743853620213,66.84993671542038,68.94859636086535,69.09943305989503
47,계명문화대학교,전문대학,사립,대구,A그룹,44.26516066853836,44.20193431467887,44.230668901448794,42.73577497477359,67.71031114718616,67.82594607435637,67.47984078421575,67.5123408561044,67.45413713852565,67.44782243873271,69.01538826863556
48,계약신학대학원대학교,대학원대학,사립,경기,-,67.02837652111658,67.02837652111657,67.02837652111658,67.02837652111661,67.02837652111657,67.02837652111658,67.02837652111658,67.02837652111658,67.02837652111658,69.92254885814661,69.9225488581466
49,계원예술대학교,전문대학,사립,경기,B그룹,44.28829319854857,44.215952721443195,44.22100629649135,42.72908260072253,68.01868288213394,67.61264402415212,68.89558628871127,69.66941186128686,69.05499169359226,69.52315445725766,67.9083817606508
50,고려대학교,대학,사립,서울,A그룹,50.13189703623009,50.13189703623008,50.384077003696326,52.69337030059704,78.98921291735434,79.45996132138572,79.40243930627715,79.45592266654029,79.50196830258652,79.65377671516339,79.94212497154321
