ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024
51,고려대학교(세종),대학,사립,세종,B그룹,44.292222075830736,44.2167401192306,44.24332929681028,42.74118055620907,69.65326204140051,67.34619817782858,67.61077008086514,69.65137141944197,69.70658113424409,69.881965627971,69.94574572971307
52,고려사이버대학교,대학,사립,서울,A그룹,44.26946103373274,44.20409177240834,44.22582258502368,42.735641822599675,69.92676810759686,69.92267390469831,69.9096187804747,69.8966823509622,69.89540151072757,69.69171827618834,69.79055366030906
53,고신대학교,대학,사립,부산,C그룹,44.314059577399235,44.23879099815244,44.2517418090163,42.72616254810003,66.73308847402593,66.71997346353321,66.8922534299436,66.74050796677153,66.98426789695804,67.58808203320427,70.14808394504044
54,공군사관학교,기타,기타,충북,-,67.02837652111658,44.204247619831854,44.23341635101009,42.72998115144717,67.7789598671256,68.28924113678188,68.98468336062085,69.51291443761548,69.42465213027708,67.02837652111658,69.9225488581466
55,공주교육대학교,대학,국립,충남,C그룹,44.30231206801451,44.249847083673195,44.26858477472611,42.71710907012672,67.82958099418697,67.79559239572828,67.77499794840831,67.78002641631718,67.77257645082376,67.75905879496919,68.1839822808029
56,과학기술연합대학원대학교,대학원대학,국립,대전,-,44.26946103373274,44.187488450156934,44.21417630929861,42.731760180087605,74.05805829486538,72.03302923525746,71.14086413837764,71.04963164653378,71.01772317256004,70.96393424208634,71.81963826732846
57,광신대학교,대학,사립,광주,C그룹,44.30960857932326,44.2470376663896,44.26702287140199,42.72862584893969,69.70235164342493,68.14388415077273,67.82073703570988,68.09153583584289,69.67695583100468,69.73039348835538,70.16174955680381
58,광양보건대학교,전문대학,사립,전남,C그룹,44.272419611487514,44.196565554614466,44.22723498150401,42.73499836159209,67.7235094851806,68.08009876848189,69.85905110439072,69.95876945116068,67.02837652111658,67.02837652111658,67.0283765211166
59,광운대학교,대학,사립,서울,B그룹,44.28425850136172,44.210829133929685,44.24157062035189,42.73609437608486,67.6829943652362,68.59463450046326,67.33154886076078,68.69360954665301,67.2501192743448,67.43346160230666,67.52097536219819
60,광주가톨릭대학교,대학,사립,전남,C그룹,67.02837652111658,67.02837652111657,67.02837652111658,67.02837652111661,67.02837652111657,67.02837652111658,67.02837652111658,67.02837652111658,67.02837652111658,67.02837652111658,67.0283765211166
61,광주과학기술원,대학,국립,광주,C그룹,44.26946103373274,44.20409177240834,44.22582258502368,67.02837652111661,67.02160279964994,67.02837652111658,67.02837652111658,67.02837652111658,67.02837652111658,67.02837652111658,67.0283765211166
62,광주교육대학교,대학,국립,광주,C그룹,44.30064842067152,44.23807447272938,44.25874187235874,42.72507770510486,67.69444778450212,67.6055691038028,67.60952657447221,67.63236574516463,67.67798722262036,67.66055961449979,67.73427440313307
