연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수_봉사대상자수_전년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_전년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_전년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_전년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_직원,봉사대상자수 및 이용자수_봉사대상자수_전년도_기타,봉사대상자수 및 이용자수_봉사대상자수_전년도_계,봉사대상자수 및 이용자수_봉사대상자수_당해년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_당해년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_직원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_기타,봉사대상자수 및 이용자수_봉사대상자수_당해년도_계,봉사대상자수 및 이용자수_학과수,봉사대상자수 및 이용자수_이용자수_도서관 이용자수,대출현황_대출자수_학부생,대출현황_대출자수_대학원생,대출현황_대출자수_교원,대출현황_대출자수_직원,대출현황_대출자수_기타,대출현황_대출자수_계,대출현황_대출책수_학부생,대출현황_대출책수_대학원생,대출현황_대출책수_교원,대출현황_대출책수_직원,대출현황_대출책수_기타,대출현황_대출책수_계,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_신청,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_제공,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_면담,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_전화,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_온라인,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_신청,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_제공,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_신청,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_제공,이용자 교육_대면 이용자 교육_교육횟수,이용자 교육_대면 이용자 교육_교육 참가자수,이용자 교육_비대면 이용자 교육_교육횟수,이용자 교육_비대면 이용자 교육_교육 참가자수,재학생 1인당 대출책수_대출책수,재학생 1인당 대출책수_재학생수(전년도),재학생 1인당 대출책수_재학생 1인당 대출책수,재학생 1인당 도서관방문자수_방문자수,재학생 1인당 도서관방문자수_재학생수(전년도),재학생 1인당 도서관방문자수_재학생 1인당 도서관방문자수
2023,76,국립부경대학교,대학,국립,부산,A그룹,17563,15213,2350,615,985,630,6365,26158,17774,15304,2470,615,1031,635,6716,26771,0,890055,5118,707,435,210,1109,7579,89382,11468,12835,10476,14376,138537,0,0,0,0,0,359,152,480,111,250,974,1,3666,100850,17563,5.699999809265137,890055,17563,50.70000076293945
2023,77,국립순천대학교,대학,국립,전남,B그룹,7353,6466,887,323,456,349,9030,17511,7392,6522,870,318,471,323,7989,16493,0,19668,1213,131,202,95,437,2078,7321,1084,2710,1135,14246,26496,0,0,0,0,0,86,134,277,1,45,103,0,0,8405,7353,1.100000023841858,19668,7353,2.700000047683716
2023,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,62,0,62,18,131,8,0,219,56,0,56,18,120,11,0,205,0,10000,0,1,6,5,226,238,0,2,56,69,1563,1690,0,0,0,0,0,0,0,473,0,0,0,0,0,2,62,0,10000,62,161.3000030517578
2023,79,국립창원대학교,대학,국립,경남,B그룹,8716,7401,1315,346,702,369,2097,12230,8828,7481,1347,347,703,355,2219,12452,0,408214,2306,294,226,138,635,3599,13339,2538,3353,2139,16026,37395,0,0,0,0,0,309,154,458,33,126,251,0,0,15877,8716,1.7999999523162842,408214,8716,46.79999923706055
2023,80,국립한국교통대학교,대학,국립,충북,B그룹,8508,7927,581,332,375,337,473,10025,8492,7934,558,321,385,344,332,9874,0,105573,3125,127,168,197,48,3665,21599,663,2160,2010,357,26789,0,0,0,0,0,1,3,14,1,14,147,0,0,22262,8508,2.5999999046325684,105573,8508,12.399999618530273
2023,81,국립한국해양대학교,대학,국립,부산,B그룹,7064,6178,886,279,450,319,258,8370,7063,6167,896,279,476,321,275,8414,0,198976,2099,196,165,155,42,2657,10415,1465,2481,1344,3832,19537,0,0,0,0,0,116,125,281,23,5,94,3,2603,11880,7064,1.7000000476837158,198976,7064,28.200000762939453
2023,82,국립한밭대학교,대학,국립,대전,B그룹,8786,8203,583,291,499,325,322,10223,8927,8320,607,300,496,299,480,10502,0,247469,2892,151,257,162,167,3629,26550,885,4553,2662,1650,36300,0,0,0,0,0,65,17,71,0,65,507,0,0,27435,8786,3.0999999046325684,247469,8786,28.200000762939453
2023,83,국민대학교,대학,사립,서울,A그룹,18017,14562,3455,668,1217,480,3879,24261,18320,14799,3521,663,1254,478,3983,24698,0,649045,5990,1217,454,244,236,8141,35535,10623,10145,4347,64145,124795,0,0,0,0,0,301,335,397,168,468,1849,35,4434,46158,18017,2.5999999046325684,649045,18017,36
2023,84,국방대학교,기타,기타,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44543,0,397,110,150,536,1193,0,9123,2535,2700,8483,22841,0,0,0,0,0,18,2,9,2,15,513,0,0,9123,0,0,44543,0,0
2023,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,282,0,282,14,19,17,0,332,275,0,275,12,23,17,0,327,0,280,0,28,12,0,3,43,0,226,61,0,10,297,0,0,0,0,0,107,0,44,0,1,20,0,0,226,282,0.800000011920929,280,282,1
2023,86,국제대학교,전문대학,사립,경기,B그룹,3107,3107,0,102,202,51,0,3462,2476,2476,0,98,199,56,0,2829,0,21058,165,0,37,32,11,245,1158,0,377,485,147,2167,0,0,0,0,0,0,0,0,0,0,0,1,915,1158,3107,0.4000000059604645,21058,3107,6.800000190734863
2023,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,180,0,180,7,5,19,0,211,193,0,193,9,3,11,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,180,0
2023,89,국제사이버대학교,대학,사립,경기,C그룹,3356,3356,0,17,133,37,300,3843,3429,3429,0,17,142,41,300,3929,0,2412,134,0,3,0,0,137,336,0,5,0,0,341,0,0,0,0,0,0,0,0,0,4,60,0,0,336,3356,0.10000000149011612,2412,3356,0.699999988079071
2023,90,국제언어대학원대학교,대학원대학,사립,서울,-,85,0,85,4,23,9,50,171,129,0,129,4,26,9,50,218,0,35,0,19,0,0,0,19,0,113,0,0,0,113,0,0,0,0,0,0,0,0,0,1,4,0,0,113,85,1.2999999523162842,35,85,0.4000000059604645
2023,91,국제예술대학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,4,0,11,4,0,55,31,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0
2023,92,군산간호대학교,전문대학,사립,전북,C그룹,1149,1149,0,32,25,32,41,1279,1147,1147,0,32,33,28,41,1281,0,26460,816,0,15,7,20,858,10722,0,159,70,249,11200,0,0,0,0,0,0,0,2,0,0,0,2,203,10722,1149,9.300000190734863,26460,1149,23
2023,93,군장대학교,전문대학,사립,전북,C그룹,1741,1741,0,49,130,59,0,1979,1554,1554,0,50,142,51,0,1797,0,1853,31,0,3,6,0,40,686,0,33,76,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,686,1741,0.4000000059604645,1853,1741,1.100000023841858
2023,94,극동대학교,대학,사립,충북,C그룹,3073,2933,140,139,166,82,0,3460,2984,2763,221,133,170,79,0,3366,0,9050,619,6,49,133,25,832,5739,27,288,482,325,6861,0,0,0,0,0,4,0,0,0,0,0,0,0,5766,3073,1.899999976158142,9050,3073,2.9000000953674316
2023,95,글로벌사이버대학교,대학,사립,충남,C그룹,2280,2280,0,19,129,42,5332,7802,2228,2228,0,17,138,40,5799,8222,0,737,65,0,6,4,39,114,367,0,15,34,261,677,0,0,0,0,0,0,0,0,0,0,0,0,0,367,2280,0.20000000298023224,737,2280,0.30000001192092896
2023,96,금강대학교,대학,사립,충남,C그룹,227,210,17,15,32,35,6,315,203,188,15,15,25,30,5,278,0,34512,97,11,8,11,5,132,1133,88,147,71,71,1510,0,0,0,0,0,0,0,0,4,3,147,0,0,1221,227,5.400000095367432,34512,227,152
2023,97,기독간호대학교,전문대학,사립,광주,C그룹,600,600,0,19,13,21,0,653,583,583,0,19,13,23,0,638,0,9010,126,0,11,8,0,145,1453,0,131,71,0,1655,0,0,0,0,0,0,0,0,0,7,8,1,118,1453,600,2.4000000953674316,9010,600,15
2023,98,김천대학교,대학,사립,경북,C그룹,2693,2574,119,120,87,86,16,3002,2442,2305,137,104,96,83,14,2739,0,8640,233,5,29,24,5,296,5744,26,504,439,34,6747,0,0,0,0,0,1,0,1,2,8,343,6,392,5770,2693,2.0999999046325684,8640,2693,3.200000047683716
2023,99,김포대학교,전문대학,사립,경기,C그룹,2039,2039,0,75,152,66,6,2338,1609,1609,0,70,175,55,6,1915,0,94,24,0,13,11,0,48,75,0,55,62,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2039,0,94,2039,0
2023,100,김해대학교,전문대학,사립,경남,C그룹,1440,1440,0,47,81,46,0,1614,1435,1435,0,46,98,59,1,1639,0,80132,192,0,13,20,4,229,1631,0,316,463,157,2567,0,0,0,0,0,1,0,1,0,0,0,1,417,1631,1440,1.100000023841858,80132,1440,55.599998474121094
2023,101,나사렛대학교,대학,사립,충남,B그룹,5101,4841,260,176,188,103,930,6498,5089,4808,281,173,170,115,1035,6582,0,40928,1373,109,91,63,129,1765,14125,1967,1725,725,1429,19971,0,0,0,0,0,69,101,39,17,94,474,0,0,16092,5101,3.200000047683716,40928,5101,8
2023,102,나주대학교,전문대학,사립,전남,C그룹,1307,1307,0,46,82,15,0,1450,1206,1206,0,41,71,19,1337,2674,0,171,68,0,74,11,18,171,317,0,1266,693,145,2421,0,0,0,0,0,0,0,0,0,2,30,0,0,317,1307,0.20000000298023224,171,1307,0.10000000149011612
2023,103,남부대학교,대학,사립,광주,C그룹,3434,3047,387,118,159,85,0,3796,3231,2849,382,115,177,65,0,3588,0,9880,484,13,114,162,0,773,7270,68,356,514,127,8335,0,0,0,0,0,3,0,102,0,6,252,50,374,7338,3434,2.0999999046325684,9880,3434,2.9000000953674316
2023,104,남서울대학교,대학,사립,충남,B그룹,9739,9208,531,327,375,202,0,10643,9640,8962,678,317,390,248,62,10657,0,75230,1455,40,69,87,29,1680,24289,429,916,869,313,26816,0,0,0,0,0,177,191,52,216,15,469,2,33,24718,9739,2.5,75230,9739,7.699999809265137
2023,105,농협대학교,전문대학,사립,경기,C그룹,399,399,0,14,19,49,241,722,376,376,0,13,18,50,256,713,0,1680,166,0,14,36,11,227,1047,0,123,348,30,1548,0,0,0,0,0,0,0,0,0,0,0,1,40,1047,399,2.5999999046325684,1680,399,4.199999809265137
2023,106,능인대학원대학교,대학원대학,사립,경기,-,34,0,34,9,0,5,0,48,23,0,23,8,0,6,0,37,0,32,0,5,1,2,0,8,0,49,14,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,49,34,1.399999976158142,32,34,0.8999999761581421
2023,107,단국대학교,대학,사립,경기,A그룹,26277,22015,4262,1018,2044,577,638,30554,26571,22223,4348,1020,2056,578,524,30749,0,991509,7014,1120,772,608,188,9702,41148,10328,9165,6378,45720,112739,0,0,0,0,0,268,360,482,157,10,231,9,951,51476,26277,2,991509,26277,37.70000076293945
2023,108,대경대학교,전문대학,사립,경북,B그룹,3767,3767,0,104,326,49,54,4300,3656,3656,0,109,323,49,107,4244,0,22151,341,0,40,37,1,419,20562,0,702,446,52,21762,0,0,0,0,0,1,0,1,0,0,0,1,1011,20562,3767,5.5,22151,3767,5.900000095367432
2023,109,대구가톨릭대학교,대학,사립,경북,A그룹,12663,11311,1352,596,780,392,622,15053,12358,10980,1378,570,804,385,538,14655,0,331869,4527,433,456,319,283,6018,44098,6412,8367,4456,4513,67846,0,0,0,0,0,66,345,374,117,256,4517,18,3452,50510,12663,4,331869,12663,26.200000762939453
2023,110,대구경북과학기술원,대학,국립,대구,C그룹,1664,782,882,135,95,601,231,2726,1759,833,926,136,66,525,331,2817,0,238498,536,354,54,231,74,1249,3614,2137,856,3005,3015,12627,0,0,0,0,0,76,198,37,39,9,129,0,0,5751,1664,3.5,238498,1664,143.3000030517578
2023,111,대구공업대학교,전문대학,사립,대구,C그룹,1475,1475,0,35,142,48,37,1737,1294,1294,0,35,105,46,37,1517,0,0,20,0,6,4,0,30,374,0,110,222,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,374,1475,0.30000001192092896,0,1475,0
2023,112,대구과학대학교,전문대학,사립,대구,A그룹,4113,4113,0,122,328,107,6,4676,4308,4308,0,122,334,106,0,4870,0,44592,479,0,47,46,0,572,10149,0,914,2855,3,13921,0,0,0,0,0,0,0,0,0,10,787,1,39,10149,4113,2.5,44592,4113,10.800000190734863
2023,113,대구교육대학교,대학,국립,대구,C그룹,2478,1553,925,86,226,99,2697,5586,2412,1554,858,88,202,101,2682,5485,0,282100,773,185,64,48,11,1081,4050,1201,863,567,2728,9409,0,0,0,0,0,34,41,16,29,0,0,6,330,5251,2478,2.0999999046325684,282100,2478,113.80000305175781
2023,114,대구대학교,대학,사립,경북,A그룹,17402,15941,1461,579,843,372,0,19196,17191,15756,1435,546,776,354,538,19405,0,247741,4505,422,353,152,387,5819,39483,3606,8336,4320,1587,57332,0,0,0,0,0,120,516,769,422,181,1947,0,0,43089,17402,2.5,247741,17402,14.199999809265137
2023,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,116,대구보건대학교,전문대학,사립,대구,A그룹,6650,6650,0,185,414,131,2455,9835,6571,6571,0,181,404,121,2479,9756,0,151498,871,0,108,59,20,1058,3113,0,1309,1069,1535,7026,0,0,0,0,0,0,0,1,0,0,0,41,1205,3113,6650,0.5,151498,6650,22.799999237060547
2023,117,대구사이버대학교,대학,사립,경북,C그룹,4663,4562,101,24,211,46,1172,6116,4529,4422,107,24,217,46,1151,5967,0,10122,1055,52,9,17,171,1304,6270,381,34,94,1904,8683,0,0,0,0,0,0,0,0,0,0,0,0,0,6651,4663,1.399999976158142,10122,4663,2.200000047683716
2023,118,대구예술대학교,대학,사립,경북,C그룹,595,595,0,31,181,38,0,845,429,429,0,29,129,34,5915,6536,0,5915,63,0,11,6,2,82,409,0,55,62,18,544,0,0,0,0,0,11,0,3,0,0,0,0,0,409,595,0.699999988079071,5915,595,9.899999618530273
2023,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,120,대구한의대학교,대학,사립,경북,B그룹,6573,6236,337,244,259,194,860,8130,6699,6350,349,230,315,193,1389,8826,0,142611,1931,62,148,81,133,2355,18824,976,2291,907,2033,25031,0,0,0,0,0,11,27,8,36,40,800,0,0,19800,6573,3,142611,6573,21.700000762939453
2023,121,대덕대학교,전문대학,사립,대전,C그룹,2206,2206,0,87,170,55,68,2586,1777,1777,0,76,99,63,74,2089,0,18475,293,0,64,36,18,411,1152,0,1031,373,1675,4231,0,0,0,0,0,3,39,0,0,16,301,0,0,1152,2206,0.5,18475,2206,8.399999618530273
2023,122,대동대학교,전문대학,사립,부산,C그룹,1478,1478,0,43,120,55,2,1698,1416,1416,0,42,110,55,2,1625,0,63419,348,0,22,20,0,390,2024,0,251,152,25,2452,0,0,0,0,0,0,0,2,0,0,0,1,59,2024,1478,1.399999976158142,63419,1478,42.900001525878906
2023,123,대림대학교,전문대학,사립,경기,A그룹,6901,6901,0,175,396,110,1188,8770,6940,6940,0,173,384,105,1303,8905,0,126531,858,0,164,55,41,1118,3918,0,2398,657,9485,16458,0,0,0,0,0,4,0,2,0,0,0,2,821,3918,6901,0.6000000238418579,126531,6901,18.299999237060547
2023,124,대신대학교,대학,사립,경북,C그룹,613,438,175,28,55,20,262,978,616,436,180,28,75,21,280,1020,0,34863,62,128,18,10,61,279,744,2620,642,158,776,4940,0,0,0,0,0,20,0,15,7,0,0,0,0,3364,613,5.5,34863,613,56.900001525878906
2023,125,대원대학교,전문대학,사립,충북,C그룹,2002,2002,0,67,147,47,11,2274,1789,1789,0,64,136,45,0,2034,0,1950,332,0,18,40,0,390,3940,0,350,368,42,4700,0,0,0,0,0,0,0,0,0,2,77,0,0,3940,2002,2,1950,2002,1
2023,126,대전가톨릭대학교,대학,사립,세종,C그룹,54,32,22,12,23,29,184,302,57,35,22,11,25,30,125,248,0,2357,38,20,20,7,23,108,2451,2627,497,262,891,6728,0,0,0,0,0,8,1,1,1,2,23,0,0,5078,54,94,2357,54,43.599998474121094
2023,127,대전과학기술대학교,전문대학,사립,대전,B그룹,3880,3880,0,123,207,94,278,4582,3890,3890,0,115,200,76,198,4479,0,72654,392,0,45,46,58,541,3684,0,784,1291,615,6374,0,0,0,0,0,1,44,2,0,0,0,0,0,3684,3880,0.8999999761581421,72654,3880,18.700000762939453
2023,128,대전대학교,대학,사립,대전,B그룹,9136,8504,632,322,544,182,260,10444,8895,8295,600,315,518,194,309,10231,0,190111,2859,62,216,127,312,3576,33429,704,4808,2665,8290,49896,0,0,0,0,0,20,133,86,35,42,330,0,0,34133,9136,3.700000047683716,190111,9136,20.799999237060547
2023,129,대전보건대학교,전문대학,사립,대전,A그룹,4815,4815,0,150,223,103,0,5291,4429,4429,0,147,236,103,0,4915,0,105898,535,0,47,25,0,607,3600,0,926,264,0,4790,0,0,0,0,0,0,0,0,0,15,70,1,331,3600,4815,0.699999988079071,105898,4815,22
2023,130,대전신학대학교,대학,사립,대전,C그룹,142,55,87,8,22,8,0,180,135,41,94,8,23,8,174,348,0,174,34,70,13,6,44,167,438,994,314,72,431,2249,0,0,0,0,0,6,6,3,0,50,50,0,0,1432,142,10.100000381469727,174,142,1.2000000476837158
2023,131,대진대학교,대학,사립,경기,B그룹,7921,7243,678,258,255,222,10,8666,7577,7118,459,256,271,227,0,8331,0,100329,1367,30,109,140,26,1672,16014,429,2650,2061,1111,22265,0,0,0,0,0,35,28,18,4,15,59,0,0,16443,7921,2.0999999046325684,100329,7921,12.699999809265137
2023,132,대한신학대학원대학교,대학원대학,사립,경기,-,197,0,197,15,36,6,0,254,194,0,194,12,37,6,0,249,0,20,0,30,5,0,0,35,0,80,30,0,0,110,0,0,0,0,0,0,0,50,5,0,0,0,0,80,197,0.4000000059604645,20,197,0.10000000149011612
2023,133,덕성여자대학교,대학,사립,서울,B그룹,5564,5269,295,213,306,164,802,7049,5738,5385,353,209,330,183,764,7224,0,388007,2943,115,152,204,230,3644,25231,1420,2853,3229,16777,49510,0,0,0,0,0,90,508,116,92,44,338,0,0,26651,5564,4.800000190734863,388007,5564,69.69999694824219
2023,134,동강대학교,전문대학,사립,광주,B그룹,2582,2582,0,80,160,65,2,2889,2402,2402,0,72,166,62,2,2704,0,12783,377,0,22,21,12,432,3825,0,185,583,2620,7213,0,0,0,0,0,0,0,9,0,13,334,1,92,3825,2582,1.5,12783,2582,5
2023,135,동국대학교,대학,사립,서울,A그룹,17198,13270,3928,694,1773,535,9443,29643,17607,13416,4191,681,1793,537,9974,30592,0,490558,6373,1908,568,299,479,9627,67614,33334,10332,4416,8089,123785,0,0,0,0,0,216,336,388,402,108,2538,51,1778,100948,17198,5.900000095367432,490558,17198,28.5
2023,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,7613,7172,441,331,724,155,758,9581,7279,6873,406,319,711,158,626,9093,0,29703,2041,134,159,55,173,2562,30127,4328,7428,1265,7250,50398,0,0,0,0,0,237,83,231,19,41,171,1,745,34455,7613,4.5,29703,7613,3.9000000953674316
2023,137,동남보건대학교,전문대학,사립,경기,A그룹,4569,4569,0,123,247,57,0,4996,4685,4685,0,122,258,58,0,5123,0,1153,203,0,15,10,2,230,1414,0,106,85,6,1611,0,0,0,0,0,1,1,1,1,0,0,0,0,1414,4569,0.30000001192092896,1153,4569,0.30000001192092896
2023,138,동덕여자대학교,대학,사립,서울,B그룹,7114,6834,280,233,319,131,0,7797,7242,6981,261,223,309,137,511,8422,0,79149,1971,104,140,85,53,2353,12474,1030,2024,810,18291,34629,0,0,0,0,0,67,39,52,32,146,1471,3,627,13504,7114,1.899999976158142,79149,7114,11.100000381469727
2023,139,동명대학교,대학,사립,부산,B그룹,7400,7055,345,273,319,171,383,8546,7498,6986,512,246,357,157,361,8619,0,8907,1562,84,170,116,91,2023,7426,534,3423,1720,4207,17310,0,0,0,0,0,19,2,47,1,6,128,0,0,7960,7400,1.100000023841858,8907,7400,1.2000000476837158
2023,140,동방문화대학원대학교,대학원대학,사립,서울,-,338,0,338,14,24,17,7,400,317,0,317,11,19,16,3,366,0,2370,0,93,8,2,7,110,0,739,36,4,108,887,0,0,0,0,0,31,1,5,20,2,15,0,0,739,338,2.200000047683716,2370,338,7
2023,141,동부산대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,142,동서대학교,대학,사립,부산,B그룹,9619,9296,323,354,423,256,1682,12334,9336,8978,358,347,402,246,1944,12275,0,66689,1077,45,90,81,33,1326,5641,285,1431,1106,10243,18706,0,0,0,0,0,5,127,29,28,42,983,0,0,5926,9619,0.6000000238418579,66689,9619,6.900000095367432
2023,143,동서울대학교,전문대학,사립,경기,A그룹,5788,5788,0,164,275,89,123,6439,5701,5701,0,169,292,113,137,6412,0,48705,602,0,76,45,30,753,3485,0,1599,422,6844,12350,0,0,0,0,0,0,0,0,0,0,0,6,1521,3485,5788,0.6000000238418579,48705,5788,8.399999618530273
2023,144,동신대학교,대학,사립,전남,B그룹,6694,6098,596,251,262,141,487,7835,6530,5740,790,249,262,135,576,7752,0,166615,942,54,138,105,38,1277,20054,511,2827,3160,323,26875,0,0,0,0,0,2,7,26,1,111,955,0,0,20565,6694,3.0999999046325684,166615,6694,24.899999618530273
2023,145,동아대학교,대학,사립,부산,A그룹,19946,17887,2059,782,894,427,3078,25127,19844,17869,1975,779,923,421,1539,23506,0,538929,6226,696,352,189,313,7776,49665,10978,9310,4304,4164,78421,0,0,0,0,0,202,151,621,280,48,549,0,0,60643,19946,3,538929,19946,27
2023,146,동아방송예술대학교,전문대학,사립,경기,B그룹,3043,3043,0,81,262,73,3,3462,3054,3054,0,84,252,75,3,3468,0,25829,1631,0,49,52,0,1732,20423,0,1153,674,0,22250,0,0,0,0,0,0,0,9,0,15,434,0,0,20423,3043,6.699999809265137,25829,3043,8.5
2023,147,동아보건대학교,전문대학,사립,전남,C그룹,1261,1261,0,42,63,30,0,1396,1026,1026,0,38,57,34,1366,2521,0,576,3,0,11,3,0,17,268,0,50,89,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1261,0.20000000298023224,576,1261,0.5
2023,148,동양대학교,대학,사립,경북,C그룹,4055,3852,203,148,100,141,164,4608,4106,3893,213,139,121,143,184,4693,0,46171,1038,24,101,73,39,1275,24332,379,3894,1906,406,30917,0,0,0,0,0,15,28,38,0,26,748,1,128,24711,4055,6.099999904632568,46171,4055,11.399999618530273
2023,149,동양미래대학교,전문대학,사립,서울,A그룹,5943,5943,0,158,281,114,0,6496,5783,5783,0,161,269,108,0,6321,0,36040,634,0,125,56,0,815,5164,0,1829,771,0,7764,0,0,0,0,0,0,0,0,0,0,0,0,0,5164,5943,0.8999999761581421,36040,5943,6.099999904632568
2023,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,151,동원과학기술대학교,전문대학,사립,경남,B그룹,2372,2372,0,58,192,74,124,2820,2241,2241,0,57,196,78,131,2703,0,43890,194,0,17,17,5,233,1729,0,121,95,112,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,2372,0.699999988079071,43890,2372,18.5
2023,152,동원대학교,전문대학,사립,경기,B그룹,2630,2630,0,87,190,57,0,2964,2547,2547,0,79,201,52,0,2879,0,23173,247,0,48,39,2,336,1309,0,477,458,6362,8606,0,0,0,0,0,0,0,0,0,19,380,0,0,1309,2630,0.5,23173,2630,8.800000190734863
2023,153,동의과학대학교,전문대학,사립,부산,B그룹,4102,4102,0,133,287,169,44,4735,3813,3813,0,116,296,144,0,4369,0,37812,798,0,52,51,1,902,4185,0,414,429,5532,10560,0,0,0,0,0,2,0,1,0,0,0,0,0,4185,4102,1,37812,4102,9.199999809265137
2023,154,동의대학교,대학,사립,부산,A그룹,15406,14514,892,569,498,256,1232,17961,15079,14267,812,556,516,255,1268,17674,0,275437,3504,112,279,103,163,4161,55415,961,5013,1911,3941,67241,0,0,0,0,0,42,386,91,144,63,90,9,6553,56376,15406,3.700000047683716,275437,15406,17.899999618530273
2023,155,두원공과대학교,전문대학,사립,경기,B그룹,2559,2559,0,131,144,68,115,3017,2204,2204,0,121,144,65,118,2652,0,2893,472,0,27,14,6,519,2682,0,161,74,52,2969,0,0,0,0,0,0,0,0,0,10,368,0,0,2682,2559,1,2893,2559,1.100000023841858
2023,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,3300,3300,0,18,161,60,0,3539,3187,3187,0,15,179,55,0,3436,0,612,179,0,10,17,0,206,988,0,60,77,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,988,3300,0.30000001192092896,612,3300,0.20000000298023224
2023,157,루터대학교,대학,사립,경기,C그룹,394,337,57,17,35,24,2,472,400,346,54,16,32,26,1,475,0,12450,100,22,8,4,1,135,616,232,46,19,1,914,0,0,0,0,0,5,4,4,1,4,158,4,106,848,394,2.200000047683716,12450,394,31.600000381469727
2023,158,마산대학교,전문대학,사립,경남,A그룹,5341,5341,0,154,362,77,0,5934,5112,5112,0,147,368,73,0,5700,0,24500,1239,0,37,14,0,1290,7224,0,384,153,4091,11852,0,0,0,0,0,0,0,4,0,81,1420,0,0,7224,5341,1.399999976158142,24500,5341,4.599999904632568
2023,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,160,명지대학교,대학,사립,서울,A그룹,16020,13676,2344,513,1134,402,5593,23662,15984,13746,2238,506,1167,422,5485,23564,0,678215,5345,728,409,244,512,7238,50925,7397,7601,3562,7633,77118,0,0,0,0,0,209,203,313,864,11,230,10,14714,58322,16020,3.5999999046325684,678215,16020,42.29999923706055
2023,161,명지전문대학,전문대학,사립,서울,A그룹,6694,6694,0,184,531,110,0,7519,6622,6622,0,176,510,119,0,7427,0,19277,814,0,83,87,0,984,5232,0,1241,804,32387,39664,0,0,0,0,0,11,50,8,0,13,80,2,591,5232,6694,0.800000011920929,19277,6694,2.9000000953674316
