연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_대면교육_참여시간,직원교육현황_대면교육_참여인원,직원교육현황_온라인 교육_참여시간,직원교육현황_온라인 교육_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(당해년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(당해년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2023,54,공군사관학교,기타,기타,충북,-,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,3,4,0,0,7,164,16,151.5,32,7,0,0,0,836,8.399999618530273,7,0,836,8.399999618530273,315.5,9,1,31.600000381469727
2023,55,공주교육대학교,대학,국립,충남,C그룹,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,2,2,0,0,4,86,11,111,31,4,0,0,0,1916,2.0999999046325684,4,0,1916,2.0999999046325684,197,4,0,49.29999923706055
2023,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,19,3,0,0,0,1,0,1,1352,1,0,0,1352,0,19,2,0,9.5
2023,57,광신대학교,대학,사립,광주,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,12,1,32,4,2,0,0,1,948,2.5999999046325684,2,0,948,2.0999999046325684,44,2,1,14.699999809265137
2023,58,광양보건대학교,전문대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,12,2,16,4,1,0,0,0,116,8.600000381469727,1,0,116,8.600000381469727,28,1,0,28
2023,59,광운대학교,대학,사립,서울,B그룹,2,2,0,1,5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,2,9,0,1,12,0,0,0,0,0,2,9,0,1,12,293,57,261,59,4,1,7,0,9808,1.100000023841858,4,7,9808,1.100000023841858,554,5,6,50.400001525878906
2023,60,광주가톨릭대학교,대학,사립,전남,C그룹,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,127.5,17,0,0,2,0,0,0,95,21.100000381469727,2,0,95,21.100000381469727,127.5,2,0,63.79999923706055
2023,61,광주과학기술원,대학,국립,광주,C그룹,0,3,0,1,4,0,0,0,0,0,0,1,0,7,8,0,0,0,0,0,0,4,0,8,12,0,0,0,0,0,0,4,0,8,12,37,3,0,0,3,1,1,7,2110,3.799999952316284,3,1,2110,1.899999976158142,37,5,9,2.5999999046325684
2023,62,광주교육대학교,대학,국립,광주,C그룹,0,2,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,1,1,0,2,0,2,4,166.1999969482422,26,100.5,24,2,2,0,0,1757,2,2,0,1757,1.100000023841858,266.70001220703125,4,0,66.69999694824219
2023,63,광주대학교,대학,사립,광주,B그룹,1,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,6,0,0,7,0,0,0,0,0,1,6,0,0,7,320.5,62,581,128,4,0,3,0,6118,1,4,3,6118,1.100000023841858,901.5,4,4,112.69999694824219
2023,64,광주보건대학교,전문대학,사립,광주,B그룹,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,3,0,0,3,5,1,23,5,3,0,0,0,3498,0.8999999761581421,3,0,3498,0.8999999761581421,28,3,0,9.300000190734863
2023,65,광주여자대학교,대학,사립,광주,C그룹,0,2,0,1,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,3,0,2,5,200.5,37,240.6999969482422,66,2,1,1,1,3773,1.100000023841858,2,1,3773,0.800000011920929,441.20001220703125,3,3,73.5
2023,66,구미대학교,전문대학,사립,경북,A그룹,0,0,0,1,1,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,1,0,4,5,19,4,191,55,0,1,1,3,5256,0.6000000238418579,0,1,5256,0.20000000298023224,210,0,2,105
2023,67,구세군사관대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,16,2,4,1,0,0,1,0,16,50,0,1,16,62.5,20,0,1,20
2023,68,국군간호사관학교,기타,기타,대전,-,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,0,0,11,2,2,0,1,0,0,0,2,1,0,0,11,1,1,5.5
2023,69,국립강릉원주대학교,대학,국립,강원,B그룹,2,6,2,3,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,2,3,13,0,0,0,1,1,2,6,2,4,14,330,59,561.7000122070312,133,10,4,0,0,7803,1.7000000476837158,10,0,7803,1.2999999523162842,891.7000122070312,13,1,63.70000076293945
2023,70,국립경국대학교,대학,국립,경북,B그룹,3,7,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,11,0,0,0,0,0,3,7,0,1,11,355,35,154,36,10,1,0,0,6340,1.7000000476837158,10,0,6340,1.600000023841858,509,11,0,46.29999923706055
2023,71,국립공주대학교,대학,국립,충남,A그룹,5,13,0,1,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,13,0,2,20,0,0,0,0,0,5,13,0,2,20,574.2999877929688,60,1231.5,277,18,1,0,1,14767,1.2999999523162842,18,0,14767,1.2000000476837158,1805.800048828125,18,1,95
2023,72,국립군산대학교,대학,국립,전북,B그룹,3,9,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,10,0,0,13,0,0,0,0,0,3,10,0,0,13,591,122,347.1999816894531,126,12,0,1,0,7245,1.7999999523162842,12,1,7245,1.7999999523162842,938.2000122070312,15,0,62.5
2023,73,국립금오공과대학교,대학,국립,경북,B그룹,1,5,0,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,7,0,0,8,0,0,0,0,0,1,7,0,0,8,177,45,177.5,53,6,0,2,0,5637,1.2999999523162842,6,2,5637,1.399999976158142,354.5,5,2,50.599998474121094
2023,74,국립목포대학교,대학,국립,전남,B그룹,3,5,0,1,9,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,5,0,3,11,0,0,0,0,0,3,5,0,3,11,357,61,298.9000244140625,83,8,1,0,2,6652,1.5,8,0,6652,1.2000000476837158,655.9000244140625,10,0,65.5999984741211
2023,75,국립목포해양대학교,대학,국립,전남,C그룹,1,4,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,1,6,0,0,0,0,0,1,4,0,1,6,74.69999694824219,17,116,28,5,0,0,1,2607,2.0999999046325684,5,0,2607,1.899999976158142,190.6999969482422,4,2,31.799999237060547
2023,76,국립부경대학교,대학,국립,부산,A그룹,6,13.5,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13.5,0,0,19.5,0,0,0,0,0,6,13.5,0,0,19.5,231.59999084472656,85,736.4000244140625,185,19.5,0,0,0,17774,1.100000023841858,19.5,0,17774,1.100000023841858,968,19,0,50.900001525878906
2023,77,국립순천대학교,대학,국립,전남,B그룹,5,6.5,0,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5,0,1,12.5,0,0,0,0,0,5,6.5,0,1,12.5,295,60,428,108,11.5,1,0,0,7392,1.7000000476837158,11.5,0,7392,1.600000023841858,723,11.5,0,62.900001525878906
