연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_대면교육_참여시간,직원교육현황_대면교육_참여인원,직원교육현황_온라인 교육_참여시간,직원교육현황_온라인 교육_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(당해년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(당해년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2023,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0,0,56,17.899999618530273,1,0,56,17.899999618530273,4,1,0,4
2023,79,국립창원대학교,대학,국립,경남,B그룹,2,9,1,1,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,9,1,2,14,0,0,0,0,0,2,9,1,2,14,224,49,715.4000244140625,199,12,1,0,1,8828,1.5,12,0,8828,1.399999976158142,939.4000244140625,13,1,67.0999984741211
2023,80,국립한국교통대학교,대학,국립,충북,B그룹,0,8,0,0,8,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,12,0,1,13,0,0,0,0,0,0,12,0,1,13,211,10,266.6000061035156,79,8,0,4,1,8492,1.399999976158142,8,4,8492,1.399999976158142,477.6000061035156,7,3,47.79999923706055
2023,81,국립한국해양대학교,대학,국립,부산,B그룹,4,8,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,0,0,12,0,1,0,0,1,4,9,0,0,13,415.5,195,751.4000244140625,231,13,0,0,0,7063,1.7999999523162842,13,0,7063,1.7999999523162842,1166.9000244140625,13,1,83.4000015258789
2023,82,국립한밭대학교,대학,국립,대전,B그룹,1,5.800000190734863,1,2,9.800000190734863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.800000190734863,1,2,9.800000190734863,0,0,0,0,0,1,5.800000190734863,1,2,9.800000190734863,305,104,216.8000030517578,51,7.800000190734863,2,0,0,8927,1.100000023841858,7.800000190734863,0,8927,0.8999999761581421,521.7999877929688,8.800000190734863,1,53.20000076293945
2023,83,국민대학교,대학,사립,서울,A그룹,4,6,0,3,13,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,4,15,0,3,22,0,0,0,0,0,4,15,0,3,22,445,83,976,292,10,3,9,0,18320,1.100000023841858,10,9,18320,1,1421,13,9,64.5999984741211
2023,84,국방대학교,기타,기타,충남,-,3,4,0,1,8,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,3,5,0,3,11,0,0,0,0,0,3,5,0,3,11,0,0,23,6,7,1,1,2,0,0,7,1,0,0,23,0,0,0
2023,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,5,1,6,2,1,0,0,0,275,3.5999999046325684,1,0,275,3.5999999046325684,11,1,0,11
2023,86,국제대학교,전문대학,사립,경기,B그룹,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,46,9,165.8000030517578,34,1,0,1,0,2476,0.699999988079071,1,1,2476,0.800000011920929,211.8000030517578,1,1,105.9000015258789
2023,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,193,0,0,0,0,0
2023,89,국제사이버대학교,대학,사립,경기,C그룹,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,54,16,0,0,0,2,0,0,3429,0.5,0,0,3429,0,54,2,0,27
2023,90,국제언어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,0,1,0,2,3,16,2,0,0,1,1,0,1,129,17.799999237060547,1,0,129,7.800000190734863,16,2,1,5.300000190734863
2023,91,국제예술대학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2023,92,군산간호대학교,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,59.5,12,0,0,0,0,1,0,1147,0.699999988079071,0,1,1147,0.8999999761581421,59.5,0,1,59.5
2023,93,군장대학교,전문대학,사립,전북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,15,3,16,3,1,0,0,0,1554,0.6000000238418579,1,0,1554,0.6000000238418579,31,1,0,31
2023,94,극동대학교,대학,사립,충북,C그룹,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,7.5,2,236,53,1,1,1,1,2984,1,1,1,2984,0.699999988079071,243.5,3,1,60.900001525878906
2023,95,글로벌사이버대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,32,5,0,1,0,0,2228,0.4000000059604645,0,0,2228,0,32,1,0,32
2023,96,금강대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,12.5,3,72,17,1,0,0,0,203,4.900000095367432,1,0,203,4.900000095367432,84.5,2,0,42.29999923706055
2023,97,기독간호대학교,전문대학,사립,광주,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,18.5,5,17,4,0,0,1,0,583,1.399999976158142,0,1,583,1.7000000476837158,35.5,0,1,35.5
2023,98,김천대학교,대학,사립,경북,C그룹,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,105.5,24,26.399999618530273,20,2,1,0,0,2442,1.100000023841858,2,0,2442,0.800000011920929,131.89999389648438,3,1,33
2023,99,김포대학교,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,7,1,25,7,0,1,0,0,1609,0.5,0,0,1609,0,32,1,0,32
2023,100,김해대학교,전문대학,사립,경남,C그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,142,16,0,0,1,1,0,0,1435,1.2999999523162842,1,0,1435,0.699999988079071,142,2,0,71
2023,101,나사렛대학교,대학,사립,충남,B그룹,0,2,0,0,2,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,211,39,253,59,2,0,4,0,5089,1,2,4,5089,1.2000000476837158,464,2,5,66.30000305175781
2023,102,나주대학교,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,54.5,11,0,0,0,0,1,0,1206,0.699999988079071,0,1,1206,0.800000011920929,54.5,0,1,54.5
2023,103,남부대학교,대학,사립,광주,C그룹,0,2,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,123,20,79,25,2,1,1,0,3231,1.100000023841858,2,1,3231,0.8999999761581421,202,3,1,50.5
2023,104,남서울대학교,대학,사립,충남,B그룹,0,3,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,11,0,0,11,196,33,247,57,3,0,8,0,9640,1,3,8,9640,1.100000023841858,443,3,10,34.099998474121094
2023,105,농협대학교,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,28.5,6,11.399999618530273,4,0,0,1,0,376,2.0999999046325684,0,1,376,2.700000047683716,39.900001525878906,0,1,39.900001525878906
2023,106,능인대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,22,4,15,3,0,0,1,0,23,34.79999923706055,0,1,23,43.5,37,1,0,37
2023,107,단국대학교,대학,사립,경기,A그룹,5,10,0,8,23,0,0,0,0,0,0,8,0,2,10,0,0,0,0,0,5,18,0,10,33,0,0,0,0,0,5,18,0,10,33,286.5,32,117,28,15,8,8,2,26571,1.100000023841858,15,8,26571,0.8999999761581421,403.5,24,6,13.5
2023,108,대경대학교,전문대학,사립,경북,B그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,8,2,61,17,2,0,0,0,3656,0.5,2,0,3656,0.5,69,2,0,34.5
2023,109,대구가톨릭대학교,대학,사립,경북,A그룹,0,7,0,0,7,1,1,0,0,2,0,7,0,0,7,0,0,0,0,0,0,14,0,0,14,1,1,0,0,2,1,15,0,0,16,256.5,42,671,155,9,0,7,0,12358,1.2000000476837158,9,7,12358,1.2999999523162842,927.5,9,10,48.79999923706055
2023,110,대구경북과학기술원,대학,국립,대구,C그룹,0,2,0,1,3,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,5,0,2,7,0,0,0,0,0,0,5,0,2,7,204.5,30,15,3,2,1,3,1,1759,3.200000047683716,2,3,1759,2.799999952316284,219.5,4,3,31.399999618530273
2023,111,대구공업대학교,전문대학,사립,대구,C그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,11,2,17,3,1,1,0,0,1294,1.399999976158142,1,0,1294,0.800000011920929,28,1,0,28
2023,112,대구과학대학교,전문대학,사립,대구,A그룹,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,41,8,65,15,2,0,0,0,4308,0.5,2,0,4308,0.5,106,2,0,53
2023,113,대구교육대학교,대학,국립,대구,C그룹,2,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,6,0,0,0,0,0,2,2,1,1,6,161,34,251,62,5,1,0,0,2412,2.4000000953674316,5,0,2412,2.0999999046325684,412,5,0,82.4000015258789
2023,114,대구대학교,대학,사립,경북,A그룹,3,6,0,0,9,0,0,0,0,0,0,8,0,6,14,0,0,0,0,0,3,14,0,6,23,0,0,0,0,0,3,14,0,6,23,506.5,210,774.5,166,9,0,8,6,17191,1.100000023841858,9,8,17191,1,1281,10,15,51.20000076293945
2023,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,116,대구보건대학교,전문대학,사립,대구,A그룹,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,156,22,0,0,2,1,0,0,6571,0.4000000059604645,2,0,6571,0.30000001192092896,156,3,1,39
2023,117,대구사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4529,0,0,0,4529,0,0,0,0,0
2023,118,대구예술대학교,대학,사립,경북,C그룹,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,2,0,1,3,13,3,97,19,2,1,0,0,429,6.5,2,0,429,4.699999809265137,110,4,0,27.5
2023,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,120,대구한의대학교,대학,사립,경북,B그룹,0,3,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,9,0,0,9,180.5,31,363,100,3,0,6,0,6699,1.2000000476837158,3,6,6699,1.2999999523162842,543.5,4,5,60.400001525878906
2023,121,대덕대학교,전문대학,사립,대전,C그룹,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,3,0,0,3,58,11,34.70000076293945,11,2,0,1,0,1777,1.600000023841858,2,1,1777,1.7000000476837158,92.69999694824219,2,1,30.899999618530273
2023,122,대동대학교,전문대학,사립,부산,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,40,6,308.5,54,1,0,1,0,1416,1.2999999523162842,1,1,1416,1.399999976158142,348.5,1,1,174.3000030517578
2023,123,대림대학교,전문대학,사립,경기,A그룹,1,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,1,3,0,0,4,113,19,76,16,1,0,3,0,6940,0.5,1,3,6940,0.6000000238418579,189,1,3,47.29999923706055
2023,124,대신대학교,대학,사립,경북,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,32,4,21,6,1,0,0,0,616,1.600000023841858,1,0,616,1.600000023841858,53,1,0,53
2023,125,대원대학교,전문대학,사립,충북,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,263,36,0,0,1,0,1789,0.4000000059604645,0,1,1789,0.6000000238418579,267,1,2,89
2023,126,대전가톨릭대학교,대학,사립,세종,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,43,6,29.399999618530273,8,2,0,0,0,57,35.099998474121094,2,0,57,35.099998474121094,72.4000015258789,2,0,36.20000076293945
2023,127,대전과학기술대학교,전문대학,사립,대전,B그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,29,4,121.5,32,1,1,0,0,3890,0.5,1,0,3890,0.30000001192092896,150.5,2,0,75.30000305175781
2023,128,대전대학교,대학,사립,대전,B그룹,0,5,0,0,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,11,0,0,11,190.5,34,537,143,5,0,6,0,8895,1.100000023841858,5,6,8895,1.2000000476837158,727.5,6,5,66.0999984741211
2023,129,대전보건대학교,전문대학,사립,대전,A그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,66,16,0,0,1,0,1,0,4429,0.4000000059604645,1,1,4429,0.5,66,1,1,33
2023,130,대전신학대학교,대학,사립,대전,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,1,1,0,0,0,135,7.400000095367432,1,0,135,7.400000095367432,5,1,0,5
2023,131,대진대학교,대학,사립,경기,B그룹,2,1,0,4,7,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,3,0,4,9,0,0,0,0,0,2,3,0,4,9,138.5,22,96.5999984741211,26,3,4,2,0,7577,1,3,2,7577,0.699999988079071,235.10000610351562,7,2,26.100000381469727
2023,132,대한신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,194,0,0,0,0,0
2023,133,덕성여자대학교,대학,사립,서울,B그룹,1,3,0,0,4,0,0,0,0,0,0,7,0,2,9,0,0,0,0,0,1,10,0,2,13,0,0,0,0,0,1,10,0,2,13,223,49,473.5,107,4,0,7,2,5738,1.7999999523162842,4,7,5738,1.899999976158142,696.5,4,11,46.400001525878906
2023,134,동강대학교,전문대학,사립,광주,B그룹,0,2,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,93.5,17,127,30,2,0,1,1,2402,1.399999976158142,2,1,2402,1.2000000476837158,220.5,2,1,73.5
2023,135,동국대학교,대학,사립,서울,A그룹,2,3,0,0,5,0,2,0,0,2,0,11,0,0,11,0,0,0,0,0,2,14,0,0,16,0,2,0,0,2,2,16,0,0,18,377,106,990.5,230,7,0,11,0,17607,0.8999999761581421,7,11,17607,1,1367.5,7,13,68.4000015258789
2023,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,0,0,0,2,2,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,2,9,0,0,0,0,0,0,7,0,2,9,198,38,212.6999969482422,62,0,2,7,0,7279,1,0,7,7279,1,410.70001220703125,2,7,45.599998474121094
2023,137,동남보건대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,5,1,33.5,6,0,0,1,0,4685,0.20000000298023224,0,1,4685,0.20000000298023224,38.5,0,1,38.5
2023,138,동덕여자대학교,대학,사립,서울,B그룹,3,3,0,0,6,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,3,8,0,1,12,0,0,0,0,0,3,8,0,1,12,156.5,50,165,40,6,0,5,1,7242,1.399999976158142,6,5,7242,1.5,321.5,6,5,29.200000762939453
2023,139,동명대학교,대학,사립,부산,B그룹,1,2,0,0,3,0,0,0,0,0,0,5,0,2,7,0,0,0,0,0,1,7,0,2,10,0,0,0,0,0,1,7,0,2,10,60,12,595,105,3,0,5,2,7498,1.100000023841858,3,5,7498,1.100000023841858,655,4,7,59.5
2023,140,동방문화대학원대학교,대학원대학,사립,서울,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,47,9,1,0,0,0,317,3.200000047683716,1,0,317,3.200000047683716,51,0,1,51
2023,141,동부산대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,142,동서대학교,대학,사립,부산,B그룹,1,6,2,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,2,0,10,0,0,0,0,0,1,7,2,0,10,52.5,19,592.300048828125,126,9,0,1,0,9336,1,9,1,9336,1.100000023841858,644.7999877929688,9,3,53.70000076293945
2023,143,동서울대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,3,0,0,3,71,10,86.5,22,1,0,2,0,5701,0.5,1,2,5701,0.5,157.5,1,2,52.5
2023,144,동신대학교,대학,사립,전남,B그룹,0,1,0,5,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,5,10,0,0,0,0,0,0,5,0,5,10,440,92,372,97,1,5,4,0,6530,1.2999999523162842,1,4,6530,0.800000011920929,812,1,7,101.5
2023,145,동아대학교,대학,사립,부산,A그룹,0,5,0,1,6,0,1,0,0,1,0,16,0,2,18,0,0,0,0,0,0,21,0,3,24,0,1,0,0,1,0,22,0,3,25,252.5,60,1039,236,6,1,16,2,19844,1,6,16,19844,1.100000023841858,1291.5,8,18,49.70000076293945
2023,146,동아방송예술대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,215.5,43,36,9,1,0,2,0,3054,0.8999999761581421,1,2,3054,1,251.5,1,2,83.80000305175781
2023,147,동아보건대학교,전문대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,10,4,21,5,1,0,0,0,1026,1,1,0,1026,1,31,1,0,31
2023,148,동양대학교,대학,사립,경북,C그룹,0,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,260.5,74,165,43,3,0,1,0,4106,0.8999999761581421,3,1,4106,1,425.5,4,1,85.0999984741211
2023,149,동양미래대학교,전문대학,사립,서울,A그룹,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,23,5,80,20,1,1,1,0,5783,0.4000000059604645,1,1,5783,0.30000001192092896,103,3,0,34.29999923706055
2023,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,151,동원과학기술대학교,전문대학,사립,경남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,18,4,9,4,0,0,2,0,2241,0.699999988079071,0,2,2241,0.8999999761581421,27,0,1,27
2023,152,동원대학교,전문대학,사립,경기,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,2,57,12,0,0,0,0,2,0,2547,0.6000000238418579,0,2,2547,0.800000011920929,57,1,1,28.5
2023,153,동의과학대학교,전문대학,사립,부산,B그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,2,3,67,7,11,3,1,1,0,1,3813,0.6000000238418579,1,0,3813,0.30000001192092896,78,2,1,26
2023,154,동의대학교,대학,사립,부산,A그룹,0,13,1,0,14,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,15,1,0,16,0,0,0,0,0,0,15,1,0,16,976,292,680.5,160,14,0,2,0,15079,1,14,2,15079,1.100000023841858,1656.5,14,2,103.5
2023,155,두원공과대학교,전문대학,사립,경기,B그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,69,10,0,0,2,0,0,0,2204,0.8999999761581421,2,0,2204,0.8999999761581421,69,2,0,34.5
2023,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,17,3,0,2,0,0,3187,0.5,0,0,3187,0,17,2,0,8.5
2023,157,루터대학교,대학,사립,경기,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,60,6,54,11,1,0,0,0,400,2.5,1,0,400,2.5,114,1,0,114
2023,158,마산대학교,전문대학,사립,경남,A그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,2,3,45,6,94,22,1,0,0,2,5112,0.4000000059604645,1,0,5112,0.20000000298023224,139,1,4,27.799999237060547
2023,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,160,명지대학교,대학,사립,서울,A그룹,2,5,1,1,9,0,1,0,0,1,1,9,0,0,10,0,0,0,0,0,3,14,1,1,19,0,1,0,0,1,3,15,1,1,20,333.5,92,545,154,9,1,10,0,15984,1.100000023841858,9,10,15984,1.2000000476837158,878.5,11,10,41.79999923706055
2023,161,명지전문대학,전문대학,사립,서울,A그룹,0,0,0,1,1,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,1,1,1,3,0,0,0,1,1,0,1,1,2,4,46,4,127,25,0,2,2,0,6622,0.5,0,2,6622,0.30000001192092896,173,2,2,43.29999923706055
2023,162,목원대학교,대학,사립,대전,B그룹,1,2,0,1,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,1,7,0,1,9,0,0,0,0,0,1,7,0,1,9,313.1000061035156,118,344.5,85,3,1,5,0,7706,1,3,5,7706,1,657.5999755859375,5,5,65.80000305175781
2023,163,목포가톨릭대학교,대학,사립,전남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,35,9,28,8,1,0,0,0,509,2,1,0,509,2,63,1,0,63
