연도,번호,학교명,학교유형,설립,지역,대학규모,시설_도서관건물연면적 (제곱미터),시설_열람석_총열람석수,시설_설비_정보화기기(PC)수,재학생 1인당 도서관건물 연면적_연면적,재학생 1인당 도서관건물 연면적_재학생수(당해년도),재학생 1인당 도서관건물 연면적_재학생 1인당 도서관건물 연면적
2024,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,190.89999389648438,18,2,190.89999389648438,292,0.699999988079071
2024,2,가야대학교,대학,사립,경남,C그룹,3495.89990234375,701,32,3495.89990234375,1734,2.0
2024,3,가천대학교,대학,사립,경기,A그룹,13194.2998046875,3043,223,13194.2998046875,24831,0.5
2024,4,가톨릭관동대학교,대학,사립,강원,B그룹,8226.0,1370,68,8226.0,6008,1.399999976158142
2024,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,1727.0,185,26,1727.0,465,3.700000047683716
2024,6,가톨릭대학교,대학,사립,경기,A그룹,17684.0,2847,149,17684.0,11406,1.600000023841858
2024,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,3339.0,401,17,3339.0,1819,1.7999999523162842
2024,8,감리교신학대학교,대학,사립,서울,C그룹,2542.0,170,9,2542.0,1211,2.0999999046325684
2024,9,강남대학교,대학,사립,경기,B그룹,5555.0,1101,80,5555.0,6600,0.800000011920929
2024,10,강동대학교,전문대학,사립,충북,B그룹,1289.5999755859375,456,38,1289.5999755859375,3272,0.4000000059604645
2024,11,강릉영동대학교,전문대학,사립,강원,B그룹,2521.0,420,6,2521.0,2617,1.0
2024,12,강서대학교,대학,사립,서울,C그룹,1169.0,354,8,1169.0,1851,0.6000000238418579
2024,13,강원관광대학교,전문대학,사립,강원,C그룹,0.0,0,0,0.0,0,0.0
2024,14,강원대학교,대학,국립,강원,A그룹,34840.0,4209,335,34840.0,21593,1.600000023841858
2024,15,강원도립대학교,전문대학,공립,강원,C그룹,1735.0,188,9,1735.0,611,2.799999952316284
2024,16,개신대학원대학교,대학원대학,사립,서울,-,221.5,40,10,221.5,236,0.8999999761581421
2024,17,거제대학교,전문대학,사립,경남,C그룹,1413.5999755859375,306,3,1413.5999755859375,1090,1.2999999523162842
2024,18,건국대학교,대학,사립,서울,A그룹,24648.0,3399,148,24648.0,19821,1.2000000476837158
2024,19,건국대학교(글로컬),대학,사립,충북,B그룹,10320.0,1228,39,10320.0,7415,1.399999976158142
2024,20,건동대학교,대학,사립,경북,C그룹,0.0,0,0,0.0,0,0.0
2024,21,건신대학원대학교,대학원대학,사립,대전,-,446.0,60,5,446.0,184,2.4000000953674316
2024,22,건양대학교,대학,사립,충남,B그룹,9895.0,1898,77,9895.0,6893,1.399999976158142
2024,23,경기과학기술대학교,전문대학,사립,경기,A그룹,4367.0,909,95,4367.0,4042,1.100000023841858
2024,24,경기대학교,대학,사립,경기,A그룹,13909.0,1727,144,13909.0,15997,0.8999999761581421
2024,25,경남대학교,대학,사립,경남,A그룹,13404.5,1946,152,13404.5,9915,1.399999976158142
2024,26,경남도립거창대학,전문대학,공립,경남,C그룹,600.7000122070312,180,15,600.7000122070312,897,0.699999988079071
2024,27,경남도립남해대학,전문대학,공립,경남,C그룹,759.9000244140625,110,27,759.9000244140625,768,1.0
2024,28,경남정보대학교,전문대학,사립,부산,A그룹,6703.0,1130,99,6703.0,5101,1.2999999523162842
2024,29,경동대학교,대학,사립,강원,B그룹,12051.0,2543,128,12051.0,7036,1.7000000476837158
2024,30,경민대학교,전문대학,사립,경기,B그룹,2218.39990234375,247,24,2218.39990234375,4054,0.5
2024,31,경복대학교,전문대학,사립,경기,A그룹,9777.099609375,1337,114,9777.099609375,6147,1.600000023841858
2024,32,경북과학대학교,전문대학,사립,경북,C그룹,1014.0,188,23,1014.0,1979,0.5
2024,33,경북대학교,대학,국립,대구,A그룹,41449.19921875,5325,154,41449.19921875,28016,1.5
2024,34,경북보건대학교,전문대학,사립,경북,C그룹,1044.0,235,10,1044.0,1315,0.800000011920929
2024,35,경북외국어대학교,대학,사립,대구,C그룹,0.0,0,0,0.0,0,0.0
2024,36,경북전문대학교,전문대학,사립,경북,B그룹,1621.199951171875,360,8,1621.199951171875,2568,0.6000000238418579
2024,37,경상국립대학교,대학,국립,경남,A그룹,34340.0,3774,161,34340.0,20128,1.7000000476837158
2024,38,경성대학교,대학,사립,부산,A그룹,13287.5,1795,170,13287.5,12866,1.0
2024,39,경안대학원대학교,대학원대학,사립,경북,-,117.30000305175781,33,1,117.30000305175781,60,2.0
2024,40,경운대학교,대학,사립,경북,C그룹,5716.0,1164,130,5716.0,4980,1.100000023841858
2024,41,경인교육대학교,대학,국립,인천,C그룹,10071.900390625,1311,85,10071.900390625,3670,2.700000047683716
2024,42,경인여자대학교,전문대학,사립,인천,B그룹,2202.60009765625,478,36,2202.60009765625,3544,0.6000000238418579
2024,43,경일대학교,대학,사립,경북,B그룹,12429.0,1451,85,12429.0,7301,1.7000000476837158
2024,44,경찰대학,기타,기타,충남,-,5497.0,260,4,5497.0,0,0.0
2024,45,경희대학교,대학,사립,서울,A그룹,37617.30078125,4468,173,37617.30078125,34396,1.100000023841858
2024,46,계명대학교,대학,사립,대구,A그룹,28258.80078125,3386,219,28258.80078125,22450,1.2999999523162842
2024,47,계명문화대학교,전문대학,사립,대구,A그룹,5555.0,636,63,5555.0,4514,1.2000000476837158
2024,48,계약신학대학원대학교,대학원대학,사립,경기,-,0.0,0,0,0.0,0,0.0
2024,49,계원예술대학교,전문대학,사립,경기,B그룹,3017.0,525,17,3017.0,2744,1.100000023841858
2024,50,고려대학교,대학,사립,서울,A그룹,50166.30078125,7269,194,50166.30078125,31130,1.600000023841858
2024,51,고려대학교(세종),대학,사립,세종,B그룹,9118.0,1099,43,9118.0,7322,1.2000000476837158
2024,52,고려사이버대학교,대학,사립,서울,A그룹,0.0,0,0,0.0,10175,0.0
2024,53,고신대학교,대학,사립,부산,C그룹,7648.60009765625,1455,35,7648.60009765625,3613,2.0999999046325684
2024,54,공군사관학교,기타,기타,충북,-,0.0,0,0,0.0,0,0.0
