연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수-재학생수(전년도),봉사대상자수-학부생,대학원생,전임교원,비전임교원,직원,기타,계,학과수,이용자수-도서관 이용자수,대출현황-대출자수-학부생,대학원생,교원,직원,기타,계,대출책수-학부생,대학원생,교원,직원,기타,계,참고서비스 및 상호협력-참고서비스 신청 및 제공 건수 (2010년 이전)-신청,제공,참고서비스 제공 건수 (2010년 이후)-면담,전화,온라인,상호대차 신청 및 제공 건수-신청,제공,원문복사 신청 및 제공 건수-신청,제공,이용자 교육-교육횟수,교육 참가자수,재학생 1인당 대출책수-대출책수,재학생수(전년도),재학생 1인당 대출책수,재학생 1인당 도서관방문자수-방문자수,재학생수(전년도),재학생 1인당 도서관방문자수
2019,204,서울불교대학원대학교,대학원대학,사립,서울,-,181,0,181,13,35,10,0,239,0,181,0,151,10,1,0,162,0,1475,195,5,0,1675,0,0,102,88,0,0,0,36,0,0,0,1475,181,8.100000381469727,181,181,1.0
2019,205,서울사이버대학교,대학,사립,서울,A그룹,10344,9966,378,58,237,80,40,10759,0,1149,1010,70,11,18,40,1149,3389,299,17,53,177,3935,0,0,0,0,0,0,0,0,0,0,0,3688,10344,0.4000000059604645,1149,10344,0.10000000149011612
2019,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,138,0,138,10,1,11,135,295,0,1069,0,38,4,0,22,64,0,254,14,0,118,386,0,0,0,0,0,0,0,0,0,0,0,254,138,1.7999999523162842,1069,138,7.699999809265137
2019,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,115,0,115,5,4,8,11,143,0,593,0,111,7,4,11,133,0,3831,147,45,207,4230,0,0,1655,410,57,0,0,1,1,17,143,3831,115,33.29999923706055,593,115,5.199999809265137
2019,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,93,0,93,10,9,7,7,126,0,7506,0,42,5,2,2,51,0,432,25,3,7,467,0,0,119,119,12,0,0,7,1,2,120,432,93,4.599999904632568,7506,93,80.69999694824219
2019,209,서울시립대학교,대학,공립,서울,A그룹,11632,8990,2642,429,647,218,478,13404,0,1662168,6119,1394,319,218,372,8422,73985,22491,6520,6274,10143,119413,0,0,16753,24404,7162,0,0,376,236,25,704,96476,11632,8.300000190734863,1662168,11632,142.89999389648438
2019,210,서울신학대학교,대학,사립,경기,C그룹,3188,2291,897,103,210,64,122,3687,0,111443,1326,742,114,57,122,2361,9699,16522,2724,1868,1583,32396,0,0,203,145,1,24,72,28,112,7,305,26221,3188,8.199999809265137,111443,3188,35.0
2019,211,서울여자간호대학교,전문대학,사립,서울,C그룹,933,933,0,28,55,24,36,1076,0,90107,542,0,11,9,5,567,4665,0,135,79,1160,6039,0,0,133,57,36,0,0,2,1,2,29,4665,933,5.0,90107,933,96.5999984741211
2019,212,서울여자대학교,대학,사립,서울,B그룹,7541,7187,354,233,385,230,3180,11569,0,508582,5465,312,235,224,607,6843,46902,5982,5455,3794,47150,109283,0,0,80,59,154,396,274,633,304,35,353,52884,7541,7.0,508582,7541,67.4000015258789
2019,213,서울예술대학교,전문대학,사립,경기,B그룹,3074,3074,0,85,394,58,21,3632,0,196983,1729,0,82,49,4,1864,21596,0,1266,1033,223,24118,0,0,0,0,7,5,0,11,0,2,14,21596,3074,7.0,196983,3074,64.0999984741211
2019,214,서울외국어대학원대학교,대학원대학,사립,서울,-,158,0,158,10,37,8,7,220,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0.0,162,158,1.0
2019,215,서울장신대학교,대학,사립,경기,C그룹,818,470,348,38,63,27,278,1224,0,10017,214,250,23,13,25,525,1767,4175,433,152,351,6878,0,0,478,239,13,0,0,6,7,11,174,5942,818,7.300000190734863,10017,818,12.199999809265137
2019,216,서울한영대학교,대학,사립,서울,C그룹,943,662,281,41,71,49,565,1669,0,43909,453,86,27,34,36,636,4448,823,495,574,848,7188,0,0,590,286,45,26,27,139,8,11,188,5271,943,5.599999904632568,43909,943,46.599998474121094
2019,217,서원대학교,대학,사립,충북,B그룹,7245,7053,192,242,280,138,230,8135,0,266943,2151,26,147,120,114,2558,23432,190,3126,2250,3496,32494,0,0,1,5,10,33,37,54,15,23,764,23622,7245,3.299999952316284,266943,7245,36.79999923706055
2019,218,서일대학교,전문대학,사립,서울,A그룹,6070,6070,0,173,322,49,15,6629,0,20042,1003,0,50,44,10,1107,9698,0,846,395,154,11093,0,0,0,0,18,6,13,72,14,60,2064,9698,6070,1.600000023841858,20042,6070,3.299999952316284
2019,219,서정대학교,전문대학,사립,경기,A그룹,4918,4918,0,120,298,68,0,5404,0,2884,205,0,16,8,0,229,2508,0,118,419,0,3045,0,0,71,107,48,0,0,0,0,4,242,2508,4918,0.5,2884,4918,0.6000000238418579
2019,220,서해대학,전문대학,사립,전북,C그룹,915,915,0,38,164,20,0,1137,0,4860,27,0,7,0,0,34,163,0,27,0,0,190,0,0,18,4,0,0,0,0,0,0,0,163,915,0.20000000298023224,4860,915,5.300000190734863
2019,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,222,선린대학교,전문대학,사립,경북,C그룹,2471,2471,0,78,162,38,0,2749,0,30082,613,0,51,19,0,683,5109,0,637,207,2024,7977,0,0,376,87,0,1,0,1,0,0,0,5109,2471,2.0999999046325684,30082,2471,12.199999809265137
2019,223,선문대학교,대학,사립,충남,B그룹,9804,9357,447,330,410,235,1062,11841,0,805794,5588,218,283,211,522,6822,39406,4084,6989,19096,28298,97873,0,0,184,91,318,39,129,127,22,70,2987,43490,9804,4.400000095367432,805794,9804,82.19999694824219
2019,224,선학유피대학원대학교,대학원대학,사립,경기,-,54,0,54,5,5,25,63,152,0,110,0,54,4,7,57,122,0,1210,128,19,185,1542,0,0,60,15,30,0,0,0,0,8,26,1210,54,22.399999618530273,110,54,2.0
2019,225,성결대학교,대학,사립,경기,B그룹,5806,5331,475,182,267,103,1649,8007,0,283130,2637,261,142,90,178,3308,19122,5047,2294,1683,12514,40660,0,0,1700,2000,67,12,36,56,47,20,1095,24169,5806,4.199999809265137,283130,5806,48.79999923706055
2019,226,성공회대학교,대학,사립,서울,C그룹,2436,2063,373,90,188,71,262,3047,0,131411,1420,250,147,44,92,1953,12051,4058,3562,791,5800,26262,0,0,6,8,5,48,141,25,33,7,72,16109,2436,6.599999904632568,131411,2436,53.900001525878906
2019,227,성균관대학교,대학,사립,서울,A그룹,26602,19541,7061,1459,1751,409,17073,47294,0,5918438,16204,5708,905,309,1373,24499,161485,79377,18647,6186,63824,329519,0,0,39015,17768,10456,1734,1715,2890,1095,146,4523,240862,26602,9.100000381469727,5918438,26602,222.5
2019,228,성산효대학원대학교,대학원대학,사립,인천,-,243,0,243,13,27,18,33,334,0,291,0,30,7,3,1,41,0,224,115,12,2,353,0,0,15,20,5,1,1,1,1,0,0,224,243,0.8999999761581421,291,243,1.2000000476837158
2019,229,성서침례대학원대학교,대학원대학,사립,경기,-,52,0,52,8,2,4,258,324,0,324,0,46,10,4,0,60,0,398,21,57,8,484,0,0,0,0,0,0,0,0,0,0,0,398,52,7.699999809265137,324,52,6.199999809265137
2019,230,성신여자대학교,대학,사립,서울,A그룹,9940,9124,816,326,886,264,633,12049,0,373142,5687,433,250,150,590,7110,39691,4812,7094,5819,36568,93984,0,0,3835,3053,308,25,42,185,48,20,253,44503,9940,4.5,373142,9940,37.5
2019,231,성운대학교,전문대학,사립,경북,C그룹,1497,1497,0,43,50,39,7,1636,0,4825,265,0,17,14,7,303,2210,0,146,207,71,2634,0,0,6,0,0,0,0,0,0,1,180,2210,1497,1.5,4825,1497,3.200000047683716
2019,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,233,세경대학교,전문대학,사립,강원,C그룹,1058,1058,0,27,59,31,3,1178,0,800,59,0,4,3,3,69,324,0,23,14,75,436,0,0,0,0,0,0,0,0,0,24,606,324,1058,0.30000001192092896,800,1058,0.800000011920929
2019,234,세계사이버대학,기타,기타,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,235,세명대학교,대학,사립,충북,B그룹,7921,7647,274,286,255,153,288,8903,0,355462,4306,83,135,108,199,4831,93407,1594,2664,3534,3456,104655,0,0,7,9,42,52,8,126,11,37,696,95001,7921,12.0,355462,7921,44.900001525878906
2019,236,세종대학교,대학,사립,서울,A그룹,14224,11861,2363,519,584,165,11552,27044,0,1434297,5538,717,360,117,411,7143,33106,5599,4520,1620,15552,60397,0,0,2517,1818,88,41,87,154,140,9,152,38705,14224,2.700000047683716,1434297,14224,100.80000305175781
2019,237,세한대학교,대학,사립,충남,C그룹,4316,4216,100,150,123,67,158,4814,0,160667,814,6,60,20,9,909,8193,37,1474,437,799,10940,0,0,4,2,0,0,0,12,0,23,904,8230,4316,1.899999976158142,160667,4316,37.20000076293945
2019,238,송곡대학교,전문대학,사립,강원,C그룹,694,694,0,23,57,33,0,807,0,138,39,0,1,3,0,43,165,0,6,17,0,188,0,0,0,0,0,0,0,0,0,0,0,165,694,0.20000000298023224,138,694,0.20000000298023224
2019,239,송원대학교,대학,사립,광주,C그룹,2970,2874,96,111,142,71,0,3294,0,48067,539,3,24,43,0,609,8046,44,351,1064,0,9505,0,0,375,51,3,0,0,10,0,15,546,8090,2970,2.700000047683716,48067,2970,16.200000762939453
2019,240,송호대학교,전문대학,사립,강원,C그룹,981,981,0,31,72,49,17,1150,0,4418,203,0,8,23,4,238,2151,0,63,264,27,2505,0,0,294,15,0,0,0,0,0,10,191,2151,981,2.200000047683716,4418,981,4.5
2019,241,수도국제대학원대학교,대학원대학,사립,서울,-,314,0,314,18,83,13,0,428,0,205,0,112,9,3,0,124,0,783,78,36,0,897,0,0,0,0,0,0,0,1,0,0,0,783,314,2.5,205,314,0.699999988079071
2019,242,수성대학교,전문대학,사립,대구,B그룹,3495,3495,0,91,281,103,33,4003,0,126978,1266,0,63,56,19,1404,11992,0,753,876,20594,34215,0,0,48,12,5,10,0,29,0,30,1255,11992,3495,3.4000000953674316,126978,3495,36.29999923706055
2019,243,수원가톨릭대학교,대학,사립,경기,C그룹,182,124,58,8,25,37,130,382,0,12000,123,58,33,9,55,278,6686,4767,825,284,826,13388,0,0,84,12,7,35,34,15,1,4,161,11453,182,62.900001525878906,12000,182,65.9000015258789
2019,244,수원과학대학교,전문대학,사립,경기,B그룹,6425,6425,0,161,302,69,40,6997,0,93654,955,0,98,56,0,1109,6130,0,1432,737,0,8299,0,0,103,53,0,6,0,0,0,65,2428,6130,6425,1.0,93654,6425,14.600000381469727
2019,245,수원대학교,대학,사립,경기,B그룹,10388,9472,916,383,598,170,425,11964,0,255500,4520,369,304,151,0,5344,12200,679,870,2773,5,16527,0,0,7380,2460,81,3,16,58,5,3,88,12879,10388,1.2000000476837158,255500,10388,24.600000381469727
2019,246,수원여자대학교,전문대학,사립,경기,B그룹,4341,4341,0,120,299,66,111,4937,0,60505,948,0,58,66,12,1084,10921,0,680,2382,2630,16613,0,0,0,0,0,0,0,2,0,19,1109,10921,4341,2.5,60505,4341,13.899999618530273
2019,247,숙명여자대학교,대학,사립,서울,A그룹,12367,10158,2209,460,1024,327,5431,19609,0,1989088,8101,1972,525,205,1382,12185,105655,39429,11814,3843,22844,183585,0,0,5258,2039,345,759,322,1644,120,109,1342,145084,12367,11.699999809265137,1989088,12367,160.8000030517578
2019,248,순복음대학원대학교,대학원대학,사립,서울,-,101,0,101,10,9,4,10,134,0,427,0,17,1,0,0,18,0,45,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,45,101,0.4000000059604645,427,101,4.199999809265137
2019,249,순복음총회신학교,대학,사립,충북,C그룹,229,229,0,13,13,6,1,262,0,8,5,0,0,2,1,8,9,0,0,8,4,21,0,0,0,0,0,0,0,0,0,0,0,9,229,0.0,8,229,0.0
2019,250,순천제일대학교,전문대학,사립,전남,B그룹,2570,2570,0,76,142,56,14,2858,0,10000,719,0,28,27,12,786,5047,0,418,451,59,5975,0,0,48,12,0,0,0,0,0,33,1067,5047,2570,2.0,10000,2570,3.9000000953674316
2019,251,순천향대학교,대학,사립,충남,A그룹,11750,10690,1060,922,641,321,258,13892,0,789614,4701,230,304,177,31,5443,48756,2991,5622,3668,325,61362,0,0,4636,2196,1922,42,76,8021,192,18,636,51747,11750,4.400000095367432,789614,11750,67.19999694824219
2019,252,숭실대학교,대학,사립,서울,A그룹,15979,13402,2577,521,945,269,20069,37783,0,2372147,7293,1586,583,261,2782,12505,67848,23770,14876,5512,64285,176291,0,0,137,243,1508,214,366,836,218,70,2187,91618,15979,5.699999809265137,2372147,15979,148.5
2019,253,숭실사이버대학교,대학,사립,서울,B그룹,5397,5397,0,34,180,53,0,5664,0,867,109,0,0,0,0,109,191,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,191,5397,0.0,867,5397,0.20000000298023224
2019,254,숭의여자대학교,전문대학,사립,서울,B그룹,3439,3439,0,81,207,45,0,3772,0,50621,1365,0,86,45,0,1496,13378,0,1243,912,29,15562,0,0,0,0,1,0,0,4,4,24,1141,13378,3439,3.9000000953674316,50621,3439,14.699999809265137
2019,255,신경주대학교,대학,사립,경북,C그룹,1478,1388,90,84,70,52,2,1686,0,4715,181,1,33,33,2,250,6628,13,553,609,3131,10934,0,0,568,512,0,4,32,1,13,8,134,6641,1478,4.5,4715,1478,3.200000047683716
2019,256,신구대학교,전문대학,사립,경기,A그룹,6468,6468,0,169,399,61,0,7097,0,208797,1844,0,68,61,0,1973,15120,0,2038,744,0,17902,0,0,0,0,0,0,0,2,0,75,2312,15120,6468,2.299999952316284,208797,6468,32.29999923706055
2019,257,신라대학교,대학,사립,부산,B그룹,10391,9616,775,334,316,174,1845,13060,0,323704,3106,217,149,174,121,3767,21314,2480,2583,2688,4857,33922,0,0,5221,3915,1159,50,43,257,122,111,3669,23794,10391,2.299999952316284,323704,10391,31.200000762939453
2019,258,신성대학교,전문대학,사립,충남,B그룹,3821,3821,0,117,173,62,51,4224,0,102089,1430,0,61,44,38,1573,8917,0,681,805,2416,12819,0,0,0,0,0,3,0,91,0,14,638,8917,3821,2.299999952316284,102089,3821,26.700000762939453
2019,259,신안산대학교,전문대학,사립,경기,B그룹,4267,4267,0,126,196,91,0,4680,0,36566,673,0,30,72,0,775,6918,0,864,1242,0,9024,0,0,0,0,0,0,0,0,0,7,61,6918,4267,1.600000023841858,36566,4267,8.600000381469727
2019,260,신한대학교,대학,사립,경기,B그룹,6718,6607,111,205,348,240,11,7522,0,381446,1819,8,80,119,3,2029,11878,23,912,1191,19,14023,0,0,251,160,44,1,0,205,0,20,398,11901,6718,1.7999999523162842,381446,6718,56.79999923706055
2019,261,신흥대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,262,실천신학대학원대학교,대학원대학,사립,경기,-,41,0,41,6,5,6,1,59,0,1590,0,34,4,2,1,41,0,192,74,20,2,288,0,0,7,7,6,3,0,3,0,0,0,192,41,4.699999809265137,1590,41,38.79999923706055
2019,263,아신대학교,대학,사립,경기,C그룹,1409,712,697,59,42,34,416,1960,0,7544,495,527,39,14,42,1117,5691,13104,673,210,356,20034,0,0,1100,550,137,30,0,33,2,4,300,18795,1409,13.300000190734863,7544,1409,5.400000095367432
2019,264,아주대학교,대학,사립,경기,A그룹,13884,9704,4180,714,777,274,10742,26391,0,1582297,6546,1484,477,291,2070,10868,54890,17087,9166,4265,26362,111770,0,0,1876,1580,1026,224,274,2000,1870,54,801,71977,13884,5.199999809265137,1582297,13884,114.0
2019,265,아주자동차대학교,전문대학,사립,충남,C그룹,1003,1003,0,30,36,17,0,1086,0,1911,243,0,17,17,0,277,1438,0,215,320,0,1973,0,0,11,13,0,0,0,0,0,10,83,1438,1003,1.399999976158142,1911,1003,1.899999976158142
2019,266,안동과학대학교,전문대학,사립,경북,B그룹,2615,2615,0,93,172,140,0,3020,0,83000,682,0,56,70,0,808,5162,0,1037,1133,0,7332,0,0,363,205,0,0,0,0,0,13,512,5162,2615,2.0,83000,2615,31.700000762939453
2019,267,안산대학교,전문대학,사립,경기,A그룹,4376,4376,0,121,223,60,47,4827,0,125375,1232,0,59,48,26,1365,6754,0,948,864,2308,10874,0,0,948,474,15,0,10,6,3,64,1841,6754,4376,1.5,125375,4376,28.700000762939453
2019,268,안양대학교,대학,사립,경기,B그룹,5404,4805,599,191,184,103,0,5882,0,144000,1197,121,66,45,0,1429,4903,1582,947,558,431,8421,0,0,42,90,12,32,15,0,0,33,959,6485,5404,1.2000000476837158,144000,5404,26.600000381469727
2019,269,에스라성경대학원대학교,대학원대학,사립,경기,-,76,0,76,6,2,7,0,91,0,100,0,48,8,1,0,57,0,630,166,1,0,797,0,0,0,0,0,5,0,7,0,1,38,630,76,8.300000190734863,100,76,1.2999999523162842
2019,270,여주대학교,전문대학,사립,경기,B그룹,5369,5369,0,154,269,104,959,6855,0,139333,734,0,53,52,63,902,3886,0,725,1042,1716,7369,0,0,0,0,0,0,0,0,0,10,104,3886,5369,0.699999988079071,139333,5369,26.0
2019,271,연성대학교,전문대학,사립,경기,A그룹,5827,5827,0,156,300,73,0,6356,0,2244792,2722,0,77,46,0,2845,12007,0,1195,745,15,13962,0,0,6,0,0,0,0,0,0,59,1976,12007,5827,2.0999999046325684,2244792,5827,385.20001220703125
2019,272,연세대학교,대학,사립,서울,A그룹,30729,19164,11565,1696,2640,905,8413,44383,0,3172854,17825,8154,2076,2165,1320,31540,187195,146208,44203,25404,105163,508173,0,0,56224,33859,12441,7078,7540,3125,13933,330,9253,333403,30729,10.800000190734863,3172854,30729,103.30000305175781
2019,273,연세대학교(미래),대학,사립,강원,B그룹,7840,7449,391,384,481,220,510,9435,0,499095,5132,352,248,421,377,6530,58964,15541,6093,8834,31913,121345,0,0,2941,3315,418,174,112,317,1564,44,1227,74505,7840,9.5,499095,7840,63.70000076293945
2019,274,연암공과대학교,전문대학,사립,경남,C그룹,1185,1185,0,37,72,44,0,1338,0,233389,273,0,33,40,0,346,1942,0,573,563,0,3078,0,0,857,115,3,0,0,0,0,0,0,1942,1185,1.600000023841858,233389,1185,197.0
2019,275,연암대학교,전문대학,사립,충남,C그룹,1111,1111,0,35,70,79,2,1297,0,38500,198,0,13,33,2,246,1672,0,151,305,8,2136,0,0,40,30,28,0,0,0,0,1,125,1672,1111,1.5,38500,1111,34.70000076293945
2019,276,영남대학교,대학,사립,경북,A그룹,23864,21142,2722,892,1178,565,3370,29869,0,1142445,11432,1298,844,593,898,15065,86815,25520,18997,7994,16583,155909,0,0,2545,2196,3483,413,792,2251,1575,54,952,112335,23864,4.699999809265137,1142445,23864,47.900001525878906
2019,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,278,영남신학대학교,대학,사립,경북,C그룹,717,427,290,32,28,18,45,840,0,2520,281,271,31,13,45,641,1885,3583,1059,168,593,7288,0,0,23,8,2,28,1,5,1,0,0,5468,717,7.599999904632568,2520,717,3.5
2019,279,영남외국어대학,전문대학,사립,경북,C그룹,608,608,0,23,43,15,0,689,0,0,230,0,0,0,0,230,825,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,825,608,1.399999976158142,0,608,0.0
2019,280,영남이공대학교,전문대학,사립,대구,A그룹,5592,5592,0,143,512,133,0,6380,0,97582,1313,0,45,79,0,1437,11863,0,658,1477,0,13998,0,0,0,0,0,0,0,2,1,30,1111,11863,5592,2.0999999046325684,97582,5592,17.5
2019,281,영산대학교,대학,사립,경남,B그룹,7230,6942,288,247,290,139,142,8048,0,219600,2348,21,148,132,23,2672,11997,108,2099,1493,4496,20193,0,0,120,192,54,7,20,30,6,6,238,12105,7230,1.7000000476837158,219600,7230,30.399999618530273
2019,282,영산선학대학교,대학,사립,전남,C그룹,45,45,0,14,3,6,16,84,0,3263,32,0,17,6,6,61,766,0,374,63,39,1242,0,0,129,1,51,0,0,0,2,4,9,766,45,17.0,3263,45,72.5
2019,283,영진전문대학교,전문대학,사립,대구,A그룹,7954,7954,0,215,563,136,3300,12168,0,542727,2135,0,133,118,46,2432,11687,0,1995,1300,5367,20349,0,0,1016,2563,3,0,0,0,0,33,1620,11687,7954,1.5,542727,7954,68.19999694824219
2019,284,예명대학원대학교,대학원대학,사립,서울,-,346,0,346,6,21,2,15,390,0,324,0,14,4,0,0,18,0,16,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,16,346,0.0,324,346,0.8999999761581421
2019,285,예수대학교,대학,사립,전북,C그룹,595,587,8,22,13,21,85,736,0,11617,288,6,12,12,28,346,1545,76,150,169,29559,31499,0,0,24,24,25,1,9,37,37,7,255,1621,595,2.700000047683716,11617,595,19.5
2019,286,예원예술대학교,대학,사립,전북,C그룹,1358,1082,276,76,168,34,1,1637,0,12800,74,1,7,4,1,87,160,11,14,8,1,194,0,0,30,5,0,0,0,0,1,0,0,171,1358,0.10000000149011612,12800,1358,9.399999618530273
2019,287,오산대학교,전문대학,사립,경기,A그룹,5022,5022,0,132,277,69,61,5561,0,84811,775,0,69,51,47,942,4293,0,1325,578,5939,12135,0,0,775,58,111,7,2,8,0,34,2023,4293,5022,0.8999999761581421,84811,5022,16.899999618530273
2019,288,온석대학원대학교,대학원대학,사립,경기,-,262,0,262,12,18,7,0,299,0,200,0,10,1,1,0,12,0,28,3,1,0,32,0,0,20,20,0,0,0,100,70,0,0,28,262,0.10000000149011612,200,262,0.800000011920929
2019,289,용인대학교,대학,사립,경기,B그룹,6949,6076,873,225,382,127,160,7843,0,224941,2135,125,61,48,45,2414,16163,721,566,926,25017,43393,0,0,1011,21,2,6,16,35,45,7,163,16884,6949,2.4000000953674316,224941,6949,32.400001525878906
2019,290,용인예술과학대학교,전문대학,사립,경기,B그룹,3847,3847,0,113,211,60,0,4231,0,218706,809,0,59,57,0,925,16746,0,789,1006,0,18541,0,0,0,0,0,0,0,0,0,28,1616,16746,3847,4.400000095367432,218706,3847,56.900001525878906
2019,291,우석대학교,대학,사립,전북,B그룹,7994,7339,655,285,381,208,1840,10708,0,395101,2322,168,165,99,100,2854,21595,1341,2760,1433,3593,30722,0,0,12798,7123,136,4,36,90,51,58,2013,22936,7994,2.9000000953674316,395101,7994,49.400001525878906
2019,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,293,우송대학교,대학,사립,대전,A그룹,10317,9699,618,372,430,141,25,11285,0,280151,2528,94,96,60,25,2803,13655,651,1565,530,1821,18222,0,0,2129,1890,18,0,1,3,5,0,0,14306,10317,1.399999976158142,280151,10317,27.200000762939453
2019,294,우송정보대학,전문대학,사립,대전,B그룹,4587,4587,0,128,272,72,1,5060,0,140075,352,0,30,26,1,409,1583,0,381,174,276,2414,0,0,440,1110,11,0,0,2,0,0,0,1583,4587,0.30000001192092896,140075,4587,30.5
2019,295,울산과학기술원,대학,국립,울산,C그룹,4255,2525,1730,277,140,379,194,5245,0,368171,1998,1016,203,247,59,3523,21429,8345,2777,5004,2327,39882,0,0,209,695,413,167,84,1181,18,63,567,29774,4255,7.0,368171,4255,86.5
2019,296,울산과학대학교,전문대학,사립,울산,A그룹,5036,5036,0,137,316,92,21300,26881,0,127842,781,0,74,88,213,1156,3185,0,1181,1360,3064,8790,0,0,239,478,10,1,0,29,0,29,1066,3185,5036,0.6000000238418579,127842,5036,25.399999618530273
2019,297,울산대학교,대학,사립,울산,A그룹,13880,12039,1841,1131,1065,322,14348,30746,0,1164462,6727,633,551,554,2120,10585,49729,7045,7805,6903,28210,99692,0,0,754,3371,396,100,240,803,1385,128,3345,56774,13880,4.099999904632568,1164462,13880,83.9000015258789
2019,298,웅지세무대학교,전문대학,사립,경기,C그룹,1489,1489,0,47,23,30,0,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0.0,0,1489,0.0
2019,299,원광대학교,대학,사립,전북,A그룹,16799,15250,1549,756,1035,289,8252,27131,0,1159331,6164,740,418,156,874,8352,46958,10378,6632,3527,23527,91022,0,0,18715,12364,1199,91,122,499,307,65,1922,57336,16799,3.4000000953674316,1159331,16799,69.0
2019,300,원광보건대학교,전문대학,사립,전북,B그룹,4510,4510,0,129,307,76,132,5154,0,132,1063,0,56,64,7,1190,21100,0,324,1329,35,22788,0,0,498,91,9,0,0,2,13,25,2359,21100,4510,4.699999809265137,132,4510,0.0
2019,301,원불교대학원대학교,대학원대학,사립,전북,-,41,0,41,8,2,2,0,53,0,185,0,36,4,0,0,40,0,252,185,22,0,459,0,0,0,0,0,0,0,0,0,1,41,252,41,6.099999904632568,185,41,4.5
2019,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,432,0,432,17,46,14,238,747,0,4005,0,187,13,5,32,237,0,2524,164,28,467,3183,0,0,0,0,0,0,0,0,0,0,0,2524,432,5.800000190734863,4005,432,9.300000190734863
2019,303,위덕대학교,대학,사립,경북,C그룹,3439,3173,266,127,91,83,169,3909,0,255795,663,39,60,39,58,859,5453,603,762,446,1800,9064,0,0,330,284,10,8,4,83,15,15,806,6056,3439,1.7999999523162842,255795,3439,74.4000015258789
2019,304,유원대학교,대학,사립,충북,C그룹,3789,3693,96,160,125,52,30,4156,0,99320,713,1,84,31,29,858,3396,1,796,574,179,4946,0,0,78,132,0,0,0,10,0,2,51,3397,3789,0.8999999761581421,99320,3789,26.200000762939453
2019,305,유한대학교,전문대학,사립,경기,A그룹,4548,4548,0,132,342,66,115,5203,0,117715,1548,0,109,42,60,1759,12302,0,1694,1894,1157,17047,0,0,0,0,4,0,0,0,0,20,654,12302,4548,2.700000047683716,117715,4548,25.899999618530273
2019,306,육군사관학교,기타,기타,서울,-,0,0,0,0,0,0,340,340,0,71701,953,0,169,172,340,1634,19271,0,5896,4034,19051,48252,0,0,36,60,24,348,7,487,11,4,370,19271,0,0.0,71701,0,0.0
2019,307,을지대학교,대학,사립,대전,B그룹,5177,4905,272,405,317,140,0,6039,0,273508,1831,68,61,78,0,2038,9053,439,398,692,0,10582,0,0,0,173,129,1,0,140,274,27,419,9492,5177,1.7999999523162842,273508,5177,52.79999923706055
2019,308,이화여자대학교,대학,사립,서울,A그룹,21596,15789,5807,999,1957,556,8007,33115,0,1383964,12175,5581,1147,443,3539,22885,132520,112218,28251,9627,121064,403680,0,0,3406,6899,3599,3619,3646,3968,12479,221,5732,244738,21596,11.300000190734863,1383964,21596,64.0999984741211
2019,309,인덕대학교,전문대학,사립,서울,A그룹,6067,6067,0,161,320,52,362,6962,0,199958,1327,0,62,47,11,1447,7494,0,686,608,107,8895,0,0,20,45,10,0,0,3,0,19,790,7494,6067,1.2000000476837158,199958,6067,33.0
2019,310,인제대학교,대학,사립,경남,B그룹,10687,9361,1326,999,619,313,602,13220,0,406562,4164,380,237,265,243,5289,34833,4524,3398,3707,3140,49602,0,0,4144,1835,139,25,29,372,148,102,2893,39357,10687,3.700000047683716,406562,10687,38.0
