연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수-재학생수(전년도),봉사대상자수-학부생,대학원생,전임교원,비전임교원,직원,기타,계,학과수,이용자수-도서관 이용자수,대출현황-대출자수-학부생,대학원생,교원,직원,기타,계,대출책수-학부생,대학원생,교원,직원,기타,계,참고서비스 및 상호협력-참고서비스 신청 및 제공 건수 (2010년 이전)-신청,제공,참고서비스 제공 건수 (2010년 이후)-면담,전화,온라인,상호대차 신청 및 제공 건수-신청,제공,원문복사 신청 및 제공 건수-신청,제공,이용자 교육-교육횟수,교육 참가자수,재학생 1인당 대출책수-대출책수,재학생수(전년도),재학생 1인당 대출책수,재학생 1인당 도서관방문자수-방문자수,재학생수(전년도),재학생 1인당 도서관방문자수
2019,98,김천대학교,대학,사립,경북,C그룹,3340,3281,59,156,124,88,42,3750,0,114284,683,12,42,28,13,778,7618,78,846,302,145,8989,0,0,36,18,0,1,2,2,0,17,234,7696,3340,2.299999952316284,114284,3340,34.20000076293945
2019,99,김포대학교,전문대학,사립,경기,C그룹,3508,3508,0,91,253,79,26,3957,0,33815,701,0,71,59,26,857,5266,0,1156,1127,2188,9737,0,0,120,100,3,11,11,12,12,25,1175,5266,3508,1.5,33815,3508,9.600000381469727
2019,100,김해대학교,전문대학,사립,경남,C그룹,1367,1367,0,43,112,49,0,1571,0,91263,294,0,13,22,0,329,2108,0,151,148,148,2555,0,0,13,10,2,0,0,0,0,0,0,2108,1367,1.5,91263,1367,66.80000305175781
2019,101,나사렛대학교,대학,사립,충남,B그룹,5612,5268,344,186,253,90,781,6922,0,119298,2577,183,111,75,285,3231,23078,4591,2118,1259,3639,34685,0,0,1317,308,527,92,108,227,35,23,580,27669,5612,4.900000095367432,119298,5612,21.299999237060547
2019,102,나주대학교,전문대학,사립,전남,C그룹,2217,2217,0,66,118,25,2004,4430,0,3607,35,0,46,12,18,111,601,0,955,874,88,2518,0,0,3,0,0,0,0,0,0,3,215,601,2217,0.30000001192092896,3607,2217,1.600000023841858
2019,103,남부대학교,대학,사립,광주,C그룹,3530,3136,394,126,132,79,0,3867,0,17500,611,19,64,41,0,735,3631,104,579,608,6504,11426,0,0,12,60,0,20,2,0,0,16,551,3735,3530,1.100000023841858,17500,3530,5.0
2019,104,남서울대학교,대학,사립,충남,B그룹,10264,9629,635,357,355,180,879,12035,0,150689,3238,108,118,129,91,3684,33343,899,1565,1658,687,38152,0,0,356,152,556,70,134,255,232,6,325,34242,10264,3.299999952316284,150689,10264,14.699999809265137
2019,105,농협대학교,전문대학,사립,경기,C그룹,438,438,0,12,28,32,105,615,0,252,177,0,11,32,12,232,1433,0,161,538,55,2187,0,0,0,0,0,3,0,0,0,1,51,1433,438,3.299999952316284,252,438,0.6000000238418579
2019,106,능인대학원대학교,대학원대학,사립,경기,-,72,0,72,8,2,5,0,87,0,532,0,31,5,3,0,39,0,307,61,42,0,410,0,0,39,23,0,0,0,3,3,1,43,307,72,4.300000190734863,532,72,7.400000095367432
2019,107,단국대학교,대학,사립,경기,A그룹,26823,22948,3875,1089,1685,518,1184,31299,0,1411068,11093,1746,799,636,555,14829,112707,17922,11040,6381,44782,192832,0,0,9036,5248,1203,155,298,1027,301,38,1338,130629,26823,4.900000095367432,1411068,26823,52.599998474121094
2019,108,대경대학교,전문대학,사립,경북,B그룹,4396,4396,0,124,326,53,67,4966,0,97416,736,0,71,55,21,883,5241,0,945,1035,96,7317,0,0,1049,612,31,0,0,0,0,19,1076,5241,4396,1.2000000476837158,97416,4396,22.200000762939453
2019,109,대구가톨릭대학교,대학,사립,경북,A그룹,14518,13069,1449,651,768,351,712,17000,0,500932,8253,587,480,285,538,10143,68186,9138,8718,7891,14066,107999,0,0,9208,1570,167,68,156,506,201,72,3408,77324,14518,5.300000190734863,500932,14518,34.5
2019,110,대구경북과학기술원,대학,국립,대구,C그룹,1351,767,584,105,117,522,209,2304,0,392095,647,468,68,360,146,1689,7632,4212,1725,6592,4140,24301,0,0,31,253,373,39,27,164,58,25,380,11844,1351,8.800000190734863,392095,1351,290.20001220703125
2019,111,대구공업대학교,전문대학,사립,대구,C그룹,1715,1715,0,57,130,44,37,1983,0,25300,65,0,5,4,2,76,322,0,31,23,149,525,0,0,0,0,0,0,0,0,0,1,60,322,1715,0.20000000298023224,25300,1715,14.800000190734863
2019,112,대구과학대학교,전문대학,사립,대구,A그룹,4064,4064,0,136,242,107,0,4549,0,150225,1275,0,51,72,0,1398,10291,0,1447,4363,169,16270,0,0,12,48,2,0,0,0,0,60,1427,10291,4064,2.5,150225,4064,37.0
2019,113,대구교육대학교,대학,국립,대구,C그룹,2550,1636,914,90,192,99,2570,5501,0,242541,1333,264,91,64,49,1801,10552,1699,1112,777,1962,16102,0,0,1652,761,1041,73,29,83,60,14,368,12251,2550,4.800000190734863,242541,2550,95.0999984741211
2019,114,대구대학교,대학,사립,경북,A그룹,18944,17373,1571,625,787,355,2953,23664,0,699857,8090,739,369,181,617,9996,50330,7558,8741,5954,12759,85342,0,0,92,81,33,158,504,1293,876,39,559,57888,18944,3.0999999046325684,699857,18944,36.900001525878906
2019,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,116,대구보건대학교,전문대학,사립,대구,A그룹,6778,6778,0,183,502,119,2410,9992,0,187347,1493,0,107,83,45,1728,6221,0,1287,963,1646,10117,0,0,0,0,5,0,0,19,0,68,2322,6221,6778,0.8999999761581421,187347,6778,27.600000381469727
2019,117,대구사이버대학교,대학,사립,경북,C그룹,4164,4062,102,26,121,48,458,4817,0,614,453,13,3,30,114,613,2717,144,29,200,1671,4761,0,0,0,0,0,0,0,0,0,0,0,2861,4164,0.699999988079071,614,4164,0.10000000149011612
2019,118,대구예술대학교,대학,사립,경북,C그룹,1198,1198,0,43,235,34,0,1510,0,14640,238,0,22,17,0,277,1514,0,118,248,0,1880,0,0,355,67,0,8,1,0,0,0,0,1514,1198,1.2999999523162842,14640,1198,12.199999809265137
2019,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,120,대구한의대학교,대학,사립,경북,B그룹,7256,6896,360,258,210,143,473,8340,0,130843,3010,104,174,99,168,3555,29691,1102,3492,1560,3439,39284,0,0,4125,2750,91,27,7,113,48,50,1354,30793,7256,4.199999809265137,130843,7256,18.0
2019,121,대덕대학교,전문대학,사립,대전,C그룹,3996,3996,0,104,272,73,40,4485,0,104836,769,0,85,52,22,928,5986,0,2877,1945,407,11215,0,0,0,0,0,32,3,41,0,22,742,5986,3996,1.5,104836,3996,26.200000762939453
2019,122,대동대학교,전문대학,사립,부산,C그룹,1557,1557,0,42,153,50,42,1844,0,103287,765,0,36,22,2,825,4634,0,422,286,9,5351,0,0,5,2,0,0,0,1,0,11,549,4634,1557,3.0,103287,1557,66.30000305175781
2019,123,대림대학교,전문대학,사립,경기,A그룹,6599,6599,0,162,460,109,1498,8828,0,207810,1136,0,132,40,77,1385,7400,0,1826,432,7964,17622,0,0,3,4,14,4,1,8,0,37,1956,7400,6599,1.100000023841858,207810,6599,31.5
2019,124,대신대학교,대학,사립,경북,C그룹,619,431,188,27,60,20,166,892,0,99106,117,180,27,14,62,400,1569,3767,663,131,780,6910,0,0,771,527,0,14,0,26,1,2,33,5336,619,8.600000381469727,99106,619,160.10000610351562
2019,125,대원대학교,전문대학,사립,충북,C그룹,2453,2453,0,84,171,48,9,2765,0,87577,723,0,42,32,2,799,27176,0,695,756,32,28659,0,0,239,101,0,0,0,36,1,33,748,27176,2453,11.100000381469727,87577,2453,35.70000076293945
2019,126,대전가톨릭대학교,대학,사립,세종,C그룹,84,46,38,13,19,40,200,356,0,356,46,38,24,6,28,142,2550,3872,309,67,270,7068,0,0,295,36,23,38,12,22,3,7,315,6422,84,76.5,356,84,4.199999809265137
2019,127,대전과학기술대학교,전문대학,사립,대전,B그룹,4375,4375,0,125,298,92,188,5078,0,277894,1199,0,70,59,126,1454,11814,0,886,1635,845,15180,0,0,1524,43,53,0,71,2,1,44,1755,11814,4375,2.700000047683716,277894,4375,63.5
2019,128,대전대학교,대학,사립,대전,B그룹,10093,9281,812,357,469,172,1176,12267,0,580343,4530,90,227,127,149,5123,109452,1855,5071,2990,4194,123562,0,0,4920,1476,1230,55,63,294,75,46,1392,111307,10093,11.0,580343,10093,57.5
2019,129,대전보건대학교,전문대학,사립,대전,A그룹,5818,5818,0,155,259,81,0,6313,0,270154,598,0,51,47,0,696,6285,0,872,698,14,7869,0,0,50,109,52,0,0,37,0,4,103,6285,5818,1.100000023841858,270154,5818,46.400001525878906
2019,130,대전신학대학교,대학,사립,대전,C그룹,210,118,92,12,28,10,101,361,0,1083,85,92,13,7,39,236,885,2022,290,245,556,3998,0,0,18,0,0,12,5,6,3,2,34,2907,210,13.800000190734863,1083,210,5.199999809265137
2019,131,대진대학교,대학,사립,경기,B그룹,7975,7636,339,273,198,195,52,8693,0,496373,2933,91,139,171,42,3376,19691,1301,3562,2665,7487,34706,0,0,55,142,0,55,31,87,20,14,386,20992,7975,2.5999999046325684,496373,7975,62.20000076293945
2019,132,대한신학대학원대학교,대학원대학,사립,경기,-,322,0,322,8,52,9,29,420,0,228,0,39,5,1,0,45,0,57,15,2,62,136,0,0,0,0,0,0,0,0,0,0,0,57,322,0.20000000298023224,228,322,0.699999988079071
2019,133,덕성여자대학교,대학,사립,서울,B그룹,6079,5716,363,196,301,117,3709,10402,0,496894,4991,238,185,117,235,5766,58565,4187,4757,6394,15873,89776,0,0,203,122,232,61,229,299,205,41,1211,62752,6079,10.300000190734863,496894,6079,81.69999694824219
2019,134,동강대학교,전문대학,사립,광주,B그룹,3371,3371,0,89,212,60,19,3751,0,56832,829,0,30,34,2,895,6768,0,278,471,5960,13477,0,0,92,12,3,19,1,3,0,23,980,6768,3371,2.0,56832,3371,16.899999618530273
2019,135,동국대학교,대학,사립,서울,A그룹,17331,13872,3459,714,1392,316,48784,68537,0,1602291,9933,2620,602,308,776,14239,124461,64836,14416,8531,13556,225800,0,0,18732,10377,1930,124,385,800,372,56,880,189297,17331,10.899999618530273,1602291,17331,92.5
2019,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,8480,7774,706,369,529,144,1724,11246,0,846551,3585,318,219,106,430,4658,64750,9264,11356,3274,11852,100496,0,0,43,29,261,300,67,481,36,21,440,74014,8480,8.699999809265137,846551,8480,99.80000305175781
2019,137,동남보건대학교,전문대학,사립,경기,A그룹,4765,4765,0,126,295,63,0,5249,0,84173,608,0,41,21,0,670,4155,0,316,315,0,4786,0,0,22,10,4,8,0,2,0,0,0,4155,4765,0.8999999761581421,84173,4765,17.700000762939453
2019,138,동덕여자대학교,대학,사립,서울,B그룹,7148,6818,330,240,551,129,828,8896,0,267404,3361,107,192,89,213,3962,22511,1155,2057,1817,17360,44900,0,0,1395,2790,163,142,50,193,102,35,1156,23666,7148,3.299999952316284,267404,7148,37.400001525878906
2019,139,동명대학교,대학,사립,부산,B그룹,8230,7947,283,280,230,163,301,9204,0,304031,2803,90,187,149,141,3370,15007,593,3158,2706,6337,27801,0,0,0,0,20,53,0,94,1,23,503,15600,8230,1.899999976158142,304031,8230,36.900001525878906
2019,140,동방문화대학원대학교,대학원대학,사립,서울,-,256,0,256,17,36,17,1,327,0,1724,0,122,12,3,1,138,0,772,94,31,10,907,0,0,412,9,29,23,0,80,23,0,0,772,256,3.0,1724,256,6.699999809265137
2019,141,동부산대학교,전문대학,사립,부산,C그룹,1671,1671,0,52,200,34,12,1969,0,31606,694,0,29,34,10,767,6166,0,413,280,55,6914,0,0,42,0,0,0,0,2,0,25,648,6166,1671,3.700000047683716,31606,1671,18.899999618530273
2019,142,동서대학교,대학,사립,부산,B그룹,10883,10581,302,363,430,193,1309,13178,0,2067332,2551,45,109,76,124,2905,18076,380,1933,1390,9450,31229,0,0,833,1205,1285,2,31,104,13,14,1499,18456,10883,1.7000000476837158,2067332,10883,190.0
2019,143,동서울대학교,전문대학,사립,경기,A그룹,5719,5719,0,163,288,63,139,6372,0,102538,1491,0,94,38,88,1711,6883,0,1255,529,4198,12865,0,0,492,984,4,0,0,19,1,22,757,6883,5719,1.2000000476837158,102538,5719,17.899999618530273
2019,144,동신대학교,대학,사립,전남,B그룹,7394,6872,522,279,224,155,887,8939,0,182874,1584,102,197,131,114,2128,12644,911,3862,5339,4205,26961,0,0,347,715,9,0,0,50,2,48,1558,13555,7394,1.7999999523162842,182874,7394,24.700000762939453
2019,145,동아대학교,대학,사립,부산,A그룹,20954,18924,2030,809,1003,401,3309,26476,0,1046486,8886,996,483,222,577,11164,60679,16350,9439,3905,8068,98441,0,0,5740,4321,231,401,195,719,261,45,1409,77029,20954,3.700000047683716,1046486,20954,49.900001525878906
2019,146,동아방송예술대학교,전문대학,사립,경기,B그룹,3006,3006,0,84,262,69,49,3470,0,40974,1784,0,70,38,48,1940,18084,0,1073,432,634,20223,0,0,10,3,14,0,1,0,0,7,73,18084,3006,6.0,40974,3006,13.600000381469727
2019,147,동아보건대학교,전문대학,사립,전남,C그룹,1823,1823,0,64,90,30,0,2007,0,1672,209,0,5,12,0,226,1664,0,187,138,0,1989,0,0,0,0,0,0,0,0,0,3,136,1664,1823,0.8999999761581421,1672,1823,0.8999999761581421
2019,148,동양대학교,대학,사립,경북,C그룹,4542,4310,232,158,148,145,142,5135,0,72181,1668,19,106,97,105,1995,15971,417,2203,3034,2821,24446,0,0,51,23,7,34,23,123,1,55,1194,16388,4542,3.5999999046325684,72181,4542,15.899999618530273
2019,149,동양미래대학교,전문대학,사립,서울,A그룹,5738,5738,0,160,295,80,0,6273,0,488815,1306,0,319,49,0,1674,37526,0,4194,421,0,42141,0,0,1308,176,15,0,0,13,0,42,1492,37526,5738,6.5,488815,5738,85.19999694824219
2019,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,151,동원과학기술대학교,전문대학,사립,경남,B그룹,2270,2270,0,66,171,48,101,2656,0,49101,830,0,34,25,10,899,2644,0,165,106,18,2933,0,0,852,611,13,0,0,0,0,0,0,2644,2270,1.2000000476837158,49101,2270,21.600000381469727
2019,152,동원대학교,전문대학,사립,경기,B그룹,3671,3671,0,91,213,61,45,4081,0,77028,869,0,48,50,5,972,8664,0,1154,1493,94,11405,0,0,0,0,0,6,0,0,0,31,1416,8664,3671,2.4000000953674316,77028,3671,21.0
2019,153,동의과학대학교,전문대학,사립,부산,B그룹,5300,5300,0,155,367,100,41,5963,0,58165,1834,0,60,91,1,1986,11925,0,745,927,6112,19709,0,0,3,1,0,0,0,2,0,32,2323,11925,5300,2.299999952316284,58165,5300,11.0
2019,154,동의대학교,대학,사립,부산,A그룹,16570,15623,947,577,568,274,1037,19026,0,1013310,6676,192,356,173,379,7776,47303,1965,7386,4558,10424,71636,0,0,10920,9828,1535,59,167,322,140,67,1351,49268,16570,3.0,1013310,16570,61.20000076293945
2019,155,두원공과대학교,전문대학,사립,경기,B그룹,5489,5489,0,165,229,97,141,6121,0,20217,964,0,43,29,14,1050,10038,0,389,251,114,10792,0,0,325,188,33,0,0,0,0,36,1445,10038,5489,1.7999999523162842,20217,5489,3.700000047683716
2019,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,3744,3744,0,21,145,59,25,3994,0,0,192,0,11,18,8,229,702,0,29,85,27,843,0,0,0,0,0,0,0,0,0,0,0,702,3744,0.20000000298023224,0,3744,0.0
2019,157,루터대학교,대학,사립,경기,C그룹,402,359,43,17,24,16,38,497,0,19900,153,24,9,15,8,209,1291,405,125,171,200,2192,0,0,150,60,10,44,3,3,2,4,128,1696,402,4.199999809265137,19900,402,49.5
2019,158,마산대학교,전문대학,사립,경남,A그룹,5539,5539,0,163,370,73,0,6145,0,100000,1458,0,32,22,0,1512,8618,0,250,351,6914,16133,0,0,500,100,3,0,0,4,0,22,278,8618,5539,1.600000023841858,100000,5539,18.100000381469727
2019,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,160,명지대학교,대학,사립,서울,A그룹,15984,13586,2398,549,1028,339,7642,25542,0,1567849,10004,1380,550,322,1294,13550,82053,18555,10795,4995,12379,128777,0,0,21884,12403,1725,212,289,716,202,45,2140,100608,15984,6.300000190734863,1567849,15984,98.0999984741211
2019,161,명지전문대학,전문대학,사립,서울,A그룹,7178,7178,0,180,461,94,346,8259,0,163021,2227,0,93,73,56,2449,13240,0,1335,962,26354,41891,0,0,25,14,27,14,48,61,1,38,3907,13240,7178,1.7999999523162842,163021,7178,22.700000762939453
2019,162,목원대학교,대학,사립,대전,B그룹,8477,7892,585,291,566,140,235,9709,0,172064,4114,318,232,97,254,5015,32600,5471,3532,2308,2787,46698,0,0,1988,3357,39,332,145,333,53,58,1475,38071,8477,4.5,172064,8477,20.299999237060547
2019,163,목포가톨릭대학교,대학,사립,전남,C그룹,519,519,0,21,23,21,12,596,0,75268,268,0,9,7,1,285,3917,0,94,58,2,4071,0,0,80,58,99,1,0,151,0,8,357,3917,519,7.5,75268,519,145.0
2019,164,목포과학대학교,전문대학,사립,전남,B그룹,2302,2302,0,76,144,43,0,2565,0,5732,127,0,37,25,0,189,272,0,316,487,0,1075,0,0,125,117,8,2,0,2,2,1,58,272,2302,0.10000000149011612,5732,2302,2.5
2019,165,문경대학교,전문대학,사립,경북,C그룹,864,864,0,31,68,43,0,1006,0,0,240,0,18,20,0,278,1320,0,150,248,0,1718,0,0,0,0,0,0,0,0,0,0,0,1320,864,1.5,0,864,0.0
2019,166,배재대학교,대학,사립,대전,B그룹,9102,8598,504,315,450,189,565,10621,0,245076,4557,202,216,161,429,5565,42524,2916,5694,4133,6599,61866,0,0,8027,3907,56,243,192,943,67,85,2911,45440,9102,5.0,245076,9102,26.899999618530273
2019,167,배화여자대학교,전문대학,사립,서울,B그룹,2909,2909,0,83,171,49,184,3396,0,105436,833,0,38,27,31,929,4069,0,659,403,2745,7876,0,0,370,50,88,0,0,4,0,9,700,4069,2909,1.399999976158142,105436,2909,36.20000076293945
2019,168,백석대학교,대학,사립,충남,A그룹,14288,12023,2265,494,561,220,936,16499,0,287225,4341,1532,332,149,204,6558,40179,24805,7110,2853,4158,79105,0,0,130011,9016,4586,88,14,367,93,102,2711,64984,14288,4.5,287225,14288,20.100000381469727
2019,169,백석문화대학교,전문대학,사립,충남,A그룹,5479,5479,0,173,285,85,30,6052,0,56849,942,0,113,59,8,1122,6036,0,2046,1010,0,9092,0,0,5101,3411,501,8,0,14,1,85,2207,6036,5479,1.100000023841858,56849,5479,10.399999618530273
2019,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,171,백제예술대학교,전문대학,사립,전북,C그룹,1355,1355,0,40,106,29,2,1532,0,14938,135,0,7,10,0,152,681,0,56,37,0,774,0,0,0,0,0,0,0,0,0,1,50,681,1355,0.5,14938,1355,11.0
2019,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,54,0,54,4,13,9,0,80,0,5000,0,50,7,7,0,64,0,1129,301,78,0,1508,0,0,1500,30,0,0,0,0,0,0,0,1129,54,20.899999618530273,5000,54,92.5999984741211
2019,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,174,부산가톨릭대학교,대학,사립,부산,C그룹,4163,4011,152,149,147,130,50,4639,0,325944,2135,75,85,97,50,2442,14941,1321,2245,2035,610,21152,0,0,458,218,330,15,1,81,13,30,1259,16262,4163,3.9000000953674316,325944,4163,78.30000305175781
2019,175,부산경상대학교,전문대학,사립,부산,B그룹,2959,2959,0,71,219,72,603,3924,0,43070,451,0,35,28,1,515,3079,0,243,411,50,3783,0,0,187,85,0,0,0,1,0,11,382,3079,2959,1.0,43070,2959,14.600000381469727
2019,176,부산과학기술대학교,전문대학,사립,부산,B그룹,4042,4042,0,115,214,76,384,4831,0,71839,742,0,15,11,23,791,3416,0,200,106,4261,7983,0,0,5,7,0,0,0,5,0,0,0,3416,4042,0.800000011920929,71839,4042,17.799999237060547
2019,177,부산교육대학교,대학,국립,부산,C그룹,2439,1545,894,80,181,62,571,3333,0,178166,1098,255,91,60,17,1521,21289,2669,2139,1410,296,27803,0,0,53,60,25,36,42,92,48,0,0,23958,2439,9.800000190734863,178166,2439,73.0
2019,178,부산대학교,대학,국립,부산,A그룹,28715,21121,7594,1340,1927,553,2212,34747,0,2805793,13093,3776,1222,542,1919,20552,156531,69699,43205,21825,44026,335286,0,0,71863,33738,2463,580,1218,3644,5096,356,6690,226230,28715,7.900000095367432,2805793,28715,97.69999694824219
2019,179,부산디지털대학교,대학,사립,부산,C그룹,2243,2164,79,19,68,32,1,2363,0,96,131,11,3,3,0,148,716,61,13,16,0,806,0,0,0,0,0,0,0,0,0,0,0,777,2243,0.30000001192092896,96,2243,0.0
2019,180,부산보건대학교,전문대학,사립,부산,B그룹,3135,3135,0,100,300,50,140,3725,0,508681,681,0,48,40,20,789,5918,0,524,650,5534,12626,0,0,46,19,14,0,0,0,0,12,387,5918,3135,1.899999976158142,508681,3135,162.3000030517578
2019,181,부산여자대학교,전문대학,사립,부산,C그룹,2877,2877,0,74,216,83,90,3340,0,75000,743,0,22,58,56,879,4130,0,318,1179,2936,8563,0,0,250,250,0,0,0,0,0,0,0,4130,2877,1.399999976158142,75000,2877,26.100000381469727
2019,182,부산예술대학교,전문대학,사립,부산,C그룹,749,749,0,22,119,21,0,911,0,957,38,0,3,9,0,50,78,0,7,102,0,187,0,0,0,0,0,0,0,0,0,0,0,78,749,0.10000000149011612,957,749,1.2999999523162842
2019,183,부산외국어대학교,대학,사립,부산,B그룹,9075,8588,487,277,317,189,583,10441,0,703000,4911,234,262,166,255,5828,61485,3474,5168,2397,3291,75815,0,0,1707,917,12,82,129,150,36,26,2262,64959,9075,7.199999809265137,703000,9075,77.5
2019,184,부산장신대학교,대학,사립,경남,C그룹,465,257,208,24,23,16,150,678,0,45548,257,208,47,16,30,558,6455,3087,1478,167,66,11253,0,0,1545,449,0,46,0,29,0,2,101,9542,465,20.5,45548,465,98.0
2019,185,부천대학교,전문대학,사립,경기,A그룹,7668,7668,0,195,433,115,29,8440,0,113866,1804,0,110,115,29,2058,9345,0,2368,3417,13864,28994,0,0,5,19,23,57,57,5,0,31,1876,9345,7668,1.2000000476837158,113866,7668,14.800000190734863
2019,186,삼육대학교,대학,사립,서울,B그룹,6054,5662,392,209,371,227,2705,9566,0,316146,2727,181,101,139,122,3270,16783,2117,1399,1941,10407,32647,0,0,1485,1476,287,13,2,193,5,9,78,18900,6054,3.0999999046325684,316146,6054,52.20000076293945
2019,187,삼육보건대학교,전문대학,사립,서울,C그룹,1404,1404,0,37,107,78,782,2408,0,98000,804,0,28,35,9,876,4878,0,449,783,423,6533,0,0,10,5,1,0,0,3,1,34,692,4878,1404,3.5,98000,1404,69.80000305175781
2019,188,상명대학교,대학,사립,서울,A그룹,14001,12798,1203,477,613,308,551,15950,0,762615,7101,441,440,311,256,8549,48930,4413,6522,5666,76226,141757,0,0,2331,3647,686,179,145,514,124,39,972,53343,14001,3.799999952316284,762615,14001,54.5
2019,189,상지대학교,대학,사립,강원,B그룹,6720,6453,267,264,284,137,165,7570,0,157072,1655,61,153,84,59,2012,8918,536,1674,1112,556,12796,0,0,0,0,6,12,2,67,12,17,341,9454,6720,1.399999976158142,157072,6720,23.399999618530273
2019,190,상지영서대학교,전문대학,사립,강원,B그룹,2414,2414,0,67,132,46,29,2688,0,94237,386,0,70,46,18,520,2471,0,8990,2754,2001,16216,0,0,198,14,0,0,0,1,0,11,463,2471,2414,1.0,94237,2414,39.0
2019,191,서강대학교,대학,사립,서울,A그룹,11103,8302,2801,411,792,263,6260,18829,0,1171868,5849,2063,490,205,869,9476,69025,50038,13588,3989,20813,157453,0,0,3461,2364,266,2965,4170,799,1073,135,2632,119063,11103,10.699999809265137,1171868,11103,105.5
2019,192,서경대학교,대학,사립,서울,B그룹,6858,6468,390,241,372,186,1003,8660,0,433380,2714,104,158,115,769,3860,22054,1084,3415,2259,4183,32995,0,0,0,0,0,8,86,42,16,29,1578,23138,6858,3.4000000953674316,433380,6858,63.20000076293945
2019,193,서남대학교,대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,194,서라벌대학교,전문대학,사립,경북,C그룹,729,729,0,31,62,23,0,845,0,26100,448,0,12,12,0,472,2436,0,6,53,15,2510,0,0,89,22,0,0,0,3,0,37,634,2436,729,3.299999952316284,26100,729,35.79999923706055
2019,195,서영대학교,전문대학,사립,광주,A그룹,5179,5179,0,132,345,65,0,5721,0,73241,505,0,45,23,0,573,1607,0,554,242,0,2403,0,0,62,13,1,0,0,0,0,27,675,1607,5179,0.30000001192092896,73241,5179,14.100000381469727
2019,196,서울과학기술대학교,대학,국립,서울,A그룹,11934,10406,1528,376,664,281,1979,15234,0,751854,7192,692,303,276,559,9022,59191,6781,6173,3622,11887,87654,0,0,5664,5250,125,54,89,243,51,44,769,65972,11934,5.5,751854,11934,63.0
2019,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,506,0,506,9,22,52,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0.0,0,506,0.0
2019,198,서울교육대학교,대학,국립,서울,C그룹,2988,1546,1442,98,350,136,447,4019,0,220502,1486,628,94,96,228,2532,31957,8927,2256,1851,1615,46606,0,0,5654,2570,43,21,62,81,80,22,290,40884,2988,13.699999809265137,220502,2988,73.80000305175781
2019,199,서울기독대학교,대학,사립,서울,C그룹,808,604,204,33,82,29,591,1543,0,9653,201,94,28,28,27,378,1333,1300,289,243,398,3563,0,0,10,24,4,26,0,34,4,3,25,2633,808,3.299999952316284,9653,808,11.899999618530273
2019,200,서울대학교,대학,국립,서울,A그룹,28102,16511,11591,2227,2249,1751,22396,56725,0,4807745,18591,14662,2171,3252,4081,42757,147082,155845,34023,29620,67742,434312,0,0,27505,20486,24498,3895,2693,3046,10508,269,6657,302927,28102,10.800000190734863,4807745,28102,171.10000610351562
2019,201,서울디지털대학교,대학,사립,서울,A그룹,10933,10933,0,56,240,72,3881,15182,0,228203,1370,0,6,37,147,1560,1619,0,2,16,10551,12188,0,0,0,0,0,0,0,0,0,0,0,1619,10933,0.10000000149011612,228203,10933,20.899999618530273
2019,202,서울미디어대학원대학교,대학원대학,사립,서울,-,119,0,119,16,1,8,0,144,0,170,0,5,0,2,0,7,0,44,0,2,0,46,0,0,0,0,0,0,0,0,0,1,3,44,119,0.4000000059604645,170,119,1.399999976158142
2019,203,서울벤처대학원대학교,대학원대학,사립,서울,-,256,0,256,14,31,12,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0.0,0,256,0.0
