연도,번호,학교명,학교유형,설립,지역,대학규모,시설_도서관건물연면적 (제곱미터),시설_열람석_총열람석수,시설_설비_정보화기기(PC)수,재학생 1인당 도서관건물 연면적_연면적,재학생 1인당 도서관건물 연면적_재학생수(당해년도),재학생 1인당 도서관건물 연면적_재학생 1인당 도서관건물 연면적
2021,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,12274.0,1334,31,12274.0,7974,1.5
2021,137,동남보건대학교,전문대학,사립,경기,A그룹,5665.0,1044,58,5665.0,4650,1.2000000476837158
2021,138,동덕여자대학교,대학,사립,서울,B그룹,8168.5,1598,199,8168.5,7406,1.100000023841858
2021,139,동명대학교,대학,사립,부산,B그룹,10718.0,1581,61,10718.0,7928,1.399999976158142
2021,140,동방문화대학원대학교,대학원대학,사립,서울,-,269.0,45,9,269.0,328,0.800000011920929
2021,141,동부산대학교,전문대학,사립,부산,C그룹,0.0,0,0,0.0,0,0.0
2021,142,동서대학교,대학,사립,부산,B그룹,15371.0,2327,145,15371.0,10059,1.5
2021,143,동서울대학교,전문대학,사립,경기,A그룹,4501.7998046875,847,50,4501.7998046875,5586,0.800000011920929
2021,144,동신대학교,대학,사립,전남,B그룹,12927.0,1067,62,12927.0,6653,1.899999976158142
2021,145,동아대학교,대학,사립,부산,A그룹,14449.400390625,2799,196,14449.400390625,20340,0.699999988079071
2021,146,동아방송예술대학교,전문대학,사립,경기,B그룹,1185.4000244140625,237,43,1185.4000244140625,3016,0.4000000059604645
2021,147,동아보건대학교,전문대학,사립,전남,C그룹,2013.0,266,0,2013.0,1484,1.399999976158142
2021,148,동양대학교,대학,사립,경북,C그룹,5625.2001953125,342,25,5625.2001953125,4001,1.399999976158142
2021,149,동양미래대학교,전문대학,사립,서울,A그룹,5827.0,1000,59,5827.0,5927,1.0
2021,150,동우대학,전문대학,사립,강원,B그룹,0.0,0,0,0.0,0,0.0
2021,151,동원과학기술대학교,전문대학,사립,경남,B그룹,6133.0,425,101,6133.0,2343,2.5999999046325684
2021,152,동원대학교,전문대학,사립,경기,B그룹,2956.0,583,55,2956.0,3013,1.0
2021,153,동의과학대학교,전문대학,사립,부산,B그룹,2644.5,479,43,2644.5,4333,0.6000000238418579
2021,154,동의대학교,대학,사립,부산,A그룹,14061.400390625,2904,98,14061.400390625,15773,0.8999999761581421
2021,155,두원공과대학교,전문대학,사립,경기,B그룹,3784.10009765625,637,53,3784.10009765625,3173,1.2000000476837158
2021,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0.0,0,0,0.0,3375,0.0
2021,157,루터대학교,대학,사립,경기,C그룹,744.7000122070312,167,16,744.7000122070312,387,1.899999976158142
2021,158,마산대학교,전문대학,사립,경남,A그룹,4360.0,889,41,4360.0,5422,0.800000011920929
2021,159,명신대학교,대학,사립,전남,C그룹,0.0,0,0,0.0,0,0.0
2021,160,명지대학교,대학,사립,서울,A그룹,36199.0,3804,330,36199.0,16343,2.200000047683716
2021,161,명지전문대학,전문대학,사립,서울,A그룹,5568.0,1037,59,5568.0,6578,0.800000011920929
2021,162,목원대학교,대학,사립,대전,B그룹,9275.099609375,1536,66,9275.099609375,7962,1.2000000476837158
2021,163,목포가톨릭대학교,대학,사립,전남,C그룹,1129.0,257,11,1129.0,499,2.299999952316284
2021,164,목포과학대학교,전문대학,사립,전남,B그룹,2943.0,271,5,2943.0,2310,1.2999999523162842
2021,165,문경대학교,전문대학,사립,경북,C그룹,743.0,192,6,743.0,844,0.8999999761581421
2021,166,배재대학교,대학,사립,대전,B그룹,8935.0,1580,78,8935.0,8644,1.0
2021,167,배화여자대학교,전문대학,사립,서울,B그룹,5680.0,495,71,5680.0,2726,2.0999999046325684
2021,168,백석대학교,대학,사립,충남,A그룹,11899.7998046875,2862,161,11899.7998046875,14227,0.800000011920929
2021,169,백석문화대학교,전문대학,사립,충남,A그룹,7538.2001953125,444,75,7538.2001953125,4865,1.5
2021,170,백석예술대학,전문대학,사립,서울,A그룹,0.0,0,0,0.0,0,0.0
2021,171,백제예술대학교,전문대학,사립,전북,C그룹,1238.0,110,11,1238.0,1071,1.2000000476837158
2021,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,198.0,16,1,198.0,51,3.9000000953674316
2021,173,벽성대학,전문대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2021,174,부산가톨릭대학교,대학,사립,부산,C그룹,5685.7998046875,1162,51,5685.7998046875,3997,1.399999976158142
2021,175,부산경상대학교,전문대학,사립,부산,B그룹,3541.0,700,47,3541.0,2631,1.2999999523162842
2021,176,부산과학기술대학교,전문대학,사립,부산,B그룹,3117.0,590,45,3117.0,3230,1.0
2021,177,부산교육대학교,대학,국립,부산,C그룹,6105.0,725,114,6105.0,2397,2.5
2021,178,부산대학교,대학,국립,부산,A그룹,35855.69921875,5458,296,35855.69921875,27386,1.2999999523162842
2021,179,부산디지털대학교,대학,사립,부산,C그룹,128.3000030517578,45,16,128.3000030517578,2485,0.10000000149011612
2021,180,부산보건대학교,전문대학,사립,부산,B그룹,2587.89990234375,613,42,2587.89990234375,2748,0.8999999761581421
2021,181,부산여자대학교,전문대학,사립,부산,C그룹,5131.0,481,33,5131.0,2434,2.0999999046325684
2021,182,부산예술대학교,전문대학,사립,부산,C그룹,1067.0,80,8,1067.0,682,1.600000023841858
2021,183,부산외국어대학교,대학,사립,부산,B그룹,14731.5,1829,110,14731.5,7975,1.7999999523162842
2021,184,부산장신대학교,대학,사립,경남,C그룹,1041.0,200,13,1041.0,398,2.5999999046325684
2021,185,부천대학교,전문대학,사립,경기,A그룹,5186.60009765625,932,109,5186.60009765625,7386,0.699999988079071
2021,186,삼육대학교,대학,사립,서울,B그룹,7079.89990234375,1400,97,7079.89990234375,5971,1.2000000476837158
2021,187,삼육보건대학교,전문대학,사립,서울,C그룹,1338.0,260,45,1338.0,1348,1.0
2021,188,상명대학교,대학,사립,서울,A그룹,13721.0,2189,220,13721.0,13390,1.0
2021,189,상지대학교,대학,사립,강원,B그룹,13528.099609375,1793,161,13528.099609375,7110,1.899999976158142
2021,190,상지영서대학교,전문대학,사립,강원,B그룹,0.0,0,0,0.0,0,0.0
2021,191,서강대학교,대학,사립,서울,A그룹,16051.0,2761,95,16051.0,11286,1.399999976158142
2021,192,서경대학교,대학,사립,서울,B그룹,9014.2998046875,1565,241,9014.2998046875,6945,1.2999999523162842
2021,193,서남대학교,대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2021,194,서라벌대학교,전문대학,사립,경북,C그룹,974.4000244140625,316,13,974.4000244140625,608,1.600000023841858
2021,195,서영대학교,전문대학,사립,광주,A그룹,2438.0,712,24,2438.0,5018,0.5
2021,196,서울과학기술대학교,대학,국립,서울,A그룹,14177.0,2028,114,14177.0,11785,1.2000000476837158
2021,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,108.0,35,2,108.0,685,0.20000000298023224
2021,198,서울교육대학교,대학,국립,서울,C그룹,4480.0,757,55,4480.0,2911,1.5
2021,199,서울기독대학교,대학,사립,서울,C그룹,613.5,127,12,613.5,650,0.8999999761581421
2021,200,서울대학교,대학,국립,서울,A그룹,79511.0,9578,491,79511.0,27924,2.799999952316284
2021,201,서울디지털대학교,대학,사립,서울,A그룹,0.0,1,1,0.0,10952,0.0
2021,202,서울미디어대학원대학교,대학원대학,사립,서울,-,379.0,76,4,379.0,261,1.5
2021,203,서울벤처대학원대학교,대학원대학,사립,서울,-,33.0,10,4,33.0,258,0.10000000149011612
2021,204,서울불교대학원대학교,대학원대학,사립,서울,-,218.60000610351562,51,3,218.60000610351562,164,1.2999999523162842
2021,205,서울사이버대학교,대학,사립,서울,A그룹,122.0,4,4,122.0,15777,0.0
2021,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,158.0,24,4,158.0,126,1.2999999523162842
2021,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,380.1000061035156,77,6,380.1000061035156,112,3.4000000953674316
2021,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,252.0,73,3,252.0,93,2.700000047683716
2021,209,서울시립대학교,대학,공립,서울,A그룹,16414.69921875,2395,225,16414.69921875,11879,1.399999976158142
2021,210,서울신학대학교,대학,사립,경기,C그룹,4529.0,748,33,4529.0,3016,1.5
2021,211,서울여자간호대학교,전문대학,사립,서울,C그룹,1195.0,327,20,1195.0,918,1.2999999523162842
2021,212,서울여자대학교,대학,사립,서울,B그룹,10449.0,1570,105,10449.0,7361,1.399999976158142
2021,213,서울예술대학교,전문대학,사립,경기,B그룹,1092.0,242,34,1092.0,3147,0.30000001192092896
2021,214,서울외국어대학원대학교,대학원대학,사립,서울,-,73.0,75,0,73.0,182,0.4000000059604645
2021,215,서울장신대학교,대학,사립,경기,C그룹,1805.0,328,37,1805.0,716,2.5
2021,216,서울한영대학교,대학,사립,서울,C그룹,1550.5,243,21,1550.5,920,1.7000000476837158
2021,217,서원대학교,대학,사립,충북,B그룹,7606.7998046875,1136,25,7606.7998046875,6956,1.100000023841858
2021,218,서일대학교,전문대학,사립,서울,A그룹,2519.0,613,37,2519.0,5678,0.4000000059604645
2021,219,서정대학교,전문대학,사립,경기,A그룹,1157.0,306,12,1157.0,6197,0.20000000298023224
2021,220,서해대학,전문대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2021,221,선교청대학교,대학,사립,충남,C그룹,0.0,0,0,0.0,0,0.0
2021,222,선린대학교,전문대학,사립,경북,C그룹,1140.0,385,12,1140.0,2151,0.5
2021,223,선문대학교,대학,사립,충남,B그룹,12967.0,2105,150,12967.0,9619,1.2999999523162842
2021,224,선학유피대학원대학교,대학원대학,사립,경기,-,1657.0,69,13,1657.0,77,21.5
2021,225,성결대학교,대학,사립,경기,B그룹,8693.7998046875,1175,103,8693.7998046875,5774,1.5
2021,226,성공회대학교,대학,사립,서울,C그룹,4071.5,596,40,4071.5,2390,1.7000000476837158
2021,227,성균관대학교,대학,사립,서울,A그룹,41619.69921875,6493,651,41619.69921875,27431,1.5
2021,228,성산효대학원대학교,대학원대학,사립,인천,-,213.0,20,4,213.0,177,1.2000000476837158
2021,229,성서침례대학원대학교,대학원대학,사립,경기,-,528.0,115,2,528.0,54,9.800000190734863
2021,230,성신여자대학교,대학,사립,서울,A그룹,11734.0,2016,154,11734.0,10066,1.2000000476837158
2021,231,성운대학교,전문대학,사립,경북,C그룹,604.0,160,16,604.0,1491,0.4000000059604645
2021,232,성화대학,전문대학,사립,전남,B그룹,0.0,0,0,0.0,0,0.0
2021,233,세경대학교,전문대학,사립,강원,C그룹,449.0,152,6,449.0,967,0.5
2021,234,세계사이버대학,기타,기타,경기,-,0.0,0,0,0.0,0,0.0
2021,235,세명대학교,대학,사립,충북,B그룹,11963.0,1844,135,11963.0,7567,1.600000023841858
2021,236,세종대학교,대학,사립,서울,A그룹,17313.400390625,3369,242,17313.400390625,14706,1.2000000476837158
2021,237,세한대학교,대학,사립,충남,C그룹,8564.599609375,1387,54,8564.599609375,3921,2.200000047683716
2021,238,송곡대학교,전문대학,사립,강원,C그룹,324.0,60,4,324.0,649,0.5
2021,239,송원대학교,대학,사립,광주,C그룹,3488.0,650,23,3488.0,3142,1.100000023841858
2021,240,송호대학교,전문대학,사립,강원,C그룹,736.0,156,11,736.0,945,0.800000011920929
2021,241,수도국제대학원대학교,대학원대학,사립,서울,-,246.0,12,8,246.0,358,0.699999988079071
2021,242,수성대학교,전문대학,사립,대구,B그룹,4295.39990234375,978,81,4295.39990234375,3326,1.2999999523162842
2021,243,수원가톨릭대학교,대학,사립,경기,C그룹,3033.10009765625,175,20,3033.10009765625,184,16.5
2021,244,수원과학대학교,전문대학,사립,경기,B그룹,4791.0,834,74,4791.0,4621,1.0
2021,245,수원대학교,대학,사립,경기,B그룹,18747.0,2500,53,18747.0,9581,2.0
2021,246,수원여자대학교,전문대학,사립,경기,B그룹,2263.5,473,38,2263.5,3996,0.6000000238418579
2021,247,숙명여자대학교,대학,사립,서울,A그룹,16496.5,2808,149,16496.5,12596,1.2999999523162842
2021,248,순복음대학원대학교,대학원대학,사립,서울,-,135.0,24,2,135.0,118,1.100000023841858
2021,249,순복음총회신학교,대학,사립,충북,C그룹,352.0,72,0,352.0,171,2.0999999046325684
2021,250,순천제일대학교,전문대학,사립,전남,B그룹,4501.0,510,17,4501.0,2534,1.7999999523162842
2021,251,순천향대학교,대학,사립,충남,A그룹,12801.7001953125,1718,110,12801.7001953125,11665,1.100000023841858
2021,252,숭실대학교,대학,사립,서울,A그룹,11575.0,2719,72,11575.0,16346,0.699999988079071
2021,253,숭실사이버대학교,대학,사립,서울,B그룹,0.0,0,0,0.0,6988,0.0
2021,254,숭의여자대학교,전문대학,사립,서울,B그룹,1132.300048828125,313,31,1132.300048828125,3273,0.30000001192092896
2021,255,신경주대학교,대학,사립,경북,C그룹,3430.0,569,26,3430.0,833,4.099999904632568
2021,256,신구대학교,전문대학,사립,경기,A그룹,5567.0,1595,68,5567.0,6488,0.8999999761581421
