연도,번호,학교명,학교유형,설립,지역,대학규모,도서자료_종수_국내서,도서자료_종수_국외서,도서자료_종수_계,도서자료_책수_국내서,도서자료_책수_국외서,도서자료_책수_계,전자자료_전자저널_패키지,전자자료_웹DB_패키지,전자자료_[구독] e-Book_종수,전자자료_동영상강의자료(e-Learning)_패키지,전자자료_합계_패키지,전자자료_합계_종수,연속간행물_국내,연속간행물_국외,연속간행물_합계,연간 장서 증가 및 폐기 책수_연간 장서 증가 책수_구입,연간 장서 증가 및 폐기 책수_연간 장서 증가 책수_기증,연간 장서 증가 및 폐기 책수_연간 장서 증가 책수_합계,연간 장서 증가 및 폐기 책수_연간 장서 증가 종수,연간 장서 증가 및 폐기 책수_연간 장서 폐기 책수,재학생 1인당 소장도서수_소장도서수,재학생 1인당 소장도서수_재학생수(전년도),재학생 1인당 소장도서수_재학생 1인당 소장도서수,연간장서증가율_연간장서증가책수,연간장서증가율_소장도서수,연간장서증가율_연간장서증가율
2023,126,대전가톨릭대학교,대학,사립,세종,C그룹,92942,39332,132274,112831,38929,151760,15,13,59535,0,28,59535,75,44,119,705,397,1102,905,21,151760,54,2810.39990234375,1102,151760,0.699999988079071
2023,127,대전과학기술대학교,전문대학,사립,대전,B그룹,83061,99375,182436,186865,170240,357105,13,8,61975,0,21,61975,100,0,100,586,1207,1793,1259,0,357105,3880,92,1793,357105,0.5
2023,128,대전대학교,대학,사립,대전,B그룹,465950,139928,605878,683632,177835,861467,18,25,396621,8,51,396621,247,8,255,37767,2171,39938,35764,10000,861467,9136,94.30000305175781,39938,861467,4.900000095367432
2023,129,대전보건대학교,전문대학,사립,대전,A그룹,110241,31538,141779,237269,34480,271749,2,7,52620,0,9,52620,56,0,56,3983,18096,22079,5662,0,271749,4815,56.400001525878906,22079,271749,8.800000190734863
2023,130,대전신학대학교,대학,사립,대전,C그룹,41736,11696,53432,67313,11696,79009,0,0,4338,0,0,4338,92,0,92,297,65,362,333,0,79009,142,556.4000244140625,362,79009,0.5
2023,131,대진대학교,대학,사립,경기,B그룹,313594,94603,408197,605227,148693,753920,21,29,98508,6,56,98508,140,5,145,18270,4082,22352,15679,0,753920,7921,95.19999694824219,22352,753920,3.0999999046325684
2023,132,대한신학대학원대학교,대학원대학,사립,경기,-,7407,1931,9338,13212,2700,15912,0,0,0,0,0,0,0,0,0,10,0,10,2,0,15912,197,80.80000305175781,10,15912,0.10000000149011612
2023,133,덕성여자대학교,대학,사립,서울,B그룹,412407,75707,488114,655761,128576,784337,29,29,74582,5,63,74582,436,40,476,6735,2580,9315,7738,1920,784337,5564,141,9315,784337,1.2000000476837158
2023,134,동강대학교,전문대학,사립,광주,B그룹,72339,5997,78336,104163,7314,111477,1,0,22760,1,2,22760,54,0,54,2595,1,2596,2325,0,111477,2582,43.20000076293945,2596,111477,2.4000000953674316
2023,135,동국대학교,대학,사립,서울,A그룹,862777,354591,1217368,1259639,435508,1695147,33,60,273528,0,93,273528,416,268,684,23241,5228,28469,26456,0,1695147,17198,98.5999984741211,28469,1695147,1.7000000476837158
2023,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,441981,86248,528229,675108,128318,803426,16,23,82769,0,39,82769,1006,26,1032,5791,2082,7873,7110,0,803426,7613,105.5,7873,803426,1
2023,137,동남보건대학교,전문대학,사립,경기,A그룹,83560,6704,90264,150711,7809,158520,2,8,23915,0,10,23915,22,0,22,692,154,846,760,44,158520,4569,34.70000076293945,846,158520,0.5
2023,138,동덕여자대학교,대학,사립,서울,B그룹,200703,135673,336376,418712,145935,564647,20,28,147867,3,51,147867,311,50,361,16460,1326,17786,13330,24409,564647,7114,79.4000015258789,17786,564647,3.299999952316284
2023,139,동명대학교,대학,사립,부산,B그룹,411515,52209,463724,540773,116551,657324,16,15,151659,0,31,151659,20,7,27,21182,1295,22477,14973,0,657324,7400,88.80000305175781,22477,657324,3.5
2023,140,동방문화대학원대학교,대학원대학,사립,서울,-,20336,4276,24612,22400,4451,26851,15,14,57918,0,29,57918,11,0,11,50,383,433,218,300,26851,338,79.4000015258789,433,26851,1.600000023841858
2023,141,동부산대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,142,동서대학교,대학,사립,부산,B그룹,385297,117898,503195,714026,146062,860088,12,15,168708,0,27,168708,281,62,343,20504,3058,23562,17345,0,860088,9619,89.4000015258789,23562,860088,2.799999952316284
2023,143,동서울대학교,전문대학,사립,경기,A그룹,125263,7859,133122,230927,8994,239921,3,7,75183,3,13,75183,70,0,70,5815,707,6522,3814,3324,239921,5788,41.5,6522,239921,2.799999952316284
2023,144,동신대학교,대학,사립,전남,B그룹,360817,142992,503809,471137,158446,629583,17,20,99276,5,42,99276,90,0,90,13008,2649,15657,14007,0,629583,6694,94.0999984741211,15657,629583,2.5999999046325684
2023,145,동아대학교,대학,사립,부산,A그룹,599004,257306,856310,1068361,382470,1450831,40,37,222423,2,79,222423,113,86,199,29281,5427,34708,8732,17065,1450831,19946,72.69999694824219,34708,1450831,2.5
2023,146,동아방송예술대학교,전문대학,사립,경기,B그룹,69804,22100,91904,102368,22381,124749,11,15,84542,0,26,84542,54,0,54,5068,1553,6621,4586,0,124749,3043,41,6621,124749,5.599999904632568
2023,147,동아보건대학교,전문대학,사립,전남,C그룹,29689,0,29689,48576,0,48576,13,11,64251,0,24,64251,36,0,36,1263,34,1297,1097,550,48576,1261,38.5,1297,48576,2.700000047683716
2023,148,동양대학교,대학,사립,경북,C그룹,167363,65207,232570,294838,80324,375162,21,16,98058,4,41,98058,6,0,6,8549,400,8949,5593,0,375162,4055,92.5,8949,375162,2.4000000953674316
2023,149,동양미래대학교,전문대학,사립,서울,A그룹,181606,19210,200816,269534,25015,294549,5,4,81769,2,11,81769,195,24,219,6178,0,6178,6162,0,294549,5943,49.599998474121094,6178,294549,2.0999999046325684
2023,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,151,동원과학기술대학교,전문대학,사립,경남,B그룹,52497,1962,54459,80855,2209,83064,1,0,3167,0,1,3167,55,0,55,2710,2,2712,2258,0,83064,2372,35,2712,83064,3.4000000953674316
2023,152,동원대학교,전문대학,사립,경기,B그룹,76885,2018,78903,107048,3235,110283,11,10,77158,0,21,77158,2,0,2,3113,3,3116,2856,0,110283,2630,41.900001525878906,3116,110283,2.9000000953674316
2023,153,동의과학대학교,전문대학,사립,부산,B그룹,103177,5525,108702,174705,7006,181711,9,3,17298,1,13,17298,47,1,48,4236,248,4484,3233,0,181711,4102,44.29999923706055,4484,181711,2.5
2023,154,동의대학교,대학,사립,부산,A그룹,471769,191338,663107,980873,314479,1295352,18,26,117633,3,47,117633,400,11,411,19932,1191,21123,17046,0,1295352,15406,84.0999984741211,21123,1295352,1.7000000476837158
2023,155,두원공과대학교,전문대학,사립,경기,B그룹,65290,9196,74486,127348,10609,137957,6,6,6433,0,12,6433,0,0,0,1384,1,1385,624,0,137957,2559,53.900001525878906,1385,137957,1
2023,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,3152,0,3152,10769,0,10769,7,9,60031,0,16,60031,0,0,0,146,0,146,188,0,10769,3300,3.299999952316284,146,10769,1.399999976158142
2023,157,루터대학교,대학,사립,경기,C그룹,24564,7964,32528,33733,10888,44621,13,17,2360,0,30,2360,42,32,74,862,16,878,525,0,44621,394,113.30000305175781,878,44621,2
2023,158,마산대학교,전문대학,사립,경남,A그룹,114180,2776,116956,206230,2950,209180,12,16,97378,0,28,97378,103,0,103,3680,0,3680,2840,0,209180,5341,39.20000076293945,3680,209180,1.7999999523162842
2023,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,160,명지대학교,대학,사립,서울,A그룹,706353,332441,1038794,1284340,412187,1696527,16,24,346251,5,45,346251,1272,57,1329,35494,2542,38036,23009,12160,1696527,16020,105.9000015258789,38036,1696527,2.299999952316284
2023,161,명지전문대학,전문대학,사립,서울,A그룹,140713,12450,153163,253258,14851,268109,14,11,70648,4,29,70648,62,6,68,5778,1056,6834,5572,0,268109,6694,40.099998474121094,6834,268109,2.5999999046325684
2023,162,목원대학교,대학,사립,대전,B그룹,256559,186831,443390,489697,240289,729986,23,21,154680,8,52,154680,264,10,274,18013,2041,20054,12961,1319,729986,7866,92.80000305175781,20054,729986,2.799999952316284
2023,163,목포가톨릭대학교,대학,사립,전남,C그룹,38625,3469,42094,49141,3545,52686,15,15,62986,0,30,62986,5,0,5,1042,30,1072,976,0,52686,492,107.0999984741211,1072,52686,2.0999999046325684
2023,164,목포과학대학교,전문대학,사립,전남,B그룹,63784,4472,68256,73244,4718,77962,3,0,8158,0,3,8158,8,0,8,1362,0,1362,1160,0,77962,2329,33.5,1362,77962,1.7999999523162842
2023,165,문경대학교,전문대학,사립,경북,C그룹,33659,296,33955,43091,327,43418,0,2,2819,0,2,2819,41,0,41,548,0,548,492,0,43418,842,51.599998474121094,548,43418,1.2999999523162842
2023,166,배재대학교,대학,사립,대전,B그룹,244281,221365,465646,537176,274524,811700,16,20,233519,4,40,233519,231,24,255,15798,5387,21185,12520,15,811700,8529,95.19999694824219,21185,811700,2.700000047683716
2023,167,배화여자대학교,전문대학,사립,서울,B그룹,76826,5707,82533,154667,7318,161985,2,0,64425,2,4,64425,32,3,35,3455,1159,4614,2260,0,161985,2841,57,4614,161985,2.9000000953674316
2023,168,백석대학교,대학,사립,충남,A그룹,461028,387246,848274,803481,418085,1221566,18,20,494904,4,42,494904,159,0,159,17983,9327,27310,24776,0,1221566,14166,86.19999694824219,27310,1221566,2.299999952316284
2023,169,백석문화대학교,전문대학,사립,충남,A그룹,90873,15353,106226,164915,20219,185134,1,1,26374,3,5,26374,18,0,18,3663,498,4161,3836,0,185134,4394,42.099998474121094,4161,185134,2.299999952316284
2023,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,171,백제예술대학교,전문대학,사립,전북,C그룹,33159,1298,34457,45742,2307,48049,0,0,2692,0,0,2692,9,0,9,1077,0,1077,667,0,48049,1084,44.29999923706055,1077,48049,2.299999952316284
2023,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,28616,184,28800,38138,224,38362,0,0,0,0,0,0,14,0,14,170,0,170,90,0,38362,58,661.4000244140625,170,38362,0.4000000059604645
2023,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,174,부산가톨릭대학교,대학,사립,부산,C그룹,200713,107235,307948,292135,116897,409032,16,22,138138,0,38,138138,325,8,333,2934,2409,5343,4298,0,409032,3920,104.30000305175781,5343,409032,1.2999999523162842
2023,175,부산경상대학교,전문대학,사립,부산,B그룹,92819,2339,95158,107928,2474,110402,1,1,10217,1,3,10217,22,12,34,2488,55,2543,2082,1626,110402,2484,44.400001525878906,2543,110402,2.4000000953674316
2023,176,부산과학기술대학교,전문대학,사립,부산,B그룹,108899,4004,112903,168226,4399,172625,1,1,21821,0,2,21821,120,0,120,3232,0,3232,643,0,172625,3119,55.29999923706055,3232,172625,1.899999976158142
2023,177,부산교육대학교,대학,국립,부산,C그룹,141295,14719,156014,279849,18143,297992,17,15,66857,0,32,66857,241,20,261,6097,985,7082,3491,52292,297992,2317,128.60000610351562,7082,297992,2.4000000953674316
2023,178,부산대학교,대학,국립,부산,A그룹,883349,462610,1345959,1687340,850933,2538273,44,55,682148,5,104,682148,439,168,607,42626,13439,56065,32796,49111,2538273,26772,94.80000305175781,56065,2538273,2.299999952316284
2023,179,부산디지털대학교,대학,사립,부산,C그룹,3287,0,3287,3540,0,3540,1,0,1490,0,1,1490,0,0,0,91,0,91,81,0,3540,2485,1.399999976158142,91,3540,2.5999999046325684
2023,180,부산보건대학교,전문대학,사립,부산,B그룹,89775,12556,102331,109325,16308,125633,12,9,93602,1,22,93602,117,0,117,1449,1676,3125,2659,3119,125633,2522,49.79999923706055,3125,125633,2.5999999046325684
2023,181,부산여자대학교,전문대학,사립,부산,C그룹,111607,23143,134750,127243,26815,154058,13,8,691,0,21,691,96,12,108,2713,499,3212,2930,9706,154058,2192,70.30000305175781,3212,154058,2.0999999046325684
2023,182,부산예술대학교,전문대학,사립,부산,C그룹,9812,0,9812,14469,0,14469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14469,627,23.100000381469727,0,14469,0
2023,183,부산외국어대학교,대학,사립,부산,B그룹,309633,226092,535725,564013,316353,880366,17,21,138593,3,41,138593,238,13,251,15872,4326,20198,16867,1691,880366,7448,118.19999694824219,20198,880366,2.299999952316284
2023,184,부산장신대학교,대학,사립,경남,C그룹,42542,5323,47865,63654,6774,70428,5,6,57099,0,11,57099,68,0,68,916,340,1256,1114,431,70428,316,222.89999389648438,1256,70428,1.7999999523162842
2023,185,부천대학교,전문대학,사립,경기,A그룹,195689,21226,216915,301608,26004,327612,15,13,101871,0,28,101871,63,13,76,7607,1264,8871,8303,0,327612,7523,43.5,8871,327612,2.799999952316284
2023,186,삼육대학교,대학,사립,서울,B그룹,237422,113850,351272,369342,145669,515011,15,26,107739,4,45,107739,12,12,24,9294,11751,21045,16520,16991,515011,5892,87.4000015258789,21045,515011,4.300000190734863
2023,187,삼육보건대학교,전문대학,사립,서울,C그룹,53706,1836,55542,67488,2706,70194,2,2,5668,0,4,5668,142,0,142,1596,682,2278,1858,0,70194,1327,52.900001525878906,2278,70194,3.4000000953674316
2023,188,상명대학교,대학,사립,서울,A그룹,501711,176651,678362,935431,236152,1171583,33,41,247179,6,80,247179,204,62,266,26472,3674,30146,17635,52644,1171583,13084,89.5,30146,1171583,2.5999999046325684
2023,189,상지대학교,대학,사립,강원,B그룹,314521,24995,339516,685336,47098,732434,16,14,69848,4,34,69848,451,1,452,5114,2035,7149,4117,0,732434,6611,110.80000305175781,7149,732434,1
2023,190,상지영서대학교,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,191,서강대학교,대학,사립,서울,A그룹,449943,523186,973129,729529,647927,1377456,41,60,382722,3,104,382722,234,156,390,64855,1203,66058,58642,1248,1377456,11428,120.5,66058,1377456,5
2023,192,서경대학교,대학,사립,서울,B그룹,342323,50929,393252,587800,72684,660484,11,13,87588,2,26,87588,66,0,66,13671,246,13917,12694,0,660484,7013,94.19999694824219,13917,660484,2.200000047683716
2023,193,서남대학교,대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,194,서라벌대학교,전문대학,사립,경북,C그룹,32753,4148,36901,109807,16526,126333,0,2,4589,0,2,4589,22,0,22,592,0,592,592,0,126333,580,217.8000030517578,592,126333,0.5
2023,195,서영대학교,전문대학,사립,광주,A그룹,84585,3222,87807,115188,3555,118743,1,2,20850,1,4,20850,169,0,169,821,47,868,852,0,118743,4912,24.200000762939453,868,118743,0.699999988079071
2023,196,서울과학기술대학교,대학,국립,서울,A그룹,294438,114301,408739,692660,127289,819949,33,44,91959,5,82,91959,223,21,244,15724,1897,17621,11373,0,819949,11759,69.69999694824219,17621,819949,2.200000047683716
2023,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,1686,250,1936,2665,362,3027,13,12,74883,0,25,74883,0,0,0,0,1,1,1,0,3027,852,3.5999999046325684,1,3027,0
2023,198,서울교육대학교,대학,국립,서울,C그룹,166859,26236,193095,289265,36598,325863,20,20,105525,0,40,105525,203,0,203,4014,302,4316,3689,0,325863,2864,113.80000305175781,4316,325863,1.2999999523162842
2023,199,서울기독대학교,대학,사립,서울,C그룹,30750,12413,43163,41289,15392,56681,7,7,64061,0,14,64061,15,23,38,470,0,470,409,0,56681,573,98.9000015258789,470,56681,0.800000011920929
2023,200,서울대학교,대학,국립,서울,A그룹,746791,2015752,2762543,2147974,3294301,5442275,81,127,1118863,0,208,1118863,1127,1500,2627,316727,28206,344933,328399,69674,5442275,28265,192.5,344933,5442275,6.800000190734863
2023,201,서울디지털대학교,대학,사립,서울,A그룹,23121,0,23121,75345,0,75345,12,13,78915,0,25,78915,0,0,0,1111,0,1111,894,0,75345,11133,6.800000190734863,1111,75345,1.5
2023,202,서울미디어대학원대학교,대학원대학,사립,서울,-,4558,1207,5765,5018,1371,6389,0,1,0,0,1,0,9,0,9,0,0,0,0,0,6389,227,28.100000381469727,0,6389,0
2023,203,서울벤처대학원대학교,대학원대학,사립,서울,-,1077,390,1467,2453,1146,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599,273,13.199999809265137,0,3599,0
2023,204,서울불교대학원대학교,대학원대학,사립,서울,-,8092,2415,10507,8197,2415,10612,0,2,0,0,2,0,2,0,2,28,0,28,17,0,10612,149,71.19999694824219,28,10612,0.30000001192092896
2023,205,서울사이버대학교,대학,사립,서울,A그룹,2036,10325,12361,7933,50975,58908,0,3,53011,0,3,53011,0,0,0,0,0,0,0,0,58908,16943,3.5,0,58908,0
2023,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,5942,0,5942,6134,0,6134,0,0,0,0,0,0,1,0,1,12,28,40,13,0,6134,122,50.29999923706055,40,6134,0.699999988079071
2023,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,7332,476,7808,8927,499,9426,2,1,0,0,3,0,25,0,25,211,3,214,182,0,9426,134,70.30000305175781,214,9426,2.299999952316284
2023,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,16859,1976,18835,21525,3741,25266,13,12,58673,0,25,58673,60,10,70,52,455,507,497,100,25266,74,341.3999938964844,507,25266,2
2023,209,서울시립대학교,대학,공립,서울,A그룹,468991,181341,650332,892150,300633,1192783,27,51,375273,4,82,375273,638,103,741,23398,3998,27396,21477,22304,1192783,11613,102.69999694824219,27396,1192783,2.4000000953674316
2023,210,서울신학대학교,대학,사립,경기,C그룹,120883,114835,235718,223430,134863,358293,10,16,53950,1,27,53950,70,15,85,3302,109,3411,3023,0,358293,2817,127.19999694824219,3411,358293,1
2023,211,서울여자간호대학교,전문대학,사립,서울,C그룹,29164,1421,30585,39971,1769,41740,8,8,61089,0,16,61089,31,3,34,1053,290,1343,1203,0,41740,919,45.400001525878906,1343,41740,3.299999952316284
2023,212,서울여자대학교,대학,사립,서울,B그룹,379277,164855,544132,548218,194407,742625,23,26,361404,3,52,361404,26,33,59,11964,1208,13172,11901,81,742625,7256,102.30000305175781,13172,742625,1.7999999523162842
2023,213,서울예술대학교,전문대학,사립,경기,B그룹,84774,10781,95555,109917,11691,121608,3,7,13601,5,15,13601,74,30,104,1717,452,2169,2123,0,121608,3094,39.29999923706055,2169,121608,1.7999999523162842
2023,214,서울외국어대학원대학교,대학원대학,사립,서울,-,1871,655,2526,2697,710,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3407,189,18,0,3407,0
2023,215,서울장신대학교,대학,사립,경기,C그룹,66828,7629,74457,87061,41820,128881,7,8,89534,1,16,89534,102,1,103,1912,57,1969,1712,580,128881,639,201.6999969482422,1969,128881,1.600000023841858
2023,216,서울한영대학교,대학,사립,서울,C그룹,55666,4419,60085,85697,48916,134613,15,6,4238,0,21,4238,141,22,163,992,577,1569,1116,0,134613,900,149.60000610351562,1569,134613,1.2000000476837158
2023,217,서원대학교,대학,사립,충북,B그룹,371021,84259,455280,651088,118823,769911,17,20,99240,0,37,99240,483,0,483,16157,2871,19028,17603,2999,769911,6789,113.4000015258789,19028,769911,2.5
2023,218,서일대학교,전문대학,사립,서울,A그룹,122469,15999,138468,186521,17240,203761,11,7,74686,3,21,74686,88,0,88,5637,6,5643,4601,0,203761,5872,34.70000076293945,5643,203761,2.799999952316284
2023,219,서정대학교,전문대학,사립,경기,A그룹,57389,15566,72955,81619,18703,100322,3,1,68933,1,5,68933,52,0,52,4890,3000,7890,7822,0,100322,6635,15.100000381469727,7890,100322,8.5
2023,220,서해대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,222,선린대학교,전문대학,사립,경북,C그룹,57935,2603,60538,88242,3341,91583,2,1,18352,0,3,18352,55,10,65,2039,227,2266,1865,0,91583,2111,43.400001525878906,2266,91583,2.5
2023,223,선문대학교,대학,사립,충남,B그룹,356133,115675,471808,636666,146297,782963,19,24,100355,6,49,100355,230,34,264,20832,2384,23216,11330,0,782963,9528,82.19999694824219,23216,782963,3.0999999046325684
2023,224,선학유피대학원대학교,대학원대학,사립,경기,-,34699,8452,43151,34699,8452,43151,6,9,56882,0,15,56882,22,5,27,531,710,1241,782,61,43151,96,449.5,1241,43151,3
2023,225,성결대학교,대학,사립,경기,B그룹,263202,130135,393337,448689,149001,597690,15,18,139449,5,38,139449,90,51,141,7947,484,8431,7833,0,597690,5695,104.9000015258789,8431,597690,1.399999976158142
2023,226,성공회대학교,대학,사립,서울,C그룹,133669,82665,216334,170857,101932,272789,20,20,126089,1,41,126089,62,24,86,2564,247,2811,2374,98,272789,2253,121.0999984741211,2811,272789,1
2023,227,성균관대학교,대학,사립,서울,A그룹,760097,586224,1346321,1402086,881427,2283513,48,72,801604,6,126,801604,210,109,319,30930,10816,41746,22838,31136,2283513,26851,85,41746,2283513,1.899999976158142
2023,228,성산효대학원대학교,대학원대학,사립,인천,-,22656,5495,28151,23113,5495,28608,1,0,0,0,1,0,14,0,14,305,43,348,320,0,28608,203,140.89999389648438,348,28608,1.2000000476837158
2023,229,성서침례대학원대학교,대학원대학,사립,경기,-,17776,6523,24299,17923,6569,24492,0,1,320,0,1,320,35,13,48,371,325,696,696,368,24492,57,429.70001220703125,696,24492,2.9000000953674316
2023,230,성신여자대학교,대학,사립,서울,A그룹,379317,233252,612569,666317,266017,932334,22,24,166071,5,51,166071,146,9,155,23531,2130,25661,24503,97246,932334,9707,96,25661,932334,2.799999952316284
2023,231,성운대학교,전문대학,사립,경북,C그룹,29681,5467,35148,51007,5467,56474,0,0,12115,0,0,12115,34,0,34,1926,0,1926,1516,0,56474,1540,36.70000076293945,1926,56474,3.5
2023,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,233,세경대학교,전문대학,사립,강원,C그룹,47027,1469,48496,48732,1469,50201,0,2,11529,0,2,11529,81,0,81,1273,0,1273,1273,1000,50201,917,54.70000076293945,1273,50201,2.5999999046325684
2023,234,세계사이버대학,기타,기타,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,235,세명대학교,대학,사립,충북,B그룹,303640,69756,373396,565434,104220,669654,18,15,90110,2,35,90110,115,0,115,9531,3423,12954,11525,0,669654,7193,93.0999984741211,12954,669654,2
2023,236,세종대학교,대학,사립,서울,A그룹,382293,212072,594365,664051,320953,985004,33,34,116420,5,72,116420,105,79,184,8151,2367,10518,8511,0,985004,14602,67.5,10518,985004,1.100000023841858
2023,237,세한대학교,대학,사립,충남,C그룹,186549,59492,246041,288111,80864,368975,13,16,54443,3,32,54443,46,0,46,13077,812,13889,10975,0,368975,3987,92.5,13889,368975,3.9000000953674316
2023,238,송곡대학교,전문대학,사립,강원,C그룹,16488,44,16532,19033,98,19131,12,10,58739,0,22,58739,7,0,7,296,0,296,254,0,19131,736,26,296,19131,1.600000023841858
2023,239,송원대학교,대학,사립,광주,C그룹,128197,22965,151162,241846,28120,269966,17,19,82645,3,39,82645,90,2,92,6454,1517,7971,7162,0,269966,3178,84.9000015258789,7971,269966,3
2023,240,송호대학교,전문대학,사립,강원,C그룹,33135,1604,34739,46050,2242,48292,5,1,3804,0,6,3804,38,0,38,788,76,864,863,0,48292,777,62.20000076293945,864,48292,1.7999999523162842
2023,241,수도국제대학원대학교,대학원대학,사립,서울,-,18337,4145,22482,18916,4150,23066,0,0,0,0,0,0,28,0,28,88,65,153,149,233,23066,383,60.20000076293945,153,23066,0.699999988079071
2023,242,수성대학교,전문대학,사립,대구,B그룹,59842,2599,62441,128673,3490,132163,1,0,17559,0,1,17559,45,0,45,2385,92,2477,1595,0,132163,3348,39.5,2477,132163,1.899999976158142
2023,243,수원가톨릭대학교,대학,사립,경기,C그룹,69805,26748,96553,108757,41703,150460,11,15,58735,0,26,58735,117,112,229,3035,1858,4893,3651,0,150460,161,934.5,4893,150460,3.4000000953674316
2023,244,수원과학대학교,전문대학,사립,경기,B그룹,127974,7810,135784,221703,9703,231406,7,3,33372,1,11,33372,67,2,69,1432,9,1441,1280,0,231406,4292,53.900001525878906,1441,231406,0.6000000238418579
2023,245,수원대학교,대학,사립,경기,B그룹,306595,142961,449556,662832,265583,928415,16,22,279816,4,42,279816,154,9,163,2617,3020,5637,5212,16555,928415,9367,99.0999984741211,5637,928415,0.6000000238418579
2023,246,수원여자대학교,전문대학,사립,경기,B그룹,105921,7424,113345,157370,8148,165518,7,10,71233,1,18,71233,60,0,60,5446,0,5446,3073,40082,165518,3851,43,5446,165518,3.4000000953674316
2023,247,숙명여자대학교,대학,사립,서울,A그룹,436880,286693,723573,952928,334880,1287808,36,45,172650,3,84,172650,321,99,420,28528,1455,29983,19538,29809,1287808,12249,105.0999984741211,29983,1287808,2.4000000953674316
2023,248,순복음대학원대학교,대학원대학,사립,서울,-,17710,0,17710,29508,0,29508,0,0,0,0,0,0,19,0,19,0,491,491,491,0,29508,89,331.6000061035156,491,29508,1.7000000476837158
2023,249,순복음총회신학교,대학,사립,충북,C그룹,13937,0,13937,25364,0,25364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25364,127,199.6999969482422,0,25364,0
2023,250,순천제일대학교,전문대학,사립,전남,B그룹,84508,1235,85743,120093,1355,121448,1,2,8685,0,3,8685,43,0,43,2218,470,2688,2659,0,121448,2508,48.400001525878906,2688,121448,2.299999952316284
2023,251,순천향대학교,대학,사립,충남,A그룹,310257,402000,712257,502927,423230,926157,41,36,362835,3,80,362835,111,8,119,16232,176269,192501,190067,131686,926157,11596,79.9000015258789,192501,926157,26.200000762939453
2023,252,숭실대학교,대학,사립,서울,A그룹,468974,377306,846280,791563,420502,1212065,30,35,475147,6,71,475147,193,133,326,34915,1064,35979,27737,0,1212065,16685,72.5999984741211,35979,1212065,3.0999999046325684
2023,253,숭실사이버대학교,대학,사립,서울,B그룹,2203,0,2203,9519,0,9519,10,8,59085,0,18,59085,0,0,0,0,0,0,0,0,9519,7328,1.2999999523162842,0,9519,0
2023,254,숭의여자대학교,전문대학,사립,서울,B그룹,100461,3289,103750,144031,3660,147691,13,11,75734,3,27,75734,53,9,62,5465,7,5472,4063,40839,147691,3206,46.099998474121094,5472,147691,3.799999952316284
2023,255,신경주대학교,대학,사립,경북,C그룹,216411,34828,251239,354218,58292,412510,6,8,75340,0,14,75340,260,0,260,0,539,539,504,0,412510,767,537.7999877929688,539,412510,0.10000000149011612
2023,256,신구대학교,전문대학,사립,경기,A그룹,138305,8444,146749,201166,9557,210723,2,1,21386,4,7,21386,58,16,74,6646,2085,8731,7610,0,210723,6318,33.400001525878906,8731,210723,4.300000190734863
2023,257,신라대학교,대학,사립,부산,B그룹,280320,70528,350848,644429,117245,761674,16,20,284491,3,39,284491,99,0,99,10405,1633,12038,6123,0,761674,8259,92.19999694824219,12038,761674,1.600000023841858
