YR,ID,SNM,STYP,FND,RGN,USC,SCR_EST
2017,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,42.74662585794803
2017,2,가야대학교,대학,사립,경남,C그룹,42.74662585794803
2017,3,가천대학교,대학,사립,경기,A그룹,42.74662585794803
2017,4,가톨릭관동대학교,대학,사립,강원,B그룹,42.74662585794803
2017,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,42.758253833552985
2017,6,가톨릭대학교,대학,사립,경기,A그룹,42.758253833552985
2017,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,42.74662585794803
2017,8,감리교신학대학교,대학,사립,서울,C그룹,42.758253833552985
2017,9,강남대학교,대학,사립,경기,B그룹,42.74662585794803
2017,10,강동대학교,전문대학,사립,충북,B그룹,42.74662585794803
2017,11,강릉영동대학교,전문대학,사립,강원,B그룹,42.74662585794803
2017,12,강서대학교,대학,사립,서울,C그룹,42.74662585794803
2017,13,강원관광대학교,전문대학,사립,강원,C그룹,42.74662585794803
2017,14,강원대학교,대학,국립,강원,A그룹,42.74662585794803
2017,15,강원도립대학교,전문대학,공립,강원,C그룹,42.74662585794803
2017,16,개신대학원대학교,대학원대학,사립,서울,-,42.758253833552985
2017,17,거제대학교,전문대학,사립,경남,C그룹,42.74662585794803
2017,18,건국대학교,대학,사립,서울,A그룹,42.74662585794803
2017,19,건국대학교(글로컬),대학,사립,충북,B그룹,42.74662585794803
2017,21,건신대학원대학교,대학원대학,사립,대전,-,42.758253833552985
2017,22,건양대학교,대학,사립,충남,B그룹,42.74662585794803
2017,23,경기과학기술대학교,전문대학,사립,경기,A그룹,42.74662585794803
2017,24,경기대학교,대학,사립,경기,A그룹,42.74662585794803
2017,25,경남대학교,대학,사립,경남,A그룹,42.74662585794803
2017,26,경남도립거창대학,전문대학,공립,경남,C그룹,42.74662585794803
2017,27,경남도립남해대학,전문대학,공립,경남,C그룹,42.74662585794803
2017,28,경남정보대학교,전문대학,사립,부산,A그룹,42.74662585794803
