YR,ID,SNM,STYP,FND,RGN,USC,SCR_EST
2019,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,71.4236018795575
2019,2,가야대학교,대학,사립,경남,C그룹,69.06546395441998
2019,3,가천대학교,대학,사립,경기,A그룹,68.87336649163393
2019,4,가톨릭관동대학교,대학,사립,강원,B그룹,68.92628464899705
2019,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,69.17633772864626
2019,6,가톨릭대학교,대학,사립,경기,A그룹,73.5577176291306
2019,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,67.99272270771166
2019,8,감리교신학대학교,대학,사립,서울,C그룹,68.06571783242553
2019,9,강남대학교,대학,사립,경기,B그룹,69.27650789336002
2019,10,강동대학교,전문대학,사립,충북,B그룹,68.87303744060549
2019,11,강릉영동대학교,전문대학,사립,강원,B그룹,68.05744204619074
2019,12,강서대학교,대학,사립,서울,C그룹,68.05744204619074
2019,13,강원관광대학교,전문대학,사립,강원,C그룹,69.22762873934919
2019,14,강원대학교,대학,국립,강원,A그룹,70.91875219983824
2019,15,강원도립대학교,전문대학,공립,강원,C그룹,68.05198967620723
2019,16,개신대학원대학교,대학원대학,사립,서울,-,68.61139936850135
2019,17,거제대학교,전문대학,사립,경남,C그룹,69.69892538189467
2019,18,건국대학교,대학,사립,서울,A그룹,70.45846782925655
2019,19,건국대학교(글로컬),대학,사립,충북,B그룹,68.0140305782233
2019,21,건신대학원대학교,대학원대학,사립,대전,-,69.12485877337451
2019,22,건양대학교,대학,사립,충남,B그룹,67.99619658205708
2019,23,경기과학기술대학교,전문대학,사립,경기,A그룹,69.32049173095628
2019,24,경기대학교,대학,사립,경기,A그룹,69.43075363252366
2019,25,경남대학교,대학,사립,경남,A그룹,67.98827136195597
2019,26,경남도립거창대학,전문대학,공립,경남,C그룹,68.63682688562687
2019,27,경남도립남해대학,전문대학,공립,경남,C그룹,67.99817478022217
2019,28,경남정보대학교,전문대학,사립,부산,A그룹,67.99272270771166
2019,29,경동대학교,대학,사립,강원,B그룹,67.99272270771166
2019,30,경민대학교,전문대학,사립,경기,B그룹,68.01621344578633
2019,31,경복대학교,전문대학,사립,경기,A그룹,68.05894859861202
2019,32,경북과학대학교,전문대학,사립,경북,C그룹,69.66153778434689
2019,33,경북대학교,대학,국립,대구,A그룹,73.69957117856015
2019,34,경북보건대학교,전문대학,사립,경북,C그룹,68.00538255425897
2019,36,경북전문대학교,전문대학,사립,경북,B그룹,69.71466043988401
2019,37,경상국립대학교,대학,국립,경남,A그룹,70.63632585956108
2019,38,경성대학교,대학,사립,부산,A그룹,67.99619658205708
2019,39,경안대학원대학교,대학원대학,사립,경북,-,69.90668999827847
2019,40,경운대학교,대학,사립,경북,C그룹,67.97188795485594
2019,41,경인교육대학교,대학,국립,인천,C그룹,67.98317764485097
2019,42,경인여자대학교,전문대학,사립,인천,B그룹,67.99272270771166
2019,43,경일대학교,대학,사립,경북,B그룹,68.10233597804306
2019,44,경찰대학,기타,기타,충남,-,67.99272270771166
2019,45,경희대학교,대학,사립,서울,A그룹,70.07085836442944
2019,46,계명대학교,대학,사립,대구,A그룹,69.98307761764352
2019,47,계명문화대학교,전문대학,사립,대구,A그룹,69.22187506538403
2019,48,계약신학대학원대학교,대학원대학,사립,경기,-,65.81709350706161
2019,49,계원예술대학교,전문대학,사립,경기,B그룹,68.05744204619074
2019,50,고려대학교,대학,사립,서울,A그룹,72.33076063574794
2019,51,고려대학교(세종),대학,사립,세종,B그룹,68.71045320182198
2019,52,고려사이버대학교,대학,사립,서울,A그룹,71.42449699349784
2019,53,고신대학교,대학,사립,부산,C그룹,67.98970880395143
2019,54,공군사관학교,기타,기타,충북,-,69.68794063460733
2019,55,공주교육대학교,대학,국립,충남,C그룹,67.98317764485097
2019,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,71.08677855867029
2019,57,광신대학교,대학,사립,광주,C그룹,69.2336816172314
2019,58,광양보건대학교,전문대학,사립,전남,C그룹,69.2865944038631
2019,59,광운대학교,대학,사립,서울,B그룹,70.05030606648856
2019,60,광주가톨릭대학교,대학,사립,전남,C그룹,66.30051456627362
2019,61,광주과학기술원,대학,국립,광주,C그룹,71.7989328675524
2019,62,광주교육대학교,대학,국립,광주,C그룹,67.97734002736647
2019,63,광주대학교,대학,사립,광주,B그룹,69.22399501469292
2019,64,광주보건대학교,전문대학,사립,광주,B그룹,70.44772479729671
2019,65,광주여자대학교,대학,사립,광주,C그룹,67.9843511757811
2019,66,구미대학교,전문대학,사립,경북,A그룹,67.99272270771166
2019,67,구세군사관대학원대학교,대학원대학,사립,경기,-,65.18840743557125
2019,68,국군간호사관학교,기타,기타,대전,-,68.05744204619074
2019,69,국립강릉원주대학교,대학,국립,강원,B그룹,67.97872629909529
2019,70,국립경국대학교,대학,국립,경북,B그룹,67.98317764485097
2019,71,국립공주대학교,대학,국립,충남,A그룹,67.99501468302924
2019,72,국립군산대학교,대학,국립,전북,B그룹,67.98317764485097
2019,73,국립금오공과대학교,대학,국립,경북,B그룹,68.03307779721995
2019,74,국립목포대학교,대학,국립,전남,B그룹,67.9843511757811
2019,75,국립목포해양대학교,대학,국립,전남,C그룹,67.98390586783425
2019,76,국립부경대학교,대학,국립,부산,A그룹,68.24747214762893
2019,77,국립순천대학교,대학,국립,전남,B그룹,67.99654714819077
2019,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,71.44624099296833
2019,79,국립창원대학교,대학,국립,경남,B그룹,68.01010280985835
2019,80,국립한국교통대학교,대학,국립,충북,B그룹,68.03752914297564
2019,81,국립한국해양대학교,대학,국립,부산,B그룹,67.9985603251962
2019,82,국립한밭대학교,대학,국립,대전,B그룹,67.98827136195597
2019,83,국민대학교,대학,사립,서울,A그룹,68.27487194256062
2019,84,국방대학교,기타,기타,충남,-,70.67327448755255
2019,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,71.30712924050202
2019,86,국제대학교,전문대학,사립,경기,B그룹,67.99272270771166
2019,89,국제사이버대학교,대학,사립,경기,C그룹,69.72246172640652
2019,90,국제언어대학원대학교,대학원대학,사립,서울,-,70.794576143925
2019,92,군산간호대학교,전문대학,사립,전북,C그룹,68.07023828860704
2019,93,군장대학교,전문대학,사립,전북,C그룹,70.43313101330219
2019,94,극동대학교,대학,사립,충북,C그룹,68.78221634882992
2019,95,글로벌사이버대학교,대학,사립,충남,C그룹,70.90363367718247
2019,96,금강대학교,대학,사립,충남,C그룹,70.75367787547994
2019,97,기독간호대학교,전문대학,사립,광주,C그룹,70.01994180982146
2019,98,김천대학교,대학,사립,경북,C그룹,67.97188795485594
2019,99,김포대학교,전문대학,사립,경기,C그룹,68.05591110036512
2019,100,김해대학교,전문대학,사립,경남,C그룹,70.12220495995626
2019,101,나사렛대학교,대학,사립,충남,B그룹,67.99272270771166
2019,102,나주대학교,전문대학,사립,전남,C그룹,67.99272270771166
2019,103,남부대학교,대학,사립,광주,C그룹,68.00538255425897
2019,104,남서울대학교,대학,사립,충남,B그룹,69.99714794869766
2019,105,농협대학교,전문대학,사립,경기,C그룹,70.09946482667588
2019,106,능인대학원대학교,대학원대학,사립,경기,-,68.08207196360114
2019,107,단국대학교,대학,사립,경기,A그룹,70.21071160298662
2019,108,대경대학교,전문대학,사립,경북,B그룹,68.13039809642649
2019,109,대구가톨릭대학교,대학,사립,경북,A그룹,68.04698807002546
2019,110,대구경북과학기술원,대학,국립,대구,C그룹,68.44274672204352
2019,111,대구공업대학교,전문대학,사립,대구,C그룹,70.28115856638846
2019,112,대구과학대학교,전문대학,사립,대구,A그룹,67.99272270771166
2019,113,대구교육대학교,대학,국립,대구,C그룹,67.98317764485097
2019,114,대구대학교,대학,사립,경북,A그룹,68.30314177980131
2019,116,대구보건대학교,전문대학,사립,대구,A그룹,67.99272270771166
2019,117,대구사이버대학교,대학,사립,경북,C그룹,71.42449699349784
2019,118,대구예술대학교,대학,사립,경북,C그룹,69.28956286639824
2019,120,대구한의대학교,대학,사립,경북,B그룹,67.97188795485594
2019,121,대덕대학교,전문대학,사립,대전,C그룹,67.99272270771166
2019,122,대동대학교,전문대학,사립,부산,C그룹,68.19179710380124
2019,123,대림대학교,전문대학,사립,경기,A그룹,70.21572876565831
2019,124,대신대학교,대학,사립,경북,C그룹,68.04789698333003
2019,125,대원대학교,전문대학,사립,충북,C그룹,67.99272270771166
2019,126,대전가톨릭대학교,대학,사립,세종,C그룹,66.66617615876663
2019,127,대전과학기술대학교,전문대학,사립,대전,B그룹,70.00417413836118
2019,128,대전대학교,대학,사립,대전,B그룹,67.98827136195597
2019,129,대전보건대학교,전문대학,사립,대전,A그룹,69.40227433271707
2019,130,대전신학대학교,대학,사립,대전,C그룹,68.61139936850135
2019,131,대진대학교,대학,사립,경기,B그룹,68.44914322656952
2019,132,대한신학대학원대학교,대학원대학,사립,경기,-,71.41669570697533
2019,133,덕성여자대학교,대학,사립,서울,B그룹,68.23299777243365
2019,134,동강대학교,전문대학,사립,광주,B그룹,68.01740313486205
2019,135,동국대학교,대학,사립,서울,A그룹,69.92529790383776
2019,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,67.97327422658478
2019,137,동남보건대학교,전문대학,사립,경기,A그룹,70.69533643681439
2019,138,동덕여자대학교,대학,사립,서울,B그룹,68.29611108044095
2019,139,동명대학교,대학,사립,부산,B그룹,67.99272270771166
2019,140,동방문화대학원대학교,대학원대학,사립,서울,-,70.71928946444555
