연도,번호,학교명,학교유형,설립,지역,대학규모,시설_도서관건물연면적 (제곱미터),시설_열람석_총열람석수,시설_설비_정보화기기(PC)수,재학생 1인당 도서관건물 연면적_연면적,재학생 1인당 도서관건물 연면적_재학생수(당해년도),재학생 1인당 도서관건물 연면적_재학생 1인당 도서관건물 연면적
2023,126,대전가톨릭대학교,대학,사립,세종,C그룹,1904.0999755859375,113,15,1904.0999755859375,57,33.400001525878906
2023,127,대전과학기술대학교,전문대학,사립,대전,B그룹,12164.0,1308,52,12164.0,3890,3.0999999046325684
2023,128,대전대학교,대학,사립,대전,B그룹,15210.0,1257,90,15210.0,8895,1.7000000476837158
2023,129,대전보건대학교,전문대학,사립,대전,A그룹,3280.0,661,46,3280.0,4429,0.699999988079071
2023,130,대전신학대학교,대학,사립,대전,C그룹,1991.0,213,6,1991.0,135,14.699999809265137
2023,131,대진대학교,대학,사립,경기,B그룹,13847.5,1440,52,13847.5,7577,1.7999999523162842
2023,132,대한신학대학원대학교,대학원대학,사립,경기,-,204.0,42,2,204.0,194,1.100000023841858
2023,133,덕성여자대학교,대학,사립,서울,B그룹,10526.400390625,1987,144,10526.400390625,5738,1.7999999523162842
2023,134,동강대학교,전문대학,사립,광주,B그룹,3113.800048828125,504,9,3113.800048828125,2402,1.2999999523162842
2023,135,동국대학교,대학,사립,서울,A그룹,23899.099609375,2653,146,23899.099609375,17607,1.399999976158142
2023,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,12274.0,1453,35,12274.0,7279,1.7000000476837158
2023,137,동남보건대학교,전문대학,사립,경기,A그룹,5665.0,679,2,5665.0,4685,1.2000000476837158
2023,138,동덕여자대학교,대학,사립,서울,B그룹,8168.5,1579,199,8168.5,7242,1.100000023841858
2023,139,동명대학교,대학,사립,부산,B그룹,10209.7998046875,1615,60,10209.7998046875,7498,1.399999976158142
2023,140,동방문화대학원대학교,대학원대학,사립,서울,-,216.0,35,9,216.0,317,0.699999988079071
2023,141,동부산대학교,전문대학,사립,부산,C그룹,0.0,0,0,0.0,0,0.0
2023,142,동서대학교,대학,사립,부산,B그룹,15371.0,2327,139,15371.0,9336,1.600000023841858
2023,143,동서울대학교,전문대학,사립,경기,A그룹,4501.7998046875,584,50,4501.7998046875,5701,0.800000011920929
2023,144,동신대학교,대학,사립,전남,B그룹,12927.0,1797,103,12927.0,6530,2.0
2023,145,동아대학교,대학,사립,부산,A그룹,13860.099609375,2491,163,13860.099609375,19844,0.699999988079071
2023,146,동아방송예술대학교,전문대학,사립,경기,B그룹,1212.0,310,18,1212.0,3054,0.4000000059604645
2023,147,동아보건대학교,전문대학,사립,전남,C그룹,1032.699951171875,192,0,1032.699951171875,1026,1.0
2023,148,동양대학교,대학,사립,경북,C그룹,5625.2001953125,1038,34,5625.2001953125,4106,1.399999976158142
2023,149,동양미래대학교,전문대학,사립,서울,A그룹,5827.0,1000,41,5827.0,5783,1.0
2023,150,동우대학,전문대학,사립,강원,B그룹,0.0,0,0,0.0,0,0.0
2023,151,동원과학기술대학교,전문대학,사립,경남,B그룹,6133.0,425,84,6133.0,2241,2.700000047683716
2023,152,동원대학교,전문대학,사립,경기,B그룹,2555.0,300,25,2555.0,2547,1.0
2023,153,동의과학대학교,전문대학,사립,부산,B그룹,2644.5,479,43,2644.5,3813,0.699999988079071
2023,154,동의대학교,대학,사립,부산,A그룹,13854.400390625,2890,31,13854.400390625,15079,0.8999999761581421
2023,155,두원공과대학교,전문대학,사립,경기,B그룹,3784.10009765625,637,53,3784.10009765625,2204,1.7000000476837158
2023,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0.0,0,0,0.0,3187,0.0
2023,157,루터대학교,대학,사립,경기,C그룹,744.7000122070312,167,16,744.7000122070312,400,1.899999976158142
2023,158,마산대학교,전문대학,사립,경남,A그룹,4360.0,889,41,4360.0,5112,0.8999999761581421
2023,159,명신대학교,대학,사립,전남,C그룹,0.0,0,0,0.0,0,0.0
2023,160,명지대학교,대학,사립,서울,A그룹,36199.0,3978,280,36199.0,15984,2.299999952316284
2023,161,명지전문대학,전문대학,사립,서울,A그룹,5568.0,1037,59,5568.0,6622,0.800000011920929
2023,162,목원대학교,대학,사립,대전,B그룹,9586.099609375,1543,62,9586.099609375,7706,1.2000000476837158
2023,163,목포가톨릭대학교,대학,사립,전남,C그룹,1129.0,257,11,1129.0,509,2.200000047683716
2023,164,목포과학대학교,전문대학,사립,전남,B그룹,2943.0,271,5,2943.0,2390,1.2000000476837158
2023,165,문경대학교,전문대학,사립,경북,C그룹,743.0,192,6,743.0,775,1.0
2023,166,배재대학교,대학,사립,대전,B그룹,8935.0,1581,80,8935.0,8148,1.100000023841858
2023,167,배화여자대학교,전문대학,사립,서울,B그룹,2633.800048828125,462,30,2633.800048828125,2741,1.0
2023,168,백석대학교,대학,사립,충남,A그룹,11884.2001953125,2889,161,11884.2001953125,14031,0.800000011920929
2023,169,백석문화대학교,전문대학,사립,충남,A그룹,7538.2001953125,890,75,7538.2001953125,4384,1.7000000476837158
2023,170,백석예술대학,전문대학,사립,서울,A그룹,0.0,0,0,0.0,0,0.0
2023,171,백제예술대학교,전문대학,사립,전북,C그룹,1238.0,110,8,1238.0,835,1.5
2023,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,198.0,73,1,198.0,45,4.400000095367432
2023,173,벽성대학,전문대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2023,174,부산가톨릭대학교,대학,사립,부산,C그룹,5716.0,1140,32,5716.0,3775,1.5
2023,175,부산경상대학교,전문대학,사립,부산,B그룹,3781.800048828125,688,42,3781.800048828125,2152,1.7999999523162842
2023,176,부산과학기술대학교,전문대학,사립,부산,B그룹,3117.0,590,45,3117.0,3188,1.0
2023,177,부산교육대학교,대학,국립,부산,C그룹,6105.0,719,114,6105.0,2203,2.799999952316284
2023,178,부산대학교,대학,국립,부산,A그룹,35803.3984375,5000,182,35803.3984375,27126,1.2999999523162842
2023,179,부산디지털대학교,대학,사립,부산,C그룹,128.3000030517578,45,16,128.3000030517578,2356,0.10000000149011612
2023,180,부산보건대학교,전문대학,사립,부산,B그룹,2587.89990234375,613,38,2587.89990234375,2445,1.100000023841858
2023,181,부산여자대학교,전문대학,사립,부산,C그룹,5131.0,481,33,5131.0,1882,2.700000047683716
2023,182,부산예술대학교,전문대학,사립,부산,C그룹,1067.0,80,8,1067.0,627,1.7000000476837158
2023,183,부산외국어대학교,대학,사립,부산,B그룹,14337.900390625,1775,123,14337.900390625,7300,2.0
2023,184,부산장신대학교,대학,사립,경남,C그룹,1041.0,206,14,1041.0,315,3.299999952316284
2023,185,부천대학교,전문대학,사립,경기,A그룹,4955.2001953125,679,70,4955.2001953125,7075,0.699999988079071
2023,186,삼육대학교,대학,사립,서울,B그룹,7079.7998046875,780,79,7079.7998046875,6228,1.100000023841858
2023,187,삼육보건대학교,전문대학,사립,서울,C그룹,1338.0,260,45,1338.0,1265,1.100000023841858
2023,188,상명대학교,대학,사립,서울,A그룹,12488.2998046875,2050,202,12488.2998046875,13117,1.0
2023,189,상지대학교,대학,사립,강원,B그룹,13398.5,1714,114,13398.5,6656,2.0
2023,190,상지영서대학교,전문대학,사립,강원,B그룹,0.0,0,0,0.0,0,0.0
2023,191,서강대학교,대학,사립,서울,A그룹,16051.0,2613,95,16051.0,11792,1.399999976158142
2023,192,서경대학교,대학,사립,서울,B그룹,9014.2998046875,1566,240,9014.2998046875,7178,1.2999999523162842
2023,193,서남대학교,대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2023,194,서라벌대학교,전문대학,사립,경북,C그룹,974.4000244140625,316,13,974.4000244140625,612,1.600000023841858
2023,195,서영대학교,전문대학,사립,광주,A그룹,2438.0,712,22,2438.0,4798,0.5
2023,196,서울과학기술대학교,대학,국립,서울,A그룹,12392.7001953125,1921,108,12392.7001953125,11800,1.100000023841858
2023,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,113.19999694824219,35,3,113.19999694824219,986,0.10000000149011612
2023,198,서울교육대학교,대학,국립,서울,C그룹,4480.0,730,52,4480.0,2708,1.7000000476837158
2023,199,서울기독대학교,대학,사립,서울,C그룹,613.5,127,12,613.5,555,1.100000023841858
2023,200,서울대학교,대학,국립,서울,A그룹,79296.0,9122,310,79296.0,29065,2.700000047683716
2023,201,서울디지털대학교,대학,사립,서울,A그룹,15.399999618530273,2,2,15.399999618530273,10820,0.0
2023,202,서울미디어대학원대학교,대학원대학,사립,서울,-,379.0,76,4,379.0,224,1.7000000476837158
2023,203,서울벤처대학원대학교,대학원대학,사립,서울,-,33.0,10,4,33.0,266,0.10000000149011612
2023,204,서울불교대학원대학교,대학원대학,사립,서울,-,218.60000610351562,51,3,218.60000610351562,172,1.2999999523162842
2023,205,서울사이버대학교,대학,사립,서울,A그룹,122.0,4,4,122.0,16894,0.0
2023,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,158.0,24,4,158.0,163,1.0
2023,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,380.1000061035156,77,6,380.1000061035156,130,2.9000000953674316
2023,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,252.0,77,3,252.0,77,3.299999952316284
2023,209,서울시립대학교,대학,공립,서울,A그룹,16414.69921875,2395,225,16414.69921875,11568,1.399999976158142
2023,210,서울신학대학교,대학,사립,경기,C그룹,3830.0,491,26,3830.0,2754,1.399999976158142
2023,211,서울여자간호대학교,전문대학,사립,서울,C그룹,1195.0,367,12,1195.0,851,1.399999976158142
2023,212,서울여자대학교,대학,사립,서울,B그룹,10449.0,1479,109,10449.0,7265,1.399999976158142
2023,213,서울예술대학교,전문대학,사립,경기,B그룹,1092.0,242,34,1092.0,3153,0.30000001192092896
2023,214,서울외국어대학원대학교,대학원대학,사립,서울,-,777.2000122070312,248,3,777.2000122070312,188,4.099999904632568
2023,215,서울장신대학교,대학,사립,경기,C그룹,1805.0,278,34,1805.0,592,3.0
2023,216,서울한영대학교,대학,사립,서울,C그룹,1550.5,243,21,1550.5,904,1.7000000476837158
2023,217,서원대학교,대학,사립,충북,B그룹,7606.7998046875,1385,25,7606.7998046875,6733,1.100000023841858
2023,218,서일대학교,전문대학,사립,서울,A그룹,2519.0,577,37,2519.0,5939,0.4000000059604645
2023,219,서정대학교,전문대학,사립,경기,A그룹,1042.0,294,12,1042.0,7264,0.10000000149011612
2023,220,서해대학,전문대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2023,221,선교청대학교,대학,사립,충남,C그룹,0.0,0,0,0.0,0,0.0
2023,222,선린대학교,전문대학,사립,경북,C그룹,1140.0,385,12,1140.0,1943,0.6000000238418579
2023,223,선문대학교,대학,사립,충남,B그룹,12967.0,2115,149,12967.0,9409,1.399999976158142
2023,224,선학유피대학원대학교,대학원대학,사립,경기,-,1657.0,69,6,1657.0,79,21.0
2023,225,성결대학교,대학,사립,경기,B그룹,8931.900390625,1350,134,8931.900390625,5690,1.600000023841858
2023,226,성공회대학교,대학,사립,서울,C그룹,4071.5,542,40,4071.5,2305,1.7999999523162842
2023,227,성균관대학교,대학,사립,서울,A그룹,41619.69921875,6388,590,41619.69921875,27941,1.5
2023,228,성산효대학원대학교,대학원대학,사립,인천,-,213.0,20,4,213.0,199,1.100000023841858
2023,229,성서침례대학원대학교,대학원대학,사립,경기,-,528.0,89,2,528.0,56,9.399999618530273
2023,230,성신여자대학교,대학,사립,서울,A그룹,12658.0,2019,99,12658.0,10046,1.2999999523162842
2023,231,성운대학교,전문대학,사립,경북,C그룹,604.0,160,16,604.0,1557,0.4000000059604645
2023,232,성화대학,전문대학,사립,전남,B그룹,0.0,0,0,0.0,0,0.0
2023,233,세경대학교,전문대학,사립,강원,C그룹,449.0,152,6,449.0,860,0.5
2023,234,세계사이버대학,기타,기타,경기,-,0.0,0,0,0.0,0,0.0
2023,235,세명대학교,대학,사립,충북,B그룹,12059.0,1844,135,12059.0,6868,1.7999999523162842
2023,236,세종대학교,대학,사립,서울,A그룹,17313.5,2638,235,17313.5,15495,1.100000023841858
2023,237,세한대학교,대학,사립,충남,C그룹,8564.599609375,1075,40,8564.599609375,4023,2.0999999046325684
2023,238,송곡대학교,전문대학,사립,강원,C그룹,324.0,68,12,324.0,846,0.4000000059604645
2023,239,송원대학교,대학,사립,광주,C그룹,3488.0,668,20,3488.0,2989,1.2000000476837158
2023,240,송호대학교,전문대학,사립,강원,C그룹,736.0,173,8,736.0,804,0.8999999761581421
2023,241,수도국제대학원대학교,대학원대학,사립,서울,-,246.0,12,8,246.0,394,0.6000000238418579
2023,242,수성대학교,전문대학,사립,대구,B그룹,4295.39990234375,978,81,4295.39990234375,3332,1.2999999523162842
2023,243,수원가톨릭대학교,대학,사립,경기,C그룹,3033.10009765625,175,20,3033.10009765625,176,17.200000762939453
2023,244,수원과학대학교,전문대학,사립,경기,B그룹,4791.0,834,74,4791.0,3416,1.399999976158142
2023,245,수원대학교,대학,사립,경기,B그룹,18747.0,2500,53,18747.0,9204,2.0
2023,246,수원여자대학교,전문대학,사립,경기,B그룹,2263.5,453,10,2263.5,3736,0.6000000238418579
2023,247,숙명여자대학교,대학,사립,서울,A그룹,16215.400390625,2656,138,16215.400390625,12710,1.2999999523162842
2023,248,순복음대학원대학교,대학원대학,사립,서울,-,135.0,24,2,135.0,110,1.2000000476837158
2023,249,순복음총회신학교,대학,사립,충북,C그룹,352.0,72,0,352.0,115,3.0999999046325684
2023,250,순천제일대학교,전문대학,사립,전남,B그룹,3664.0,368,17,3664.0,2391,1.5
2023,251,순천향대학교,대학,사립,충남,A그룹,12693.0,1803,63,12693.0,12236,1.0
2023,252,숭실대학교,대학,사립,서울,A그룹,11575.0,2502,20,11575.0,17277,0.699999988079071
2023,253,숭실사이버대학교,대학,사립,서울,B그룹,0.0,0,0,0.0,7413,0.0
2023,254,숭의여자대학교,전문대학,사립,서울,B그룹,1132.300048828125,277,31,1132.300048828125,3059,0.4000000059604645
2023,255,신경주대학교,대학,사립,경북,C그룹,3430.0,569,26,3430.0,891,3.799999952316284
