YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_18A,BG3Y_MCS_19B,BG3Y_MCS_20C,BG3Y_BG3Y,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCC,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2020,42,숭실대학교,68.7,252,대학,사립,서울,A그룹,413398,220184,633582,709425,252760,962185,33,38,325007,6,77,325007,215,138,353,26838,2974,29812,21949,0,962185,16211,59.400001525878906,29812,962185,3.200000047683716,13896.2001953125,2269,174,13896.2001953125,10384,1.2999999523162842,71998781955,149938733,12287600,59400,5940000,6605000,0,13640000,188470733,75748296000,151200000,12000000,0,0,10355000,0,13640000,187195000,188470733,6879,27398,188470733,71998781955,.3,185509522,161769792,188470733,1.9,2216,637,1579,80,248,46,648,3238,2151,648,1503,79,202,43,511,2986,0,157009,549,1526,127,31,168,2401,5196,31742,3725,376,7016,48055,0,0,321,150,27,2,2,144,76,6,115,36938,2216,16.700000762939453,157009,2216,70.9000015258789,4,7,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1,12,0,0,0,0,0,4,7,0,1,12,701.5,163,11,1,0,0,12391,1,11,0,12391,.8999999761581421,701.5,14,2,43.79999923706055
2020,43,제주대학교,68.7,332,대학,국립,제주,A그룹,504294,302631,806925,999740,419785,1419525,21,33,381393,3,57,381393,426,308,734,27204,7383,34587,22946,85804,1419525,12015,118.0999984741211,34587,1419525,2.5,0,0,0,0,1397,0,1153981424,4396612,5555100,0,0,0,0,0,9951712,1153471384,2850000,6150000,0,0,0,0,0,9000000,9951712,52,191379.1,9951712,1153981424,.9,9639040,10005994,9951712,1.6,1264,1264,0,37,86,35,2,1424,1214,1214,0,35,81,36,3,1369,0,18610,111,0,2,7,3,123,840,0,2,77,35,954,0,0,0,0,0,0,0,0,0,2,183,840,1264,.699999988079071,18610,1264,14.699999809265137,5,8,5,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,21,0,0,0,0,0,5,8,5,3,21,1852.4000244140625,371,18,3,0,0,11772,1.7000000476837158,18,0,11772,1.5,1852.4000244140625,22,8,61.70000076293945
2020,44,차의과학대학교,68.4,344,대학,사립,경기,C그룹,44909,16060,60969,75733,23401,99134,7,10,19347,0,17,19347,165,4,169,3523,22978,26501,8652,0,99134,3340,29.700000762939453,26501,99134,36.5,3470,586,17,3470,4290,.800000011920929,5473875498,19383340,1479000,130100,12270000,2500000,0,0,35762440,5133370000,15100000,1700000,500000,13500000,2500000,0,0,33300000,35762440,412,86802,35762440,5473875498,.7,27211110,34540650,35762440,15.2,8722,8267,455,266,315,176,583,10062,8570,8088,482,259,276,184,585,9874,0,423060,4810,232,293,151,303,5789,74542,2919,5421,2377,3441,88700,0,0,1664,843,7,56,157,186,28,55,3920,77461,8722,8.899999618530273,423060,8722,48.5,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,188.5,18,1,0,3,0,3423,1,1,3,3423,1.2000000476837158,188.5,3,2,37.70000076293945
2020,45,국민대학교,68,83,대학,사립,서울,A그룹,441293,221502,662795,1126759,306100,1432859,24,36,106998,7,67,106998,917,188,1105,22109,4969,27078,19561,161,1432859,18582,77.0999984741211,27078,1432859,1.899999976158142,309,50,4,309,240,1.2999999523162842,18720021872,7144109,160920,88089,12773000,6969600,0,0,27135718,18547843662,11900000,0,100000,13000000,7000000,0,0,32000000,27135718,124,218836.4,27135718,18720021872,.1,20460968,22108299,27135718,15.4,98,0,98,10,9,6,7,130,104,0,104,6,16,5,0,131,0,6930,0,43,7,5,0,55,0,299,83,11,0,393,0,0,0,0,0,0,0,0,0,0,0,299,98,3.0999999046325684,6930,98,70.69999694824219,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,354,49,1,0,1,0,3857,.5,1,1,3857,.5,354,1,2,118
2020,46,명지대학교,68,160,대학,사립,서울,A그룹,637914,279765,917679,1198424,359359,1557783,29,18,439109,12,59,439109,1175,78,1253,84522,3537,88059,41651,0,1557783,16070,96.9000015258789,88059,1557783,6,916,282,2,916,241,3.799999952316284,29735146705,43964210,5031000,0,5480000,2366161,0,0,56841371,30986980000,48000000,6060000,4800000,5000000,2500000,0,0,66360000,56841371,2852,19930.4,56841371,29735146705,.2,55746612,56098725,56841371,1,1298,1298,0,42,67,37,0,1444,1250,1250,0,40,86,32,0,1408,0,0,394,0,18,25,0,437,5810,0,331,316,35,6492,0,0,0,0,0,0,0,15,0,19,393,5810,1298,4.5,0,1298,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,44.5,7,1,0,0,0,411,2.400000095367432,1,0,411,2.400000095367432,44.5,1,1,22.299999237060547
2020,47,원광대학교,67.6,299,대학,사립,전북,A그룹,492143,233409,725552,1103463,462842,1566305,22,27,57076,3,52,57076,583,13,596,33832,5470,39302,23195,0,1566305,16681,93.9000015258789,39302,1566305,2.5999999046325684,8935,1583,71,8935,8915,1,95579807898,316531779,8461000,7995556,65282000,44729610,0,0,442999945,90650791000,307841000,7159000,8000000,70000000,50000000,0,0,443000000,442999945,8200,54024.4,442999945,95579807898,.5,462425863,447999748,442999945,-2.1,7139,6837,302,231,488,132,828,8818,7211,6938,273,227,357,132,389,8316,0,222367,3168,103,134,143,146,3694,20424,965,2141,1955,25410,50895,0,0,1523,3047,121,59,73,121,80,35,685,21389,7139,3,222367,7139,31.100000381469727,3,5,0,0,8,0,0,0,0,0,0,3,0,14,17,0,0,0,0,0,3,8,0,14,25,0,0,0,0,0,3,8,0,14,25,2604.10009765625,520,8,0,3,14,16431,1.100000023841858,8,3,16431,.699999988079071,2604.10009765625,11,14,104.1999969482422
2020,48,인천대학교,67.6,313,대학,국립,인천,A그룹,418764,150882,569646,1049586,194039,1243625,31,24,69871,2,57,69871,328,64,392,28565,7026,35591,14251,0,1243625,13362,93.0999984741211,35591,1243625,2.900000095367432,2587.89990234375,613,42,2587.89990234375,3101,.800000011920929,53716349390,95837790,19941340,5244510,18847000,4240707,0,5500000,149611347,51634384000,96000000,21000000,6000000,19400000,5000000,0,5500000,152900000,149611347,5748,26028.4,149611347,53716349390,.3,140058195,141020370,149611347,3.4,3663,3663,0,95,198,57,45,4058,3514,3514,0,98,180,58,0,3850,0,46339,695,0,55,39,2,791,8589,0,2202,1834,2,12627,0,0,0,0,0,0,0,0,0,23,1135,8589,3663,2.299999952316284,46339,3663,12.699999809265137,0,7,4,2,13,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,5,2,14,1,0,0,0,1,1,7,5,2,15,937.5,170,12,2,1,0,13210,1.100000023841858,12,1,13210,1,937.5,15,0,62.5
2020,49,서울과학기술대학교,67.5,196,대학,국립,서울,A그룹,254073,118255,372328,617928,142172,760100,25,25,20212,4,54,20212,396,21,417,22437,940,23377,12813,0,760100,12209,62.29999923706055,23377,760100,3.200000047683716,264,80,0,264,888,.3000000119209289,5015060601,8312000,300000,0,0,0,0,0,8612000,10307192000,5400000,600000,0,0,0,0,0,6000000,8612000,780,11041,8612000,5015060601,.2,9300000,9450000,8612000,-3.6,780,780,0,43,44,41,0,908,847,847,0,41,56,44,0,988,0,1420,105,0,20,27,0,152,136,0,23,27,0,186,0,0,0,0,0,0,0,0,0,0,0,136,780,.2000000029802322,1420,780,1.7999999523162842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,8,1,0,0,1,0,104,7.699999809265137,0,1,104,9.600000381469728,8,1,0,8
2020,50,국립공주대학교,67.4,71,대학,국립,충남,A그룹,497306,106438,603744,1159286,173755,1333041,20,22,78763,1,43,78763,422,77,499,24474,5664,30138,15790,0,1333041,15712,84.80000305175781,30138,1333041,2.299999952316284,68830,7339,841,68830,30267,2.299999952316284,44742181904,61115540,26460600,0,7100000,11289913,0,8200000,114166053,41470335000,55000000,26480000,0,7250000,11700000,0,5000000,105430000,114166053,5122,22289.4,114166053,44742181904,.3,110012737,112075960,114166053,1.9,12209,10635,1574,376,603,396,1979,15563,12176,10587,1589,386,458,419,2166,15605,0,1163171,6926,665,355,282,558,8786,53016,5843,6688,4023,15863,85433,0,0,5152,6612,232,104,87,345,41,27,1166,58859,12209,4.800000190734863,1163171,12209,95.3000030517578,5,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,10,0,0,0,0,0,5,3,0,2,10,795.5,141,8,2,0,0,8142,1.2000000476837158,8,0,8142,1,795.5,11,0,72.30000305175781
2020,51,광운대학교,67.4,59,대학,사립,서울,B그룹,312884,79789,392673,614660,131656,746316,14,18,29084,1,33,29084,175,24,199,16404,3417,19821,12424,93,746316,9561,78.0999984741211,19821,746316,2.700000047683716,8062.89990234375,1618,91,8062.89990234375,6754,1.2000000476837158,235091360991,283400340,52912670,7000000,1139269444,409454064,0,36507975,1928544493,254233972420,232000000,51000000,3000000,1054105000,409000000,0,0,1749105000,1928544493,18562,103897.5,1928544493,235091360991,.8,1694604170,1903799633,1928544493,6.8,8132,7237,895,306,418,283,559,9698,8142,7329,813,315,395,267,583,9702,0,157835,2691,224,138,162,1005,4220,15090,1735,1540,1764,9786,29915,0,0,729,2616,486,110,32,148,15,15,247,16825,8132,2.0999999046325684,157835,8132,19.39999961853028,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,466,38,2,2,0,0,1882,1.899999976158142,2,0,1882,1.100000023841858,466,4,0,116.5
2020,52,국립강릉원주대학교,67.3,69,대학,국립,강원,B그룹,328257,84833,413090,698324,176587,874911,15,16,42420,2,33,42420,709,14,723,8104,3083,11187,11091,0,874911,8473,103.3000030517578,11187,874911,1.2999999523162842,6494.10009765625,935,40,6494.10009765625,5357,1.2000000476837158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,680,0,27,35,29,0,771,633,633,0,24,45,27,0,729,0,26419,404,0,12,10,1,427,2388,0,10,27,17,2442,0,0,92,20,0,1,0,0,0,10,724,2388,680,3.5,26419,680,38.900001525878906,2,10,0,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,10,0,1,13,0,0,0,0,0,2,10,0,1,13,793,149,12,0,0,1,8105,1.5,12,0,8105,1.5,793,12,1,61
2020,53,홍익대학교,67,458,대학,사립,서울,A그룹,901376,261848,1163224,1589740,398270,1988010,39,45,83675,11,95,83675,801,233,1034,43899,6840,50739,43831,0,1988010,21986,90.4000015258789,50739,1988010,2.5999999046325684,5625.2001953125,884,35,5625.2001953125,4200,1.2999999523162842,90190082460,155544750,22053030,1457350,22311000,28384093,0,19553500,249303723,103148303000,152000000,20658000,2000000,25000000,26400000,0,17000000,243058000,249303723,8252,30211.3,249303723,90190082460,.3,243778565,250931673,249303723,1.1,333,0,333,7,23,7,15,385,240,0,240,8,12,8,14,282,0,338,0,13,3,0,0,16,0,28,14,0,0,42,0,0,0,0,0,0,0,0,0,0,0,28,333,.1000000014901161,338,333,1,1,6,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,0,0,8,0,0,0,0,0,1,7,0,0,8,251.5,33,7,0,1,0,7225,1.100000023841858,7,1,7225,1.100000023841858,251.5,7,1,31.39999961853028
2020,54,을지대학교,67,307,대학,사립,대전,B그룹,110506,58455,168961,171604,63415,235019,15,12,41968,0,27,41968,76,0,76,3101,1024,4125,2339,0,235019,4898,48,4125,235019,1.7999999523162842,5685.7998046875,1162,51,5685.7998046875,4085,1.399999976158142,14545446940,20334065,734000,0,0,6900180,0,0,27968245,11388484296,20000000,2000000,0,0,4500000,0,0,26500000,27968245,1736,16110.7,27968245,14545446940,.2,37964221,35350520,27968245,-13.9,3072,3072,0,80,238,68,49,3507,3104,3104,0,80,238,70,15,3507,0,41643,1819,0,61,71,11,1962,17797,0,976,1019,274,20066,0,0,0,0,8,0,0,1,0,15,642,17797,3072,5.800000190734863,41643,3072,13.600000381469728,0,3,0,0,3,0,0,0,0,0,0,2,0,6,8,0,0,0,0,0,0,5,0,6,11,0,0,0,0,0,0,5,0,6,11,745,187,3,0,2,6,4938,1.5,3,2,4938,1,745,3,8,67.69999694824219
2020,55,대구가톨릭대학교,67,109,대학,사립,경북,A그룹,525605,261500,787105,1021785,365241,1387026,33,28,54174,0,61,54174,600,68,668,25941,5666,31607,22728,5038,1387026,13891,99.9000015258789,31607,1387026,2.299999952316284,117.3000030517578,33,1,117.3000030517578,56,2.0999999046325684,2577142295,0,120000,0,6453300,0,0,0,6573300,3478115000,2500000,8600000,0,0,0,0,0,11100000,6573300,55,119514.5,6573300,2577142295,.3,13985047,8264290,6573300,-30.7,1134,1134,0,31,42,27,63,1297,1152,1152,0,32,41,28,66,1319,0,31600,810,0,21,14,31,876,8144,0,319,124,197,8784,0,0,474,123,79,0,0,0,0,8,252,8144,1134,7.199999809265137,31600,1134,27.89999961853028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,80,10,0,1,80,12.5,0,1,0,0
2020,56,숙명여자대학교,66.8,247,대학,사립,서울,A그룹,397595,188639,586234,943439,314318,1257757,32,36,108571,2,70,108571,426,124,550,20561,3174,23735,14900,540,1257757,12342,101.9000015258789,23735,1257757,1.899999976158142,19186.900390625,3242,378,19186.900390625,14217,1.2999999523162842,6972768116,9772000,0,0,0,0,0,0,9772000,8048443146,10000000,0,0,0,0,0,0,10000000,9772000,1193,8191.1,9772000,6972768116,.1,9649830,8043000,9772000,2.4,1193,1193,0,11,23,15,0,1242,1397,1397,0,10,20,15,0,1442,0,1460,249,0,4,12,0,265,686,0,27,93,0,806,0,0,0,0,0,0,0,0,0,0,0,686,1193,.6000000238418579,1460,1193,1.2000000476837158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,0,0,0,1397,0,0,0,0,0
2020,57,한국외국어대학교,66.6,388,대학,사립,서울,A그룹,570644,374508,945152,1365523,582919,1948442,32,46,119073,8,86,119073,1473,436,1909,51388,5332,56720,36990,39,1948442,20430,95.4000015258789,56720,1948442,3,0,0,0,0,5732,0,13140220469,17500000,12860000,4800000,85767400,0,0,7860000,128787400,14387968000,17500000,12860000,4800000,86137000,0,0,786000,122083000,128787400,91,1415246.2,128787400,13140220469,1,98926999,80803961,128787400,20.5,91,0,91,14,10,37,20,172,85,0,85,12,14,55,20,186,0,172,0,91,19,21,20,151,0,527,64,81,0,672,0,0,320,32,48,0,0,22,22,0,0,527,91,5.800000190734863,172,91,1.899999976158142,3,2,0,4,9,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,3,10,0,4,17,0,0,0,0,0,3,10,0,4,17,706.5,161,5,4,8,0,13594,1.100000023841858,5,8,13594,1,706.5,9,8,41.59999847412109
2020,58,국립한밭대학교,66.3,82,대학,국립,대전,B그룹,241387,75413,316800,524438,97243,621681,13,18,24665,2,33,24665,288,50,338,14739,6184,20923,13718,0,621681,9285,67,20923,621681,3.5,4713,1221,99,4713,7988,.6000000238418579,3446323540,386890,165000,904100,0,0,0,0,1455990,3590846000,2080000,0,710000,0,0,0,0,2790000,1455990,168,8666.6,1455990,3446323540,0,962730,1149450,1455990,23,124,0,124,9,2,8,11,154,125,0,125,9,3,7,0,144,0,517,0,119,11,7,12,149,0,1318,93,65,145,1621,0,0,1417,563,73,0,0,7,0,12,120,1318,124,10.600000381469728,517,124,4.199999809265137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,270,3,0,1,270,3.700000047683716,0,1,0,0
2020,59,국립순천대학교,66.2,77,대학,국립,전남,B그룹,392474,102875,495349,719174,152046,871220,18,25,59485,8,51,59485,293,105,398,18209,7109,25318,20225,0,871220,7778,112,25318,871220,3,3914,502,36,3914,777,5,64068669983,22500000,0,0,12000000,0,0,0,34500000,64280983000,22500000,0,0,12000000,0,0,0,34500000,34500000,10199,3382.7,34500000,64068669983,.1,34499790,34482370,34500000,0,111,0,111,15,1,7,0,134,140,0,140,13,2,7,0,162,0,178,0,8,0,2,0,10,0,126,0,16,0,142,0,0,0,0,0,0,0,0,0,0,0,126,111,1.100000023841858,178,111,1.600000023841858,2,7,0,0,9,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,2,8,0,2,12,0,0,0,0,0,2,8,0,2,12,775.9000244140625,107,9,0,1,2,8820,1.2000000476837158,9,1,8820,1.100000023841858,775.9000244140625,10,2,64.69999694824219
2020,60,대구대학교,66,114,대학,사립,경북,A그룹,540068,228185,768253,1161496,421136,1582632,10,17,31147,2,29,31147,779,12,791,31253,3400,34653,27135,34750,1582632,18566,85.19999694824219,34653,1582632,2.200000047683716,5497,260,32,5497,0,0,11721597999,2999310,0,0,0,2455000,0,0,5454310,10129719000,3000000,0,0,0,2502000,0,0,5502000,5454310,2325,2345.9,5454310,11721597999,0,5347368,4686200,5454310,2,619,619,0,20,16,17,0,672,595,595,0,19,14,16,0,644,0,14675,200,0,9,5,1,215,1145,0,115,16,363,1639,0,0,95,40,0,0,0,0,0,1,139,1145,619,1.7999999523162842,14675,619,23.700000762939453,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,55,6,1,0,1,0,1661,1.100000023841858,1,1,1661,1.2000000476837158,55,1,2,18.299999237060547
2020,61,경기대학교,65.8,24,대학,사립,경기,A그룹,617446,87434,704880,1135568,170422,1305990,24,19,45008,5,48,45008,641,6,647,11520,4940,16460,13431,0,1305990,16083,81.19999694824219,16460,1305990,1.2999999523162842,13909,2517,138,13909,15975,.8999999761581421,187022294585,149000000,10276000,53407687,507377885,117580490,0,39480000,877122062,191127475000,149000000,12220000,45000000,518000000,121500000,0,41000000,886720000,877122062,16083,54537.2,877122062,187022294585,.5,903259039,826935439,877122062,-1.2,16083,13851,2232,513,711,263,7191,24761,15975,13712,2263,541,671,265,7397,24849,0,586709,6480,480,365,234,737,8296,38616,5794,4847,3848,40199,93304,0,0,1624,329,188,110,285,651,152,62,1393,44410,16083,2.799999952316284,586709,16083,36.5,3,7,0,0,10,0,0,0,0,0,0,4,0,8,12,0,0,0,0,0,3,11,0,8,22,0,0,0,0,0,3,11,0,8,22,547.5,102,10,0,4,8,15975,1.100000023841858,10,4,15975,.8999999761581421,547.5,11,8,28.799999237060547
