ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024,SCR_EST_2025,SCR_EST_2026
59,광운대학교,대학,사립,서울,B그룹,44.51558978319801,44.43757210164224,44.45754529957469,42.7488514975811,67.90287727231272,69.27416399627633,67.36772886334708,69.37713332012238,67.20238557782697,67.4761965488645,67.52035789487228,67.40066,67.590034
60,광주가톨릭대학교,대학,사립,전남,C그룹,47.738793404545085,47.7387934045451,47.735669926435904,47.70711309668461,73.85115408404893,73.85354036443522,73.85115408404893,73.85115408404889,73.85115408404891,73.85484761274243,73.85484761274243,74.12421,73.4999
61,광주과학기술원,대학,국립,광주,C그룹,44.4330839992722,44.300530578907114,44.30774031608384,42.7488514975811,72.20278729672957,72.18749167304574,71.10441874687537,72.39574603961022,72.3928835716521,72.43507396695342,72.22143336823709,72.032776,72.05778
62,광주교육대학교,대학,국립,광주,C그룹,44.777802725761106,45.038751565724574,44.830704347722296,42.769155317417166,67.92011765095891,67.6267336693474,67.62756019497232,67.65654976448685,67.65693515611285,67.78060141831702,68.29591430321652,68.794014,68.70996
63,광주대학교,대학,사립,광주,B그룹,44.43124286816999,44.30188102952068,44.31012553957767,42.7488514975811,69.27035882370579,68.22246355086186,66.949392483025,67.08977772570174,67.13140562983749,67.28899777614392,67.13991736481853,67.3169,67.1743
64,광주보건대학교,전문대학,사립,광주,B그룹,44.44196513111409,44.29705379534989,44.30784435003162,42.7488514975811,69.60196747726893,69.79655369069307,68.36140818441429,69.82055226430491,69.19086196624454,70.34748616429297,70.23561989236272,69.63851,69.060455
65,광주여자대학교,대학,사립,광주,C그룹,44.43332704395625,44.302225080630855,44.30505153841643,42.75457590757971,67.59735819661077,67.40126552847157,67.72098091454096,67.42158948759612,67.39672935555002,67.4762884170838,67.42758280775227,67.79362,67.64534
66,구미대학교,전문대학,사립,경북,A그룹,44.4330839992722,44.300530578907114,44.30774031608384,42.7488514975811,67.73196747393871,67.623994989422,67.85659944188204,68.24721127782205,69.21815390842869,67.61041656300795,69.54802225817164,68.7626,68.00181
67,구세군사관대학원대학교,대학원대학,사립,경기,-,46.753009797215284,46.749708414887216,46.76377803934269,46.695188545622116,73.84514337086023,73.84172673319547,73.84172673319547,73.84449623123513,73.84514337086023,73.85077002280306,73.87533046236351,72.95412,73.76608
68,국군간호사관학교,기타,기타,대전,-,45.2555738388664,44.67350246543433,44.3297627213976,42.75457590757971,68.0651758243008,67.97377031522203,67.97513019861819,69.62634541115526,68.23057678021324,71.05044895706787,70.46869373371032,69.29335,70.12634
69,국립강릉원주대학교,대학,국립,강원,B그룹,44.68492232292294,44.90151955487758,44.978765932318694,42.77442794174625,67.20249210194497,67.12286458603258,67.06284620610195,67.0990164880566,67.03481383119863,67.09385827435898,67.17003456201525,67.464035,67.52226
70,국립경국대학교,대학,국립,경북,B그룹,44.705871637322694,45.0374172028345,44.83280310796456,42.769155317417166,67.28541827257222,67.0090675004352,67.23628299460341,67.1685555791237,67.19609763486498,67.2466243418474,67.78108190783398,67.51257,67.37182
71,국립공주대학교,대학,국립,충남,A그룹,44.825838882258125,44.689648243518306,44.677986718354724,42.76793136305613,67.60843579006762,67.3132325431192,67.51955330229423,67.16980026137742,67.22668831363045,67.69147502975001,68.15459670630686,67.79111,67.913376
72,국립군산대학교,대학,국립,전북,B그룹,44.65336320242859,44.87995835993909,44.56292871566929,42.75457590757971,67.19762959959637,66.83431749074116,66.95939400879794,66.91021250530468,67.08938524347822,67.0798144746495,67.18137346101227,67.38321,67.317726
73,국립금오공과대학교,대학,국립,경북,B그룹,44.451901675735805,44.28480062196253,44.66948777030457,42.75457590757971,67.1461867760915,67.346115209451,67.42727767867444,67.51319189032385,67.701373387518,67.68889596727008,67.90867786238057,68.32466,68.47666
74,국립목포대학교,대학,국립,전남,B그룹,44.537751714536064,44.67352418481549,44.60656564365784,42.76793136305613,67.43568471108293,67.3679617316367,67.22912014341279,67.26689374048884,67.14241497050665,67.17034515756367,67.17304276445333,67.42651,67.42774
75,국립목포해양대학교,대학,국립,전남,C그룹,44.896277275503174,44.90658863178202,44.90607935260086,42.7488514975811,68.44626902657356,67.51552555911212,69.0669415926585,69.00946671950668,69.08443266286858,68.84967143681936,67.45626248059936,68.34054,68.3794
76,국립부경대학교,대학,국립,부산,A그룹,44.86319036672731,44.72981563015647,44.678140121622526,42.7488514975811,68.855387393459,69.04271466503562,68.91736421569357,70.2499904169638,68.95450154135955,68.78128965272565,70.47999309151275,69.25479,69.8287
77,국립순천대학교,대학,국립,전남,B그룹,44.95220090770072,44.89873143264961,44.701128712171524,42.77487972741577,67.03240175521103,66.84079955172284,66.6809349286394,66.91590180845868,67.0859421162693,67.24271036756515,67.94639124472886,67.57149,67.43681
78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,44.4330839992722,44.33412899887284,44.307087525420435,42.7488514975811,70.49780384001157,71.64349324768932,71.29398755318377,71.14692691881912,72.06204308247806,72.28511435497785,72.3684168303272,72.32294,72.32294
79,국립창원대학교,대학,국립,경남,B그룹,44.50896422163223,44.48323095910255,44.35360038932298,42.7488514975811,67.39067345382131,67.235010339815,67.32663288018166,67.09092970871234,67.66610568166166,67.74948220515385,67.83404182625753,69.065315,69.58343
80,국립한국교통대학교,대학,국립,충북,B그룹,44.798285178454236,44.29391510474639,44.68445974397707,42.7488514975811,67.17313734727229,67.46628200901415,67.6138020011909,67.53917006110154,67.55912657852477,67.4311573603973,70.52280070515283,69.55318,69.68499
81,국립한국해양대학교,대학,국립,부산,B그룹,44.64406441072763,44.53703591258412,44.55972397664723,42.75457590757971,67.20856235814811,67.00470475743148,67.50229226697418,67.50651475995514,67.64267370129865,67.6517062630384,67.73057821025144,67.720894,67.72228
82,국립한밭대학교,대학,국립,대전,B그룹,44.50105727224296,44.30163637095344,44.354753562059564,42.7488514975811,67.0579884823248,67.00086119217639,66.96423012833262,66.94739712087704,67.05961540340904,67.2377725460062,67.80304094561473,67.63039,67.36133
83,국민대학교,대학,사립,서울,A그룹,44.515759444462965,44.36905222534123,44.39689423372897,42.7488514975811,69.26910859884195,68.73455100812428,68.58619752816459,70.26830779028644,67.96643281260899,67.88949456916347,68.02351975697921,68.01012,68.016464
84,국방대학교,기타,기타,충남,-,44.4330839992722,44.300530578907114,44.30774031608384,42.7488514975811,70.9074431849243,70.21041344133275,69.83244585205571,71.1900093528846,71.27705654066459,71.19182063458202,70.98711335469521,70.7747,70.50959
85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,44.68527221179496,44.63169275990604,44.61867252758989,42.7488514975811,70.29511411936456,70.95400576760468,71.21787987836288,71.22554073005598,70.81319857286987,70.30500807375122,70.10747021003327,69.60931,70.02766
86,국제대학교,전문대학,사립,경기,B그룹,44.50014125816062,44.67350246543433,44.3297627213976,42.7488514975811,67.7811704421743,67.7690683040434,67.77077127848831,67.77756202753478,67.75880479014847,67.69392570056651,67.6890852658589,67.65447,68.132454
87,국제문화대학원대학교,대학원대학,사립,충남,-,47.22220363289524,44.300530578907114,44.30774031608384,42.7488514975811,71.32670478921851,71.28162753246613,71.27524525896715,71.27524525896715,71.27705654066459,71.27705654066456,71.27705654066459,71.26592,71.10581
88,국제법률경영대학원대학교,대학원대학,사립,경기,-,44.55613583388522,44.438981544066195,44.444314465421286,42.7488514975811,71.25043940614546,71.26298698847589,71.25550919759105,71.0119794253458,71.28352458467661,71.28352458467658,71.27705654066459,71.32563,71.35351
89,국제사이버대학교,대학,사립,경기,C그룹,44.4330839992722,44.300530578907114,44.30774031608384,42.7488514975811,69.00352824987061,68.92685972230043,68.92386338798958,68.92386338798958,68.92567466968701,68.92944788571829,68.32694839675266,68.95977,68.83979
90,국제언어대학원대학교,대학원대학,사립,서울,-,47.364448972696046,44.827824585971165,47.359969267480636,47.32558213726058,70.50490035139806,70.71590701965751,73.84009898594273,73.8400989859427,70.13435091422582,70.76960766146898,71.00293499521106,71.24359,70.83508
91,국제예술대학교,기타,기타,서울,-,44.4330839992722,44.300530578907114,44.30774031608384,42.7488514975811,71.32670478921851,71.28162753246613,71.27524525896715,71.27524525896715,71.27705654066459,71.27705654066456,71.27705654066459,71.26592,71.10581
92,군산간호대학교,전문대학,사립,전북,C그룹,44.427014842931854,44.301081130099156,44.30573767625575,42.7488514975811,68.36370248574335,67.85827268422199,68.3641152026949,67.55592839762221,67.56287665651067,67.57239243484999,67.87623195528951,68.01626,67.47464
93,군장대학교,전문대학,사립,전북,C그룹,44.4330839992722,44.295969810338484,44.307526658773405,42.7488514975811,69.29355305401651,69.80040771166252,69.8292239398516,69.82530494494706,68.48710072917831,68.40761541756376,68.31066225376246,68.107376,68.07325
94,극동대학교,대학,사립,충북,C그룹,44.4330839992722,44.300530578907114,44.30882430109524,42.7488514975811,68.3501019530111,68.2053909749836,68.07235028140325,67.46284278273697,68.33520056392867,67.71026265087379,68.02463072016674,68.28915,68.32804
95,글로벌사이버대학교,대학,사립,충남,C그룹,44.4330839992722,44.300530578907114,44.30774031608384,42.7488514975811,71.32670478921851,70.46940404989718,71.27524525896715,69.6449352401923,69.6281566928527,68.37673877011102,71.27705654066459,69.64416,69.77292
96,금강대학교,대학,사립,충남,C그룹,44.899469761775045,44.837233050568294,44.837692083865804,42.769155317417166,70.10412316886605,70.52496330770384,70.2542459187522,67.8809068489814,69.21665411599328,67.93171809945285,69.30893223486211,68.276596,68.203705
97,기독간호대학교,전문대학,사립,광주,C그룹,44.57909454015524,44.506420497382884,44.50813817953789,42.7488514975811,69.30534025163294,69.100496424734,68.23839862066852,68.0587041007897,68.11866556281056,68.11114957152799,68.161893324471,68.30113,68.03648
98,김천대학교,대학,사립,경북,C그룹,44.43336561729575,44.30161456391852,44.31417434640518,42.7488514975811,67.78485365177883,67.70769901994892,68.40705277632937,67.67660371521904,67.65276468822142,68.1333906184697,67.83561863205318,68.35162,68.37781
99,김포대학교,전문대학,사립,경기,C그룹,44.43226623638992,44.295969810338484,44.30361201206515,42.7488514975811,68.12632837772176,68.16043378016036,68.16952301075038,67.86438245707889,69.85149925796064,68.38171330220791,68.55790481064743,68.9303,69.12084
100,김해대학교,전문대학,사립,경남,C그룹,44.457458198254464,44.297699917210274,44.30882430109524,42.7488514975811,68.38645240238752,69.25750460310701,70.2189739514139,69.58902616642621,69.58941620807337,67.96769132164407,68.44351390101754,68.14308,68.83154
101,나사렛대학교,대학,사립,충남,B그룹,44.444229351591346,44.31154668255071,44.318566249926555,42.7488514975811,67.56135986620544,67.45013003809972,67.43435416018767,67.42629233945217,67.36685507473621,67.38133241711193,67.36845197382758,67.55014,67.61942
102,나주대학교,전문대학,사립,전남,C그룹,44.4330839992722,44.300530578907114,44.30774031608384,42.7488514975811,68.05896117299754,67.64926956913219,68.29495338187694,67.65197611635935,67.58125738011557,67.58705825105046,68.4734023708574,67.85172,67.61504
103,남부대학교,대학,사립,광주,C그룹,44.432951991589256,44.29711120753285,44.30882430109524,42.7488514975811,67.86757842011649,67.78945448930511,68.15802925294142,67.69611475321219,67.66871507954204,67.85818131254,68.23449010370665,68.352875,67.914955
104,남서울대학교,대학,사립,충남,B그룹,44.43216214445821,44.306393505538466,44.32141914847933,42.7488514975811,68.2085035294696,69.30440690782011,67.26880474881706,67.51156767919804,69.07364761908997,67.63590399494237,66.99237495600575,68.417404,67.74676
105,농협대학교,전문대학,사립,경기,C그룹,44.85730975093054,44.852093638653734,44.67956936163506,42.7488514975811,70.78761952955321,69.3845073895685,67.95175525061198,67.94802492661604,67.94844122461657,68.2334764982196,68.09786860873919,67.86629,68.10281
106,능인대학원대학교,대학원대학,사립,경기,-,44.4330839992722,44.300530578907114,44.61432255374442,42.7488514975811,71.26694811648773,67.90648030700656,71.75836546878703,69.34557681634121,68.07047535868013,73.83648365682738,73.84379251463626,73.41081,71.654785
107,단국대학교,대학,사립,경기,A그룹,44.68551079577481,44.46711574589552,44.451099834526595,42.7488514975811,69.85495914742893,70.03929832719751,70.10484943528832,70.06490868980445,69.99999484632346,70.08317556361393,69.90179433548266,69.87492,70.00758
108,대경대학교,전문대학,사립,경북,B그룹,44.79037885816564,44.67350246543433,44.30774031608384,42.7488514975811,68.4946532643985,68.20077535228162,68.44562025142903,68.36409633674667,68.05589156544056,68.05616090631474,67.67452385088286,68.25704,67.26141
109,대구가톨릭대학교,대학,사립,경북,A그룹,44.67299643330573,44.60620349824705,44.6027342478109,42.7488514975811,67.47430570019202,67.29883357748588,67.10056547452841,67.11796086354363,67.04392175091695,67.06311476796405,67.17990420711308,67.444534,67.40845
110,대구경북과학기술원,대학,국립,대구,C그룹,44.94072920544997,44.88104778537881,44.78009844221124,42.769155317417166,69.69135437513437,69.34981994098239,69.49317950865183,70.54888436913626,70.15687024154269,69.85583839717029,70.24737034567008,70.722534,69.86482
111,대구공업대학교,전문대학,사립,대구,C그룹,44.433916790231486,44.30712110963242,44.30892833504303,42.7488514975811,67.83958803223636,69.43731166025007,69.46368520939072,68.03058235573178,68.40747683960785,68.45937088745954,68.40137247738917,68.37315,68.68666
