YR,ID,SNM,STYP,FND,RGN,USC,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2015,100,김해대학교,전문대학,사립,경남,C그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,51,1,1,1,0,0,1520,1.2000000476837158,1,0,1520,0.699999988079071,51,2,0,25.5
2015,101,나사렛대학교,대학,사립,충남,B그룹,3,0,4,0,7,0,7,0,3,0,3,0,4,0,4,234,13,3,0,4,0,6034,1.0,3,4,6034,1.2000000476837158,234,3,4,33.400001525878906
2015,102,나주대학교,전문대학,사립,전남,C그룹,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2117,0.4000000059604645,0,1,2117,0.5,0,0,1,0.0
2015,103,남부대학교,대학,사립,광주,C그룹,2,2,0,0,2,2,4,0,2,0,2,0,0,0,0,103,6,2,2,0,0,3551,1.0,2,0,3551,0.6000000238418579,103,4,0,25.799999237060547
2015,104,남서울대학교,대학,사립,충남,B그룹,3,0,5,10,8,10,18,0,3,0,3,0,5,0,5,152,3,3,0,5,10,10532,1.100000023841858,3,5,10532,0.800000011920929,152,3,15,8.399999618530273
2015,105,농협대학교,전문대학,사립,경기,C그룹,1,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,490,3.700000047683716,1,0,490,2.0,0,2,0,0.0
2015,106,능인대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,107,단국대학교,대학,사립,경기,A그룹,26,2,3,3,29,5,34,4,20,2,26,0,3,0,3,829,143,26,2,3,3,28405,1.100000023841858,26,3,28405,1.0,829,28,6,24.399999618530277
2015,108,대경대학교,전문대학,사립,경북,B그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,200,1,1,0,0,0,4169,0.2000000029802322,1,0,4169,0.2000000029802322,200,1,0,200.0
2015,109,대구가톨릭대학교,대학,사립,경북,A그룹,12,0,12,0,24,0,24,0,11,1,12,0,12,0,12,527,172,12,0,12,0,15401,1.399999976158142,12,12,15401,1.600000023841858,527,12,12,22.0
2015,110,대구경북과학기술원,대학,국립,대구,C그룹,1,0,3,0,4,0,4,0,1,0,1,0,3,0,3,100,6,1,0,3,0,672,5.099999904632568,1,3,672,6.0,100,1,3,25.0
2015,111,대구공업대학교,전문대학,사립,대구,C그룹,1,0,0,4,1,4,5,0,0,1,1,0,0,0,0,15,7,1,0,0,4,2022,1.5,1,0,2022,0.5,15,1,4,3.0
2015,112,대구과학대학교,전문대학,사립,대구,A그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,100,2,1,1,0,0,4528,0.4000000059604645,1,0,4528,0.2000000029802322,100,2,0,50.0
2015,113,대구교육대학교,대학,국립,대구,C그룹,5,1,0,0,5,1,6,0,5,0,5,0,0,0,0,586,119,5,1,0,0,2654,2.200000047683716,5,0,2654,1.899999976158142,586,6,0,97.6999969482422
2015,114,대구대학교,대학,사립,경북,A그룹,13,2,3,8,16,10,26,5,8,0,13,0,3,0,3,209,66,13,2,3,8,21554,1.0,13,3,21554,0.699999988079071,209,15,11,8.0
2015,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1019,0.5,0,0,1019,0.0,0,0,1,0.0
2015,116,대구보건대학교,전문대학,사립,대구,A그룹,3,0,1,1,4,1,5,0,3,0,3,0,1,0,1,154,11,3,0,1,1,6893,0.6000000238418579,3,1,6893,0.6000000238418579,154,3,2,30.799999237060547
2015,117,대구사이버대학교,대학,사립,경북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4222,0.2000000029802322,0,0,4222,0.0,0,1,0,0.0
2015,118,대구예술대학교,대학,사립,경북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1476,0.5,0,0,1476,0.0,0,1,0,0.0
2015,119,대구외국어대학교,대학,사립,경북,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,26,6,1,0,0,1,345,4.300000190734863,1,0,345,2.900000095367432,26,1,1,13.0
