YR,ID,SNM,STYP,FND,RGN,USC,SCR_EST,RK_EST,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
2021,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,55.04054252525259,414,1.2999999523162842,3000000,9906107500,31.100000381469727,9548,8571.7,0.0,0,332.6000061035156,100,9646435134,0.0,0.1000000014901161,67,26,0.0,2631510,9646435134,0.800000011920929,246
2021,2,가야대학교,대학,사립,경남,C그룹,66.91989990012762,83,1.600000023841858,104000000,26663322000,99.6999969482422,226911,54190.0,39.29999923706055,32,3369.10009765625,738,27795921336,0.8999999761581421,1.100000023841858,5493,349,0.8999999761581421,123390555,27795921336,4.199999809265137,9631
2021,3,가천대학교,대학,사립,경기,A그룹,70.44706050577196,25,0.6000000238418579,1683500000,306538986000,54.0,1137758,96131.4,28.0,244,13194.2998046875,3013,286170561053,0.699999988079071,0.800000011920929,67476,3181,1.0,2026162343,286170561053,7.300000190734863,154625
2021,4,가톨릭관동대학교,대학,사립,강원,B그룹,66.84432538183049,91,1.0,577550000,113414967000,88.80000305175781,756027,85772.1,58.09999847412109,99,8226.0,1387,96655915516,0.5,1.100000023841858,16389,1725,0.699999988079071,730606487,96655915516,2.5,21422
2021,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,64.6355433754024,198,3.5,50000000,8771525000,124.3000030517578,65157,95419.8,34.0,26,1727.0,185,9178184700,2.0,0.8999999761581421,676,131,3.700000047683716,50000000,9178184700,22.299999237060547,11700
2021,6,가톨릭대학교,대학,사립,경기,A그룹,72.75780491719392,14,1.7000000476837158,4215886000,303550621000,111.8000030517578,1171795,371133.8,23.700000762939453,186,17684.0,3113,246759721025,1.7999999523162842,5.5,103784,6119,2.200000047683716,3890966903,246759721025,48.70000076293945,510993
2021,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,64.91918128665976,187,1.7999999523162842,43600000,17692144672,61.900001525878906,115156,36827.1,43.5,19,3339.0,414,18114006180,1.100000023841858,0.699999988079071,6401,354,1.100000023841858,68498447,18114006180,21.5,39948
2021,8,감리교신학대학교,대학,사립,서울,C그룹,63.180251305800745,270,1.7999999523162842,130000000,17306715540,152.89999389648438,233313,78557.6,32.0,9,2542.0,402,16731953856,1.399999976158142,8.899999618530273,20895,861,1.399999976158142,119878866,16731953856,19.299999237060547,29488
2021,9,강남대학교,대학,사립,경기,B그룹,66.38914343867442,131,0.800000011920929,513096000,78523555000,78.0,554156,64270.4,34.099998474121094,80,5555.0,1101,84035644679,0.6000000238418579,0.2000000029802322,2623,419,1.100000023841858,456383861,84035644679,1.0,7394
2021,10,강동대학교,전문대학,사립,충북,B그룹,61.78852500937961,311,0.3000000119209289,68700000,37363811000,37.79999923706055,133691,30322.9,0.0,8,1055.300048828125,350,36418127699,0.3000000119209289,0.4000000059604645,1678,141,0.5,107161200,36418127699,0.0,0
