YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCP,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_17A,BG3Y_MCS_18B,BG3Y_MCS_19C,BG3Y_BG3Y,VUC_SCP,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCP,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2019,36,경북전문대학교,전문대학,사립,경북,B그룹,79366,10099,89465,114242,12567,126809,1,1,7054,0,2,7054,141,2,143,3182,473,3655,3537,11852,126809,2818,45,3655,126809,3,22373.900390625,1748,138,22373.900390625,8470,2.5999999046325684,11765973375,21694770,491000,0,0,0,0,0,22185770,12369099000,25000000,0,0,0,0,0,0,25000000,22185770,773,28700.9,22185770,11765973375,.2,22161600,22564390,22185770,.1,1486,1486,0,55,120,34,0,1695,0,7250,34,0,12,4,0,50,1743,0,105,84,0,1932,0,0,2,1,0,0,0,0,1,0,0,1743,1486,1.2000000476837158,7250,1486,4.900000095367432,10,26,1,3,40,0,0,0,0,0,2,5,5,1,13,0,0,0,0,0,12,31,6,4,53,0,0,0,0,0,12,31,6,4,53,5512,488,37,3,12,1,28669,1.7000000476837158,37,12,28669,1.7000000476837158,5512,40,13,104
2019,37,경상국립대학교,대학,국립,경남,A그룹,592675,280411,873086,1300359,476913,1777272,28,28,39978,3,59,39978,826,203,1029,33038,14820,47858,38647,105861,1777272,21799,81.5,47858,1777272,2.799999952316284,12421,1601,108,12421,7477,1.7000000476837158,67206558120,101785290,6212740,7277510,15599000,19123790,0,0,149998330,63654836000,100000000,6000000,9000000,15000000,20000000,0,0,150000000,149998330,6720,22321.2,149998330,67206558120,.2,169997940,169998830,149998330,-5.9,28669,22890,5779,1282,1714,947,38266,70878,0,1123325,11468,2947,1212,511,3248,19386,82352,32217,16110,5402,58438,194519,0,0,61092,32013,2021,990,1499,2403,5474,67,2484,114569,28669,4,1123325,28669,39.20000076293945,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,69.5,3,1,0,0,0,1217,.800000011920929,1,0,1217,.800000011920929,69.5,1,0,69.5
2019,38,경성대학교,대학,사립,부산,A그룹,425886,163317,589203,778449,215758,994207,12,24,60002,3,39,60002,591,66,657,23235,4285,27520,17216,66,994207,13099,75.9000015258789,27520,994207,2.799999952316284,29511.5,3328,132,29511.5,15670,1.899999976158142,100082840237,270174250,0,0,68985000,26175657,0,73650000,438984907,89466949899,317000000,0,8200000,82000000,0,0,15000000,422200000,438984907,8095,54229.1,438984907,100082840237,.4,402287470,410044540,438984907,4.5,1217,1217,0,39,80,34,0,1370,0,0,420,0,28,27,0,475,4859,0,566,386,0,5811,0,0,3,1,0,1,0,18,1,14,300,4859,1217,4,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,39,경안대학원대학교,대학원대학,사립,경북,-,7400,0,7400,8237,0,8237,0,0,0,0,0,0,2,0,2,14,103,117,112,0,8237,66,124.8000030517578,117,8237,1.399999976158142,12875,2037,88,12875,7890,1.600000023841858,47194347847,110195530,0,3044910,31015000,2388737,0,14280000,160924177,47567447000,96000000,11000000,3000000,25000000,3000000,0,18000000,156000000,160924177,4290,37511.5,160924177,47194347847,.3,160597406,160336808,160924177,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,2,0,1,3,81,3,2,1,0,0,2818,1,2,0,2818,.699999988079071,81,3,0,27
2019,40,경운대학교,대학,사립,경북,C그룹,186628,26825,213453,378443,34822,413265,4,6,65348,0,10,65348,279,42,321,17352,2520,19872,10590,0,413265,4632,89.19999694824219,19872,413265,5.099999904632568,11316.2001953125,1695,83,11316.2001953125,6567,1.7000000476837158,77662905525,121241350,3999680,2060060,0,16697820,0,0,143998910,74229299000,120806343,4193657,2000000,0,18000000,0,0,145000000,143998910,6651,21650.7,143998910,77662905525,.2,137210658,142481521,143998910,2.5,2818,2818,0,79,177,72,0,3146,0,110250,581,0,27,49,0,657,2143,0,374,558,0,3075,0,0,785,157,0,0,0,1,0,24,1009,2143,2818,.800000011920929,110250,2818,39.09999847412109,10,19,0,1,30,0,1,0,0,1,1,2,0,0,3,0,0,0,0,0,11,21,0,1,33,0,1,0,0,1,11,22,0,1,34,3095.60009765625,787,30,1,3,0,21799,1.5,30,3,21799,1.5,3095.60009765625,31,3,91
2019,41,경인교육대학교,대학,국립,인천,C그룹,198730,29133,227863,561380,36974,598354,8,7,31421,1,16,31421,179,15,194,40340,1681,42021,8346,1740,598354,4164,143.6999969482422,42021,598354,7.599999904632568,10764,999,50,10764,8140,1.2999999523162842,27222258459,8930000,0,450000,8661000,0,0,2500000,20541000,30220209000,20000000,0,1000000,4302000,0,0,17898000,43200000,20541000,1486,13823,20541000,27222258459,.1,41473500,36596840,20541000,-27.8,21799,18925,2874,1008,1164,590,13850,38411,0,992479,10022,679,683,320,1393,13097,76729,8307,12665,5195,16713,119609,0,0,14036,11376,1059,374,278,1926,1652,118,2715,85036,21799,3.900000095367432,992479,21799,45.5,2,7,0,1,10,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,2,14,0,1,17,0,0,0,0,0,2,14,0,1,17,1113.5,334,9,1,7,0,13099,1.2000000476837158,9,7,13099,1.2000000476837158,1113.5,10,7,65.5
2019,42,경인여자대학교,전문대학,사립,인천,B그룹,126381,35518,161899,155542,35638,191180,0,7,47263,0,7,47263,43,14,57,5730,20100,25830,23564,0,191180,4674,40.900001525878906,25830,191180,15.600000381469728,4713.60009765625,556,61,4713.60009765625,2758,1.7000000476837158,342224899469,459821486,1126241680,10200000,1585284540,774704820,0,107807110,4064059636,317932685000,987500000,1047297000,10500000,1168210000,530596000,0,213814000,3957917000,4064059636,28669,141758,4064059636,342224899469,1.2,5316049040,4860499440,4064059636,-12.5,13099,12448,651,429,569,251,5654,20002,0,558628,4248,204,309,165,3165,8091,62674,7137,12554,5254,22854,110473,0,0,10328,5624,1060,96,201,364,210,136,3844,69811,13099,5.300000190734863,558628,13099,42.59999847412109,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,26,0,0,1,0,0,66,12.100000381469728,0,0,66,0,26,1,0,26
2019,43,경일대학교,대학,사립,경북,B그룹,178722,130160,308882,376923,148430,525353,3,6,98884,6,15,98884,374,8,382,13505,1273,14778,7481,9,525353,7037,74.69999694824219,14778,525353,2.900000095367432,22136,4036,111,22136,18962,1.2000000476837158,11854620167,33176570,305000,0,6336000,2416210,0,0,42233780,12645408000,34000000,500000,0,10700000,0,0,0,45200000,42233780,1217,34703.2,42233780,11854620167,.4,41762241,43582649,42233780,.6,66,0,66,6,14,3,0,89,0,60,0,18,5,1,0,24,0,42,10,0,0,52,0,0,2,2,0,0,0,0,0,3,50,42,66,.6000000238418579,60,66,.8999999761581421,0,2,0,1,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,4,6,0,0,0,0,0,0,2,0,4,6,264,52,2,1,0,3,4632,.8999999761581421,2,0,4632,.4000000059604645,264,3,3,44
2019,44,경찰대학,기타,기타,충남,-,147730,47781,195511,150760,48249,199009,0,10,2051,0,10,2051,172,55,227,5559,634,6193,6193,0,199009,0,0,6193,199009,3.200000047683716,11878.900390625,1925,75,11878.900390625,7771,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4632,4524,108,203,181,128,5,5149,0,133780,2096,12,99,51,5,2263,10621,101,1306,475,532,13035,0,0,225,10,8,0,20,6,11,19,317,10722,4632,2.299999952316284,133780,4632,28.89999961853028,1,4,1,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,7,0,1,0,0,1,1,5,1,1,8,797.5,181,7,1,0,0,4164,1.899999976158142,7,0,4164,1.7000000476837158,797.5,8,0,99.6999969482422
2019,45,경희대학교,대학,사립,서울,A그룹,903839,408325,1312164,1954720,609327,2564047,58,47,288186,6,111,288186,275,140,415,26644,5907,32551,26522,12446,2564047,33487,76.5999984741211,32551,2564047,1.2999999523162842,210,56,18,210,65,3.200000047683716,32066919509,43195310,5242200,0,5500000,2161215,0,0,56098725,30133558000,45800000,6120000,3480000,5480000,2400000,0,2000000,65280000,56098725,2818,19907.3,56098725,32066919509,.2,51057620,55746612,56098725,4.9,4164,2639,1525,134,228,183,798,5507,0,333237,2603,544,187,80,337,3751,64984,6639,5107,1425,3219,81374,0,0,521,1564,131,49,47,79,25,25,619,71623,4164,17.200000762939453,333237,4164,80,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,122,24,0,0,2,0,4674,.3000000119209289,0,2,4674,.4000000059604645,122,0,2,61
2019,46,계명대학교,대학,사립,대구,A그룹,580201,344114,924315,1621720,435688,2057408,34,51,79195,3,88,79195,1734,396,2130,36794,20722,57516,37719,6079,2057408,23336,88.19999694824219,57516,2057408,2.900000095367432,15603,2179,129,15603,9480,1.600000023841858,271823261890,421913140,578741600,12273520,1364058450,370293180,0,36528000,2783807890,233639815000,460000000,606380000,13500000,1106592400,296558600,0,21750000,2504781000,2783807890,21799,127703.5,2783807890,271823261890,1,3062222320,2638953080,2783807890,-4.2,4674,4674,0,115,338,56,59,5242,0,394887,2069,0,70,53,39,2231,17747,0,1212,1382,35520,55861,0,0,24,48,40,0,0,97,0,0,0,17747,4674,3.799999952316284,394887,4674,84.5,0,2,0,1,3,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,6,0,2,8,0,0,0,0,0,0,6,0,2,8,286.5,62,2,1,4,1,7037,.8999999761581421,2,4,7037,.8999999761581421,286.5,3,5,35.79999923706055
2019,47,계명문화대학교,전문대학,사립,대구,A그룹,153750,8498,162248,230200,12584,242784,4,5,15925,4,13,15925,71,0,71,5598,303,5901,5508,386,242784,5220,46.5,5901,242784,2.5,15409,1919,180,15409,8962,1.7000000476837158,139924938732,365530017,23768661,13208100,378030043,162191782,0,30000000,972728603,133413014000,305000000,30000000,10000000,385000000,160000000,0,30000000,920000000,972728603,13099,74259.8,972728603,139924938732,.7,1058349755,1019213171,972728603,-4.1,7037,6837,200,251,135,156,29,7608,0,242181,2353,31,100,108,25,2617,13952,562,1462,1573,810,18359,0,0,240,350,43,30,12,40,0,4,113,14514,7037,2.0999999046325684,242181,7037,34.400001525878906,1,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,0,0,1,3,0,2,6,637,23,4,2,0,0,0,0,4,0,0,0,637,6,0,106.1999969482422
2019,48,계약신학대학원대학교,대학원대학,사립,경기,-,14917,4241,19158,19710,4377,24087,0,0,691,0,0,691,6,0,6,298,177,475,344,0,24087,51,472.2999877929688,475,24087,2,7565.7998046875,1345,94,7565.7998046875,7596,1,424776798,226120,0,0,0,0,0,0,226120,472919457,1000000,0,0,0,0,0,0,1000000,226120,66,3426.1,226120,424776798,.1,825450,917700,226120,-32.1,0,0,0,0,0,0,600,600,0,26741,247,30,47,169,309,802,2594,1305,1167,2863,4818,12747,0,0,46,51,1,78,3,88,1,2,90,3899,0,0,26741,0,0,10,8,1,1,20,0,0,0,0,0,0,24,2,0,26,0,0,0,0,0,10,32,3,1,46,0,0,0,0,0,10,32,3,1,46,1251,248,19,1,26,0,33487,1.2000000476837158,19,26,33487,1.2999999523162842,1251,20,26,27.200000762939453
2019,49,계원예술대학교,전문대학,사립,경기,B그룹,76971,35508,112479,88392,36323,124715,2,7,8844,2,11,8844,158,85,243,2798,96,2894,2692,0,124715,2879,43.29999923706055,2894,124715,2.400000095367432,10290.2998046875,1646,40,10290.2998046875,9231,1.100000023841858,66830932867,168221250,22896410,3000000,50077637,14160989,0,0,258356286,51102836000,172000000,23000000,6000000,29025000,15600000,0,0,245625000,258356286,4632,55776.4,258356286,66830932867,.4,276387842,285549208,258356286,-3.1,33487,26063,7424,1442,2027,946,23963,61865,0,1576128,15267,4201,1425,709,2640,24242,164620,65935,24334,12822,93167,360878,0,0,55114,29619,4053,804,2629,1006,1006,333,8086,230555,33487,6.900000095367432,1576128,33487,47.09999847412109,9,10,2,1,22,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,9,11,2,4,26,0,0,0,0,0,9,11,2,4,26,1838,538,21,1,1,3,23336,1,21,1,23336,.8999999761581421,1838,22,4,70.69999694824219
2019,50,고려대학교,대학,사립,서울,A그룹,623564,940330,1563894,1475423,1509827,2985250,113,103,632994,4,220,632994,1519,1564,3083,236811,9706,246517,223220,109114,2985250,29771,100.3000030517578,246517,2985250,9,13341.7001953125,2535,125,13341.7001953125,18257,.699999988079071,46479647129,228638000,23362000,893000,77564000,32548000,0,7000000,370005000,45771247000,259000000,29000000,1000000,76800000,33200000,0,9000000,408000000,370005000,4164,88858.1,370005000,46479647129,.8,358553680,356884958,370005000,1.6,23336,21269,2067,917,1005,594,17788,43640,0,1086988,11517,1217,881,496,1885,15996,83269,15985,18410,6984,88761,213409,0,0,12021,24267,71,547,1091,2828,1230,122,3388,99254,23336,4.300000190734863,1086988,23336,46.59999847412109,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,90,9,2,0,0,1,5220,.5,2,0,5220,.4000000059604645,90,2,1,30
2019,51,고려대학교(세종),대학,사립,세종,B그룹,277168,65941,343109,685018,86602,771620,5,9,11222,2,16,11222,98,12,110,4551,2600,7151,6666,27,771620,7240,106.5999984741211,7151,771620,.8999999761581421,9060,190,44,9060,0,0,54093619144,106036900,15018053,2463600,0,9505570,0,0,133024123,71338680000,90000000,14812000,3000000,0,9913000,0,0,117725000,133024123,4674,28460.4,133024123,54093619144,.2,219754920,178386855,133024123,-22.1,5220,5220,0,128,581,83,1499,7511,0,107122,2203,0,200,83,107,2593,17439,0,2156,1046,881,21522,0,0,71,48,21,1,0,0,0,50,2118,17439,5220,3.299999952316284,107122,5220,20.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,29,1,1,0,0,0,51,19.600000381469727,1,0,51,19.600000381469727,29,1,0,29
2019,52,고려사이버대학교,대학,사립,서울,A그룹,4495,38358,42853,11156,38358,49514,0,1,49514,0,1,49514,0,0,0,548,0,548,463,0,49514,9064,5.5,548,49514,1.100000023841858,194,12,5,194,277,.699999988079071,81295086233,202605651,15118320,4917160,113021753,15695637,0,51614000,402972521,77686563320,205000000,16000000,5000000,122000000,16000000,0,50000000,414000000,402972521,7037,57264.8,402972521,81295086233,.5,404893950,400540215,402972521,-.2,51,0,51,6,5,5,19,86,0,51,0,51,7,2,19,79,0,1440,93,39,21,1593,0,0,30,150,0,3,0,0,0,2,20,1440,51,28.200000762939453,51,51,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,145,3,1,1,1,0,2879,.8999999761581421,1,1,2879,.699999988079071,145,2,1,48.29999923706055
2019,53,고신대학교,대학,사립,부산,C그룹,217571,128018,345589,291319,161155,452474,14,12,9106,0,26,9106,504,139,643,4679,5990,10669,7220,0,452474,4821,93.9000015258789,10669,452474,2.400000095367432,703.0999755859375,212,28,703.0999755859375,3895,.2000000029802322,0,119374780,44708700,4046580,0,43735000,0,0,211865060,0,130000000,11880000,5000000,0,50500000,0,0,197380000,211865060,0,0,211865060,0,0,0,211865060,211865060,0,2879,2879,0,88,210,71,1,3249,0,47801,1421,0,49,43,1,1514,12570,0,926,777,9793,24066,0,0,95,142,10,0,0,1,1,1,70,12570,2879,4.400000095367432,47801,2879,16.600000381469727,14,10,1,2,27,0,0,0,0,0,0,12,2,3,17,0,0,0,0,0,14,22,3,5,44,0,0,0,0,0,14,22,3,5,44,1994,483,25,2,14,3,29771,1.2999999523162842,25,14,29771,1.2999999523162842,1994,27,17,45.29999923706055
2019,54,공군사관학교,기타,기타,충북,-,192590,37821,230411,192590,37821,230411,5,6,3446,0,11,3446,197,15,212,4871,2731,7602,7602,50,230411,0,0,7602,230411,3.400000095367432,0,0,0,0,0,0,488830841268,543766687,54809835,10065370,3774630764,764020548,0,108848764,5256141968,470625228000,407500000,50500000,9500000,3713336000,765000000,0,110500000,5056336000,5256141968,33487,156960.7,5256141968,488830841268,1.1,5259553593,5249671357,5256141968,0,29771,21080,8691,1432,3027,1003,2819,38052,0,6145352,15569,4862,1064,897,613,23005,201422,124310,23172,15029,37521,401454,0,0,30368,49886,8276,3740,3953,5644,12326,497,3476,325732,29771,10.899999618530272,6145352,29771,206.3999938964844,0,2,0,0,2,0,1,0,0,1,0,5,0,1,6,0,0,0,0,0,0,7,0,1,8,0,1,0,0,1,0,8,0,1,9,288,18,3,0,5,1,7240,1,3,5,7240,1.100000023841858,288,3,6,32
2019,55,공주교육대학교,대학,국립,충남,C그룹,119623,6292,125915,297251,18635,315886,5,7,8204,0,12,8204,145,0,145,4411,546,4957,1419,0,315886,2006,157.5,4957,315886,1.600000023841858,583,120,0,583,132,4.400000095367432,309994123527,711102780,201696580,15151910,1185144108,668391889,0,177549358,2959036625,319173640000,545000000,180000000,15000000,1295000000,652000000,0,115000000,2802000000,2959036625,23336,126801.4,2959036625,309994123527,1,2909779457,3034636049,2959036625,.9,7240,6483,757,262,361,204,371,8438,0,192584,3857,867,311,259,111,5405,27356,10491,3475,2203,6445,49970,0,0,3295,619,13,48,98,73,114,7,198,37847,7240,5.199999809265137,192584,7240,26.600000381469727,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,4,1,0,2,0,0,9064,.2000000029802322,0,0,9064,0,4,2,0,2
2019,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,10161,41727,51888,17796,41727,59523,0,10,436271,5,15,436271,0,0,0,6289,0,6289,6055,0,59523,1331,44.70000076293945,6289,59523,11.800000190734863,0,0,4,0,2942,0,57384934092,73625186,6561420,8000000,7008000,8400513,0,9500000,113095119,57540000000,71000000,1000000,8000000,13000000,9000000,0,8000000,110000000,113095119,5220,21665.7,113095119,57384934092,.2,153685410,112837792,113095119,-13.2,9064,8991,73,42,132,70,0,9308,0,0,1419,22,13,9,0,1463,6848,108,50,93,20,7119,0,0,0,0,0,0,0,2,0,0,0,6956,9064,.800000011920929,0,9064,0,0,2,2,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,1,6,0,0,0,0,0,0,3,2,1,6,270,41,4,1,1,0,4821,1.2000000476837158,4,1,4821,1,270,5,1,45
2019,57,광신대학교,대학,사립,광주,C그룹,55196,57983,113179,81413,63741,145154,1,3,10607,0,4,10607,158,53,211,1995,2945,4940,4531,0,145154,984,147.5,4940,145154,3.5,396,42,9,396,87,4.599999904632568,876843829,9355975,446000,0,0,0,0,0,9801975,897455000,3000000,400000,0,0,0,0,0,3400000,9801975,51,192195.6,9801975,876843829,1.1,3398430,5247560,9801975,70.6,4821,3926,895,316,178,188,438,5941,0,278487,1092,655,154,184,148,2233,11103,14616,3406,2307,2212,33644,0,0,3380,3118,2895,7,88,399,1251,12,225,25719,4821,5.300000190734863,278487,4821,57.79999923706055,2,6,0,1,9,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,6,0,3,11,0,0,0,0,0,2,6,0,3,11,299,8,8,1,0,2,0,0,8,0,0,0,299,9,2,27.200000762939453
2019,58,광양보건대학교,전문대학,사립,전남,C그룹,23363,476,23839,39827,542,40369,0,0,451,0,0,451,60,0,60,0,30,30,15,0,40369,1179,34.20000076293945,30,40369,.1000000014901161,45,1,1,45,0,0,33074546544,65744550,29139322,1299760,11586000,9703873,0,22110260,139583765,32002793324,65000000,15000000,4000000,11000000,9000000,0,21000000,125000000,139583765,2879,48483.4,139583765,33074546544,.4,149986036,149940053,139583765,-3.5,0,0,0,0,0,0,2115,2115,0,10477,546,0,104,1071,38,1759,5413,0,1954,22320,95629,125316,0,0,430,340,128,127,2,250,0,50,594,5413,0,0,10477,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,1,3,0,0,4,413,71,4,0,0,0,2006,2,4,0,2006,2,413,4,0,103.3000030517578
2019,59,광운대학교,대학,사립,서울,B그룹,302384,77865,380249,597268,129227,726495,17,21,55025,2,40,55025,179,38,217,22705,2738,25443,16425,93,726495,9253,78.5,25443,726495,3.5999999046325684,1027,346,38,1027,1136,.8999999761581421,732631665779,816711814,495087302,7529400,4407485420,1042220653,0,366523740,7135558329,754420654000,797640792,593140000,9459208,4617552000,986312000,0,418156000,7422260000,7135558329,29771,239681.5,7135558329,732631665779,1,6827421834,6802538133,7135558329,2.3,2006,1482,524,85,105,70,12,2278,0,143345,1356,134,34,32,12,1568,14270,906,1759,878,166,17979,0,0,0,0,0,55,10,35,8,13,187,15176,2006,7.599999904632568,143345,2006,71.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,15,1,0,1,0,0,1331,.6000000238418579,0,0,1331,0,15,1,0,15
2019,60,광주가톨릭대학교,대학,사립,전남,C그룹,88755,58091,146846,129417,72669,202086,4,6,42384,5,15,42384,47,68,115,1006,631,1637,1479,0,202086,102,1981.199951171875,1637,202086,.800000011920929,712,218,20,712,1897,.4000000059604645,0,82402210,20784931,6442070,218500537,210825371,0,54384064,593339183,0,72600000,18922000,3000000,236049000,223561000,0,40737000,594869000,593339183,7240,81952.9,593339183,0,0,613595000,655636799,593339183,-1.3,1331,0,1331,765,828,66,0,2990,0,7401,0,260,146,26,0,432,0,2599,1626,238,66,4529,0,0,0,0,0,0,0,27,27,0,0,2599,1331,2,7401,1331,5.599999904632568,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,86,4,2,0,0,1,984,2.5,2,0,984,2,86,2,1,28.700000762939453
2019,61,광주과학기술원,대학,국립,광주,C그룹,60849,118729,179578,78835,134706,213541,22,11,92116,2,35,92116,0,0,0,10394,0,10394,8730,107,213541,2064,103.5,10394,213541,5.099999904632568,2295,851,71,2295,3953,.6000000238418579,46676790750,12986000,0,0,0,12000000,0,0,24986000,47153587000,15000000,0,0,0,15000000,0,0,30000000,24986000,9064,2756.6,24986000,46676790750,.1,25480000,25480000,24986000,-1,984,516,468,48,130,28,140,1330,0,59061,132,158,17,9,11,327,915,1536,188,155,108,2902,0,0,9,26,2,21,14,3,15,1,86,2451,984,2.5,59061,984,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,30,2,1,0,0,0,1179,.800000011920929,1,0,1179,.800000011920929,30,1,0,30
2019,62,광주교육대학교,대학,국립,광주,C그룹,178026,29294,207320,268126,33344,301470,0,4,9901,0,4,9901,74,10,84,5815,1623,7438,4526,0,301470,1993,151.3000030517578,7438,301470,2.5,0,0,0,0,2151,0,107768780349,248433310,85229670,2968450,384029170,90643610,0,51849910,863154120,109652020000,185000000,85100000,3000000,480000000,150000000,0,25350000,928450000,863154120,9480,91050,863154120,107768780349,.8,871213150,779257900,863154120,.1,1179,1179,0,69,53,20,0,1321,0,1482,253,0,24,12,0,289,253,0,24,12,0,289,0,0,18,5,0,0,0,0,0,4,200,253,1179,.2000000029802322,1482,1179,1.2999999523162842,0,5,0,1,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,11,0,1,12,0,0,0,0,0,0,11,0,1,12,318,61,5,1,6,0,9253,1.100000023841858,5,6,9253,1.2000000476837158,318,6,6,26.5
