YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCP,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_17A,BG3Y_MCS_18B,BG3Y_MCS_19C,BG3Y_BG3Y,VUC_SCP,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCP,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2019,154,동의대학교,대학,사립,부산,A그룹,431705,150241,581946,919786,273151,1192937,10,16,20289,4,30,20289,377,24,401,21610,2229,23839,15960,0,1192937,16570,72,23839,1192937,2,1157,306,12,1157,4918,.2000000029802322,23379010704,59999690,5250000,0,26736000,9815000,0,0,101800690,27955951000,80000000,6400000,0,36600000,10000000,0,0,133000000,101800690,2006,50748.1,101800690,23379010704,.4,110583470,110649150,101800690,-4,3006,3006,0,84,262,69,49,3470,0,40974,1784,0,70,38,48,1940,18084,0,1073,432,634,20223,0,0,10,3,14,0,1,0,0,7,73,18084,3006,6,40974,3006,13.600000381469728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,155,두원공과대학교,전문대학,사립,경기,B그룹,62063,9176,71239,121511,10397,131908,1,1,1732,0,2,1732,141,0,141,4671,0,4671,1536,0,131908,5489,24,4671,131908,3.700000047683716,916,282,2,916,915,1,29356477766,171079457,0,0,0,118459041,0,72227029,361765527,34045023097,10000000,0,0,0,0,0,0,10000000,361765527,1331,271799.8,361765527,29356477766,1.2,226483275,558094692,361765527,55.6,1823,1823,0,64,90,30,0,2007,0,1672,209,0,5,12,0,226,1664,0,187,138,0,1989,0,0,0,0,0,0,0,0,0,3,136,1664,1823,.8999999761581421,1672,1823,.8999999761581421,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,2,28.5,3,1,0,1,0,2270,.800000011920929,1,1,2270,.8999999761581421,28.5,1,1,14.300000190734863
2019,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,2552,0,2552,10031,0,10031,0,1,2552,0,1,2552,0,0,0,126,0,126,98,0,10031,3744,2.700000047683716,126,10031,1.2999999523162842,0,0,0,0,0,0,8594234440,22342618,3316100,0,6381000,0,0,0,32039718,9622432000,25500000,3280000,500000,4000000,0,0,0,33280000,32039718,984,32560.7,32039718,8594234440,.4,20696650,28736518,32039718,25.2,4542,4310,232,158,148,145,142,5135,0,72181,1668,19,106,97,105,1995,15971,417,2203,3034,2821,24446,0,0,51,23,7,34,23,123,1,55,1194,16388,4542,3.5999999046325684,72181,4542,15.899999618530272,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,65,2,1,0,1,0,3671,.5,1,1,3671,.5,65,1,1,32.5
2019,157,루터대학교,대학,사립,경기,C그룹,18200,6449,24649,29737,10788,40525,5,5,7106,0,10,7106,48,20,68,366,658,1024,939,62,40525,402,100.8000030517578,1024,40525,2.5999999046325684,1140,385,12,1140,2471,.5,0,0,0,0,0,0,0,0,0,0,27000000,0,2000000,4000000,0,0,7000000,40000000,0,1179,0,0,0,0,29366120,24152430,0,-58.9,5738,5738,0,160,295,80,0,6273,0,488815,1306,0,319,49,0,1674,37526,0,4194,421,0,42141,0,0,1308,176,15,0,0,13,0,42,1492,37526,5738,6.5,488815,5738,85.19999694824219,0,3,0,0,3,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,3,0,1.5,4.5,0,0,0,0,0,0,3,0,1.5,4.5,38.5,5,3,0,0,1.5,5300,.699999988079071,3,0,5300,.6000000238418579,38.5,3,1.5,8.600000381469727
2019,158,마산대학교,전문대학,사립,경남,A그룹,98444,1311,99755,179590,1502,181092,3,4,34879,0,7,34879,127,0,127,10515,0,10515,6368,0,181092,5539,32.70000076293945,10515,181092,6.199999809265137,12967,2105,159,12967,9804,1.2999999523162842,113315299979,400650303,19730180,4621370,790812919,277455699,0,34308356,1527578827,115303120000,305000000,22000000,4000000,703000000,285000000,0,35000000,1354000000,1527578827,9253,165090.1,1527578827,113315299979,1.3,1788070370,1505739574,1527578827,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,14,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,15,0,1,16,0,0,0,0,0,0,15,0,1,16,1006.5,233,13,1,2,0,16570,.8999999761581421,13,2,16570,.8999999761581421,1006.5,14,2,62.900001525878906
2019,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,69,13,1657,54,30.700000762939453,3328424694,42543389,18378900,101970,12797000,7135901,0,0,80957160,3448405000,42000000,18800000,200000,12000000,8000000,0,0,81000000,80957160,102,793697.6,80957160,3328424694,2.4,80953157,65692259,80957160,2.2,2270,2270,0,66,171,48,101,2656,0,49101,830,0,34,25,10,899,2644,0,165,106,18,2933,0,0,852,611,13,0,0,0,0,0,0,2644,2270,1.2000000476837158,49101,2270,21.600000381469727,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,59.5,6,1,0,1,0,5489,.3000000119209289,1,1,5489,.4000000059604645,59.5,1,1,29.799999237060547
2019,160,명지대학교,대학,사립,서울,A그룹,612940,263963,876903,1123604,345765,1469369,26,15,404143,13,54,404143,1163,101,1264,75719,5851,81570,57983,0,1469369,15984,91.9000015258789,81570,1469369,5.900000095367432,8563.2001953125,1190,88,8563.2001953125,5806,1.5,239341000000,282090000,0,17910000,1512000000,161000000,0,15000000,1988000000,216020000000,180000000,0,20000000,1623000000,188000000,0,15000000,2026000000,1988000000,2064,963178.3,1988000000,239341000000,.8,1988702013,2141934157,1988000000,.3,3671,3671,0,91,213,61,45,4081,0,77028,869,0,48,50,5,972,8664,0,1154,1493,94,11405,0,0,0,0,0,6,0,0,0,31,1416,8664,3671,2.400000095367432,77028,3671,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,0,0,0,3744,0,0,0,0,0
2019,161,명지전문대학,전문대학,사립,서울,A그룹,111635,12359,123994,219450,14739,234189,2,4,10477,2,8,10477,2417,140,2557,9550,348,9898,8130,0,234189,7178,32.599998474121094,9898,234189,4.400000095367432,4071.5,593,40,4071.5,2436,1.7000000476837158,24149125736,63403000,11954000,36597000,0,36664000,0,0,148618000,25552741000,70000000,12061000,30000000,0,40600000,0,0,152661000,148618000,1993,74570,148618000,24149125736,.6,130621350,144612280,148618000,6.7,5300,5300,0,155,367,100,41,5963,0,58165,1834,0,60,91,1,1986,11925,0,745,927,6112,19709,0,0,3,1,0,0,0,2,0,32,2323,11925,5300,2.299999952316284,58165,5300,11,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,59.5,3,1,0,1,0,402,4.5,1,1,402,5,59.5,1,1,29.799999237060547
2019,162,목원대학교,대학,사립,대전,B그룹,217052,178115,395167,411890,242710,654600,9,16,125343,8,33,125343,395,30,425,18223,3743,21966,9781,50,654600,8477,77.19999694824219,21966,654600,3.5,41244.69921875,6599,791,41244.69921875,26602,1.600000023841858,73619541421,227065390,40064940,8672400,81186000,36034548,0,181759500,574782778,73961072000,163000000,43100000,10000000,69000000,39000000,0,238900000,563000000,574782778,7698,74666.5,574782778,73619541421,.8,443000000,532702940,574782778,14.1,1993,1376,617,76,103,75,210,2457,0,51036,1179,108,41,55,78,1461,19182,1292,1134,680,397,22685,0,0,180,1125,150,48,7,146,4,4,376,20474,1993,10.300000190734863,51036,1993,25.600000381469727,0,2,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,2,0,3,5,186.5,20,2,0,0,3,5539,.6000000238418579,2,0,5539,.4000000059604645,186.5,2,3,37.29999923706055
2019,163,목포가톨릭대학교,대학,사립,전남,C그룹,34226,3450,37676,44154,3526,47680,4,6,9327,0,10,9327,15,1,16,1194,47,1241,1100,0,47680,519,91.9000015258789,1241,47680,2.700000047683716,213,20,4,213,243,.8999999761581421,32029950038,56089640,22901500,1890000,11457000,8394360,0,29267500,130000000,32781030000,46400000,23100000,0,12000000,8500000,0,30000000,120000000,130000000,3810,34120.7,130000000,32029950038,.4,149948780,150000000,130000000,-6.6,7698,7277,421,258,234,111,1984,10285,0,138226,2081,50,102,79,179,2491,33932,416,1906,1044,5722,43020,0,0,2141,630,94,12,71,27,46,43,1624,34348,7698,4.5,138226,7698,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,164,목포과학대학교,전문대학,사립,전남,B그룹,60263,4472,64735,65956,5718,71674,0,3,4732,0,3,4732,20,0,20,1724,0,1724,1412,0,71674,2302,31.100000381469727,1724,71674,2.5,528,119,2,528,52,10.199999809265137,41826964257,131209305,2043100,8975630,56957000,23552063,0,0,222737098,45197574000,114500000,3000000,5000000,63600000,26100000,0,0,212200000,222737098,3922,56791.7,222737098,41826964257,.5,275494086,223697980,222737098,-9.6,3810,3810,0,103,189,62,46,4210,0,40178,553,0,37,25,10,625,2816,0,293,342,23,3474,0,0,3,5,0,0,8,1,6,2,283,2816,3810,.699999988079071,40178,3810,10.5,3,4,0,2,9,0,3,1,0,4,1,5,0,1,7,0,0,0,0,0,4,9,0,3,16,0,3,1,0,4,4,12,1,3,20,726,127,11,2,6,1,15984,1.100000023841858,11,6,15984,1.100000023841858,726,13,7,36.29999923706055
2019,165,문경대학교,전문대학,사립,경북,C그룹,31618,190,31808,40677,210,40887,1,2,2283,0,3,2283,70,0,70,864,28,892,782,0,40887,864,47.29999923706055,892,40887,2.200000047683716,11734,2305,125,11734,9940,1.2000000476837158,62792213073,55585935,3560000,0,2386755,7000000,0,0,68532690,57813909000,36000000,4086000,0,3000000,7500000,0,0,50586000,68532690,5391,12712.4,68532690,62792213073,.1,92858452,80818330,68532690,-14.1,3922,3684,238,136,62,76,81,4277,0,177827,1931,66,62,76,81,2216,10841,461,815,1141,8412,21670,0,0,100,100,5,0,0,94,0,28,859,11302,3922,2.900000095367432,177827,3922,45.29999923706055,0,1,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,259,46,1,2,1,0,7178,.5,1,1,7178,.3000000119209289,259,3,1,64.80000305175781
2019,166,배재대학교,대학,사립,대전,B그룹,206264,211538,417802,461149,263662,724811,10,13,162999,5,28,162999,331,97,428,29583,47406,76989,67099,36,724811,9102,79.5999984741211,76989,724811,11.899999618530272,604,160,14,604,1497,.4000000059604645,1454480940,5984778,487000,0,0,0,0,0,6471778,1539125000,6500000,500000,0,0,0,0,0,7000000,6471778,37,174912.9,6471778,1454480940,.4,6485800,6445780,6471778,-.1,5391,5391,0,126,246,60,4,5827,0,7791,902,0,8,16,4,930,2887,0,37,162,21,3107,0,0,5,3,0,1,1,0,0,17,691,2887,5391,.5,7791,5391,1.399999976158142,0,3,0,1,4,0,0,0,1,1,0,6,0,0,6,0,0,0,0,0,0,9,0,1,10,0,0,0,1,1,0,9,0,2,11,993,200,3,2,6,0,8477,1.100000023841858,3,6,8477,1.100000023841858,993,5,6,90.3000030517578
2019,167,배화여자대학교,전문대학,사립,서울,B그룹,73312,5730,79042,145580,7311,152891,2,0,4222,1,3,4222,73,16,89,3041,1244,4285,2248,637,152891,2909,52.59999847412109,4285,152891,2.900000095367432,0,0,0,0,0,0,0,30025000,8445000,1797000,38232320,16395400,0,28760,94923480,0,32322000,8445000,7973000,24947000,36822050,0,28760,110537810,94923480,0,0,94923480,0,0,59825670,69278000,94923480,26.4,37,0,37,10,8,9,7,71,0,950,0,37,9,5,6,57,0,890,42,39,42,1013,0,0,84,5,0,0,0,0,0,0,0,890,37,24.100000381469727,950,37,25.700000762939453,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,74.5,8,1,0,0,0,519,1.899999976158142,1,0,519,1.899999976158142,74.5,1,0,74.5
2019,168,백석대학교,대학,사립,충남,A그룹,379245,364172,743417,738889,405805,1144694,7,11,388786,6,24,388786,219,64,283,78096,3087,81183,79020,22651,1144694,14288,80.0999984741211,81183,1144694,7.599999904632568,449,152,4,449,1058,.4000000059604645,108620670190,144242000,31168000,10231620,398846000,101921000,0,6000000,692408620,102392249000,192000000,69000000,22000000,475000000,0,0,0,758000000,692408620,8470,81748.4,692408620,108620670190,.6,587565980,685914300,692408620,8.8,0,0,0,0,0,0,520,520,0,65562,290,0,44,29,33,396,4288,0,419,539,237,5483,0,0,43,20,58,3,0,15,0,11,432,4288,0,0,65562,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,2,31.5,1,1,0,0,1,2302,.699999988079071,1,0,2302,.4000000059604645,31.5,1,1,15.800000190734863
2019,169,백석문화대학교,전문대학,사립,충남,A그룹,86595,15241,101836,169778,20597,190375,0,4,11648,7,11,11648,18,0,18,1581,697,2278,1881,0,190375,5479,34.70000076293945,2278,190375,1.2000000476837158,0,0,0,0,0,0,97539038009,140697260,8731940,1304160,249849680,42317300,0,9000000,451900340,86466130000,266000000,12620000,5000000,285000000,60000000,0,25000000,653620000,451900340,7477,60438.7,451900340,97539038009,.5,485179000,490694030,451900340,-3.4,8470,7848,622,372,382,336,760,10320,0,586610,4472,321,394,255,556,5998,36838,2939,9611,3114,8040,60542,0,0,1319,1606,299,115,151,424,112,50,1543,39777,8470,4.699999809265137,586610,8470,69.30000305175781,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,48.5,2,1,0,0,0,864,1.2000000476837158,1,0,864,1.2000000476837158,48.5,1,0,48.5
2019,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11963,1772,134,11963,7921,1.5,167034445459,430554770,128886370,6071810,605045760,122757530,0,25493530,1318809770,148337086000,390386000,100000000,30000000,153000000,138000000,0,9000000,820386000,1318809770,15670,84161.4,1318809770,167034445459,.8,1200438290,1248220050,1318809770,4.8,7477,6948,529,305,424,271,158,8635,0,308492,3449,265,235,179,75,4203,29443,4053,3830,2222,1221,40769,0,0,91,343,168,205,15,314,45,58,1681,33496,7477,4.5,308492,7477,41.29999923706055,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,1,1,0,1,3,160.5,6,1,0,1,1,5391,.4000000059604645,1,1,5391,.4000000059604645,160.5,1,2,53.5
2019,171,백제예술대학교,전문대학,사립,전북,C그룹,31510,1298,32808,43175,2241,45416,0,0,1257,0,0,1257,15,0,15,196,0,196,196,0,45416,1355,33.5,196,45416,.4000000059604645,17313.400390625,3609,338,17313.400390625,14224,1.2000000476837158,96563014343,203553430,50380840,1998000,386674637,37304043,0,33035930,712946880,92674036000,131500000,51000000,2000000,438924410,34236100,0,36339490,694000000,712946880,7890,90360.8,712946880,96563014343,.7,620791840,653202450,712946880,7.2,15670,13119,2551,559,783,388,1627,19027,0,1146184,6861,850,264,273,434,8682,58251,8925,4531,3861,21578,97146,0,0,742,252,247,160,168,301,143,36,1247,67176,15670,4.300000190734863,1146184,15670,73.0999984741211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,22,2,0,0,1,0,37,21.600000381469727,0,1,37,27,22,0,1,22
2019,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,17823,176,17999,37246,209,37455,0,0,0,0,0,0,18,14,32,275,13,288,149,0,37455,54,693.5999755859375,288,37455,.800000011920929,8564.599609375,1285,46,8564.599609375,4316,2,72982075049,250080120,64677880,972000,441901110,73583370,0,25000000,856214480,72999790000,256000000,67108000,2161000,587566630,63683370,0,25000000,1001519000,856214480,6567,130381.4,856214480,72982075049,1.2,707936263,929350200,856214480,11.7,7890,7042,848,340,288,277,393,9188,0,724435,2656,259,210,163,176,3464,30185,3242,4124,3491,6039,47081,0,0,10472,9591,143,147,49,369,32,29,788,33427,7890,4.199999809265137,724435,7890,91.8000030517578,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,124,39,1,0,1,0,0,0,1,1,0,0,124,1,1,62
2019,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,80,2,293,694,.4000000059604645,88662829430,139159700,16318520,842160,207351830,63349890,0,12920000,439942100,65313971000,119460000,17000000,900000,108500000,95220000,0,12920000,354000000,439942100,8140,54046.9,439942100,88662829430,.5,511783140,395224390,439942100,-5.7,6567,5916,651,223,216,190,343,7539,0,364566,3638,268,130,165,151,4352,32581,3015,2139,2877,2745,43357,0,0,0,0,9,29,34,69,22,11,126,35596,6567,5.400000095367432,364566,6567,55.5,2,10,1,1,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,10,1,2,15,0,0,0,0,0,2,10,1,2,15,1581,60,13,1,0,1,8470,1.7000000476837158,13,0,8470,1.5,1581,14,1,105.4000015258789
2019,174,부산가톨릭대학교,대학,사립,부산,C그룹,182207,106647,288854,268249,116212,384461,7,13,83695,1,21,83695,467,19,486,4156,4040,8196,7053,0,384461,4163,92.4000015258789,8196,384461,2.200000047683716,3682.5,643,23,3682.5,2970,1.2000000476837158,164965886892,56355960,8755630,0,0,0,0,0,65111590,53408327159,83400000,9550000,0,88150000,0,0,0,181100000,65111590,2758,23608.3,65111590,164965886892,0,295127760,327762367,65111590,-34.5,8140,7221,919,312,406,257,559,9674,0,188248,2851,221,136,154,94,3456,16753,1608,1661,1484,5733,27239,0,0,1100,2360,520,181,21,214,6,16,283,18361,8140,2.299999952316284,188248,8140,23.100000381469727,3,9,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,1,13,0,0,0,0,0,3,9,0,1,13,1098,151,12,1,0,0,7477,1.7000000476837158,12,0,7477,1.600000023841858,1098,13,0,84.5
2019,175,부산경상대학교,전문대학,사립,부산,B그룹,88677,2189,90866,98337,2324,100661,0,0,7653,1,1,7653,108,0,108,731,293,1024,863,0,100661,2959,34,1024,100661,1,736,156,11,736,981,.800000011920929,219016426102,394594300,51095060,7000000,1052789372,398320901,0,0,1903799633,196765755670,238000000,54000000,7000000,1150000000,423020000,0,0,1872020000,1903799633,18962,100400.8,1903799633,219016426102,.9,1670878765,1694604170,1903799633,6.9,2758,2647,111,119,81,181,103,3242,0,50273,874,22,36,46,20,998,5145,231,957,434,3388,10155,0,0,680,65,0,0,0,0,0,9,149,5376,2758,1.899999976158142,50273,2758,18.200000762939453,10,9,0,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,9,0,1,20,0,0,0,1,1,10,9,0,2,21,1513,345,19,2,0,0,15670,1.2999999523162842,19,0,15670,1.2000000476837158,1513,21,0,72
2019,70,국립경국대학교,대학,국립,경북,B그룹,349715,77339,427054,730341,117433,847774,9,8,30671,1,18,30671,230,15,245,7314,4600,11914,6496,1467,847774,7477,113.4000015258789,11914,847774,1.399999976158142,246,46,8,246,314,.800000011920929,97570791620,328903839,75108250,5188800,379479224,206252920,0,81431889,1076364922,84478447000,345000000,77000000,4000000,219562000,150000000,0,55000000,850562000,1076364922,7771,138510.5,1076364922,97570791620,1.1,1042889000,1111499213,1076364922,1.7,18962,16597,2365,599,908,536,12709,33714,0,1185858,8460,949,423,252,1228,11312,57768,8699,6721,2942,44305,120435,0,0,4088,13800,143,178,129,1358,115,63,2113,66467,18962,3.5,1185858,18962,62.5,2,10,0,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,10,0,1,13,0,0,0,0,0,2,10,0,1,13,1379,242,12,0,0,1,7890,1.600000023841858,12,0,7890,1.5,1379,12,1,106.0999984741211
2019,71,국립공주대학교,대학,국립,충남,A그룹,483804,105308,589112,1130512,172431,1302943,20,13,41820,1,34,41820,424,64,488,23136,4366,27502,14077,0,1302943,15670,83.0999984741211,27502,1302943,2.200000047683716,4295.39990234375,915,33,4295.39990234375,3495,1.2000000476837158,5053456000,13398120,0,0,0,0,0,0,13398120,4753275000,13000000,0,0,0,0,0,0,13000000,13398120,65,206124.9,13398120,5053456000,.3,11243640,7536300,13398120,22.4,7771,7007,764,323,372,266,12814,21546,0,0,3519,294,200,154,527,4694,26964,2575,2883,2247,19338,54007,0,0,646,111,12221,74,32,453,24,33,1186,29539,7771,3.799999952316284,0,7771,0,2,3,0,1,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,5,0,1,8,0,0,0,0,0,2,5,0,1,8,426,37,5,1,2,0,6567,1.100000023841858,5,2,6567,1.100000023841858,426,6,2,53.29999923706055
2019,72,국립군산대학교,대학,국립,전북,B그룹,268909,47109,316018,589308,95374,684682,11,11,22968,5,27,22968,416,90,506,8876,3943,12819,11245,0,684682,7890,86.80000305175781,12819,684682,1.899999976158142,2898,182,19,2898,182,15.899999618530272,8006847894,2618640,0,0,0,0,0,0,2618640,0,3000000,0,0,0,0,0,0,3000000,2618640,306,8557.6,2618640,8006847894,0,2916600,2543220,2618640,-4.9,65,0,65,18,84,5,0,172,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,26000,65,400,4,6,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,11,0,0,0,0,0,4,6,0,1,11,1358,293,10,1,0,0,8140,1.2999999523162842,10,0,8140,1.2000000476837158,1358,11,0,123.5
2019,73,국립금오공과대학교,대학,국립,경북,B그룹,189673,41531,231204,413659,67776,481435,15,16,19497,3,34,19497,115,50,165,16538,3987,20525,14305,0,481435,6567,73.30000305175781,20525,481435,4.5,4791,834,74,4791,6425,.699999988079071,32945677596,86409410,15900700,6423520,19412000,10701065,0,9000000,147846695,28267178000,83000000,17000000,5000000,20000000,15000000,0,10000000,150000000,147846695,2719,54375.4,147846695,32945677596,.4,154314450,144937020,147846695,-2,9480,8059,1421,332,575,317,2096,12800,0,1006670,4355,463,258,226,721,6023,28754,5252,4425,3229,16219,57879,0,0,1816,1589,35,168,51,410,64,31,732,34006,9480,3.5999999046325684,1006670,9480,106.1999969482422,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,4,0,0,0,0,0,1,2,0,1,4,185,24,3,0,0,1,2758,1.2999999523162842,3,0,2758,1.100000023841858,185,3,1,46.29999923706055
2019,74,국립목포대학교,대학,국립,전남,B그룹,250833,90834,341667,497961,137829,635790,11,18,17166,0,29,17166,521,15,536,8706,5125,13831,8987,39887,635790,8140,78.0999984741211,13831,635790,2.200000047683716,18747,2500,82,18747,10388,1.7999999523162842,254703961398,489498066,0,10467500,882539000,448854316,0,16094000,1847452882,280273042000,500000000,0,1000000,904000000,560000000,0,50000000,2015000000,1847452882,20507,90088.9,1847452882,254703961398,.7,1824729443,1899850184,1847452882,.7,8962,8356,606,333,335,256,318,10204,0,262925,3606,95,163,185,98,4147,30516,1166,2425,3300,1045,38452,0,0,1750,2903,61,2,0,16,0,24,987,31682,8962,3.5,262925,8962,29.299999237060547,5,14,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,1,0,20,0,0,0,0,0,5,14,1,0,20,1288,216,20,0,0,0,18962,1.100000023841858,20,0,18962,1.100000023841858,1288,20,0,64.4000015258789
