YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_PKG,ER_ELV_PKG,ER_TTL_PKG,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_22A,BG3Y_MCS_23B,BG3Y_MCS_24C,BG3Y_BG3Y,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_OEU_EDC,UE_OEU_EP,UE_REU_EDC,UE_REU_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_OE_PTH,SES_OE_PTC,SES_OE2_PTH,SES_OE2_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCC,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2024,11,부산대학교,74.9,178,대학,국립,부산,A그룹,839939,600335,1440274,1677732,918540,2596272,42,59,7,3,111,430,161,591,57727,41077,98804,85239,40805,2596272,27126,95.6999969482422,98804,2596272,4.0,35803.3984375,5087,163,35803.3984375,27182,1.2999999523162842,462345439144,934831120,72324910,10021740,3216381600,946643620,75261000,55200000,5310663990,346830122000,774864000,93801000,10000000,2389134540,673858460,80000000,60000000,4081658000,5310663990,27126,195777.6,5310663990,462345439144,1.1,5277182260,5233974190,5310663990,0.3,27126,19759,7367,1425,2146,939,2047,33683,27182,19712,7470,1446,2207,958,20091,51884,0,4309295,9478,2858,1283,228,2773,16620,101645,43434,37926,3963,50003,236971,0,0,0,0,0,574,729,2092,2016,239,5735,8,4584,145079,27126,5.300000190734863,4309295,27126,158.89999389648438,10,37.0,0,2,49.0,0,0,0,0.0,0.0,0,2.0,0,2.0,4.0,0,0,0,0,0,10,39.0,0,4.0,53.0,0,0,0,0.0,0.0,10,39.0,0,4.0,53.0,935.9000244140624,337,1176.0,366,47.0,2.0,2.0,2.0,27182,1.899999976158142,47.0,2.0,27182,1.7999999523162842,2111.89990234375,48.0,5.0,39.79999923706055
2024,12,전남대학교,74.7,321,대학,국립,광주,A그룹,903591,488853,1392444,1381217,611311,1992528,40,47,5,0,92,478,193,671,27030,11880,38910,24699,25180,1992528,23747,83.9000015258789,38910,1992528,2.0,40393.0,4279,154,40393.0,24010,1.7000000476837158,418667608772,639368616,81847278,6041320,2407082060,754454043,1091030,0,3889884347,306454006000,505000000,42000000,5000000,0,0,10000000,1221001000,1783001000,3889884347,23747,163805.3,3889884347,418667608772,0.9,3449491708,3836693088,3889884347,6.3,23747,18937,4810,1283,1588,907,6004,33529,24010,19083,4927,1283,1710,892,6320,34215,0,1253406,8729,2415,1176,594,1347,14261,73557,28703,22467,10171,19622,154520,0,0,0,0,0,712,805,1300,280,264,4155,14,292,102260,23747,4.300000190734863,1253406,23747,52.79999923706055,10,24.0,0,3,37.0,0,0,0,0.0,0.0,0,2.0,0,0.0,2.0,0,0,0,0,0,10,26.0,0,3.0,39.0,0,0,0,0.0,0.0,10,26.0,0,3.0,39.0,1322.5,380,1437.800048828125,489,34.0,3.0,2.0,0.0,24010,1.600000023841858,34.0,2.0,24010,1.5,2760.300048828125,39.0,2.0,67.30000305175781
2024,13,울산과학기술원,74.6,295,대학,국립,울산,C그룹,103882,145822,249704,116975,168284,285259,45,31,7,1,84,0,0,0,6392,119,6511,6366,0,285259,3980,71.69999694824219,6511,285259,2.299999952316284,10657.0,1095,74,10657.0,4170,2.5999999046325684,354783504354,142248631,0,989340,1317382704,538845605,27300421,13000000,2039766701,328147210000,119000000,0,0,1460000000,584510000,12000000,0,2175510000,2039766701,3980,512504.2,2039766701,354783504354,0.6,1647099194,1750316853,2039766701,11.4,3980,1752,2228,320,189,443,188,5120,4170,1818,2352,320,171,455,232,5348,0,99384,961,737,119,373,85,2275,8625,4263,977,3554,968,18387,0,0,0,0,0,95,137,333,90,27,632,0,0,12888,3980,3.200000047683716,99384,3980,25.0,0,4.0,0,1,5.0,0,0,0,0.0,0.0,0,1.0,0,3.0,4.0,0,0,0,0,0,0,5.0,0,4.0,9.0,0,0,0,0.0,0.0,0,5.0,0,4.0,9.0,17.0,4,7.0,2,4.0,1.0,1.0,3.0,4170,1.7000000476837158,4.0,1.0,4170,1.2000000476837158,24.0,4.0,6.0,2.400000095367432
2024,14,이화여자대학교,73.4,308,대학,사립,서울,A그룹,650945,550484,1201429,953827,761694,1715521,42,89,7,7,145,227,534,761,39750,2738,42488,37384,43159,1715521,21848,78.5,42488,1715521,2.5,22120.0,3289,317,22120.0,22123,1.0,434846020189,668733769,713177127,7081908,2797290491,1250141774,41963989,57920000,5536309058,438439827000,693000000,708000000,5000000,2337000000,931580000,42000000,47000000,4763580000,5536309058,21848,253401.2,5536309058,434846020189,1.3,4793865487,5137163989,5536309058,7.5,21848,15940,5908,981,2093,676,9098,34696,22123,15933,6190,969,2247,665,8957,34961,0,815209,8371,4125,1033,428,2614,16571,71221,61881,24335,8912,77409,243758,0,0,0,0,0,2200,2583,3785,7244,139,1205,40,7719,133102,21848,6.099999904632568,815209,21848,37.29999923706055,12,8.0,0,1,21.0,0,0,0,0.0,0.0,0,11.0,10,2.0,23.0,0,0,0,0,0,12,19.0,10,3.0,44.0,0,0,0,0.0,0.0,12,19.0,10,3.0,44.0,991.0,303,631.300048828125,344,20.0,1.0,21.0,2.0,22123,1.7000000476837158,20.0,21.0,22123,1.899999976158142,1622.300048828125,21.0,23.0,36.900001525878906
2024,15,중앙대학교,73.1,339,대학,사립,서울,A그룹,541838,610401,1152239,1502794,838391,2341185,42,76,6,2,126,135,104,239,31671,3011,34682,24213,20305,2341185,29912,78.30000305175781,34682,2341185,1.5,33173.80078125,5560,248,33173.80078125,29685,1.100000023841858,432093528761,1133393782,101481730,27995220,2773654631,1208770774,56365987,229322281,5530984405,419680538000,1070000000,133600000,22000000,2862161727,1209000640,56149633,132000000,5484912000,5530984405,29912,184908.5,5530984405,432093528761,1.3,4310408865,5491183587,5530984405,14.1,29912,24014,5898,1152,1485,703,17966,51218,29685,23827,5858,1164,1746,706,19097,52398,0,2972750,9996,2183,703,397,2995,16274,97837,28549,14202,6175,136611,283374,0,0,0,0,0,163,69,1114,502,269,3059,20,1768,126386,29912,4.199999809265137,2972750,29912,99.4000015258789,5,12.0,0,0,17.0,0,0,0,0.0,0.0,1,18.0,1,0.0,20.0,0,0,0,0,0,6,30.0,1,0.0,37.0,0,0,0,0.0,0.0,6,30.0,1,0.0,37.0,548.7999877929688,128,1149.5,287,17.0,0.0,20.0,0.0,29685,1.100000023841858,17.0,20.0,29685,1.2000000476837158,1698.300048828125,17.0,20.0,45.900001525878906
2024,16,가톨릭대학교,73.1,6,대학,사립,경기,A그룹,460975,282083,743058,735232,431558,1166790,94,80,13,5,192,437,191,628,21557,2034,23591,20238,8828,1166790,10964,106.4000015258789,23591,1166790,2.0999999046325684,17684.0,2847,149,17684.0,11406,1.600000023841858,273426405866,455400344,35105528,1917268,3385203270,835839891,109331107,34160000,4856957408,252882163000,430443000,47100000,5500000,3772630000,909609000,120000000,35516000,5320798000,4856957408,10964,442991.4,4856957408,273426405866,1.8,4197659950,4302441701,4856957408,7.7,10964,8343,2621,1266,1671,525,4447,18873,11406,8714,2692,1285,1742,527,4081,19041,0,695432,3529,664,1715,164,406,6478,50577,16771,28975,4196,13453,113972,0,0,0,0,0,257,659,796,2552,106,1704,0,0,67348,10964,6.099999904632568,695432,10964,63.400001525878906,4,11.0,1,7,23.0,0,1,0,0.0,1.0,0,1.0,0,0.0,1.0,0,0,0,0,0,4,12.0,1,7.0,24.0,0,1,0,0.0,1.0,4,13.0,1,7.0,25.0,406.0,65,195.6999969482422,48,17.0,7.0,1.0,0.0,11406,2.0999999046325684,17.0,1.0,11406,1.600000023841858,601.7000122070312,24.0,1.5,23.600000381469727
2024,17,전북대학교,72.9,324,대학,국립,전북,A그룹,576323,254223,830546,1317600,435093,1752693,38,49,5,5,97,322,235,557,30180,11630,41810,30979,69384,1752693,21683,80.80000305175781,41810,1752693,2.400000095367432,40489.0,3910,220,40489.0,21804,1.899999976158142,355404591796,524167060,478133750,0,1929005156,934257456,12308400,45934000,3923805822,329787000000,366000000,37000000,0,1890000000,910000000,0,150000000,3353000000,3923805822,21683,180962.3,3923805822,355404591796,1.1,3206376458,3765033705,3923805822,10.8,21683,17800,3883,1080,1659,745,3406,28573,21804,17848,3956,1061,1822,748,3639,29074,0,1590202,7968,1462,617,390,718,11155,56373,14422,10805,4426,12155,98181,0,0,0,0,0,544,467,1370,2290,152,2174,1,3243,70795,21683,3.299999952316284,1590202,21683,73.30000305175781,7,19.0,2,1,29.0,0,0,0,0.0,0.0,0,2.0,0,0.0,2.0,0,0,0,0,0,7,21.0,2,1.0,31.0,0,0,0,0.0,0.0,7,21.0,2,1.0,31.0,489.0,169,816.0,228,28.0,1.0,2.0,0.0,21804,1.399999976158142,28.0,2.0,21804,1.399999976158142,1305.0,34.0,2.0,36.29999923706055
2024,18,세종대학교,72.9,236,대학,사립,서울,A그룹,387247,216210,603457,670896,325065,995961,33,34,4,5,76,95,65,160,8794,1110,9904,7480,0,995961,15495,64.30000305175781,9904,995961,1.0,17313.5,2625,159,17313.5,16206,1.100000023841858,209784204463,166636114,33958655,0,994109158,120684815,0,43830000,1359218742,235933775801,177339000,39000000,0,1082970000,370578000,0,43830000,1713717000,1359218742,15495,87719.8,1359218742,209784204463,0.6,1548044008,1369040820,1359218742,-6.1,15495,12414,3081,555,701,369,14102,31222,16206,12642,3564,575,750,375,14771,32677,0,400962,2623,298,280,193,113,3507,8995,1255,1442,1223,616,13531,0,0,0,0,0,50,69,98,40,64,516,0,0,10250,15495,0.699999988079071,400962,15495,25.89999961853028,1,4.0,0,0,5.0,0,0,0,0.0,0.0,0,11.0,2,1.0,14.0,0,0,0,0,0,1,15.0,2,1.0,19.0,0,0,0,0.0,0.0,1,15.0,2,1.0,19.0,96.5,22,397.0,91,5.0,0.0,13.0,1.0,16206,1.0,5.0,13.0,16206,1.100000023841858,493.5,6.0,12.0,27.39999961853028
2024,19,건국대학교,72.7,18,대학,사립,서울,A그룹,371854,192539,564393,1071638,256114,1327752,23,30,6,4,63,389,122,511,19937,3318,23255,13763,117209,1327752,19996,66.4000015258789,23255,1327752,1.7999999523162842,24648.0,3399,148,24648.0,19821,1.2000000476837158,286384086446,416329260,70874420,0,1679482202,898079065,179552755,33528000,3277845702,281768992000,388000000,70874420,0,1700000000,910000000,185000000,34000000,3287874420,3277845702,19996,163925.1,3277845702,286384086446,1.1,2499999899,2588000295,3277845702,15.1,19996,15688,4308,623,1560,666,26490,49335,19821,15491,4330,645,1598,689,26451,49204,0,19991,7177,1858,620,418,2383,12456,49570,19691,10973,4866,33560,118660,0,0,0,0,0,170,217,402,280,10,268,0,0,69261,19996,3.5,19991,19996,1.0,1,1.0,0,9,11.0,0,0,0,0.5,0.5,0,16.0,1,0.0,17.0,0,0,0,0,0,1,17.0,1,9.0,28.0,0,0,0,0.5,0.5,1,17.0,1,9.5,28.5,11.5,3,468.7999877929688,117,2.0,9.5,17.0,0.0,19821,1.2000000476837158,2.0,17.0,19821,1.0,480.2999877929688,6.0,15.0,22.89999961853028
2024,20,충남대학교,72.5,357,대학,국립,대전,A그룹,647129,312057,959186,1384573,506935,1891508,39,54,6,4,103,56,314,370,15538,20225,35763,26690,11997,1891508,22305,84.80000305175781,35763,1891508,1.899999976158142,37738.0,5170,169,37738.0,22475,1.7000000476837158,370388797231,393999860,387688680,0,2615649739,777789762,12894570,30699060,4218721671,259045637000,40000000,447600000,0,1800000000,55000000,0,0,2342600000,4218721671,22305,189137.9,4218721671,370388797231,1.1,4462900887,4027904920,4218721671,-2.5,22305,17375,4930,1036,1620,869,6078,31908,22475,17432,5043,1050,1655,842,6659,32681,0,1256919,6570,1787,608,440,738,10143,57187,19970,11513,5475,14655,108800,0,0,0,0,0,775,546,2483,3403,337,7016,32,1393,77157,22305,3.5,1256919,22305,56.400001525878906,9,18.0,0,2,29.0,0,0,0,0.0,0.0,0,0.800000011920929,0,2.0,2.799999952316284,0,0,0,0,0,9,18.799999237060547,0,4.0,31.799999237060547,0,0,0,0.0,0.0,9,18.799999237060547,0,4.0,31.799999237060547,545.0999755859375,175,1416.5999755859375,369,27.0,2.0,0.7999999523162842,2.0,22475,1.2999999523162842,27.0,0.7999999523162842,22475,1.2000000476837158,1961.699951171875,29.5,3.0,60.400001525878906
2024,21,영남대학교,72.4,276,대학,사립,경북,A그룹,630548,446288,1076836,1136711,667710,1804421,58,52,7,0,117,563,68,631,17848,2838,20686,19407,97774,1804421,22779,79.19999694824219,20686,1804421,1.2000000476837158,35510.19921875,3921,281,35510.19921875,22834,1.600000023841858,363728549651,305670286,64947530,5138690,1613774408,750753585,84452072,2028000,2826764571,363155517000,240000000,66000000,6000000,1637250000,751200000,91500000,48000000,2839950000,2826764571,22779,124095.2,2826764571,363728549651,0.8,2553111143,2627240026,2826764571,5.2,22779,20332,2447,924,1138,602,1700,27143,22834,20385,2449,909,1175,616,1801,27335,0,689506,7678,907,615,510,371,10081,71671,21665,22318,9148,11676,136478,0,0,0,0,0,463,940,767,608,26,457,4,121,93336,22779,4.099999904632568,689506,22779,30.299999237060547,10,11.0,1,2,24.0,0,0,0,0.0,0.0,0,7.0,0,3.0,10.0,0,0,0,0,0,10,18.0,1,5.0,34.0,0,0,0,0.0,0.0,10,18.0,1,5.0,34.0,758.5999755859375,163,17.5,5,22.0,2.0,7.0,3.0,22834,1.2999999523162842,22.0,7.0,22834,1.2999999523162842,776.0999755859375,24.0,11.0,22.200000762939453
2024,22,인하대학교,72.3,316,대학,사립,인천,A그룹,608027,343881,951908,1235156,402515,1637671,49,49,5,3,106,441,67,508,11781,2814,14595,12996,2285,1637671,21092,77.5999984741211,14595,1637671,0.8999999761581421,26217.19921875,3348,173,26217.19921875,20940,1.2999999523162842,279494502290,309011407,48210943,1175940,1842313782,710341788,36743560,24269000,2972066420,286768744000,308250000,48000000,2000000,2460000000,555000000,37000000,30000000,3440250000,2972066420,21092,140909.7,2972066420,279494502290,1.1,3051469559,3182316800,2972066420,-1.2,21092,17798,3294,890,1157,450,11577,35166,20940,17528,3412,888,1249,565,10352,33994,0,1134964,7608,1203,507,407,855,10580,56120,12578,8075,5704,34122,116599,0,0,0,0,0,281,1013,909,212,23,568,9,4823,68698,21092,3.299999952316284,1134964,21092,53.79999923706055,7,4.0,1,0,12.0,0,0,0,0.0,0.0,0,11.0,0,1.0,12.0,0,0,0,0,0,7,15.0,1,1.0,24.0,0,0,0,0.0,0.0,7,15.0,1,1.0,24.0,650.5,196,348.0,89,12.0,0.0,11.0,1.0,20940,1.0,12.0,11.0,20940,1.100000023841858,998.5,11.0,12.0,43.400001525878906
2024,23,아주대학교,72.1,264,대학,사립,경기,A그룹,386839,265389,652228,681244,464763,1146007,57,57,5,3,122,157,31,188,17085,694,17779,16307,13569,1146007,13842,82.80000305175781,17779,1146007,1.600000023841858,15377.7998046875,2439,96,15377.7998046875,14075,1.100000023841858,292754588292,330674689,33709072,888880,2558746366,696878181,36126245,42736000,3699759433,307244979000,286000000,43000000,3000000,2953766000,765355000,39479000,43000000,4133600000,3699759433,13842,267285.0,3699759433,292754588292,1.3,3193341608,3383586770,3699759433,7.7,13842,9825,4017,746,919,382,8534,24423,14075,9847,4228,742,971,441,9561,25790,0,1095419,5559,1352,492,408,1881,9692,55705,13404,11077,6468,24746,111400,0,0,0,0,0,238,298,1161,592,86,2122,11,836,69109,13842,5.0,1095419,13842,79.0999984741211,0,10.0,0,4,14.0,0,0,0,0.0,0.0,0,9.0,0,0.0,9.0,0,0,0,0,0,0,19.0,0,4.0,23.0,0,0,0,0.0,0.0,0,19.0,0,4.0,23.0,1015.5,198,1310.9000244140625,262,10.0,4.0,9.0,0.0,14075,1.399999976158142,10.0,9.0,14075,1.2999999523162842,2326.39990234375,14.0,10.0,96.9000015258789
2024,24,강원대학교,71.7,14,대학,국립,강원,A그룹,889428,210271,1099699,1324022,330676,1654698,35,55,6,2,98,529,165,694,38843,3858,42701,37665,0,1654698,21759,76.0,42701,1654698,2.5999999046325684,34840.0,4209,335,34840.0,21593,1.600000023841858,372814265478,769912105,572036000,1070970,1845319557,798916613,54565984,28000000,4069821229,277933712000,596300000,712030384,1000000,652500000,213500000,0,0,2175330384,4069821229,21759,187040.8,4069821229,372814265478,1.1,3479036336,4157964891,4069821229,8.7,21759,19031,2728,1005,1501,1028,1850,27143,21593,18663,2930,1022,1584,1050,2729,27978,0,867479,8193,1101,765,547,904,11510,52527,9766,10924,5450,30538,109205,0,0,0,0,0,206,308,566,2637,208,2498,25,4018,62293,21759,2.900000095367432,867479,21759,39.900001525878906,10,16.0,0,2,28.0,0,0,0,0.0,0.0,1,0.0,0,3.5,4.5,0,0,0,0,0,11,16.0,0,5.5,32.5,0,0,0,0.0,0.0,11,16.0,0,5.5,32.5,958.0,295,1529.5,318,26.0,2.0,1.0,3.5,21593,1.399999976158142,26.0,1.0,21593,1.2999999523162842,2487.5,27.0,4.5,79.0
2024,25,동국대학교,71.6,135,대학,사립,서울,A그룹,873687,367377,1241064,1271197,443450,1714647,32,60,4,0,96,391,260,651,17935,3902,21837,20263,2347,1714647,17607,97.4000015258789,21837,1714647,1.2999999523162842,23899.099609375,2653,146,23899.099609375,17982,1.2999999523162842,273532550679,517059631,95057671,8250000,1052768524,861356066,0,0,2534491892,274055059600,479463000,120355740,0,1011000000,463314500,0,0,2074133240,2534491892,17607,143948.0,2534491892,273532550679,0.9,2435963518,3437345962,2534491892,7.4,17607,13416,4191,681,1793,537,9974,30592,17982,13559,4423,684,1850,567,11305,32388,0,685479,6885,1973,574,296,542,10270,66615,32342,11635,4188,6042,120822,0,0,0,0,0,145,235,555,404,113,3133,0,0,98957,17607,5.599999904632568,685479,17607,38.900001525878906,5,4.0,0,0,9.0,0,0,0,0.0,0.0,0,13.0,0,1.0,14.0,0,0,0,0,0,5,17.0,0,1.0,23.0,0,0,0,0.0,0.0,5,17.0,0,1.0,23.0,354.0,56,742.0,176,9.0,0.0,13.0,1.0,17982,1.100000023841858,9.0,13.0,17982,1.2000000476837158,1096.0,7.0,11.0,60.900001525878906
2024,26,경상국립대학교,71.5,37,대학,국립,경남,A그룹,637412,293394,930806,1190824,457444,1648268,47,52,5,3,107,253,113,366,36477,11509,47986,33950,57540,1648268,20208,81.5999984741211,47986,1648268,3.0,34340.0,3774,161,34340.0,20128,1.7000000476837158,412649372144,833658170,524140000,0,2113810026,829996478,36196631,40730000,4378531305,268025862000,668121000,565152000,0,1638000000,902427000,37000000,53000000,3863700000,4378531305,20208,216673.2,4378531305,412649372144,1.1,4087438309,4067984856,4378531305,3.6,20208,17631,2577,1027,1468,831,16385,39919,20128,17515,2613,1037,1512,846,12481,36004,0,1203863,8098,682,698,350,938,10766,75457,8563,14560,6248,12396,117224,0,0,0,0,0,474,348,1602,657,77,723,106,2915,84020,20208,4.199999809265137,1203863,20208,59.59999847412109,7,17.0,1,0,25.0,0,0,0,0.0,0.0,3,4.0,0,0.0,7.0,0,0,0,0,0,10,21.0,1,0.0,32.0,0,0,0,0.0,0.0,10,21.0,1,0.0,32.0,992.9000244140624,384,1049.5999755859375,325,25.0,0.0,7.0,0.0,20128,1.5,25.0,7.0,20128,1.600000023841858,2042.5,26.0,5.0,65.9000015258789
2024,27,광주과학기술원,71.4,61,대학,국립,광주,C그룹,88464,85897,174361,109707,87384,197091,27,23,4,1,55,0,0,0,2588,2476,5064,4283,6328,197091,2110,93.4000015258789,5064,197091,2.5999999046325684,8760.0,585,48,8760.0,2229,3.900000095367432,275539014000,43426275,0,0,1693113599,265311258,0,7900000,2009751132,270109817000,60000000,0,0,1104688742,265311258,0,7900000,1437900000,2009751132,2110,952488.7,2009751132,275539014000,0.7,1832944275,1664448615,2009751132,5.8,2110,833,1277,188,108,741,0,3147,2229,897,1332,191,113,640,163,3336,0,135834,550,595,146,270,31,1592,8459,5371,6185,6105,441,26561,0,0,0,0,0,86,128,174,3,0,0,21,181,13830,2110,6.599999904632568,135834,2110,64.4000015258789,0,3.0,0,2,5.0,0,0,0,0.0,0.0,0,1.0,0,7.0,8.0,0,0,0,0,0,0,4.0,0,9.0,13.0,0,0,0,0.0,0.0,0,4.0,0,9.0,13.0,45.0,3,10.0,2,3.0,2.0,1.0,7.0,2229,4.0,3.0,1.0,2229,1.7999999523162842,55.0,4.0,8.0,4.599999904632568
2024,28,과학기술연합대학원대학교,71.4,56,대학원대학,국립,대전,-,5579,122943,128522,17394,122943,140337,2,6,0,0,8,0,0,0,13376,0,13376,13313,0,140337,1352,103.8000030517578,13376,140337,10.5,0.0,0,0,0.0,1465,0.0,27154474055,251524541,0,0,24435000,97163928,0,0,373123469,26824429908,227000000,0,0,25000000,98000000,0,0,350000000,373123469,1352,275978.9,373123469,27154474055,1.4,259574187,294799249,373123469,20.1,1352,0,1352,1208,179,82,0,2821,1465,0,1465,1299,195,86,0,3045,0,3000,0,141,98,25,0,264,0,1056,751,220,0,2027,0,0,0,0,0,0,0,3,3,5,124,0,0,1056,1352,0.800000011920929,3000,1352,2.200000047683716,0,0.0,0,0,0.0,0,0,0,1.0,1.0,0,0.0,0,0.0,0.0,0,0,0,1,1,0,0.0,0,0.0,0.0,0,0,0,2.0,2.0,0,0.0,0,2.0,2.0,13.0,3,0.0,0,0.0,1.0,0.0,1.0,1465,0.8999999761581421,0.0,0.0,1465,0.0,13.0,1.0,1.0,6.5
2024,29,인제대학교,71.1,310,대학,사립,경남,B그룹,434485,168857,603342,692379,244277,936656,26,29,6,0,61,78,10,88,7753,1311,9064,7162,0,936656,8747,107.0999984741211,9064,936656,1.0,13896.2001953125,2297,144,13896.2001953125,8294,1.7000000476837158,140149947476,161724940,1605000,3998000,1651342138,170161077,36469498,0,2025300653,136345573000,84350000,1790000,1000000,910800000,173200000,36000000,0,1207140000,2025300653,8747,231542.3,2025300653,140149947476,1.4,1570221506,1479128144,2025300653,15.6,8747,7595,1152,937,534,345,1262,11825,8294,7177,1117,884,550,340,1648,11716,0,225894,2513,268,239,160,155,3335,23368,2544,3296,1763,3647,34618,0,0,0,0,0,40,85,294,110,26,909,1,1601,25912,8747,3.0,225894,8747,25.799999237060547,2,4.0,0,1,7.0,0,1,0,0.0,1.0,0,4.0,0,0.0,4.0,0,0,0,0,0,2,8.0,0,1.0,11.0,0,1,0,0.0,1.0,2,9.0,0,1.0,12.0,415.0,67,66.0,14,7.0,1.0,4.0,0.0,8294,1.2999999523162842,7.0,4.0,8294,1.2999999523162842,481.0,8.0,4.0,40.09999847412109
2024,30,가천대학교,71.0,3,대학,사립,경기,A그룹,416926,165423,582349,1007351,212042,1219393,38,44,4,7,93,6,0,6,19218,7510,26728,18783,0,1219393,23393,52.09999847412109,26728,1219393,2.200000047683716,13194.2998046875,3043,223,13194.2998046875,24831,0.5,298740608336,552268192,0,0,1232621457,604479743,0,73684711,2463054103,333006706000,630000000,0,0,1367000000,640000000,0,80000000,2717000000,2463054103,23393,105290.2,2463054103,298740608336,0.8,1973755559,1995611825,2463054103,12.3,23393,20563,2830,938,1608,387,5575,31901,24831,21601,3230,977,1717,400,5180,33105,0,934973,5134,417,377,241,155,6324,52887,3405,15004,2422,3077,76795,0,0,0,0,0,47,154,403,97,64,409,0,0,56292,23393,2.400000095367432,934973,23393,40.0,2,8.0,0,8,18.0,0,0,0,0.0,0.0,0,8.0,0,6.0,14.0,0,0,0,0,0,2,16.0,0,14.0,32.0,0,0,0,0.0,0.0,2,16.0,0,14.0,32.0,334.0,79,1029.0,215,10.0,8.0,8.0,6.0,24831,1.0,10.0,8.0,24831,0.699999988079071,1363.0,16.0,14.0,45.400001525878906
