YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR
2019,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,120,대구한의대학교,대학,사립,경북,B그룹,261108,86318,347426,486161,129528,615689,9,12,35682,1,22,35682,343,27,370,15079,3997,19076,15277,22,615689,7256,84.9000015258789,19076,615689,3.200000047683716
2019,121,대덕대학교,전문대학,사립,대전,C그룹,71473,685,72158,167446,913,168359,4,4,41615,2,10,41615,106,3,109,5808,81197,87005,21339,17705,168359,3996,42.09999847412109,87005,168359,106.9000015258789
2019,122,대동대학교,전문대학,사립,부산,C그룹,48420,1083,49503,53217,1155,54372,3,4,10786,0,7,10786,73,3,76,1579,295,1874,1735,0,54372,1557,34.900001525878906,1874,54372,3.5999999046325684
2019,123,대림대학교,전문대학,사립,경기,A그룹,96218,47692,143910,140710,49230,189940,3,1,54006,2,6,54006,127,0,127,8110,22527,30637,26479,0,189940,6599,28.799999237060547,30637,189940,19.200000762939453
2019,124,대신대학교,대학,사립,경북,C그룹,79123,10781,89904,98688,11445,110133,2,3,7765,0,5,7765,126,5,131,670,2016,2686,2479,0,110133,619,177.89999389648438,2686,110133,2.5
2019,125,대원대학교,전문대학,사립,충북,C그룹,53320,3588,56908,81965,4085,86050,2,0,10346,2,4,10346,251,0,251,3888,736,4624,3963,0,86050,2453,35.099998474121094,4624,86050,5.699999809265137
2019,126,대전가톨릭대학교,대학,사립,세종,C그룹,89956,35089,125045,105607,36745,142352,0,4,35804,0,4,35804,136,73,209,1217,1322,2539,2047,936,142352,84,1694.699951171875,2539,142352,1.7999999523162842
2019,127,대전과학기술대학교,전문대학,사립,대전,B그룹,78294,99355,177649,174240,170204,344444,2,1,3440,3,6,3440,187,14,201,3269,1628,4897,2740,0,344444,4375,78.69999694824219,4897,344444,1.399999976158142
2019,128,대전대학교,대학,사립,대전,B그룹,389077,111385,500462,599435,156485,755920,6,16,80737,10,32,80737,382,27,409,31620,3665,35285,33264,0,755920,10093,74.9000015258789,35285,755920,4.900000095367432
2019,129,대전보건대학교,전문대학,사립,대전,A그룹,90989,10515,101504,164344,13414,177758,2,12,23945,1,15,23945,82,0,82,4665,7524,12189,3953,0,177758,5818,30.600000381469727,12189,177758,7.400000095367432
2019,130,대전신학대학교,대학,사립,대전,C그룹,40455,9272,49727,65725,11660,77385,0,2,4338,0,2,4338,184,0,184,205,10,215,211,0,77385,210,368.5,215,77385,0.3000000119209289
2019,131,대진대학교,대학,사립,경기,B그룹,265774,93426,359200,526486,145063,671549,8,19,39300,8,35,39300,229,7,236,15557,3502,19059,11874,0,671549,7975,84.19999694824219,19059,671549,2.900000095367432
2019,132,대한신학대학원대학교,대학원대학,사립,경기,-,7405,1931,9336,13118,2699,15817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15817,322,49.09999847412109,0,15817,0.0
2019,133,덕성여자대학교,대학,사립,서울,B그룹,378345,74287,452632,624311,127500,751811,17,20,13873,6,43,13873,773,93,866,10164,2991,13155,10996,3146,751811,6079,123.6999969482422,13155,751811,1.7999999523162842
2019,134,동강대학교,전문대학,사립,광주,B그룹,109765,8608,118373,156909,10049,166958,1,0,15129,1,2,15129,101,1,102,3706,613,4319,3350,0,166958,3371,49.5,4319,166958,2.700000047683716
2019,135,동국대학교,대학,사립,서울,A그룹,786627,184535,971162,1172142,258912,1431054,36,35,66772,0,71,66772,839,390,1229,35249,5034,40283,34178,0,1431054,17331,82.5999984741211,40283,1431054,2.900000095367432
2019,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,412706,100056,512762,649048,146201,795249,10,16,20883,1,27,20883,1170,89,1259,8434,2417,10851,10054,16350,795249,8480,93.8000030517578,10851,795249,1.399999976158142
2019,137,동남보건대학교,전문대학,사립,경기,A그룹,75837,6682,82519,137905,7755,145660,0,4,17875,1,5,17875,32,0,32,4833,1371,6204,4553,0,145660,4765,30.600000381469727,6204,145660,4.400000095367432
2019,138,동덕여자대학교,대학,사립,서울,B그룹,206903,79942,286845,414360,113101,527461,11,25,66045,2,38,66045,351,158,509,9939,1257,11196,6424,0,527461,7148,73.80000305175781,11196,527461,2.200000047683716
2019,139,동명대학교,대학,사립,부산,B그룹,351249,43755,395004,466702,49879,516581,2,7,30866,0,9,30866,50,8,58,22767,2526,25293,19754,0,516581,8230,62.79999923706055,25293,516581,5.099999904632568
2019,140,동방문화대학원대학교,대학원대학,사립,서울,-,19282,3276,22558,20708,3888,24596,3,0,946,0,3,946,14,0,14,162,289,451,224,0,24596,256,96.0999984741211,451,24596,1.899999976158142
2019,141,동부산대학교,전문대학,사립,부산,C그룹,113946,9360,123306,135094,9916,145010,0,1,4340,0,1,4340,95,0,95,1520,960,2480,2467,0,145010,1671,86.80000305175781,2480,145010,1.7000000476837158
2019,142,동서대학교,대학,사립,부산,B그룹,293622,109847,403469,613196,137609,750805,9,12,107264,0,21,107264,341,68,409,14894,19339,34233,19827,4,750805,10883,69.0,34233,750805,4.800000190734863
2019,143,동서울대학교,전문대학,사립,경기,A그룹,98854,9185,108039,212632,10531,223163,2,1,14399,3,6,14399,74,0,74,5338,64,5402,3294,857,223163,5719,39.0,5402,223163,2.5
2019,144,동신대학교,대학,사립,전남,B그룹,459190,107438,566628,573988,134298,708286,7,15,74060,5,27,74060,313,42,355,20123,2380,22503,21466,0,708286,7394,95.8000030517578,22503,708286,3.299999952316284
2019,145,동아대학교,대학,사립,부산,A그룹,551701,253514,805215,999350,363121,1362471,30,24,44471,0,54,44471,301,183,484,25313,4800,30113,19628,9552,1362471,20954,65.0,30113,1362471,2.299999952316284
2019,146,동아방송예술대학교,전문대학,사립,경기,B그룹,60350,14229,74579,84193,14508,98701,1,8,21652,0,9,21652,69,0,69,6779,275,7054,5142,0,98701,3006,32.79999923706055,7054,98701,7.699999809265137
2019,147,동아보건대학교,전문대학,사립,전남,C그룹,43281,0,43281,57673,0,57673,0,2,6621,0,2,6621,47,0,47,2358,9162,11520,10340,184,57673,1823,31.600000381469727,11520,57673,25.0
2019,148,동양대학교,대학,사립,경북,C그룹,143667,60152,203819,266091,76477,342568,5,0,27715,2,7,27715,58,0,58,13637,709,14346,10565,10103,342568,4542,75.4000015258789,14346,342568,4.400000095367432
2019,149,동양미래대학교,전문대학,사립,서울,A그룹,172675,18904,191579,257558,24708,282266,5,4,21462,2,11,21462,217,22,239,7600,145,7745,6603,0,282266,5738,49.20000076293945,7745,282266,2.799999952316284
2019,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,151,동원과학기술대학교,전문대학,사립,경남,B그룹,53159,1895,55054,82397,2173,84570,1,0,1896,0,1,1896,87,1,88,1667,290,1957,997,0,84570,2270,37.29999923706055,1957,84570,2.400000095367432
2019,152,동원대학교,전문대학,사립,경기,B그룹,84833,2076,86909,125007,3337,128344,0,1,16130,0,1,16130,62,0,62,5652,0,5652,4080,0,128344,3671,35.0,5652,128344,4.599999904632568
2019,153,동의과학대학교,전문대학,사립,부산,B그룹,89877,5681,95558,156159,7207,163366,4,4,34148,1,9,34148,116,15,131,4889,20,4909,3173,13084,163366,5300,30.799999237060547,4909,163366,3.0999999046325684
2019,154,동의대학교,대학,사립,부산,A그룹,431705,150241,581946,919786,273151,1192937,10,16,20289,4,30,20289,377,24,401,21610,2229,23839,15960,0,1192937,16570,72.0,23839,1192937,2.0
2019,155,두원공과대학교,전문대학,사립,경기,B그룹,62063,9176,71239,121511,10397,131908,1,1,1732,0,2,1732,141,0,141,4671,0,4671,1536,0,131908,5489,24.0,4671,131908,3.700000047683716
2019,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,2552,0,2552,10031,0,10031,0,1,2552,0,1,2552,0,0,0,126,0,126,98,0,10031,3744,2.700000047683716,126,10031,1.2999999523162842
2019,157,루터대학교,대학,사립,경기,C그룹,18200,6449,24649,29737,10788,40525,5,5,7106,0,10,7106,48,20,68,366,658,1024,939,62,40525,402,100.8000030517578,1024,40525,2.5999999046325684
2019,158,마산대학교,전문대학,사립,경남,A그룹,98444,1311,99755,179590,1502,181092,3,4,34879,0,7,34879,127,0,127,10515,0,10515,6368,0,181092,5539,32.70000076293945,10515,181092,6.199999809265137
2019,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,160,명지대학교,대학,사립,서울,A그룹,612940,263963,876903,1123604,345765,1469369,26,15,404143,13,54,404143,1163,101,1264,75719,5851,81570,57983,0,1469369,15984,91.9000015258789,81570,1469369,5.900000095367432
2019,161,명지전문대학,전문대학,사립,서울,A그룹,111635,12359,123994,219450,14739,234189,2,4,10477,2,8,10477,2417,140,2557,9550,348,9898,8130,0,234189,7178,32.599998474121094,9898,234189,4.400000095367432
2019,162,목원대학교,대학,사립,대전,B그룹,217052,178115,395167,411890,242710,654600,9,16,125343,8,33,125343,395,30,425,18223,3743,21966,9781,50,654600,8477,77.19999694824219,21966,654600,3.5
2019,163,목포가톨릭대학교,대학,사립,전남,C그룹,34226,3450,37676,44154,3526,47680,4,6,9327,0,10,9327,15,1,16,1194,47,1241,1100,0,47680,519,91.9000015258789,1241,47680,2.700000047683716
2019,164,목포과학대학교,전문대학,사립,전남,B그룹,60263,4472,64735,65956,5718,71674,0,3,4732,0,3,4732,20,0,20,1724,0,1724,1412,0,71674,2302,31.100000381469727,1724,71674,2.5
2019,165,문경대학교,전문대학,사립,경북,C그룹,31618,190,31808,40677,210,40887,1,2,2283,0,3,2283,70,0,70,864,28,892,782,0,40887,864,47.29999923706055,892,40887,2.200000047683716
2019,166,배재대학교,대학,사립,대전,B그룹,206264,211538,417802,461149,263662,724811,10,13,162999,5,28,162999,331,97,428,29583,47406,76989,67099,36,724811,9102,79.5999984741211,76989,724811,11.899999618530272
2019,167,배화여자대학교,전문대학,사립,서울,B그룹,73312,5730,79042,145580,7311,152891,2,0,4222,1,3,4222,73,16,89,3041,1244,4285,2248,637,152891,2909,52.59999847412109,4285,152891,2.900000095367432
2019,168,백석대학교,대학,사립,충남,A그룹,379245,364172,743417,738889,405805,1144694,7,11,388786,6,24,388786,219,64,283,78096,3087,81183,79020,22651,1144694,14288,80.0999984741211,81183,1144694,7.599999904632568
2019,169,백석문화대학교,전문대학,사립,충남,A그룹,86595,15241,101836,169778,20597,190375,0,4,11648,7,11,11648,18,0,18,1581,697,2278,1881,0,190375,5479,34.70000076293945,2278,190375,1.2000000476837158
2019,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,171,백제예술대학교,전문대학,사립,전북,C그룹,31510,1298,32808,43175,2241,45416,0,0,1257,0,0,1257,15,0,15,196,0,196,196,0,45416,1355,33.5,196,45416,0.4000000059604645
2019,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,17823,176,17999,37246,209,37455,0,0,0,0,0,0,18,14,32,275,13,288,149,0,37455,54,693.5999755859375,288,37455,0.800000011920929
2019,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,174,부산가톨릭대학교,대학,사립,부산,C그룹,182207,106647,288854,268249,116212,384461,7,13,83695,1,21,83695,467,19,486,4156,4040,8196,7053,0,384461,4163,92.4000015258789,8196,384461,2.200000047683716
2019,175,부산경상대학교,전문대학,사립,부산,B그룹,88677,2189,90866,98337,2324,100661,0,0,7653,1,1,7653,108,0,108,731,293,1024,863,0,100661,2959,34.0,1024,100661,1.0
2019,176,부산과학기술대학교,전문대학,사립,부산,B그룹,109844,4004,113848,150260,5222,155482,2,1,12220,0,3,12220,120,0,120,5774,0,5774,2434,0,155482,4042,38.5,5774,155482,3.900000095367432
2019,177,부산교육대학교,대학,국립,부산,C그룹,162869,14435,177304,300636,17741,318377,6,10,22423,1,17,22423,197,29,226,7610,1188,8798,3428,0,318377,2439,130.5,8798,318377,2.799999952316284
2019,178,부산대학교,대학,국립,부산,A그룹,754660,502359,1257019,1644702,820952,2465654,37,48,354945,4,89,354945,990,1175,2165,136146,15889,152035,116616,114192,2465654,28715,85.9000015258789,152035,2465654,6.599999904632568
2019,179,부산디지털대학교,대학,사립,부산,C그룹,2722,0,2722,2722,0,2722,1,0,742,0,1,742,0,0,0,86,0,86,86,0,2722,2243,1.2000000476837158,86,2722,3.299999952316284
2019,180,부산보건대학교,전문대학,사립,부산,B그룹,76547,12717,89264,97622,16997,114619,3,5,36065,0,8,36065,153,0,153,4857,1682,6539,6421,0,114619,3135,36.59999847412109,6539,114619,6.099999904632568
2019,181,부산여자대학교,전문대학,사립,부산,C그룹,138986,1406,140392,158614,1471,160085,4,4,5437,0,8,5437,101,8,109,2302,678,2980,2782,0,160085,2877,55.59999847412109,2980,160085,1.899999976158142
2019,182,부산예술대학교,전문대학,사립,부산,C그룹,9058,0,9058,13035,0,13035,0,0,0,0,0,0,0,0,0,467,987,1454,1417,0,13035,749,17.399999618530273,1454,13035,12.600000381469728
2019,183,부산외국어대학교,대학,사립,부산,B그룹,277505,194472,471977,520694,283236,803930,7,16,62265,6,29,62265,394,43,437,27867,3339,31206,27564,1064,803930,9075,88.5999984741211,31206,803930,4.0
2019,184,부산장신대학교,대학,사립,경남,C그룹,40132,5150,45282,60856,6579,67435,5,0,0,0,5,0,48,0,48,985,75,1060,850,0,67435,465,145.0,1060,67435,1.600000023841858
2019,185,부천대학교,전문대학,사립,경기,A그룹,165840,23297,189137,262732,28347,291079,2,9,40087,1,12,40087,139,16,155,9622,2518,12140,9610,0,291079,7668,38.0,12140,291079,4.400000095367432
2019,186,삼육대학교,대학,사립,서울,B그룹,208599,83155,291754,333308,114325,447633,1,14,36046,5,20,36046,131,103,234,12400,15792,28192,23491,17,447633,6054,73.9000015258789,28192,447633,6.699999809265137
2019,187,삼육보건대학교,전문대학,사립,서울,C그룹,43685,1801,45486,57437,2671,60108,1,2,3241,0,3,3241,155,2,157,2303,668,2971,2552,0,60108,1404,42.79999923706055,2971,60108,5.199999809265137
2019,188,상명대학교,대학,사립,서울,A그룹,539042,196757,735799,948172,268589,1216761,14,15,174152,7,36,174152,463,117,580,33650,17456,51106,36021,134480,1216761,14001,86.9000015258789,51106,1216761,4.400000095367432
2019,189,상지대학교,대학,사립,강원,B그룹,229960,24913,254873,547359,47018,594377,7,9,10487,8,24,10487,355,1,356,5436,1418,6854,4262,0,594377,6720,88.4000015258789,6854,594377,1.2000000476837158
2019,190,상지영서대학교,전문대학,사립,강원,B그룹,65962,3916,69878,117776,4862,122638,0,0,8482,0,0,8482,30,0,30,2112,0,2112,1535,3142,122638,2414,50.79999923706055,2112,122638,1.7999999523162842
2019,191,서강대학교,대학,사립,서울,A그룹,391081,445828,836909,691017,583810,1274827,41,44,61604,6,91,61604,230,186,416,30848,2482,33330,28139,0,1274827,11103,114.8000030517578,33330,1274827,2.700000047683716
2019,192,서경대학교,대학,사립,서울,B그룹,272059,46209,318268,502841,66158,568999,4,4,31146,3,11,31146,448,80,528,24974,834,25808,22318,0,568999,6858,83.0,25808,568999,4.800000190734863
2019,193,서남대학교,대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,194,서라벌대학교,전문대학,사립,경북,C그룹,30059,4148,34207,106374,16526,122900,1,2,2291,0,3,2291,73,0,73,1136,147,1283,922,0,122900,729,168.60000610351562,1283,122900,1.100000023841858
2019,195,서영대학교,전문대학,사립,광주,A그룹,78159,3213,81372,95805,3544,99349,1,6,29549,1,8,29549,169,0,169,4739,0,4739,3936,0,99349,5179,19.200000762939453,4739,99349,5.0
2019,196,서울과학기술대학교,대학,국립,서울,A그룹,323197,109316,432513,611099,130370,741469,24,26,44130,4,54,44130,523,36,559,21345,606,21951,12880,0,741469,11934,62.09999847412109,21951,741469,3.0999999046325684
2019,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,1672,244,1916,2493,323,2816,2,1,0,0,3,0,4,0,4,0,18,18,2,0,2816,506,5.599999904632568,18,2816,0.6000000238418579
2019,198,서울교육대학교,대학,국립,서울,C그룹,160442,26737,187179,279334,36009,315343,9,7,43651,0,16,43651,177,25,202,8672,1470,10142,8314,0,315343,2988,105.5,10142,315343,3.299999952316284
2019,199,서울기독대학교,대학,사립,서울,C그룹,29794,12278,42072,40104,14860,54964,3,8,4840,0,11,4840,62,2,64,1113,51,1164,1065,0,54964,808,68.0,1164,54964,2.200000047683716
2019,200,서울대학교,대학,국립,서울,A그룹,707717,1139047,1846764,2413999,2753707,5167706,89,107,665726,0,196,665726,1679,2050,3729,34716,33869,68585,54365,7644,5167706,28102,183.8999938964844,68585,5167706,1.2999999523162842
2019,201,서울디지털대학교,대학,사립,서울,A그룹,12792,0,12792,35985,0,35985,1,0,11719,0,1,11719,0,0,0,1108,54,1162,857,0,35985,10933,3.299999952316284,1162,35985,3.299999952316284
2019,202,서울미디어대학원대학교,대학원대학,사립,서울,-,3402,1207,4609,3829,1369,5198,0,1,0,0,1,0,10,0,10,71,75,146,146,0,5198,119,43.70000076293945,146,5198,2.900000095367432
2019,203,서울벤처대학원대학교,대학원대학,사립,서울,-,880,390,1270,2191,1146,3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337,256,13.0,0,3337,0.0
2019,204,서울불교대학원대학교,대학원대학,사립,서울,-,7608,1545,9153,7608,1545,9153,0,2,0,0,2,0,2,1,3,340,70,410,375,0,9153,181,50.59999847412109,410,9153,4.699999809265137
2019,205,서울사이버대학교,대학,사립,서울,A그룹,2036,10325,12361,7933,50975,58908,0,3,53011,0,3,53011,0,0,0,0,0,0,0,0,58908,10344,5.699999809265137,0,58908,0.0
2019,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,5188,0,5188,5433,0,5433,0,0,0,0,0,0,5,0,5,68,426,494,475,1,5433,138,39.400001525878906,494,5433,10.0
2019,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,7907,449,8356,8959,456,9415,2,1,0,0,3,0,28,0,28,437,54,491,460,0,9415,115,81.9000015258789,491,9415,5.5
2019,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,18768,2424,21192,19892,3109,23001,0,5,5417,0,5,5417,59,0,59,116,249,365,331,490,23001,93,247.3000030517578,365,23001,1.600000023841858
2019,209,서울시립대학교,대학,공립,서울,A그룹,413800,159445,573245,789492,284028,1073520,28,58,289746,4,90,289746,533,254,787,24087,3497,27584,23735,0,1073520,11632,92.3000030517578,27584,1073520,2.5999999046325684
2019,210,서울신학대학교,대학,사립,경기,C그룹,115465,121003,236468,216657,138298,354955,4,8,54314,2,14,54314,111,51,162,2701,763,3464,3013,0,354955,3188,111.3000030517578,3464,354955,1.0
2019,211,서울여자간호대학교,전문대학,사립,서울,C그룹,23722,1408,25130,33313,1754,35067,4,5,5993,0,9,5993,43,2,45,1040,827,1867,1553,0,35067,933,37.59999847412109,1867,35067,5.599999904632568
2019,212,서울여자대학교,대학,사립,서울,B그룹,403964,146894,550858,578012,180824,758836,18,18,40620,5,41,40620,143,135,278,22045,1832,23877,21027,51,758836,7541,100.5999984741211,23877,758836,3.200000047683716
2019,213,서울예술대학교,전문대학,사립,경기,B그룹,71369,10378,81747,92041,11289,103330,5,10,6642,4,19,6642,80,34,114,3183,138,3321,3163,0,103330,3074,33.599998474121094,3321,103330,3.299999952316284
2019,214,서울외국어대학원대학교,대학원대학,사립,서울,-,1857,660,2517,2636,708,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344,158,21.200000762939453,0,3344,0.0
2019,215,서울장신대학교,대학,사립,경기,C그룹,64135,7461,71596,84623,25025,109648,4,8,25604,1,13,25604,147,2,149,16904,421,17325,17072,1153,109648,818,134.0,17325,109648,18.799999237060547
2019,216,서울한영대학교,대학,사립,서울,C그룹,48594,32947,81541,79284,48386,127670,0,9,7837,0,9,7837,231,13,244,845,337,1182,860,303,127670,943,135.39999389648438,1182,127670,0.8999999761581421
2019,217,서원대학교,대학,사립,충북,B그룹,282052,61238,343290,591389,113713,705102,6,12,39534,0,18,39534,545,20,565,20676,9869,30545,23090,4795,705102,7245,97.3000030517578,30545,705102,4.5
2019,218,서일대학교,전문대학,사립,서울,A그룹,102937,14969,117906,163513,16191,179704,4,5,9947,4,13,9947,102,14,116,6049,125,6174,5391,14366,179704,6070,29.600000381469727,6174,179704,3.5999999046325684
2019,219,서정대학교,전문대학,사립,경기,A그룹,41190,15520,56710,64235,18655,82890,0,1,55435,1,2,55435,46,0,46,8987,0,8987,8405,0,82890,4918,16.899999618530273,8987,82890,12.199999809265137
2019,220,서해대학,전문대학,사립,전북,C그룹,44737,1035,45772,57985,1349,59334,0,0,1270,0,0,1270,19,0,19,0,0,0,0,0,59334,915,64.80000305175781,0,59334,0.0
2019,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,222,선린대학교,전문대학,사립,경북,C그룹,48647,2560,51207,77491,3288,80779,2,0,11377,0,2,11377,65,0,65,3041,0,3041,2450,0,80779,2471,32.70000076293945,3041,80779,3.900000095367432
2019,223,선문대학교,대학,사립,충남,B그룹,309540,111553,421093,545515,141984,687499,10,15,37682,4,29,37682,354,67,421,20536,6060,26596,15269,0,687499,9804,70.0999984741211,26596,687499,4.0
2019,224,선학유피대학원대학교,대학원대학,사립,경기,-,30915,9192,40107,34033,11352,45385,0,0,0,0,0,0,72,8,80,365,427,792,566,0,45385,54,840.5,792,45385,1.7999999523162842
2019,225,성결대학교,대학,사립,경기,B그룹,236773,75508,312281,417589,94019,511608,5,14,25107,6,25,25107,161,84,245,11187,1209,12396,9997,0,511608,5806,88.0999984741211,12396,511608,2.5
2019,226,성공회대학교,대학,사립,서울,C그룹,124520,72468,196988,159609,102311,261920,9,14,67051,4,27,67051,98,36,134,13501,681,14182,13825,4325,261920,2436,107.5,14182,261920,5.699999809265137
2019,227,성균관대학교,대학,사립,서울,A그룹,698993,534115,1233108,1279612,776952,2056564,47,72,510135,6,125,510135,403,320,723,51127,8291,59418,30892,866,2056564,26602,77.30000305175781,59418,2056564,3.0
2019,228,성산효대학원대학교,대학원대학,사립,인천,-,21167,5491,26658,21477,5491,26968,1,0,0,0,1,0,23,1,24,302,311,613,588,0,26968,243,111.0,613,26968,2.299999952316284
2019,229,성서침례대학원대학교,대학원대학,사립,경기,-,16285,6008,22293,17090,6111,23201,0,0,0,0,0,0,55,14,69,345,321,666,664,0,23201,52,446.2000122070313,666,23201,3.0
2019,230,성신여자대학교,대학,사립,서울,A그룹,370478,173166,543644,724954,218151,943105,19,19,56918,7,45,56918,208,111,319,29386,1561,30947,23030,0,943105,9940,94.9000015258789,30947,943105,3.400000095367432
2019,231,성운대학교,전문대학,사립,경북,C그룹,22183,5467,27650,39799,5467,45266,0,0,8410,0,0,8410,30,0,30,1941,1060,3001,2182,0,45266,1497,30.200000762939453,3001,45266,7.099999904632568
2019,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,233,세경대학교,전문대학,사립,강원,C그룹,42218,1454,43672,43890,1454,45344,0,2,6691,0,2,6691,68,0,68,1210,62,1272,1272,0,45344,1058,42.900001525878906,1272,45344,2.900000095367432
2019,234,세계사이버대학,기타,기타,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,235,세명대학교,대학,사립,충북,B그룹,261841,69808,331649,541734,114396,656130,4,13,31824,10,27,31824,122,24,146,16248,1812,18060,14863,0,656130,7921,82.80000305175781,18060,656130,2.799999952316284
2019,236,세종대학교,대학,사립,서울,A그룹,367085,195437,562522,642895,304357,947252,26,23,45996,9,58,45996,191,82,273,5844,1234,7078,5907,0,947252,14224,66.5999984741211,7078,947252,0.800000011920929
2019,237,세한대학교,대학,사립,충남,C그룹,153193,51352,204545,246750,72586,319336,3,9,29583,3,15,29583,166,14,180,11118,227,11345,8093,0,319336,4316,74.0,11345,319336,3.700000047683716
2019,238,송곡대학교,전문대학,사립,강원,C그룹,12107,29,12136,14026,83,14109,2,0,1205,0,2,1205,11,0,11,612,1685,2297,1964,0,14109,694,20.299999237060547,2297,14109,19.399999618530277
2019,239,송원대학교,대학,사립,광주,C그룹,106766,16789,123555,245150,24342,269492,7,7,29969,1,15,29969,108,1,109,4780,615,5395,4980,0,269492,2970,90.6999969482422,5395,269492,2.0
2019,240,송호대학교,전문대학,사립,강원,C그룹,27217,1580,28797,41533,2237,43770,0,2,2479,0,2,2479,47,0,47,864,10,874,619,2,43770,981,44.59999847412109,874,43770,2.0
2019,241,수도국제대학원대학교,대학원대학,사립,서울,-,13830,2459,16289,20558,3970,24528,0,0,0,0,0,0,28,0,28,52,346,398,309,50,24528,314,78.0999984741211,398,24528,1.600000023841858
2019,242,수성대학교,전문대학,사립,대구,B그룹,70277,2679,72956,114896,3601,118497,1,0,13342,1,2,13342,57,0,57,4989,233,5222,3899,0,118497,3495,33.900001525878906,5222,118497,4.599999904632568
2019,243,수원가톨릭대학교,대학,사립,경기,C그룹,60302,24822,85124,95403,38723,134126,4,4,1483,0,8,1483,151,128,279,2608,762,3370,2773,0,134126,182,737.0,3370,134126,2.5999999046325684
2019,244,수원과학대학교,전문대학,사립,경기,B그룹,113712,7765,121477,210167,9948,220115,0,3,31235,2,5,31235,126,1,127,7038,138,7176,4648,0,220115,6425,34.29999923706055,7176,220115,3.400000095367432
2019,245,수원대학교,대학,사립,경기,B그룹,276564,113611,390175,657786,265986,923772,7,8,67004,5,20,67004,293,6,299,5574,11879,17453,14981,0,923772,10388,88.9000015258789,17453,923772,1.899999976158142
2019,246,수원여자대학교,전문대학,사립,경기,B그룹,69271,5509,74780,159055,11079,170134,1,3,5572,1,5,5572,91,0,91,5795,0,5795,3425,0,170134,4341,39.20000076293945,5795,170134,3.5
2019,247,숙명여자대학교,대학,사립,서울,A그룹,410371,265406,675777,923195,309937,1233132,29,37,102909,2,68,102909,453,182,635,25854,3104,28958,17992,834,1233132,12367,99.6999969482422,28958,1233132,2.400000095367432
2019,248,순복음대학원대학교,대학원대학,사립,서울,-,17144,243,17387,28814,304,29118,0,0,0,0,0,0,26,0,26,0,497,497,354,0,29118,101,288.29998779296875,497,29118,1.7000000476837158
2019,249,순복음총회신학교,대학,사립,충북,C그룹,13580,0,13580,25001,0,25001,0,0,0,0,0,0,0,0,0,0,134,134,134,0,25001,229,109.1999969482422,134,25001,0.5
2019,250,순천제일대학교,전문대학,사립,전남,B그룹,73034,1102,74136,107221,1221,108442,3,1,3441,0,4,3441,33,0,33,3779,118,3897,3633,0,108442,2570,42.20000076293945,3897,108442,3.700000047683716
2019,251,순천향대학교,대학,사립,충남,A그룹,339826,214464,554290,577102,243369,820471,40,22,149724,4,66,149724,159,12,171,26519,1194,27713,24054,0,820471,11750,69.80000305175781,27713,820471,3.5
