YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_20A,BG3Y_MCS_21B,BG3Y_MCS_22C,BG3Y_BG3Y,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_OEU_EDC,UE_OEU_EP,UE_REU_EDC,UE_REU_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_OE_PTH,SES_OE_PTC,SES_OE2_PTH,SES_OE2_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCC,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2022,36,경북전문대학교,전문대학,사립,경북,B그룹,96261,10099,106360,128207,12567,140774,1,1,10429,0,2,10429,129,2,131,2761,474,3235,3192,0,140774,2736,51.5,3235,140774,2.400000095367432,200,24,3,200,22,9.100000381469728,12306482482,23748940,2487900,1244500,0,0,0,0,27481340,13561883000,22000000,2700000,0,0,0,0,0,24700000,27481340,728,37749.1,27481340,12306482482,.2,21173090,26000590,27481340,14.2,6030,6030,0,179,426,122,53,6810,6010,6010,0,175,435,119,87,6826,0,20902,629,0,53,50,33,765,7237,0,406,659,112,8414,0,0,10,20,83,0,0,0,0,46,1182,0,0,7237,6030,1.2000000476837158,20902,6030,3.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,17.5,3,11,3,1,0,0,0,1834,.5,1,0,1834,.5,28.5,1,0,28.5
2022,37,경상국립대학교,대학,국립,경남,A그룹,847527,297160,1144687,1164039,450657,1614696,44,46,307938,5,95,307938,319,176,495,395342,6392,401734,371802,97578,1614696,20962,77,401734,1614696,33.099998474121094,1728.300048828125,434,4,1728.300048828125,0,0,63091520029,87988350,4859840,1734570,0,35717150,0,0,130299910,62717122000,86000000,5000000,2000000,0,38000000,0,0,131000000,130299910,6030,21608.6,130299910,63091520029,.2,151999020,145000000,130299910,-7.4,7549,7549,0,247,144,134,0,8074,7067,7067,0,234,164,132,0,7597,0,250000,2099,0,20,64,1,2184,14452,0,270,1002,1,15725,0,0,2500,1500,1000,247,221,11,0,0,0,93,556,14452,7549,1.899999976158142,250000,7549,33.099998474121094,14,13.5,0,3,30.5,0,0,0,0,0,2,11.5,1,1,15.5,0,0,0,0,0,16,25,1,4,46,0,0,0,0,0,16,25,1,4,46,1422.699951171875,318,1250.0999755859375,366,27.5,3,14.5,1,26917,1.600000023841858,27.5,14.5,26917,1.600000023841858,2672.800048828125,37,11,55.70000076293945
2022,38,경성대학교,대학,사립,부산,A그룹,452514,169659,622173,815592,221957,1037549,21,27,121728,3,51,121728,160,3,163,15381,4735,20116,15232,51,1037549,12972,80,20116,1037549,2,22374,1818,121,22374,7813,2.900000095367432,111465860852,293378500,0,0,78648000,24452726,0,33000000,429479226,87672994864,259500240,0,3816180,70000000,18301580,0,30000000,381618000,429479226,7549,56892.2,429479226,111465860852,.4,439899359,439737302,429479226,-1.2,3845,3845,0,126,250,109,90,4420,3790,3790,0,125,226,99,119,4359,0,24917,563,0,74,54,23,714,9351,0,1828,1347,540,13066,0,0,15,55,130,8,3,29,0,7,82,4,1746,9351,3845,2.400000095367432,24917,3845,6.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,49.5,8,19,4,1,0,0,0,1250,.800000011920929,1,0,1250,.800000011920929,68.5,1,0,68.5
2022,39,경안대학원대학교,대학원대학,사립,경북,-,7664,0,7664,8524,0,8524,0,0,0,0,0,0,2,0,2,4,82,86,84,360,8524,58,147,86,8524,1,12421,1442,107,12421,6376,1.899999976158142,43746419691,77795140,7530600,0,25344000,4331864,0,11100000,126101604,47740264000,90000000,10000000,1000000,29000000,5000000,0,15000000,150000000,126101604,3845,32796.3,126101604,43746419691,.3,158193886,154419968,126101604,-10.4,6208,6208,0,170,325,85,0,6788,6134,6134,0,166,364,74,0,6738,0,126790,3659,0,492,252,0,4403,28468,0,10157,2710,0,41335,0,0,3600,3650,10,220,218,3,3,430,16626,0,0,28468,6208,4.599999904632568,126790,6208,20.39999961853028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,40,경운대학교,대학,사립,경북,C그룹,198764,27014,225778,407419,35059,442478,13,9,120861,0,22,120861,253,39,292,6872,3487,10359,4048,3,442478,4518,97.9000015258789,10359,442478,2.400000095367432,27957.30078125,3109,147,27957.30078125,14787,1.899999976158142,77729930125,122509690,4175446,0,0,17887000,0,0,144572136,85816200000,136000000,4000000,0,0,18000000,0,0,158000000,144572136,6208,23288,144572136,77729930125,.2,186263899,138954220,144572136,-10.7,1845,1845,0,53,87,34,0,2019,1834,1834,0,51,92,30,0,2007,0,285,9,0,4,5,0,18,20,0,37,19,0,76,0,0,0,5,0,0,0,0,0,0,0,0,0,20,1845,0,285,1845,.2000000029802322,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,2,0,1,3,74.5,14,84,15,2,1,0,0,2643,1.100000023841858,2,0,2643,.800000011920929,158.5,3,0,52.79999923706055
2022,41,경인교육대학교,대학,국립,인천,C그룹,212284,29590,241874,562852,37180,600032,18,15,85582,2,35,85582,134,0,134,14919,1069,15988,9878,19995,600032,3973,151,15988,600032,2.700000047683716,11398,1461,93,11398,7502,1.5,19731808017,1913760,0,0,8438000,0,0,0,10351760,22138865000,16394000,0,0,8606000,0,0,15000000,40000000,10351760,1845,5610.7,10351760,19731808017,.1,10188210,8273000,10351760,3.2,27380,21556,5824,1360,1752,1073,11312,42877,26917,21028,5889,1392,1819,1055,13432,44615,0,2637905,6452,1612,890,603,5718,15275,55261,19290,17208,9233,122427,223419,0,0,20496,17157,679,979,1292,1712,7508,192,3017,0,0,74551,27380,2.700000047683716,2637905,27380,96.3000030517578,7,17,1,0,25,0,0,0,0,0,2,3,0,0,5,0,0,0,0,0,9,20,1,0,30,0,0,0,0,0,9,20,1,0,30,914,296,988.2000122070312,288,25,0,5,0,20144,1.399999976158142,25,5,20144,1.5,1902.199951171875,24,4,67.9000015258789
2022,42,경인여자대학교,전문대학,사립,인천,B그룹,111307,34081,145388,215333,34095,249428,15,11,103369,0,26,103369,85,6,91,5078,436,5514,4452,0,249428,4585,54.400001525878906,5514,249428,2.299999952316284,11367.099609375,1709,73,11367.099609375,5790,2,373713606853,927081330,1161405120,3795360,2121963190,1069953830,0,246023220,5530222050,347107740000,792640000,1186560000,3800000,1980000000,726800000,0,34200000,4724000000,5530222050,27380,201980.4,5530222050,373713606853,1.5,5085824740,4958487940,5530222050,4.5,1233,1233,0,40,88,35,0,1396,1250,1250,0,39,100,53,0,1442,0,0,249,0,16,18,3,286,4260,0,202,195,141,4798,0,0,0,0,0,0,0,0,0,0,0,0,0,4260,1233,3.5,0,1233,0,1,3,0,2,6,0,0,0,0,0,0,5,0,4,9,0,0,0,0,0,1,8,0,6,15,0,0,0,0,0,1,8,0,6,15,931.5,480,316,82,4,2,5,4,12391,.8999999761581421,4,5,12391,.699999988079071,1247.5,7,7,89.0999984741211
2022,43,경일대학교,대학,사립,경북,B그룹,190003,130755,320758,387779,139839,527618,19,13,149220,6,38,149220,348,2,350,10671,560,11231,4822,34354,527618,7141,73.9000015258789,11231,527618,2.200000047683716,15918.2998046875,1636,77,15918.2998046875,7190,2.200000047683716,12342880479,31338250,180000,0,7764000,4338770,0,0,43621020,11542047000,33000000,500000,0,13000000,0,0,0,46500000,43621020,1233,35378,43621020,12342880479,.4,43790160,42979023,43621020,-.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,8.5,2,21,5,1,0,0,0,48,20.799999237060547,1,0,48,20.799999237060547,29.5,1,0,29.5
2022,44,경찰대학,기타,기타,충남,-,171352,52023,223375,171330,52021,223351,0,11,0,0,11,0,143,55,198,14746,763,15509,15509,0,223351,0,0,15509,223351,7.5,4713.60009765625,556,41,4713.60009765625,2622,1.7999999523162842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736,2736,0,81,198,72,0,3087,2643,2643,0,77,167,76,0,2963,0,95600,369,0,24,42,0,435,1671,0,141,412,0,2224,0,0,608,152,8,0,0,2,0,2,64,0,0,1671,2736,.6000000238418579,95600,2736,34.900001525878906,0,2,0,0,2,0,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,3,0,4,7,47,7,238.5,45,2,0,1,4,4345,1.100000023841858,2,1,4345,.699999988079071,285.5,2,5,40.79999923706055
2022,45,경희대학교,대학,사립,서울,A그룹,967591,404852,1372443,2000747,631563,2632310,68,45,453983,6,119,453983,39,38,77,26765,4814,31579,28205,6143,2632310,34454,76.4000015258789,31579,2632310,1.2000000476837158,23094,4185,99,23094,17563,1.2999999523162842,28528228739,36306360,5018000,0,5000000,2510548,0,0,48834908,29756995000,29212000,5300000,1000000,5000000,2700000,0,12948000,56160000,48834908,2736,17849,48834908,28528228739,.2,56841371,46914015,48834908,-6.7,20962,18301,2661,1019,1451,874,15231,39537,20144,17479,2665,1026,1478,828,15019,38495,0,353495,6292,616,870,507,3023,11308,41522,7930,13549,8232,29196,100429,0,0,7368,3174,794,338,200,1512,677,22,141,2,8,49452,20962,2.400000095367432,353495,20962,16.899999618530273,0,3,1,1,5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,1,1,0,0,2,1,4,1,1,7,397,81,211.1999969482422,60,6,1,0,0,3844,1.7999999523162842,6,0,3844,1.600000023841858,608.2000122070312,8,0,76
2022,46,계명대학교,대학,사립,대구,A그룹,544375,355930,900305,1627047,485545,2112592,44,42,425880,3,89,425880,1401,248,1649,23688,4376,28064,22343,75262,2112592,23449,90.0999984741211,28064,2112592,1.2999999523162842,11878.900390625,970,67,11878.900390625,7353,1.600000023841858,369862043706,608747800,669417220,18998140,1750624798,743050472,0,296599879,4087438309,237288265000,819900000,692660000,2500000,0,0,0,2162970233,3678030233,4087438309,20962,194992.8,4087438309,369862043706,1.1,2539121306,2928203194,4087438309,27.5,12972,12396,576,455,606,285,4617,18935,12391,11785,606,429,596,257,4391,18064,0,52433,2230,157,257,158,158,2960,37602,2465,6134,3096,2958,52255,0,0,5245,3651,890,71,399,154,141,137,3290,40,883,40067,12972,3.0999999046325684,52433,12972,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,137,22,150,36,0,0,2,0,4170,.4000000059604645,0,2,4170,.5,287,0,1,287
2022,47,계명문화대학교,전문대학,사립,대구,A그룹,160094,8118,168212,213731,11341,225072,13,11,70639,1,25,70639,31,0,31,5018,97,5115,5026,4072,225072,4708,47.79999923706055,5115,225072,2.299999952316284,210,56,18,210,62,3.400000095367432,160959588288,268404002,7908359,4750000,363342043,158605385,0,32000000,835009789,127880336000,31269000,0,0,0,11863000,0,0,43132000,835009789,12972,64370.2,835009789,160959588288,.5,923044868,884255359,835009789,-4.9,58,0,58,6,17,3,0,84,48,0,48,6,11,3,0,68,0,15,0,5,0,1,0,6,0,8,0,1,0,9,0,0,0,0,0,0,0,0,0,1,15,0,0,8,58,.1000000014901161,15,58,.3000000119209289,1,2,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,1,7,0,0,8,0,0,0,0,0,1,7,0,0,8,454,115,1123,226,3,0,5,0,7123,1,3,5,7123,1.100000023841858,1577,5,4,175.1999969482422
2022,48,계약신학대학원대학교,대학원대학,사립,경기,-,14791,4246,19037,20408,4387,24795,0,0,691,0,0,691,0,0,0,0,0,0,0,0,24795,9,2755,0,24795,0,15603,2125,126,15603,8716,1.7999999523162842,389756982,169700,0,0,0,0,0,0,169700,451558445,1000000,0,0,0,0,0,0,1000000,169700,58,2925.9,169700,389756982,0,439300,409200,169700,-32.7,4518,4397,121,197,189,154,10,5068,4345,4207,138,184,207,156,10,4902,0,37770,1468,11,46,51,0,1576,6719,163,726,459,0,8067,0,0,91,165,2,12,105,37,6,0,0,3,534,6882,4518,1.5,37770,4518,8.399999618530273,1,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,0,0,1,3,0,2,6,0,0,622,175,4,2,0,0,0,0,4,0,0,0,622,6,0,103.6999969482422
2022,49,계원예술대학교,전문대학,사립,경기,B그룹,81379,36505,117884,92025,37325,129350,5,3,6920,3,11,6920,10,40,50,314,47,361,361,0,129350,2832,45.70000076293945,361,129350,.3000000119209289,15319,1919,180,15319,8508,1.7999999523162842,55958982629,146664530,24403800,5719120,54208000,16269611,0,0,247265061,55020898000,146000000,25000000,6000000,54500000,16500000,0,0,248000000,247265061,4518,54728.9,247265061,55958982629,.4,145823826,350310247,247265061,55.4,3973,2630,1343,131,283,180,665,5232,3844,2564,1280,133,321,178,613,5089,0,167390,1282,203,112,82,39,1718,13638,3074,2636,1534,2907,23789,0,0,174,1120,68,97,109,102,10,17,1003,0,0,16712,3973,4.199999809265137,167390,3973,42.09999847412109,11,6,1,1,19,0,0,0,0,0,0,20,1,0,21,0,0,0,0,0,11,26,2,1,40,0,0,0,0,0,11,26,2,1,40,1045.5,315,308,64,18,1,21,0,34414,1,18,21,34414,1.100000023841858,1353.5,19,22,33
2022,50,고려대학교,대학,사립,서울,A그룹,671164,1107752,1778916,1523649,1681306,3204955,126,106,1066326,8,240,1066326,873,1208,2081,37021,12635,49656,38262,29185,3204955,29572,108.4000015258789,49656,3204955,1.600000023841858,7741.39990234375,1288,61,7741.39990234375,7064,1.100000023841858,47858416597,199755560,7694990,0,96910157,22258216,0,49945057,376563980,45419443000,199000000,4700000,1000000,100000000,23000000,0,53000000,380700000,376563980,3973,94780.8,376563980,47858416597,.8,399646008,394593804,376563980,-2.9,4585,4585,0,112,200,59,328,5284,4170,4170,0,108,199,61,399,4937,0,102760,507,0,52,42,20,621,8527,0,1268,997,228,11020,0,0,21,54,77,0,0,66,1,0,0,2,201,8527,4585,1.899999976158142,102760,4585,22.39999961853028,11,6,2,1,20,0,0,0,0,0,0,6,0,3,9,0,0,0,0,0,11,12,2,4,29,0,0,0,0,0,11,12,2,4,29,1001.5,455,2133.300048828125,742,19,1,6,3,22716,1.100000023841858,19,6,22716,1.100000023841858,3134.800048828125,20,5,125.4000015258789
2022,51,고려대학교(세종),대학,사립,세종,B그룹,290727,68188,358915,447937,103233,551170,4,10,13139,3,17,13139,106,18,124,5034,1328,6362,5176,9221,551170,7481,73.69999694824219,6362,551170,1.2000000476837158,9990.900390625,1473,41,9990.900390625,8786,1.100000023841858,45992022843,100887450,5810849,2687500,13643000,4348962,0,0,127377761,46290380000,101500000,6500000,3000000,13900000,4520000,0,0,129420000,127377761,4585,27781.4,127377761,45992022843,.3,117078919,117523795,127377761,4.4,7141,6875,266,253,134,211,39,7778,7123,6852,271,247,115,202,40,7727,0,141747,1593,35,128,73,9,1838,11300,238,1563,1250,46,14397,0,0,530,3120,1046,8,10,25,1,20,728,23,1326,11538,7141,1.600000023841858,141747,7141,19.799999237060547,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,39.5,9,98,9,2,0,0,0,4534,.4000000059604645,2,0,4534,.4000000059604645,137.5,2,0,68.80000305175781
2022,52,고려사이버대학교,대학,사립,서울,A그룹,5594,38415,44009,12862,38415,51277,0,1,44009,0,1,44009,0,0,0,579,0,579,396,0,51277,10457,4.900000095367432,579,51277,1.100000023841858,12646,1684,126,12646,18017,.699999988079071,79999009439,193918765,11774780,2287620,96410533,40512113,0,54092380,398996191,82759071620,155000000,10000000,2000000,81500000,42000000,0,111500000,402000000,398996191,7141,55874,398996191,79999009439,.5,412727327,392617716,398996191,-1.6,0,0,0,0,0,0,600,600,0,0,0,0,0,0,600,600,0,50420,247,30,47,169,309,802,3899,1213,2291,2941,1327,11671,0,0,32,61,0,48,5,99,16,2,40,0,0,5112,0,0,50420,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2022,53,고신대학교,대학,사립,부산,C그룹,237331,134707,372038,314531,166850,481381,10,7,7265,2,19,7265,373,59,432,5274,2677,7951,6495,0,481381,4686,102.6999969482422,7951,481381,1.7000000476837158,0,0,0,0,0,0,0,120268833,40543463,4225085,0,43735000,0,0,208772381,0,130000000,11880000,5000000,0,50500000,0,0,197380000,208772381,0,0,208772381,0,0,208772381,208772381,208772381,0,34454,26582,7872,1361,2219,1152,23085,62271,34414,25998,8416,1361,2365,1110,23544,62794,0,673552,5543,2120,858,573,2533,11627,60832,29238,16879,11439,80964,199352,0,0,24679,17487,3782,544,1270,1018,1510,81,2379,249,3359,90070,34454,2.5999999046325684,673552,34454,19.5,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,77.5,15,0,0,2,0,1,0,2804,1,2,1,2804,1.100000023841858,77.5,2,1,25.799999237060547
2022,54,공군사관학교,기타,기타,충북,-,210479,38843,249322,215958,38843,254801,5,2,4933,0,7,4933,150,11,161,4873,3103,7976,6870,261,254801,0,0,7976,254801,3.200000047683716,103,31,5,103,282,.4000000059604645,473511323201,643294614,10821364,2345690,4289817724,1140443549,0,325671132,6412394073,488908939000,604186916,11500000,2400000,3429000000,1130113000,0,183000000,5360199916,6412394073,34454,186114.6,6412394073,473511323201,1.4,5460519881,5415872525,6412394073,8.8,23449,21302,2147,900,1013,745,1483,27590,22716,20753,1963,888,1029,525,1267,26425,0,419704,19249,3026,2326,1601,4221,30423,64116,14398,16463,6986,19056,121019,0,0,11573,22714,208,259,1570,1817,708,49,1501,60,2572,78514,23449,3.299999952316284,419704,23449,17.899999618530273,12,11,1,3,27,0,0,0,0,0,0,12,2,3,17,0,0,0,0,0,12,23,3,6,44,0,0,0,0,0,12,23,3,6,44,1312.0999755859375,243,535.7999877929688,121,24,3,14,3,29445,1.2999999523162842,24,14,29445,1.2999999523162842,1847.9000244140625,27,17,42
2022,55,공주교육대학교,대학,국립,충남,C그룹,124129,6630,130759,316811,22306,339117,16,13,63871,0,29,63871,90,0,90,7426,257,7683,3738,0,339117,2003,169.3000030517578,7683,339117,2.299999952316284,703.0999755859375,212,25,703.0999755859375,3107,.2000000029802322,292309727173,441633499,22268520,9991860,754105499,619888498,0,538439819,2386327695,308344079000,353000000,23000000,10000000,895000000,682000000,0,500000000,2463000000,2386327695,23449,101766.7,2386327695,292309727173,.8,2886437827,2550893012,2386327695,-9,4708,4708,0,124,510,117,1880,7339,4534,4534,0,127,521,94,1900,7176,0,36301,1007,0,99,59,24,1189,31960,0,1088,1071,1387,35506,0,0,46,69,58,18,0,5,0,27,267,0,0,31960,4708,6.800000190734863,36301,4708,7.699999809265137,0,2,0,0,2,0,0,0,1,1,0,8,0,1,9,0,0,0,0,0,0,10,0,1,11,0,0,0,1,1,0,10,0,2,12,0,0,184,15,2,1,8,1,7309,1.2999999523162842,2,8,7309,1.399999976158142,184,3,6,20.39999961853028
2022,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,8083,95166,103249,15976,95166,111142,1,5,70199,0,6,70199,0,0,0,16795,0,16795,16752,445,111142,1282,86.69999694824219,16795,111142,17.799999237060547,0,0,0,0,0,0,51769721424,72834146,914800,6139244,10750000,8972929,0,3500000,103111119,56640000000,69000000,1000000,7000000,8500000,8000000,0,3500000,97000000,103111119,4708,21901.3,103111119,51769721424,.2,114588674,108793571,103111119,-5.1,9,0,9,3,0,3,0,15,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,2,0,0,10531,.2000000029802322,0,0,10531,0,0,0,0,0
2022,57,광신대학교,대학,사립,광주,C그룹,62067,58171,120238,87100,64681,151781,5,6,15083,0,11,15083,158,13,171,1962,383,2345,1823,0,151781,977,155.39999389648438,2345,151781,1.600000023841858,561.5999755859375,170,0,561.5999755859375,180,3.0999999046325684,366757295,36000,0,0,0,0,0,0,36000,244525000,3528000,0,0,0,0,0,0,3528000,36000,9,4000,36000,366757295,0,7676350,2973040,36000,-80,2832,2832,0,83,196,77,0,3188,2804,2804,0,80,200,76,0,3160,0,11843,463,0,29,30,0,522,5168,0,267,377,4498,10310,0,0,57,186,7,0,0,0,2,0,0,0,0,5168,2832,1.7999999523162842,11843,2832,4.199999809265137,0,1,2,1,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,2,1,6,0,0,0,0,0,0,3,2,1,6,176,50,60,12,3,1,2,0,4405,1.2000000476837158,3,2,4405,1.100000023841858,236,4,2,39.29999923706055
2022,58,광양보건대학교,전문대학,사립,전남,C그룹,23443,476,23919,39907,542,40449,0,0,451,0,0,451,48,0,48,0,20,20,20,0,40449,371,109,20,40449,0,0,0,4,0,3356,0,30560366985,17374286,10200381,0,14794000,1670000,0,14700000,58738667,31211548952,26200000,5000000,100000,13630000,1670000,0,14600000,61200000,58738667,2832,20741.1,58738667,30560366985,.2,124336134,89234934,58738667,-31.2,29572,20047,9525,1504,2769,1181,1658,36684,29445,19598,9847,1511,2929,1150,1740,36775,0,2261357,7719,3345,1013,881,401,13359,98358,84360,24546,14136,30881,252281,0,0,17525,30753,6112,2717,3616,5810,9256,551,3873,1,115,182718,29572,6.199999809265137,2261357,29572,76.5,3,4,0,2,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,2,10,0,0,0,0,0,3,5,0,2,10,156,8,69,14,7,2,1,0,0,0,7,1,0,0,225,9,1,22.5
2022,59,광운대학교,대학,사립,서울,B그룹,331059,93356,424415,643431,145619,789050,25,22,124001,1,48,124001,162,23,185,18820,3102,21922,16294,337,789050,9900,79.69999694824219,21922,789050,2.900000095367432,221.3999938964844,42,9,221.3999938964844,85,2.5999999046325684,580069756428,1039468052,528984736,543070,4608216379,1212530784,0,284862091,7674605112,656501698000,1016461550,573000000,2800000,4694236000,1139232000,0,294615450,7720345000,7674605112,29572,259522.7,7674605112,580069756428,1.3,7374375959,7335666765,7674605112,2,7481,6599,882,261,473,227,371,8813,7309,6406,903,258,493,219,371,8650,0,165262,2409,600,325,274,711,4319,14329,5703,1643,1514,1666,24855,0,0,600,305,0,95,91,91,107,0,0,126,537,20032,7481,2.700000047683716,165262,7481,22.100000381469727,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,2,2,0,0,4,0,0,416,91,4,0,0,0,1970,2,4,0,1970,2,416,4,0,104
2022,60,광주가톨릭대학교,대학,사립,전남,C그룹,93045,59244,152289,134768,74288,209056,14,11,94651,5,30,94651,47,65,112,1103,607,1710,1595,0,209056,109,1917.9000244140625,1710,209056,.800000011920929,45,1,1,45,0,0,106451674187,129710771,15434009,0,213345018,254888178,0,44250000,657627976,97172351000,68500000,14967000,0,236923221,283076779,0,45577000,649044000,657627976,7481,87906.4,657627976,106451674187,.6,594865029,638026284,657627976,5.2,10457,10357,100,46,226,69,0,10798,10531,10404,127,44,231,69,0,10875,0,0,1118,16,3,11,739,1887,4805,74,8,29,3634,8550,0,0,0,0,0,1,0,1,0,0,0,0,0,4879,10457,.5,0,10457,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,2,0,0,1297,1.2000000476837158,0,0,1297,0,0,1,0,0
