YR,ID,SNM,STYP,FND,RGN,USC,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_OEU_EDC,UE_OEU_EP,UE_REU_EDC,UE_REU_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS
2022,230,성신여자대학교,대학,사립,서울,A그룹,10066,9261,805,333,981,336,639,12355,9707,8873,834,326,1064,344,710,12151,0,100658,2329,303,211,203,242,3288,12818,2530,4490,2453,58732,81023,0,0,2777,2157,129,82,96,205,84,249,1579,0,0,15348,10066,1.5,100658,10066,10.0
2022,231,성운대학교,전문대학,사립,경북,C그룹,1491,1491,0,41,68,37,16,1653,1540,1540,0,43,59,31,21,1694,0,3060,70,0,11,9,6,96,377,0,152,270,22,821,0,0,11,1,0,0,0,0,0,0,0,0,0,377,1491,0.3000000119209289,3060,1491,2.0999999046325684
2022,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,233,세경대학교,전문대학,사립,강원,C그룹,967,967,0,29,53,29,0,1078,919,919,0,28,55,29,0,1031,0,600,73,0,18,30,0,121,420,0,75,68,0,563,0,0,0,0,0,0,0,0,0,17,131,6,140,420,967,0.4000000059604645,600,967,0.6000000238418579
2022,234,세계사이버대학,기타,기타,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,235,세명대학교,대학,사립,충북,B그룹,7567,7273,294,299,315,170,58,8409,7193,6835,358,287,307,195,44,8026,0,37165,968,73,122,81,39,1283,28944,1194,3228,2111,1820,37297,0,0,0,0,23,28,2,69,2,52,449,1,1034,30138,7567,4.0,37165,7567,4.900000095367432
2022,236,세종대학교,대학,사립,서울,A그룹,14706,11854,2852,546,737,327,14172,30488,14602,11688,2914,550,694,370,14104,30320,0,108789,2520,447,341,199,180,3687,13075,2732,2773,1715,23156,43451,0,0,1018,1381,546,54,83,92,102,57,593,0,0,15807,14706,1.100000023841858,108789,14706,7.400000095367432
2022,237,세한대학교,대학,사립,충남,C그룹,3921,3601,320,136,119,74,177,4427,3987,3465,522,125,151,74,177,4514,0,10890,86,0,21,13,0,120,486,0,733,253,364,1836,0,0,0,0,0,2,0,1,0,13,20,0,0,486,3921,0.1000000014901161,10890,3921,2.799999952316284
2022,238,송곡대학교,전문대학,사립,강원,C그룹,649,649,0,25,71,52,0,797,736,736,0,27,71,57,1,892,0,1465,97,0,4,9,11,121,614,0,13,33,56,716,0,0,0,0,0,0,0,0,0,0,0,0,0,614,649,0.8999999761581421,1465,649,2.299999952316284
2022,239,송원대학교,대학,사립,광주,C그룹,3142,3030,112,112,108,71,0,3433,3178,3040,138,102,124,79,0,3483,0,14827,146,1,13,38,0,198,7933,37,164,849,189,9172,0,0,14,115,3,0,0,9,0,3,56,2,387,7970,3142,2.5,14827,3142,4.699999809265137
2022,240,송호대학교,전문대학,사립,강원,C그룹,943,943,0,30,64,59,17,1113,777,777,0,31,74,60,17,959,0,4158,124,0,7,28,2,161,1187,0,86,355,31,1659,0,0,200,10,0,0,0,0,0,10,28,0,0,1187,943,1.2999999523162842,4158,943,4.400000095367432
2022,241,수도국제대학원대학교,대학원대학,사립,서울,-,358,0,358,20,56,12,0,446,383,0,383,19,69,13,0,484,0,500,0,79,9,2,0,90,0,511,227,59,0,797,0,0,0,0,0,0,1,2,0,0,0,0,0,511,358,1.399999976158142,500,358,1.399999976158142
2022,242,수성대학교,전문대학,사립,대구,B그룹,3326,3326,0,84,233,108,19,3770,3348,3348,0,86,224,103,19,3780,0,73375,742,0,32,56,10,840,6440,0,459,878,23583,31360,0,0,0,0,10,1,0,6,0,0,0,0,0,6440,3326,1.899999976158142,73375,3326,22.100000381469727
2022,243,수원가톨릭대학교,대학,사립,경기,C그룹,184,128,56,11,31,35,189,450,161,122,39,9,33,48,155,406,0,19222,127,70,28,9,44,278,5141,4964,954,290,686,12035,0,0,5,2,55,66,30,30,11,6,130,0,0,10105,184,54.900001525878906,19222,184,104.5
2022,244,수원과학대학교,전문대학,사립,경기,B그룹,4621,4621,0,138,158,65,91,5073,4292,4292,0,133,151,64,91,4731,0,16087,623,0,64,47,0,734,4610,0,1055,1078,0,6743,0,0,65,102,0,9,0,2,0,0,0,82,2788,4610,4621,1.0,16087,4621,3.5
2022,245,수원대학교,대학,사립,경기,B그룹,9581,8795,786,318,693,134,410,11136,9367,8587,780,316,691,135,344,10853,0,23198,3314,68,100,39,11,3532,10959,1009,1827,2474,76,16345,0,0,2490,4980,64,23,47,29,16,0,0,18,127,11968,9581,1.2000000476837158,23198,9581,2.400000095367432
2022,246,수원여자대학교,전문대학,사립,경기,B그룹,3996,3996,0,117,253,137,41,4544,3851,3851,0,111,229,126,59,4376,0,34191,483,0,46,44,0,573,12922,0,473,853,13,14261,0,0,0,0,18,0,0,4,0,11,444,2,416,12922,3996,3.200000047683716,34191,3996,8.600000381469727
2022,247,숙명여자대학교,대학,사립,서울,A그룹,12596,10172,2424,440,1171,339,5277,19823,12249,9830,2419,432,1191,325,5877,20074,0,294275,3488,1245,403,179,600,5915,87946,34988,26139,4821,22860,176754,0,0,2867,3541,176,623,282,775,189,59,1920,131,1477,122934,12596,9.800000190734863,294275,12596,23.399999618530277
2022,248,순복음대학원대학교,대학원대학,사립,서울,-,118,0,118,9,15,3,0,145,89,0,89,9,13,2,0,113,0,145,0,15,0,0,0,15,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,118,0.3000000119209289,145,118,1.2000000476837158
2022,249,순복음총회신학교,대학,사립,충북,C그룹,171,171,0,13,11,6,0,201,127,127,0,13,9,6,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0.0,0,171,0.0
2022,250,순천제일대학교,전문대학,사립,전남,B그룹,2534,2534,0,73,143,77,0,2827,2508,2508,0,71,143,73,0,2795,0,5058,311,0,16,20,3,350,3950,0,182,304,160,4596,0,0,19,21,1,3,0,5,0,29,888,0,0,3950,2534,1.600000023841858,5058,2534,2.0
2022,251,순천향대학교,대학,사립,충남,A그룹,11665,10610,1055,929,701,401,118,13814,11596,10517,1079,930,713,368,115,13722,0,141734,2313,172,210,162,10,2867,36597,2421,4475,2612,213,46318,0,0,988,1976,65,43,259,2302,85,46,318,5,3115,39018,11665,3.299999952316284,141734,11665,12.199999809265137
2022,252,숭실대학교,대학,사립,서울,A그룹,16346,13792,2554,539,841,322,21515,39563,16685,13864,2821,510,938,316,16543,34992,0,380882,4466,803,450,309,415,6443,32771,11743,14199,5321,47737,111771,0,0,78,345,1022,341,194,457,170,3,34,151,4358,44514,16346,2.700000047683716,380882,16346,23.299999237060547
2022,253,숭실사이버대학교,대학,사립,서울,B그룹,6988,6988,0,38,172,59,0,7257,7328,7328,0,40,208,57,0,7633,0,822,48,0,0,0,0,48,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6988,0.0,822,6988,0.1000000014901161
2022,254,숭의여자대학교,전문대학,사립,서울,B그룹,3273,3273,0,78,139,47,0,3537,3206,3206,0,77,136,54,0,3473,0,7842,110,0,30,35,0,175,9391,0,492,841,1647,12371,0,0,0,0,0,0,0,2,2,0,0,1,1399,9391,3273,2.900000095367432,7842,3273,2.400000095367432
2022,255,신경주대학교,대학,사립,경북,C그룹,833,750,83,60,45,50,0,988,767,690,77,48,72,39,0,926,0,695,40,9,16,15,5,85,180,48,95,386,5,714,0,0,250,195,0,0,43,1,11,0,0,0,0,228,833,0.3000000119209289,695,833,0.800000011920929
2022,256,신구대학교,전문대학,사립,경기,A그룹,6488,6488,0,172,305,68,47,7080,6318,6318,0,165,301,65,47,6896,0,85235,365,0,62,42,13,482,8053,0,4782,873,186,13894,0,0,0,0,3,0,0,8,2,0,0,0,0,8053,6488,1.2000000476837158,85235,6488,13.100000381469728
2022,257,신라대학교,대학,사립,부산,B그룹,9058,8341,717,329,308,168,803,10666,8259,7550,709,309,297,227,872,9964,0,60434,1129,108,168,82,26,1513,13734,967,5906,1542,255,22404,0,0,1952,3660,537,22,98,56,81,90,484,2,2129,14701,9058,1.600000023841858,60434,9058,6.699999809265137
2022,258,신성대학교,전문대학,사립,충남,B그룹,3243,3243,0,115,186,64,0,3608,2898,2898,0,106,177,69,0,3250,0,34749,565,0,48,32,15,660,3575,0,704,702,1704,6685,0,0,0,0,0,0,2,19,0,2,70,0,0,3575,3243,1.100000023841858,34749,3243,10.699999809265137
2022,259,신안산대학교,전문대학,사립,경기,B그룹,3043,3043,0,115,153,123,0,3434,2693,2693,0,107,155,95,0,3050,0,2196,208,0,17,33,0,258,743,0,266,342,0,1351,0,0,0,0,0,0,0,0,0,3,3,0,0,743,3043,0.2000000029802322,2196,3043,0.699999988079071
2022,260,신한대학교,대학,사립,경기,B그룹,6758,6377,381,224,342,290,12,7626,6545,6233,312,226,307,284,12,7374,0,25586,764,25,77,135,5,1006,5093,119,898,1221,54,7385,0,0,59,182,33,33,3,36,0,83,450,1,22,5212,6758,0.800000011920929,25586,6758,3.799999952316284
2022,261,신흥대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,262,실천신학대학원대학교,대학원대학,사립,경기,-,44,0,44,6,7,5,1,63,77,0,77,6,4,4,0,91,0,232,0,10,3,1,0,14,0,61,69,14,0,144,0,0,3,10,4,2,0,11,0,0,0,0,0,61,44,1.399999976158142,232,44,5.300000190734863
2022,263,아신대학교,대학,사립,경기,C그룹,1157,549,608,54,48,28,443,1730,1024,410,614,54,54,28,444,1604,0,2869,156,248,28,17,18,467,1730,7071,510,121,222,9654,0,0,996,498,124,30,2,6,5,3,4,4,120,8801,1157,7.599999904632568,2869,1157,2.5
2022,264,아주대학교,대학,사립,경기,A그룹,13640,9692,3948,743,817,338,8614,24152,13712,9705,4007,747,847,342,9177,24825,0,364962,3737,1179,435,343,1492,7186,34554,13977,10422,6294,19634,84881,0,0,982,1337,862,183,262,1973,652,70,1603,11,553,48531,13640,3.5999999046325684,364962,13640,26.799999237060547
2022,265,아주자동차대학교,전문대학,사립,충남,C그룹,858,858,0,28,29,19,0,934,820,820,0,28,27,16,0,891,0,2560,81,0,27,14,0,122,778,0,589,142,0,1509,0,0,11,15,0,0,0,0,0,1,51,0,0,778,858,0.8999999761581421,2560,858,3.0
2022,266,안동과학대학교,전문대학,사립,경북,B그룹,2369,2369,0,82,154,121,0,2726,2162,2162,0,83,152,125,0,2522,0,34947,206,0,31,37,0,274,3594,0,657,982,0,5233,0,0,217,352,4,0,0,0,0,0,0,1,2059,3594,2369,1.5,34947,2369,14.800000190734863
2022,267,안산대학교,전문대학,사립,경기,A그룹,4213,4213,0,124,197,91,0,4625,4118,4118,0,119,209,82,0,4528,0,8629,825,0,212,139,0,1176,13223,0,918,515,0,14656,0,0,486,972,21,16,54,6,4,27,396,11,651,13223,4213,3.0999999046325684,8629,4213,2.0
2022,268,안양대학교,대학,사립,경기,B그룹,5008,4580,428,197,199,111,0,5515,5048,4577,471,194,209,123,0,5574,0,48422,250,37,38,37,0,362,899,307,487,418,763,2874,0,0,52,112,2,0,0,25,6,30,41,14,79,1206,5008,0.2000000029802322,48422,5008,9.699999809265137
2022,269,에스라성경대학원대학교,대학원대학,사립,경기,-,68,0,68,6,2,7,0,83,71,0,71,5,3,6,0,85,0,100,0,52,7,4,0,63,0,782,148,13,0,943,0,0,0,0,0,3,0,0,0,1,31,0,0,782,68,11.5,100,68,1.5
2022,270,여주대학교,전문대학,사립,경기,B그룹,4526,4526,0,159,216,111,983,5995,4063,4063,0,151,190,97,998,5499,0,20059,132,0,36,39,24,231,639,0,419,662,1343,3063,0,0,0,0,0,0,0,0,0,6,12,0,0,639,4526,0.1000000014901161,20059,4526,4.400000095367432
2022,271,연성대학교,전문대학,사립,경기,A그룹,5813,5813,0,162,252,77,113,6417,5829,5829,0,153,287,61,1,6331,0,6964,549,0,75,119,478,1221,4815,0,980,674,6033,12502,0,0,0,0,0,0,0,0,0,85,1597,2,576,4815,5813,0.800000011920929,6964,5813,1.2000000476837158
2022,272,연세대학교,대학,사립,서울,A그룹,30796,19016,11780,1729,3451,1189,7111,44276,31135,19239,11896,1731,3695,1162,7223,44946,0,1145093,7953,5236,1625,2253,784,17851,72524,90374,36672,26103,113264,338937,0,0,19680,15290,10390,3921,6533,2394,8014,354,12662,52,5246,162898,30796,5.300000190734863,1145093,30796,37.20000076293945
2022,273,연세대학교(미래),대학,사립,강원,B그룹,8105,7096,1009,411,518,266,494,9794,7958,6905,1053,400,540,259,465,9622,0,107649,1513,295,214,328,110,2460,56415,23107,8547,8049,18011,114129,0,0,262,141,22,103,74,177,484,15,369,20,775,79522,8105,9.800000190734863,107649,8105,13.300000190734863
2022,274,연암공과대학교,전문대학,사립,경남,C그룹,1198,1198,0,38,71,56,0,1363,1248,1248,0,36,58,51,2,1395,0,16683,101,0,14,34,2,151,593,0,299,458,1370,2720,0,0,207,26,1,0,0,4,4,0,0,0,0,593,1198,0.5,16683,1198,13.899999618530272
2022,275,연암대학교,전문대학,사립,충남,C그룹,1038,1038,0,33,57,88,0,1216,1100,1100,0,31,61,89,0,1281,0,14649,218,0,13,12,2,245,1051,0,77,168,48,1344,0,0,64,52,0,0,0,0,0,0,0,2,186,1051,1038,1.0,14649,1038,14.100000381469728
2022,276,영남대학교,대학,사립,경북,A그룹,23067,20550,2517,932,1114,655,3794,29562,22523,20009,2514,948,1146,559,1837,27013,0,390699,4735,853,626,447,432,7093,32224,14647,12212,6456,5058,70597,0,0,2531,2300,2051,480,821,881,745,15,210,11,275,46871,23067,2.0,390699,23067,16.899999618530273
2022,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,278,영남신학대학교,대학,사립,경북,C그룹,762,457,305,28,49,14,142,995,702,395,307,26,51,14,4,797,0,1792,71,141,21,11,7,251,378,1472,379,72,95,2396,0,0,1,2,3,15,0,7,1,1,10,0,0,1850,762,2.400000095367432,1792,762,2.400000095367432
2022,279,영남외국어대학,전문대학,사립,경북,C그룹,449,449,0,22,17,12,0,500,372,372,0,18,12,12,0,414,0,81,39,0,2,2,0,43,45,0,5,13,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,45,449,0.1000000014901161,81,449,0.2000000029802322
2022,280,영남이공대학교,전문대학,사립,대구,A그룹,5135,5135,0,140,575,179,0,6029,5567,5567,0,140,594,184,0,6485,0,16068,546,0,49,66,0,661,5308,0,680,1190,0,7178,0,0,0,0,0,0,0,5,1,53,1555,0,0,5308,5135,1.0,16068,5135,3.0999999046325684
2022,281,영산대학교,대학,사립,경남,B그룹,6354,6068,286,245,294,163,158,7214,6088,5837,251,237,280,131,138,6874,0,97300,960,12,110,88,6,1176,3623,78,1178,792,14249,19920,0,0,120,192,100,11,62,102,1,3,64,0,0,3701,6354,0.6000000238418579,97300,6354,15.300000190734863
2022,282,영산선학대학교,대학,사립,전남,C그룹,34,34,0,11,1,6,10,62,38,38,0,11,0,5,10,64,0,3451,29,0,12,6,2,49,462,0,415,77,9,963,0,0,54,6,0,0,0,0,2,5,50,0,0,462,34,13.600000381469728,3451,34,101.5
2022,283,영진전문대학교,전문대학,사립,대구,A그룹,7167,7167,0,204,449,120,0,7940,7111,7111,0,191,452,137,0,7891,0,201091,1102,0,87,126,690,2005,9715,0,1129,1664,7022,19530,0,0,108,2003,0,2,5,12,0,41,978,2,813,9715,7167,1.399999976158142,201091,7167,28.100000381469727
2022,284,예명대학원대학교,대학원대학,사립,서울,-,194,0,194,8,11,8,14,235,258,0,258,8,12,6,14,298,0,305,0,5,6,3,0,14,0,10,61,6,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,10,194,0.1000000014901161,305,194,1.600000023841858
2022,285,예수대학교,대학,사립,전북,C그룹,551,544,7,20,15,21,119,726,542,529,13,20,18,23,130,733,0,4519,133,9,16,18,14,190,16377,139,117,486,106,17225,0,0,58,65,57,0,0,19,6,2,14,2,17,16516,551,30.0,4519,551,8.199999809265137
2022,286,예원예술대학교,대학,사립,전북,C그룹,1920,1471,449,76,148,38,0,2182,1682,1426,256,73,152,35,0,1942,0,656,50,2,9,17,0,78,405,3,130,298,0,836,0,0,0,0,0,0,0,0,2,1,34,0,0,408,1920,0.2000000029802322,656,1920,0.3000000119209289
2022,287,오산대학교,전문대학,사립,경기,A그룹,4706,4706,0,126,339,70,102,5343,4099,4099,0,124,299,67,93,4682,0,9904,282,0,48,46,22,398,954,0,711,476,1676,3817,0,0,755,76,179,26,47,21,0,32,820,0,0,954,4706,0.2000000029802322,9904,4706,2.0999999046325684
2022,288,온석대학원대학교,대학원대학,사립,경기,-,167,0,167,8,21,9,0,205,204,0,204,9,22,9,0,244,0,190,0,3,0,0,0,3,0,15,0,0,0,15,0,0,20,20,0,0,0,0,0,0,0,0,0,15,167,0.1000000014901161,190,167,1.100000023841858
2022,289,용인대학교,대학,사립,경기,B그룹,6227,5621,606,210,302,120,0,6859,6008,5444,564,203,342,124,0,6677,0,18505,218,24,29,39,36,346,1049,147,260,645,8101,10202,0,0,36,21,46,21,16,35,34,2,3,0,0,1196,6227,0.2000000029802322,18505,6227,3.0
2022,290,용인예술과학대학교,전문대학,사립,경기,B그룹,3267,3267,0,112,194,64,0,3637,2858,2858,0,103,178,68,0,3207,0,31034,293,0,48,45,0,386,3334,0,841,692,0,4867,0,0,0,0,0,0,0,0,0,75,117,1,931,3334,3267,1.0,31034,3267,9.5
2022,291,우석대학교,대학,사립,전북,B그룹,8255,7276,979,318,374,236,24,9207,8054,6893,1161,302,431,238,33,9058,0,99420,1292,103,186,134,31,1746,5689,419,2462,1652,5706,15928,0,0,3864,4740,1002,15,94,40,21,15,850,0,0,6108,8255,0.699999988079071,99420,8255,12.0
2022,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,293,우송대학교,대학,사립,대전,A그룹,10074,9408,666,366,449,174,0,11063,10238,9453,785,305,454,149,0,11146,0,39745,1107,33,85,30,30,1285,5991,160,1484,350,246,8231,0,0,12,61,21,59,0,4,2,0,0,0,0,6151,10074,0.6000000238418579,39745,10074,3.900000095367432
2022,294,우송정보대학,전문대학,사립,대전,B그룹,3833,3833,0,120,312,100,0,4365,3416,3416,0,105,334,88,0,3943,0,13248,242,0,33,28,6,309,1676,3,282,286,204,2451,0,0,209,500,13,0,0,0,0,0,0,0,0,1679,3833,0.4000000059604645,13248,3833,3.5
2022,295,울산과학기술원,대학,국립,울산,C그룹,4041,1933,2108,311,155,437,186,5130,3995,1754,2241,324,163,451,112,5045,0,81089,668,675,103,339,41,1826,6309,4531,897,3217,3330,18284,0,0,346,2029,1646,69,69,468,444,0,0,15,242,10840,4041,2.700000047683716,81089,4041,20.100000381469727
2022,296,울산과학대학교,전문대학,사립,울산,A그룹,5500,5500,0,148,341,109,21389,27487,5296,5296,0,140,372,113,38,5959,0,28022,633,0,85,78,28,824,4878,0,2067,1898,493,9336,0,0,10,40,5,1,0,10,0,3,19,2,700,4878,5500,0.8999999761581421,28022,5500,5.099999904632568
2022,297,울산대학교,대학,사립,울산,A그룹,13888,11888,2000,1149,1076,331,13516,29960,13264,11361,1903,1131,1098,318,10686,26497,0,141663,2880,338,389,306,415,4328,28262,3383,6056,5512,9791,53004,0,0,663,3441,406,113,268,784,614,65,2504,8,1621,31645,13888,2.299999952316284,141663,13888,10.199999809265137
2022,298,웅지세무대학교,전문대학,사립,경기,C그룹,840,840,0,37,27,22,0,926,681,681,0,36,17,18,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0.0,0,840,0.0
2022,299,원광대학교,대학,사립,전북,A그룹,16132,14889,1243,771,1042,261,12248,30454,14401,13206,1195,732,1098,292,13038,29561,0,524205,3141,475,324,137,762,4839,27988,9311,4879,2201,37926,82305,0,0,7598,5090,847,134,407,311,179,186,1948,4,60,37299,16132,2.299999952316284,524205,16132,32.5
2022,300,원광보건대학교,전문대학,사립,전북,B그룹,4479,4479,0,121,263,59,4,4926,4226,4226,0,119,260,64,92,4761,0,81253,374,0,36,27,3,440,43287,0,270,581,61,44199,0,0,26,535,236,0,1,0,0,6,326,43,1656,43287,4479,9.699999809265137,81253,4479,18.100000381469727
2022,301,원불교대학원대학교,대학원대학,사립,전북,-,42,0,42,9,2,1,0,54,35,0,35,9,3,2,0,49,0,1250,0,29,5,0,0,34,0,235,40,0,0,275,0,0,0,0,0,0,0,1,1,2,42,0,0,235,42,5.599999904632568,1250,42,29.799999237060547
2022,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,425,0,425,17,58,16,0,516,483,0,483,16,85,16,0,600,0,1287,0,107,15,9,11,142,0,1183,223,58,71,1535,0,0,2,6,0,24,0,10,0,0,0,0,0,1183,425,2.799999952316284,1287,425,3.0
2022,303,위덕대학교,대학,사립,경북,C그룹,3017,2761,256,114,112,113,0,3356,2859,2617,242,112,87,83,63,3204,0,32178,324,24,49,30,13,440,3108,398,750,394,252,4902,0,0,50,344,0,5,23,24,12,12,112,0,0,3506,3017,1.2000000476837158,32178,3017,10.699999809265137
2022,304,유원대학교,대학,사립,충북,C그룹,3362,3296,66,125,247,52,0,3786,3392,3331,61,127,258,50,286,4113,0,8420,274,4,44,31,8,361,4207,43,382,523,59,5214,0,0,0,105,0,0,0,13,0,0,0,0,0,4250,3362,1.2999999523162842,8420,3362,2.5
2022,305,유한대학교,전문대학,사립,경기,A그룹,4535,4535,0,141,274,69,173,5192,4748,4748,0,133,276,77,76,5310,0,16877,707,0,76,83,13,879,5293,0,1537,1479,2252,10561,0,0,0,0,0,1,0,0,0,12,14,0,0,5293,4535,1.2000000476837158,16877,4535,3.700000047683716
2022,306,육군사관학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,0,47768,742,0,151,124,63,1080,5622,0,5716,1659,7223,20220,0,0,50,50,20,230,15,385,5,10,367,0,0,5622,0,0.0,47768,0,0.0
2022,307,을지대학교,대학,사립,대전,B그룹,4789,4534,255,456,315,167,0,5727,4532,4267,265,462,347,128,0,5469,0,58358,574,51,49,77,34,785,2046,207,438,541,9031,12263,0,0,453,783,413,0,3,27,104,32,890,0,0,2253,4789,0.5,58358,4789,12.199999809265137
2022,308,이화여자대학교,대학,사립,서울,A그룹,21515,15928,5587,975,1878,644,9536,34548,21080,15281,5799,989,2000,660,9363,34092,0,344595,5234,3555,874,417,2346,12426,44317,62582,21336,8510,99898,236643,0,0,829,2182,2142,2356,2428,4076,7696,84,1778,363,5904,106899,21515,5.0,344595,21515,16.0
2022,309,인덕대학교,전문대학,사립,서울,A그룹,5955,5955,0,166,282,67,364,6834,5945,5945,0,160,290,61,322,6778,0,2569,168,0,49,14,2,233,1413,0,384,314,120,2231,0,0,15,42,9,4,0,0,0,0,0,3,2216,1413,5955,0.2000000029802322,2569,5955,0.4000000059604645
2022,310,인제대학교,대학,사립,경남,B그룹,9707,8477,1230,989,552,349,664,12261,9112,7857,1255,967,544,311,726,11660,0,118526,1952,234,204,203,148,2741,16057,1816,2943,2326,1057,24199,0,0,1943,2861,115,35,85,303,170,35,1388,55,1580,17873,9707,1.7999999523162842,118526,9707,12.199999809265137
2022,311,인제대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,312,인천가톨릭대학교,대학,사립,인천,C그룹,815,728,87,45,88,68,195,1211,771,698,73,45,84,75,205,1180,0,9197,360,43,34,26,30,493,4340,1333,602,149,654,7078,0,0,204,469,24,5,2,26,0,11,138,0,0,5673,815,7.0,9197,815,11.300000190734863
2022,313,인천대학교,대학,국립,인천,A그룹,12885,11490,1395,498,706,504,6495,21088,12682,11342,1340,490,725,468,6511,20876,0,69238,2403,368,285,161,3,3220,14293,3636,4910,1900,38040,62779,0,0,1792,5941,1077,276,121,483,66,97,1084,0,0,17929,12885,1.399999976158142,69238,12885,5.400000095367432
2022,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,315,인하공업전문대학,전문대학,사립,인천,A그룹,6703,6703,0,171,274,119,6,7273,6886,6886,0,173,250,119,6,7434,0,38800,645,0,79,87,1,812,3449,0,1430,1159,19163,25201,0,0,0,0,0,0,0,22,0,36,103,0,0,3449,6703,0.5,38800,6703,5.800000190734863
2022,316,인하대학교,대학,사립,인천,A그룹,20639,17582,3057,831,1053,408,9673,32604,20348,17175,3173,859,1117,379,11662,34365,0,215046,5757,1294,445,296,871,8663,35017,15182,7669,4636,30595,93099,0,0,8827,7845,1782,333,975,2098,280,203,5981,4,550,50199,20639,2.400000095367432,215046,20639,10.399999618530272
2022,317,장로회신학대학교,대학,사립,서울,C그룹,2124,632,1492,80,212,53,570,3039,2087,616,1471,80,226,51,354,2798,0,21063,354,1025,126,35,78,1618,2907,26103,5051,408,4486,38955,0,0,215,275,30,3,1,81,80,6,101,1,5,29010,2124,13.699999809265137,21063,2124,9.899999618530272
2022,318,장안대학교,전문대학,사립,경기,B그룹,4101,4101,0,145,289,39,74,4648,3270,3270,0,134,277,45,62,3788,0,55776,371,0,50,77,7,505,5437,0,695,1019,285,7436,0,0,553,800,45111,2,0,7,0,0,0,32,866,5437,4101,1.2999999523162842,55776,4101,13.600000381469728
2022,319,재능대학교,전문대학,사립,인천,B그룹,3674,3674,0,99,214,87,0,4074,3341,3341,0,94,247,82,0,3764,0,65184,151,0,21,24,11,207,650,0,160,267,37,1114,0,0,0,0,0,0,0,0,0,1,1,0,0,650,3674,0.2000000029802322,65184,3674,17.700000762939453
