YR,ID,SNM,STYP,FND,RGN,USC,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_OEU_EDC,UE_OEU_EP,UE_REU_EDC,UE_REU_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS
2022,320,전남과학대학교,전문대학,사립,전남,B그룹,3662,3662,0,103,197,61,0,4023,3483,3483,0,103,190,63,0,3839,0,12903,199,0,34,32,0,265,1525,0,657,439,1893,4514,0,0,0,0,0,0,0,1,0,10,502,1,196,1525,3662,0.4000000059604645,12903,3662,3.5
2022,321,전남대학교,대학,국립,광주,A그룹,23752,18959,4793,1262,1374,902,4596,31886,23488,18766,4722,1285,1382,916,4572,31643,0,673461,7097,2145,1062,612,1283,12199,57063,27311,20822,9713,16869,131778,0,0,6615,9455,1088,815,644,708,312,219,2267,61,1302,84374,23752,3.5999999046325684,673461,23752,28.399999618530277
2022,322,전남도립대학교,전문대학,공립,전남,C그룹,1207,1207,0,44,133,32,554,1970,1141,1141,0,43,140,32,569,1925,0,8055,234,0,26,28,5,293,3956,0,416,322,21,4715,0,0,0,0,0,10,0,0,0,0,0,0,0,3956,1207,3.299999952316284,8055,1207,6.699999809265137
2022,323,전북과학대학교,전문대학,사립,전북,C그룹,1738,1738,0,49,92,42,11,1932,1702,1702,0,48,93,39,6,1888,0,8954,341,0,60,120,24,545,2490,0,508,860,84,3942,0,0,84,34,0,0,0,0,0,12,330,1,510,2490,1738,1.399999976158142,8954,1738,5.199999809265137
2022,324,전북대학교,대학,국립,전북,A그룹,21919,18153,3766,1060,1535,751,3916,29181,21391,17561,3830,1083,1623,757,3393,28247,0,388978,8659,1770,671,387,921,12408,46215,15265,9649,4674,10462,86265,0,0,4543,5649,1029,682,451,2389,1838,23,734,174,4750,61480,21919,2.799999952316284,388978,21919,17.700000762939453
2022,325,전주교육대학교,대학,국립,전북,C그룹,1344,1174,170,58,175,76,216,1869,1329,1139,190,58,195,74,204,1860,0,116818,885,37,34,42,1,999,13697,279,972,1087,4,16039,0,0,3026,1017,210,10,21,16,13,13,266,0,0,13976,1344,10.399999618530272,116818,1344,86.9000015258789
2022,326,전주기전대학,전문대학,사립,전북,C그룹,1590,1590,0,59,152,55,0,1856,1592,1592,0,56,164,58,0,1870,0,2300,144,0,29,13,1,187,895,0,372,66,7,1340,0,0,25,3,0,0,0,0,0,0,0,0,0,895,1590,0.6000000238418579,2300,1590,1.399999976158142
2022,327,전주대학교,대학,사립,전북,A그룹,12444,11339,1105,419,630,387,20252,34132,12297,11256,1041,367,636,331,17769,31400,0,575372,2163,227,300,251,1487,4428,11485,1822,6222,3165,40242,62936,0,0,1465,812,41,56,41,1198,43,43,733,0,0,13307,12444,1.100000023841858,575372,12444,46.20000076293945
2022,328,전주비전대학교,전문대학,사립,전북,B그룹,3611,3611,0,90,267,143,0,4111,3436,3436,0,88,269,118,0,3911,0,24314,632,0,36,56,0,724,4633,0,306,405,3063,8407,0,0,0,0,0,0,0,3,0,0,0,0,0,4633,3611,1.2999999523162842,24314,3611,6.699999809265137
2022,329,제네바신학대학원대학교,대학원대학,사립,경기,-,7,0,7,5,0,9,53,74,5,0,5,5,0,8,53,71,0,2000,0,6,1,0,3,10,0,418,17,0,16,451,0,0,2,0,0,0,0,1,1,0,0,0,0,418,7,59.70000076293945,2000,7,285.70001220703125
2022,330,제주관광대학교,전문대학,사립,제주,C그룹,1911,1911,0,64,159,60,314,2508,1779,1779,0,64,167,58,325,2393,0,49554,182,0,24,22,23,251,931,0,237,338,4895,6401,0,0,35,15,2,0,0,0,0,22,469,0,0,931,1911,0.5,49554,1911,25.899999618530277
2022,331,제주국제대학교,대학,사립,제주,C그룹,882,747,135,62,57,41,0,1042,679,518,161,58,59,38,0,834,0,681,13,0,0,2,0,15,47,0,0,7,0,54,0,0,0,0,0,0,0,3,0,0,0,0,0,47,882,0.1000000014901161,681,882,0.800000011920929
2022,332,제주대학교,대학,국립,제주,A그룹,11544,9694,1850,650,929,516,965,14604,11199,9435,1764,648,961,546,957,14311,0,702546,4256,931,499,168,625,6479,31132,13447,9834,2561,18706,75680,0,0,18900,22680,3780,284,89,977,37,84,924,0,0,44579,11544,3.900000095367432,702546,11544,60.900001525878906
2022,333,제주한라대학교,전문대학,사립,제주,A그룹,5664,5664,0,149,392,160,2619,8984,5044,5044,0,137,383,148,4853,10565,0,2702,220,0,11,13,0,244,800,0,32,85,422,1339,0,0,7,9,0,0,0,0,0,1,24,28,1179,800,5664,0.1000000014901161,2702,5664,0.5
2022,334,조선간호대학교,전문대학,사립,광주,C그룹,743,743,0,26,20,24,8,821,741,741,0,24,25,25,8,823,0,7947,158,0,10,3,18,189,1284,0,89,9,163,1545,0,0,0,0,0,0,0,0,0,2,175,0,0,1284,743,1.7000000476837158,7947,743,10.699999809265137
2022,335,조선대학교,대학,사립,광주,A그룹,20247,18777,1470,826,1096,402,4088,26659,19702,18341,1361,785,1130,404,2112,24133,0,125803,3529,398,321,144,487,4879,22253,3671,5215,2867,89597,123603,0,0,16860,11202,443,204,680,1216,225,161,1102,4,2091,25924,20247,1.2999999523162842,125803,20247,6.199999809265137
2022,336,조선이공대학교,전문대학,사립,광주,B그룹,3071,3071,0,95,255,70,0,3491,3068,3068,0,95,242,61,13,3479,0,15120,418,0,48,45,3,514,4823,0,918,661,129,6531,0,0,479,2481,0,0,0,0,0,0,0,1,245,4823,3071,1.600000023841858,15120,3071,4.900000095367432
2022,337,주안대학원대학교,대학원대학,사립,인천,-,92,0,92,7,2,8,9,118,80,0,80,7,2,8,10,107,0,2773,0,46,4,1,4,55,0,1226,128,2,26,1382,0,0,0,0,0,11,2,6,0,2,48,0,0,1226,92,13.300000190734863,2773,92,30.100000381469727
2022,338,중부대학교,대학,사립,충남,B그룹,9508,7854,1654,318,362,195,57,10440,8903,7262,1641,297,350,190,70,9810,0,2217,336,11,41,53,1,442,1734,36,448,400,10514,13132,0,0,1049,42,0,1,3,13,1,14,54,48,195,1770,9508,0.2000000029802322,2217,9508,0.2000000029802322
2022,339,중앙대학교,대학,사립,서울,A그룹,29731,23938,5793,1101,1418,706,17429,50385,29052,23075,5977,1124,1479,695,17076,49426,0,1223033,5123,1576,578,360,1495,9132,47507,23327,12798,7799,68038,159469,0,0,2530,10181,1022,86,93,915,424,186,3423,10,1274,70834,29731,2.400000095367432,1223033,29731,41.09999847412109
2022,340,중앙승가대학교,대학,사립,경기,C그룹,191,125,66,18,36,37,0,282,160,102,58,18,34,36,0,248,0,1741,36,26,3,10,0,75,352,545,17,117,0,1031,0,0,85,100,0,0,0,1,1,0,0,0,0,897,191,4.699999809265137,1741,191,9.100000381469728
2022,341,중원대학교,대학,사립,충북,C그룹,4157,3935,222,147,121,165,135,4725,3899,3590,309,144,132,166,144,4485,0,39600,249,17,35,57,5,363,1132,174,537,619,166,2628,0,0,0,0,0,18,0,50,0,7,16,31,66,1306,4157,0.3000000119209289,39600,4157,9.5
2022,342,진주교육대학교,대학,국립,경남,C그룹,1686,1329,357,68,148,85,40,2027,1597,1299,298,68,163,84,40,1952,0,150489,934,35,36,25,20,1050,9737,270,785,309,456,11557,0,0,524,811,2,42,1,74,1,9,88,1,54,10007,1686,5.900000095367432,150489,1686,89.30000305175781
2022,343,진주보건대학교,전문대학,사립,경남,B그룹,2701,2701,0,80,134,33,0,2948,2564,2564,0,75,139,37,0,2815,0,195598,1988,0,41,35,0,2064,5276,0,436,273,0,5985,0,0,0,0,0,0,0,0,0,24,736,0,0,5276,2701,2.0,195598,2701,72.4000015258789
2022,344,차의과학대학교,대학,사립,경기,C그룹,3308,2228,1080,461,253,127,0,4149,3419,2227,1192,473,239,115,0,4246,0,15280,240,149,35,43,531,998,755,876,325,180,4332,6468,0,0,4239,5138,4417,0,84,485,0,55,487,13,480,1631,3308,0.5,15280,3308,4.599999904632568
2022,345,창신대학교,대학,사립,경남,C그룹,2048,1804,244,85,136,57,0,2326,1913,1658,255,83,109,57,0,2162,0,16200,436,18,32,38,5,529,2347,139,1021,381,24,3912,0,0,20,85,4,41,0,27,0,28,442,1,75,2486,2048,1.2000000476837158,16200,2048,7.900000095367432
2022,346,창원문성대학교,전문대학,사립,경남,C그룹,2006,2006,0,77,104,46,63,2296,1533,1533,0,63,91,39,0,1726,0,1900,204,0,17,20,5,246,1044,0,265,431,40,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,2006,0.5,1900,2006,0.8999999761581421
2022,347,청강문화산업대학교,전문대학,사립,경기,B그룹,3424,3424,0,108,208,90,12,3842,3700,3700,0,106,223,117,9,4155,0,36933,1041,0,75,45,9,1170,13217,0,2264,1700,234,17415,0,0,0,0,0,0,1,2,0,0,0,0,0,13217,3424,3.900000095367432,36933,3424,10.800000190734863
2022,348,청암대학교,전문대학,사립,전남,B그룹,2441,2441,0,75,185,57,40,2798,2386,2386,0,71,194,54,40,2745,0,250,133,0,5,25,0,163,17768,0,109,766,0,18643,0,0,0,0,0,5,5,0,0,0,0,0,0,17768,2441,7.300000190734863,250,2441,0.1000000014901161
2022,349,청운대학교,대학,사립,충남,B그룹,6103,5803,300,188,329,145,67,6832,6018,5719,299,172,326,134,29,6679,0,53316,1235,19,71,92,2,1419,12229,173,1111,2612,6,16131,0,0,433,366,12,3,4,12,2,0,0,2,1412,12402,6103,2.0,53316,6103,8.699999809265137
2022,350,청주교육대학교,대학,국립,충북,C그룹,1564,1190,374,69,149,67,154,2003,1524,1172,352,68,163,64,151,1970,0,38309,878,33,58,52,14,1035,9023,208,764,643,81,10719,0,0,48,36,24,24,7,71,0,0,0,2,78,9231,1564,5.900000095367432,38309,1564,24.5
2022,351,청주대학교,대학,사립,충북,A그룹,11490,10776,714,403,455,232,688,13268,11343,10582,761,367,468,230,459,12867,0,108117,2350,82,156,89,124,2801,61754,1305,5110,2063,2488,72720,0,0,347,622,12,1,249,494,32,37,1620,15,2866,63059,11490,5.5,108117,11490,9.399999618530272
2022,352,초당대학교,대학,사립,전남,C그룹,3445,3222,223,119,127,122,292,4105,3394,3206,188,119,107,116,294,4030,0,70770,273,14,216,108,9,620,4947,207,1657,827,459,8097,0,0,835,420,62,26,5,16,6,6,35,3,133,5154,3445,1.5,70770,3445,20.5
2022,353,총신대학교,대학,사립,서울,C그룹,3681,1610,2071,108,171,105,170,4235,3446,1466,1980,123,146,98,210,4023,0,24290,783,545,88,74,125,1615,7271,26751,4017,1609,11718,51366,0,0,422,532,12,17,9,13,5,0,0,0,0,34022,3681,9.199999809265137,24290,3681,6.599999904632568
2022,354,추계예술대학교,대학,사립,서울,C그룹,1314,1114,200,52,246,42,641,2295,1340,1068,272,56,281,43,279,1999,0,18055,288,37,36,32,18,411,1783,215,559,576,372,3505,0,0,0,0,0,5,165,5,7,2,22,0,0,1998,1314,1.5,18055,1314,13.699999809265137
2022,355,춘천교육대학교,대학,국립,강원,C그룹,1674,1310,364,74,115,80,0,1943,1665,1294,371,75,129,83,0,1952,0,44031,886,60,63,25,12,1046,9294,660,1260,439,114,11767,0,0,0,0,7,9,0,1,15,0,0,0,0,9954,1674,5.900000095367432,44031,1674,26.299999237060547
2022,356,춘해보건대학교,전문대학,사립,울산,B그룹,2713,2713,0,72,122,35,76,3018,2634,2634,0,72,122,35,63,2926,0,62490,643,0,33,48,5,729,4424,0,904,958,165,6451,0,0,0,1,0,0,0,5,0,0,0,1,787,4424,2713,1.600000023841858,62490,2713,23.0
2022,357,충남대학교,대학,국립,대전,A그룹,22412,17516,4896,1033,1562,880,5364,31251,21840,16930,4910,1029,1623,886,5413,30791,0,783142,5247,1593,444,439,698,8421,36539,19397,8765,4694,45980,115375,0,0,96,7298,656,883,677,3252,5282,266,3691,7,382,55936,22412,2.5,783142,22412,34.900001525878906
2022,358,충남도립대학교,전문대학,공립,충남,C그룹,1025,1025,0,32,123,56,845,2081,995,995,0,32,115,49,862,2053,0,31548,253,0,14,56,1,324,1272,0,169,468,0,1909,0,0,462,231,0,0,0,0,0,0,0,0,0,1272,1025,1.2000000476837158,31548,1025,30.799999237060547
2022,359,충북대학교,대학,국립,충북,A그룹,16386,13045,3341,754,1132,635,4619,23526,16166,12818,3348,760,1162,684,4149,22921,0,364012,3534,864,313,397,130,5238,26847,9147,4069,4291,13737,58091,0,0,47673,5297,130,505,266,1352,87,59,1574,1,2917,35994,16386,2.200000047683716,364012,16386,22.200000762939453
2022,360,충북도립대학교,전문대학,공립,충북,C그룹,724,724,0,30,69,64,0,887,785,785,0,30,70,67,0,952,0,1233,94,0,5,38,0,137,1272,0,38,324,0,1634,0,0,45,20,0,0,0,0,0,0,0,1,157,1272,724,1.7999999523162842,1233,724,1.7000000476837158
2022,361,충북보건과학대학교,전문대학,사립,충북,B그룹,2557,2557,0,83,141,60,75,2916,2355,2355,0,77,152,52,103,2739,0,5000,318,0,70,0,2,390,6009,0,673,0,4,6686,0,0,10,3,3,0,0,0,0,0,0,2,980,6009,2557,2.400000095367432,5000,2557,2.0
2022,362,충청대학교,전문대학,사립,충북,B그룹,3484,3484,0,113,319,92,0,4008,3275,3275,0,105,324,77,0,3781,0,16700,333,0,28,44,0,405,2066,0,716,1043,112,3937,0,0,3,0,0,1,15,18,0,28,73,1,289,2066,3484,0.6000000238418579,16700,3484,4.800000190734863
2022,363,치유상담대학원대학교,대학원대학,사립,서울,-,143,0,143,11,7,11,250,422,138,0,138,11,6,13,250,418,0,508,0,56,3,4,2,65,0,370,19,47,7,443,0,0,35,30,12,0,0,0,0,0,0,2,62,370,143,2.5999999046325684,508,143,3.5999999046325684
2022,364,칼빈대학교,대학,사립,경기,C그룹,984,498,486,27,104,30,253,1398,1033,429,604,34,108,26,262,1463,0,10690,63,95,21,9,8,196,419,2095,548,102,109,3273,0,0,290,146,111,15,35,40,12,27,118,0,0,2514,984,2.5999999046325684,10690,984,10.899999618530272
2022,365,탐라대학교,대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,366,평택대학교,대학,사립,경기,C그룹,4189,3740,449,145,211,118,73,4736,3667,3269,398,134,207,108,19,4135,0,12425,223,78,36,47,35,419,3415,1044,503,692,486,6140,0,0,58,1263,376,35,23,121,12,32,753,0,0,4459,4189,1.100000023841858,12425,4189,3.0
2022,367,포항공과대학교,대학,사립,경북,C그룹,3298,1352,1946,287,202,1013,3474,8274,3305,1285,2020,283,203,1061,3336,8188,0,158751,477,852,103,137,343,1912,3401,5941,1673,2276,3262,16553,0,0,6,109,73,32,1,366,613,0,0,14,586,9342,3298,2.799999952316284,158751,3298,48.09999847412109
2022,368,포항대학교,전문대학,사립,경북,C그룹,1641,1641,0,60,94,55,0,1850,1532,1532,0,54,96,56,0,1738,0,24776,222,0,18,17,0,257,1323,0,121,79,1231,2754,0,0,12,68,0,0,0,0,0,21,559,0,0,1323,1641,0.800000011920929,24776,1641,15.100000381469728
2022,369,한경국립대학교,대학,국립,경기,B그룹,6197,5763,434,254,429,402,904,8186,6018,5615,403,247,409,339,204,7217,0,125815,1855,79,114,148,91,2287,13940,666,1980,2204,1127,19917,0,0,962,834,97,48,20,61,4,3,11,7,1429,14606,6197,2.400000095367432,125815,6197,20.299999237060547
2022,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,745,0,745,40,46,135,111,1077,752,0,752,39,50,133,67,1041,0,360010,0,323,18,101,12,454,0,3419,263,1604,51,5337,0,0,1126,36,35,0,0,177,14,10,112,0,0,3419,745,4.599999904632568,360010,745,483.2000122070313
2022,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,423,423,0,15,24,33,51,546,425,425,0,14,24,33,0,496,0,2300,125,0,7,7,0,139,531,0,41,82,0,654,0,0,40,65,10,0,0,0,0,0,0,0,0,531,423,1.2999999523162842,2300,423,5.400000095367432
2022,372,한국공학대학교,대학,사립,경기,B그룹,7415,7031,384,258,320,176,53,8222,7454,7054,400,257,344,196,73,8324,0,64899,1082,50,109,71,11,1323,8716,682,2233,842,1775,14248,0,0,0,0,0,30,691,12,1,0,0,97,647,9398,7415,1.2999999523162842,64899,7415,8.800000190734863
2022,373,한국과학기술원,대학,국립,대전,A그룹,10824,3619,7205,646,645,2318,605,15038,11059,3665,7394,666,671,2379,637,15412,0,214524,1708,2867,315,801,23,5714,13487,21918,3060,9707,58826,106998,0,0,4254,4993,1678,472,108,235,994,12,104,3,112,35405,10824,3.299999952316284,214524,10824,19.799999237060547
2022,374,한국관광대학교,전문대학,사립,경기,C그룹,1653,1653,0,57,91,50,90,1941,1453,1453,0,52,72,43,91,1711,0,14607,360,0,13,17,7,397,2205,0,186,229,1138,3758,0,0,0,3,0,0,0,0,0,0,0,0,0,2205,1653,1.2999999523162842,14607,1653,8.800000190734863
2022,375,한국교원대학교,대학,국립,충북,B그룹,5695,2386,3309,212,462,335,1913,8617,5549,2298,3251,211,489,336,2220,8805,0,104772,1617,804,97,103,1105,3726,18367,16631,1742,1647,10755,49142,0,0,2258,3035,635,321,343,258,68,1,10,31,538,34998,5695,6.099999904632568,104772,5695,18.399999618530277
2022,376,한국국제대학교,대학,사립,경남,C그룹,1196,1196,0,63,91,29,0,1379,761,761,0,61,75,28,0,925,0,201,35,0,2,2,0,39,104,0,16,12,0,132,0,0,6,15,5,0,0,0,0,0,0,0,0,104,1196,0.1000000014901161,201,1196,0.2000000029802322
2022,377,한국기술교육대학교,대학,사립,충남,C그룹,4609,4113,496,195,242,405,760,6211,4698,4133,565,192,256,441,760,6347,0,129210,1409,157,121,227,22,1936,8388,1654,2224,2412,15493,30171,0,0,376,608,717,65,2,315,26,9,265,0,0,10042,4609,2.200000047683716,129210,4609,28.0
2022,378,한국농수산대학교,전문대학,국립,전북,C그룹,1636,1636,0,53,101,175,148,2113,1693,1693,0,56,100,186,127,2162,0,14541,165,0,28,56,34,283,1557,0,351,885,299,3092,0,0,70,15,59,0,0,59,59,0,0,0,0,1557,1636,1.0,14541,1636,8.899999618530273
2022,379,한국방송통신대학교,대학,국립,서울,A그룹,107154,104613,2541,154,121,655,11750,119834,99334,96748,2586,163,114,642,8643,108896,0,0,1059,67,118,239,8,1491,5258,502,2006,2295,35,10096,0,0,0,14300,199,99,29,70,2,58,2897,0,0,5760,107154,0.1000000014901161,0,107154,0.0
2022,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,2592,2592,0,13,107,24,0,2736,2655,2655,0,14,115,23,0,2807,0,647,85,0,0,0,5,90,291,0,0,0,13,304,0,0,0,0,0,0,0,0,0,0,0,0,0,291,2592,0.1000000014901161,647,2592,0.2000000029802322
2022,381,한국상담대학원대학교,대학원대학,사립,서울,-,167,0,167,13,1,14,6,201,169,0,169,12,7,12,0,200,0,1428,0,119,7,5,0,131,0,1144,103,20,0,1267,0,0,0,25,0,1,0,6,0,0,0,0,0,1144,167,6.900000095367432,1428,167,8.600000381469727
2022,382,한국성서대학교,대학,사립,서울,C그룹,1248,1058,190,45,56,55,84,1488,1195,1025,170,44,66,51,84,1440,0,31824,451,73,25,37,4,590,4002,1336,629,297,48,6312,0,0,0,0,13,10,3,3,3,9,78,32,91,5338,1248,4.300000190734863,31824,1248,25.5
2022,383,한국승강기대학교,전문대학,사립,경남,C그룹,587,587,0,19,46,36,0,688,630,630,0,18,42,32,0,722,0,79,76,0,3,0,0,79,190,0,34,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,190,587,0.3000000119209289,79,587,0.1000000014901161
2022,384,한국에너지공과대학교,대학,국립,전남,C그룹,0,0,0,0,0,0,0,0,154,105,49,43,16,65,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,385,한국열린사이버대학교,대학,사립,서울,B그룹,6026,6026,0,19,255,73,0,6373,5741,5741,0,17,248,77,0,6083,0,0,327,0,0,12,0,339,1474,0,0,60,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,6026,0.2000000029802322,0,6026,0.0
2022,386,한국영상대학교,전문대학,사립,세종,B그룹,3071,3071,0,93,228,80,190,3662,3095,3095,0,93,216,71,190,3665,0,28920,806,0,60,33,1,900,13016,0,936,352,2,14306,0,0,296,248,20,0,0,2,0,30,977,0,0,13016,3071,4.199999809265137,28920,3071,9.399999618530272
2022,387,한국예술종합학교,대학,국립,서울,C그룹,2647,2647,0,135,1023,103,2467,6375,2655,2655,0,133,1050,458,2685,6981,0,50354,1131,0,213,180,539,2063,11216,0,3549,3342,30645,48752,0,0,1093,1538,36,78,40,42,23,3,14,0,0,11216,2647,4.199999809265137,50354,2647,19.0
2022,388,한국외국어대학교,대학,사립,서울,A그룹,20003,17522,2481,662,1395,359,23636,46055,19122,16593,2529,644,1492,357,20436,42051,0,1146633,4120,826,936,266,4014,10162,35092,11972,17302,3851,66004,134221,0,0,17746,10763,2964,86,58,772,693,123,785,9,2331,47064,20003,2.400000095367432,1146633,20003,57.29999923706055
2022,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,90,0,90,13,14,46,20,183,106,0,106,13,16,40,20,195,0,203,0,90,27,46,20,183,0,170,108,144,74,496,0,0,200,70,125,0,0,40,40,1,53,0,0,170,90,1.899999976158142,203,90,2.299999952316284
2022,390,한국전통문화대학교,대학,국립,충남,C그룹,819,613,206,36,178,63,153,1249,831,591,240,37,199,65,53,1185,0,13215,446,149,22,72,70,759,5833,2400,564,1529,1086,11412,0,0,942,1042,4,57,137,68,37,0,0,23,67,8233,819,10.100000381469728,13215,819,16.100000381469727
2022,391,한국정보통신대학교,대학,사립,대전,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,392,한국철도대학,전문대학,국립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,393,한국체육대학교,대학,국립,서울,C그룹,3045,2447,598,115,188,153,0,3501,3000,2384,616,121,210,159,0,3490,0,1182,137,86,39,72,29,363,1305,983,736,1058,774,4856,0,0,146,701,34,0,0,35,7,0,0,0,0,2288,3045,0.800000011920929,1182,3045,0.4000000059604645
2022,394,한국침례신학대학교,대학,사립,대전,C그룹,1738,1058,680,52,129,67,1236,3222,1652,955,697,51,116,62,1348,3229,0,30317,620,430,54,47,400,1551,3995,9409,2151,742,11305,27602,0,0,200,3,2,6,5,24,3,14,101,0,0,13404,1738,7.699999809265137,30317,1738,17.399999618530273
2022,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,501,501,0,30,38,35,0,604,534,534,0,32,40,29,0,635,0,110,18,0,6,7,0,31,33,0,30,17,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,33,501,0.1000000014901161,110,501,0.2000000029802322
2022,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,1395,1395,0,72,68,59,20,1614,1303,1303,0,69,55,55,20,1502,0,639,45,0,9,5,0,59,163,0,27,21,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1395,0.1000000014901161,639,1395,0.5
2022,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,741,741,0,42,43,45,0,871,701,701,0,45,38,47,111,942,0,231,28,0,9,14,0,51,94,0,49,132,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,94,741,0.1000000014901161,231,741,0.3000000119209289
2022,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,48,48,0,5,6,28,0,87,43,43,0,4,7,25,0,79,0,44,24,0,12,8,0,44,139,0,71,90,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,139,48,2.900000095367432,44,48,0.8999999761581421
2022,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,42,42,0,5,4,35,0,86,68,68,0,8,4,36,0,116,0,132,70,0,66,3,0,139,70,0,56,13,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,70,42,1.7000000476837158,132,42,3.0999999046325684
2022,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,1915,1915,0,85,115,80,0,2195,1820,1820,0,80,114,81,0,2095,0,2820,87,0,7,6,0,100,324,0,141,30,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,324,1915,0.2000000029802322,2820,1915,1.5
2022,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,9,9,0,4,2,39,0,54,23,23,0,5,1,39,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0,9,0.0
2022,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,132,132,0,11,15,35,0,193,132,132,0,12,18,39,0,201,0,3552,24,0,9,8,0,41,97,0,157,48,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,97,132,0.699999988079071,3552,132,26.899999618530277
2022,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,97,97,0,11,4,34,245,391,100,100,0,9,6,33,285,433,0,4920,3,0,1,10,17,31,7,0,1,45,34,87,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97,0.1000000014901161,4920,97,50.70000076293945
2022,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,258,258,0,15,32,61,0,366,240,240,0,14,29,60,0,343,0,60,30,0,7,5,0,42,30,0,2,12,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,30,258,0.1000000014901161,60,258,0.2000000029802322
2022,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,767,767,0,50,46,47,200,1110,734,734,0,47,45,54,200,1080,0,2000,84,0,1,0,0,85,84,0,1,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,84,767,0.1000000014901161,2000,767,2.5999999046325684
2022,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,493,493,0,29,23,37,0,582,457,457,0,28,24,39,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,0.0,0,493,0.0
