YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_19A,BG3Y_MCS_20B,BG3Y_MCS_21C,BG3Y_BG3Y,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_OEU_EDC,UE_OEU_EP,UE_REU_EDC,UE_REU_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_OE_PTH,SES_OE_PTC,SES_REL_PTH,SES_REL_PTC,SES_OE2_PTH,SES_OE2_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCC,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2021,11,전남대학교,74.9,321,대학,국립,광주,A그룹,859321,497046,1356367,1372261,630736,2002997,39,35,231387,0,74,231387,1159,285,1444,33159,13613,46772,32198,0,2002997,23581,84.9000015258789,46772,2002997,2.400000095367432,197,48,3,197,501,.4000000059604645,92255252949,133422619,50570880,3186960,163464265,52980556,0,39612116,443237396,81009124000,127108000,49900000,7910000,180800000,56860000,0,41800000,464378000,443237396,7789,56905.6,443237396,92255252949,.5,449819236,449443303,443237396,-.7,2635,2635,0,78,175,54,53,2995,2451,2451,0,243,168,55,55,2972,0,83553,340,0,28,33,2,403,3365,0,563,522,13,4463,0,0,693,339,0,0,0,5,0,0,0,0,0,3365,2635,1.2999999523162842,83553,2635,31.700000762939453,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,882,1.100000023841858,1,0,882,1.100000023841858,0,2,0,0
2021,12,부산대학교,74.7,178,대학,국립,부산,A그룹,766651,405119,1171770,1697955,853792,2551747,50,55,676616,5,110,676616,657,508,1165,49638,7012,56650,43800,52934,2551747,27831,91.6999969482422,56650,2551747,2.299999952316284,5186.60009765625,932,109,5186.60009765625,7386,.699999988079071,956325936517,1867945495,812336076,35325930,9191635304,1487165784,0,7865879,13402274468,911954435000,1818835593,1076785031,60701000,7421069152,1196799408,0,10260000,11584450184,13402274468,27813,481870.9,13402274468,956325936517,1.4,11097210000,13433164000,13402274468,10.4,704,501,203,29,79,24,591,1427,650,463,187,27,103,24,591,1395,0,3320,54,36,16,19,3,128,283,607,222,212,56,1380,0,0,10,40,20,31,0,9,1,1,1,0,0,890,704,1.2999999523162842,3320,704,4.699999809265137,3,3,0,3,9,0,0,0,0,0,0,7,0,1,8,0,0,0,0,0,3,10,0,4,17,0,0,0,0,0,3,10,0,4,17,27,9,146,26,422,99,6,3,7,1,13390,1.100000023841858,6,7,13390,1,595,9,8,35
2021,13,울산과학기술원,73.8,295,대학,국립,울산,C그룹,98891,140051,238942,111705,152402,264107,40,26,403143,0,66,403143,43,3,46,2937,892,3829,3404,0,264107,3953,66.80000305175781,3829,264107,1.5,11070.7001953125,1343,79,11070.7001953125,6197,1.7999999523162842,5110655726,7764860,799000,0,0,0,0,0,8563860,3441167000,8000000,1200000,0,0,0,0,0,9200000,8563860,546,15684.7,8563860,5110655726,.2,7915360,8857200,8563860,4.3,1468,1468,0,77,61,40,20,1666,1395,1395,0,140,68,59,20,1682,0,10125,44,0,11,2,0,57,235,0,36,331,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1468,.2000000029802322,10125,1468,6.900000095367432,0,3,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,1,1,0,3,0,2,5,20,5,62.5,12,174,37,3,2,0,0,4535,1,3,0,4535,.699999988079071,256.5,3,0,85.5
2021,14,이화여자대학교,73.6,308,대학,사립,서울,A그룹,608385,525705,1134090,1008867,738426,1747293,33,78,404449,8,119,404449,555,807,1362,35717,3486,39203,32180,8998,1747293,21050,83,39203,1747293,2.299999952316284,2921,277,31,2921,1248,2.299999952316284,96892954396,284798720,40051249,5329680,285470688,129640365,0,39060000,784350702,100032713565,270345585,32656421,4000000,327335520,105970400,0,39825000,780132926,784350702,7443,105381,784350702,96892954396,.8,737680008,769964780,784350702,3.1,847,847,0,41,56,44,0,988,832,832,0,89,44,49,0,1014,0,1420,84,0,2,4,0,90,190,0,4,8,0,202,0,0,0,0,0,0,0,0,0,0,0,1,19,190,847,.2000000029802322,1420,847,1.7000000476837158,1,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,0,1,0,0,1,1,1,0,2,4,0,0,83,11,7,2,2,1,0,1,4101,.800000011920929,2,0,4101,.5,90,2,1,30
2021,15,전북대학교,73,324,대학,국립,전북,A그룹,612507,174838,787345,1415188,421247,1836435,39,37,123051,6,82,123051,139,828,967,20318,12549,32867,26474,0,1836435,21939,83.69999694824219,32867,1836435,1.7999999523162842,37,0,0,37,48,.800000011920929,155189816825,161797570,16635746,3600000,343297646,134113439,0,72211620,731656021,152592524000,161800000,16743000,3000000,402450941,134688059,0,71639000,790321000,731656021,14217,51463.5,731656021,155189816825,.5,1102717249,908170879,731656021,-18.5,1923,1923,0,58,114,29,27,2151,1890,1890,0,177,117,42,17,2243,0,6789,33,0,11,20,2,66,568,0,77,237,201,1083,0,0,4,0,0,0,0,0,0,0,0,0,0,568,1923,.3000000119209289,6789,1923,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,16.5,4,19,4,0,0,1,0,743,1.100000023841858,0,1,743,1.2999999523162842,35.5,0,1,35.5
2021,16,건국대학교,72.9,18,대학,사립,서울,A그룹,528569,181569,710138,1106953,253276,1360229,31,31,65388,1,63,65388,790,188,978,18566,6697,25263,15081,13692,1360229,20087,67.69999694824219,25263,1360229,1.899999976158142,0,0,0,0,0,0,34839091186,23777820,6516520,463320,0,6433811,0,10420000,47611471,37521564000,42000000,8400000,1000000,0,8000000,0,0,59400000,47611471,1717,27729.5,47611471,34839091186,.1,48005556,46862001,47611471,-.4,12223,11126,1097,379,741,304,105306,118953,12444,11339,1105,419,630,387,20252,34132,0,225796,1495,200,276,263,1102,3336,3428,653,1552,908,25314,31855,0,0,1321,500,60,74,39,609,28,1,13,0,0,4081,12223,.3000000119209289,225796,12223,18.5,0,2,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,1,3,0,0,4,143,72,37.5,4,16,2,2,0,2,0,3445,1,2,2,3445,1.2000000476837158,196.5,2,2,49.09999847412109
2021,17,가톨릭대학교,72.8,6,대학,사립,경기,A그룹,435353,265630,700983,765834,405961,1171795,87,64,180836,5,156,180836,2088,297,2385,21248,2458,23706,16368,16999,1171795,10484,111.8000030517578,23706,1171795,2.0999999046325684,3904.199951171875,614,66,3904.199951171875,5135,.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886,6886,0,173,274,119,6,7458,6703,6703,0,445,274,119,6,7547,0,12498,569,0,79,98,1,747,2443,0,1182,1266,11368,16259,0,0,0,0,0,1,0,6,0,0,0,32,229,2443,6886,.4000000059604645,12498,6886,1.7999999523162842,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,15.5,4,38.5,10,0,1,0,0,166,4.800000190734863,0,0,166,0,54,1,1,27
2021,18,중앙대학교,72.7,339,대학,사립,서울,A그룹,521764,568343,1090107,1476756,801342,2278098,43,66,571455,2,111,571455,239,154,393,67753,3333,71086,63743,22238,2278098,29194,78,71086,2278098,3.200000047683716,325,23,0,325,417,.800000011920929,3138471780,0,0,0,0,0,0,0,0,1924266000,0,0,0,0,0,0,0,0,0,486,0,0,3138471780,0,5787440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,10,0,1,11,0,0,0,0,0,0,10,0,1,11,24,12,206,17,289,65,4,1,6,0,6103,1.600000023841858,4,6,6103,1.600000023841858,519,5,5,51.900001525878906
2021,19,충남대학교,72.4,357,대학,국립,대전,A그룹,613996,290566,904562,1373704,473303,1847007,24,29,102195,3,56,102195,109,507,616,9008,13007,22015,16349,13193,1847007,22451,82.30000305175781,22015,1847007,1.2000000476837158,3661,777,76,3661,3448,1.100000023841858,39000251991,95455800,24064960,12271300,67656570,30664700,0,63739530,293852860,38448461000,87200000,23878000,12300000,71643000,34491000,0,73625000,303137000,293852860,3771,77924.4,293852860,39000251991,.8,271214999,320259446,293852860,4.9,7456,6934,522,269,218,171,133,8247,7300,6809,491,273,223,106,52,7954,0,11907,303,18,42,51,1,415,6170,405,1324,1008,433,9340,0,0,98,167,25,21,25,16,8,1,20,2,381,6575,7456,.8999999761581421,11907,7456,1.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,20,인하대학교,72.3,316,대학,사립,인천,A그룹,585060,332967,918027,1282160,405501,1687661,42,39,101063,5,86,101063,439,76,515,15263,3155,18418,13583,5386,1687661,20240,83.4000015258789,18418,1687661,1.100000023841858,4182,334,26,4182,819,5.099999904632568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,909,365,46,75,28,90,1513,1115,856,259,44,84,29,94,1366,0,46186,374,396,93,79,82,1024,1155,1818,345,244,4494,8056,0,0,59,30,11,28,43,31,16,0,0,1,23,2973,1274,2.299999952316284,46186,1274,36.29999923706055,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,0,0,24,1,0,0,0,1,1,0,1590,1,0,1,1590,.6000000238418579,24,1,1,12
2021,21,강원대학교,72.1,14,대학,국립,강원,A그룹,775217,187434,962651,1287797,322509,1610306,32,43,153103,0,75,153103,467,182,649,25681,5236,30917,19756,35351,1610306,22114,72.80000305175781,30917,1610306,2,199,24,3,199,167,1.2000000476837158,36595368100,73527553,3699160,0,12053000,2419497,0,0,91699210,57724242000,55740000,3600000,0,12600000,2760000,0,18000000,92700000,91699210,3951,23209.1,91699210,36595368100,.3,111860000,88000050,91699210,-8.6,1717,1717,0,49,82,41,3,1892,1738,1738,0,141,92,42,11,2024,0,9726,248,0,89,190,15,542,3253,0,625,1426,96,5400,0,0,96,25,0,0,0,0,0,0,0,0,0,3253,1717,1.899999976158142,9726,1717,5.699999809265137,0,4,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,9,0,0,0,0,0,0,4,3,2,9,182,34,316,45,869,159,7,2,0,0,7549,1.100000023841858,7,0,7549,.8999999761581421,1367,9,0,151.89999389648438
2021,22,아주대학교,72,264,대학,사립,경기,A그룹,383793,248988,632781,687652,451063,1138715,37,47,51721,3,87,51721,329,72,401,17918,2317,20235,18012,0,1138715,13356,85.30000305175781,20235,1138715,1.7999999523162842,11931,1656,99,11931,9508,1.2999999523162842,19451684891,6414840,0,0,0,0,0,0,6414840,19460160685,10000000,0,0,0,0,0,0,10000000,6414840,2341,2740.2,6414840,19451684891,0,40884540,122400,6414840,2520.6,559,551,8,21,15,22,94,711,551,544,7,20,15,21,119,726,0,4516,91,9,16,23,16,155,30414,136,368,346,170,31434,0,0,145,39,144,21,4,20,4,2,8,3,25,30550,559,54.70000076293945,4516,559,8.100000381469727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20.5,6,12,2,0,0,1,0,1198,.699999988079071,0,1,1198,.800000011920929,32.5,0,1,32.5
2021,23,세종대학교,71.8,236,대학,사립,서울,A그룹,375584,202319,577903,653722,311133,964855,31,29,95438,4,64,95438,165,77,242,7975,1268,9243,8639,0,964855,14454,66.80000305175781,9243,964855,1,28169.69921875,3567,440,28169.69921875,23449,1.2000000476837158,38143616600,106011756,14765260,0,23923000,12488869,0,0,157188885,41075567500,70740000,16300000,0,19260000,0,0,0,106300000,157188885,3678,42737.6,157188885,38143616600,.4,168216189,166575636,157188885,-3.3,9607,8921,686,314,276,178,862,11237,9058,8341,717,329,308,168,803,10666,0,48203,1137,96,210,95,21,1559,33995,915,7946,2408,248,45512,0,0,1992,3735,865,131,83,92,139,55,490,76,2236,34910,9607,3.5999999046325684,48203,9607,5,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,2,1,0,0,3,0,0,71,10,41,9,3,0,0,0,3996,.800000011920929,3,0,3996,.800000011920929,112,3,0,37.29999923706055
2021,24,영남대학교,71.8,276,대학,사립,경북,A그룹,544985,398980,943965,1220962,642462,1863424,52,46,95777,2,100,95777,639,148,787,19385,4790,24175,20928,0,1863424,22831,81.5999984741211,24175,1863424,1.2999999523162842,5097,992,95,5097,1564,3.299999952316284,0,0,0,0,0,0,0,0,0,0,30000000,0,0,0,0,0,0,30000000,0,1613,0,0,0,0,0,0,0,0,14081,12080,2001,1131,1039,311,12716,29278,13888,11888,2000,1149,1076,331,13516,29960,0,126933,2993,357,401,348,199,4298,26808,3611,5568,5749,6318,48054,0,0,591,2929,462,140,232,1450,423,3,42,18,3043,30419,14081,2.200000047683716,126933,14081,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,0,0,0,1920,0,0,2,0,0
2021,25,광주과학기술원,71.7,61,대학,국립,광주,C그룹,66501,85146,151647,86000,100999,186999,22,11,56428,2,35,56428,0,0,0,2983,1093,4076,2984,82913,186999,2042,91.5999984741211,4076,186999,2.200000047683716,712,154,20,712,1880,.4000000059604645,55530460157,16670000,0,0,0,12000000,0,0,28670000,56364689000,17000000,0,0,0,13500000,0,0,30500000,28670000,9468,3028.1,28670000,55530460157,.1,24986000,26941000,28670000,7.1,4788,3920,868,305,154,158,423,5828,4686,3781,905,301,178,170,799,6134,0,91676,530,396,118,98,101,1243,8160,7742,2710,2426,1903,22941,0,0,2892,2560,2242,19,117,1253,1688,4,14,31,256,15902,4788,3.299999952316284,91676,4788,19.100000381469727,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,4.5,1,34,8,56,12,2,0,0,1,977,2.5999999046325684,2,0,977,2,94.5,2,1,31.5
2021,26,경상국립대학교,71.5,37,대학,국립,경남,A그룹,591709,280738,872447,1221873,450851,1672724,37,54,91077,7,98,91077,491,147,638,20353,15760,36113,28298,98707,1672724,21509,77.80000305175781,36113,1672724,2.200000047683716,22374,1813,121,22374,8202,2.700000047683716,65737215139,101725160,4976240,3182850,0,35115750,0,0,145000000,61988308000,81000000,5000000,3000000,0,38000000,0,0,127000000,145000000,6665,21755.4,145000000,65737215139,.2,149998330,151999020,145000000,-1.6,7814,7814,0,254,133,120,402,8723,7549,7549,0,247,144,134,0,8074,0,249500,1737,0,14,191,3,1945,53986,0,86,723,23,54818,0,0,2000,1000,500,0,0,1,1,3,37,37,684,53986,7814,6.900000095367432,249500,7814,31.89999961853028,15,19,1,2,37,0,0,0,0,0,2,6,3,0,11,0,0,0,0,0,17,25,4,2,48,0,0,0,0,0,17,25,4,2,48,229.5,39,428,26,1232.5,272,35,2,11,0,27380,1.7000000476837158,35,11,27380,1.7000000476837158,1890,39,13,36.29999923706055
2021,27,동국대학교,71,135,대학,사립,서울,A그룹,828871,340403,1169274,1219507,415152,1634659,38,40,210268,0,78,210268,649,381,1030,25188,5901,31089,26855,2109,1634659,17539,93.1999969482422,31089,1634659,1.899999976158142,4480,757,55,4480,2911,1.5,75602973377,106878200,22053964,0,16229000,21021065,0,0,166182229,72718501000,107412000,20000000,0,16554000,22636000,0,0,166602000,166182229,6959,23880.2,166182229,75602973377,.2,168771721,163762039,166182229,-.7,948,948,0,36,227,34,0,1245,782,782,0,34,204,38,0,1058,0,9190,141,0,15,8,3,167,873,0,223,63,44,1203,0,0,151,21,0,0,0,0,0,0,0,0,0,873,948,.8999999761581421,9190,948,9.699999809265137,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,2,1,0,1,4,0,0,43,8,161,38,3,1,0,0,4101,.8999999761581421,3,0,4101,.699999988079071,204,5,0,40.79999923706055
2021,28,서울시립대학교,70.9,209,대학,공립,서울,A그룹,442219,169213,611432,837958,286424,1124382,28,58,318357,4,90,318357,451,166,617,25128,1202,26330,18417,0,1124382,11762,95.5999984741211,26330,1124382,2.400000095367432,10320,1394,62,10320,7431,1.399999976158142,14552604295,34474890,944000,0,0,0,0,0,35418890,14113407000,33208000,1000000,1000000,0,0,0,0,35208000,35418890,1602,22109.2,35418890,14552604295,.2,32335200,35424000,35418890,4.8,9643,8868,775,306,909,328,513,11699,10066,9261,805,333,981,336,639,12355,0,57225,1851,250,157,195,216,2669,9809,2074,3906,2622,74959,93370,0,0,2115,1667,277,16,16,114,22,0,0,58,892,11883,9643,1.2000000476837158,57225,9643,5.900000095367432,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,2,0,0,1,0,1,0,1,1,1,3,0,0,48.5,7,0,0,0,1,2,0,6197,.4000000059604645,0,2,6197,.3000000119209289,48.5,0,3,16.200000762939453
2021,29,가천대학교,70.9,3,대학,사립,경기,A그룹,385493,146008,531501,947382,190376,1137758,33,37,70347,6,76,70347,6,0,6,18459,6171,24630,14049,0,1137758,21077,54,24630,1137758,2.200000047683716,0,0,0,0,0,0,369456232193,848855333,671851780,1838181,2323753377,876842562,0,99310428,4822451661,401088889000,745000000,708000000,5000000,2387000000,943328000,0,47000000,4835328000,4822451661,21050,229095.1,4822451661,369456232193,1.3,4817882767,4815531565,4822451661,0,807,705,102,45,90,62,187,1191,815,728,87,45,88,68,195,1211,0,10884,157,34,34,17,23,265,4369,2249,541,162,418,7739,0,0,344,317,49,14,1,57,1,4,47,0,0,6618,807,8.199999809265137,10884,807,13.5,2,5,0,2,9,0,0,0,0,0,0,12,1,1,14,0,0,0,0,0,2,17,1,3,23,0,0,0,0,0,2,17,1,3,23,0,0,25,4,221.3000030517578,44,7,2,13,1,20271,1,7,13,20271,1,246.3000030517578,9,18,9.100000381469728
2021,30,인제대학교,70.9,310,대학,사립,경남,B그룹,414462,168088,582550,665962,243476,909438,33,24,178341,0,57,178341,111,21,132,7699,2185,9884,7678,0,909438,10384,87.5999984741211,9884,909438,1.100000023841858,0,0,0,0,0,0,63409591193,129388171,25165962,2566400,74246000,54698299,0,0,286064832,61387421000,100200000,18010000,4000000,6600000,72790000,0,0,201600000,286064832,5623,50874.1,286064832,63409591193,.5,302952172,297567573,286064832,-2.8,137,137,0,11,9,28,0,185,118,118,0,20,9,43,0,190,0,12,6,0,2,4,0,12,12,0,5,13,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,12,137,.1000000014901161,12,137,.1000000014901161,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,86.5,17,0,0,2,0,0,0,3662,.5,2,0,3662,.5,86.5,2,0,43.29999923706055
2021,31,과학기술연합대학원대학교,70.7,56,대학원대학,국립,대전,-,7573,25027,32600,15423,63739,79162,2,8,106076,0,10,106076,0,0,0,669,0,669,496,10605,79162,1304,60.70000076293945,669,79162,.8999999761581421,561.5999755859375,170,0,561.5999755859375,230,2.400000095367432,54370707186,66833092,940100,8999996,11831500,10688883,0,9500000,108793571,53378000000,50000000,1000000,6000000,8000000,10500000,0,4500000,80000000,108793571,5008,21724,108793571,54370707186,.2,113095119,114588674,108793571,-1.9,37,0,37,5,3,3,1,49,9,0,9,3,0,3,0,15,0,26,0,21,2,1,2,26,0,298,8,9,18,333,0,0,0,0,0,0,0,0,0,0,0,0,0,298,37,8.100000381469727,26,37,.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10457,0,0,0,10457,0,0,2,0,0
2021,32,충북대학교,70.6,359,대학,국립,충북,A그룹,436929,167133,604062,1090908,256854,1347762,43,41,103738,5,89,103738,647,199,846,16765,4850,21615,13345,77,1347762,16466,81.9000015258789,21615,1347762,1.600000023841858,135.5,16,5,135.5,245,.6000000238418579,3446329113,1174070,0,0,0,0,0,0,1174070,3516799000,1600000,0,0,0,0,0,0,1600000,1174070,253,4640.6,1174070,3446329113,0,626360,14400,1174070,3977.8,3405,2624,781,126,334,83,244,4192,3255,2561,694,121,335,85,245,4041,0,13081,198,83,23,32,21,357,1424,747,339,545,729,3784,0,0,32,143,121,34,7,30,7,0,0,10,160,2171,3405,.6000000238418579,13081,3405,3.799999952316284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,696,.699999988079071,0,0,696,0,0,0,1,0
2021,33,한림대학교,70.3,434,대학,사립,강원,B그룹,284914,151166,436080,570280,276900,847180,24,14,59079,0,38,59079,337,57,394,6532,3338,9870,6505,0,847180,8508,99.5999984741211,9870,847180,1.2000000476837158,0,0,0,0,3375,0,12147523837,8557250,1435280,0,0,0,0,0,9992530,12340357352,5000000,1000000,0,0,0,0,0,6000000,9992530,1214,8231.1,9992530,12147523837,.1,4384160,9971690,9992530,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,34,서강대학교,70.1,191,대학,사립,서울,A그룹,414901,469048,883949,680434,593204,1273638,42,53,319985,6,101,319985,234,172,406,31572,2265,33837,31618,24751,1273638,11053,115.1999969482422,33837,1273638,2.700000047683716,332.6000061035156,100,0,332.6000061035156,261,1.2999999523162842,49765148142,37629151,16733150,21451229,14650000,31867158,0,66749120,189079808,48253822000,40000000,14300000,1000000,15000000,60000000,0,59000000,189300000,189079808,3101,60973.8,189079808,49765148142,.4,192801563,194061349,189079808,-1,7392,7141,251,222,327,211,2879,11031,7361,7130,231,225,336,203,3002,11127,0,5898,1831,160,129,183,198,2501,8936,2407,2453,1949,149024,164769,0,0,6,81,54,288,359,268,153,2,12,61,994,11343,7392,1.5,5898,7392,.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10952,0,0,0,10952,0,0,0,0,0
2021,35,단국대학교,69.8,107,대학,사립,경기,A그룹,984398,292299,1276697,1521705,476656,1998361,24,20,124201,4,48,124201,1070,134,1204,28147,5273,33420,25232,15188,1998361,26716,74.80000305175781,33420,1998361,1.7000000476837158,15937,1796,85,15937,9872,1.600000023841858,-129893513,0,0,0,0,0,0,0,0,163294000,0,0,0,0,0,0,0,0,0,84,0,0,-129893513,0,0,0,0,0,44,0,44,4,18,9,70,145,63,0,63,20,16,9,50,158,0,30,0,10,2,4,12,28,0,49,3,9,146,207,0,0,10,15,10,0,0,1,1,1,11,2,10,49,44,1.100000023841858,30,44,.699999988079071,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,1,2,0,2,0,1,3,21,1,47,12,41,7,1,0,1,1,2575,.8999999761581421,1,1,2575,.800000011920929,109,1,1,54.5
