Year,ID,SchName,SchType,FoundType,Region,UnivScale,VolunteerUserCnt_VolunteerTC_PrevYear_StCount,VolunteerUserCnt_VolunteerTC_PrevYear_Undergrad,VolunteerUserCnt_VolunteerTC_PrevYear_GradSt,VolunteerUserCnt_VolunteerTC_PrevYear_FullFaculty,VolunteerUserCnt_VolunteerTC_PrevYear_PartFaculty,VolunteerUserCnt_VolunteerTC_PrevYear_Staff,VolunteerUserCnt_VolunteerTC_PrevYear_Other,VolunteerUserCnt_VolunteerTC_PrevYear_TotalSum,VolunteerUserCnt_VolunteerTC_CurrYear_StCount,VolunteerUserCnt_VolunteerTC_CurrYear_Undergrad,VolunteerUserCnt_VolunteerTC_CurrYear_GradSt,VolunteerUserCnt_VolunteerTC_CurrYear_FullFaculty,VolunteerUserCnt_VolunteerTC_CurrYear_PartFaculty,VolunteerUserCnt_VolunteerTC_CurrYear_Staff,VolunteerUserCnt_VolunteerTC_CurrYear_Other,VolunteerUserCnt_VolunteerTC_CurrYear_TotalSum,VolunteerUserCnt_DeptCnt,VolunteerUserCnt_UserCnt_LibUserCnt,LoanStatus_LoanUserCnt_Undergrad,LoanStatus_LoanUserCnt_GradSt,LoanStatus_LoanUserCnt_Faculty,LoanStatus_LoanUserCnt_Staff,LoanStatus_LoanUserCnt_Other,LoanStatus_LoanUserCnt_TotalSum,LoanStatus_LoanBookCnt_Undergrad,LoanStatus_LoanBookCnt_GradSt,LoanStatus_LoanBookCnt_Faculty,LoanStatus_LoanBookCnt_Staff,LoanStatus_LoanBookCnt_Other,LoanStatus_LoanBookCnt_TotalSum,RefCollab_RefBefore2010_Request,RefCollab_RefBefore2010_Provided,RefCollab_RefAfter2010_Consultation,RefCollab_RefAfter2010_Phone,RefCollab_RefAfter2010_Online,RefCollab_RefLoan_Request,RefCollab_RefLoan_Provided,RefCollab_RefCopy_Request,RefCollab_RefCopy_Provided,UserEdu_OnsiteEduUser_EduCount,UserEdu_OnsiteEduUser_EduPartCnt,UserEdu_RemoteEduUser_EduCount,UserEdu_RemoteEduUser_EduPartCnt,LoanPerSt_LoanBookCnt,LoanPerSt_StCountPrev,LoanPerSt_LoanPerSt,VisitPerSt_VisitCnt,VisitPerSt_StCountPrev,VisitPerSt_VisitPerSt
2021,59,광운대학교,대학,사립,서울,B그룹,9609,8181,1428,327,500,221,7130,17787,9900,8527,1373,332,559,247,6149,17187,0,214256,2835,508,212,176,553,4284,17365,5178,2892,3452,26764,55651,0,0,68,1051,128,64,455,315,62,6,71,26,131,22543,9609,2.299999952316284,214256,9609,22.299999237060547
2021,60,광주가톨릭대학교,대학,사립,전남,C그룹,121,89,32,18,6,30,477,652,109,79,30,18,5,29,525,686,0,15450,89,32,21,14,33,189,5136,3513,645,94,1397,10785,0,0,150,42,116,8,10,29,11,6,90,0,0,8649,121,71.5,15450,121,127.6999969482422
2021,61,광주과학기술원,대학,국립,광주,C그룹,2042,739,1303,196,89,705,0,3032,2003,724,1279,180,112,722,66,3083,0,86938,500,717,171,326,28,1742,8705,9122,11564,5658,166,35215,0,0,400,850,850,128,261,96,46,0,0,0,0,17827,2042,8.699999809265137,86938,2042,42.59999847412109
2021,62,광주교육대학교,대학,국립,광주,C그룹,1882,1364,518,72,174,99,0,2227,1842,1330,512,76,171,100,54,2243,0,8580,679,46,75,44,14,858,3893,700,1985,464,59,7101,0,0,180,1250,120,38,11,57,0,0,0,0,0,4593,1882,2.400000095367432,8580,1882,4.599999904632568
2021,63,광주대학교,대학,사립,광주,B그룹,7391,6963,428,256,193,129,1807,9776,7146,6695,451,252,223,132,1795,9548,0,30972,1097,45,147,72,50,1411,37685,443,2452,358,1173,42111,0,0,1530,1294,199,23,253,173,31,29,94,16,2226,38128,7391,5.199999809265137,30972,7391,4.199999809265137
2021,64,광주보건대학교,전문대학,사립,광주,B그룹,3733,3733,0,101,175,59,9,4077,3673,3673,0,276,175,85,0,4209,0,4827,175,0,19,216,0,410,731,0,225,236,666,1858,0,0,0,0,1,0,11,8,7,0,0,1,177,731,3733,0.2000000029802322,4827,3733,1.2999999523162842
2021,65,광주여자대학교,대학,사립,광주,C그룹,3951,3735,216,131,135,80,193,4490,3983,3779,204,144,162,79,166,4534,0,35196,487,18,66,71,6,648,19991,150,967,806,161,22075,0,0,20,80,4,0,0,58,1,1,46,19,456,20141,3951,5.099999904632568,35196,3951,8.899999618530273
2021,66,구미대학교,전문대학,사립,경북,A그룹,5066,5066,0,123,215,65,0,5469,5163,5163,0,357,232,105,0,5857,0,3905,90,0,11,20,1,122,1751,0,62,119,4,1936,0,0,2,2,0,0,0,0,0,0,0,0,0,1751,5066,0.3000000119209289,3905,5066,0.800000011920929
2021,67,구세군사관대학원대학교,대학원대학,사립,경기,-,28,0,28,8,9,7,7,59,30,0,30,17,9,7,6,69,0,802,0,27,8,5,5,45,0,590,76,25,28,719,0,0,50,3,2,0,0,0,0,0,0,0,0,590,28,21.100000381469727,802,28,28.600000381469727
2021,68,국군간호사관학교,기타,기타,대전,-,0,0,0,0,0,0,520,520,0,0,0,0,0,0,520,520,0,57929,225,0,55,28,27,335,2644,0,992,1023,408,5067,0,0,45,19,58,11,0,5,0,12,114,0,0,2644,0,0.0,57929,0,0.0
2021,69,국립강릉원주대학교,대학,국립,강원,B그룹,8487,7836,651,375,389,390,644,10285,8202,7536,666,369,406,391,43,9411,0,16393,855,118,189,156,22,1340,11679,1926,3030,2398,680,19713,0,0,852,1210,313,101,129,233,78,0,0,35,431,13605,8487,1.600000023841858,16393,8487,1.899999976158142
2021,70,국립경국대학교,대학,국립,경북,B그룹,7285,6718,567,301,436,310,208,8540,6788,6173,615,412,433,334,28,7995,0,71945,1561,170,193,183,34,2141,15170,2542,3332,1761,863,23668,0,0,82,416,403,137,15,138,17,6,105,0,0,17712,7285,2.400000095367432,71945,7285,9.899999618530272
2021,71,국립공주대학교,대학,국립,충남,A그룹,15426,12945,2481,559,842,529,1665,19021,15012,12391,2621,559,930,579,1392,18472,0,166327,2857,491,237,253,39,3877,18447,4802,3699,3278,21457,51683,0,0,379,381,374,150,128,247,101,0,0,73,683,23249,15426,1.5,166327,15426,10.800000190734863
2021,72,국립군산대학교,대학,국립,전북,B그룹,8105,7313,792,340,277,273,710,9705,7830,6999,831,342,294,310,961,9737,0,274296,2295,239,239,221,287,3281,25261,2465,7535,2720,9129,47110,0,0,7281,9811,258,90,63,428,22,10,46,23,128,27726,8105,3.400000095367432,274296,8105,33.79999923706055
2021,73,국립금오공과대학교,대학,국립,경북,B그룹,6101,5574,527,230,215,249,581,7376,5874,5315,559,229,236,291,0,6630,0,115962,2723,252,136,222,52,3385,16993,1824,1376,2580,327,23100,0,0,0,0,10,5,103,33,14,1,9,12,194,18817,6101,3.0999999046325684,115962,6101,19.0
2021,74,국립목포대학교,대학,국립,전남,B그룹,8142,7329,813,315,395,267,583,9702,7406,6583,823,317,406,251,592,8972,0,11954,866,94,105,105,625,1795,3013,508,968,1163,5293,10945,0,0,212,2812,496,160,27,211,7,0,0,23,31,3521,8142,0.4000000059604645,11954,8142,1.5
2021,75,국립목포해양대학교,대학,국립,전남,C그룹,2639,2548,91,122,90,208,115,3174,2657,2565,92,122,95,209,106,3189,0,3836,172,45,146,291,9,663,318,128,519,747,3600,5312,0,0,163,16,0,0,3,2,7,0,0,10,1232,446,2639,0.2000000029802322,3836,2639,1.5
2021,76,국립부경대학교,대학,국립,부산,A그룹,18376,16094,2282,591,906,596,10460,30929,18005,15647,2358,608,956,639,9279,29487,0,753363,4684,729,400,206,591,6610,31957,5880,6305,2496,111411,158049,0,0,1410,14050,236,139,128,548,92,6,65,89,1412,37837,18376,2.0999999046325684,753363,18376,41.0
2021,77,국립순천대학교,대학,국립,전남,B그룹,7737,6988,749,331,394,284,8487,17233,7514,6686,828,329,430,347,6881,15501,0,86764,1459,109,191,141,413,2313,7973,864,2672,1673,17125,30307,0,0,98,197,8524,88,113,233,24,2,17,24,61,8837,7737,1.100000023841858,86764,7737,11.199999809265137
2021,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,67,0,67,18,101,9,0,195,69,0,69,134,116,9,0,328,0,10000,0,1,7,8,157,173,0,7,47,130,1093,1277,0,0,0,0,0,0,0,496,0,0,0,0,0,7,67,0.1000000014901161,10000,67,149.3000030517578
2021,79,국립창원대학교,대학,국립,경남,B그룹,9100,7915,1185,342,601,320,2011,12374,9095,7801,1294,346,642,380,1328,11791,0,78375,2053,282,221,183,83,2822,10654,2680,3260,2405,11226,30225,0,0,1212,1010,47,254,96,443,60,0,0,33,100,13334,9100,1.5,78375,9100,8.600000381469727
2021,80,국립한국교통대학교,대학,국립,충북,B그룹,8820,8254,566,334,316,319,357,10146,8729,8141,588,335,345,355,353,10117,0,52891,1633,78,126,132,46,2015,13313,645,2246,2372,492,19068,0,0,1942,3664,214,8,5,15,2,4,33,0,0,13958,8820,1.600000023841858,52891,8820,6.0
2021,81,국립한국해양대학교,대학,국립,부산,B그룹,7325,6422,903,274,453,296,309,8657,7304,6368,936,279,428,324,259,8594,0,262019,826,179,161,172,35,1373,3733,1640,2182,1706,6819,16080,0,0,122,957,216,55,114,303,40,3,23,14,4045,5373,7325,0.699999988079071,262019,7325,35.79999923706055
2021,82,국립한밭대학교,대학,국립,대전,B그룹,9305,8789,516,279,542,256,499,10881,9117,8526,591,296,494,338,569,10814,0,100201,1997,141,242,192,154,2726,15385,862,5284,3114,2203,26848,0,0,798,1479,167,51,60,115,0,0,0,8,87,16247,9305,1.7000000476837158,100201,9305,10.800000190734863
2021,83,국민대학교,대학,사립,서울,A그룹,18122,15109,3013,675,1047,449,4983,25276,18425,15264,3161,685,1131,489,4361,25091,0,213858,3562,972,463,273,229,5499,23373,10614,11558,4652,74325,124522,0,0,2226,5718,2195,282,369,451,247,67,174,6,5390,33987,18122,1.899999976158142,213858,18122,11.800000190734863
2021,84,국방대학교,기타,기타,충남,-,0,0,0,0,0,0,3215,3215,0,0,0,0,0,0,1755,1755,0,52008,0,440,161,209,515,1325,0,11851,3974,4432,11641,31898,0,0,4100,1600,650,30,0,15,10,10,280,1,204,11851,0,0.0,52008,0,0.0
2021,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,270,0,270,16,20,17,20,343,251,0,251,35,21,16,0,323,0,115,0,19,14,0,5,38,0,106,76,0,16,198,0,0,15,107,0,10,10,4,4,0,0,2,80,106,270,0.4000000059604645,115,270,0.4000000059604645
2021,86,국제대학교,전문대학,사립,경기,B그룹,3857,3857,0,104,164,56,30,4211,3236,3236,0,304,197,57,31,3825,0,21490,566,0,140,148,10,864,2201,0,401,385,222,3209,0,0,366,20,10,0,0,0,0,0,0,0,0,2201,3857,0.6000000238418579,21490,3857,5.599999904632568
2021,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,84,0,84,5,1,12,0,102,230,0,230,13,6,18,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0.0,0,84,0.0
2021,89,국제사이버대학교,대학,사립,경기,C그룹,3119,3119,0,15,117,34,300,3585,3221,3221,0,16,116,35,300,3688,0,318,56,0,0,3,0,59,243,0,0,6,0,249,0,0,0,0,0,0,0,0,0,2,20,3,26,243,3119,0.1000000014901161,318,3119,0.1000000014901161
2021,90,국제언어대학원대학교,대학원대학,사립,서울,-,44,0,44,4,18,9,70,145,63,0,63,20,16,9,50,158,0,30,0,10,2,4,12,28,0,49,3,9,146,207,0,0,10,15,10,0,0,1,1,1,11,2,10,49,44,1.100000023841858,30,44,0.699999988079071
2021,91,국제예술대학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,92,군산간호대학교,전문대학,사립,전북,C그룹,1152,1152,0,32,41,28,66,1319,1156,1156,0,58,26,30,49,1319,0,16730,480,0,11,6,10,507,4868,0,194,79,91,5232,0,0,326,34,17,0,0,0,0,0,0,1,239,4868,1152,4.199999809265137,16730,1152,14.5
2021,93,군장대학교,전문대학,사립,전북,C그룹,1904,1904,0,52,122,58,0,2136,1880,1880,0,176,126,71,0,2253,0,2136,55,0,9,23,0,87,436,0,45,213,0,694,0,0,68,24,6,0,0,0,0,0,0,0,0,436,1904,0.2000000029802322,2136,1904,1.100000023841858
2021,94,극동대학교,대학,사립,충북,C그룹,3792,3684,108,145,176,64,0,4177,3314,3209,105,144,163,74,0,3695,0,1345,381,6,37,31,28,483,1661,35,544,463,448,3151,0,0,13,21,0,6,0,7,0,2,114,0,0,1696,3792,0.4000000059604645,1345,3792,0.4000000059604645
2021,95,글로벌사이버대학교,대학,사립,충남,C그룹,2454,2454,0,17,116,42,4109,6738,2294,2294,0,16,119,44,4541,7014,0,995,85,0,7,7,37,136,508,0,16,15,153,692,0,0,0,0,0,0,0,0,0,0,0,0,0,508,2454,0.2000000029802322,995,2454,0.4000000059604645
2021,96,금강대학교,대학,사립,충남,C그룹,410,393,17,14,44,42,4,514,285,266,19,18,40,33,2,378,0,10106,21,12,8,16,3,60,149,190,229,101,10,679,0,0,21,154,142,0,0,0,1,0,0,4,4,339,410,0.800000011920929,10106,410,24.600000381469727
2021,97,기독간호대학교,전문대학,사립,광주,C그룹,595,595,0,19,14,16,0,644,593,593,0,30,12,23,0,658,0,11412,142,0,10,6,1,159,907,0,191,23,0,1121,0,0,75,68,0,0,0,0,0,0,0,5,44,907,595,1.5,11412,595,19.200000762939453
2021,98,김천대학교,대학,사립,경북,C그룹,3110,2998,112,134,86,80,29,3439,2920,2803,117,130,93,101,21,3265,0,2252,90,2,32,25,8,157,5050,7,797,303,66,6223,0,0,4,6,0,5,0,4,0,0,0,11,335,5057,3110,1.600000023841858,2252,3110,0.699999988079071
2021,99,김포대학교,전문대학,사립,경기,C그룹,3424,3424,0,87,154,91,0,3756,2575,2575,0,238,159,84,2,3058,0,1296,54,0,26,48,2,130,314,0,270,465,5751,6800,0,0,8,240,6,5,1,3,0,0,0,1,74,314,3424,0.1000000014901161,1296,3424,0.4000000059604645
2021,100,김해대학교,전문대학,사립,경남,C그룹,1471,1471,0,44,72,48,0,1635,1428,1428,0,118,72,49,0,1667,0,76296,149,0,16,18,5,188,1098,0,221,330,110,1759,0,0,10,23,0,0,0,0,0,0,0,0,0,1098,1471,0.699999988079071,76296,1471,51.900001525878906
2021,101,나사렛대학교,대학,사립,충남,B그룹,5440,5146,294,165,187,104,688,6584,5095,4821,274,187,172,106,562,6122,0,40508,1048,85,87,78,125,1423,15305,2207,1142,1270,1209,21133,0,0,659,428,466,87,78,116,19,12,119,12,265,17512,5440,3.200000047683716,40508,5440,7.400000095367432
2021,102,나주대학교,전문대학,사립,전남,C그룹,1903,1903,0,64,104,22,0,2093,1535,1535,0,157,99,20,0,1811,0,2093,17,0,48,21,18,104,381,0,1924,824,649,3778,0,0,3,3,0,0,0,0,0,2,44,0,0,381,1903,0.2000000029802322,2093,1903,1.100000023841858
2021,103,남부대학교,대학,사립,광주,C그룹,3433,3053,380,120,119,90,0,3762,3553,3147,406,124,135,77,0,3889,0,9872,311,19,50,49,0,429,6396,145,475,479,0,7495,0,0,12,38,4,0,1,62,0,0,0,24,893,6541,3433,1.899999976158142,9872,3433,2.900000095367432
2021,104,남서울대학교,대학,사립,충남,B그룹,10078,9502,576,332,311,173,831,11725,9872,9332,540,332,346,203,998,11751,0,5390,520,31,72,85,27,735,19252,265,770,643,154,21084,0,0,149,181,1202,33,154,510,179,1,3,4,87,19517,10078,1.899999976158142,5390,10078,0.5
2021,105,농협대학교,전문대학,사립,경기,C그룹,444,444,0,12,23,23,110,612,429,429,0,36,23,53,211,752,0,1395,34,0,11,55,10,110,190,0,264,590,66,1110,0,0,559,837,0,2,0,14,0,0,0,0,0,190,444,0.4000000059604645,1395,444,3.0999999046325684
2021,106,능인대학원대학교,대학원대학,사립,경기,-,80,0,80,11,2,7,0,100,58,0,58,9,0,6,0,73,0,17,0,13,2,2,0,17,0,79,14,5,0,98,0,0,15,40,0,0,0,0,0,0,0,0,0,79,80,1.0,17,80,0.2000000029802322
2021,107,단국대학교,대학,사립,경기,A그룹,26716,22864,3852,1063,1852,529,1048,31208,26348,22257,4091,1085,1922,583,562,30500,0,230782,3953,933,601,619,204,6310,25939,9329,8383,7004,51993,102648,0,0,3545,5019,544,336,314,612,230,1,22,7,861,35268,26716,1.2999999523162842,230782,26716,8.600000381469727
2021,108,대경대학교,전문대학,사립,경북,B그룹,4072,4072,0,110,300,52,76,4610,3858,3858,0,438,325,51,29,4701,0,24562,334,0,49,47,2,432,3891,0,458,360,5,4714,0,0,56,95,46,0,0,0,0,0,0,1,353,3891,4072,1.0,24562,4072,6.0
2021,109,대구가톨릭대학교,대학,사립,경북,A그룹,13771,12433,1338,603,732,352,623,16081,13094,11737,1357,596,795,380,530,15395,0,95605,3710,428,376,280,242,5036,80032,7320,5920,4508,4410,102190,0,0,1544,2317,154,109,268,416,180,0,0,45,1052,87352,13771,6.300000190734863,95605,13771,6.900000095367432
2021,110,대구경북과학기술원,대학,국립,대구,C그룹,1527,769,758,119,100,492,215,2453,1520,700,820,128,94,571,432,2745,0,113197,388,367,57,148,154,1114,3711,4034,1523,4319,4029,17616,0,0,15,118,24,67,94,117,94,0,0,11,248,7745,1527,5.099999904632568,113197,1527,74.0999984741211
2021,111,대구공업대학교,전문대학,사립,대구,C그룹,1661,1661,0,53,133,63,37,1947,1639,1639,0,183,140,58,37,2057,0,0,20,0,11,12,3,46,253,0,137,63,215,668,0,0,0,0,0,0,0,0,0,0,0,0,0,253,1661,0.2000000029802322,0,1661,0.0
2021,112,대구과학대학교,전문대학,사립,대구,A그룹,4093,4093,0,132,288,113,0,4626,4006,4006,0,443,318,111,0,4878,0,22053,245,0,47,58,0,350,6725,0,834,2206,76,9841,0,0,0,0,0,1,0,1,0,0,0,1,107,6725,4093,1.600000023841858,22053,4093,5.400000095367432
2021,113,대구교육대학교,대학,국립,대구,C그룹,2434,1620,814,90,199,101,2656,5480,2486,1572,914,88,200,101,2671,5546,0,177986,561,92,63,40,14,770,2588,437,789,357,2019,6190,0,0,510,540,2045,31,38,45,29,0,0,21,506,3025,2434,1.2000000476837158,177986,2434,73.0999984741211
2021,114,대구대학교,대학,사립,경북,A그룹,18521,17071,1450,593,725,341,2515,22695,17749,16270,1479,594,773,472,0,19588,0,154417,3927,431,361,202,238,5159,21232,3603,7761,2991,2418,38005,0,0,244,374,80,86,385,752,530,34,315,54,336,24835,18521,1.2999999523162842,154417,18521,8.300000190734863
2021,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,116,대구보건대학교,전문대학,사립,대구,A그룹,6959,6959,0,181,477,121,2443,10181,6672,6672,0,656,469,130,2447,10374,0,142647,529,0,111,62,16,718,3454,0,1210,825,116,5605,0,0,0,0,4,21,0,7,0,0,0,21,732,3454,6959,0.5,142647,6959,20.5
2021,117,대구사이버대학교,대학,사립,경북,C그룹,4136,4038,98,24,209,48,734,5151,4365,4255,110,24,206,45,931,5571,0,15681,839,8,15,22,148,1032,5358,25,51,121,1794,7349,0,0,0,0,0,0,0,0,0,0,0,0,0,5383,4136,1.2999999523162842,15681,4136,3.799999952316284
2021,118,대구예술대학교,대학,사립,경북,C그룹,948,948,0,36,227,34,0,1245,782,782,0,34,204,38,0,1058,0,9190,141,0,15,8,3,167,873,0,223,63,44,1203,0,0,151,21,0,0,0,0,0,0,0,0,0,873,948,0.8999999761581421,9190,948,9.699999809265137
2021,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,120,대구한의대학교,대학,사립,경북,B그룹,7166,6849,317,246,190,145,423,8170,6872,6542,330,245,224,189,406,7936,0,177479,1589,58,139,104,88,1978,18989,753,2818,1520,1223,25303,0,0,3885,2590,62,15,11,41,21,0,0,0,0,19742,7166,2.799999952316284,177479,7166,24.799999237060547
2021,121,대덕대학교,전문대학,사립,대전,C그룹,3741,3741,0,98,215,66,51,4171,2837,2837,0,298,202,59,81,3477,0,43294,434,0,92,74,13,613,2257,0,1749,1137,3103,8246,0,0,0,0,0,52,24,10,0,0,0,0,0,2257,3741,0.6000000238418579,43294,3741,11.600000381469728
2021,122,대동대학교,전문대학,사립,부산,C그룹,1518,1518,0,42,119,54,2,1735,1494,1494,0,168,124,60,2,1848,0,25777,276,0,28,25,1,330,1797,0,210,640,55,2702,0,0,0,0,0,0,0,4,0,0,0,0,0,1797,1518,1.2000000476837158,25777,1518,17.0
2021,123,대림대학교,전문대학,사립,경기,A그룹,7325,7325,0,171,396,111,1432,9435,7228,7228,0,572,395,119,2040,10354,0,55759,768,0,132,40,37,977,2091,0,2210,568,9165,14034,0,0,3,26,25,18,0,0,0,0,0,2,843,2091,7325,0.3000000119209289,55759,7325,7.599999904632568
2021,124,대신대학교,대학,사립,경북,C그룹,611,408,203,35,53,19,208,926,626,431,195,34,55,20,234,969,0,21911,42,108,19,11,56,236,548,1786,431,168,657,3590,0,0,157,65,0,7,4,8,1,0,0,0,0,2334,611,3.799999952316284,21911,611,35.900001525878906
2021,125,대원대학교,전문대학,사립,충북,C그룹,2400,2400,0,77,141,43,12,2673,2219,2219,0,220,150,43,13,2645,0,12202,124,0,21,49,1,195,2111,0,586,1014,2,3713,0,0,98,42,0,0,0,27,0,0,0,0,0,2111,2400,0.8999999761581421,12202,2400,5.099999904632568
2021,126,대전가톨릭대학교,대학,사립,세종,C그룹,76,44,32,12,17,33,199,337,66,33,33,12,19,26,234,357,0,4088,43,35,17,4,8,107,2393,4006,322,16,230,6967,0,0,146,20,0,25,1,13,0,2,17,0,0,6399,76,84.19999694824219,4088,76,53.79999923706055
2021,127,대전과학기술대학교,전문대학,사립,대전,B그룹,4446,4446,0,123,248,83,60,4960,4101,4101,0,357,233,107,0,4798,0,55494,324,0,51,44,19,438,4291,0,581,1207,221,6300,0,0,542,109,4,1,58,2,1,0,0,0,0,4291,4446,1.0,55494,4446,12.5
2021,128,대전대학교,대학,사립,대전,B그룹,9759,8979,780,346,499,165,1116,11885,9367,8619,748,336,491,191,1049,11434,0,338670,1093,39,152,101,51,1436,25672,897,4041,2819,2637,36066,0,0,222,1110,2220,31,108,175,63,0,0,32,135,26569,9759,2.700000047683716,338670,9759,34.70000076293945
2021,129,대전보건대학교,전문대학,사립,대전,A그룹,5697,5697,0,156,217,80,0,6150,5175,5175,0,376,222,83,0,5856,0,42603,436,0,54,43,0,533,2343,0,549,532,1576,5000,0,0,34,207,120,0,0,0,0,0,0,6,84,2343,5697,0.4000000059604645,42603,5697,7.5
2021,130,대전신학대학교,대학,사립,대전,C그룹,182,85,97,11,12,9,118,332,154,75,79,11,16,9,0,190,0,859,57,73,13,6,57,206,486,829,302,131,757,2505,0,0,70,55,30,8,10,2,4,0,0,0,0,1315,182,7.199999809265137,859,182,4.699999809265137
2021,131,대진대학교,대학,사립,경기,B그룹,7851,7438,413,253,204,190,75,8573,7865,7324,541,252,236,206,58,8617,0,890,226,21,107,147,11,512,21032,446,2035,3116,242,26871,0,0,11,199,22,38,9,95,14,4,42,24,527,21478,7851,2.700000047683716,890,7851,0.1000000014901161
2021,132,대한신학대학원대학교,대학원대학,사립,경기,-,245,0,245,16,33,9,0,303,178,0,178,45,30,9,0,262,0,30,0,43,5,0,0,48,0,104,35,0,0,139,0,0,0,0,0,0,0,50,5,0,0,0,0,104,245,0.4000000059604645,30,245,0.1000000014901161
2021,133,덕성여자대학교,대학,사립,서울,B그룹,5806,5506,300,182,280,162,828,7258,5900,5608,292,226,294,173,237,6830,0,40804,1309,113,117,219,160,1918,9761,2063,2681,3767,28696,46968,0,0,2,187,220,59,408,226,131,0,0,21,899,11824,5806,2.0,40804,5806,7.0
2021,134,동강대학교,전문대학,사립,광주,B그룹,3133,3133,0,80,186,56,2,3457,2675,2675,0,253,175,67,0,3170,0,8680,447,0,34,31,22,534,2615,0,281,337,3332,6565,0,0,17,4,12,0,0,0,1,0,0,1,28,2615,3133,0.800000011920929,8680,3133,2.799999952316284
2021,135,동국대학교,대학,사립,서울,A그룹,17539,13944,3595,682,1536,488,18787,39032,17534,13868,3666,711,1648,528,9136,29557,0,143769,3617,1447,472,348,73,5957,48890,26984,9074,5192,6236,96376,0,0,8195,13768,4229,239,475,1107,454,13,118,85,2023,75874,17539,4.300000190734863,143769,17539,8.199999809265137
2021,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,8285,7670,615,370,603,156,953,10367,7974,7434,540,353,669,169,908,10073,0,11592,997,162,172,87,159,1577,17471,5276,6474,2308,8813,40342,0,0,20,28,219,220,60,412,30,0,0,42,2718,22747,8285,2.700000047683716,11592,8285,1.399999976158142
2021,137,동남보건대학교,전문대학,사립,경기,A그룹,4794,4794,0,120,254,61,0,5229,4650,4650,0,360,232,123,0,5365,0,1404,91,0,17,16,0,124,490,0,93,120,1207,1910,0,0,0,0,15,10,0,2,0,0,0,0,0,490,4794,0.1000000014901161,1404,4794,0.3000000119209289
2021,138,동덕여자대학교,대학,사립,서울,B그룹,7211,6938,273,227,357,132,389,8316,7406,7130,276,240,326,138,389,8499,0,18322,869,58,83,130,71,1211,5590,560,1621,1810,29956,39537,0,0,151,4672,124,73,62,42,60,5,31,34,2322,6150,7211,0.8999999761581421,18322,7211,2.5
2021,139,동명대학교,대학,사립,부산,B그룹,8135,7835,300,276,240,143,381,9175,7928,7637,291,282,254,186,276,8926,0,89523,1273,88,198,139,131,1829,6024,575,3401,2323,5564,17887,0,0,0,0,19,79,1,124,0,0,0,0,0,6599,8135,0.800000011920929,89523,8135,11.0
2021,140,동방문화대학원대학교,대학원대학,사립,서울,-,301,0,301,14,25,16,3,359,328,0,328,39,23,16,12,418,0,1025,0,95,12,10,12,129,0,1011,62,35,128,1236,0,0,233,60,321,66,0,30,15,0,0,1,1,1011,301,3.400000095367432,1025,301,3.400000095367432
2021,141,동부산대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,142,동서대학교,대학,사립,부산,B그룹,10710,10367,343,365,464,199,1704,13442,10059,9727,332,369,456,268,1682,12834,0,190977,1503,31,172,138,15,1859,9480,124,3438,2379,4610,20031,0,0,857,1272,1274,11,62,64,6,4,86,11,40,9604,10710,0.8999999761581421,190977,10710,17.799999237060547
2021,143,동서울대학교,전문대학,사립,경기,A그룹,6045,6045,0,163,263,79,135,6685,5586,5586,0,440,275,86,0,6387,0,11200,153,0,76,41,30,300,537,0,1511,511,4972,7531,0,0,247,741,13,0,0,0,0,0,0,1,1539,537,6045,0.1000000014901161,11200,6045,1.899999976158142
2021,144,동신대학교,대학,사립,전남,B그룹,6817,6305,512,263,187,135,854,8256,6653,6138,515,256,224,140,469,7742,0,41079,651,59,141,120,18,989,5683,590,3805,1848,198,12124,0,0,260,710,14,1,1,97,4,0,0,3,250,6273,6817,0.8999999761581421,41079,6817,6.0
