Year,ID,SchName,SchType,FoundType,Region,UnivScale,VolunteerUserCnt_VolunteerTC_PrevYear_StCount,VolunteerUserCnt_VolunteerTC_PrevYear_Undergrad,VolunteerUserCnt_VolunteerTC_PrevYear_GradSt,VolunteerUserCnt_VolunteerTC_PrevYear_FullFaculty,VolunteerUserCnt_VolunteerTC_PrevYear_PartFaculty,VolunteerUserCnt_VolunteerTC_PrevYear_Staff,VolunteerUserCnt_VolunteerTC_PrevYear_Other,VolunteerUserCnt_VolunteerTC_PrevYear_TotalSum,VolunteerUserCnt_VolunteerTC_CurrYear_StCount,VolunteerUserCnt_VolunteerTC_CurrYear_Undergrad,VolunteerUserCnt_VolunteerTC_CurrYear_GradSt,VolunteerUserCnt_VolunteerTC_CurrYear_FullFaculty,VolunteerUserCnt_VolunteerTC_CurrYear_PartFaculty,VolunteerUserCnt_VolunteerTC_CurrYear_Staff,VolunteerUserCnt_VolunteerTC_CurrYear_Other,VolunteerUserCnt_VolunteerTC_CurrYear_TotalSum,VolunteerUserCnt_DeptCnt,VolunteerUserCnt_UserCnt_LibUserCnt,LoanStatus_LoanUserCnt_Undergrad,LoanStatus_LoanUserCnt_GradSt,LoanStatus_LoanUserCnt_Faculty,LoanStatus_LoanUserCnt_Staff,LoanStatus_LoanUserCnt_Other,LoanStatus_LoanUserCnt_TotalSum,LoanStatus_LoanBookCnt_Undergrad,LoanStatus_LoanBookCnt_GradSt,LoanStatus_LoanBookCnt_Faculty,LoanStatus_LoanBookCnt_Staff,LoanStatus_LoanBookCnt_Other,LoanStatus_LoanBookCnt_TotalSum,RefCollab_RefBefore2010_Request,RefCollab_RefBefore2010_Provided,RefCollab_RefAfter2010_Consultation,RefCollab_RefAfter2010_Phone,RefCollab_RefAfter2010_Online,RefCollab_RefLoan_Request,RefCollab_RefLoan_Provided,RefCollab_RefCopy_Request,RefCollab_RefCopy_Provided,UserEdu_OnsiteEduUser_EduCount,UserEdu_OnsiteEduUser_EduPartCnt,UserEdu_RemoteEduUser_EduCount,UserEdu_RemoteEduUser_EduPartCnt,LoanPerSt_LoanBookCnt,LoanPerSt_StCountPrev,LoanPerSt_LoanPerSt,VisitPerSt_VisitCnt,VisitPerSt_StCountPrev,VisitPerSt_VisitPerSt
2021,145,동아대학교,대학,사립,부산,A그룹,20331,18342,1989,772,898,379,3115,25495,20340,18281,2059,794,860,612,3110,25716,0,67225,3918,654,317,169,254,5312,29919,9494,5449,2710,2810,50382,0,0,1683,2309,265,268,201,419,231,0,0,13,653,39413,20331,1.899999976158142,67225,20331,3.299999952316284
2021,146,동아방송예술대학교,전문대학,사립,경기,B그룹,3104,3104,0,80,238,70,15,3507,3016,3016,0,333,255,73,11,3688,0,14372,1416,0,44,66,10,1536,18137,0,548,929,597,20211,0,0,0,0,0,0,0,5,0,0,0,7,188,18137,3104,5.800000190734863,14372,3104,4.599999904632568
2021,147,동아보건대학교,전문대학,사립,전남,C그룹,1699,1699,0,51,71,29,0,1850,1484,1484,0,117,71,29,0,1701,0,52,0,0,0,12,0,12,406,0,143,80,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,406,1699,0.2000000029802322,52,1699,0.0
2021,148,동양대학교,대학,사립,경북,C그룹,4200,3995,205,148,90,136,156,4730,4001,3777,224,152,93,135,156,4537,0,62327,756,20,70,96,30,972,33507,1008,1483,1570,832,38400,0,0,29,22,2,27,20,16,6,0,0,0,0,34515,4200,8.199999809265137,62327,4200,14.800000190734863
2021,149,동양미래대학교,전문대학,사립,서울,A그룹,5854,5854,0,156,263,99,0,6372,5927,5927,0,417,261,130,0,6735,0,20552,292,0,87,67,0,446,12147,0,1494,935,0,14576,0,0,534,153,7,0,0,2,0,0,0,0,0,12147,5854,2.0999999046325684,20552,5854,3.5
2021,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,151,동원과학기술대학교,전문대학,사립,경남,B그룹,2285,2285,0,60,153,48,116,2662,2343,2343,0,233,174,69,117,2936,0,1320,375,0,24,29,12,440,2107,0,163,148,53,2471,0,0,49,49,10,0,0,0,0,0,0,1,50,2107,2285,0.8999999761581421,1320,2285,0.6000000238418579
2021,152,동원대학교,전문대학,사립,경기,B그룹,3514,3514,0,98,180,58,0,3850,3013,3013,0,276,184,57,0,3530,0,16986,305,0,39,47,0,391,5145,0,894,1650,7581,15270,0,0,0,0,0,0,0,0,0,0,0,0,0,5145,3514,1.5,16986,3514,4.800000190734863
2021,153,동의과학대학교,전문대학,사립,부산,B그룹,5307,5307,0,147,313,102,50,5919,4333,4333,0,424,290,166,50,5263,0,8295,1056,0,67,54,8,1185,4712,0,636,541,5215,11104,0,0,0,1,3,0,0,1,0,0,0,0,0,4712,5307,0.8999999761581421,8295,5307,1.600000023841858
2021,154,동의대학교,대학,사립,부산,A그룹,15711,14825,886,572,457,251,1379,18370,15773,14913,860,573,493,346,1300,18485,0,176508,2168,105,259,110,123,2765,30508,1224,4068,1932,5572,43304,0,0,1862,1764,998,16,230,84,141,19,79,1,7250,31732,15711,2.0,176508,15711,11.199999809265137
2021,155,두원공과대학교,전문대학,사립,경기,B그룹,4222,4222,0,147,171,81,227,4848,3173,3173,0,288,153,70,104,3788,0,844,452,0,43,19,3,517,1832,0,440,269,72,2613,0,0,6,27,3,0,0,0,0,0,0,0,0,1832,4222,0.4000000059604645,844,4222,0.2000000029802322
2021,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,3553,3553,0,22,181,62,30,3848,3375,3375,0,21,172,62,0,3630,0,1373,219,0,7,25,0,251,1262,0,35,170,0,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,3553,0.4000000059604645,1373,3553,0.4000000059604645
2021,157,루터대학교,대학,사립,경기,C그룹,411,369,42,19,33,17,0,480,387,351,36,17,33,30,18,485,0,6500,40,12,13,8,2,75,208,131,96,98,18,551,0,0,167,120,10,13,0,9,2,11,167,0,0,339,411,0.800000011920929,6500,411,15.800000190734863
2021,158,마산대학교,전문대학,사립,경남,A그룹,5571,5571,0,160,327,80,0,6138,5422,5422,0,501,342,82,0,6347,0,24300,739,0,25,16,0,780,4684,0,334,218,4036,9272,0,0,500,100,6,0,0,1,0,36,763,0,0,4684,5571,0.800000011920929,24300,5571,4.400000095367432
2021,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,160,명지대학교,대학,사립,서울,A그룹,15634,13306,2328,539,1070,368,6644,24255,16343,13938,2405,530,1119,383,6693,25068,0,86687,3344,609,395,205,829,5382,37396,6333,7768,3695,10526,65718,0,0,4868,34331,7896,112,153,297,196,31,127,53,883,43729,15634,2.799999952316284,86687,15634,5.5
2021,161,명지전문대학,전문대학,사립,서울,A그룹,7068,7068,0,178,421,105,0,7772,6578,6578,0,674,487,110,134,7983,0,5399,437,0,69,78,1,585,2550,0,1077,1106,8116,12849,0,0,38,25,17,4,42,11,0,0,0,10,1925,2550,7068,0.4000000059604645,5399,7068,0.800000011920929
2021,162,목원대학교,대학,사립,대전,B그룹,8276,7592,684,300,597,123,227,9523,7962,7265,697,297,628,125,198,9210,0,57643,1526,176,185,72,81,2040,22178,3635,2990,1537,1397,31737,0,0,45,1967,36,154,149,272,41,5,39,12,62,25813,8276,3.0999999046325684,57643,8276,7.0
2021,163,목포가톨릭대학교,대학,사립,전남,C그룹,509,509,0,17,30,20,16,592,499,499,0,20,39,29,16,603,0,11154,62,0,7,11,0,80,2570,0,121,101,0,2792,0,0,20,59,356,0,0,15,0,0,0,12,241,2570,509,5.0,11154,509,21.899999618530277
2021,164,목포과학대학교,전문대학,사립,전남,B그룹,2334,2334,0,71,85,38,0,2528,2310,2310,0,150,80,38,0,2578,0,2528,33,0,5,11,0,49,233,0,56,361,0,650,0,0,1,5,3,0,0,0,0,6,25,0,0,233,2334,0.1000000014901161,2528,2334,1.100000023841858
2021,165,문경대학교,전문대학,사립,경북,C그룹,890,890,0,30,66,42,0,1028,844,844,0,94,63,43,0,1044,0,15000,52,0,15,11,1,79,500,0,267,149,5,921,0,0,0,0,0,0,0,0,0,0,0,0,0,500,890,0.6000000238418579,15000,890,16.899999618530273
2021,166,배재대학교,대학,사립,대전,B그룹,8915,8398,517,306,362,205,728,10516,8644,8086,558,310,388,208,603,10153,0,27354,1488,130,164,142,132,2056,25208,1460,4025,3483,4607,38783,0,0,1794,2437,54,204,299,397,61,1,16,82,2414,26668,8915,3.0,27354,8915,3.0999999046325684
2021,167,배화여자대학교,전문대학,사립,서울,B그룹,2874,2874,0,78,148,49,214,3363,2726,2726,0,237,160,48,215,3386,0,639,646,0,37,30,34,747,4605,0,461,257,315,5638,0,0,50,0,30,0,0,9,0,0,0,3,18,4605,2874,1.600000023841858,639,2874,0.2000000029802322
2021,168,백석대학교,대학,사립,충남,A그룹,14059,11828,2231,491,423,242,551,15766,14227,11882,2345,492,472,247,128,15566,0,3168,452,510,210,107,29,1308,1809,7870,2627,660,36346,49312,0,0,557,1924,5375,38,9,235,90,0,0,4,608,9679,14059,0.699999988079071,3168,14059,0.2000000029802322
2021,169,백석문화대학교,전문대학,사립,충남,A그룹,5754,5754,0,185,332,75,25,6371,4865,4865,0,529,368,106,0,5868,0,226,81,0,67,29,6,183,7763,0,1729,1145,40,10677,0,0,7,1464,1070,3,0,22,0,0,0,0,0,7763,5754,1.2999999523162842,226,5754,0.0
2021,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,171,백제예술대학교,전문대학,사립,전북,C그룹,1214,1214,0,35,81,36,3,1369,1071,1071,0,116,83,33,9,1312,0,9139,43,0,2,5,2,52,783,0,9,44,27,863,0,0,0,0,0,0,0,0,0,0,0,0,0,783,1214,0.6000000238418579,9139,1214,7.5
2021,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,56,0,56,3,13,9,0,81,51,0,51,20,17,8,0,96,0,2000,0,51,14,8,0,73,0,1042,188,41,0,1271,0,0,500,60,0,0,0,0,1,0,0,0,0,1042,56,18.600000381469727,2000,56,35.70000076293945
2021,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,174,부산가톨릭대학교,대학,사립,부산,C그룹,4085,3948,137,149,129,136,28,4527,3997,3846,151,145,155,145,16,4458,0,59087,555,39,91,71,31,787,2753,228,1545,784,215,5525,0,0,70,131,200,4,17,87,13,0,0,26,386,2981,4085,0.699999988079071,59087,4085,14.5
2021,175,부산경상대학교,전문대학,사립,부산,B그룹,2625,2625,0,84,220,86,0,3015,2631,2631,0,317,232,72,0,3252,0,1421,215,0,39,26,0,280,1317,0,375,254,0,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,2625,0.5,1421,2625,0.5
2021,176,부산과학기술대학교,전문대학,사립,부산,B그룹,3563,3563,0,115,207,109,590,4584,3230,3230,0,357,242,124,461,4414,0,7405,64,0,8,6,5,83,144,0,56,26,695,921,0,0,3,8,0,0,0,0,0,0,0,24,42,144,3563,0.0,7405,3563,2.0999999046325684
2021,177,부산교육대학교,대학,국립,부산,C그룹,2457,1527,930,82,177,83,693,3492,2397,1498,899,81,222,82,697,3479,0,34513,1000,139,85,42,2,1268,9092,1319,1214,1044,6,12675,0,0,21,98,211,27,46,69,17,0,0,0,0,10411,2457,4.199999809265137,34513,2457,14.0
2021,178,부산대학교,대학,국립,부산,A그룹,27831,20502,7329,1345,1826,536,2307,33845,27386,19880,7506,1375,1961,937,1805,33464,0,768117,7633,2399,1079,1129,1407,13647,92323,40984,34676,21065,31990,221038,0,0,43332,36161,1041,585,1001,2771,3092,7,70,232,6999,133307,27831,4.800000190734863,768117,27831,27.600000381469727
2021,179,부산디지털대학교,대학,사립,부산,C그룹,2442,2366,76,19,63,35,0,2559,2485,2403,82,17,74,37,0,2613,0,0,296,8,4,10,0,318,1886,80,57,54,0,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,2442,0.800000011920929,0,2442,0.0
2021,180,부산보건대학교,전문대학,사립,부산,B그룹,3101,3101,0,94,218,47,167,3627,2748,2748,0,312,221,73,53,3407,0,89200,191,0,49,33,17,290,9683,0,433,645,669,11430,0,0,15,12,49,0,0,6,0,0,0,0,0,9683,3101,3.0999999046325684,89200,3101,28.799999237060547
2021,181,부산여자대학교,전문대학,사립,부산,C그룹,2677,2677,0,74,185,83,200,3219,2434,2434,0,259,188,102,130,3113,0,30000,215,0,19,40,16,290,1017,0,177,739,918,2851,0,0,50,50,0,0,0,0,0,0,0,0,0,1017,2677,0.4000000059604645,30000,2677,11.199999809265137
2021,182,부산예술대학교,전문대학,사립,부산,C그룹,682,682,0,21,105,19,0,827,682,682,0,135,112,19,0,948,0,46,15,0,2,3,0,20,45,0,16,8,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,45,682,0.1000000014901161,46,682,0.1000000014901161
2021,183,부산외국어대학교,대학,사립,부산,B그룹,8570,8088,482,259,276,184,585,9874,7975,7467,508,268,281,192,699,9415,0,41041,2127,156,203,133,171,2790,25957,2085,3664,2392,1811,35909,0,0,672,397,4,42,163,120,28,0,0,42,3692,28042,8570,3.299999952316284,41041,8570,4.800000190734863
2021,184,부산장신대학교,대학,사립,경남,C그룹,417,221,196,21,11,14,199,662,398,193,205,20,14,17,210,659,0,14731,99,103,19,10,65,296,2397,2814,919,94,99,6323,0,0,267,449,0,22,0,4,0,0,0,0,0,5211,417,12.5,14731,417,35.29999923706055
2021,185,부천대학교,전문대학,사립,경기,A그룹,7705,7705,0,192,407,101,46,8451,7386,7386,0,592,398,223,9,8608,0,18721,370,0,65,143,9,587,8617,0,2094,4951,528,16190,0,0,2,10,20,13,155,9,1,0,0,2,3,8617,7705,1.100000023841858,18721,7705,2.400000095367432
2021,186,삼육대학교,대학,사립,서울,B그룹,5975,5517,458,210,373,235,2261,9054,5971,5464,507,221,374,241,97,6904,0,46047,864,107,81,141,52,1245,4369,1193,943,1721,8246,16472,0,0,1630,1153,992,37,16,494,14,9,63,1,111,5562,5975,0.8999999761581421,46047,5975,7.699999809265137
2021,187,삼육보건대학교,전문대학,사립,서울,C그룹,1331,1331,0,43,88,63,220,1745,1348,1348,0,146,102,75,97,1768,0,11315,230,0,25,49,9,313,1250,0,549,772,62,2633,0,0,0,20,0,0,0,0,0,2,13,10,405,1250,1331,0.8999999761581421,11315,1331,8.5
2021,188,상명대학교,대학,사립,서울,A그룹,13594,12249,1345,471,513,282,2426,17286,13390,12112,1278,500,546,309,2402,17147,0,140092,1636,206,240,222,147,2451,22265,1246,4525,5280,66141,99457,0,0,270,1319,126,128,122,280,70,0,0,23,1131,23511,13594,1.7000000476837158,140092,13594,10.300000190734863
2021,189,상지대학교,대학,사립,강원,B그룹,8273,7956,317,280,410,155,3227,12345,7110,6788,322,305,349,198,3055,11017,0,62366,932,48,126,97,5,1208,3969,690,1388,1252,34,7333,0,0,0,0,14,17,6,122,16,0,0,29,1081,4659,8273,0.6000000238418579,62366,8273,7.5
2021,190,상지영서대학교,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,191,서강대학교,대학,사립,서울,A그룹,11053,8275,2778,407,686,251,6496,18893,11286,8172,3114,407,711,290,7091,19785,0,208340,2900,1365,400,189,593,5447,32259,30458,11421,3961,16036,94135,0,0,891,1978,93,2738,2861,934,881,2,40,105,836,62717,11053,5.699999809265137,208340,11053,18.799999237060547
2021,192,서경대학교,대학,사립,서울,B그룹,6665,6185,480,239,336,200,843,8283,6945,6500,445,254,358,192,660,8409,0,916,550,48,95,70,763,1526,3138,283,1381,971,2460,8233,0,0,0,0,0,6,157,1,2,24,324,1,842,3421,6665,0.5,916,6665,0.1000000014901161
2021,193,서남대학교,대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,194,서라벌대학교,전문대학,사립,경북,C그룹,633,633,0,24,45,27,0,729,608,608,0,73,49,43,0,773,0,18205,124,0,4,11,0,139,1167,0,25,191,0,1383,0,0,105,42,0,0,0,0,0,5,230,0,0,1167,633,1.7999999523162842,18205,633,28.799999237060547
2021,195,서영대학교,전문대학,사립,광주,A그룹,5221,5221,0,138,305,65,0,5729,5018,5018,0,469,330,99,6,5922,0,48827,466,0,32,24,6,528,5756,0,771,268,17,6812,0,0,30,36,2,0,0,0,0,16,417,0,0,5756,5221,1.100000023841858,48827,5221,9.399999618530272
2021,196,서울과학기술대학교,대학,국립,서울,A그룹,12176,10587,1589,386,458,419,2166,15605,11785,10206,1579,407,496,519,2187,15394,0,154546,3868,616,358,305,354,5501,31654,4923,6435,4334,4164,51510,0,0,3600,6150,418,127,230,348,33,2,48,21,499,36577,12176,3.0,154546,12176,12.699999809265137
2021,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,533,0,533,7,70,48,0,658,685,0,685,127,117,52,0,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0.0,0,533,0.0
2021,198,서울교육대학교,대학,국립,서울,C그룹,2853,1553,1300,98,362,169,378,3860,2911,1556,1355,103,376,163,254,3807,0,60390,756,337,86,91,68,1338,9878,5904,1924,1802,922,20430,0,0,3744,1870,203,179,55,130,93,0,0,13,25,15782,2853,5.5,60390,2853,21.200000762939453
2021,199,서울기독대학교,대학,사립,서울,C그룹,704,501,203,29,79,24,591,1427,650,463,187,27,103,24,591,1395,0,3320,54,36,16,19,3,128,283,607,222,212,56,1380,0,0,10,40,20,31,0,9,1,1,1,0,0,890,704,1.2999999523162842,3320,704,4.699999809265137
2021,200,서울대학교,대학,국립,서울,A그룹,27813,16608,11205,2256,3284,1814,1836,37003,27924,16045,11879,2256,3546,2036,17647,53409,0,1317009,10983,10467,1446,3548,2378,28822,78264,113663,19949,35030,76700,323606,0,0,27374,34448,42283,3224,2169,4045,10825,29,31,195,3100,191927,27813,6.900000095367432,1317009,27813,47.400001525878906
2021,201,서울디지털대학교,대학,사립,서울,A그룹,9880,9880,0,53,225,63,3881,14102,10952,10952,0,52,316,60,2993,14373,0,22965,1657,0,16,13,90,1776,15157,0,168,171,697,16193,0,0,0,0,0,0,0,0,0,0,0,0,0,15157,9880,1.5,22965,9880,2.299999952316284
2021,202,서울미디어대학원대학교,대학원대학,사립,서울,-,140,0,140,13,2,7,0,162,261,0,261,28,15,8,0,312,0,78,0,6,0,2,0,8,0,39,0,24,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,39,140,0.3000000119209289,78,140,0.6000000238418579
2021,203,서울벤처대학원대학교,대학원대학,사립,서울,-,250,0,250,12,25,13,0,300,258,0,258,40,28,13,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0.0,0,250,0.0
2021,204,서울불교대학원대학교,대학원대학,사립,서울,-,181,0,181,12,24,10,0,227,164,0,164,42,30,10,0,246,0,154,0,146,6,0,2,154,0,404,36,0,19,459,0,0,0,0,0,0,0,5,0,0,0,0,0,404,181,2.200000047683716,154,181,0.8999999761581421
2021,205,서울사이버대학교,대학,사립,서울,A그룹,12332,11947,385,58,326,84,48,12848,15777,15372,405,60,351,89,57,16334,0,1355,1212,56,11,19,57,1355,2723,197,19,35,195,3169,0,0,0,0,0,0,0,0,0,0,0,0,0,2920,12332,0.2000000029802322,1355,12332,0.1000000014901161
2021,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,171,0,171,6,7,10,0,194,126,0,126,17,12,9,0,164,0,359,0,22,3,2,0,27,0,171,9,5,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,171,171,1.0,359,171,2.0999999046325684
2021,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,125,0,125,9,3,7,0,144,112,0,112,12,3,10,0,137,0,520,0,48,10,8,3,69,0,211,65,71,6,353,0,0,120,240,67,0,0,8,0,1,50,25,44,211,125,1.7000000476837158,520,125,4.199999809265137
2021,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,104,0,104,6,16,5,0,131,93,0,93,24,18,4,0,139,0,10458,0,61,14,4,1,80,0,233,102,13,1,349,0,0,129,0,23,11,0,119,0,4,4,2,200,233,104,2.200000047683716,10458,104,100.5999984741211
2021,209,서울시립대학교,대학,공립,서울,A그룹,11762,9028,2734,430,700,252,666,13810,11879,9023,2856,441,719,305,167,13511,0,447930,3321,958,285,269,118,4951,28382,12989,5913,4102,35533,86919,0,0,18731,27685,7990,113,133,242,77,0,0,0,0,41371,11762,3.5,447930,11762,38.09999847412109
2021,210,서울신학대학교,대학,사립,경기,C그룹,3032,2218,814,99,171,63,0,3365,3016,2213,803,113,178,68,0,3375,0,41930,617,490,59,40,102,1308,5272,9513,2022,528,1368,18703,0,0,88,931,4,55,78,33,89,0,0,15,356,14785,3032,4.900000095367432,41930,3032,13.800000190734863
2021,211,서울여자간호대학교,전문대학,사립,서울,C그룹,934,934,0,27,60,26,29,1076,918,918,0,84,57,29,36,1124,0,44,22,0,10,6,1,39,46,0,46,28,1839,1959,0,0,6,129,95,0,0,1,0,0,0,38,58,46,934,0.0,44,934,0.0
2021,212,서울여자대학교,대학,사립,서울,B그룹,7392,7141,251,222,327,211,2879,11031,7361,7130,231,225,336,203,3002,11127,0,5898,1831,160,129,183,198,2501,8936,2407,2453,1949,149024,164769,0,0,6,81,54,288,359,268,153,2,12,61,994,11343,7392,1.5,5898,7392,0.800000011920929
2021,213,서울예술대학교,전문대학,사립,경기,B그룹,3101,3101,0,88,375,70,0,3634,3147,3147,0,449,362,63,3,4024,0,20931,747,0,43,43,3,836,5142,0,431,753,17591,23917,0,0,0,0,0,4,0,5,0,0,0,1,47,5142,3101,1.7000000476837158,20931,3101,6.699999809265137
2021,214,서울외국어대학원대학교,대학원대학,사립,서울,-,195,0,195,12,26,6,0,239,182,0,182,41,29,6,0,258,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0.0,175,195,0.8999999761581421
2021,215,서울장신대학교,대학,사립,경기,C그룹,804,476,328,37,49,27,297,1214,716,389,327,36,48,26,297,1123,0,1084,86,108,15,11,5,225,672,1722,368,79,281,3122,0,0,7,8,21,0,0,11,14,0,0,11,17,2394,804,3.0,1084,804,1.2999999523162842
2021,216,서울한영대학교,대학,사립,서울,C그룹,925,695,230,37,50,45,483,1540,920,685,235,34,50,41,506,1551,0,8100,84,31,27,28,13,183,79,94,49,39,722,983,0,0,176,76,42,14,50,107,4,0,0,10,266,173,925,0.2000000029802322,8100,925,8.800000190734863
2021,217,서원대학교,대학,사립,충북,B그룹,7028,6860,168,229,301,137,264,7959,6956,6771,185,244,309,143,0,7652,0,78614,936,13,120,124,4,1197,7338,78,2404,3042,45,12907,0,0,0,17,7,28,131,77,47,0,0,6,1448,7416,7028,1.100000023841858,78614,7028,11.199999809265137
2021,218,서일대학교,전문대학,사립,서울,A그룹,6055,6055,0,169,329,59,0,6612,5678,5678,0,594,428,58,0,6758,0,5677,154,0,51,44,0,249,6312,0,731,506,76,7625,0,0,0,0,5,0,15,25,7,0,0,0,0,6312,6055,1.0,5677,6055,0.8999999761581421
2021,219,서정대학교,전문대학,사립,경기,A그룹,5412,5412,0,143,336,79,0,5970,6197,6197,0,593,436,92,5970,13288,0,1820,18,0,10,11,0,39,227,0,100,73,0,400,0,0,5,35,5,0,0,0,0,0,0,0,0,227,5412,0.0,1820,5412,0.3000000119209289
2021,220,서해대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,222,선린대학교,전문대학,사립,경북,C그룹,2330,2330,0,71,123,36,0,2560,2151,2151,0,181,105,36,0,2473,0,1200,63,0,18,10,0,91,1343,0,244,141,0,1728,0,0,131,42,0,0,0,0,0,0,0,0,0,1343,2330,0.6000000238418579,1200,2330,0.5
2021,223,선문대학교,대학,사립,충남,B그룹,9606,9252,354,316,380,225,1113,11640,9619,9257,362,339,408,237,47,10650,0,76636,1565,115,169,156,67,2072,8775,1486,3102,2741,67449,83553,0,0,50,30,280,77,118,212,193,1,14,81,2413,10261,9606,1.100000023841858,76636,9606,8.0
2021,224,선학유피대학원대학교,대학원대학,사립,경기,-,60,0,60,5,10,26,64,165,77,0,77,12,8,25,40,162,0,113,0,42,7,6,12,67,0,808,229,55,36,1128,0,0,24,39,101,0,0,0,0,1,6,3,54,808,60,13.5,113,60,1.899999976158142
2021,225,성결대학교,대학,사립,경기,B그룹,5802,5418,384,191,262,122,1617,7994,5774,5418,356,217,270,123,1622,8006,0,20686,729,117,103,209,54,1212,5516,2384,1682,1720,11916,23218,0,0,500,1700,67,18,44,40,28,0,0,6,550,7900,5802,1.399999976158142,20686,5802,3.5999999046325684
2021,226,성공회대학교,대학,사립,서울,C그룹,2439,2112,327,87,198,78,144,2946,2390,2056,334,88,200,83,136,2897,0,1512,336,117,98,35,33,619,2121,1238,1803,397,7011,12570,0,0,2,5,8,50,121,63,21,0,0,0,0,3359,2439,1.399999976158142,1512,2439,0.6000000238418579
2021,227,성균관대학교,대학,사립,서울,A그룹,27100,19310,7790,1487,1988,415,19873,50863,27431,18882,8549,1496,2060,423,21060,52470,0,1794916,7233,3317,608,198,858,12214,64394,44287,14755,4384,70676,198496,0,0,17253,14278,11226,1340,1297,2080,1211,0,0,167,5575,108681,27100,4.0,1794916,27100,66.19999694824219
2021,228,성산효대학원대학교,대학원대학,사립,인천,-,205,0,205,13,22,17,32,289,177,0,177,31,18,10,15,251,0,66,0,10,6,3,0,19,0,182,197,17,0,396,0,0,6,10,0,4,1,0,0,0,0,0,0,182,205,0.8999999761581421,66,205,0.3000000119209289
2021,229,성서침례대학원대학교,대학원대학,사립,경기,-,35,0,35,7,0,4,283,329,54,0,54,9,3,4,248,318,0,1440,0,33,5,3,2,43,0,1059,45,17,3,1124,0,0,33,4,0,0,0,0,0,0,0,0,0,1059,35,30.299999237060547,1440,35,41.09999847412109
2021,230,성신여자대학교,대학,사립,서울,A그룹,9643,8868,775,306,909,328,513,11699,10066,9261,805,333,981,336,639,12355,0,57225,1851,250,157,195,216,2669,9809,2074,3906,2622,74959,93370,0,0,2115,1667,277,16,16,114,22,0,0,58,892,11883,9643,1.2000000476837158,57225,9643,5.900000095367432
