YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCC,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCC,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_14A,BG3Y_MCS_15B,BG3Y_MCS_16C,BG3Y_BG3Y,VUC_SCC,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCC,LPS_LPS,VPS_VC,VPS_SCC,VPS_VPS,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2016,11,강릉영동대학교,전문대학,사립,강원,B그룹,39676,2117,41793,61764,2935,64699,1,1,4843,0,2,8918,206,0,206,4599,13,4612,2417,0,64699,3008,21.5,4612,64699,7.699999809265137,2521,600,3,66,69,2521,3008,0.800000011920929,32756312000,74263700,3881760,0,7608904,0,0,0,85754364,32985998000,82300000,3900000,0,0,0,0,0,86200000,85754364,3008,28508.8,85754364,32756312000,0.3,87767350,85808045,85754364,-1.1,3008,3008,0,89,148,51,44,3340,24,0,862,0,42,32,23,959,4404,0,442,564,130,5540,0,0,0,0,0,7,0,4,0,0,0,4404,3008,1.5,0,3008,0.0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,1,12,1,0,1,1,0,3008,0.5,0,1,3008,0.3000000119209289,12,1,1,6.0
2016,12,강서대학교,대학,사립,서울,C그룹,65018,17746,82764,82224,18996,101220,3,11,10111,0,14,36611,212,37,249,2337,1928,4265,4247,30,101220,1604,63.09999847412109,4265,101220,4.400000095367432,821,142,6,10,16,821,1604,0.5,21083052000,27165086,25394981,0,18962000,20676634,0,2200000,94398701,18193673000,31000000,23000000,3000000,20000000,21800000,0,2200000,101000000,94398701,1604,58852.1,94398701,21083052000,0.4,103436663,103897903,94398701,-4.3,1604,1433,171,52,111,45,236,2048,20,10025,609,74,49,31,39,802,3223,1056,579,227,418,5503,0,0,686,221,2,1,21,3,7,4,2497,4279,1604,2.700000047683716,10025,1604,6.300000190734863,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,49,8,1,1,0,0,1604,1.100000023841858,1,0,1604,0.6000000238418579,49,2,0,24.5
2016,13,강원관광대학교,전문대학,사립,강원,C그룹,30813,231,31044,40210,266,40476,1,0,992,0,1,4488,70,0,70,1547,474,2021,2000,0,40476,1351,30.0,2021,40476,5.300000190734863,1092,228,2,21,23,1092,1351,0.800000011920929,13273556000,28286510,3171900,0,4100000,0,0,0,35558410,12082374000,35000000,3000000,0,4100000,0,0,0,42100000,35558410,1351,26320.1,35558410,13273556000,0.3,35777610,36400560,35558410,-0.3,1351,1351,0,37,77,37,0,1502,14,52450,287,0,13,10,0,310,1997,0,67,42,0,2106,0,0,7329,914,97,0,0,0,0,18,380,1997,1351,1.5,52450,1351,38.79999923706055,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,29,1,1,0,0,0,1351,0.699999988079071,1,0,1351,0.699999988079071,29,1,0,29.0
2016,14,강원대학교,대학,국립,강원,A그룹,789557,182535,972092,1343948,329276,1673224,42,34,28180,0,76,206290,1866,1209,3075,38370,6746,45116,33555,35,1673224,23947,69.9000015258789,45116,1673224,2.799999952316284,25223,3456,63,342,405,25223,23947,1.100000023841858,263574332000,490492670,801640950,10815130,1819332140,508405380,0,31003420,3661689690,217570929000,419000000,204500000,11000000,488202000,424900000,0,18145000,1565747000,3661689690,23947,152908.1,3661689690,263574332000,1.4,3906477665,3836120172,3661689690,-3.2,23947,21124,2823,996,439,637,1220,27239,114,1189538,11546,1399,777,291,602,14615,79641,14188,9375,2823,17163,123190,0,0,2721,5561,2484,1013,528,975,11408,85,4457,93829,23947,3.900000095367432,1189538,23947,49.70000076293945,24,3,2,3,26,6,32,10,12,2,24,1,1,0,2,2320,155,24,3,2,3,23947,1.2000000476837158,24,2,23947,1.100000023841858,2320,27,5,72.5
2016,15,강원도립대학교,전문대학,공립,강원,C그룹,54096,1343,55439,54199,1343,55542,0,0,3965,0,0,3965,62,0,62,2804,932,3736,3736,132,55542,894,62.09999847412109,3736,55542,7.199999809265137,1735,165,2,10,12,1735,894,1.899999976158142,13436269000,31552190,2532380,23240500,0,0,0,0,57325070,12240753000,13000000,0,20000000,0,0,0,0,33000000,57325070,894,64122.0,57325070,13436269000,0.4,35400590,49911480,57325070,27.9,894,894,0,31,84,50,17,1076,13,1007,176,0,12,28,17,233,2342,0,173,878,71,3464,0,0,47,60,0,0,0,9,9,0,755,2342,894,2.5999999046325684,1007,894,1.100000023841858,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,65,3,1,0,0,0,894,1.100000023841858,1,0,894,1.100000023841858,65,1,0,65.0
2016,16,개신대학원대학교,대학원대학,사립,서울,-,10173,6727,16900,14293,8839,23132,0,0,0,0,0,0,59,3,62,191,628,819,773,0,23132,134,172.60000610351562,819,23132,3.700000047683716,221,38,2,7,9,221,134,1.600000023841858,2212934000,2543555,402803,0,0,0,0,0,2946358,2760070000,8500000,500000,500000,300000,0,0,200000,10000000,2946358,134,21987.7,2946358,2212934000,0.1,12255310,7585425,2946358,-49.6,134,0,134,6,16,9,63,228,9,9880,0,326,66,1,21,414,0,1001,188,0,76,1265,0,0,400,70,100,0,0,25,1,0,0,1001,134,7.5,9880,134,73.69999694824219,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,7,1,1,0,0,0,134,7.5,1,0,134,7.5,7,1,0,7.0
2016,17,거제대학교,전문대학,사립,경남,C그룹,46527,1774,48301,61936,1869,63805,1,1,9710,0,2,13785,81,0,81,2891,186,3077,2676,4,63805,1566,40.70000076293945,3077,63805,5.099999904632568,1464,277,4,18,22,1464,1566,0.8999999761581421,16489511000,41940794,5913000,2211120,4220000,3902465,0,0,58187379,15278157000,38250000,3900000,4000000,3900000,3900000,0,4500000,58450000,58187379,1566,37156.7,58187379,16489511000,0.4,44158219,45199580,58187379,15.5,1566,1566,0,43,90,42,51,1792,7,49834,472,0,49,34,19,574,2675,0,838,453,294,4260,0,0,80,90,45,5,0,9,0,4,21,2675,1566,1.7000000476837158,49834,1566,31.799999237060547,1,0,1,0,2,0,2,1,0,0,1,0,1,0,1,26,3,1,0,1,0,1566,1.100000023841858,1,1,1566,1.2999999523162842,26,1,1,13.0
2016,18,건국대학교,대학,사립,서울,A그룹,462694,154147,616841,1056986,236893,1293879,25,34,39435,0,59,70842,1006,209,1215,23713,5828,29541,18535,16837,1293879,19902,65.0,29541,1293879,2.299999952316284,25077,4706,42,274,316,25077,19902,1.2999999523162842,435786267000,811501283,96251661,11057100,1246609117,568561027,0,66019812,2800000000,422331595000,899000000,105000000,20000000,1217232000,509595000,0,49173000,2800000000,2800000000,19902,140689.4,2800000000,435786267000,0.6,2896000000,2806600000,2800000000,-1.7,19902,15583,4319,712,1314,446,6896,29270,70,2832398,13299,2773,658,669,879,18278,143869,43100,12527,8178,13584,221258,0,0,56735,248741,538,172,250,1034,348,53,648,186969,19902,9.399999618530272,2832398,19902,142.3000030517578,11,6,17,1,28,7,35,5,6,0,11,0,16,1,17,1080,42,11,6,17,1,19902,1.5,11,17,19902,1.399999976158142,1080,17,18,30.89999961853028
2016,19,건국대학교(글로컬),대학,사립,충북,B그룹,243841,59098,302939,461091,95737,556828,10,13,9789,0,23,34019,218,32,250,14634,716,15350,11011,0,556828,8761,63.59999847412109,15350,556828,2.799999952316284,6627,1287,24,129,153,6627,8761,0.800000011920929,0,270566520,27418431,2664760,494406933,68042841,0,36900000,899999485,0,360000000,28000000,5000000,500000000,70000000,0,37000000,1000000000,899999485,8761,102727.9,899999485,0,0.0,999984633,871824018,899999485,-4.8,8761,8196,565,484,366,157,5150,14918,45,409812,5516,236,212,253,67,6284,62591,1572,4630,3716,39438,111947,0,0,78,166,74,51,137,1175,79,99,10806,64163,8761,7.300000190734863,409812,8761,46.79999923706055,4,2,2,7,6,9,15,3,1,0,4,0,2,0,2,304,92,4,2,2,7,8761,1.2000000476837158,4,2,8761,0.699999988079071,304,6,9,20.299999237060547
2016,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2016,21,건신대학원대학교,대학원대학,사립,대전,-,10891,2995,13886,15990,4662,20652,0,1,0,0,1,308,44,7,51,360,41,401,356,0,20652,148,139.5,401,20652,2.0,446,60,3,5,8,446,148,3.0,1389601000,6813560,1333900,0,0,9167230,0,0,17314690,1413559000,15000000,2300000,0,0,9500000,0,0,26800000,17314690,148,116991.1,17314690,1389601000,1.2,16701615,17030928,17314690,1.8,148,0,148,12,16,8,828,1012,7,2113,0,89,6,1,11,107,0,954,98,28,83,1163,0,0,0,0,0,0,0,0,0,0,0,954,148,6.400000095367432,2113,148,14.300000190734863,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,9,1,0,0,0,1,148,3.400000095367432,0,0,148,0.0,9,0,1,9.0
2016,22,건양대학교,대학,사립,충남,B그룹,167096,36683,203779,266653,131462,398115,3,14,9265,0,17,63515,130,0,130,13785,1089,14874,9452,0,398115,8593,46.29999923706055,14874,398115,3.900000095367432,9895,1696,25,172,197,9895,8593,1.2000000476837158,124972183000,199197160,3800000,122340,5505889,358133515,0,0,566758904,135551381000,200000000,5000000,5000000,10000000,390000000,0,5000000,615000000,566758904,8593,65955.9,566758904,124972183000,0.5,534266396,533191190,566758904,3.0,8593,7994,599,399,249,188,737,10166,47,760777,6393,133,193,205,277,7201,94433,1142,3396,2785,1248,103004,0,0,110,252,80,36,32,703,495,37,2278,95575,8593,11.100000381469728,760777,8593,88.5,4,4,4,0,8,4,12,0,4,0,4,0,4,0,4,804,22,4,4,4,0,8593,1.2000000476837158,4,4,8593,0.8999999761581421,804,8,4,67.0
2016,23,경기과학기술대학교,전문대학,사립,경기,A그룹,1,1,2,66047,8124,74171,2,0,6092,0,2,8283,165,58,223,3953,300,4253,3742,0,74171,4483,16.5,4253,74171,6.099999904632568,3118,679,8,87,95,3118,4483,0.699999988079071,44661615000,82031600,31183780,19176440,10235000,0,0,0,142626820,42149121000,87500000,30983000,20000000,10800000,0,0,0,149283000,142626820,4483,31815.0,142626820,44661615000,0.3,138347420,143499840,142626820,1.6,4483,4483,0,115,210,61,242,5111,21,383105,1515,0,73,70,15,1673,6703,0,868,966,2591,11128,0,0,62,19,5,0,0,4,0,6,180,6703,4483,1.5,383105,4483,85.5,2,1,1,0,3,1,4,0,2,0,2,0,1,0,1,99,8,2,1,1,0,4483,0.800000011920929,2,1,4483,0.699999988079071,99,3,1,24.799999237060547
2016,24,경기대학교,대학,사립,경기,A그룹,561754,78451,640205,1063341,161116,1224457,23,19,22164,0,42,98264,896,125,1021,29105,9078,38183,27328,0,1224457,16377,74.80000305175781,38183,1224457,3.200000047683716,13909,2385,57,196,253,13909,16377,0.800000011920929,191880957000,533814860,27716104,10965030,538369810,189389762,0,36540000,1336795566,191877107000,280000000,21950000,10000000,529850000,30000000,0,31000000,902800000,1336795566,16377,81626.4,1336795566,191880957000,0.7,1280258787,1375453403,1336795566,2.3,16377,14164,2213,500,899,250,6966,24992,68,767833,10861,1067,365,460,413,13166,93736,11370,6576,7167,25305,144154,0,0,1116,8874,1353,124,450,1919,268,104,2640,105106,16377,6.400000095367432,767833,16377,46.900001525878906,14,0,1,2,15,2,17,5,9,0,14,0,1,0,1,692,62,14,0,1,2,16377,1.0,14,1,16377,0.8999999761581421,692,14,3,40.70000076293945
2016,25,경남대학교,대학,사립,경남,A그룹,435160,96812,531972,665033,124768,789801,22,24,173074,0,46,219646,702,124,826,15225,4141,19366,18233,0,789801,13489,58.59999847412109,19366,789801,2.5,11894,2399,36,89,125,11894,13489,0.8999999761581421,147802551000,249077898,31157017,2187070,588097433,135035040,0,24440200,1029994658,133688575000,345000000,30000000,3000000,530000000,110000000,0,10000000,1028000000,1029994658,13489,76358.1,1029994658,147802551000,0.7,984983492,1034998341,1029994658,2.3,13489,12277,1212,453,465,227,1696,16330,49,577893,5134,517,309,141,361,6462,30790,6449,6281,2851,27068,73439,0,0,2407,1297,5,50,208,264,170,34,566,37239,13489,2.799999952316284,577893,13489,42.79999923706055,7,0,0,16,7,16,23,2,5,0,7,0,0,0,0,474,69,7,0,0,16,13489,1.100000023841858,7,0,13489,0.5,474,7,16,20.600000381469727
2016,26,경남도립거창대학,전문대학,공립,경남,C그룹,27453,849,28302,39363,906,40269,0,0,1853,0,0,1874,15,0,15,1206,0,1206,878,0,40269,889,45.29999923706055,1206,40269,3.0999999046325684,823,180,4,15,19,823,889,0.8999999761581421,8155740000,19413560,0,3703360,0,0,0,3800000,26916920,9319139000,13900000,2000000,3000000,0,3400000,0,3000000,25300000,26916920,889,30277.8,26916920,8155740000,0.3,21800000,27961800,26916920,12.3,889,889,0,30,81,55,13,1068,12,9430,282,0,50,31,1,364,1946,0,1192,343,34,3515,0,0,0,0,0,0,0,0,0,0,0,1946,889,2.200000047683716,9430,889,10.600000381469728,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,28,1,1,0,0,1,889,1.7000000476837158,1,0,889,1.100000023841858,28,1,1,14.0
2016,27,경남도립남해대학,전문대학,공립,경남,C그룹,30277,498,30775,36538,519,37057,0,0,318,0,0,337,40,0,40,1389,0,1389,1181,0,37057,848,43.70000076293945,1389,37057,3.900000095367432,759,152,3,24,27,759,848,0.8999999761581421,7951568000,24766850,0,0,0,0,0,0,24766850,8354421000,25000000,0,0,0,0,0,0,25000000,24766850,848,29206.2,24766850,7951568000,0.3,24870620,25000000,24766850,-0.2,848,848,0,23,60,42,0,973,9,28747,578,0,32,29,0,639,4624,0,799,557,0,5980,0,0,0,0,0,0,0,0,0,0,0,4624,848,5.5,28747,848,33.900001525878906,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,20,1,1,0,0,1,848,1.7999999523162842,1,0,848,1.2000000476837158,20,1,1,10.0
