Year,ID,SchName,SchType,FoundType,Region,UnivScale,Settle_UnivSettle,Settle_BookCost,Settle_SerialsCost,Settle_NonBookCost,Settle_ECost_EJournal,Settle_ECost_WebDB,Settle_ECost_SubEBook,Settle_ECost_OthERes,Settle_MatCostTot,Budget_UnivBgt,Budget_BookCost,Budget_SerialsCost,Budget_NonBookCost,Budget_ECost_EJournal,Budget_ECost_WebDB,Budget_ECost_SubEBook,Budget_ECost_OthERes,Budget_MatCostTot,CostPerStSettle_MatCost,CostPerStSettle_StCountCurr,CostPerStSettle_CostPerSt,LibBgtRt_MatCost,LibBgtRt_UnivSettle,LibBgtRt_BgtRtSettle,BgtGrowth3Y_MatCostSettle_2013A,BgtGrowth3Y_MatCostSettle_2014B,BgtGrowth3Y_MatCostSettle_2015C,BgtGrowth3Y_BgtGrowth3Y
2015,94,극동대학교,대학,사립,충북,C그룹,51075285000,149541254,1600000,608146,32324947,0,0,65921000,249995347,49782748000,120000000,20000000,0,40000000,0,0,70000000,250000000,249995347,4332,57709.0,249995347,51075285000,0.5,225854830,270454990,249995347,6.1
2015,95,글로벌사이버대학교,대학,사립,충남,C그룹,8608491000,0,0,0,0,2000000,0,8884800,10884800,9407996000,0,0,0,0,10700000,0,0,10700000,10884800,2222,4898.6,10884800,8608491000,0.1,0,6958000,10884800,0.0
2015,96,금강대학교,대학,사립,충남,C그룹,10088939000,10365100,8969240,995360,0,13144000,0,0,33473700,10920959000,15000000,8000000,2000000,0,13544000,0,0,38544000,33473700,525,63759.4,33473700,10088939000,0.3,26946970,30365390,33473700,11.5
2015,97,기독간호대학교,전문대학,사립,광주,C그룹,5957352000,6217794,350000,600000,0,6191206,0,2641000,16000000,5847472000,8000000,400000,500000,0,5800000,0,2800000,17500000,16000000,655,24427.5,16000000,5957352000,0.3,9604090,15400000,16000000,32.1
2015,98,김천대학교,대학,사립,경북,C그룹,34340096000,60995350,14872350,363360,28263000,17147637,0,53830816,175472513,36240388000,139050000,16000000,0,35000000,7400000,0,0,197450000,175472513,3801,46164.8,175472513,34340096000,0.5,127689560,49014900,175472513,98.2
2015,99,김포대학교,전문대학,사립,경기,C그룹,46397281000,73652650,15086800,4951740,15316000,0,0,24981000,133988190,31012859000,82000000,14400000,5300000,13000000,0,0,25000000,139700000,133988190,3371,39747.3,133988190,46397281000,0.3,131205063,169679900,133988190,4.1
2015,100,김해대학교,전문대학,사립,경남,C그룹,12378449000,31901670,1510700,3217850,3839000,0,0,0,40469220,13505935000,17450000,1700000,10000000,0,15850000,0,0,45000000,40469220,1520,26624.5,40469220,12378449000,0.3,22195250,33001630,40469220,35.7
2015,101,나사렛대학교,대학,사립,충남,B그룹,65995291000,145946850,32787000,17098560,46466000,47655855,0,56428832,346383097,71167450000,150000000,35000000,15000000,50800000,53500000,0,80700000,385000000,346383097,6034,57405.2,346383097,65995291000,0.5,356709546,329999919,346383097,-1.3
2015,102,나주대학교,전문대학,사립,전남,C그룹,12370346000,15000000,0,1000000,2000000,0,0,2500000,20500000,12802038000,3931180,0,0,0,0,0,0,3931180,20500000,2117,9683.5,20500000,12370346000,0.2,90000,3788600,20500000,2275.3
2015,103,남부대학교,대학,사립,광주,C그룹,34317490000,57086770,11715500,6596520,36340000,37480381,0,33276000,182495171,34359278000,55000000,11000000,25000000,33000000,33000000,0,25000000,182000000,182495171,3551,51392.6,182495171,34317490000,0.5,185630780,182920388,182495171,-0.8
2015,104,남서울대학교,대학,사립,충남,B그룹,124479424000,260994180,132879580,0,184458571,50168126,0,106555392,735055849,124500000000,240000000,135000000,10000000,222621000,54367000,0,116420000,778408000,735055849,10532,69792.6,735055849,124479424000,0.6,742041596,697550381,735055849,-0.3
2015,105,농협대학교,전문대학,사립,경기,C그룹,8461343000,14673520,8278000,1255890,6937000,0,0,1830000,32974410,9118000000,13700000,2000000,0,3300000,0,0,1000000,20000000,32974410,490,67294.7,32974410,8461343000,0.4,26750000,20099660,32974410,19.6
2015,106,능인대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2015,107,단국대학교,대학,사립,경기,A그룹,321775676000,713008200,172024058,16930000,1376799879,518300506,0,99307096,2896369739,314732986000,720000000,175942000,14950000,1320021553,405551447,0,106385000,2742850000,2896369739,28405,101966.9,2896369739,321775676000,0.9,3187923788,3471712636,2896369739,-3.8
2015,108,대경대학교,전문대학,사립,경북,B그룹,35440731000,22425090,10974080,3739760,0,12866000,0,10071220,60076150,35152130000,27400000,15000000,3000000,0,17000000,0,45600000,108000000,60076150,4169,14410.2,60076150,35440731000,0.2,9675180,64453240,60076150,279.7
2015,109,대구가톨릭대학교,대학,사립,경북,A그룹,196850993000,351408000,188039083,3620610,650569007,172378614,0,14362260,1380377574,182003548000,299350000,129000000,15100000,726600000,192558000,0,40000000,1402608000,1380377574,15401,89629.1,1380377574,196850993000,0.7,1790895040,1943505687,1380377574,-10.2
2015,110,대구경북과학기술원,대학,국립,대구,C그룹,135423928000,231305580,13478284,15339000,905272933,188875484,0,9827000,1364098281,124415253000,234592000,35000000,45000000,910000000,120000000,0,20000000,1364592000,1364098281,672,2029908.2,1364098281,135423928000,1.0,1055000000,2152457590,1364098281,33.7
2015,111,대구공업대학교,전문대학,사립,대구,C그룹,22385139000,30431400,3204500,10220000,0,18700000,0,0,62555900,18801040000,13000000,3000000,2830000,0,30000000,0,0,48830000,62555900,2022,30937.6,62555900,22385139000,0.3,57798820,65421390,62555900,4.4
2015,112,대구과학대학교,전문대학,사립,대구,A그룹,40738541000,77051460,0,16381740,5136000,2132352,0,15298000,115999552,40574500000,65650000,0,20000000,11000000,10000000,0,10000000,116650000,115999552,4528,25618.3,115999552,40738541000,0.3,141809380,155779328,115999552,-7.8
2015,113,대구교육대학교,대학,국립,대구,C그룹,33159400000,75513780,81614290,343200,0,31146570,0,19339000,207956840,33269413000,43000000,65000000,5000000,0,32026000,0,3500000,148526000,207956840,2654,78356.0,207956840,33159400000,0.6,221220398,272578020,207956840,-0.2
2015,114,대구대학교,대학,사립,경북,A그룹,236423427000,392763850,84533190,10216410,730684675,98960859,0,40476458,1357635442,235961220000,407990000,111800000,10000000,745000000,104000000,0,41000000,1419790000,1357635442,21554,62987.6,1357635442,236423427000,0.6,1760774920,1315109217,1357635442,-11.0
2015,115,대구미래대학교,전문대학,사립,경북,C그룹,10002039000,4225000,2500000,375000,2400000,0,0,0,9500000,13946582000,4225000,2500000,375000,2400000,0,0,0,9500000,9500000,1019,9322.9,9500000,10002039000,0.1,10608350,7245150,9500000,-0.3
2015,116,대구보건대학교,전문대학,사립,대구,A그룹,72428548000,120089250,17456600,0,6000000,28811254,0,18996990,191354094,71418421000,123280000,20000000,0,6000000,29000000,0,20000000,198280000,191354094,6893,27760.6,191354094,72428548000,0.3,194660087,201516997,191354094,-0.8
2015,117,대구사이버대학교,대학,사립,경북,C그룹,17569608000,0,0,0,27800000,0,0,9730000,37530000,17790029000,0,0,0,30600000,0,0,10700000,41300000,37530000,4222,8889.2,37530000,17569608000,0.2,20000000,40990000,37530000,48.3
2015,118,대구예술대학교,대학,사립,경북,C그룹,18394838000,12070960,2420400,0,0,0,0,63810000,78301360,18627970000,15000000,5000000,0,0,0,0,60000000,80000000,78301360,1476,53049.7,78301360,18394838000,0.4,7021231,67031300,78301360,435.8
2015,119,대구외국어대학교,대학,사립,경북,C그룹,3405012000,6339000,2248200,0,0,0,0,0,8587200,3178310000,7000000,2000000,0,0,0,0,0,9000000,8587200,345,24890.4,8587200,3405012000,0.3,20805820,5893590,8587200,-13.0
2015,120,대구한의대학교,대학,사립,경북,B그룹,78283573000,130738110,17514330,17992890,160964188,19551688,0,67487573,414248779,76777349000,100000000,23000000,12400000,140600000,20000000,0,54000000,350000000,414248779,7550,54867.4,414248779,78283573000,0.5,497255383,449407143,414248779,-8.7
2015,121,대덕대학교,전문대학,사립,대전,C그룹,50423217000,54209950,7344200,16316670,6190000,0,0,50631000,134691820,53615971000,42130000,7000000,15000000,6370000,4000000,0,61800000,136300000,134691820,4357,30913.9,134691820,50423217000,0.3,128532990,122157720,134691820,2.7
2015,122,대동대학교,전문대학,사립,부산,C그룹,41607949000,30207620,6666295,5805670,3980000,3736677,0,17206620,67602882,29400000000,32000000,7000000,6000000,4100000,2900000,0,18000000,70000000,67602882,1694,39907.3,67602882,41607949000,0.2,55456114,67268530,67602882,10.9
2015,123,대림대학교,전문대학,사립,경기,A그룹,69199533000,72750610,0,6862000,12997000,9080000,0,81253630,182943240,68610197000,75000000,8000000,7500000,14000000,10000000,0,75000000,189500000,182943240,6685,27366.2,182943240,69199533000,0.3,204437450,175269018,182943240,-4.9
2015,124,대신대학교,대학,사립,경북,C그룹,5061939000,11222920,4545902,0,350000,14947984,0,7135450,38202256,5047000000,13700000,5100000,0,350000,15150000,0,3700000,38000000,38202256,504,75798.1,38202256,5061939000,0.8,44908405,44350630,38202256,-7.6
2015,125,대원대학교,전문대학,사립,충북,C그룹,28264674000,26036630,5993900,9521840,0,6460000,0,28131000,76143370,28052184000,28995000,6000000,5000000,0,9000000,0,27000000,75995000,76143370,2807,27126.2,76143370,28264674000,0.3,77723640,78445250,76143370,-1.0
2015,126,대전가톨릭대학교,대학,사립,세종,C그룹,4417701000,21658565,20811244,0,9027016,4970000,0,3869110,60335935,4369184000,35000000,18500000,500000,15000000,9000000,0,0,78000000,60335935,122,494556.8,60335935,4417701000,1.4,61182133,71633610,60335935,0.7
2015,127,대전과학기술대학교,전문대학,사립,대전,B그룹,42990466000,51442800,25935716,4334550,11850000,2171615,0,40478000,136212681,45964320000,60200000,32500000,8000000,11000000,4000000,0,30000000,145700000,136212681,4707,28938.3,136212681,42990466000,0.3,133547096,133379460,136212681,1.0
2015,128,대전대학교,대학,사립,대전,B그룹,117455263000,209546275,46045546,18024000,289551947,56341635,0,200490370,819999773,118600794000,230000000,25000000,20000000,240000000,60000000,0,175000000,750000000,819999773,10801,75918.9,819999773,117455263000,0.7,843832406,852711497,819999773,-1.4
2015,129,대전보건대학교,전문대학,사립,대전,A그룹,56375165000,62798000,34592850,8642000,12804000,31929163,0,74698000,225464013,65154102000,230600000,0,0,0,0,0,0,230600000,225464013,5929,38027.3,225464013,56375165000,0.4,197814737,202588907,225464013,6.9
2015,130,대전신학대학교,대학,사립,대전,C그룹,4301260000,12189440,9921800,0,0,8525000,0,5211406,35847646,4318837000,13000000,10000000,0,0,9000000,0,0,32000000,35847646,296,121106.9,35847646,4301260000,0.8,41682710,38904276,35847646,-7.3
2015,131,대진대학교,대학,사립,경기,B그룹,98129236000,138600000,19185620,7000000,143704108,68068273,0,64895600,441453601,93389349000,178000000,18400000,5000000,142900000,68900000,0,64900000,478100000,441453601,8458,52193.6,441453601,98129236000,0.4,419802217,424604385,441453601,2.6
2015,132,대한신학대학원대학교,대학원대학,사립,경기,-,1402082000,0,0,0,0,0,0,0,0,2033379000,4000000,0,0,0,0,0,0,4000000,0,186,0.0,0,1402082000,0.0,731000,119250,0,-91.8
2015,133,덕성여자대학교,대학,사립,서울,B그룹,80081396000,292597356,54430180,11053464,393793538,96679696,0,138388140,986942374,88972281000,307318040,55250000,10000000,281250000,97000000,0,100500000,851318040,986942374,6524,151278.7,986942374,80081396000,1.2,1008689707,909176660,986942374,-0.7
2015,134,동강대학교,전문대학,사립,광주,B그룹,29028992000,48485570,14764000,4899890,5230000,13751200,0,12877530,100008190,28901204000,43500000,15000000,4000000,5500000,19000000,0,13000000,100000000,100008190,3418,29259.3,100008190,29028992000,0.3,107444890,97659440,100008190,-3.4
2015,135,동국대학교,대학,사립,서울,A그룹,397691388000,495692000,171196000,14870000,899582000,529181000,0,22993000,2133514000,327670116000,301000000,185000000,5500000,1388064627,0,0,33512720,1913077347,2133514000,17699,120544.3,2133514000,397691388000,0.5,2121846456,2233361000,2133514000,0.4
2015,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,0,367509420,55157235,12881960,319585948,186266746,0,12383020,953784329,0,265454400,62410000,11060600,386726260,214575740,0,12000000,952227000,953784329,8977,106247.6,953784329,0,0.0,924303395,895974014,953784329,1.7
2015,137,동남보건대학교,전문대학,사립,경기,A그룹,59680409000,40981870,3857300,1258020,0,21860927,0,65041235,132999352,61409687000,55000000,3000000,2000000,0,19000000,0,54000000,133000000,132999352,4973,26744.3,132999352,59680409000,0.2,132891270,132650112,132999352,0.0
2015,138,동덕여자대학교,대학,사립,서울,B그룹,92058162000,329442306,139109356,4271810,222679070,149167871,0,83600181,928270594,126625674000,275174000,157066000,3791000,185801000,125131000,0,64463000,811426000,928270594,8324,111517.4,928270594,92058162000,1.0,976166255,1015819430,928270594,-2.3
2015,139,동명대학교,대학,사립,부산,B그룹,94404506000,308746156,22371000,11956062,117949434,4400000,0,15568860,480991512,92546922000,247000000,24000000,10000000,170000000,10000000,0,20000000,481000000,480991512,9374,51311.2,480991512,94404506000,0.5,460469657,480995627,480991512,2.2
2015,140,동방문화대학원대학교,대학원대학,사립,서울,-,2723527000,4000000,0,0,17836000,0,0,0,21836000,2567213000,5000000,0,0,9800000,0,0,0,14800000,21836000,212,103000.0,21836000,2723527000,0.8,0,8030700,21836000,0.0
2015,141,동부산대학교,전문대학,사립,부산,C그룹,23988878000,48360580,7250540,19324220,0,5136000,0,14224000,94295340,22240918000,30500000,10000000,10000000,0,5000000,0,10000000,65500000,94295340,2635,35785.7,94295340,23988878000,0.4,94158150,99653340,94295340,0.2
2015,142,동서대학교,대학,사립,부산,B그룹,128212566000,225631860,55755790,17646040,218562230,104494780,0,87747500,709838200,125219249000,267600000,60000000,15000000,267300000,122000000,0,68000000,799900000,709838200,11659,60883.3,709838200,128212566000,0.6,465177626,471630998,709838200,25.9
2015,143,동서울대학교,전문대학,사립,경기,A그룹,64470335000,129329570,13006850,9653720,10647000,3608000,0,56273830,222518970,60095970000,120400000,13472000,12000000,13000000,4000000,0,70000000,232872000,222518970,6009,37030.9,222518970,64470335000,0.3,197624210,166914580,222518970,8.9
2015,144,동신대학교,대학,사립,전남,B그룹,77252614000,135196124,26335800,7990580,107673713,21803663,0,73200120,372200000,76971265000,114000000,35000000,15000000,100000000,40000000,0,76950000,380950000,372200000,7783,47822.2,372200000,77252614000,0.5,422165922,410194993,372200000,-6.0
2015,145,동아대학교,대학,사립,부산,A그룹,261561528000,409448465,157682550,6003850,1296593067,273334888,0,12370160,2155432980,253571041000,362792000,152000000,7000000,1302838000,249175000,0,15000000,2088805000,2155432980,22716,94886.1,2155432980,261561528000,0.8,2773160823,2736979876,2155432980,-11.3
2015,146,동아방송예술대학교,전문대학,사립,경기,B그룹,30958995000,32184720,7541390,10519600,8774000,5645270,0,26517500,91182480,24438538000,38000000,12000000,10000000,9000000,6000000,0,32000000,107000000,91182480,3107,29347.4,91182480,30958995000,0.3,88220268,83163910,91182480,2.0
2015,147,동아보건대학교,전문대학,사립,전남,C그룹,25963414000,47656000,603000,0,0,3839000,0,0,52098000,21352912000,55000000,500000,0,0,4500000,0,0,60000000,52098000,2013,25880.8,52098000,25963414000,0.2,2135540,44009210,52098000,989.6
2015,148,동양대학교,대학,사립,경북,C그룹,44446447000,62561510,26815450,6023220,33031397,0,0,95035800,223467377,60214014000,110000000,30000000,10000000,50000000,0,0,50000000,250000000,223467377,4748,47065.6,223467377,44446447000,0.5,1054092710,233125707,223467377,-41.0
2015,149,동양미래대학교,전문대학,사립,서울,A그룹,117943028000,112146580,32004390,19275200,4400000,24823000,0,58310660,250959830,94814374000,110000000,32600000,20000000,4400000,25000000,0,60000000,252000000,250959830,6348,39533.7,250959830,117943028000,0.2,246592086,245995406,250959830,0.9
2015,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2015,151,동원과학기술대학교,전문대학,사립,경남,B그룹,24084816000,22466560,5183200,2539360,0,0,0,41154000,71343120,19479766000,23000000,4500000,4000000,6000000,0,0,7000000,44500000,71343120,2158,33059.8,71343120,24084816000,0.3,23800310,64896426,71343120,91.3
2015,152,동원대학교,전문대학,사립,경기,B그룹,43218875000,84707620,16042170,4847580,0,4987500,0,51219000,161803870,41472390000,72000000,10000000,8000000,0,5136000,0,34000000,129136000,161803870,3838,42158.4,161803870,43218875000,0.4,120338750,152646180,161803870,16.4
2015,153,동의과학대학교,전문대학,사립,부산,B그룹,55402868000,81597150,45046270,2881160,17587000,2173181,0,31175500,180460261,57366039000,72000000,46000000,6000000,18800000,2400000,0,31400000,176600000,180460261,5790,31167.6,180460261,55402868000,0.3,190273416,213726209,180460261,-1.6
2015,154,동의대학교,대학,사립,부산,A그룹,168344886000,267236730,54584350,12551380,519391502,46687358,0,10145210,910596530,161641397000,260000000,25003000,13000000,549345500,47654500,0,5000000,900003000,910596530,16781,54263.5,910596530,168344886000,0.5,1133242939,1012945446,910596530,-10.4
2015,155,두원공과대학교,전문대학,사립,경기,B그룹,73173414000,78306860,57226600,25663000,0,2143496,0,0,163339956,73092089000,110000000,55000000,30000000,0,10000000,0,5000000,210000000,163339956,6133,26633.0,163339956,73173414000,0.2,165975750,172592329,163339956,-0.7
2015,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,21482407000,0,0,0,0,0,0,10000000,10000000,20880089000,0,0,0,0,0,0,10000000,10000000,10000000,3705,2699.1,10000000,21482407000,0.0,10000000,10000000,10000000,0.0
2015,157,루터대학교,대학,사립,경기,C그룹,5257985000,9203445,4366900,0,4328000,13100732,0,3000000,33999077,4685237000,11000000,4500000,500000,5500000,8500000,0,3000000,33000000,33999077,466,72959.4,33999077,5257985000,0.6,33381596,34143504,33999077,0.9
2015,158,마산대학교,전문대학,사립,경남,A그룹,110568473000,131114240,838000,2916200,12437000,2148040,0,20586150,170039630,102504585000,135000000,1000000,3000000,13600000,2600000,0,20000000,175200000,170039630,6170,27559.1,170039630,110568473000,0.2,159608780,159740370,170039630,3.3
2015,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2015,160,명지대학교,대학,사립,서울,A그룹,218664259000,978905514,159249814,50007220,944494589,247607394,0,451059486,2831324017,194362654000,601000000,188000000,15000000,752900000,180000000,0,232100000,1969000000,2831324017,16826,168270.8,2831324017,218664259000,1.3,3073200555,2966067108,2831324017,-4.0
2015,161,명지전문대학,전문대학,사립,서울,A그룹,78328831000,139995326,28872793,4990000,23123000,16017000,0,33383920,246382039,75345682000,141000000,40600000,38500000,20800000,26500000,0,0,267400000,246382039,7027,35062.2,246382039,78328831000,0.3,237847520,239569900,246382039,1.8
2015,162,목원대학교,대학,사립,대전,B그룹,104235779000,181598855,70274838,13717100,134458724,138777338,0,122088880,660915735,122179480000,211050000,74244103,12000000,0,216905897,0,107700000,621900000,660915735,9575,69025.1,660915735,104235779000,0.6,718283849,679246555,660915735,-4.1
2015,163,목포가톨릭대학교,대학,사립,전남,C그룹,6080744000,15847950,4699000,787820,10583000,5488500,0,4996000,42402270,6332455000,20000000,4000000,2000000,12000000,5000000,0,7000000,50000000,42402270,547,77517.9,42402270,6080744000,0.7,47934950,44996760,42402270,-5.9
2015,164,목포과학대학교,전문대학,사립,전남,B그룹,28310413000,32337680,712000,1120250,3860000,0,0,42992562,81022492,21004046000,37000000,2000000,3000000,8000000,0,0,20000000,70000000,81022492,2859,28339.5,81022492,28310413000,0.3,29432900,82676190,81022492,89.4
2015,165,문경대학교,전문대학,사립,경북,C그룹,10206126000,20031710,3652900,1968810,6600000,0,0,4994440,37247860,8403778000,22000000,4000000,2000000,7300000,0,0,5000000,40300000,37247860,878,42423.5,37247860,10206126000,0.4,36580730,37327030,37247860,0.9
2015,166,배재대학교,대학,사립,대전,B그룹,111376781000,267397220,86081830,7361280,228256790,69530029,0,103030562,761657711,106497281000,182000000,83000000,10000000,153000000,64000000,0,51000000,543000000,761657711,10260,74235.6,761657711,111376781000,0.7,784131020,757772831,761657711,-1.4
2015,167,배화여자대학교,전문대학,사립,서울,B그룹,40149220000,45761150,24887020,5600790,0,0,0,8808580,85057540,38938333000,40000000,20000000,3000000,10000000,2000000,0,5000000,80000000,85057540,3059,27805.7,85057540,40149220000,0.2,101808000,116804240,85057540,-6.2
2015,168,백석대학교,대학,사립,충남,A그룹,179405262000,421647721,64775165,24717270,140165256,224396046,0,196201712,1071903170,182612095000,356270000,89826000,24900000,150962000,220962000,0,70000000,912920000,1071903170,15310,70013.3,1071903170,179405262000,0.6,957967593,1065901070,1071903170,5.9
2015,169,백석문화대학교,전문대학,사립,충남,A그룹,66132833000,58981220,12019110,14090000,42700000,14890236,0,21320000,164000566,67541589000,66495000,19034000,6000000,38000000,14000000,0,19600000,163129000,164000566,6218,26375.1,164000566,66132833000,0.2,210501930,171567661,164000566,-11.5
2015,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2015,171,백제예술대학교,전문대학,사립,전북,C그룹,19336395000,49562300,2384670,0,0,0,0,0,51946970,18744195000,47000000,3000000,0,0,0,0,0,50000000,51946970,1842,28201.4,51946970,19336395000,0.3,50214160,47383750,51946970,2.0
2015,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,2015271000,11270100,5950875,0,0,0,0,0,17220975,1530930000,9000000,6000000,0,0,0,0,0,15000000,17220975,88,195692.9,17220975,2015271000,0.9,17504350,15358212,17220975,-0.1
2015,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2015,174,부산가톨릭대학교,대학,사립,부산,C그룹,50250956000,78115210,60389302,5712000,56930119,34331239,0,31972400,267450270,42171086000,75000000,74000000,11000000,90700000,44300000,0,27700000,322700000,267450270,4272,62605.4,267450270,50250956000,0.5,264239874,311523304,267450270,1.9
2015,175,부산경상대학교,전문대학,사립,부산,B그룹,27911274000,37735100,12464800,0,0,5230000,0,0,55429900,28258858000,14600000,8400000,2000000,0,9500000,0,36250000,70750000,55429900,3216,17235.7,55429900,27911274000,0.2,50274320,91880200,55429900,21.5
2015,176,부산과학기술대학교,전문대학,사립,부산,B그룹,42331041000,38959810,1768200,20242490,0,6434000,0,35000000,102404500,37186209000,48000000,2000000,20000000,0,7000000,0,18000000,95000000,102404500,4506,22726.3,102404500,42331041000,0.2,130942400,122000000,102404500,-11.4
2015,177,부산교육대학교,대학,국립,부산,C그룹,25803131000,191238770,23074520,6717120,0,50443772,0,7459410,278933592,26634341000,143550000,39500000,0,0,57750000,0,0,240800000,278933592,2592,107613.3,278933592,25803131000,1.1,198866340,241091650,278933592,18.5
2015,178,부산대학교,대학,국립,부산,A그룹,303286203000,1176478450,542074520,34093920,2873912680,625574650,0,99033450,5351167670,284669083000,1150000000,603600000,30000000,2213587600,656853400,0,107000000,4761041000,5351167670,30456,175701.6,5351167670,303286203000,1.8,6004992330,5636365000,5351167670,-5.6
2015,179,부산디지털대학교,대학,사립,부산,C그룹,19485196000,0,0,0,7000000,0,0,6247500,13247500,10799098000,0,0,0,0,0,0,2000000,2000000,13247500,2539,5217.6,13247500,19485196000,0.1,0,0,13247500,0.0
2015,180,부산보건대학교,전문대학,사립,부산,B그룹,32972609000,17374300,8588500,1710272,8976000,4093600,0,60133730,100876402,30257776000,18300000,9000000,2500000,5500000,4200000,0,63550000,103050000,100876402,3563,28312.2,100876402,32972609000,0.3,82076826,79608856,100876402,11.9
2015,181,부산여자대학교,전문대학,사립,부산,C그룹,40951990000,59119560,10294200,6220240,14366000,0,0,0,90000000,38732449000,65000000,8000000,5000000,12000000,0,0,0,90000000,90000000,2948,30529.2,90000000,40951990000,0.2,100000000,105000000,90000000,-4.6
2015,182,부산예술대학교,전문대학,사립,부산,C그룹,6942899000,0,0,0,0,0,0,0,0,7366811000,950000,800000,750000,0,0,0,3000000,5500000,0,852,0.0,0,6942899000,0.0,0,0,0,0.0
2015,183,부산외국어대학교,대학,사립,부산,B그룹,106791639000,217548047,41378253,11475730,77170597,75574854,0,83338526,506486007,78420000000,190000000,38800000,10000000,85000000,80000000,0,86200000,490000000,506486007,9653,52469.3,506486007,106791639000,0.5,490000000,490000000,506486007,1.7
2015,184,부산장신대학교,대학,사립,경남,C그룹,5690499000,12832961,5705800,290950,10583000,0,0,0,29412711,5888645000,12761000,5645000,500000,11094000,0,0,0,30000000,29412711,509,57785.3,29412711,5690499000,0.5,43161800,26313277,29412711,-13.6
2015,185,부천대학교,전문대학,사립,경기,A그룹,85673201000,72979860,31018143,4479840,13954000,20547137,0,93639000,236617980,103720957000,93400000,20000000,10000000,15000000,25000000,0,66600000,230000000,236617980,7736,30586.6,236617980,85673201000,0.3,247569813,255248904,236617980,-2.1
2015,186,삼육대학교,대학,사립,서울,B그룹,81609721000,122284922,56747381,14912504,212844678,62055150,0,126518909,595363544,71830379000,155216426,59477258,8000000,177866927,43438605,0,120600784,564600000,595363544,6099,97616.6,595363544,81609721000,0.7,662531882,647880935,595363544,-5.2
2015,187,삼육보건대학교,전문대학,사립,서울,C그룹,20871277000,29550730,13065470,3157240,4100000,7931844,0,4996630,62801914,15384082000,40000000,16300000,3000000,6000000,9500000,0,6000000,80800000,62801914,1289,48721.4,62801914,20871277000,0.3,70637680,43678198,62801914,2.8
2015,188,상명대학교,대학,사립,서울,A그룹,169489192000,338771263,96117440,17999300,198633663,74539810,0,176153213,902214689,161318077000,321292000,107000000,18000000,177891860,92066140,0,148200000,864450000,902214689,14994,60171.7,902214689,169489192000,0.5,1807368333,1223800028,902214689,-29.3
2015,189,상지대학교,대학,사립,강원,B그룹,95160718000,182898860,72753348,14624800,195165061,46802550,0,79298860,591543479,83956426000,116700000,77300000,17000000,230000000,51000000,0,83000000,575000000,591543479,8239,71798.0,591543479,95160718000,0.6,647690924,691935756,591543479,-3.8
2015,190,상지영서대학교,전문대학,사립,강원,B그룹,28957352000,46215750,8438000,6883400,0,0,0,19482850,81020000,29582780000,44500000,10000000,7000000,0,0,0,20000000,81500000,81020000,3002,26988.7,81020000,28957352000,0.3,74584560,75724610,81020000,4.3
2015,191,서강대학교,대학,사립,서울,A그룹,220089535000,905054926,114095260,13494870,928341268,375870158,0,32784518,2369641000,192354044000,700312200,170068370,8000000,1024417282,416264691,0,36177457,2355240000,2369641000,11414,207608.3,2369641000,220089535000,1.1,2556300000,2701000000,2369641000,-3.3
2015,192,서경대학교,대학,사립,서울,B그룹,96219207000,401986640,78138380,7099470,101428442,2530000,0,40164186,631347118,81673162000,417000000,75599000,16000000,104700000,2530000,0,36400000,652229000,631347118,7202,87662.7,631347118,96219207000,0.7,595589800,668472722,631347118,3.3
2015,193,서남대학교,대학,사립,전북,C그룹,21667587000,0,0,0,0,0,0,0,0,24008776000,77000000,5800000,0,40000000,0,0,0,122800000,0,1767,0.0,0,21667587000,0.0,34944157,44481569,0,-36.4
2015,194,서라벌대학교,전문대학,사립,경북,C그룹,12676971000,22607960,1793000,0,0,5300000,0,11278760,40979720,12990178000,19800000,4860000,0,0,5300000,0,3000000,32960000,40979720,984,41646.1,40979720,12676971000,0.3,26073030,41697740,40979720,29.1
2015,195,서영대학교,전문대학,사립,광주,A그룹,39810844000,32977000,24342510,0,0,53999850,0,16900000,128219360,41452453000,32977000,24533000,0,0,53999850,0,13490150,125000000,128219360,5053,25374.9,128219360,39810844000,0.3,126213000,125356900,128219360,0.8
