YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCC,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCC,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_13A,BG3Y_MCS_14B,BG3Y_MCS_15C,BG3Y_BG3Y,VUC_SCC,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCC,LPS_LPS,VPS_VC,VPS_SCC,VPS_VPS,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2015,11,이화여자대학교,45.2,308,대학,사립,서울,A그룹,577900,513165,1091065,975430,699878,1675308,54,102,158782,0,156,207073,1093,1290,2383,36090,9155,45245,37946,26898,1675308,21194,79.0,45245,1675308,2.799999952316284,22649,4040,93,297,390,22649,21194,1.100000023841858,432996389000,744006729,759271095,20856015,2341785857,748788802,0,110307548,4725016046,475615920000,715000000,738500000,23000000,2270000000,757575500,0,137000000,4641075500,4725016046,21194,222941.2,4725016046,432996389000,1.1,4521201213,4876294838,4725016046,2.4,21194,15183,6011,1004,1852,523,10502,35075,90,1603162,13907,6231,1058,355,4116,25667,203087,133568,25277,8810,48529,419271,0,0,5204,2762,1721,2497,2108,5113,2850,256,10385,336655,21194,15.899999618530272,1603162,21194,75.5999984741211,27,2,35,4,62,6,68,13,13,1,27,0,10,25,35,1818,262,27,2,35,4,21194,2.799999952316284,27,35,21194,2.900000095367432,1818,29,39,26.700000762939453
2015,12,경희대학교,45.16,45,대학,사립,서울,A그룹,810247,392920,1203167,1892667,586626,2479293,72,39,238006,0,111,330247,655,378,1033,22980,9930,32910,26870,21393,2479293,32961,75.19999694824219,32910,2479293,1.2999999523162842,35687,6628,137,362,499,35687,32961,1.100000023841858,477093227000,543399313,247349910,20470510,3150475996,872777466,0,137977759,4972450954,485000749000,382500000,294200000,18000000,3066800000,695500000,0,114810000,4571810000,4972450954,32961,150858.6,4972450954,477093227000,1.0,7287653072,5425511208,4972450954,-17.0,32961,25259,7702,1421,1956,935,25090,62363,86,2379649,22240,5642,1159,817,4571,34429,274716,98468,27906,18441,41508,461039,0,0,49650,43905,7225,1018,4101,1533,1419,317,6407,373184,32961,11.300000190734863,2379649,32961,72.19999694824219,28,3,25,3,53,6,59,11,16,1,28,0,22,3,25,1267,295,28,3,25,3,32961,1.600000023841858,28,25,32961,1.600000023841858,1267,31,28,21.5
2015,13,전북대학교,45.09,324,대학,국립,전북,A그룹,487899,237829,725728,1255457,352164,1607621,34,34,57085,0,68,101542,1095,802,1897,18320,36900,55220,40518,0,1607621,23841,67.4000015258789,55220,1607621,3.5999999046325684,44902,5207,75,421,496,44902,23841,1.899999976158142,236048825000,292108810,425798800,1691770,108633150,112146800,0,0,940379330,229487872000,300000000,220000000,25000000,1172321130,518678870,0,20000000,2256000000,940379330,23841,39443.8,940379330,236048825000,0.4,3142103660,2942463120,940379330,-37.2,23841,19576,4265,1022,1559,489,489,27400,138,2641460,14229,2622,701,489,483,18524,129577,40294,12290,6336,158,188655,0,0,38231,21321,3205,458,348,3358,3346,136,5119,169871,23841,7.099999904632568,2641460,23841,110.8000030517578,31,5,4,0,35,5,40,11,17,3,31,0,4,0,4,3418,425,31,5,4,0,23841,1.600000023841858,31,4,23841,1.5,3418,36,4,85.5
2015,14,아주대학교,45.04,264,대학,사립,경기,A그룹,313139,227311,540450,591382,426860,1018242,43,38,33422,0,81,68221,581,237,818,10913,8355,19268,15972,0,1018242,14313,71.0999984741211,19268,1018242,1.899999976158142,17213,2708,59,95,154,17213,14313,1.2000000476837158,251657517000,294564461,244825278,29949170,1594425467,367186743,0,84083511,2615034630,241998756000,295000000,263900000,20800000,1866110000,392000000,0,82000000,2919810000,2615034630,14313,182703.5,2615034630,251657517000,1.0,2583012016,2715793228,2615034630,0.7,14313,9954,4359,672,736,235,6270,22226,42,1573362,8114,1916,399,462,1469,12360,73727,17883,7894,4502,11745,115751,0,0,2765,2370,729,313,304,2597,1544,37,3618,91610,14313,6.400000095367432,1573362,14313,109.9000015258789,10,3,9,2,19,5,24,3,7,0,10,0,8,1,9,1135,243,10,3,9,2,14313,1.399999976158142,10,9,14313,1.2999999523162842,1135,13,11,47.29999923706055
2015,15,경상국립대학교,45.04,37,대학,국립,경남,A그룹,605611,279568,885179,1252247,424340,1676587,41,30,152676,0,71,200921,1041,572,1613,41498,20133,61631,35226,0,1676587,23799,70.4000015258789,61631,1676587,3.799999952316284,34984,3683,70,299,369,34984,23799,1.5,243373132000,848507510,1109959760,25445240,1364899870,368284900,0,83772230,3800869510,239251405000,579000000,632562040,24500000,609750000,48000000,0,74072000,1967884040,3800869510,23799,159707.1,3800869510,243373132000,1.6,2734005790,2820065700,3800869510,19.0,23799,20798,3001,976,1053,539,12155,38522,148,1222330,12833,1361,552,434,563,15743,95386,14609,9157,5914,24041,149107,0,0,10462,6356,1769,1138,337,2152,513,43,1325,109995,23799,4.599999904632568,1222330,23799,51.400001525878906,26,6,4,0,30,6,36,8,17,1,26,1,2,1,4,3001,521,26,6,4,0,23799,1.399999976158142,26,4,23799,1.2999999523162842,3001,32,4,83.4000015258789
2015,16,부산대학교,44.94,178,대학,국립,부산,A그룹,715462,341963,1057425,1520594,650302,2170896,35,42,128586,0,77,185880,1289,1409,2698,71085,20528,91613,51069,53014,2170896,30456,71.30000305175781,91613,2170896,4.400000095367432,35856,5597,115,274,389,35856,30456,1.2000000476837158,303286203000,1176478450,542074520,34093920,2873912680,625574650,0,99033450,5351167670,284669083000,1150000000,603600000,30000000,2213587600,656853400,0,107000000,4761041000,5351167670,30456,175701.6,5351167670,303286203000,1.8,6004992330,5636365000,5351167670,-5.6,30456,22168,8288,1326,1850,714,1806,36152,106,5557184,16900,4616,1001,968,1292,24777,192843,82295,27225,14342,22005,338710,0,0,59350,13460,902,497,890,3457,2390,241,5866,275138,30456,9.0,5557184,30456,182.5,45,0,3,3,48,3,51,17,28,0,45,0,3,0,3,4299,661,45,0,3,3,30456,1.600000023841858,45,3,30456,1.600000023841858,4299,45,6,84.30000305175781
2015,17,울산대학교,44.79,297,대학,사립,울산,A그룹,355216,209169,564385,600060,422871,1022931,59,48,32160,0,107,79234,368,73,441,8734,5339,14073,9572,32452,1022931,14994,68.19999694824219,14073,1022931,1.399999976158142,22112,3798,51,140,191,22112,14994,1.5,246531911000,169335206,0,6657030,2002593020,190801583,0,195474006,2564860845,240032778000,197000000,0,7600000,2000000000,193696000,0,180000000,2578296000,2564860845,14994,171059.1,2564860845,246531911000,1.0,2157600518,2476931804,2564860845,9.2,14994,12944,2050,1098,1008,337,4057,21494,32,1536538,10078,839,446,527,1862,13752,78349,9097,6688,6966,12712,113812,0,0,788,3556,346,67,227,3038,3017,170,2646,87446,14994,5.800000190734863,1536538,14994,102.5,19,0,5,2,24,2,26,2,17,0,19,0,5,0,5,1659,347,19,0,5,2,14994,1.600000023841858,19,5,14994,1.600000023841858,1659,19,7,63.79999923706055
2015,18,가톨릭대학교,44.74,6,대학,사립,경기,A그룹,355325,179316,534641,664505,336276,1000781,82,69,19322,0,151,81685,2694,991,3685,26099,9772,35871,22936,118,1000781,10899,91.8000030517578,35871,1000781,3.700000047683716,17684,3191,66,203,269,17684,10899,1.600000023841858,212394445000,539772383,138996020,27787350,2504228374,595801552,0,141064466,3947650145,212841156000,563781000,163900000,36000000,2507218109,525233891,0,144394000,3940527000,3947650145,10899,362203.0,3947650145,212394445000,1.9,4141844849,5821393365,3947650145,4.2,10899,8016,2883,1146,780,474,1830,15129,47,1494677,7174,954,1872,300,1173,11473,112415,24374,24539,7563,14331,183222,0,0,3595,3351,1751,224,1461,2381,2544,125,4321,136789,10899,12.600000381469728,1494677,10899,137.10000610351562,19,9,2,0,21,9,30,4,15,0,19,0,1,1,2,672,91,19,9,2,0,10899,2.5999999046325684,19,2,10899,1.899999976158142,672,28,2,22.39999961853028
2015,19,동국대학교,44.61,135,대학,사립,서울,A그룹,731514,162538,894052,1134557,232198,1366755,33,52,30146,0,85,91647,1305,542,1847,24967,8423,33390,31164,28348,1366755,17699,77.19999694824219,33390,1366755,2.5,16713,2821,44,116,160,16713,17699,0.8999999761581421,397691388000,495692000,171196000,14870000,899582000,529181000,0,22993000,2133514000,327670116000,301000000,185000000,5500000,1388064627,0,0,33512720,1913077347,2133514000,17699,120544.3,2133514000,397691388000,0.5,2121846456,2233361000,2133514000,0.4,17699,13759,3940,683,1375,343,10819,30919,53,1315890,12030,2946,344,247,1480,17047,81918,23656,3695,2390,9857,121516,0,0,29815,15325,2453,219,498,1897,688,42,378,105574,17699,6.0,1315890,17699,74.30000305175781,12,0,8,1,20,1,21,5,7,0,12,0,8,0,8,362,23,12,0,8,1,17699,1.100000023841858,12,8,17699,1.100000023841858,362,12,9,17.200000762939453
2015,20,인하대학교,44.56,316,대학,사립,인천,A그룹,0,0,0,1248536,427530,1676066,55,43,47191,0,98,94897,777,495,1272,33119,9080,42199,0,0,1676066,21353,78.5,42199,1676066,2.5999999046325684,27115,3786,91,439,530,27115,21353,1.2999999523162842,275224046000,634491999,344468684,3841600,1539135550,522585381,0,151116916,3195640130,303430152000,700000000,338302000,5000000,1556505000,535493000,0,189700000,3325000000,3195640130,21353,149657.7,3195640130,275224046000,1.2,3233337175,3371904094,3195640130,-0.5,21353,18177,3176,844,1049,363,3821,27430,64,1450855,12761,2124,432,544,1623,17484,135438,32687,9045,9467,16642,203279,0,0,0,0,260,450,464,2201,1347,69,8565,168125,21353,7.900000095367432,1450855,21353,67.9000015258789,17,2,13,2,30,4,34,8,9,0,17,0,13,0,13,821,239,17,2,13,2,21353,1.399999976158142,17,13,21353,1.399999976158142,821,19,15,24.100000381469727
2015,21,서강대학교,44.56,191,대학,사립,서울,A그룹,357264,430210,787474,684161,595511,1279672,37,32,56092,0,69,71233,474,336,810,25505,4661,30166,22120,9951,1279672,11414,112.0999984741211,30166,1279672,2.400000095367432,15931,2818,84,125,209,15931,11414,1.399999976158142,220089535000,905054926,114095260,13494870,928341268,375870158,0,32784518,2369641000,192354044000,700312200,170068370,8000000,1024417282,416264691,0,36177457,2355240000,2369641000,11414,207608.3,2369641000,220089535000,1.1,2556300000,2701000000,2369641000,-3.3,11414,8001,3413,439,739,265,4160,17017,34,2106357,6925,2773,447,207,511,10863,98664,64957,14501,4876,9618,192616,0,0,3414,2704,743,2309,2361,1080,1630,116,6335,163621,11414,14.300000190734863,2106357,11414,184.5,19,1,5,5,24,6,30,14,5,0,19,0,5,0,5,1101,246,19,1,5,5,11414,2.299999952316284,19,5,11414,2.0999999046325684,1101,20,10,36.70000076293945
2015,22,건국대학교,44.51,18,대학,사립,서울,A그룹,452620,145808,598428,980431,225541,1205972,28,43,35154,0,71,71036,1304,214,1518,33552,5564,39116,24247,7105,1205972,19999,60.29999923706055,39116,1205972,3.400000095367432,25077,4266,59,270,329,25077,19999,1.2999999523162842,440023773000,923058005,89998440,8842130,1140677294,604434707,0,39589424,2806600000,429826950000,813000000,91000000,20000000,990800000,845200000,0,40000000,2800000000,2806600000,19999,140337.0,2806600000,440023773000,0.6,2800000000,2896000000,2806600000,0.2,19999,15698,4301,706,1372,443,6957,29477,78,2759797,11261,2595,678,490,3520,18544,122187,33298,10144,5849,12312,183790,0,0,29233,133348,269,141,238,893,344,92,968,155485,19999,7.800000190734863,2759797,19999,138.0,10,7,18,0,28,7,35,5,5,0,10,0,18,0,18,1553,61,10,7,18,0,19999,1.5,10,18,19999,1.399999976158142,1553,17,18,44.400001525878906
2015,23,충남대학교,44.47,357,대학,국립,대전,A그룹,525973,249466,775439,1179619,452412,1632031,20,36,20706,0,56,60994,664,872,1536,10037,5743,15780,10480,61,1632031,24263,67.30000305175781,15780,1632031,1.0,26732,4278,53,144,197,26732,24263,1.100000023841858,225549780000,249904430,502417310,11146340,1506230790,618793963,0,26780810,2915273643,242080529000,300000000,338508000,0,1530000000,660000000,0,0,2828508000,2915273643,24263,120153.1,2915273643,225549780000,1.3,2922260570,2695867280,2915273643,0.2,24263,18833,5430,922,1462,485,1608,28740,121,3128198,12675,2869,540,542,1105,17731,122144,34179,9380,8202,13553,187458,0,0,20433,9701,2032,321,456,6574,7708,94,3125,156323,24263,6.400000095367432,3128198,24263,128.89999389648438,30,1,1,4,31,5,36,16,14,0,30,0,1,0,1,5193,626,30,1,1,4,24263,1.399999976158142,30,1,24263,1.2999999523162842,5193,31,5,144.3000030517578
2015,24,중앙대학교,44.29,339,대학,사립,서울,A그룹,451847,283344,735191,1361904,507470,1869374,39,62,177086,0,101,289555,956,239,1195,27529,7444,34973,25273,29039,1869374,29150,64.0999984741211,34973,1869374,1.899999976158142,33173,5538,78,356,434,33173,29150,1.100000023841858,431987262000,722088886,338471159,26835384,1466467818,743340374,0,99922152,3397125773,423222577000,1032800000,286032000,30000000,1376035904,782311988,0,109652108,3616832000,3397125773,29150,116539.5,3397125773,431987262000,0.8,3341012002,3423360091,3397125773,0.8,29150,23456,5694,1033,1787,645,23985,56600,93,2612350,19578,4663,745,426,2546,27958,201530,86082,14233,25864,22779,350488,0,0,38680,28550,4967,67,53,1560,942,123,2370,287612,29150,9.899999618530272,2612350,29150,89.5999984741211,19,5,10,1,29,6,35,7,12,0,19,1,9,0,10,1117,236,19,5,10,1,29150,1.100000023841858,19,10,29150,1.0,1117,24,11,31.89999961853028
