YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCC,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCC,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_13A,BG3Y_MCS_14B,BG3Y_MCS_15C,BG3Y_BG3Y,VUC_SCC,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCC,LPS_LPS,VPS_VC,VPS_SCC,VPS_VPS,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2015,1,서울대학교,64.82,200,대학,국립,서울,A그룹,649068,1089329,1738397,2585184,2646639,5231823,88,65,584659,0,153,674649,835,2554,3389,62636,21447,84083,75687,2317,5231823,28490,183.6000061035156,84083,5231823,1.600000023841858,75222,8020,120,409,529,75222,28490,2.5999999046325684,883178089916,2124667438,1019662430,100000000,5200927000,832279000,0,576598962,9854134830,771115292000,2900000000,1145000000,35000000,5899071000,1199929000,0,150000000,11329000000,9854134830,28490,345880.5,9854134830,883178089916,1.1,8335250599,9337309020,9854134830,8.8,28490,16511,11979,2231,2460,1116,1496,35793,103,2984277,14818,11264,1538,2850,1121,31591,214785,214808,37318,37748,20456,525115,0,0,3139,804,2254,3434,1335,3733,20219,335,94118,429593,28490,15.100000381469728,2984277,28490,104.6999969482422,84,4,7,0,91,4,95,29,44,11,84,0,7,0,7,5074,273,84,4,7,0,28490,3.299999952316284,84,7,28490,3.200000047683716,5074,88,7,53.400001525878906
2015,2,연세대학교,51.02,272,대학,사립,서울,A그룹,923538,485189,1408727,1670772,790735,2461507,68,153,308848,0,221,419016,1785,1065,2850,40814,18631,59445,36963,0,2461507,31191,78.9000015258789,59445,2461507,2.5,69736,7202,192,983,1175,69736,31191,2.200000047683716,999116142000,1163555957,250149315,53920334,4440504035,1306575421,0,121823692,7336528754,1115785520000,1203392000,603500000,50000000,4680000000,1283876000,0,91000000,7911768000,7336528754,31191,235213.0,7336528754,999116142000,0.7,7388099809,7724384069,7336528754,-0.2,31191,19546,11645,1637,2558,873,5772,42031,70,3527570,19991,8460,1670,1979,3184,35284,239215,153689,28621,29714,68116,519355,0,0,68206,24097,5819,4144,6021,2876,31307,251,22727,392904,31191,12.600000381469728,3527570,31191,113.0999984741211,40,4,30,31,70,35,105,12,28,0,40,0,24,6,30,1483,311,40,4,30,31,31191,2.700000047683716,40,30,31191,2.200000047683716,1483,44,61,14.100000381469728
2015,3,고려대학교,49.79,50,대학,사립,서울,A그룹,547262,724896,1272158,1418052,1304829,2722881,76,114,292923,0,190,353167,1850,1654,3504,30957,24419,55376,37874,319,2722881,29511,92.3000030517578,55376,2722881,2.0999999046325684,54808,8514,198,786,984,54808,29511,1.899999976158142,690677812000,660877610,585329557,9529300,3636883892,907497022,0,829455535,6629572916,699821406000,727461000,577794000,13000000,3951241000,956081000,0,558725000,6784302000,6629572916,29511,224647.5,6629572916,690677812000,1.0,6641736632,6511932705,6629572916,-0.1,29511,20254,9257,1439,2885,748,2015,36598,70,13066816,18493,6192,880,602,296,26463,220994,140625,18659,9635,24733,414646,0,0,14319,20158,3236,3253,4721,5121,11497,166,5504,361619,29511,12.300000190734863,13066816,29511,442.7999877929688,36,2,15,1,51,3,54,14,18,4,36,0,15,0,15,687,174,36,2,15,1,29511,1.7000000476837158,36,15,29511,1.7000000476837158,687,38,16,12.699999809265137
2015,4,한국과학기술원,48.95,373,대학,국립,대전,A그룹,200396,126161,326557,282974,253724,536698,53,69,78011,0,122,88055,232,2417,2649,9390,2821,12211,12211,673,536698,10616,50.59999847412109,12211,536698,2.299999952316284,19426,1471,37,61,98,19426,10616,1.7999999523162842,705474743000,412274000,73995000,0,3470062000,1190426000,0,233659000,5380416000,756167000000,482500000,65062000,0,3610527000,1353948000,0,186953000,5698990000,5380416000,10616,506821.4,5380416000,705474743000,0.8,4646029480,4370521478,5380416000,8.6,10616,3968,6648,615,497,1736,242,13706,17,1885223,2936,4114,303,653,66,8072,63488,94173,8178,16386,1409,183634,0,0,3081,3186,2489,323,105,829,1495,58,2842,157661,10616,14.899999618530272,1885223,10616,177.60000610351562,16,2,5,11,21,13,34,8,8,0,16,0,4,1,5,1317,153,16,2,5,11,10616,2.5999999046325684,16,5,10616,2.0,1317,18,16,38.70000076293945
2015,5,포항공과대학교,48.24,367,대학,사립,경북,C그룹,88783,172708,261491,115713,308276,423989,28,10,212711,0,38,220707,124,125,249,4745,1635,6380,3748,40501,423989,3151,134.60000610351562,6380,423989,1.5,22241,1303,19,78,97,22241,3151,7.099999904632568,200753305000,67035186,165228256,5035280,2717533629,241041668,0,111313171,3307187190,186680989000,55000000,180240000,5000000,2806326000,249384000,0,130329000,3426279000,3307187190,3151,1049567.5,3307187190,200753305000,1.6,3292999066,3403943627,3307187190,0.3,3151,1413,1738,267,145,402,782,4747,13,537589,1375,2104,298,319,742,4838,8947,9368,2083,2655,5245,28298,0,0,19,247,92,42,15,638,1343,19,537,18315,3151,5.800000190734863,537589,3151,170.60000610351562,6,1,1,2,7,3,10,0,3,3,6,0,1,0,1,1039,76,6,1,1,2,3151,2.700000047683716,6,1,3151,2.200000047683716,1039,7,3,103.9000015258789
2015,6,한양대학교,47.6,443,대학,사립,서울,A그룹,539622,368000,907622,920802,549421,1470223,37,48,113572,0,85,203709,1591,495,2086,17611,17434,35045,31415,27115,1470223,22325,65.9000015258789,35045,1470223,2.400000095367432,25699,3998,149,248,397,25699,22325,1.2000000476837158,502603456000,545205420,130999139,7000000,2429280315,623825873,0,163671442,3899982189,480745942000,416000000,151000000,20000000,2077000000,544000000,0,190000000,3398000000,3899982189,22325,174691.3,3899982189,502603456000,0.8,4634435594,4797774435,3899982189,-7.6,22325,15269,7056,1009,2363,669,433,26799,66,2390786,12985,6187,700,602,321,20795,144828,79579,12448,8555,3604,249014,0,0,16848,19292,1869,379,218,401,2483,127,5435,224407,22325,10.100000381469728,2390786,22325,107.0999984741211,26,0,3,2,29,2,31,12,12,2,26,0,2,1,3,1003,275,26,0,3,2,22325,1.2999999523162842,26,3,22325,1.2999999523162842,1003,26,5,32.400001525878906
2015,7,성균관대학교,47.19,227,대학,사립,서울,A그룹,602226,450300,1052526,1180825,689587,1870412,83,106,258901,0,189,347672,924,764,1688,37572,6078,43650,40757,15628,1870412,27034,69.19999694824219,43650,1870412,2.400000095367432,43318,7991,147,752,899,43318,27034,1.600000023841858,544403101000,1265845298,521351450,33661619,2231888336,1387832920,0,284681333,5725260956,565978472000,1309320000,599000000,35000000,2193000000,1318000000,0,300000000,5754320000,5725260956,27034,211780.0,5725260956,544403101000,1.1,5144998146,5702510798,5725260956,5.6,27034,19357,7677,1423,925,458,15502,45342,77,4158176,15230,4262,813,244,5111,25660,218958,73716,14921,8128,60670,376393,0,0,67234,12792,17395,2413,1632,6055,1911,276,7531,292674,27034,10.800000190734863,4158176,27034,153.8000030517578,22,3,29,6,51,9,60,9,11,2,22,0,13,16,29,1573,140,22,3,29,6,27034,1.899999976158142,22,29,27034,1.899999976158142,1573,25,35,26.200000762939453
2015,8,경북대학교,45.92,33,대학,국립,대구,A그룹,870338,457827,1328165,2163640,949045,3112685,31,48,159438,0,79,203176,991,1179,2170,45583,11395,56978,32991,0,3112685,30890,100.8000030517578,56978,3112685,1.899999976158142,35961,5410,151,499,650,35961,30890,1.2000000476837158,301184234000,686429000,1571163000,602800,1614385964,773612602,0,74231634,4720425000,304543201000,793160000,1626860000,81070000,1653708000,676956000,0,78246000,4910000000,4720425000,30890,152814.0,4720425000,301184234000,1.6,4503339000,4623237000,4720425000,2.4,30890,24105,6785,1239,1645,730,10905,45409,169,1206463,19238,4082,1324,444,1398,26486,180257,54089,22667,5551,20663,283227,0,0,83890,33178,1941,695,816,2946,3642,128,4104,234346,30890,7.599999904632568,1206463,30890,39.09999847412109,44,7,10,1,54,8,62,15,25,4,44,1,8,1,10,4098,642,44,7,10,1,30890,1.899999976158142,44,10,30890,1.7000000476837158,4098,51,11,66.0999984741211
2015,9,광주과학기술원,45.88,61,대학,국립,광주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,10,전남대학교,45.27,321,대학,국립,광주,A그룹,515221,268871,784092,1212604,434131,1646735,35,34,38907,0,69,87768,1208,382,1590,52201,42836,95037,60294,59,1646735,25913,63.5,95037,1646735,6.099999904632568,34097,5260,100,171,271,34097,25913,1.2999999523162842,272575342000,713070746,147244870,14703020,1669776920,476333203,0,80084137,3101212896,274208203000,686409540,146781960,12800020,1676759240,383038390,0,39080000,2944869150,3101212896,25913,119677.9,3101212896,272575342000,1.1,3291389000,3269268270,3101212896,-2.9,25913,20798,5115,1270,1177,604,3197,32161,94,1991825,15802,3615,894,715,2049,23075,143836,54871,17600,13593,34810,264710,0,0,14735,2111,6283,1020,357,2516,894,138,2796,198707,25913,7.699999809265137,1991825,25913,76.9000015258789,37,5,2,0,39,5,44,6,31,0,37,0,2,0,2,3256,658,37,5,2,0,25913,1.600000023841858,37,2,25913,1.5,3256,42,2,74.0
