YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
2015,8,경북대학교,45.92,33,대학,국립,대구,A그룹,.6000000238418579,794173000,141205186000,100.8000030517578,3112685,66749.8,15.300000190734863,33,4164,816,146300341000,1.100000023841858,1,4277,446,1,833504418,146300341000,5,14610
2015,9,광주과학기술원,45.88,61,대학,국립,광주,C그룹,0,30000000,35475716000,0,0,2966.6,91.3000030517578,0,0,0,37307457000,1.899999976158142,0,0,0,2,29797000,37307457000,0,0
2015,10,전남대학교,45.27,321,대학,국립,광주,A그룹,1.7000000476837158,147710000,10857595000,63.5,1646735,129678.2,13.399999618530272,36,4087,692,10567166000,.800000011920929,1.100000023841858,3637,598,2.700000047683716,130715642,10567166000,39.900001525878906,92101
2015,11,이화여자대학교,45.2,308,대학,사립,서울,A그룹,2.0999999046325684,70001000,49345718000,79,1675308,36792.6,0,13,369,62,53100321000,5.599999904632568,21.100000381469727,54346,2725,5.599999904632568,133925070,53100321000,117.0999984741211,261207
2015,12,경희대학교,45.16,45,대학,사립,서울,A그룹,1.5,82249000,28566931000,75.19999694824219,2479293,22551.6,26.89999961853028,147,15603,2257,37165090000,1.100000023841858,1.2999999523162842,7447,1597,1.2999999523162842,60889350,37165090000,36.29999923706055,189260
2015,13,전북대학교,45.09,324,대학,국립,전북,A그룹,.3000000119209289,280000000,49790939000,67.4000015258789,1607621,50144.5,0,2,328,66,51606669000,0,1.399999976158142,7961,1376,0,293595912,51606669000,43.5,229337
2015,14,아주대학교,45.04,264,대학,사립,경기,A그룹,12.199999809265137,67150000,6276268000,71.0999984741211,1018242,129178.9,0,12,367,76,6535480000,0,8.600000381469727,80678,7347,16.700000762939453,75311320,6535480000,73,598727
2015,15,경상국립대학교,45.04,37,대학,국립,경남,A그룹,1.2999999523162842,200000000,81790593000,70.4000015258789,1676587,28318.5,21.5,222,22764,2720,84678719000,1.600000023841858,.1000000014901161,355,81,1.600000023841858,199872080,84678719000,4.199999809265137,7688
2015,16,부산대학교,44.94,178,대학,국립,부산,A그룹,1.100000023841858,94500000,8355674000,71.30000305175781,2170896,37660.2,26,130,6671,1351,8880170000,.699999988079071,3.400000095367432,5872,905,.800000011920929,33178599,8880170000,41.70000076293945,53714
2015,17,울산대학교,44.79,297,대학,사립,울산,A그룹,4.5,453991000,63376042000,68.19999694824219,1022931,92746.3,9.600000381469728,89,3060,234,58107273000,5.900000095367432,0,42516,2072,5.800000190734863,412442925,58107273000,0,110128
