Year,ID,SchName,SchType,FoundType,Region,UnivScale,VolunteerUserCnt_StCountPrev,VolunteerUserCnt_VolunteerTC_Undergrad,VolunteerUserCnt_VolunteerTC_GradSt,VolunteerUserCnt_VolunteerTC_FullFaculty,VolunteerUserCnt_VolunteerTC_PartFaculty,VolunteerUserCnt_VolunteerTC_Staff,VolunteerUserCnt_VolunteerTC_Other,VolunteerUserCnt_VolunteerTC_TotalSum,VolunteerUserCnt_DeptCnt,VolunteerUserCnt_UserCnt_LibUserCnt,LoanStatus_LoanUserCnt_Undergrad,LoanStatus_LoanUserCnt_GradSt,LoanStatus_LoanUserCnt_Faculty,LoanStatus_LoanUserCnt_Staff,LoanStatus_LoanUserCnt_Other,LoanStatus_LoanUserCnt_TotalSum,LoanStatus_LoanBookCnt_Undergrad,LoanStatus_LoanBookCnt_GradSt,LoanStatus_LoanBookCnt_Faculty,LoanStatus_LoanBookCnt_Staff,LoanStatus_LoanBookCnt_Other,LoanStatus_LoanBookCnt_TotalSum,RefCollab_RefBefore2010_Request,RefCollab_RefBefore2010_Provided,RefCollab_RefAfter2010_Consultation,RefCollab_RefAfter2010_Phone,RefCollab_RefAfter2010_Online,RefCollab_RefLoan_Request,RefCollab_RefLoan_Provided,RefCollab_RefCopy_Request,RefCollab_RefCopy_Provided,UserEdu_EduCount,UserEdu_EduPartCnt,LoanPerSt_LoanBookCnt,LoanPerSt_StCountPrev,LoanPerSt_LoanPerSt,VisitPerSt_VisitCnt,VisitPerSt_StCountPrev,VisitPerSt_VisitPerSt
2018,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,807,0,807,38,39,89,203,1176,4,566131,0,543,36,101,4,684,0,6899,381,2264,44,9588,0,0,1978,69,82,0,0,105,36,24,330,6899,807,8.5,566131,807,701.5
2018,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,473,473,0,15,24,28,19,559,7,2510,83,0,15,15,8,121,512,0,204,182,93,991,0,0,50,20,0,0,0,0,0,4,70,512,473,1.100000023841858,2510,473,5.300000190734863
2018,372,한국공학대학교,대학,사립,경기,B그룹,7746,7370,376,276,237,160,41,8460,29,363414,2800,83,127,97,15,3122,18845,763,2510,1096,141,23355,0,0,0,0,26,109,189,55,7,5,133,19608,7746,2.5,363414,7746,46.900001525878906
2018,373,한국과학기술원,대학,국립,대전,A그룹,10515,3873,6642,623,531,1886,648,14203,18,169128,2862,3441,268,628,89,7288,26647,30303,2567,7960,34840,102317,0,0,1730,4912,2479,144,23,336,527,41,979,56950,10515,5.400000095367432,169128,10515,16.100000381469727
2018,374,한국관광대학교,전문대학,사립,경기,C그룹,1902,1902,0,52,50,55,52,2111,18,21840,705,0,24,27,4,760,4898,0,390,465,253,6006,0,0,30,15,0,0,0,0,0,18,1082,4898,1902,2.5999999046325684,21840,1902,11.5
2018,375,한국교원대학교,대학,국립,충북,B그룹,5678,2396,3282,207,328,250,2219,8682,24,270341,2218,2114,141,128,285,4886,33955,36911,2529,1835,7806,83036,0,0,2536,3743,149,498,187,854,115,54,1693,70866,5678,12.5,270341,5678,47.59999847412109
2018,376,한국국제대학교,대학,사립,경남,C그룹,3362,3362,0,123,131,64,7,3687,34,14862,1199,0,19,40,4,1262,12491,0,2555,204,1469,16719,0,0,148,124,14,0,0,5,0,10,227,12491,3362,3.700000047683716,14862,3362,4.400000095367432
2018,377,한국기술교육대학교,대학,사립,충남,C그룹,4919,4432,487,183,220,278,548,6148,13,639818,2941,231,138,243,90,3643,25733,2361,2617,2771,7105,40587,0,0,2771,2346,693,72,0,1263,50,12,216,28094,4919,5.699999809265137,639818,4919,130.10000610351562
2018,378,한국농수산대학교,전문대학,국립,전북,C그룹,1313,1313,0,33,93,51,286,1776,13,32784,304,0,22,68,39,433,2003,0,326,1332,2242,5903,0,0,1987,535,46,0,0,0,0,0,0,2003,1313,1.5,32784,1313,25.0
2018,379,한국방송통신대학교,대학,국립,서울,A그룹,117765,115537,2228,154,174,552,77,118722,25,107335,3216,190,226,270,77,3979,19324,1754,3015,3159,72702,99954,0,0,78516,86847,1609,218,58,518,58,434,6869,21078,117765,0.2000000029802322,107335,117765,0.8999999761581421
2018,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,1719,1719,0,10,60,22,0,1811,20,334,60,0,0,0,0,60,134,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,134,1719,0.1000000014901161,334,1719,0.2000000029802322
2018,381,한국상담대학원대학교,대학원대학,사립,서울,-,153,0,153,16,1,16,7,193,1,28796,0,176,9,10,0,195,0,1783,54,47,0,1884,0,0,354,98,25,12,0,64,0,6,65,1783,153,11.699999809265137,28796,153,188.1999969482422
2018,382,한국성서대학교,대학,사립,서울,C그룹,1256,1074,182,46,54,62,60,1478,5,118377,921,137,41,37,25,1161,6939,1789,818,659,298,10503,0,0,540,1080,0,3,15,69,3,28,415,8728,1256,6.900000095367432,118377,1256,94.1999969482422
2018,383,한국승강기대학교,전문대학,사립,경남,C그룹,652,652,0,21,38,25,1,737,7,582,50,0,5,31,0,86,429,0,110,420,0,959,0,0,0,0,0,0,0,0,0,2,652,429,652,0.699999988079071,582,652,0.8999999761581421
2018,384,한국에너지공과대학교,대학,국립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,385,한국열린사이버대학교,대학,사립,서울,B그룹,4548,4548,0,18,318,61,0,4945,13,0,374,0,7,17,0,398,1098,0,0,42,0,1140,0,0,0,0,0,0,0,0,0,0,0,1098,4548,0.2000000029802322,0,4548,0.0
2018,386,한국영상대학교,전문대학,사립,세종,B그룹,3370,3370,0,101,268,65,215,4019,72,91133,1805,0,75,65,41,1986,12505,0,813,825,1913,16056,0,0,2740,137,17,2,0,0,0,0,0,12505,3370,3.700000047683716,91133,3370,27.0
2018,387,한국예술종합학교,대학,국립,서울,C그룹,2599,2599,0,131,907,131,890,4658,28,182132,1803,637,311,234,68,3053,28346,13605,8028,3531,14844,68354,0,0,50,265,10,112,69,58,61,2,30,41951,2599,16.100000381469727,182132,2599,70.0999984741211
2018,388,한국외국어대학교,대학,사립,서울,A그룹,19512,17042,2470,693,1555,352,27620,49732,83,950268,11688,1728,930,220,6773,21339,109883,31203,22501,4343,52440,220370,0,0,15455,12030,1360,13659,12939,802,442,37,1754,141086,19512,7.199999809265137,950268,19512,48.70000076293945
2018,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,108,0,108,16,5,32,20,181,1,183,0,99,20,24,3,146,0,951,175,303,48,1477,0,0,244,12,48,0,0,75,75,0,0,951,108,8.800000190734863,183,108,1.7000000476837158
2018,390,한국전통문화대학교,대학,국립,충남,C그룹,678,544,134,25,107,56,330,1196,8,35172,568,127,81,55,35,866,11268,2727,1401,1141,531,17068,0,0,1273,458,6,8,90,16,24,0,0,13995,678,20.600000381469727,35172,678,51.900001525878906
2018,391,한국정보통신대학교,대학,사립,대전,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,392,한국철도대학,전문대학,국립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,393,한국체육대학교,대학,국립,서울,C그룹,3128,2549,579,112,163,113,1149,4665,9,91288,647,120,46,56,140,1009,3661,1413,798,1026,1965,8863,0,0,164,212,0,0,0,34,14,16,410,5074,3128,1.600000023841858,91288,3128,29.200000762939453
2018,394,한국침례신학대학교,대학,사립,대전,C그룹,2353,1542,811,51,139,65,1173,3781,8,71200,1308,719,79,47,292,2445,13957,21930,2478,1814,7778,47957,0,0,0,0,0,40,5,203,3,10,324,35887,2353,15.300000190734863,71200,2353,30.299999237060547
2018,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,505,505,0,28,49,13,0,595,13,536,296,0,0,0,0,296,354,0,75,27,0,456,0,0,0,0,0,0,0,0,0,0,0,354,505,0.699999988079071,536,505,1.100000023841858
2018,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,1420,1420,0,73,90,26,3,1612,14,16326,227,0,9,12,3,251,1149,0,43,148,23,1363,0,0,0,0,0,0,0,0,0,0,0,1149,1420,0.800000011920929,16326,1420,11.5
2018,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,962,962,0,46,56,12,0,1076,15,530,115,0,14,0,0,129,401,0,129,0,0,530,0,0,0,0,0,0,0,0,0,0,0,401,962,0.4000000059604645,530,962,0.6000000238418579
2018,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,33,33,0,3,4,10,0,50,2,9610,41,0,3,13,0,57,445,0,40,143,0,628,0,0,0,0,0,0,0,0,0,0,0,445,33,13.5,9610,33,291.20001220703125
2018,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,2365,2365,0,97,135,27,0,2624,25,2540,1200,0,45,12,0,1257,1188,0,186,29,0,1403,0,0,0,0,0,0,0,0,0,0,0,1188,2365,0.5,2540,2365,1.100000023841858
2018,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,119,119,0,4,18,9,8,158,3,9610,65,0,6,18,2,91,271,0,59,111,24,465,0,0,0,0,0,0,0,0,0,0,0,271,119,2.299999952316284,9610,119,80.80000305175781
2018,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,55,55,0,6,2,7,0,70,2,16326,24,0,3,11,0,38,73,0,2,36,0,111,0,0,0,0,0,0,0,0,0,0,0,73,55,1.2999999523162842,16326,55,296.79998779296875
2018,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,1047,1047,0,54,56,18,120,1295,17,700,184,0,11,0,0,195,468,0,128,0,0,596,0,0,0,0,0,0,0,0,0,0,0,468,1047,0.4000000059604645,700,1047,0.699999988079071
2018,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,549,549,0,32,27,10,0,618,15,125,3,0,1,3,0,7,13,0,5,25,0,43,0,0,0,0,0,0,0,0,0,0,0,13,549,0.0,125,549,0.2000000029802322
2018,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,818,818,0,35,36,11,0,900,9,24000,377,0,8,5,0,390,831,0,12,46,0,889,0,0,0,0,0,0,0,0,0,0,0,831,818,1.0,24000,818,29.299999237060547
2018,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,819,819,0,43,40,17,0,919,16,16326,212,0,28,13,0,253,256,0,186,111,0,553,0,0,0,0,0,0,0,0,0,0,0,256,819,0.3000000119209289,16326,819,19.899999618530277
2018,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,534,534,0,30,25,10,0,599,11,16326,27,0,7,3,0,37,127,0,84,17,0,228,0,0,0,0,0,0,0,0,0,0,0,127,534,0.2000000029802322,16326,534,30.600000381469727
2018,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,552,552,0,32,46,12,0,642,11,183,35,0,9,10,0,54,114,0,45,45,0,204,0,0,0,0,0,0,0,0,0,5,155,114,552,0.2000000029802322,183,552,0.3000000119209289
2018,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,1075,1075,0,49,63,21,60,1268,13,16336,699,0,20,9,1,729,2614,0,162,52,5,2833,0,0,55,258,47,0,0,0,0,2,1352,2614,1075,2.400000095367432,16336,1075,15.199999809265137
2018,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,338,338,0,28,30,10,0,406,7,35,35,0,3,5,0,43,142,0,0,39,0,181,0,0,0,0,0,0,0,0,0,1,30,142,338,0.4000000059604645,35,338,0.1000000014901161
2018,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,55,55,0,7,7,10,64,143,2,94,20,0,0,7,0,27,170,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,170,55,3.0999999046325684,94,55,1.7000000476837158
2018,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,1005,1005,0,43,56,13,10,1127,13,1160,60,0,6,9,7,82,297,0,39,143,43,522,0,0,0,0,0,0,0,0,0,0,0,297,1005,0.3000000119209289,1160,1005,1.2000000476837158
2018,420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,858,858,0,34,56,11,0,959,11,1800,49,0,3,19,0,71,137,0,10,56,0,203,0,0,4,4,0,0,0,0,0,0,0,137,858,0.2000000029802322,1800,858,2.0999999046325684
2018,421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,1509,1509,0,53,81,23,0,1666,21,18876,167,0,14,7,0,188,1127,0,399,313,0,1839,0,0,0,0,0,0,0,0,0,0,0,1127,1509,0.699999988079071,18876,1509,12.5
2018,423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,566,566,0,29,45,11,57,708,11,187,237,0,2,11,6,256,279,0,11,75,42,407,0,0,0,0,0,0,0,0,0,0,0,279,566,0.5,187,566,0.3000000119209289
2018,426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,533,533,0,25,27,9,0,594,7,367,122,0,13,2,0,137,267,0,31,9,0,307,0,0,0,0,0,0,0,0,0,1,250,267,533,0.5,367,533,0.699999988079071
2018,427,한국학대학원,대학원대학,국립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,428,한국항공대학교,대학,사립,경기,C그룹,4602,4136,466,163,122,231,767,5885,10,430654,2145,200,73,89,380,2887,16399,2012,918,1132,1834,22295,0,0,1237,745,71,37,9,155,11,3,20,18411,4602,4.0,430654,4602,93.5999984741211
2018,429,한남대학교,대학,사립,대전,A그룹,12700,11619,1081,429,628,210,2071,16038,53,691735,5836,439,326,246,558,7405,55352,7196,8334,4640,13270,88792,0,0,1268,23,350,134,146,553,81,70,1567,62548,12700,4.900000095367432,691735,12700,54.5
2018,430,한동대학교,대학,사립,경북,C그룹,4420,4030,390,149,162,140,19,4890,14,303149,3853,329,149,115,19,4465,50390,4606,2828,2221,252,60297,0,0,1220,408,294,0,0,86,28,7,230,54996,4420,12.399999618530272,303149,4420,68.5999984741211
2018,431,한라대학교,대학,사립,강원,C그룹,3973,3934,39,135,132,78,1,4319,19,140331,682,0,47,41,1,771,2663,0,476,301,1000,4440,0,0,281,134,32,0,0,38,0,30,517,2663,3973,0.699999988079071,140331,3973,35.29999923706055
2018,432,한려대학교,대학,사립,전남,C그룹,605,553,52,55,5,15,0,680,15,816,74,0,0,0,0,74,242,0,0,0,0,242,0,0,7,12,0,0,0,0,0,0,0,242,605,0.4000000059604645,816,605,1.2999999523162842
2018,433,한림국제대학원대학교,대학원대학,사립,서울,-,165,0,165,17,50,11,0,243,5,300,0,24,7,0,0,31,0,45,32,0,0,77,0,0,0,0,0,0,0,0,0,0,0,45,165,0.3000000119209289,300,165,1.7999999523162842
2018,434,한림대학교,대학,사립,강원,B그룹,8770,8104,666,803,405,210,2587,12775,37,652752,5887,294,436,349,501,7467,66435,3932,10961,8807,13316,103451,0,0,2721,1651,28,39,179,328,363,24,853,70367,8770,8.0,652752,8770,74.4000015258789
2018,435,한림성심대학교,전문대학,사립,강원,B그룹,3238,3238,0,86,252,50,1344,4970,60,226597,1273,0,61,26,212,1572,17630,0,822,396,2070,20918,0,0,65,123,130,0,10,0,0,13,1240,17630,3238,5.400000095367432,226597,3238,70.0
2018,436,한민학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,437,한반도국제대학원대학교,대학원대학,사립,서울,-,64,0,64,6,5,3,795,873,2,130,0,27,2,1,18,48,0,95,6,1,46,148,0,0,20,10,10,0,0,0,0,2,50,95,64,1.5,130,64,2.0
2018,438,한북대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,439,한서대학교,대학,사립,충남,B그룹,7780,7266,514,266,284,164,303,8797,96,272994,1580,61,86,58,25,1810,12359,514,2288,1511,1314,17986,0,0,128,156,58,26,2,41,49,45,1225,12873,7780,1.7000000476837158,272994,7780,35.099998474121094
2018,440,한성대학교,대학,사립,서울,B그룹,7180,6342,838,257,305,158,1788,9688,40,311055,5288,381,328,407,564,6968,52312,6649,6673,3154,8816,77604,0,0,1158,498,503,90,286,149,68,34,592,58961,7180,8.199999809265137,311055,7180,43.29999923706055
2018,441,한세대학교,대학,사립,경기,C그룹,3682,2828,854,132,348,80,267,4509,23,206180,1286,466,51,44,61,1908,8423,5814,688,467,2332,17724,0,0,103,90,119,0,0,9,7,1,30,14237,3682,3.900000095367432,206180,3682,56.0
2018,442,한신대학교,대학,사립,경기,B그룹,5511,5109,402,170,279,134,691,6785,40,778515,3057,341,218,116,91,3823,24954,8376,4411,2213,3770,43724,0,0,2220,72,438,20,111,72,121,6,149,33330,5511,6.0,778515,5511,141.3000030517578
2018,443,한양대학교,대학,사립,서울,A그룹,22418,15457,6961,1005,2037,658,17932,44050,51,1800915,11331,5679,734,607,781,19132,95955,64893,13430,8787,54676,237741,0,0,6386,17875,1224,208,459,1294,1744,223,4149,160848,22418,7.199999809265137,1800915,22418,80.30000305175781
2018,444,한양대학교(ERICA),대학,사립,경기,A그룹,10255,8965,1290,389,767,276,489,12176,68,498271,5721,51,297,274,274,6617,52731,680,5718,4747,22044,85920,0,0,1775,11037,1267,2918,8391,278,530,97,1867,53411,10255,5.199999809265137,498271,10255,48.59999847412109
2018,445,한양여자대학교,전문대학,사립,서울,A그룹,6679,6679,0,180,473,103,1,7436,67,102592,2554,0,98,115,1,2768,19083,0,1788,1372,129,22372,0,0,755,182,28,0,0,61,0,14,2183,19083,6679,2.900000095367432,102592,6679,15.399999618530272
2018,446,한영대학교,전문대학,사립,전남,C그룹,1357,1357,0,37,116,25,342,1877,17,1879,993,0,33,7,67,1100,12779,0,622,68,265,13734,0,0,25,313,0,0,0,54,54,1,596,12779,1357,9.399999618530272,1879,1357,1.399999976158142
2018,447,한일장신대학교,대학,사립,전북,C그룹,1162,869,293,45,106,28,70,1411,9,49293,466,206,35,22,28,757,3265,3995,785,402,2339,10786,0,0,14,2,34,65,45,66,10,1,30,7260,1162,6.199999809265137,49293,1162,42.400001525878906
2018,448,한중대학교,대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,449,합동신학대학원대학교,대학원대학,사립,경기,-,304,0,304,23,18,14,2825,3184,5,10834,0,382,36,8,179,605,0,14510,1225,229,3785,19749,0,0,490,275,200,79,25,68,20,3,139,14510,304,47.70000076293945,10834,304,35.599998474121094
2018,450,해군사관학교,기타,기타,경남,-,0,0,0,0,0,0,829,829,0,24143,678,0,101,477,101,1357,7878,0,2562,10534,438,21412,0,0,0,0,0,193,0,174,1,4,250,7878,0,0.0,24143,0,0.0
2018,451,협성대학교,대학,사립,경기,C그룹,4691,4289,402,163,238,81,274,5447,26,223850,2379,201,106,50,29,2765,14781,3870,2139,917,361,22068,0,0,2516,870,25,25,7,470,10,32,1061,18651,4691,4.0,223850,4691,47.70000076293945
2018,452,혜전대학교,전문대학,사립,충남,B그룹,2951,2951,0,88,205,51,99,3394,32,576200,1428,0,43,65,17,1553,12617,0,747,1144,285,14793,0,0,961,472,33,4,3,18,0,1,10,12617,2951,4.300000190734863,576200,2951,195.3000030517578
2018,453,호남대학교,대학,사립,광주,B그룹,7867,7198,669,280,123,125,1353,9748,50,509207,1971,100,133,125,75,2404,12499,688,2368,2300,8050,25905,0,0,398,105,8,0,0,212,26,12,2116,13187,7867,1.7000000476837158,509207,7867,64.69999694824219
2018,454,호남신학대학교,대학,사립,광주,C그룹,946,534,412,38,66,20,347,1417,3,73711,257,302,33,8,44,644,2923,6079,403,170,563,10138,0,0,36,52,0,0,0,26,5,19,43,9002,946,9.5,73711,946,77.9000015258789
2018,455,호산대학교,전문대학,사립,경북,C그룹,2015,2015,0,71,152,28,0,2266,67,7595,200,0,26,36,0,262,912,0,439,717,0,2068,0,0,3,4,0,0,0,0,0,0,0,912,2015,0.5,7595,2015,3.799999952316284
2018,456,호서대학교,대학,사립,충남,A그룹,13145,11910,1235,477,447,205,4117,18391,79,956079,4615,303,258,237,338,5751,24235,4043,6169,7561,4012,46020,0,0,125,112,72,102,19,215,31,40,933,28278,13145,2.200000047683716,956079,13145,72.69999694824219
2018,457,호원대학교,대학,사립,전북,B그룹,5739,5739,0,178,380,91,159,6547,39,126756,778,0,41,69,15,903,5542,0,716,700,11503,18461,0,0,178,101,1,15,3,82,2,37,906,5542,5739,1.0,126756,5739,22.100000381469727
2018,458,홍익대학교,대학,사립,서울,A그룹,21598,18100,3498,747,740,471,11411,34967,105,1858696,10622,2053,505,349,616,14145,84621,31425,5382,6020,18845,146293,0,0,9544,4314,9964,1767,1450,402,462,66,1172,116046,21598,5.400000095367432,1858696,21598,86.0999984741211
2018,459,화성의과학대학교,대학,사립,경기,C그룹,705,705,0,43,25,17,0,790,13,2900,278,0,15,5,0,298,483,0,41,18,0,542,0,0,0,0,0,0,0,0,0,0,0,483,705,0.699999988079071,2900,705,4.099999904632568
2018,460,화신사이버대학교,대학,사립,부산,C그룹,1146,1146,0,10,24,9,0,1189,7,986,116,0,0,0,0,116,394,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,394,1146,0.3000000119209289,986,1146,0.8999999761581421
2018,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,396,0,396,23,25,23,54,521,6,99787,0,402,32,6,52,492,0,7250,694,82,1169,9195,0,0,170,108,38,16,25,58,14,6,55,7250,396,18.299999237060547,99787,396,252.0
