ID,SNM,STYP,FND,RGN,USC,SCR_EST,RK_EST,YR,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
1,ICT폴리텍대학,전문대학,사립,경기,C그룹,68.66392008804371,126,2018,1.2999999523162842,3000000,7724545000,28.0,9030,7898.2,4.0,1,403.0,80,7439028000,0.0,1.2000000476837158,383,259,2.5,2543220,7439028000,1.2000000476837158,383
2,가야대학교,대학,사립,경남,C그룹,67.4113469297216,245,2018,1.399999976158142,155000000,29796302000,74.5,200044,54000.4,28.299999237060547,38,3733.0,829,35782489000,1.100000023841858,2.900000095367432,10405,846,1.0,144937020,35782489000,22.200000762939453,59711
3,가천대학교,대학,사립,경기,A그룹,68.91765167496497,103,2018,0.6000000238418579,1961000000,268366964000,50.5,1031771,93029.6,31.299999237060547,164,11947.0,3294,278307002000,0.6000000238418579,2.799999952316284,70589,8533,1.0,1899850184,278307002000,51.400001525878906,1050618
4,가톨릭관동대학교,대학,사립,강원,B그룹,66.62085097492677,346,2018,0.8999999761581421,826413000,112922035000,81.69999694824219,714779,86659.4,40.59999847412109,95,8226.0,1395,121758677000,0.5,2.700000047683716,30585,2777,1.100000023841858,758269988,121758677000,51.79999923706055,452857
5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,67.22207760831999,270,2018,3.400000095367432,95000000,10575325000,120.5999984741211,60773,178571.4,41.0,30,1727.0,251,10842053000,2.0,5.0,3381,393,2.0,90000000,10842053000,79.80000305175781,40206
6,가톨릭대학교,대학,사립,경기,A그룹,67.36005801186477,254,2018,1.7000000476837158,4013162000,229775011000,107.0999984741211,1127469,363693.8,24.0,267,17684.0,3187,209618561000,2.0,9.5,148888,10330,2.5,3829331680,209618561000,140.6999969482422,1480904
7,가톨릭상지대학교,전문대학,사립,경북,C그룹,66.21888583622875,373,2018,1.7000000476837158,59600000,18747479000,55.0,106199,32865.0,83.30000305175781,44,3339.0,444,18669328000,1.0,3.799999952316284,10208,858,1.2000000476837158,63462347,18669328000,59.900001525878906,115687
8,감리교신학대학교,대학,사립,서울,C그룹,65.3021402354983,412,2018,1.7000000476837158,150000000,16893828000,101.1999969482422,155375,91204.8,48.0,41,2542.0,377,17322032000,2.0,21.0,37752,1497,2.0,139999391,17322032000,1.600000023841858,2500
9,강남대학교,대학,사립,경기,B그룹,67.30241238860428,262,2018,0.800000011920929,369800000,85043943000,72.5,515034,54748.3,27.5,100,5555.0,1101,89277341000,1.2999999523162842,3.0999999046325684,26701,3758,1.2999999523162842,388767755,89277341000,29.89999961853028,212021
10,강동대학교,전문대학,사립,충북,B그룹,68.9065568797624,104,2018,0.3000000119209289,110000000,33852824000,33.900001525878906,131343,28306.6,11.0,12,1055.0,420,41321277000,0.5,0.6000000238418579,3209,454,0.5,109801332,41321277000,14.899999618530272,57869
11,강릉영동대학교,전문대학,사립,강원,B그룹,68.13266717273072,168,2018,0.8999999761581421,64000000,31490870000,30.0,88416,23392.6,30.0,19,2521.0,600,29125323000,0.3000000119209289,2.5,10129,1334,0.5,68867734,29125323000,0.0,0
12,강서대학교,대학,사립,서울,C그룹,67.98508336672633,181,2018,0.5,84100000,0,68.19999694824219,105691,63871.0,38.0,15,821.0,152,15738012000,1.899999976158142,1.5,4046,403,1.7999999523162842,99000000,15738012000,4.099999904632568,6426
13,강원관광대학교,전문대학,사립,강원,C그룹,67.58331074345693,233,2018,0.8999999761581421,42000000,12588715000,36.79999923706055,44860,26267.2,41.0,23,1092.0,228,10990289000,0.800000011920929,1.0,1338,283,0.800000011920929,32045990,10990289000,17.700000762939453,21550
14,강원대학교,대학,국립,강원,A그룹,66.19735723022139,375,2018,1.2000000476837158,2282000000,244415986000,68.5999984741211,1574910,101874.6,51.59999847412109,408,28484.0,3427,255008208000,1.100000023841858,2.900000095367432,99001,11950,1.2999999523162842,2337919950,255008208000,81.69999694824219,1875604
15,강원도립대학교,전문대학,공립,강원,C그룹,67.32668700176932,257,2018,2.200000047683716,36500000,13100000000,76.0,59595,46524.0,73.0,13,1735.0,188,12863032000,1.2999999523162842,1.399999976158142,4895,293,1.899999976158142,36474800,12863032000,3.0999999046325684,2450
16,개신대학원대학교,대학원대학,사립,서울,-,67.38879934704033,250,2018,1.2999999523162842,10000000,2604480000,144.1999969482422,24227,42652.3,30.0,10,221.0,41,2489378000,6.0,3.5999999046325684,1056,87,6.0,7165584,2489378000,50.59999847412109,8500
17,거제대학교,전문대학,사립,경남,C그룹,67.94643296994953,187,2018,1.2999999523162842,40400000,12465873000,59.0,67443,34723.9,26.5,16,1464.0,304,13448672000,1.7000000476837158,2.5999999046325684,5105,517,1.600000023841858,39689373,13448672000,45.70000076293945,52275
18,건국대학교,대학,사립,서울,A그룹,66.45721352118889,357,2018,1.2000000476837158,2600000000,397456456000,69.30000305175781,1376733,138087.3,28.799999237060547,322,24695.0,3675,410300932000,1.2000000476837158,5.5,168649,16947,1.2000000476837158,2742552820,410300932000,98.0,1947311
19,건국대학교(글로컬),대학,사립,충북,B그룹,66.61426167201903,348,2018,0.8999999761581421,900000000,0,78.5,645744,125626.6,55.09999847412109,162,7463.0,1644,0,0.6000000238418579,4.699999809265137,56216,5048,1.2000000476837158,1033027905,0,53.400001525878906,439057
20,건동대학교,대학,사립,경북,C그룹,69.12564634979954,38,2018,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0
21,건신대학원대학교,대학원대학,사립,대전,-,66.26075379441956,370,2018,3.0999999046325684,20200000,1400267000,146.39999389648438,21079,121220.3,28.0,8,446.0,60,1223559000,0.0,7.599999904632568,1407,100,3.5,17455724,1223559000,19.89999961853028,2864
22,건양대학교,대학,사립,충남,B그룹,65.12483978553526,428,2018,1.2000000476837158,650000000,140888495000,52.20000076293945,436047,67649.9,23.600000381469727,197,9895.0,1987,160858122000,1.2000000476837158,6.0,62594,5958,1.0,564605744,160858122000,72.0,600916
23,경기과학기술대학교,전문대학,사립,경기,A그룹,67.63020375360269,226,2018,0.8999999761581421,145728000,40914048000,29.200000762939453,128965,32310.0,28.0,95,3782.0,447,43930052000,0.5,1.2000000476837158,8291,1368,0.6000000238418579,142583910,43930052000,70.30000305175781,310439
24,경기대학교,대학,사립,경기,A그룹,67.49209471719979,238,2018,0.8999999761581421,708100000,189766044000,79.0999984741211,1272807,56158.9,14.300000190734863,211,13909.0,2438,188846328000,0.8999999761581421,4.099999904632568,107718,10481,1.0,903259039,188846328000,29.299999237060547,471056
25,경남대학교,대학,사립,경남,A그룹,66.81845609928487,314,2018,1.0,878000000,122397965000,71.4000015258789,932658,68218.3,71.0,201,13302.0,3004,126469230000,0.699999988079071,2.799999952316284,63776,5637,1.0,891476760,126469230000,37.79999923706055,493363
26,경남도립거창대학,전문대학,공립,경남,C그룹,67.75722690360313,212,2018,1.0,27000000,12006724000,51.0,42707,30768.8,34.0,19,823.0,180,10300601000,1.2000000476837158,2.0,3235,304,1.7999999523162842,25753500,10300601000,8.800000190734863,7328
27,경남도립남해대학,전문대학,공립,경남,C그룹,67.46989408749059,241,2018,1.0,25000000,10720510000,51.09999847412109,38356,30045.8,64.5,27,759.0,128,9621139000,1.2999999523162842,1.0,1800,248,2.0,22564390,9621139000,22.600000381469727,17000
28,경남정보대학교,전문대학,사립,부산,A그룹,67.224777657302,269,2018,1.100000023841858,150000000,63325643000,30.5,210232,24644.7,44.29999923706055,108,7791.0,1175,71322695000,0.3000000119209289,0.5,6758,1010,0.5,169998830,71322695000,26.89999961853028,185453
29,경동대학교,대학,사립,강원,B그룹,67.86003674104242,198,2018,1.2999999523162842,436600000,88835335000,33.70000076293945,260401,52997.9,11.800000190734863,100,10300.0,2142,90165527000,1.0,2.0999999046325684,17670,1475,1.100000023841858,410044540,90165527000,19.299999237060547,149311
30,경민대학교,전문대학,사립,경기,B그룹,67.04659574533,284,2018,0.4000000059604645,161000000,49027830000,33.900001525878906,153668,35347.6,38.29999923706055,28,1596.0,224,49164704000,0.4000000059604645,3.5,20251,1922,0.6000000238418579,160336808,49164704000,11.800000190734863,53739
31,경복대학교,전문대학,사립,경기,A그룹,67.21049719221679,272,2018,0.8999999761581421,143000000,67667261000,14.199999809265137,91854,22021.9,60.0,118,6050.0,900,89150103000,0.3000000119209289,2.700000047683716,19149,1807,0.3000000119209289,142481521,89150103000,12.0,77877
32,경북과학대학교,전문대학,사립,경북,C그룹,68.96249161356523,96,2018,0.6000000238418579,43200000,32001459000,52.29999923706055,88372,21667.8,19.0,22,1014.0,252,35392792000,0.6000000238418579,0.5,1092,66,0.6000000238418579,36596840,35392792000,4.599999904632568,7834
33,경북대학교,대학,국립,대구,A그룹,70.35963712045135,33,2018,1.399999976158142,3308378000,320625961000,117.0999984741211,3428895,166012.0,73.5,446,41434.0,5414,341874754000,1.7000000476837158,4.199999809265137,249292,22775,1.7000000476837158,4860499440,341874754000,52.09999847412109,1524496
34,경북보건대학교,전문대학,사립,경북,C그룹,67.079916524946,279,2018,0.6000000238418579,45500000,11636306000,35.400001525878906,45084,34263.1,36.0,23,726.0,260,13325350000,0.800000011920929,4.400000095367432,6789,492,0.800000011920929,43582649,13325350000,0.0,0
35,경북외국어대학교,대학,사립,대구,C그룹,69.12564634979954,38,2018,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0
36,경북전문대학교,전문대학,사립,경북,B그룹,67.36639428250469,253,2018,1.2000000476837158,62800000,29580263000,48.29999923706055,135006,19923.7,45.5,17,3282.0,314,29333195000,0.4000000059604645,0.800000011920929,3368,615,0.6000000238418579,55746612,29333195000,35.099998474121094,98096
