ID,SNM,STYP,FND,RGN,USC,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024,SCR_EST_2025,SCR_EST_2026
21,건신대학원대학교,대학원대학,사립,대전,-,67.95500191664397,67.95884175455551,70.97108489927768,70.929504,70.93075
22,건양대학교,대학,사립,충남,B그룹,67.23906846118494,66.61653473476193,66.9676612138134,66.96922,66.965324
23,경기과학기술대학교,전문대학,사립,경기,A그룹,67.04163321984898,67.63416679845918,67.94415677714883,67.95475,67.954926
24,경기대학교,대학,사립,경기,A그룹,68.13384233655012,67.86624761050523,68.09989316127043,68.09351,68.09448
25,경남대학교,대학,사립,경남,A그룹,67.8879793634439,67.6828357904447,67.82463601788281,67.82549,67.82608
26,경남도립거창대학,전문대학,공립,경남,C그룹,69.34821560206092,68.28148989188307,68.28373639192513,68.29172,68.288376
27,경남도립남해대학,전문대학,공립,경남,C그룹,67.90574267773337,67.82717233362406,69.00100422702069,68.985214,68.98383
28,경남정보대학교,전문대학,사립,부산,A그룹,67.84973477022501,67.71112550364836,67.71082756157398,67.718506,67.71861
29,경동대학교,대학,사립,강원,B그룹,67.30755984250642,66.74482491287509,67.15557857507685,67.17233,67.169235
30,경민대학교,전문대학,사립,경기,B그룹,67.5868226886424,68.61984472893113,68.27636403202199,68.276566,68.27674
31,경복대학교,전문대학,사립,경기,A그룹,66.9566316174409,67.38949725267534,66.84046390455312,66.82299,66.79398
32,경북과학대학교,전문대학,사립,경북,C그룹,69.0936567366892,69.07127883025862,69.1218674965932,69.11815,69.12074
33,경북대학교,대학,국립,대구,A그룹,73.2073780604247,73.63927373326857,73.89860389285505,74.40341,74.31187
34,경북보건대학교,전문대학,사립,경북,C그룹,67.24700158819209,67.59787536416374,67.82989356247103,67.82143,67.826004
35,경북외국어대학교,대학,사립,대구,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
36,경북전문대학교,전문대학,사립,경북,B그룹,68.11495317117155,68.08653851138098,68.05523149312701,68.059494,68.059494
37,경상국립대학교,대학,국립,경남,A그룹,72.85872935544529,72.8340394780302,72.52393992618511,72.42247,72.42247
38,경성대학교,대학,사립,부산,A그룹,67.82657973413168,67.74463762531711,67.82765757453187,67.825264,67.82492
39,경안대학원대학교,대학원대학,사립,경북,-,71.05334675644357,71.05334675644356,70.9337304378823,70.937546,70.940865
40,경운대학교,대학,사립,경북,C그룹,67.75125654328971,67.65065537995491,67.58612611195082,67.58593,67.58387
41,경인교육대학교,대학,국립,인천,C그룹,65.63662822685812,66.12891604615879,67.33700442503648,67.33032,67.32608
42,경인여자대학교,전문대학,사립,인천,B그룹,67.42421397095855,67.73974762420804,68.14872797801878,68.15714,68.15457
43,경일대학교,대학,사립,경북,B그룹,67.41582265865591,67.26564477544626,67.38945794209735,67.383316,67.38499
44,경찰대학,기타,기타,충남,-,69.44513576353756,68.4746542866935,68.17343547324315,68.168396,68.16842
45,경희대학교,대학,사립,서울,A그룹,75.32143468412993,75.7610991137964,75.45712054991695,75.79331,75.79331
46,계명대학교,대학,사립,대구,A그룹,69.57456989618593,69.4825116235528,66.11903471128278,66.131065,66.12121
47,계명문화대학교,전문대학,사립,대구,A그룹,67.9724659645642,66.0017043864869,65.69660415341912,65.683235,65.69662
48,계약신학대학원대학교,대학원대학,사립,경기,-,69.67082288225515,69.67082288225515,69.53629778350283,69.53936,69.53709
49,계원예술대학교,전문대학,사립,경기,B그룹,67.97236503073592,68.5247196032311,69.06826688536584,69.0661,69.07083
50,고려대학교,대학,사립,서울,A그룹,76.55940897020498,76.53429494103199,76.94566952442267,76.94364,76.532234
51,고려대학교(세종),대학,사립,세종,B그룹,68.65811648768737,68.26057262519593,68.4388846020027,68.44595,68.44692
52,고려사이버대학교,대학,사립,서울,A그룹,69.4252060013134,69.42812270245992,69.44547159034627,69.44962,69.44962
53,고신대학교,대학,사립,부산,C그룹,68.42236138320841,67.6505855867339,67.55670101578508,67.55812,67.55933
54,공군사관학교,기타,기타,충북,-,69.67082288225515,70.9337304378823,68.93847568907525,68.929375,68.93113
55,공주교육대학교,대학,국립,충남,C그룹,66.4370625757968,66.21419600036083,67.3322098727249,67.33011,67.32657
56,과학기술연합대학원대학교,대학원대학,국립,대전,-,70.66981939670212,70.63254725633075,70.60986970227964,70.65492,70.65492
57,광신대학교,대학,사립,광주,C그룹,69.14181199038535,68.84228874357889,68.85810665639167,68.85497,68.85825
58,광양보건대학교,전문대학,사립,전남,C그룹,71.05334675644357,71.05334675644356,70.9337304378823,70.937546,70.940865
59,광운대학교,대학,사립,서울,B그룹,67.08283168246759,67.27784630636408,67.31992893844632,67.31892,67.32146
60,광주가톨릭대학교,대학,사립,전남,C그룹,71.07295116087838,71.07295116087838,71.07295116087838,71.06591,71.06591
61,광주과학기술원,대학,국립,광주,C그룹,69.23902702327034,70.67191661062556,70.29304689369377,70.45654,70.312675
62,광주교육대학교,대학,국립,광주,C그룹,67.71050303418554,67.53638219363927,67.39526927074002,67.39352,67.39116
63,광주대학교,대학,사립,광주,B그룹,67.12556698389037,67.32128796165074,67.1639718846119,67.16728,67.16806
64,광주보건대학교,전문대학,사립,광주,B그룹,69.65795103592247,69.25603304539752,69.2182915623355,69.21514,69.21339
65,광주여자대학교,대학,사립,광주,C그룹,67.35470077761659,67.36640443485712,67.3679081550024,67.36583,67.36651
66,구미대학교,전문대학,사립,경북,A그룹,69.32558509055664,68.26222323588266,69.31593928431062,69.323105,69.31968
67,구세군사관대학원대학교,대학원대학,사립,경기,-,71.04667878449091,71.0466787844909,71.0466787844909,71.04654,71.04313
68,국군간호사관학교,기타,기타,대전,-,69.5951338032555,69.60050461349566,68.60916445124181,68.6016,68.60274
69,국립강릉원주대학교,대학,국립,강원,B그룹,67.51668415446892,67.26247317744765,67.27928975154595,67.27196,67.27319
70,국립경국대학교,대학,국립,경북,B그룹,67.54116834365091,67.39729993523056,67.45858283739524,67.454185,67.455215
71,국립공주대학교,대학,국립,충남,A그룹,69.00000781327294,67.64362778109407,67.66530386713572,67.66559,67.66366
72,국립군산대학교,대학,국립,전북,B그룹,67.31367732143497,67.21306596656179,67.20337035660549,67.20218,67.20782
73,국립금오공과대학교,대학,국립,경북,B그룹,68.20143949254988,67.73188854226098,67.87123071128165,67.87639,67.876015
74,국립목포대학교,대학,국립,전남,B그룹,67.48135131484,67.36501776910812,67.3201844579111,67.31803,67.318146
75,국립목포해양대학교,대학,국립,전남,C그룹,67.77590826504405,68.06397820030652,68.37492431313943,68.364845,68.36578
76,국립부경대학교,대학,국립,부산,A그룹,69.9221916677228,68.0008295245519,68.61779716625186,68.62177,68.62055
77,국립순천대학교,대학,국립,전남,B그룹,68.27984884389403,67.79659971198105,67.65576692983201,67.66598,67.66448
78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,71.37416954948021,70.92264835287439,70.92264835287439,70.92864,70.927185
79,국립창원대학교,대학,국립,경남,B그룹,68.20642144137425,68.04913355461146,67.96400382028871,67.95495,67.9536
80,국립한국교통대학교,대학,국립,충북,B그룹,69.00579905782375,67.59048690673116,67.88769789731873,67.89163,67.88968
81,국립한국해양대학교,대학,국립,부산,B그룹,67.77091094270102,67.61643674559171,67.58561558158995,67.584755,67.58517
82,국립한밭대학교,대학,국립,대전,B그룹,67.76575759692405,67.3238629373212,67.45503268622677,67.45639,67.456085
83,국민대학교,대학,사립,서울,A그룹,68.43120613586076,68.18209269317447,68.24560976052143,68.232605,68.232155
84,국방대학교,기타,기타,충남,-,69.17815223759496,69.17958357347365,69.64876273587119,69.652596,69.65061
85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,69.5156473746532,69.44935488919415,69.4272947428102,69.41918,69.423584
86,국제대학교,전문대학,사립,경기,B그룹,68.30187668273551,68.25030731033118,68.31285808800439,68.3085,68.30894
87,국제문화대학원대학교,대학원대학,사립,충남,-,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
88,국제법률경영대학원대학교,대학원대학,사립,경기,-,69.67082288225515,69.3331745079602,69.31111436157624,69.308624,69.30974
89,국제사이버대학교,대학,사립,경기,C그룹,68.7258851174903,69.60325074803339,69.58119060164942,69.56079,69.56186
90,국제언어대학원대학교,대학원대학,사립,서울,-,70.93373043788232,71.05334675644356,71.05334675644356,71.05344,71.053635
91,국제예술대학교,기타,기타,서울,-,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
92,군산간호대학교,전문대학,사립,전북,C그룹,65.80662708250806,65.4856630494721,65.48072097899127,65.49043,65.495476
93,군장대학교,전문대학,사립,전북,C그룹,68.82038263380157,69.08447267757862,69.1482128336998,69.140564,69.1417
94,극동대학교,대학,사립,충북,C그룹,68.11218114220347,67.8697902868289,68.56355181294349,68.57025,68.57178
95,글로벌사이버대학교,대학,사립,충남,C그룹,69.67082288225515,68.82715867952491,69.61386576770998,69.61672,69.61115
96,금강대학교,대학,사립,충남,C그룹,71.04226467143565,71.05500589440706,71.05334675644356,71.053635,71.053635
97,기독간호대학교,전문대학,사립,광주,C그룹,68.52984724458769,68.52628076812249,68.63646710837558,68.63746,68.63768
98,김천대학교,대학,사립,경북,C그룹,67.68419425820403,67.84131949282327,67.64821681272218,67.64607,67.64545
99,김포대학교,전문대학,사립,경기,C그룹,68.96708452151996,68.62934194931785,69.37405537481628,69.38241,69.382
100,김해대학교,전문대학,사립,경남,C그룹,68.38300288052348,68.05291384325912,68.79086682128961,68.78071,68.776665
101,나사렛대학교,대학,사립,충남,B그룹,67.3979539083713,67.36909791290846,67.47829294284145,67.482574,67.4834
102,나주대학교,전문대학,사립,전남,C그룹,68.96046308208076,68.36726768111103,68.22370299643141,68.20737,68.20699
103,남부대학교,대학,사립,광주,C그룹,68.23178994306993,68.02141185244992,67.9804762184427,67.982605,67.9823
104,남서울대학교,대학,사립,충남,B그룹,67.59669671822954,67.65407566382724,68.58695291183314,68.59777,68.59504
105,농협대학교,전문대학,사립,경기,C그룹,68.15138310608762,68.19166142764617,68.19983046760233,68.20567,68.20584
106,능인대학원대학교,대학원대학,사립,경기,-,71.05334675644357,71.05334675644356,70.98035268368614,70.97955,70.981064
107,단국대학교,대학,사립,경기,A그룹,70.27227646487928,70.41632763466858,70.46588010228986,70.31457,70.40358
108,대경대학교,전문대학,사립,경북,B그룹,65.83032291750976,67.32230189940104,65.91821940246162,65.92135,65.91585
109,대구가톨릭대학교,대학,사립,경북,A그룹,67.8678886034329,67.59884308734658,67.30606518361736,67.308205,67.3072
110,대구경북과학기술원,대학,국립,대구,C그룹,69.51674526720478,69.28260557198118,69.86461936103886,69.753555,69.86698
111,대구공업대학교,전문대학,사립,대구,C그룹,68.50165063225157,68.66498431587739,68.78164205055971,68.7871,68.787285
112,대구과학대학교,전문대학,사립,대구,A그룹,67.7566425226553,67.76530374313198,66.97155232041776,66.97181,66.98096
113,대구교육대학교,대학,국립,대구,C그룹,67.15516136381822,67.12919224660763,67.47078341591796,67.469315,67.47067
114,대구대학교,대학,사립,경북,A그룹,67.75872471444288,67.74618669137978,67.74862242191311,67.751015,67.751015
115,대구미래대학교,전문대학,사립,경북,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
116,대구보건대학교,전문대학,사립,대구,A그룹,68.95101888121846,67.99648013170784,67.96860717020289,67.97149,67.97042
117,대구사이버대학교,대학,사립,경북,C그룹,69.49318850013441,69.51787137225527,69.47564041985956,69.46888,69.46784
118,대구예술대학교,대학,사립,경북,C그룹,71.05334675644357,68.71791229719675,68.06716431861783,68.07562,68.0762
119,대구외국어대학교,대학,사립,경북,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
120,대구한의대학교,대학,사립,경북,B그룹,67.1603416181419,67.32992351943938,67.2283917980213,67.22638,67.22584
121,대덕대학교,전문대학,사립,대전,C그룹,67.89918398385431,68.35351924597718,68.31655404909242,68.30871,68.30953
122,대동대학교,전문대학,사립,부산,C그룹,67.63883138526809,67.6666083205144,67.91024105819794,67.90347,67.90684
123,대림대학교,전문대학,사립,경기,A그룹,68.57873339952397,67.39388631518203,67.39058362004079,67.39128,67.39352
124,대신대학교,대학,사립,경북,C그룹,67.28479339113578,67.64503748898244,67.73996927952821,67.7358,67.73756
125,대원대학교,전문대학,사립,충북,C그룹,68.22721930286168,68.16306570095794,68.12371707200977,68.12515,68.12475
126,대전가톨릭대학교,대학,사립,세종,C그룹,71.04667878449091,71.0466787844909,71.0466787844909,71.04654,71.04313
127,대전과학기술대학교,전문대학,사립,대전,B그룹,67.91962590676734,67.85503365145306,68.78820392978368,68.77815,68.77579
128,대전대학교,대학,사립,대전,B그룹,67.4468171962964,67.31558064010726,67.03586748407132,67.00431,67.01417
129,대전보건대학교,전문대학,사립,대전,A그룹,68.17312863595701,68.11473362500031,68.25138726507383,68.259,68.25779
130,대전신학대학교,대학,사립,대전,C그룹,71.04667878449091,71.0466787844909,71.0466787844909,71.04654,71.04313
131,대진대학교,대학,사립,경기,B그룹,68.3790508582653,68.37991332791934,66.33065272410386,66.291954,66.32387
132,대한신학대학원대학교,대학원대학,사립,경기,-,69.39429157895417,69.40233172722169,69.37252608003348,69.391045,69.39007
133,덕성여자대학교,대학,사립,서울,B그룹,66.78471808969809,67.31412336759134,67.51030055066708,67.5124,67.50884
134,동강대학교,전문대학,사립,광주,B그룹,68.1187799651029,67.90378934299679,67.76497842962338,67.76955,67.76937
135,동국대학교,대학,사립,서울,A그룹,70.04481091482009,70.52188449605245,68.4483558463165,68.44882,68.45102
136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,67.27309930996287,67.23826475028325,67.50014324669016,67.49548,67.49345
137,동남보건대학교,전문대학,사립,경기,A그룹,68.3335878027481,68.35101332061899,68.3216905338667,68.330956,68.33128
138,동덕여자대학교,대학,사립,서울,B그룹,67.36548108455801,67.96651716370225,67.35013282859539,67.35236,67.34685
139,동명대학교,대학,사립,부산,B그룹,67.58131908060233,67.52327741130965,67.35353719258231,67.3529,67.34885
140,동방문화대학원대학교,대학원대학,사립,서울,-,68.16620060441673,68.24603353853706,68.42560279380977,68.42403,68.42408
141,동부산대학교,전문대학,사립,부산,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
142,동서대학교,대학,사립,부산,B그룹,67.72435560408108,67.77305458918427,67.72122973652192,67.72003,67.71834
143,동서울대학교,전문대학,사립,경기,A그룹,67.94150210154349,67.92895340288136,67.97379436228515,67.971016,67.970856
144,동신대학교,대학,사립,전남,B그룹,67.38287110856305,67.31778389027947,67.53993576129152,67.54196,67.54257
145,동아대학교,대학,사립,부산,A그룹,68.99071181607437,68.47871020970491,69.20350713335213,69.19932,69.20001
146,동아방송예술대학교,전문대학,사립,경기,B그룹,65.80267477245695,65.85719490631304,65.85068399320718,65.845116,65.845116
147,동아보건대학교,전문대학,사립,전남,C그룹,68.31004308545745,68.6522877962622,68.2085611226481,68.20556,68.20627
148,동양대학교,대학,사립,경북,C그룹,67.38383335173266,66.96527062590027,66.42751813390916,66.388176,66.3381
149,동양미래대학교,전문대학,사립,서울,A그룹,68.02521319105072,68.01836151735002,68.03265395406405,68.04039,68.039925
150,동우대학,전문대학,사립,강원,B그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
151,동원과학기술대학교,전문대학,사립,경남,B그룹,68.81789312047218,68.7827712264692,69.01902766724133,69.035965,69.03492
152,동원대학교,전문대학,사립,경기,B그룹,68.10744221678166,68.60003374458266,68.65959976326228,68.65845,68.65942
153,동의과학대학교,전문대학,사립,부산,B그룹,68.5112262521725,69.02037705290287,69.2422766569454,69.23982,69.23652
