Year,ID,SchName,SchType,FoundType,Region,UnivScale,Staff_FullTime_HasCertLibrarian,Staff_FullTime_NoCertLibrarian,Staff_PartTime_HasCertLibrarian,Staff_PartTime_NoCertLibrarian,Staff_Total_HasCertLibrarian,Staff_Total_NoCertLibrarian,Staff_Total_TotalSum,LibrarianCertStat_FullTime_SL1,LibrarianCertStat_FullTime_SL2,LibrarianCertStat_FullTime_AsstLibrarian,LibrarianCertStat_FullTime_Total,LibrarianCertStat_PartTime_SL1,LibrarianCertStat_PartTime_SL2,LibrarianCertStat_PartTime_AsstLibrarian,LibrarianCertStat_PartTime_Total,StaffEducationStatus_PartiHrs,StaffEducationStatus_PartiCnt,StaffPerKSt_FullTime_Librarian,StaffPerKSt_FullTime_NonLibrarian,StaffPerKSt_PartTime_Librarian,StaffPerKSt_PartTime_NonLibrarian,StaffPerKSt_StCountPrev,StaffPerKSt_StaffPerKSt,LibrarianPerKSt_LibraFT,LibrarianPerKSt_LibraPT,LibrarianPerKSt_StCountPrev,LibrarianPerKSt_LibrarianPerKSt,EduHrsPerStaff_EduHours,EduHrsPerStaff_LibStaffFT,EduHrsPerStaff_LibStaffPT,EduHrsPerStaff_EduHrsPerStaff
2018,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,322,2.5,0,0,322,0.0,4,1,0,4.0
2018,2,가야대학교,대학,사립,경남,C그룹,2,0,1,0,3,0,3,1,1,0,2,0,1,0,1,85,7,2,0,1,0,2684,1.0,2,1,2684,1.100000023841858,85,2,1,28.299999237060547
2018,3,가천대학교,대학,사립,경기,A그룹,10,6,3,8,13,14,27,2,7,1,10,0,3,0,3,844,156,10,6,3,8,20422,1.0,10,3,20422,0.6000000238418579,844,16,11,31.299999237060547
2018,4,가톨릭관동대학교,대학,사립,강원,B그룹,4,0,0,11,4,11,15,2,1,1,4,0,0,0,0,609,93,4,0,0,11,8750,1.100000023841858,4,0,8750,0.5,609,4,11,40.59999847412109
2018,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,41,5,1,0,0,0,504,2.0,1,0,504,2.0,41,1,0,41.0
2018,6,가톨릭대학교,대학,사립,경기,A그룹,19,7,2,0,21,7,28,4,15,0,19,0,2,0,2,673,116,19,7,2,0,10529,2.5,19,2,10529,2.0,673,26,2,24.0
2018,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,1,0,1,1,2,1,3,1,0,0,1,0,1,0,1,250,48,1,0,1,1,1931,1.2000000476837158,1,1,1931,1.0,250,1,2,83.30000305175781
2018,8,감리교신학대학교,대학,사립,서울,C그룹,3,0,0,0,3,0,3,2,1,0,3,0,0,0,0,144,4,3,0,0,0,1535,2.0,3,0,1535,2.0,144,3,0,48.0
2018,9,강남대학교,대학,사립,경기,B그룹,3,1,6,1,9,2,11,0,3,0,3,0,6,0,6,303,74,3,1,6,1,7101,1.2999999523162842,3,6,7101,1.2999999523162842,303,4,7,27.5
2018,10,강동대학교,전문대학,사립,충북,B그룹,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,22,2,1,0,1,0,3879,0.5,1,1,3879,0.5,22,1,1,11.0
2018,11,강릉영동대학교,전문대학,사립,강원,B그룹,0,1,1,0,1,1,2,0,0,0,0,0,0,1,1,60,1,0,1,1,0,2944,0.5,0,1,2944,0.3000000119209289,60,1,1,30.0
2018,12,강서대학교,대학,사립,서울,C그룹,2,0,1,0,3,0,3,0,2,0,2,0,0,1,1,114,26,2,0,1,0,1550,1.7999999523162842,2,1,1550,1.899999976158142,114,2,1,38.0
2018,13,강원관광대학교,전문대학,사립,강원,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,41,3,1,0,0,0,1220,0.800000011920929,1,0,1220,0.800000011920929,41,1,0,41.0
2018,14,강원대학교,대학,국립,강원,A그룹,26,3,0,5,26,8,34,12,12,2,26,0,0,0,0,1754,259,26,3,0,5,22949,1.2999999523162842,26,0,22949,1.100000023841858,1754,29,5,51.59999847412109
2018,15,강원도립대학교,전문대학,공립,강원,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,146,16,1,0,0,1,784,1.899999976158142,1,0,784,1.2999999523162842,146,1,1,73.0
2018,16,개신대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,30,2,1,0,0,0,168,6.0,1,0,168,6.0,30,1,0,30.0
2018,17,거제대학교,전문대학,사립,경남,C그룹,1,0,1,0,2,0,2,1,0,0,1,0,1,0,1,53,8,1,0,1,0,1143,1.600000023841858,1,1,1143,1.7000000476837158,53,1,1,26.5
2018,18,건국대학교,대학,사립,서울,A그룹,8,2,16,2,24,4,28,2,6,0,8,0,16,0,16,807,123,8,2,16,2,19861,1.2000000476837158,8,16,19861,1.2000000476837158,807,10,18,28.799999237060547
2018,19,건국대학교(글로컬),대학,사립,충북,B그룹,3,3,2,5,5,8,13,3,0,0,3,0,2,0,2,716,136,3,3,2,5,8223,1.2000000476837158,3,2,8223,0.6000000238418579,716,6,7,55.09999847412109
2018,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2018,21,건신대학원대학교,대학원대학,사립,대전,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,28,2,0,0,0,1,144,3.5,0,0,144,0.0,28,0,1,28.0
2018,22,건양대학교,대학,사립,충남,B그룹,3,0,7,0,10,0,10,0,3,0,3,0,7,0,7,236,28,3,0,7,0,8346,1.0,3,7,8346,1.2000000476837158,236,3,7,23.600000381469727
2018,23,경기과학기술대학교,전문대학,사립,경기,A그룹,1,1,1,0,2,1,3,0,1,0,1,0,1,0,1,84,2,1,1,1,0,4413,0.6000000238418579,1,1,4413,0.5,84,2,1,28.0
2018,24,경기대학교,대학,사립,경기,A그룹,11,0,3,5,14,5,19,4,7,0,11,0,3,0,3,271,43,11,0,3,5,16084,1.0,11,3,16084,0.8999999761581421,271,11,8,14.300000190734863
2018,25,경남대학교,대학,사립,경남,A그룹,7,0,2,10,9,10,19,3,4,0,7,0,2,0,2,1349,319,7,0,2,10,13068,1.0,7,2,13068,0.699999988079071,1349,7,12,71.0
2018,26,경남도립거창대학,전문대학,공립,경남,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,68,3,1,0,0,1,837,1.7999999523162842,1,0,837,1.2000000476837158,68,1,1,34.0
2018,27,경남도립남해대학,전문대학,공립,경남,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,129,1,1,0,0,1,751,2.0,1,0,751,1.2999999523162842,129,1,1,64.5
2018,28,경남정보대학교,전문대학,사립,부산,A그룹,2,2,0,0,2,2,4,1,1,0,2,0,0,0,0,177,4,2,2,0,0,6898,0.5,2,0,6898,0.3000000119209289,177,4,0,44.29999923706055
2018,29,경동대학교,대학,사립,강원,B그룹,8,0,0,1,8,1,9,0,6,2,8,0,0,0,0,106,25,8,0,0,1,7737,1.100000023841858,8,0,7737,1.0,106,8,1,11.800000190734863
2018,30,경민대학교,전문대학,사립,경기,B그룹,2,0,0,1,2,1,3,1,1,0,2,0,0,0,0,115,16,2,0,0,1,4536,0.6000000238418579,2,0,4536,0.4000000059604645,115,2,1,38.29999923706055
2018,31,경복대학교,전문대학,사립,경기,A그룹,2,0,0,0,2,0,2,0,1,1,2,0,0,0,0,120,4,2,0,0,0,6470,0.3000000119209289,2,0,6470,0.3000000119209289,120,2,0,60.0
