YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCP,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_16A,BG3Y_MCS_17B,BG3Y_MCS_18C,BG3Y_BG3Y,VUC_SCP,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCP,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2018,110,대구경북과학기술원,대학,국립,대구,C그룹,52671,67467,120138,55955,69870,125825,41,27,204165,1,69,204165,28,16,44,18969,28,18997,17690,0,125825,1176,107.0,18997,125825,17.799999237060547,11833.0,719,7,75,82,11833.0,1176,10.100000381469728,171270082000,535798390,5800400,4341060,728040069,411614757,0,90364385,1775959061,185374143000,282000000,9600000,10000000,830682000,470000000,0,100000000,1702282000,1775959061,1176,1510169.3,1775959061,171270082000,1.0,1437247000,1524898785,1775959061,11.3,1176,709,467,95,105,465,511,2352,1,365543,616,342,65,339,90,1452,7308,4082,2135,6550,3837,23912,0,0,18,186,234,18,20,231,68,25,210,11390,1176,9.699999809265137,365543,1176,310.79998779296875,2,0,3,0,5,0,5,0,2,0,2,0,3,0,3,160,25,2,0,3,0,1176,3.700000047683716,2,3,1176,4.300000190734863,160,2,3,32.0
2018,111,대구공업대학교,전문대학,사립,대구,C그룹,61084,2159,63243,101897,3262,105159,0,0,8397,2,2,8397,56,0,56,2365,378,2743,2726,0,105159,1799,58.5,2743,105159,2.700000047683716,1864.0,250,4,22,26,1864.0,1799,1.0,19116101000,10999920,5974400,0,0,0,0,22023000,38997320,18120593000,13000000,5000000,1000000,0,0,0,20000000,39000000,38997320,1799,21677.2,38997320,19116101000,0.2,54717900,43155020,38997320,-15.4,1799,1799,0,55,122,52,7333,9361,27,20200,78,0,7,9,4,98,341,0,101,51,132,625,0,0,0,0,0,0,0,0,0,1,60,341,1799,0.2000000029802322,20200,1799,11.199999809265137,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,93,10,1,0,0,1,1799,0.800000011920929,1,0,1799,0.6000000238418579,93,1,1,46.5
2018,112,대구과학대학교,전문대학,사립,대구,A그룹,90621,3103,93724,143751,3591,147342,1,1,8949,1,3,8949,60,0,60,5234,1,5235,3790,0,147342,4257,34.599998474121094,5235,147342,3.700000047683716,6697.0,1218,5,58,63,6697.0,4257,1.600000023841858,44327488000,80330450,0,3838260,5595000,2235094,0,7000000,98998804,39523507000,73340000,0,6000000,5700000,2500000,0,7500000,95040000,98998804,4257,23255.5,98998804,44327488000,0.2,101649348,102765583,98998804,-1.3,4257,4257,0,138,248,117,0,4760,45,149957,1025,0,65,70,0,1160,7107,0,1052,3167,0,11326,0,0,10,72,3,5,0,0,0,30,1025,7107,4257,1.7000000476837158,149957,4257,35.20000076293945,2,0,0,0,2,0,2,0,1,1,2,0,0,0,0,133,5,2,0,0,0,4257,0.5,2,0,4257,0.5,133,2,0,66.5
2018,113,대구교육대학교,대학,국립,대구,C그룹,137014,12674,149688,289422,22948,312370,0,11,4254,0,11,4254,505,58,563,7851,1022,8873,4708,2379,312370,2674,116.8000030517578,8873,312370,2.900000095367432,8369.0,989,19,74,93,8369.0,2674,3.0999999046325684,33151599000,95019990,46705400,0,0,60204094,0,0,201929484,27760000000,79100000,44900000,0,0,56000000,0,0,180000000,201929484,2674,75515.9,201929484,33151599000,0.6,191070877,181407081,201929484,3.1,2674,1633,1041,90,181,99,2578,5622,13,234221,1387,255,89,68,48,1847,11635,1300,1452,886,1517,16790,0,0,1779,653,980,16,49,66,48,15,468,12935,2674,4.800000190734863,234221,2674,87.5999984741211,5,1,0,0,5,1,6,3,2,0,5,0,0,0,0,554,82,5,1,0,0,2674,2.200000047683716,5,0,2674,1.899999976158142,554,6,0,92.3000030517578
2018,114,대구대학교,대학,사립,경북,A그룹,517403,230948,748351,1163189,405294,1568483,8,14,29583,2,24,29583,601,68,669,19423,4598,24021,14507,29368,1568483,19568,80.19999694824219,24021,1568483,1.600000023841858,21502.0,2922,62,246,308,21502.0,19568,1.100000023841858,246315734000,418598000,43516748,6875750,774054903,166182648,0,27158325,1436386374,234287520000,359915000,88160000,8000000,760000000,70000000,0,0,1286075000,1436386374,19568,73404.9,1436386374,246315734000,0.6,1417580402,1504593776,1436386374,0.8,19568,17871,1697,641,807,360,2335,23711,95,720672,8781,807,396,204,577,10765,59771,8590,10989,6599,11107,97056,0,0,1310,1210,156,185,534,1388,829,21,454,68361,19568,3.5,720672,19568,36.79999923706055,10,1,12,4,22,5,27,3,6,1,10,0,12,0,12,855,71,10,1,12,4,19568,1.100000023841858,10,12,19568,1.100000023841858,855,11,16,31.700000762939453
2018,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2018,116,대구보건대학교,전문대학,사립,대구,A그룹,83913,17448,101361,203901,20954,224855,3,5,16763,1,9,16763,110,10,120,7061,748,7809,3198,0,224855,6772,33.20000076293945,7809,224855,3.5999999046325684,3918.0,925,9,31,40,3918.0,6772,0.6000000238418579,64744300000,129358760,19575120,467100,15228000,21185262,0,0,185814242,64853768000,112962000,20000000,0,15000000,20810000,0,0,168772000,185814242,6772,27438.6,185814242,64744300000,0.3,198917672,190095025,185814242,-3.3,6772,6772,0,177,534,156,2368,10007,37,166147,1989,0,127,93,62,2271,9171,0,1412,1006,1731,13320,0,0,0,0,5,0,0,6,0,45,1487,9171,6772,1.399999976158142,166147,6772,24.5,4,0,0,0,4,0,4,0,4,0,4,0,0,0,0,185,30,4,0,0,0,6772,0.6000000238418579,4,0,6772,0.6000000238418579,185,4,0,46.29999923706055
2018,117,대구사이버대학교,대학,사립,경북,C그룹,15512,0,15512,16080,0,16080,5,0,15512,0,5,15512,0,0,0,345,0,345,318,0,16080,4391,3.700000047683716,345,16080,2.200000047683716,0.0,0,3,0,3,0.0,4391,0.0,22031040000,5609140,0,0,29040000,0,0,0,34649140,19221787000,7500000,0,0,33000000,0,0,0,40500000,34649140,4391,7890.9,34649140,22031040000,0.2,34069000,34616700,34649140,0.9,4391,4285,106,26,119,51,305,4892,13,662,489,27,4,22,120,662,3105,339,15,95,1366,4920,0,0,0,0,0,0,0,0,0,0,0,3444,4391,0.800000011920929,662,4391,0.2000000029802322,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4391,0.4000000059604645,0,0,4391,0.0,0,2,0,0.0
2018,118,대구예술대학교,대학,사립,경북,C그룹,44943,1143,46086,110191,1919,112110,0,0,11174,0,0,11174,89,4,93,4648,0,4648,2150,0,112110,1344,83.4000015258789,4648,112110,4.300000190734863,527.0,97,3,36,39,527.0,1344,0.4000000059604645,22490115000,77037850,2562400,0,0,0,0,0,79600250,15708741000,71250000,3000000,0,0,0,0,0,74250000,79600250,1344,59226.4,79600250,22490115000,0.4,71175380,77249630,79600250,5.8,1344,1344,0,45,254,32,0,1675,24,14580,196,0,12,15,0,223,1522,0,106,201,0,1829,0,0,412,52,0,0,0,4,0,0,0,1522,1344,1.100000023841858,14580,1344,10.800000190734863,3,1,0,0,3,1,4,0,3,0,3,0,0,0,0,144,18,3,1,0,0,1344,2.799999952316284,3,0,1344,2.200000047683716,144,4,0,36.0
2018,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2018,120,대구한의대학교,대학,사립,경북,B그룹,254915,77692,332607,475741,120876,596617,7,13,31087,1,21,31087,285,27,312,17021,2643,19664,15955,0,596617,7105,84.0,19664,596617,3.400000095367432,8806.0,1032,19,77,96,8806.0,7105,1.2000000476837158,88121544000,161218084,15466860,5446320,170498352,47870384,0,9500000,410000000,80509607000,146100000,15500000,2500000,172000000,48000000,0,9500000,393600000,410000000,7105,57705.8,410000000,88121544000,0.5,379992415,405000000,410000000,3.9,7105,6745,360,262,228,142,489,8226,42,121080,2767,124,171,159,93,3314,23680,1127,3532,3023,1708,33070,0,0,4170,2780,71,27,4,77,42,40,1237,24807,7105,3.5,121080,7105,17.0,4,1,4,0,8,1,9,0,4,0,4,0,4,0,4,441,79,4,1,4,0,7105,1.100000023841858,4,4,7105,1.100000023841858,441,5,4,49.0
2018,121,대덕대학교,전문대학,사립,대전,C그룹,59690,882,60572,97835,1219,99054,3,4,22409,2,9,22409,119,4,123,6470,2992,9462,6851,0,99054,4084,24.299999237060547,9462,99054,10.600000381469728,1398.0,349,15,41,56,1398.0,4084,0.3000000119209289,41255147000,79252740,8813740,4068390,12351000,4000000,0,11400000,119885870,38687576000,76600000,10500000,1500000,11515000,4000000,0,11400000,115515000,119885870,4084,29355.0,119885870,41255147000,0.3,112998030,201937280,119885870,19.0,4084,4084,0,106,243,77,17,4527,133,121410,1027,0,82,78,15,1202,6552,0,3358,2113,143,12166,0,0,0,0,0,61,7,32,1,14,393,6552,4084,1.600000023841858,121410,4084,29.700000762939453,2,0,1,0,3,0,3,0,2,0,2,0,1,0,1,117,10,2,0,1,0,4084,0.699999988079071,2,1,4084,0.699999988079071,117,2,1,39.0
2018,122,대동대학교,전문대학,사립,부산,C그룹,46687,1081,47768,51340,1153,52493,2,4,10511,0,6,10511,81,5,86,3154,320,3474,3193,0,52493,1489,35.29999923706055,3474,52493,7.099999904632568,1010.0,273,2,38,40,1010.0,1489,0.699999988079071,25309549000,50995450,5997640,3993000,4181000,2214078,0,0,67381168,17442000000,41000000,6000000,4000000,4400000,2600000,0,0,58000000,67381168,1489,45252.6,67381168,25309549000,0.3,68846863,72367034,67381168,-0.9,1489,1489,0,46,139,51,370,2095,18,90925,718,0,36,23,1,778,4945,0,389,550,3,5887,0,0,25,0,0,0,0,1,0,10,544,4945,1489,3.299999952316284,90925,1489,61.09999847412109,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,104,13,1,0,0,1,1489,1.0,1,0,1489,0.699999988079071,104,1,1,52.0
2018,123,대림대학교,전문대학,사립,경기,A그룹,82112,23385,105497,134643,24659,159302,3,0,28490,2,5,28490,118,0,118,8636,14133,22769,17532,0,159302,6289,25.299999237060547,22769,159302,16.700000762939453,4105.0,924,22,234,256,4105.0,6289,0.699999988079071,64656950000,102495060,4480000,2424570,29789400,0,0,37396740,176585770,65533051000,115500000,6000000,3000000,32000000,0,0,17800000,174300000,176585770,6289,28078.5,176585770,64656950000,0.3,190499160,199691890,176585770,-3.4,6289,6289,0,166,443,97,1301,8296,86,223466,1254,0,128,40,97,1519,8508,0,2190,566,7626,18890,0,0,35,30,65,2,2,2,1,33,2097,8508,6289,1.399999976158142,223466,6289,35.5,2,0,1,0,3,0,3,0,2,0,2,0,1,0,1,242,21,2,0,1,0,6289,0.4000000059604645,2,1,6289,0.5,242,2,1,80.69999694824219
2018,124,대신대학교,대학,사립,경북,C그룹,78514,10212,88726,97079,10873,107952,2,0,2918,0,2,2918,114,5,119,937,937,1874,1638,0,107952,543,198.8000030517578,1874,107952,1.7999999523162842,2183.0,284,6,10,16,2183.0,543,4.0,6326654000,22503610,4022690,0,7528000,0,0,0,34054300,6200000000,21000000,4100000,0,7900000,0,0,3000000,36000000,34054300,543,62715.1,34054300,6326654000,0.5,34970080,33900717,34054300,-1.3,543,351,192,24,57,17,153,794,5,53132,90,115,17,18,17,257,1840,4086,831,143,1085,7985,0,0,812,546,2,34,0,31,0,3,29,5926,543,10.899999618530272,53132,543,97.8000030517578,2,0,0,0,2,0,2,0,1,1,2,0,0,0,0,88,12,2,0,0,0,543,3.700000047683716,2,0,543,3.700000047683716,88,2,0,44.0
2018,125,대원대학교,전문대학,사립,충북,C그룹,49364,3581,52945,77349,4077,81426,2,0,8674,2,4,8674,248,0,248,3169,335,3504,3249,0,81426,2608,31.200000762939453,3504,81426,4.5,1331.0,465,4,27,31,1331.0,2608,0.5,28357185000,47444720,5144120,3189920,9200000,0,0,10000000,74978760,27203231000,48000000,6000000,2000000,9000000,0,0,10000000,75000000,74978760,2608,28749.5,74978760,28357185000,0.3,74241960,73773940,74978760,0.5,2608,2608,0,90,147,50,0,2895,61,98362,887,0,38,43,0,968,8474,0,631,879,0,9984,0,0,254,112,0,0,0,54,0,22,641,8474,2608,3.200000047683716,98362,2608,37.70000076293945,1,0,1,1,2,1,3,0,1,0,1,0,1,0,1,161,6,1,0,1,1,2608,0.8999999761581421,1,1,2608,0.800000011920929,161,1,2,53.70000076293945
2018,126,대전가톨릭대학교,대학,사립,세종,C그룹,89238,35067,124305,105595,38222,143817,0,4,35186,0,4,35186,91,73,164,2179,1233,3412,1702,0,143817,102,1410.0,3412,143817,2.400000095367432,1900.0,168,7,18,25,1900.0,102,18.600000381469727,4276744000,25086680,16622100,131200,0,29144808,0,0,70984788,4127836000,21000000,18000000,1000000,1500000,20500000,0,0,62000000,70984788,102,695929.3,70984788,4276744000,1.7,62919445,70555203,70984788,6.4,102,61,41,11,25,42,269,449,1,434,65,48,27,7,32,179,3238,3540,621,56,460,7915,0,0,560,53,21,33,2,33,2,6,305,6778,102,66.5,434,102,4.300000190734863,2,1,0,0,2,1,3,1,1,0,2,0,0,0,0,96,6,2,1,0,0,102,27.5,2,0,102,19.600000381469727,96,3,0,32.0
2018,127,대전과학기술대학교,전문대학,사립,대전,B그룹,76383,98947,175330,169855,169696,339551,2,1,3127,4,7,3127,190,14,204,4007,1169,5176,2419,0,339551,4513,75.19999694824219,5176,339551,1.5,12477.0,1591,21,75,96,12477.0,4513,2.799999952316284,43557333000,47195620,28248911,3290850,12660000,2254254,0,35515700,129165335,46106796000,48500000,27000000,3500000,13000000,2300000,0,36200000,130500000,129165335,4513,28620.7,129165335,43557333000,0.3,138462671,126068575,129165335,-3.2,4513,4513,0,125,288,92,143,5161,81,340839,1472,0,83,65,98,1718,8852,0,1135,968,4931,15886,0,0,1735,54,37,1,80,4,0,0,0,8852,4513,2.0,340839,4513,75.5,4,1,0,0,4,1,5,2,2,0,4,0,0,0,0,55,6,4,1,0,0,4513,1.100000023841858,4,0,4513,0.8999999761581421,55,5,0,11.0
2018,128,대전대학교,대학,사립,대전,B그룹,369750,98795,468545,576946,143689,720635,7,13,72583,10,30,72583,436,28,464,59537,7718,67255,63147,0,720635,10261,70.19999694824219,67255,720635,10.300000190734863,15210.0,1769,24,146,170,15210.0,10261,1.5,135533075000,374248984,27932900,6756100,159463868,102096698,0,97100000,767598550,101548269000,300000000,25000000,20000000,125000000,75000000,0,100000000,645000000,767598550,10261,74807.4,767598550,135533075000,0.6,767357817,825328895,767598550,0.3,10261,9396,865,361,546,173,489,11830,57,1075224,4665,68,235,221,45,5234,94937,1516,5404,4389,6023,112269,0,0,4920,1476,1230,70,40,302,75,33,1044,96453,10261,9.399999618530272,1075224,10261,104.8000030517578,8,0,4,0,12,0,12,0,8,0,8,0,4,0,4,637,149,8,0,4,0,10261,1.100000023841858,8,4,10261,1.2000000476837158,637,8,4,53.09999847412109
2018,129,대전보건대학교,전문대학,사립,대전,A그룹,87052,10469,97521,151888,13345,165233,4,8,23603,1,13,23603,78,0,78,1580,2460,4040,2780,0,165233,5789,28.5,4040,165233,2.5,2988.0,792,13,46,59,2988.0,5789,0.5,68052337000,132756005,7075500,0,25000000,37846820,0,0,202678325,72037418000,108516500,7583500,0,19070000,36700000,0,0,171870000,202678325,5789,35010.9,202678325,68052337000,0.3,214811937,193632324,202678325,-2.6,5789,5789,0,154,284,84,0,6311,52,237779,1042,0,54,78,1,1175,5806,0,703,849,1910,9268,0,0,51,120,56,0,0,23,1,18,532,5806,5789,1.0,237779,5789,41.09999847412109,1,0,2,0,3,0,3,0,1,0,1,0,2,0,2,85,11,1,0,2,0,5789,0.4000000059604645,1,2,5789,0.5,85,1,2,28.299999237060547
2018,130,대전신학대학교,대학,사립,대전,C그룹,40248,9272,49520,65514,11660,77174,0,2,4338,0,2,4338,184,0,184,452,230,682,596,0,77174,237,325.6000061035156,682,77174,0.8999999761581421,1991.0,213,3,12,15,1991.0,237,8.399999618530273,3430115000,6561890,5376800,0,0,6168000,0,0,18106690,3255583000,5500000,2300000,400000,0,1800000,0,0,10000000,18106690,237,76399.5,18106690,3430115000,0.5,29993730,27999432,18106690,-21.0,237,145,92,9,31,11,95,383,1,19945,101,91,14,6,95,307,934,1671,288,253,1425,4571,0,0,45,60,34,1,4,4,4,2,25,2605,237,11.0,19945,237,84.19999694824219,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,125,3,1,1,0,0,237,7.599999904632568,1,0,237,4.199999809265137,125,2,0,62.5
2018,131,대진대학교,대학,사립,경기,B그룹,253992,93819,347811,505774,146495,652269,7,19,33411,7,33,33411,246,6,252,25074,7206,32280,21146,1265,652269,7973,81.80000305175781,32280,652269,5.199999809265137,13994.0,2348,20,57,77,13994.0,7973,1.7999999523162842,95976042000,222395000,11013250,4994030,158242120,106867457,0,46560713,550072570,92594594000,230000000,14620000,3000000,166100000,141170000,0,41500000,596390000,550072570,7973,68991.9,550072570,95976042000,0.6,477761435,539460760,550072570,7.4,7973,7635,338,272,231,190,190,8856,41,537907,3311,102,154,213,66,3846,23235,1275,3597,2892,9195,40194,0,0,18,97,431,73,23,190,18,24,546,24510,7973,3.0999999046325684,537907,7973,67.5,5,3,0,0,5,3,8,2,3,0,5,0,0,0,0,440,57,5,3,0,0,7973,0.8999999761581421,5,0,7973,0.6000000238418579,440,8,0,55.0
2018,132,대한신학대학원대학교,대학원대학,사립,경기,-,7405,1931,9336,13118,2699,15817,0,0,0,0,0,0,51,0,51,0,19,19,19,0,15817,290,54.5,19,15817,0.1000000014901161,204.0,42,3,2,5,204.0,290,0.699999988079071,1828844000,0,0,0,0,0,0,0,0,2691636000,0,0,0,0,0,0,0,0,0,290,0.0,0,1828844000,0.0,0,805500,0,0.0,290,0,290,10,53,9,20,382,5,585,5,25,9,1,2,42,25,92,54,5,9,185,0,0,0,0,0,0,0,0,0,0,0,117,290,0.4000000059604645,585,290,2.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,290,1.7000000476837158,0,0,290,0.0,0,0,1,0.0
2018,133,덕성여자대학교,대학,사립,서울,B그룹,367797,74009,441806,613686,127776,741462,13,22,13436,6,41,13436,785,94,879,11672,3095,14767,11657,2340,741462,6121,121.0999984741211,14767,741462,2.0,11122.0,1915,36,116,152,11122.0,6121,1.7999999523162842,76895707000,200511930,41914920,7253920,130270369,121050770,0,41535000,542536909,72261923000,184373025,41504793,8625072,160415082,100474499,0,43001529,538394000,542536909,6121,88635.3,542536909,76895707000,0.7,891318676,825934604,542536909,-20.8,6121,5747,374,195,295,121,455,7187,41,511591,5041,257,188,223,312,6021,63512,4500,4088,6549,13757,92406,0,0,269,497,394,113,214,387,308,28,331,68012,6121,11.100000381469728,511591,6121,83.5999984741211,6,0,7,1,13,1,14,0,5,1,6,0,7,0,7,526,72,6,0,7,1,6121,2.0,6,7,6121,2.0999999046325684,526,6,8,37.59999847412109
2018,134,동강대학교,전문대학,사립,광주,B그룹,106434,8590,115024,152627,10012,162639,1,0,13166,1,2,13166,146,1,147,3514,480,3994,3587,0,162639,3341,48.70000076293945,3994,162639,2.5,4242.0,1259,8,28,36,4242.0,3341,1.2999999523162842,27507722000,56832810,5019350,3312360,5715000,0,0,7215200,78094720,28088461000,58720000,5000000,3000000,5800000,0,0,7300000,79820000,78094720,3341,23374.7,78094720,27507722000,0.3,86942393,83321730,78094720,-5.2,3341,3341,0,98,206,61,19,3725,32,58645,815,0,29,33,2,879,5889,0,310,713,2406,9318,0,0,94,21,4,15,0,45,0,22,913,5889,3341,1.7999999523162842,58645,3341,17.600000381469727,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,107,19,1,1,0,0,3341,0.5,1,0,3341,0.3000000119209289,107,2,0,53.5
2018,135,동국대학교,대학,사립,서울,A그룹,769477,180265,949742,1141221,249550,1390771,26,35,59652,0,61,59652,870,403,1273,37495,9340,46835,38123,9344,1390771,17255,80.5999984741211,46835,1390771,3.5,23849.0,3023,52,108,160,23849.0,17255,1.399999976158142,342177093000,485832424,137993910,7984500,904926607,360883302,0,0,1897620743,334818937000,488000000,117000000,12000000,853998850,340573393,0,0,1811572243,1897620743,17255,109975.1,1897620743,342177093000,0.6,1776196403,2234591942,1897620743,5.4,17255,13701,3554,716,515,306,16194,34986,67,1721765,10298,2746,587,290,879,14800,96639,49374,6075,4276,27497,183861,0,0,19392,5567,1930,195,327,1047,334,64,988,146013,17255,8.5,1721765,17255,99.8000030517578,10,0,10,0,20,0,20,6,4,0,10,0,10,0,10,1040,224,10,0,10,0,17255,1.0,10,10,17255,1.2000000476837158,1040,10,10,52.0
2018,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,465907,42299,508206,731384,68771,800155,9,14,21098,0,23,21098,1025,99,1124,10140,3277,13417,12591,6080,800155,8392,95.3000030517578,13417,800155,1.7000000476837158,12744.0,1629,31,127,158,12744.0,8392,1.5,0,160500931,52187320,2565810,217984202,274431085,0,0,707669348,0,156700000,49820000,3300000,235000000,295000000,0,0,739820000,707669348,8392,84326.7,707669348,0,0.0,864609628,842048958,707669348,-9.3,8392,7685,707,387,1370,142,1638,11929,48,816267,3864,313,225,240,446,5088,53005,5814,7983,20808,6776,94386,0,0,64,0,229,171,60,433,25,23,390,58819,8392,7.0,816267,8392,97.3000030517578,2,0,11,0,13,0,13,0,2,0,2,0,11,0,11,543,73,2,0,11,0,8392,1.2999999523162842,2,11,8392,1.5,543,2,11,41.79999923706055
2018,137,동남보건대학교,전문대학,사립,경기,A그룹,71335,6626,77961,131750,7706,139456,0,4,14935,4,8,14935,45,0,45,5684,1000,6684,4313,0,139456,4826,28.89999961853028,6684,139456,5.0,5665.0,1044,10,58,68,5665.0,4826,1.2000000476837158,48569190000,81206230,3994400,0,0,23510243,0,59231121,167941994,49412541000,80000000,5000000,5000000,0,40000000,0,50000000,180000000,167941994,4826,34799.4,167941994,48569190000,0.3,132979086,199999716,167941994,17.2,4826,4826,0,131,286,62,1,5306,34,90346,500,0,33,18,1,552,2784,0,247,178,5,3214,0,0,33,12,14,0,0,1,0,0,0,2784,4826,0.6000000238418579,90346,4826,18.700000762939453,2,0,0,1,2,1,3,1,1,0,2,0,0,0,0,65,4,2,0,0,1,4826,0.5,2,0,4826,0.4000000059604645,65,2,1,21.700000762939453
2018,138,동덕여자대학교,대학,사립,서울,B그룹,183283,76544,259827,403695,100214,503909,9,27,62165,2,38,62165,299,242,541,17997,670,18667,11664,95565,503909,7110,70.9000015258789,18667,503909,3.799999952316284,8054.0,1540,27,199,226,8054.0,7110,1.100000023841858,91756634000,247354890,101991032,11157860,256384366,88675388,0,96039010,801602546,94076433000,151608000,100000000,12000000,255000000,88000000,0,95000000,701608000,801602546,7110,112743.0,801602546,91756634000,0.9,799424375,801606236,801602546,0.1,7110,6763,347,238,503,125,1385,9361,42,246910,3319,138,128,141,221,3947,24026,1639,2015,1827,12469,41976,0,0,7375,15800,206,118,62,239,104,30,703,25665,7110,3.5999999046325684,246910,7110,34.70000076293945,6,0,7,0,13,0,13,3,3,0,6,0,7,0,7,396,114,6,0,7,0,7110,1.600000023841858,6,7,7110,1.7999999523162842,396,6,7,30.5
2018,139,동명대학교,대학,사립,부산,B그룹,335305,40816,376121,444409,46885,491294,3,6,27171,0,9,27171,54,3,57,27191,10867,38058,28737,0,491294,8419,58.400001525878906,38058,491294,8.399999618530273,10884.0,1470,23,58,81,10884.0,8419,1.2999999523162842,112920454000,339145580,10981000,7334385,58553000,46411898,0,0,462425863,96392325000,324000000,8000000,6000000,62000000,48000000,0,0,448000000,462425863,8419,54926.5,462425863,112920454000,0.4,506499646,495317055,462425863,-4.4,8419,8157,262,281,220,159,257,9336,50,359252,3085,80,197,255,112,3729,17900,533,3958,4331,4354,31076,0,0,0,0,25,55,0,68,3,18,385,18433,8419,2.200000047683716,359252,8419,42.70000076293945,2,1,6,3,8,4,12,1,1,0,2,0,6,0,6,258,16,2,1,6,3,8419,1.100000023841858,2,6,8419,1.0,258,3,9,21.5
