Year,ID,SchName,SchType,FoundType,Region,UnivScale,Facility_LibAreaSqm,Facility_ReadSeat_TotSeats,Facility_Equip_StaffPCs,Facility_Equip_UserPCs,Facility_Equip_TotalPCs,AreaPerSt_Area,AreaPerSt_StCountCurr,AreaPerSt_AreaPerSt
2014,259,신안산대학교,전문대학,사립,경기,B그룹,3522,435,10,12,22,3522,4422,0.800000011920929
2014,260,신한대학교,대학,사립,경기,B그룹,5320,1337,11,33,44,5320,7070,0.800000011920929
2014,261,신흥대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0.0
2014,262,실천신학대학원대학교,대학원대학,사립,경기,-,117,25,1,1,2,117,89,1.2999999523162842
2014,263,아신대학교,대학,사립,경기,C그룹,2061,458,5,21,26,2061,1420,1.5
2014,264,아주대학교,대학,사립,경기,A그룹,15938,2694,58,115,173,15938,14295,1.100000023841858
2014,265,아주자동차대학교,전문대학,사립,충남,C그룹,412,183,4,6,10,412,957,0.4000000059604645
2014,266,안동과학대학교,전문대학,사립,경북,B그룹,7391,633,8,95,103,7391,2734,2.700000047683716
2014,267,안산대학교,전문대학,사립,경기,A그룹,4870,701,15,73,88,4870,4628,1.100000023841858
2014,268,안양대학교,대학,사립,경기,B그룹,4858,1100,23,54,77,4858,5957,0.800000011920929
2014,269,에스라성경대학원대학교,대학원대학,사립,경기,-,135,64,1,2,3,135,93,1.5
2014,270,여주대학교,전문대학,사립,경기,B그룹,7276,920,17,65,82,7276,6084,1.2000000476837158
2014,271,연성대학교,전문대학,사립,경기,A그룹,3638,558,13,84,97,3638,5919,0.6000000238418579
2014,272,연세대학교,대학,사립,서울,A그룹,70075,7198,199,978,1177,70075,31061,2.299999952316284
2014,273,연세대학교(미래),대학,사립,강원,B그룹,10486,1781,46,254,300,10486,8447,1.2000000476837158
2014,274,연암공과대학교,전문대학,사립,경남,C그룹,1533,337,2,18,20,1533,1445,1.100000023841858
2014,275,연암대학교,전문대학,사립,충남,C그룹,1829,230,6,22,28,1829,1143,1.600000023841858
2014,276,영남대학교,대학,사립,경북,A그룹,32068,4229,90,309,399,32068,26728,1.2000000476837158
2014,277,영남사이버대학교,대학,사립,경북,C그룹,50,0,2,3,5,50,879,0.1000000014901161
2014,278,영남신학대학교,대학,사립,경북,C그룹,3914,492,7,48,55,3914,819,4.800000190734863
2014,279,영남외국어대학,전문대학,사립,경북,C그룹,906,147,2,29,31,906,987,0.8999999761581421
2014,280,영남이공대학교,전문대학,사립,대구,A그룹,3851,474,6,66,72,3851,6256,0.6000000238418579
2014,281,영산대학교,대학,사립,경남,B그룹,8855,2386,31,195,226,8855,7522,1.2000000476837158
2014,282,영산선학대학교,대학,사립,전남,C그룹,416,28,3,2,5,416,43,9.699999809265137
2014,283,영진전문대학교,전문대학,사립,대구,A그룹,4027,995,17,87,104,4027,8139,0.5
2014,284,예명대학원대학교,대학원대학,사립,서울,-,284,50,1,2,3,284,61,4.699999809265137
2014,285,예수대학교,대학,사립,전북,C그룹,1076,250,5,16,21,1076,609,1.7999999523162842
2014,286,예원예술대학교,대학,사립,전북,C그룹,868,313,3,18,21,868,1148,0.800000011920929
2014,287,오산대학교,전문대학,사립,경기,A그룹,2685,473,9,65,74,2685,4953,0.5
2014,288,온석대학원대학교,대학원대학,사립,경기,-,199,27,1,3,4,199,281,0.699999988079071
2014,289,용인대학교,대학,사립,경기,B그룹,7642,807,24,161,185,7642,7341,1.0
2014,290,용인예술과학대학교,전문대학,사립,경기,B그룹,2419,460,6,141,147,2419,4255,0.6000000238418579
2014,291,우석대학교,대학,사립,전북,B그룹,13484,2223,17,121,138,13484,9170,1.5
2014,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0.0
2014,293,우송대학교,대학,사립,대전,A그룹,20454,1421,28,151,179,20454,9500,2.200000047683716
2014,294,우송정보대학,전문대학,사립,대전,B그룹,20454,1421,28,151,179,20454,4791,4.300000190734863
2014,295,울산과학기술원,대학,국립,울산,C그룹,10657,981,19,94,113,10657,3572,3.0
2014,296,울산과학대학교,전문대학,사립,울산,A그룹,4288,1482,15,44,59,4288,5026,0.8999999761581421
2014,297,울산대학교,대학,사립,울산,A그룹,22112,3788,55,135,190,22112,16242,1.399999976158142
2014,298,웅지세무대학교,전문대학,사립,경기,C그룹,1647,0,0,0,0,1647,1780,0.8999999761581421
2014,299,원광대학교,대학,사립,전북,A그룹,18603,2594,62,148,210,18603,18630,1.0
2014,300,원광보건대학교,전문대학,사립,전북,B그룹,2565,850,8,3,11,2565,4758,0.5
2014,301,원불교대학원대학교,대학원대학,사립,전북,-,379,42,1,2,3,379,57,6.599999904632568
2014,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,481,100,5,4,9,481,348,1.399999976158142
2014,303,위덕대학교,대학,사립,경북,C그룹,9437,880,11,37,48,9437,3589,2.5999999046325684
2014,304,유원대학교,대학,사립,충북,C그룹,1622,422,5,32,37,1622,3799,0.4000000059604645
2014,305,유한대학교,전문대학,사립,경기,A그룹,3709,679,14,76,90,3709,5263,0.699999988079071
2014,306,육군사관학교,기타,기타,서울,-,6600,438,22,26,48,6600,1001,6.599999904632568
2014,307,을지대학교,대학,사립,대전,B그룹,5605,1575,13,90,103,5605,5472,1.0
2014,308,이화여자대학교,대학,사립,서울,A그룹,22557,3937,100,311,411,22557,22268,1.0
2014,309,인덕대학교,전문대학,사립,서울,A그룹,4164,816,13,20,33,4164,6372,0.699999988079071
2014,310,인제대학교,대학,사립,경남,B그룹,15252,2136,40,229,269,15252,11808,1.2999999523162842
2014,311,인제대학원대학교,대학원대학,사립,서울,-,74,30,1,0,1,74,81,0.8999999761581421
2014,312,인천가톨릭대학교,대학,사립,인천,C그룹,3260,229,6,21,27,3260,888,3.700000047683716
2014,313,인천대학교,대학,국립,인천,A그룹,11943,2302,37,247,284,11943,14743,0.800000011920929
2014,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0.0
2014,315,인하공업전문대학,전문대학,사립,인천,A그룹,1440,330,8,27,35,1440,6996,0.2000000029802322
2014,316,인하대학교,대학,사립,인천,A그룹,27115,3786,82,430,512,27115,21628,1.2999999523162842
2014,317,장로회신학대학교,대학,사립,서울,C그룹,3500,376,22,31,53,3500,2264,1.5
2014,318,장안대학교,전문대학,사립,경기,B그룹,5573,1197,9,24,33,5573,6712,0.800000011920929
2014,319,재능대학교,전문대학,사립,인천,B그룹,1206,87,4,85,89,1206,3656,0.3000000119209289
2014,320,전남과학대학교,전문대학,사립,전남,B그룹,2213,828,9,53,62,2213,3888,0.6000000238418579
2014,321,전남대학교,대학,국립,광주,A그룹,32795,5219,70,214,284,32795,26208,1.2999999523162842
2014,322,전남도립대학교,전문대학,공립,전남,C그룹,2709,435,9,36,45,2709,1538,1.7999999523162842
2014,323,전북과학대학교,전문대학,사립,전북,C그룹,1237,306,1,12,13,1237,1605,0.800000011920929
2014,324,전북대학교,대학,국립,전북,A그룹,26838,3910,70,263,333,26838,23596,1.100000023841858
2014,325,전주교육대학교,대학,국립,전북,C그룹,4731,760,18,58,76,4731,1570,3.0
2014,326,전주기전대학,전문대학,사립,전북,C그룹,598,193,2,2,4,598,1787,0.3000000119209289
2014,327,전주대학교,대학,사립,전북,A그룹,10997,1674,27,171,198,10997,13219,0.800000011920929
2014,328,전주비전대학교,전문대학,사립,전북,B그룹,1775,182,6,28,34,1775,3346,0.5
2014,329,제네바신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0.0
2014,330,제주관광대학교,전문대학,사립,제주,C그룹,1274,287,3,8,11,1274,2300,0.6000000238418579
2014,331,제주국제대학교,대학,사립,제주,C그룹,1504,186,4,21,25,1504,1017,1.5
2014,332,제주대학교,대학,국립,제주,A그룹,14621,2773,60,118,178,14621,12417,1.2000000476837158
2014,333,제주한라대학교,전문대학,사립,제주,A그룹,1790,830,6,23,29,1790,5386,0.3000000119209289
2014,334,조선간호대학교,전문대학,사립,광주,C그룹,689,290,2,10,12,689,833,0.800000011920929
2014,335,조선대학교,대학,사립,광주,A그룹,21344,3375,95,267,362,21344,23880,0.8999999761581421
2014,336,조선이공대학교,전문대학,사립,광주,B그룹,981,310,4,32,36,981,3614,0.3000000119209289
2014,337,주안대학원대학교,대학원대학,사립,인천,-,367,76,2,10,12,367,37,9.899999618530272
2014,338,중부대학교,대학,사립,충남,B그룹,3402,679,15,59,74,3402,10364,0.3000000119209289
2014,339,중앙대학교,대학,사립,서울,A그룹,33174,5522,75,343,418,33174,28933,1.100000023841858
2014,340,중앙승가대학교,대학,사립,경기,C그룹,4264,342,7,57,64,4264,302,14.100000381469728
2014,341,중원대학교,대학,사립,충북,C그룹,3470,576,4,17,21,3470,2923,1.2000000476837158
2014,342,진주교육대학교,대학,국립,경남,C그룹,3425,901,12,54,66,3425,1836,1.899999976158142
2014,343,진주보건대학교,전문대학,사립,경남,B그룹,3319,1064,6,92,98,3319,2816,1.2000000476837158
2014,344,차의과학대학교,대학,사립,경기,C그룹,2958,918,6,28,34,2958,2126,1.399999976158142
2014,345,창신대학교,대학,사립,경남,C그룹,7387,731,10,61,71,7387,1144,6.5
2014,346,창원문성대학교,전문대학,사립,경남,C그룹,3108,702,8,46,54,3108,4491,0.699999988079071
2014,347,청강문화산업대학교,전문대학,사립,경기,B그룹,2370,476,11,28,39,2370,3599,0.699999988079071
2014,348,청암대학교,전문대학,사립,전남,B그룹,1504,420,4,8,12,1504,3026,0.5
2014,349,청운대학교,대학,사립,충남,B그룹,9896,1076,39,100,139,9896,6713,1.5
2014,350,청주교육대학교,대학,국립,충북,C그룹,3287,974,11,97,108,3287,1718,1.899999976158142
2014,351,청주대학교,대학,사립,충북,A그룹,16437,2714,25,225,250,16437,13314,1.2000000476837158
2014,352,초당대학교,대학,사립,전남,C그룹,8654,820,10,60,70,8654,3888,2.200000047683716
2014,353,총신대학교,대학,사립,서울,C그룹,8869,1749,19,126,145,8869,3868,2.299999952316284
2014,354,추계예술대학교,대학,사립,서울,C그룹,899,125,8,12,20,899,1362,0.699999988079071
2014,355,춘천교육대학교,대학,국립,강원,C그룹,4567,684,7,40,47,4567,2002,2.299999952316284
2014,356,춘해보건대학교,전문대학,사립,울산,B그룹,866,485,3,14,17,866,2709,0.3000000119209289
2014,357,충남대학교,대학,국립,대전,A그룹,26038,4278,90,112,202,26038,24120,1.100000023841858
2014,358,충남도립대학교,전문대학,공립,충남,C그룹,790,150,3,30,33,790,1155,0.699999988079071
2014,359,충북대학교,대학,국립,충북,A그룹,20156,2990,74,201,275,20156,18334,1.100000023841858
2014,360,충북도립대학교,전문대학,공립,충북,C그룹,583,157,4,3,7,583,1001,0.6000000238418579
2014,361,충북보건과학대학교,전문대학,사립,충북,B그룹,1725,323,4,5,9,1725,2822,0.6000000238418579
2014,362,충청대학교,전문대학,사립,충북,B그룹,5744,583,9,38,47,5744,5390,1.100000023841858
2014,363,치유상담대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0.0
2014,364,칼빈대학교,대학,사립,경기,C그룹,830,214,4,9,13,830,699,1.2000000476837158
2014,365,탐라대학교,대학,사립,제주,C그룹,0,0,0,0,0,0,0,0.0
2014,366,평택대학교,대학,사립,경기,C그룹,3883,584,18,70,88,3883,4660,0.800000011920929
2014,367,포항공과대학교,대학,사립,경북,C그룹,22241,1303,19,78,97,22241,3123,7.099999904632568
2014,368,포항대학교,전문대학,사립,경북,C그룹,1446,126,5,2,7,1446,2624,0.6000000238418579
2014,369,한경국립대학교,대학,국립,경기,B그룹,6978,1467,27,82,109,6978,6978,1.0
2014,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,829,45,11,22,33,829,618,1.2999999523162842
2014,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,606,121,1,13,14,606,340,1.7999999523162842
2014,372,한국공학대학교,대학,사립,경기,B그룹,3495,874,18,85,103,3495,7599,0.5
2014,373,한국과학기술원,대학,국립,대전,A그룹,19426,1471,64,60,124,19426,10416,1.899999976158142
2014,374,한국관광대학교,전문대학,사립,경기,C그룹,1806,459,7,35,42,1806,2175,0.800000011920929
2014,375,한국교원대학교,대학,국립,충북,B그룹,8964,1070,33,55,88,8964,5679,1.600000023841858
2014,376,한국국제대학교,대학,사립,경남,C그룹,2383,368,5,10,15,2383,4075,0.6000000238418579
2014,377,한국기술교육대학교,대학,사립,충남,C그룹,9920,1293,15,111,126,9920,5063,2.0
2014,378,한국농수산대학교,전문대학,국립,전북,C그룹,627,116,6,3,9,627,1095,0.6000000238418579
2014,379,한국방송통신대학교,대학,국립,서울,A그룹,16845,3901,124,399,523,16845,145221,0.1000000014901161
2014,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,0,0,0,0,0,0,0,0.0
2014,381,한국상담대학원대학교,대학원대학,사립,서울,-,369,62,1,7,8,369,115,3.200000047683716
2014,382,한국성서대학교,대학,사립,서울,C그룹,1468,318,5,32,37,1468,1380,1.100000023841858
2014,383,한국승강기대학교,전문대학,사립,경남,C그룹,570,178,3,9,12,570,481,1.2000000476837158
2014,384,한국에너지공과대학교,대학,국립,전남,C그룹,0,0,0,0,0,0,0,0.0
2014,385,한국열린사이버대학교,대학,사립,서울,B그룹,13,0,0,0,0,13,2179,0.0
2014,386,한국영상대학교,전문대학,사립,세종,B그룹,3110,263,2,31,33,3110,3759,0.800000011920929
2014,387,한국예술종합학교,대학,국립,서울,C그룹,5564,353,35,102,137,5564,2824,2.0
2014,388,한국외국어대학교,대학,사립,서울,A그룹,17181,5193,56,180,236,17181,19312,0.8999999761581421
2014,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,150,62,1,6,7,150,110,1.399999976158142
2014,390,한국전통문화대학교,대학,국립,충남,C그룹,4182,314,15,31,46,4182,651,6.400000095367432
2014,391,한국정보통신대학교,대학,사립,대전,C그룹,0,0,0,0,0,0,0,0.0
2014,392,한국철도대학,전문대학,국립,경기,C그룹,0,0,0,0,0,0,0,0.0
2014,393,한국체육대학교,대학,국립,서울,C그룹,2192,325,11,16,27,2192,3099,0.699999988079071
2014,394,한국침례신학대학교,대학,사립,대전,C그룹,4087,738,16,20,36,4087,2450,1.7000000476837158
2014,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,100,26,3,3,6,100,620,0.2000000029802322
2014,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,396,90,2,11,13,396,1524,0.3000000119209289
2014,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,328,130,2,0,2,328,979,0.3000000119209289
2014,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,0,0,0,0,0,0,0,0.0
2014,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,0,0,0,0,0,0,0,0.0
2014,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,495,83,1,0,1,495,2332,0.2000000029802322
2014,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0.0
2014,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,128,18,3,4,7,128,68,1.899999976158142
2014,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,0,0,0,0,0,0,0,0.0
2014,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,308,56,3,2,5,308,401,0.800000011920929
2014,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,264,90,2,0,2,264,955,0.3000000119209289
2014,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,403,182,1,0,1,403,529,0.800000011920929
2014,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,173,60,1,6,7,173,782,0.2000000029802322
2014,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,348,91,1,0,1,348,247,1.399999976158142
2014,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,7101,180,1,6,7,7101,813,8.699999809265137
2014,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,0,0,0,0,0,0,0,0.0
2014,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,70,21,1,0,1,70,61,1.100000023841858
2014,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,250,55,1,1,2,250,300,0.800000011920929
2014,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,325,103,1,0,1,325,602,0.5
2014,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,209,90,1,3,4,209,627,0.3000000119209289
2014,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,239,56,2,5,7,239,1097,0.2000000029802322
2014,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,518,102,1,0,1,518,413,1.2999999523162842
2014,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,33,16,1,0,1,33,33,1.0
2014,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0.0
2014,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,305,126,2,2,4,305,1017,0.3000000119209289
2014,420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,0,66,1,4,5,0,925,0.0
2014,421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0.0
2014,422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,1720,236,2,20,22,1720,1572,1.100000023841858
2014,423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0.0
2014,424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,536,87,1,1,2,536,354,1.5
2014,425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,1061,78,2,12,14,1061,662,1.600000023841858
2014,426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,375,110,1,1,2,375,510,0.699999988079071
2014,427,한국학대학원,대학원대학,국립,경기,-,0,0,0,0,0,0,0,0.0
2014,428,한국항공대학교,대학,사립,경기,C그룹,5416,954,26,67,93,5416,5030,1.100000023841858
2014,429,한남대학교,대학,사립,대전,A그룹,9507,3191,53,327,380,9507,14190,0.699999988079071
2014,430,한동대학교,대학,사립,경북,C그룹,4787,1208,8,36,44,4787,4343,1.100000023841858
2014,431,한라대학교,대학,사립,강원,C그룹,3809,689,9,28,37,3809,4195,0.8999999761581421
2014,432,한려대학교,대학,사립,전남,C그룹,2376,500,2,6,8,2376,658,3.5999999046325684
2014,433,한림국제대학원대학교,대학원대학,사립,서울,-,113,12,1,1,2,113,248,0.5
2014,434,한림대학교,대학,사립,강원,B그룹,18026,2217,42,156,198,18026,9659,1.899999976158142
2014,435,한림성심대학교,전문대학,사립,강원,B그룹,3217,430,8,70,78,3217,3355,1.0
2014,436,한민학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0.0
2014,437,한반도국제대학원대학교,대학원대학,사립,서울,-,1281,14,2,2,4,1281,48,26.700000762939453
2014,438,한북대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,0,0.0
2014,439,한서대학교,대학,사립,충남,B그룹,9198,1427,14,61,75,9198,8710,1.100000023841858
2014,440,한성대학교,대학,사립,서울,B그룹,11892,1341,42,64,106,11892,8041,1.5
2014,441,한세대학교,대학,사립,경기,C그룹,3000,626,12,60,72,3000,3690,0.800000011920929
2014,442,한신대학교,대학,사립,경기,B그룹,9738,1493,36,106,142,9738,6075,1.600000023841858
2014,443,한양대학교,대학,사립,서울,A그룹,25699,3916,69,243,312,25699,22412,1.100000023841858
2014,444,한양대학교(ERICA),대학,사립,경기,A그룹,12541,2344,65,189,254,12541,10686,1.2000000476837158
2014,445,한양여자대학교,전문대학,사립,서울,A그룹,5049,823,19,71,90,5049,6779,0.699999988079071
2014,446,한영대학교,전문대학,사립,전남,C그룹,315,96,1,1,2,315,1305,0.2000000029802322
2014,447,한일장신대학교,대학,사립,전북,C그룹,2399,330,7,45,52,2399,1200,2.0
2014,448,한중대학교,대학,사립,강원,C그룹,4420,570,4,5,9,4420,1643,2.700000047683716
2014,449,합동신학대학원대학교,대학원대학,사립,경기,-,1699,160,5,22,27,1699,330,5.099999904632568
2014,450,해군사관학교,기타,기타,경남,-,5497,356,16,23,39,5497,550,10.0
2014,451,협성대학교,대학,사립,경기,C그룹,4185,713,15,100,115,4185,5223,0.800000011920929
2014,452,혜전대학교,전문대학,사립,충남,B그룹,1657,432,7,16,23,1657,3191,0.5
2014,453,호남대학교,대학,사립,광주,B그룹,11424,1736,20,62,82,11424,8111,1.399999976158142
2014,454,호남신학대학교,대학,사립,광주,C그룹,3236,800,6,18,24,3236,1076,3.0
2014,455,호산대학교,전문대학,사립,경북,C그룹,1245,320,3,22,25,1245,2535,0.5
2014,456,호서대학교,대학,사립,충남,A그룹,8865,1347,42,236,278,8865,14400,0.6000000238418579
2014,457,호원대학교,대학,사립,전북,B그룹,7037,898,12,63,75,7037,5400,1.2999999523162842
2014,458,홍익대학교,대학,사립,서울,A그룹,21328,4485,80,240,320,21328,22413,1.0
2014,459,화성의과학대학교,대학,사립,경기,C그룹,729,84,2,1,3,729,868,0.800000011920929
2014,460,화신사이버대학교,대학,사립,부산,C그룹,0,0,0,0,0,0,1032,0.0
2014,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,647,273,4,25,29,647,449,1.399999976158142
