ID,SNM,STYP,FND,RGN,USC,SCR_EST,RK_EST,YR,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
1,ICT폴리텍대학,전문대학,사립,경기,C그룹,53.216922530520854,48,2016,0.699999988079071,3000000,9488814000,27.799999237060547,8652,8506.5,0.0,1,216,80,6439224000,0.0,0.1000000014901161,37,24,2.5999999046325684,2645530,6439224000,0.3000000119209289,95
2,가야대학교,대학,사립,경남,C그룹,51.55375997020361,236,2016,1.399999976158142,152021000,36980817000,63.09999847412109,171421,55931.3,5.300000190734863,38,3826,823,30221431000,1.100000023841858,2.5999999046325684,12060,784,1.0,152021200,30221431000,39.0,106128
3,가천대학교,대학,사립,경기,A그룹,50.31735865165125,376,2016,0.6000000238418579,2170000000,317165063000,46.5,964053,102662.8,35.900001525878906,148,12577,3230,262156472000,0.699999988079071,3.400000095367432,92692,9801,1.0,2128918131,262156472000,48.70000076293945,1009805
4,가톨릭관동대학교,대학,사립,강원,B그룹,51.12017270629153,301,2016,0.8999999761581421,869195000,117479905000,71.30000305175781,665294,84393.9,25.5,102,8149,1343,120432176000,0.6000000238418579,2.5999999046325684,28049,2872,1.100000023841858,787563768,120432176000,52.5,489753
5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,51.21976076702237,285,2016,3.200000047683716,93000000,9714599000,96.8000030517578,51858,173507.5,29.0,29,1727,246,9999387000,1.899999976158142,7.099999904632568,4460,437,1.899999976158142,93000000,9999387000,80.0,42858
6,가톨릭대학교,대학,사립,경기,A그룹,53.317801220913346,7,2016,1.600000023841858,4206127000,214622649000,96.5999984741211,1051523,372118.6,18.299999237060547,267,17684,3190,206460558000,1.899999976158142,11.600000381469728,177810,11496,2.400000095367432,4049022188,206460558000,130.8000030517578,1423404
7,가톨릭상지대학교,전문대학,사립,경북,C그룹,51.02971610624676,306,2016,1.7000000476837158,60098000,18509144000,49.79999923706055,98266,29931.4,39.79999923706055,47,3339,444,14646743000,1.5,3.400000095367432,8222,902,1.600000023841858,59114506,14646743000,63.79999923706055,125952
8,감리교신학대학교,대학,사립,서울,C그룹,51.302406895706355,271,2016,1.600000023841858,200000000,16951274000,86.30000305175781,136013,120544.6,22.299999237060547,41,2542,377,19254216000,1.899999976158142,22.700000762939453,42062,1674,1.7999999523162842,189978223,19254216000,1.100000023841858,1732
9,강남대학교,대학,사립,경기,B그룹,50.849479703237584,324,2016,0.699999988079071,553126000,88821093000,66.0999984741211,484225,62563.4,6.599999904632568,79,5233,961,89591330000,1.2000000476837158,3.5,29511,1196,1.100000023841858,458276546,89591330000,33.099998474121094,242609
10,강동대학교,전문대학,사립,충북,B그룹,52.857183434231935,107,2016,0.3000000119209289,150000000,37482085000,16.200000762939453,65391,27186.9,0.0,12,1055,420,39018283000,0.2000000029802322,0.2000000029802322,2737,338,0.4000000059604645,109481456,39018283000,11.800000190734863,47587
11,강릉영동대학교,전문대학,사립,강원,B그룹,52.63938417648477,123,2016,0.800000011920929,86200000,32985998000,21.5,64699,28508.8,6.0,69,2521,600,32756312000,0.3000000119209289,1.5,5540,959,0.5,85754364,32756312000,0.0,0
12,강서대학교,대학,사립,서울,C그룹,52.35589465343122,152,2016,0.5,101000000,18193673000,63.09999847412109,101220,58852.1,24.5,16,821,142,21083052000,0.6000000238418579,2.700000047683716,5503,802,1.100000023841858,94398701,21083052000,6.300000190734863,10025
13,강원관광대학교,전문대학,사립,강원,C그룹,52.0110027436644,198,2016,0.800000011920929,42100000,12082374000,30.0,40476,26320.1,29.0,23,1092,228,13273556000,0.699999988079071,1.5,2106,310,0.699999988079071,35558410,13273556000,38.79999923706055,52450
14,강원대학교,대학,국립,강원,A그룹,47.591094150224826,443,2016,1.100000023841858,1565747000,217570929000,69.9000015258789,1673224,152908.1,72.5,405,25223,3456,263574332000,1.100000023841858,3.900000095367432,123190,14615,1.2000000476837158,3661689690,263574332000,49.70000076293945,1189538
15,강원도립대학교,전문대학,공립,강원,C그룹,52.344447960124235,156,2016,1.899999976158142,33000000,12240753000,62.09999847412109,55542,64122.0,65.0,12,1735,165,13436269000,1.100000023841858,2.5999999046325684,3464,233,1.100000023841858,57325070,13436269000,1.100000023841858,1007
16,개신대학원대학교,대학원대학,사립,서울,-,48.650024046470875,430,2016,1.600000023841858,10000000,2760070000,172.60000610351562,23132,21987.7,7.0,9,221,38,2212934000,7.5,7.5,1265,414,7.5,2946358,2212934000,73.69999694824219,9880
17,거제대학교,전문대학,사립,경남,C그룹,52.19432535919456,178,2016,0.8999999761581421,58450000,15278157000,40.70000076293945,63805,37156.7,13.0,22,1464,277,16489511000,1.2999999523162842,1.7000000476837158,4260,574,1.100000023841858,58187379,16489511000,31.799999237060547,49834
18,건국대학교,대학,사립,서울,A그룹,45.771970539097374,460,2016,1.2999999523162842,2800000000,422331595000,65.0,1293879,140689.4,30.89999961853028,316,25077,4706,435786267000,1.399999976158142,9.399999618530272,221258,18278,1.5,2800000000,435786267000,142.3000030517578,2832398
19,건국대학교(글로컬),대학,사립,충북,B그룹,49.820538886874125,391,2016,0.800000011920929,1000000000,0,63.59999847412109,556828,102727.9,20.299999237060547,153,6627,1287,0,0.699999988079071,7.300000190734863,111947,6284,1.2000000476837158,899999485,0,46.79999923706055,409812
20,건동대학교,대학,사립,경북,C그룹,53.24098935071605,8,2016,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0
21,건신대학원대학교,대학원대학,사립,대전,-,51.2910503615109,273,2016,3.0,26800000,1413559000,139.5,20652,116991.1,9.0,8,446,60,1389601000,0.0,6.400000095367432,1163,107,3.400000095367432,17314690,1389601000,14.300000190734863,2113
22,건양대학교,대학,사립,충남,B그룹,48.95592822050167,411,2016,1.2000000476837158,615000000,135551381000,46.29999923706055,398115,65955.9,67.0,197,9895,1696,124972183000,0.8999999761581421,11.100000381469728,103004,7201,1.2000000476837158,566758904,124972183000,88.5,760777
23,경기과학기술대학교,전문대학,사립,경기,A그룹,51.69810703324927,223,2016,0.699999988079071,149283000,42149121000,16.5,74171,31815.0,24.799999237060547,95,3118,679,44661615000,0.699999988079071,1.5,11128,1673,0.800000011920929,142626820,44661615000,85.5,383105
24,경기대학교,대학,사립,경기,A그룹,49.16679999605504,408,2016,0.800000011920929,902800000,191877107000,74.80000305175781,1224457,81626.4,40.70000076293945,253,13909,2385,191880957000,0.8999999761581421,6.400000095367432,144154,13166,1.0,1336795566,191880957000,46.900001525878906,767833
25,경남대학교,대학,사립,경남,A그룹,51.28301701232352,274,2016,0.8999999761581421,1028000000,133688575000,58.59999847412109,789801,76358.1,20.600000381469727,125,11894,2399,147802551000,0.5,2.799999952316284,73439,6462,1.100000023841858,1029994658,147802551000,42.79999923706055,577893
26,경남도립거창대학,전문대학,공립,경남,C그룹,52.88039935045536,103,2016,0.8999999761581421,25300000,9319139000,45.29999923706055,40269,30277.8,14.0,19,823,180,8155740000,1.100000023841858,2.200000047683716,3515,364,1.7000000476837158,26916920,8155740000,10.600000381469728,9430
27,경남도립남해대학,전문대학,공립,경남,C그룹,51.01176057745311,307,2016,0.8999999761581421,25000000,8354421000,43.70000076293945,37057,29206.2,10.0,27,759,152,7951568000,1.2000000476837158,5.5,5980,639,1.7999999523162842,24766850,7951568000,33.900001525878906,28747
28,경남정보대학교,전문대학,사립,부산,A그룹,52.036901421945316,194,2016,1.100000023841858,170000000,64381550000,27.799999237060547,190192,26976.9,23.0,113,7791,1103,83157517000,0.3000000119209289,0.6000000238418579,7694,1250,0.4000000059604645,184872360,83157517000,28.5,195391
29,경동대학교,대학,사립,강원,B그룹,52.24163731196397,166,2016,1.2999999523162842,412994000,97452477000,27.5,198749,43585.0,19.299999237060547,88,9194,1444,101400408000,0.699999988079071,2.0999999046325684,16618,963,0.8999999761581421,315555401,101400408000,13.399999618530272,96722
30,경민대학교,전문대학,사립,경기,B그룹,52.5675461208023,131,2016,0.3000000119209289,161000000,51360262000,28.0,130349,33256.5,12.300000190734863,28,1596,195,50673031000,0.6000000238418579,2.200000047683716,20145,2126,0.800000011920929,155008636,50673031000,12.5,58210
31,경복대학교,전문대학,사립,경기,A그룹,51.836519135014186,210,2016,0.5,142500000,77637132000,10.699999809265137,67639,21848.1,29.5,112,3120,900,82912781000,0.3000000119209289,3.0999999046325684,21581,2007,0.3000000119209289,138735168,82912781000,3.200000047683716,20095
32,경북과학대학교,전문대학,사립,경북,C그룹,52.73079266735557,114,2016,0.5,37822000,30286682000,43.70000076293945,83095,25026.3,4.0,22,1014,246,32859913000,0.5,0.1000000014901161,326,65,0.5,47600000,32859913000,3.900000095367432,7456
33,경북대학교,대학,국립,대구,A그룹,50.33506774197563,374,2016,1.2000000476837158,5165000000,311604081000,104.8000030517578,3176094,170046.2,71.4000015258789,650,35961,5414,319675298000,1.7000000476837158,7.0,269788,25752,1.7999999523162842,5151721000,319675298000,32.599998474121094,988361
34,경북보건대학교,전문대학,사립,경북,C그룹,51.843648224044614,209,2016,0.6000000238418579,43000000,12517299000,32.099998474121094,41741,34764.3,28.0,23,726,252,13179935000,0.800000011920929,3.299999952316284,5867,718,0.800000011920929,45193571,13179935000,0.0,0
35,경북외국어대학교,대학,사립,대구,C그룹,53.24098935071605,8,2016,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0
36,경북전문대학교,전문대학,사립,경북,B그룹,51.61082913180206,232,2016,1.2999999523162842,62100000,30593834000,59.0,151170,20569.4,36.5,16,3282,314,30903322000,0.4000000059604645,1.2000000476837158,4621,712,0.699999988079071,52698750,30903322000,34.20000076293945,87504
37,경상국립대학교,대학,국립,경남,A그룹,48.125898192350874,440,2016,1.5,2756820000,221536290000,75.9000015258789,1735902,147419.9,53.09999847412109,375,34984,3674,262224153000,1.399999976158142,4.599999904632568,167710,17136,1.600000023841858,3371050395,262224153000,53.29999923706055,1218262
38,경성대학교,대학,사립,부산,A그룹,49.75525524608176,392,2016,0.8999999761581421,1093317000,135606676000,67.5999984741211,910678,88107.6,41.20000076293945,161,11670,1696,168772414000,0.8999999761581421,4.099999904632568,104726,10698,1.100000023841858,1186633585,168772414000,53.900001525878906,725887
39,경안대학원대학교,대학원대학,사립,경북,-,52.496084422370444,135,2016,1.600000023841858,1000000,422378000,110.6999969482422,8080,10737.0,0.0,2,118,33,426448000,0.0,0.8999999761581421,74,28,11.0,783800,426448000,1.0,70
40,경운대학교,대학,사립,경북,C그룹,52.118801264477774,187,2016,1.2000000476837158,270667000,55654774000,55.5,281388,53128.2,7.800000190734863,149,6012,1180,57079606000,0.6000000238418579,1.399999976158142,8274,1605,1.0,269147677,57079606000,29.0,147000
