YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_19A,BG3Y_MCS_20B,BG3Y_MCS_21C,BG3Y_BG3Y,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_OEU_EDC,UE_OEU_EP,UE_REU_EDC,UE_REU_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_OE_PTH,SES_OE_PTC,SES_REL_PTH,SES_REL_PTC,SES_OE2_PTH,SES_OE2_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCC,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2021,36,경북전문대학교,전문대학,사립,경북,B그룹,93071,10099,103170,124972,12567,137539,1,1,9309,0,2,9309,129,2,131,6693,395,7088,3143,0,137539,2853,48.20000076293945,7088,137539,5.400000095367432,1728.300048828125,434,9,1728.300048828125,0,0,11526398036,23943590,1002000,1055000,0,0,0,0,26000590,12517939000,25000000,3000000,0,0,0,0,0,28000000,26000590,783,33206.4,26000590,11526398036,.2,22185770,21173090,26000590,9.1,6665,6665,0,181,406,129,40,7421,6030,6030,0,605,426,122,53,7236,0,9498,606,0,58,49,20,733,4352,0,486,538,206,5582,0,0,8,13,166,1,1,8,0,38,1138,0,0,4352,6665,.699999988079071,9498,6665,1.399999976158142,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,8,1,0,0,0,1845,.5,1,0,1845,.5,30,1,0,30
2021,37,경상국립대학교,대학,국립,경남,A그룹,591709,280738,872447,1221873,450851,1672724,37,54,91077,7,98,91077,491,147,638,20353,15760,36113,28298,98707,1672724,21509,77.80000305175781,36113,1672724,2.200000047683716,22374,1813,121,22374,8202,2.700000047683716,65737215139,101725160,4976240,3182850,0,35115750,0,0,145000000,61988308000,81000000,5000000,3000000,0,38000000,0,0,127000000,145000000,6665,21755.4,145000000,65737215139,.2,149998330,151999020,145000000,-1.6,7814,7814,0,254,133,120,402,8723,7549,7549,0,247,144,134,0,8074,0,249500,1737,0,14,191,3,1945,53986,0,86,723,23,54818,0,0,2000,1000,500,0,0,1,1,3,37,37,684,53986,7814,6.900000095367432,249500,7814,31.89999961853028,15,19,1,2,37,0,0,0,0,0,2,6,3,0,11,0,0,0,0,0,17,25,4,2,48,0,0,0,0,0,17,25,4,2,48,229.5,39,428,26,1232.5,272,35,2,11,0,27380,1.7000000476837158,35,11,27380,1.7000000476837158,1890,39,13,36.29999923706055
2021,38,경성대학교,대학,사립,부산,A그룹,440038,167559,607597,797722,219762,1017484,18,26,107959,3,47,107959,416,29,445,17974,1214,19188,13267,19662,1017484,13025,78.0999984741211,19188,1017484,1.899999976158142,12421,1442,107,12421,6788,1.7999999523162842,100438682929,316465890,0,0,68232000,35039412,0,20000000,439737302,94728795935,278594640,0,4096980,68000000,35000000,0,24006380,409698000,439737302,7814,56275.6,439737302,100438682929,.4,438984907,439899359,439737302,.1,4432,4432,0,123,255,101,82,4993,3845,3845,0,376,250,109,90,4670,0,13692,360,0,70,62,31,523,11480,0,1766,1466,757,15469,0,0,13,62,197,6,3,4,0,1,27,3,3127,11480,4432,2.5999999046325684,13692,4432,3.0999999046325684,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,43,8,23,5,1,0,0,0,1233,.800000011920929,1,0,1233,.800000011920929,66,1,0,66
2021,39,경안대학원대학교,대학원대학,사립,경북,-,7579,0,7579,8438,0,8438,0,0,0,0,0,0,2,0,2,21,76,97,78,0,8438,56,150.6999969482422,97,8438,1.2000000476837158,27957.30078125,3074,147,27957.30078125,15012,1.899999976158142,45204643623,99876870,9736800,0,24510000,4096298,0,16200000,154419968,55189420000,96000000,10000000,1000000,29000000,5000000,0,15000000,156000000,154419968,4432,34842.1,154419968,45204643623,.3,160924177,158193886,154419968,-2,6455,6455,0,173,323,77,0,7028,6208,6208,0,495,325,85,0,7113,0,125297,1473,0,238,233,0,1944,27238,0,1941,2073,0,31252,0,0,3226,3863,76,0,0,2,0,0,0,443,16735,27238,6455,4.199999809265137,125297,6455,19.39999961853028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,40,경운대학교,대학,사립,경북,C그룹,194792,26938,221730,397141,34978,432119,14,8,109327,0,22,109327,260,41,301,9799,1867,11666,5184,3,432119,4464,96.8000030517578,11666,432119,2.799999952316284,11398,1461,85,11398,7830,1.5,76429135097,117507890,4103190,0,0,17343140,0,0,138954220,85487460000,152000000,4000000,0,0,18000000,0,0,174000000,138954220,6455,21526.6,138954220,76429135097,.2,143998910,186263899,138954220,2,1655,1655,0,52,76,32,0,1815,1845,1845,0,140,87,34,0,2106,0,350,2,0,4,2,0,8,83,0,19,2,0,104,0,0,3,0,0,0,0,0,0,0,0,0,0,83,1655,.1000000014901161,350,1655,.2000000029802322,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,2,0,1,3,21,3,66,10,120,27,2,1,0,0,2736,1,2,0,2736,.699999988079071,207,3,0,69
2021,41,경인교육대학교,대학,국립,인천,C그룹,206579,29461,236040,566684,37288,603972,16,11,75051,2,29,75051,165,15,180,16526,2380,18906,11843,23826,603972,3913,154.39999389648438,18906,603972,3.200000047683716,11433,1709,73,11433,5874,1.899999976158142,17698256363,0,0,0,8273000,0,0,0,8273000,26259905000,21000000,0,962000,8438000,0,0,2000000,32400000,8273000,1655,4998.8,8273000,17698256363,0,20541000,10188210,8273000,-34.6,27862,22303,5559,1348,1618,963,0,31791,27380,21556,5824,1360,1752,1073,11312,42877,0,1306658,4843,1005,774,343,3671,10636,32474,10695,11561,4482,113366,172578,0,0,19142,17590,489,692,1116,1754,6414,0,0,111,1630,43169,27862,1.5,1306658,27862,46.900001525878906,6,21,1,0,28,0,2,0,0,2,1,3,0,0,4,0,0,0,0,0,7,24,1,0,32,0,2,0,0,2,7,26,1,0,34,148.5,49,943.5,247,1111.300048828125,233,30,0,4,0,20962,1.600000023841858,30,4,20962,1.600000023841858,2203.300048828125,29,3,68.9000015258789
2021,42,경인여자대학교,전문대학,사립,인천,B그룹,106983,33082,140065,209961,33953,243914,9,8,91588,0,17,91588,33,13,46,5684,5090,10774,8914,8752,243914,4722,51.70000076293945,10774,243914,4.599999904632568,15918.2998046875,1636,77,15918.2998046875,7406,2.0999999046325684,357671453238,962407740,1009524750,4450640,2071628710,733082500,0,177393600,4958487940,349899040000,755850000,1228890000,3700000,2070000000,738000000,0,20000000,4816440000,4958487940,27862,177966,4958487940,357671453238,1.4,4064059636,5085824740,4958487940,11.3,1250,1250,0,40,86,32,0,1408,1233,1233,0,128,88,35,0,1484,0,0,152,0,16,20,2,190,5789,0,454,366,30,6639,0,0,0,0,0,0,0,0,0,0,0,0,0,5789,1250,4.599999904632568,0,1250,0,2,5,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,2,12,0,0,14,0,0,0,0,0,2,12,0,0,14,397,222,360,128,157,32,7,0,7,0,12972,1,7,7,12972,1.100000023841858,914,8,5,70.30000305175781
2021,43,경일대학교,대학,사립,경북,B그룹,198158,135228,333386,396896,153842,550738,16,11,138078,5,32,138078,353,2,355,9948,6221,16169,10059,0,550738,7141,77.0999984741211,16169,550738,3,4713.60009765625,556,41,4713.60009765625,2657,1.7999999523162842,12099546584,30914030,270000,0,7680000,4114993,0,0,42979023,13490819000,32000000,500000,0,12500000,0,0,0,45000000,42979023,1250,34383.2,42979023,12099546584,.4,42233780,43790160,42979023,.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,3,1,1,0,0,0,58,17.200000762939453,1,0,58,17.200000762939453,3,1,0,3
2021,44,경찰대학,기타,기타,충남,-,153380,49950,203330,156910,50956,207866,0,11,2457,0,11,2457,143,55,198,5460,759,6219,6219,0,207866,0,0,6219,207866,3.0999999046325684,22136,3696,115,22136,18005,1.2000000476837158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853,2853,0,83,193,69,0,3198,2736,2736,0,279,198,72,0,3285,0,99600,272,0,26,52,2,352,1407,0,153,522,7,2089,0,0,716,179,4,1,0,0,0,0,0,1,188,1407,2853,.5,99600,2853,34.900001525878906,0,1,0,1,2,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,3,0,4,7,0,0,45,3,251.5,49,1,1,2,3,4518,1.100000023841858,1,2,4518,.699999988079071,296.5,2,5,42.400001525878906
2021,45,경희대학교,대학,사립,서울,A그룹,952808,403017,1355825,1982815,624039,2606854,59,40,385170,5,104,385170,50,58,108,29461,5726,35187,31041,9757,2606854,33373,78.0999984741211,35187,2606854,1.399999976158142,11878.900390625,2005,75,11878.900390625,7514,1.600000023841858,29004842600,34289770,5026000,0,5000000,2598245,0,0,46914015,29549236000,33600000,5060000,1000000,5000000,2500000,0,14400000,61560000,46914015,2853,16443.7,46914015,29004842600,.2,56098725,56841371,46914015,-8.1,21509,19021,2488,1008,1459,690,14032,38698,20962,18301,2661,1019,1451,880,15240,39552,0,286869,5504,531,753,439,2474,9701,34858,5352,11597,4945,30159,86911,0,0,5661,3352,558,378,227,1233,7150,1,27,11,123,40210,21509,1.899999976158142,286869,21509,13.300000190734863,2,3,1,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,1,7,0,1,0,0,1,2,4,1,1,8,7,3,188.3999938964844,30,312.3999938964844,75,7,1,0,0,3973,2,7,0,3973,1.7999999523162842,507.7999877929688,7,1.5,59.70000076293945
2021,46,계명대학교,대학,사립,대구,A그룹,526700,351938,878638,1663930,495613,2159543,38,52,384156,3,93,384156,1552,213,1765,60614,5807,66421,57217,24031,2159543,22930,94.1999969482422,66421,2159543,3.200000047683716,210,56,18,210,69,3,293552997129,466506840,592477850,15475000,1181303522,999831842,0,63769258,3319364312,234619251000,782714000,637814000,34000000,852778000,567552000,0,94200000,2969058000,3319364312,21509,154324.4,3319364312,293552997129,1.1,2783807890,2907106666,3319364312,9.3,13025,12454,571,438,568,275,5140,19446,12972,12396,576,455,606,285,4617,18935,0,17198,2217,150,288,131,176,2962,48976,3468,8127,3867,3376,67814,0,0,1996,2585,688,102,302,193,189,0,0,195,7097,52444,13025,4,17198,13025,1.2999999523162842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,51.5,10,39,9,0,0,1,0,4585,.2000000029802322,0,1,4585,.2000000029802322,90.5,0,2,45.29999923706055
2021,47,계명문화대학교,전문대학,사립,대구,A그룹,158236,8127,166363,212667,11362,224029,9,9,47324,1,19,47324,38,0,38,4457,274,4731,4688,28643,224029,5008,44.70000076293945,4731,224029,2.200000047683716,15603,2305,129,15603,9095,1.7000000476837158,140081569235,295466672,19676164,9948000,356244019,170920504,0,32000000,884255359,128408854000,263600000,20000000,9900000,312500000,193500000,0,32000000,831500000,884255359,13025,67889.1,884255359,140081569235,.6,972728603,923044868,884255359,-4.7,56,0,56,6,12,3,0,77,58,0,58,23,17,3,0,101,0,20,0,7,0,2,0,9,0,29,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,29,56,.5,20,56,.4000000059604645,1,1,0,3,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,5,0,3,9,0,0,0,0,0,1,5,0,3,9,20,7,225.5,45,599,120,2,3,4,0,7141,1.100000023841858,2,4,7141,.800000011920929,844.5,4,5,93.8000030517578
2021,48,계약신학대학원대학교,대학원대학,사립,경기,-,14791,4246,19037,20408,4388,24796,0,0,691,0,0,691,3,0,3,191,1,192,107,0,24796,37,670.2000122070312,192,24796,.800000011920929,15319,1919,180,15319,8729,1.7999999523162842,398707749,409200,0,0,0,0,0,0,409200,434405050,1000000,0,0,0,0,0,0,1000000,409200,56,7307.1,409200,398707749,.1,226120,439300,409200,43.7,4464,4338,126,195,207,148,10,5024,4518,4397,121,197,189,154,10,5068,0,25230,631,5,67,37,0,740,4536,71,1452,434,0,6493,0,0,17,262,1,18,26,22,3,0,0,2,463,4607,4464,1,25230,4464,5.699999809265137,1,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,6,0,0,0,0,0,1,3,0,2,6,0,0,0,0,661.4000244140625,192,4,2,0,0,0,0,4,0,0,0,661.4000244140625,6,0,110.1999969482422
2021,49,계원예술대학교,전문대학,사립,경기,B그룹,82342,36455,118797,91840,37275,129115,4,4,6825,3,11,6825,10,30,40,2136,14,2150,2145,0,129115,3009,42.900001525878906,2150,129115,1.7000000476837158,7565.89990234375,881,61,7565.89990234375,7304,1,54524260157,201360340,36914230,6810590,90504371,14720716,0,0,350310247,54058806000,150500000,23500000,6000000,53000000,15000000,0,0,248000000,350310247,4464,78474.5,350310247,54524260157,.6,258356286,145823826,350310247,48.3,3913,2667,1246,133,285,180,754,5265,3973,2630,1343,131,283,180,665,5232,0,213844,1966,282,138,77,18,2481,28520,4293,3116,1729,4077,41735,0,0,198,996,73,129,65,80,19,0,0,23,449,32813,3913,8.399999618530273,213844,3913,54.59999847412109,11,6,1,1,19,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,11,28,1,1,41,0,0,0,0,0,11,28,1,1,41,222,96,382.5,76,90,16,18,1,22,0,34454,1.100000023841858,18,22,34454,1.2000000476837158,694.5,19,24,16.200000762939453
2021,50,고려대학교,대학,사립,서울,A그룹,662026,1093013,1755039,1519406,1663061,3182467,126,108,1006977,1,235,1006977,988,1255,2243,134372,16134,150506,136232,15545,3182467,29580,107.5999984741211,150506,3182467,5,9990.900390625,1466,43,9990.900390625,9117,1.100000023841858,46822944975,257721260,7426500,0,96335919,19260125,0,13850000,394593804,43043159000,238000000,6800000,2000000,96500000,19500000,0,14000000,376800000,394593804,3913,100841.8,394593804,46822944975,.8,370005000,399646008,394593804,3.4,4722,4722,0,115,203,59,327,5426,4585,4585,0,312,200,59,328,5484,0,484364,259,0,39,34,230,562,9064,0,710,419,1386,11579,0,0,42,84,240,0,0,108,0,0,0,1,186,9064,4722,1.899999976158142,484364,4722,102.5999984741211,12,5,2,1,20,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,12,7,2,4,25,0,0,0,0,0,12,7,2,4,25,289.5,274,479.5,115,2120.89990234375,522,19,1,2,3,23449,1,19,2,23449,.8999999761581421,2889.89990234375,21,4,115.5999984741211
2021,51,고려대학교(세종),대학,사립,세종,B그룹,274697,66978,341675,451276,102753,554029,4,9,12148,0,13,12148,106,18,124,6065,365,6430,5661,7387,554029,7096,78.0999984741211,6430,554029,1.2000000476837158,13250.2001953125,2524,125,13250.2001953125,18425,.699999988079071,59117370243,98281840,8336012,2504270,0,8401673,0,0,117523795,53299025000,96200000,9200000,4000000,0,8700000,0,0,118100000,117523795,4722,24888.6,117523795,59117370243,.2,133024123,117078919,117523795,-5.8,7141,6922,219,255,133,151,0,7680,7141,6875,266,253,134,211,39,7778,0,72661,888,24,85,71,5,1073,4573,173,921,1021,561,7249,0,0,450,2028,1123,8,48,32,3,14,311,4,303,4746,7141,.699999988079071,72661,7141,10.199999809265137,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,2,12,6,70,9,39,4,2,0,0,0,4708,.4000000059604645,2,0,4708,.4000000059604645,121,2,1,40.29999923706055
2021,52,고려사이버대학교,대학,사립,서울,A그룹,5256,38358,43614,12376,38358,50734,0,1,43614,0,1,43614,0,0,0,596,0,596,393,0,50734,9468,5.400000095367432,596,50734,1.2000000476837158,9072,190,38,9072,0,0,77985306843,184117486,12526020,3980790,116574981,26687059,0,48731380,392617716,78144940133,195000000,12600000,4000000,116400000,28000000,0,48000000,404000000,392617716,7141,54980.8,392617716,77985306843,.5,402972521,412727327,392617716,-1.2,0,0,0,0,0,0,600,600,0,0,0,0,0,0,600,600,0,27641,247,30,47,169,309,802,3749,1506,2666,3014,1397,12332,0,0,47,53,0,77,7,97,5,2,40,0,0,5255,0,0,27641,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,9,111.0999984741211,1,0,9,111.0999984741211,0,1,0,0
2021,53,고신대학교,대학,사립,부산,C그룹,225769,137593,363362,304373,170956,475329,11,8,10776,0,19,10776,433,97,530,5067,2299,7366,5877,1090,475329,4788,99.3000030517578,7366,475329,1.600000023841858,103,31,5,103,251,.4000000059604645,0,120268833,40543463,4225085,0,43735000,0,0,208772381,0,130000000,11880000,5000000,0,50500000,0,0,197380000,208772381,0,0,208772381,0,0,211865060,208772381,208772381,-.7,33373,25875,7498,1407,2210,1098,22796,60884,34454,26582,7872,1361,2219,1152,23085,62271,0,358468,3859,1635,882,566,3483,10425,43591,24589,14863,9952,105899,198894,0,0,20255,21729,1945,642,1255,519,779,0,0,274,4796,68180,33373,2,358468,33373,10.699999809265137,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,57.5,10,0,0,2,0,1,0,2832,1,2,1,2832,1.100000023841858,57.5,2,1,19.200000762939453
2021,54,공군사관학교,기타,기타,충북,-,208264,38564,246828,208264,38564,246828,12,8,4226,0,20,4226,153,10,163,4525,3276,7801,6700,406,246828,0,0,7801,246828,3.299999952316284,703.0999755859375,212,25,703.0999755859375,3236,.2000000029802322,463798203859,585905295,24527302,2058300,3780911160,846205004,0,176265464,5415872525,476618193000,539000000,21500000,2443000,3717876000,920500000,0,175000000,5376319000,5415872525,33373,162283.1,5415872525,463798203859,1.2,5256141968,5460519881,5415872525,1.5,22930,20692,2238,902,982,505,15250,40569,23449,21302,2147,900,1013,745,1483,27590,0,214785,6719,954,707,723,2781,11884,61158,16018,17381,9274,26344,130175,0,0,2932,22968,135,284,1258,2047,664,6,174,40,5186,77176,22930,3.400000095367432,214785,22930,9.399999618530272,11,13,1,2,27,0,0,0,0,0,0,12,2,3,17,0,0,0,0,0,11,25,3,5,44,0,0,0,0,0,11,25,3,5,44,444,102,568.9000244140625,104,119,22,25,2,14,3,29572,1.2999999523162842,25,14,29572,1.2999999523162842,1131.9000244140625,27,18,25.200000762939453
2021,55,공주교육대학교,대학,국립,충남,C그룹,122881,6605,129486,309745,21661,331406,11,11,52412,0,22,52412,97,0,97,6202,529,6731,3613,0,331406,1921,172.5,6731,331406,2.0999999046325684,0,0,0,0,0,0,292624591947,539518782,101843580,20420550,929275705,630634270,0,329200125,2550893012,300632974000,488000000,40000000,20000000,1123000000,647000000,0,260000000,2578000000,2550893012,22930,111247,2550893012,292624591947,.9,2959036625,2886437827,2550893012,-7,5008,5008,0,122,547,92,1713,7482,4708,4708,0,634,510,117,1880,7849,0,24520,1861,0,108,64,45,2078,31011,0,1436,1254,1257,34958,0,0,51,63,54,5,1,12,0,1,18,1,100,31011,5008,6.199999809265137,24520,5008,4.900000095367432,0,2,0,0,2,0,0,0,1,1,0,5,0,1,6,0,0,0,0,0,0,7,0,1,8,0,0,0,1,1,0,7,0,2,9,3.5,1,111,11,0,0,2,1,5,1,7481,1,2,5,7481,.8999999761581421,114.5,3,7,11.5
2021,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,7573,25027,32600,15423,63739,79162,2,8,106076,0,10,106076,0,0,0,669,0,669,496,10605,79162,1304,60.70000076293945,669,79162,.8999999761581421,561.5999755859375,170,0,561.5999755859375,230,2.400000095367432,54370707186,66833092,940100,8999996,11831500,10688883,0,9500000,108793571,53378000000,50000000,1000000,6000000,8000000,10500000,0,4500000,80000000,108793571,5008,21724,108793571,54370707186,.2,113095119,114588674,108793571,-1.9,37,0,37,5,3,3,1,49,9,0,9,3,0,3,0,15,0,26,0,21,2,1,2,26,0,298,8,9,18,333,0,0,0,0,0,0,0,0,0,0,0,0,0,298,37,8.100000381469727,26,37,.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10457,0,0,0,10457,0,0,2,0,0
2021,57,광신대학교,대학,사립,광주,C그룹,58900,58678,117578,84204,64705,148909,5,6,14136,0,11,14136,158,13,171,1940,486,2426,2226,0,148909,986,151,2426,148909,1.7000000476837158,0,0,4,0,3221,0,711426365,2785040,188000,0,0,0,0,0,2973040,483524000,3564000,0,0,0,0,0,0,3564000,2973040,37,80352.4,2973040,711426365,.4,9801975,7676350,2973040,-41.5,3009,3009,0,84,195,75,0,3363,2832,2832,0,279,196,77,0,3384,0,14368,545,0,28,37,0,610,4379,0,538,518,8118,13553,0,0,83,167,20,0,0,0,1,0,0,0,0,4379,3009,1.5,14368,3009,4.800000190734863,0,1,2,1,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,2,1,6,0,0,0,0,0,0,3,2,1,6,22,13,125.5,25,140,24,3,1,2,0,4686,1.2000000476837158,3,2,4686,1.100000023841858,287.5,4,2,47.900001525878906
2021,58,광양보건대학교,전문대학,사립,전남,C그룹,23423,476,23899,39887,542,40429,0,1,451,0,1,451,52,0,52,0,60,60,60,0,40429,648,62.400001525878906,60,40429,.1000000014901161,221.3999938964844,42,9,221.3999938964844,63,3.5,33491960107,39250380,10417544,312390,18463000,1670000,0,19121620,89234934,31273428467,15755600,8000000,500000,10000000,1670000,0,22830000,58755600,89234934,3009,29656,89234934,33491960107,.3,139583765,124336134,89234934,-19.6,29580,20822,8758,1477,2797,1135,2861,37850,29572,20047,9525,1504,2769,1181,1658,36684,0,2735390,8603,3522,1044,933,408,14510,113921,91034,26709,15775,32644,280083,0,0,18842,33449,6321,4877,6241,4990,11616,16,325,144,2448,204955,29580,6.900000095367432,2735390,29580,92.5,3,4,0,2,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,2,10,0,0,0,0,0,3,5,0,2,10,0,0,77,4,85,17,7,2,1,0,0,0,7,1,0,0,162,9,2,14.699999809265137
2021,59,광운대학교,대학,사립,서울,B그룹,321257,86864,408121,628220,138908,767128,21,19,106561,1,41,106561,173,24,197,19202,1610,20812,15448,59,767128,9609,79.80000305175781,20812,767128,2.799999952316284,45,1,1,45,0,0,577740730360,1011939461,518327977,839470,4355927385,1156839179,0,291793293,7335666765,634543922000,945800000,572880000,2800000,4568273000,1105488000,0,301830000,7497071000,7335666765,29580,247994.1,7335666765,577740730360,1.3,7135558329,7374375959,7335666765,1.4,7096,6387,709,260,445,212,371,8384,7481,6599,882,261,473,227,371,8813,0,137132,2464,640,337,306,784,4531,15814,5305,1819,1918,1277,26133,0,0,677,381,0,91,95,59,114,0,0,4,59,21119,7096,3,137132,7096,19.299999237060547,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,2,2,0,0,4,21,6,45.5,7,264,63,4,0,0,0,2003,2,4,0,2003,2,330.5,4,0,82.5999984741211
