YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_19A,BG3Y_MCS_20B,BG3Y_MCS_21C,BG3Y_BG3Y,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_OEU_EDC,UE_OEU_EP,UE_REU_EDC,UE_REU_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_OE_PTH,SES_OE_PTC,SES_REL_PTH,SES_REL_PTC,SES_OE2_PTH,SES_OE2_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCC,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2021,86,국제대학교,전문대학,사립,경기,B그룹,66722,7723,74445,112441,34261,146702,4,10,68016,3,17,68016,88,0,88,4469,96,4565,3034,0,146702,3857,38,4565,146702,3.200000047683716,5567,1595,68,5567,6488,.8999999761581421,13023918257,24472950,3324200,1026920,4475000,2454546,0,0,35753616,11887413000,25000000,4400000,1000000,3700000,3700000,0,0,37800000,35753616,1181,30274,35753616,13023918257,.3,43235984,39876715,35753616,-9.1,635,635,0,30,94,62,282,1103,579,579,0,121,91,74,225,1090,0,16712,113,0,18,51,36,218,1281,0,365,1249,615,3510,0,0,20,0,0,1,23,10,0,0,0,2,109,1281,635,2,16712,635,26.299999237060547,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2021,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10720.400390625,2091,192,10720.400390625,9058,1.2000000476837158,257908989678,451341864,77530905,2442280,1303506367,654178584,0,11000000,2500000000,259631612000,495000000,85000000,10000000,1400000000,500000000,0,10000000,2500000000,2500000000,20087,124458.6,2500000000,257908989678,1,2602122040,2500000000,2500000000,-2,145,0,145,7,18,6,206,382,137,0,137,28,24,6,257,452,0,6000,0,28,9,3,24,64,0,493,118,26,240,877,0,0,70,50,30,27,0,74,0,0,0,0,0,493,145,3.400000095367432,6000,145,41.400001525878906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,54,9,9,3,0,0,1,0,1156,.699999988079071,0,1,1156,.8999999761581421,63,0,1,63
2021,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,1289,2708,3997,2148,4565,6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713,84,79.9000015258789,0,6713,0,3762,1136,52,3762,3243,1.2000000476837158,115233324586,217711460,50580962,0,302659737,154871062,0,91549902,817373123,112575591000,180000000,53109000,1527000,317792000,162614000,0,85164000,800206000,817373123,7402,110426,817373123,115233324586,.7,899983367,830181562,817373123,-4.6,1181,1181,0,39,68,39,52,1379,1066,1066,0,99,62,68,0,1295,0,50250,187,0,33,40,7,267,1490,0,580,544,147,2761,0,0,1,4,1,6,1,14,0,0,0,5,607,1490,1181,1.2999999523162842,50250,1181,42.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,35,6,0,0,1,0,0,0,1880,.5,1,0,1880,.5,35,2,0,17.5
2021,89,국제사이버대학교,대학,사립,경기,C그룹,1200,0,1200,9798,0,9798,0,0,1200,0,0,1200,0,0,0,0,0,0,0,0,9798,3119,3.0999999046325684,0,9798,0,2518.699951171875,476,62,2518.699951171875,3043,.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20087,15766,4321,689,1349,538,31783,54446,20271,15751,4520,659,1455,602,33219,56206,0,200002,4044,1495,508,327,1429,7803,29648,17741,9298,4608,30994,92289,0,0,0,0,0,113,208,1069,420,0,0,30,186,47389,20087,2.400000095367432,200002,20087,10,0,1,0,2,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,3,0,2,5,0,0,147.5,10,143,30,1,2,2,0,3314,1.2999999523162842,1,2,3314,.8999999761581421,290.5,3,1,72.5999984741211
2021,90,국제언어대학원대학교,대학원대학,사립,서울,-,2953,12338,15291,3870,13447,17317,0,0,130,0,0,130,0,7,7,24,18,42,42,0,17317,44,393.6000061035156,42,17317,.2000000029802322,8062.89990234375,1618,91,8062.89990234375,6758,1.2000000476837158,1317290973,5227940,523000,0,7140990,0,0,0,12891930,1409348000,4900000,1700000,5000000,7500000,0,0,0,19100000,12891930,169,76283.6,12891930,1317290973,1,13712160,12695710,12891930,-2.9,7402,6995,407,462,341,177,1061,9443,7431,7014,417,462,350,208,0,8451,0,695124,1354,77,152,142,29,1754,6352,535,2590,2328,349,12154,0,0,0,0,0,41,101,198,23,0,0,114,1187,6887,7402,.8999999761581421,695124,7402,93.9000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,261,0,0,0,1,0
2021,91,국제예술대학교,기타,기타,서울,-,1040,32,1072,1054,32,1086,0,0,0,0,0,0,0,0,0,9,2,11,11,9,1086,0,0,11,1086,1,0,0,0,0,0,0,109248637447,240207458,0,4900000,285609260,102623914,0,5809745,639150377,115560775910,243000000,0,3000000,330000000,123000000,0,6000000,705000000,639150377,7603,84065.6,639150377,109248637447,.6,634995167,653918315,639150377,.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,54,7,64,12,2,0,0,0,2121,.8999999761581421,2,0,2121,.8999999761581421,118,2,1,39.29999923706055
2021,92,군산간호대학교,전문대학,사립,전북,C그룹,24561,3703,28264,34887,4825,39712,1,5,12250,0,6,12250,25,0,25,1189,207,1396,905,34,39712,1152,34.5,1396,39712,3.5999999046325684,117,16,1,117,44,2.700000047683716,44925038334,100999723,13098370,2994100,9899000,3000000,0,890000,130881193,43647454716,101000000,13261000,3000000,11000000,3200000,0,900000,132361000,130881193,4712,27776.1,130881193,44925038334,.3,121899270,127363440,130881193,3.6,169,0,169,13,20,7,1061,1270,166,0,166,33,21,8,1097,1325,0,1310,0,46,9,4,1,60,0,678,148,41,34,901,0,0,35,70,0,4,0,12,0,2,57,0,0,678,169,4,1310,169,7.800000190734863,2,7,1,5,15,1,0,0,0,1,0,5,0,4,9,0,0,0,0,0,2,12,1,9,24,1,0,0,0,1,3,12,1,9,25,0,0,240.5,46,487,94,11,5,5,4,21928,1,11,5,21928,.699999988079071,727.5,16,10,28
2021,93,군장대학교,전문대학,사립,전북,C그룹,58899,244,59143,91833,322,92155,0,0,11920,12,12,11920,15,0,15,1826,0,1826,1826,0,92155,1904,48.400001525878906,1826,92155,2,2061,443,17,2061,1157,1.7999999523162842,194418670976,149000000,10735050,50586605,485751293,131163967,0,58720000,885956915,189246782000,119000000,12220000,48000000,495000000,164900000,0,59000000,898120000,885956915,15975,55459,885956915,194418670976,.5,826935439,877122062,885956915,3.5,7603,7039,564,385,243,235,767,9233,7336,6754,582,376,231,265,937,9145,0,97351,1673,76,175,128,143,2195,25633,1051,3201,2825,2084,34794,0,0,378,396,503,33,36,450,88,0,0,23,173,26684,7603,3.5,97351,7603,12.800000190734863,2,2,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,2,0,3,7,0,0,0,0,0,2,2,0,3,7,115,13,243.5,45,281,25,4,0,0,3,7879,.699999988079071,4,0,7879,.5,639.5,4,7,58.09999847412109
2021,94,극동대학교,대학,사립,충북,C그룹,168281,45363,213644,270471,52051,322522,8,8,161072,1,17,161072,96,0,96,8112,553,8665,8532,0,322522,3792,85.0999984741211,8665,322522,2.799999952316284,16372.599609375,2758,74,16372.599609375,13640,1.2000000476837158,134480919326,297131844,30147016,8263250,402871747,165888075,0,13700270,918002202,124648495000,260000000,29000000,7000000,430000000,170000000,0,20000000,916000000,918002202,12302,74622.2,918002202,134480919326,.7,877981409,875991754,918002202,2.3,4712,4712,0,115,249,61,542,5679,4276,4276,0,378,263,70,152,5139,0,76446,364,0,61,54,3,482,14787,0,1595,980,21,17383,0,0,108,83,0,12,682,46,0,4,114,119,573,14787,4712,3.0999999046325684,76446,4712,16.200000762939453,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,2,0,0,35,8,33,7,1,1,0,0,491,3.700000047683716,1,0,491,2,68,2,0,34
2021,95,글로벌사이버대학교,대학,사립,충남,C그룹,1054,0,1054,2038,0,2038,0,1,1054,0,1,1054,0,0,0,183,0,183,159,0,2038,2454,.800000011920929,183,2038,9.899999618530272,558,153,6,558,858,.699999988079071,11641729969,20852440,2145500,0,3752000,1334000,0,0,28083940,16302118000,20000000,2000000,3000000,4000000,4000000,0,0,33000000,28083940,856,32808.3,28083940,11641729969,.2,26266650,27599270,28083940,3.4,15975,13712,2263,541,671,265,7397,24849,16112,14033,2079,578,751,274,7037,24752,0,14343,1474,195,218,177,242,2306,6839,2194,2309,2441,42892,56675,0,0,2988,7211,148,102,245,527,171,0,0,1,1383,9033,15975,.6000000238418579,14343,15975,.8999999761581421,4,12,1,6,23,0,0,0,0,0,0,1.5,0,0,1.5,0,0,0,0,0,4,13.5,1,6,24.5,0,0,0,0,0,4,13.5,1,6,24.5,72,9,123.5,22,409,94,17,6,1.5,0,10444,2.200000047683716,17,1.5,10444,1.7999999523162842,604.5,24,1.5,23.700000762939453
2021,96,금강대학교,대학,사립,충남,C그룹,66769,15827,82596,104864,25890,130754,0,3,358,0,3,358,80,12,92,1337,1915,3252,2930,0,130754,410,318.8999938964844,3252,130754,2.5999999046325684,5885.7001953125,663,56,5885.7001953125,2369,2.5,236513734178,274888370,11012300,7308320,2979539335,381068864,0,153039671,3806856860,220567149000,419040000,12000000,8000000,3261534000,359583000,0,2500000,4062657000,3806856860,14081,270354.2,3806856860,236513734178,1.6,3760894973,3915786715,3806856860,.7,12302,11147,1155,447,549,222,1604,15124,11943,10792,1151,467,535,257,1397,14599,0,117319,1659,355,307,130,124,2575,8762,3493,6225,2886,25078,46444,0,0,5902,3768,43,101,312,261,102,5,95,8,1922,12255,12302,1,117319,12302,9.5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,88.5,12,42,8,2,0,0,0,1865,1.100000023841858,2,0,1865,1.100000023841858,130.5,2,1,43.5
2021,97,기독간호대학교,전문대학,사립,광주,C그룹,28452,5389,33841,31072,5427,36499,3,1,452,0,4,452,55,0,55,827,102,929,731,0,36499,595,61.29999923706055,929,36499,2.5999999046325684,4870.60009765625,798,71,4870.60009765625,4213,1.2000000476837158,8824463557,0,0,0,0,0,0,0,0,9351225000,0,0,0,0,0,0,0,0,0,1103,0,0,8824463557,0,0,0,0,0,856,856,0,29,77,49,13,1024,804,804,0,113,84,51,13,1065,0,2500,81,0,19,21,1,122,707,0,306,307,48,1368,0,0,54,0,0,0,0,0,0,2,59,0,0,707,856,.800000011920929,2500,856,2.900000095367432,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,64,18,0,0,2,0,0,0,1448,1.399999976158142,2,0,1448,1.399999976158142,64,2,0,32
2021,98,김천대학교,대학,사립,경북,C그룹,113459,149322,262781,162276,150391,312667,9,13,225043,0,22,225043,118,0,118,9343,538,9881,8418,0,312667,3110,100.5,9881,312667,3.299999952316284,5334.89990234375,1277,66,5334.89990234375,5008,1.100000023841858,196075018156,518955592,1076400,9192300,597973428,317184084,0,2000000,1446381804,185288332000,523663000,2070000,8000000,649288774,350274064,0,3300000,1536595838,1446381804,16431,88027.6,1446381804,196075018156,.7,1424165982,1490317363,1446381804,.8,783,783,0,24,69,51,0,927,728,728,0,105,81,65,0,979,0,801,37,0,12,22,0,71,119,0,106,168,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,119,783,.2000000029802322,801,783,1,0,4,0,4,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,5,9,0,0,0,0,0,0,4,0,5,9,0,0,272.5,79,0,0,4,4,0,1,6991,1.100000023841858,4,0,6991,.6000000238418579,272.5,5,3,34.099998474121094
2021,99,김포대학교,전문대학,사립,경기,C그룹,72316,4984,77300,117936,5824,123760,1,11,9681,1,13,9681,72,2,74,1178,1215,2393,1826,0,123760,3424,36.09999847412109,2393,123760,2,135,100,0,135,68,2,50200374241,69831900,10419900,0,9993000,2468400,0,11942800,104656000,47062040000,43500000,11000000,0,10000000,3000000,0,12500000,80000000,104656000,4593,22786,104656000,50200374241,.2,108002100,115000000,104656000,-1.3,3739,3645,94,135,213,54,22,4163,3362,3296,66,125,247,52,0,3786,0,10610,160,1,38,39,7,245,5443,3,3093,670,24,9233,0,0,0,177,2,0,0,1,0,0,0,1,78,5446,3739,1.5,10610,3739,2.799999952316284,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,3053,.5,0,1,3053,.3000000119209289,0,0,2,0
2021,100,김해대학교,전문대학,사립,경남,C그룹,28917,337,29254,37879,350,38229,1,1,831,0,2,831,9,0,9,1158,710,1868,1569,0,38229,1471,26,1868,38229,5.099999904632568,6494.10009765625,935,40,6494.10009765625,4526,1.399999976158142,1008450255,1715040,651800,0,0,0,0,0,2366840,1458030000,2500000,700000,0,0,0,0,0,3200000,2366840,46,51453,2366840,1008450255,.2,2106500,2693400,2366840,7.9,4856,4856,0,132,291,66,164,5509,4535,4535,0,415,274,69,173,5466,0,11108,564,0,69,89,136,858,4194,0,1093,2169,2319,9775,0,0,0,0,2,8,0,0,0,0,0,1,14,4194,4856,.8999999761581421,11108,4856,2.299999952316284,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,2,0,0,24,4,14,8,1,1,0,0,2443,.699999988079071,1,0,2443,.4000000059604645,38,1,0,38
2021,101,나사렛대학교,대학,사립,충남,B그룹,196219,111878,308097,288300,118358,406658,15,12,166155,3,30,166155,134,3,137,11336,1440,12776,10539,0,406658,5440,74.80000305175781,12776,406658,3.200000047683716,3047,494,73,3047,5813,.5,4911612658,14233130,225000,0,9982970,8558900,0,0,33000000,5000000000,19700000,300000,0,10000000,10000000,0,0,40000000,33000000,458,72052.4,33000000,4911612658,.7,17938955,23714367,33000000,35.7,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0,0,0,60000,634,0,136,144,112,1026,5300,0,4775,4673,9149,23897,0,0,50,50,20,259,11,320,0,1,330,0,0,5300,0,0,60000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,30.5,7,93,20,1,0,0,0,1840,.5,1,0,1840,.5,125.5,2,0,62.79999923706055
2021,102,나주대학교,전문대학,사립,전남,C그룹,23959,220,24179,30920,299,31219,0,0,2449,1,1,2449,108,1,109,2449,485,2934,2934,0,31219,1903,16.399999618530273,2934,31219,10.399999618530272,68830.1015625,7233,761,68830.1015625,30796,2.200000047683716,31692698606,61238770,16226820,0,6723000,89009888,0,28184000,201382478,30521685000,51000000,12000000,1000000,6917000,93083000,0,9000000,173000000,201382478,3260,61773.8,201382478,31692698606,.6,298278220,205087815,201382478,-16.5,4938,4682,256,400,296,153,0,5787,4789,4534,255,456,315,167,0,5727,0,73686,471,36,47,56,9,619,1610,158,307,399,5576,8050,0,0,280,813,577,0,1,62,206,2,16,38,547,1768,4938,.4000000059604645,73686,4938,14.899999618530272,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,44.5,8,4,1,1,0,0,0,597,1.7000000476837158,1,0,597,1.7000000476837158,48.5,1,0,48.5
2021,103,남부대학교,대학,사립,광주,C그룹,93368,9000,102368,111244,9168,120412,15,10,62864,2,27,62864,122,6,128,10763,1631,12394,5803,0,120412,3433,35.099998474121094,12394,120412,11.5,10355.2998046875,1907,253,10355.2998046875,8105,1.2999999523162842,38442216533,183984910,4928400,0,3910000,37167656,0,24350000,254340966,43590730362,150300000,4700000,0,4000000,39000000,0,25000000,223000000,254340966,3739,68023.8,254340966,38442216533,.7,166670988,184058170,254340966,24.3,21050,15698,5352,972,1744,631,9498,33895,21515,15928,5587,975,1878,644,9536,34548,0,220712,5146,3552,869,419,2477,12463,44894,66722,23459,8961,106416,250452,0,0,1491,7019,3189,2556,2516,4399,9060,0,0,165,5126,111616,21050,5.300000190734863,220712,21050,10.5,8,14,0,2,24,0,0,0,0,0,0,1,0,4.5,5.5,0,0,0,0,0,8,15,0,6.5,29.5,0,0,0,0,0,8,15,0,6.5,29.5,145.8000030517578,38,402,154,1123.699951171875,208,22,2,1,4.5,21898,1.2000000476837158,22,1,21898,1.100000023841858,1671.5,26,5,53.900001525878906
2021,104,남서울대학교,대학,사립,충남,B그룹,316379,159009,475388,647957,245653,893610,12,18,163297,0,30,163297,620,28,648,23405,1082,24487,16644,0,893610,10078,88.69999694824219,24487,893610,2.799999952316284,1533,322,8,1533,1198,1.2999999523162842,44355073039,89461700,9586400,4535930,5989000,4643000,0,0,114216030,45233383000,92000000,10000000,5000000,7000000,5000000,0,0,119000000,114216030,4856,23520.6,114216030,44355073039,.3,139144340,149548340,114216030,-8.1,6382,6382,0,155,279,65,388,7269,5955,5955,0,448,282,67,364,7116,0,1771,115,0,37,46,0,198,2984,0,343,355,265,3947,0,0,12,38,21,0,0,0,0,0,0,2,610,2984,6382,.5,1771,6382,.3000000119209289,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,0,0,168.5,32,81,19,1,0,0,1,579,2.5999999046325684,1,0,579,1.7000000476837158,249.5,1,1,124.8000030517578
2021,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,6774,241,7015,9302,246,9548,0,0,0,0,0,0,0,0,0,173,0,173,172,0,9548,307,31.100000381469727,173,9548,1.7999999523162842,1828,235,22,1828,1038,1.7999999523162842,0,139373000,30555000,10000000,71039000,0,0,0,250967000,0,80000000,30732000,10000000,65500000,0,0,0,186232000,250967000,0,0,250967000,0,0,193078698,208844340,250967000,14.2,10384,9154,1230,1001,540,290,803,13018,9707,8477,1230,989,552,349,664,12261,0,102752,1666,203,204,196,123,2392,11388,2082,3022,2348,4154,22994,0,0,1781,2363,140,36,75,369,198,5,22,66,2583,13470,10384,1.2999999523162842,102752,10384,9.899999618530272,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,31,4,15,4,1,0,0,0,137,7.300000190734863,1,0,137,7.300000190734863,46,1,0,46
2021,2,가야대학교,대학,사립,경남,C그룹,119043,43813,162856,180946,45965,226911,6,5,53706,0,11,53706,1516,52,1568,5125,837,5962,5608,0,226911,2277,99.6999969482422,5962,226911,2.700000047683716,35460.1015625,3890,247,35460.1015625,23067,1.5,109805922660,118000000,0,5000000,93082610,66372332,0,20500000,302954942,92878031000,172000000,0,3000000,458892500,225409755,0,5500000,864802255,302954942,4938,61351.8,302954942,109805922660,.3,584714327,748157508,302954942,-15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,58,10,36.5,8,1,0,1,0,1066,1.7000000476837158,1,1,1066,1.899999976158142,94.5,1,1,47.29999923706055
2021,3,가천대학교,대학,사립,경기,A그룹,385493,146008,531501,947382,190376,1137758,33,37,70347,6,76,70347,6,0,6,18459,6171,24630,14049,0,1137758,21077,54,24630,1137758,2.200000047683716,0,0,0,0,0,0,369456232193,848855333,671851780,1838181,2323753377,876842562,0,99310428,4822451661,401088889000,745000000,708000000,5000000,2387000000,943328000,0,47000000,4835328000,4822451661,21050,229095.1,4822451661,369456232193,1.3,4817882767,4815531565,4822451661,0,807,705,102,45,90,62,187,1191,815,728,87,45,88,68,195,1211,0,10884,157,34,34,17,23,265,4369,2249,541,162,418,7739,0,0,344,317,49,14,1,57,1,4,47,0,0,6618,807,8.199999809265137,10884,807,13.5,2,5,0,2,9,0,0,0,0,0,0,12,1,1,14,0,0,0,0,0,2,17,1,3,23,0,0,0,0,0,2,17,1,3,23,0,0,25,4,221.3000030517578,44,7,2,13,1,20271,1,7,13,20271,1,246.3000030517578,9,18,9.100000381469728
2021,4,가톨릭관동대학교,대학,사립,강원,B그룹,242284,172184,414468,530956,225071,756027,11,24,146578,4,39,146578,288,0,288,17884,1986,19870,13004,17122,756027,8518,88.80000305175781,19870,756027,2.700000047683716,3914,502,36,3914,762,5.099999904632568,62163652441,46929824,0,0,16952000,3810000,0,4455000,72146824,59585938000,85500000,0,0,16000000,3800000,0,11000000,116300000,72146824,6382,11304.7,72146824,62163652441,.1,48935230,69983192,72146824,23.1,13210,11776,1434,495,683,494,6492,21374,12886,11491,1395,498,706,504,6495,21089,0,76450,2159,389,276,189,5,3018,10688,3975,4835,2395,43471,65364,0,0,984,10145,107,265,73,493,40,0,0,89,1200,14663,13210,1.100000023841858,76450,13210,5.800000190734863,1,1,0,3,5,0,0,0,0,0,0,4,0,2,6,0,0,0,0,0,1,5,0,5,11,0,0,0,0,0,1,5,0,5,11,0,0,138.5,32,136.5,34,2,3,4,2,7431,1.2000000476837158,2,4,7431,.800000011920929,275,5,7,22.89999961853028
2021,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,38308,11536,49844,53167,11990,65157,6,11,56327,1,18,56327,36,1,37,371,44,415,312,0,65157,524,124.3000030517578,415,65157,.6000000238418579,906,147,12,906,449,2,138357733074,117384850,8436620,5227670,1132812743,121635083,0,110967212,1496464178,137012175000,137245000,7880000,5000000,914285000,90814000,0,30000000,1185224000,1496464178,10384,144112.5,1496464178,138357733074,1.1,1746329861,1857283930,1496464178,-6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,가톨릭대학교,대학,사립,경기,A그룹,435353,265630,700983,765834,405961,1171795,87,64,180836,5,156,180836,2088,297,2385,21248,2458,23706,16368,16999,1171795,10484,111.8000030517578,23706,1171795,2.0999999046325684,3904.199951171875,614,66,3904.199951171875,5135,.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886,6886,0,173,274,119,6,7458,6703,6703,0,445,274,119,6,7547,0,12498,569,0,79,98,1,747,2443,0,1182,1266,11368,16259,0,0,0,0,0,1,0,6,0,0,0,32,229,2443,6886,.4000000059604645,12498,6886,1.7999999523162842,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,15.5,4,38.5,10,0,1,0,0,166,4.800000190734863,0,0,166,0,54,1,1,27
