YR,ID,SNM,STYP,FND,RGN,USC,SCR_EST,RK_EST,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
2022,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,55.0801583333333,396,0.699999988079071,3000000,11327522000,37.09999847412109,9686,10345.2,0.0,0,190.8999938964844,18,11282836126,0.0,0.6000000238418579,262,65,0.0,2700090,11282836126,1.399999976158142,362
2022,2,가야대학교,대학,사립,경남,C그룹,66.97430000000001,108,1.7000000476837158,103100000,28353784000,109.6999969482422,232686,54220.0,42.79999923706055,32,3306.800048828125,716,27094356850,1.0,2.5,6703,434,1.0,115000540,27094356850,6.5,13854
2022,3,가천대학교,대학,사립,경기,A그룹,70.7860000000001,28,0.6000000238418579,2171000000,298204419000,53.29999923706055,1167669,90010.7,55.70000076293945,243,13194.2998046875,3001,287729597447,0.800000011920929,0.800000011920929,72615,3747,1.2000000476837158,1973755559,287729597447,9.100000381469728,199787
2022,4,가톨릭관동대학교,대학,사립,강원,B그룹,66.29519999999998,163,1.100000023841858,481959000,95861544000,95.6999969482422,754258,61988.7,76.4000015258789,74,8226.0,1329,91147806128,0.4000000059604645,1.2999999523162842,16697,1793,1.100000023841858,488409062,91147806128,3.0999999046325684,24538
2022,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,66.57866666666663,138,3.700000047683716,50000000,7761383000,134.1999969482422,65899,101833.0,11.5,26,1727.0,185,8925212935,2.0999999046325684,1.0,667,113,3.200000047683716,50000000,8925212935,20.200000762939453,9920
2022,6,가톨릭대학교,대학,사립,경기,A그룹,72.8660000000001,16,1.7000000476837158,4414886000,256736932000,110.5,1153817,401920.7,22.799999237060547,185,17684.0,3119,318538541370,1.7999999523162842,5.599999904632568,98134,6058,2.200000047683716,4197659950,318538541370,54.59999847412109,570442
2022,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,65.779375,196,1.7999999523162842,65615000,19031151830,62.70000076293945,116877,37118.8,44.0,19,3339.0,414,18556916717,1.100000023841858,1.2999999523162842,5274,488,1.100000023841858,69226635,18556916717,12.5,23269
2022,8,감리교신학대학교,대학,사립,서울,C그룹,61.587900000000026,310,2.0,130000000,14863901100,163.39999389648438,236592,89263.5,54.79999923706055,9,2542.0,170,17252567975,1.600000023841858,8.100000381469727,19075,783,1.600000023841858,129253546,17252567975,22.700000762939453,32841
2022,9,강남대학교,대학,사립,경기,B그룹,67.1717,91,0.800000011920929,430500000,79354082000,80.69999694824219,564118,66038.9,21.799999237060547,80,5555.0,1101,81054060075,0.699999988079071,1.0,9721,479,1.100000023841858,461677685,81054060075,1.2999999523162842,9069
2022,10,강동대학교,전문대학,사립,충북,B그룹,58.309124999999966,351,0.4000000059604645,60000000,26269664000,45.900001525878906,140252,21910.4,16.5,38,1289.5999755859375,456,32087980832,0.3000000119209289,0.699999988079071,2472,157,0.3000000119209289,66892556,32087980832,0.1000000014901161,200
