YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCP,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_17A,BG3Y_MCS_18B,BG3Y_MCS_19C,BG3Y_BG3Y,VUC_SCP,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCP,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2019,55,숙명여자대학교,67.1,247,대학,사립,서울,A그룹,410371,265406,675777,923195,309937,1233132,29,37,102909,2,68,102909,453,182,635,25854,3104,28958,17992,834,1233132,12367,99.6999969482422,28958,1233132,2.400000095367432,49347.30078125,7620,402,49347.30078125,29771,1.7000000476837158,987293224,2517420,472000,0,0,0,0,0,2989420,875481588,2528000,472000,0,0,0,0,0,3000000,2989420,76,39334.5,2989420,987293224,.3,1187150,2444910,2989420,64.1,4267,4267,0,126,196,91,0,4680,0,36566,673,0,30,72,0,775,6918,0,864,1242,0,9024,0,0,0,0,0,0,0,0,0,7,61,6918,4267,1.600000023841858,36566,4267,8.600000381469727,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1,2,0,3,28,6,0,0,3,0,3439,.699999988079071,0,3,3439,.8999999761581421,28,0,3,9.300000190734863
2019,56,국립강릉원주대학교,67.1,69,대학,국립,강원,B그룹,390711,94198,484909,682525,156695,839220,17,13,41748,2,32,41748,733,40,773,7713,6531,14244,14079,0,839220,8470,99.0999984741211,14244,839220,1.7000000476837158,367,120,62,367,2217,.2000000029802322,43476362874,48166580,12668000,0,13403000,2254533,0,3600000,80092113,37450745000,57000000,3000000,0,11330000,2550000,0,0,73880000,80092113,3895,20562.8,80092113,43476362874,.2,72005335,89282471,80092113,6.9,545,527,18,28,55,40,18,686,0,133322,321,18,25,25,7,396,3246,643,415,357,41,4702,0,0,91,33,0,0,0,3,5,1,23,3889,545,7.099999904632568,133322,545,244.6000061035156,0,1,0,0,1,0,0,0,1,1,0,0,0,.5,.5,0,0,0,0,0,0,1,0,.5,1.5,0,0,0,1,1,0,1,0,1.5,2.5,63,2,1,1,0,.5,1367,1.5,1,0,1367,.699999988079071,63,2,.5,25.200000762939453
2019,57,을지대학교,66.9,307,대학,사립,대전,B그룹,108283,57789,166072,167523,62533,230056,13,11,43181,2,26,43181,70,0,70,4942,30878,35820,33859,0,230056,5177,44.400001525878906,35820,230056,18.39999961853028,384,86,18,384,135,2.799999952316284,743967278,600550,0,0,0,0,0,0,600550,800000000,3000000,0,0,0,0,0,0,3000000,600550,82,7323.8,600550,743967278,.1,345200,725450,600550,46.5,3965,3965,0,100,228,89,33,4415,0,95160,614,0,24,35,0,673,2369,0,181,252,152,2954,0,0,0,0,0,9,0,0,0,19,825,2369,3965,.6000000238418579,95160,3965,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,58,국립순천대학교,66.8,77,대학,국립,전남,B그룹,364395,98315,462710,701440,157679,859119,19,22,58586,10,51,58586,322,108,430,23180,2923,26103,22720,0,859119,7771,110.5999984741211,26103,859119,3.0999999046325684,135,24,2,135,101,1.2999999523162842,229011807279,407026203,105272713,80588340,2629128967,463523870,0,56642271,3742182364,260047098000,391600000,115463000,40500000,2978951620,529325380,0,57060000,4112900000,3742182364,10450,358103.6,3742182364,229011807279,1.6,4061743642,3829331680,3742182364,-4,18257,15290,2967,628,1109,435,4190,24619,0,1189340,9179,1308,516,285,240,11528,60059,14166,9398,5905,44687,134215,0,0,6285,1610,1025,204,291,652,250,102,1779,74225,18257,4.099999904632568,1189340,18257,65.0999984741211,3,8,1,1,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,9,1,1,14,0,0,0,0,0,3,9,1,1,14,943.7000122070312,173,12,1,1,0,9480,1.399999976158142,12,1,9480,1.399999976158142,943.7000122070312,13,1,67.4000015258789
2019,59,국립한밭대학교,66.6,82,대학,국립,대전,B그룹,233795,69973,303768,510097,91480,601577,9,13,24482,2,24,24482,351,79,430,15568,12449,28017,19254,0,601577,9231,65.19999694824219,28017,601577,4.900000095367432,0,0,0,0,5397,0,25827501889,54775639,779640,0,5715000,2386755,0,0,63657034,30453034050,57240000,0,0,0,0,0,0,57240000,63657034,2838,22430.2,63657034,25827501889,.2,84867550,68867734,63657034,-13.2,132,0,132,5,0,6,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,132,0,2,5,1,3,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,1,3,11,0,0,0,1,1,2,5,1,4,12,134,45,8,4,0,0,0,0,8,0,0,0,134,12,0,11.199999809265137
2019,60,고신대학교,66.5,53,대학,사립,부산,C그룹,217571,128018,345589,291319,161155,452474,14,12,9106,0,26,9106,504,139,643,4679,5990,10669,7220,0,452474,4821,93.9000015258789,10669,452474,2.400000095367432,703.0999755859375,212,28,703.0999755859375,3895,.2000000029802322,0,119374780,44708700,4046580,0,43735000,0,0,211865060,0,130000000,11880000,5000000,0,50500000,0,0,197380000,211865060,0,0,211865060,0,0,0,211865060,211865060,0,2879,2879,0,88,210,71,1,3249,0,47801,1421,0,49,43,1,1514,12570,0,926,777,9793,24066,0,0,95,142,10,0,0,1,1,1,70,12570,2879,4.400000095367432,47801,2879,16.600000381469727,14,10,1,2,27,0,0,0,0,0,0,12,2,3,17,0,0,0,0,0,14,22,3,5,44,0,0,0,0,0,14,22,3,5,44,1994,483,25,2,14,3,29771,1.2999999523162842,25,14,29771,1.2999999523162842,1994,27,17,45.29999923706055
2019,61,대구대학교,66.1,114,대학,사립,경북,A그룹,529953,212860,742813,1171675,406334,1578009,11,16,30766,3,30,30766,496,8,504,18702,5273,23975,14641,10423,1578009,18944,83.30000305175781,23975,1578009,1.5,6697,1218,58,6697,4064,1.600000023841858,11050877483,29941210,9514350,5999900,0,15858000,0,0,61313460,11850310000,32500000,12000000,6000000,0,21000000,0,10500000,82000000,61313460,545,112501.8,61313460,11050877483,.6,47885742,71116170,61313460,17.4,72,0,72,8,2,5,0,87,0,532,0,31,5,3,0,39,0,307,61,42,0,410,0,0,39,23,0,0,0,3,3,1,43,307,72,4.300000190734863,532,72,7.400000095367432,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,189.5,22,4,0,0,0,1351,3,4,0,1351,3,189.5,4,0,47.400001525878906
2019,62,경기대학교,66,24,대학,사립,경기,A그룹,606398,85051,691449,1121498,168032,1289530,24,17,41771,5,46,41771,692,6,698,12084,4639,16723,13487,0,1289530,15761,81.80000305175781,16723,1289530,1.2999999523162842,21158,3393,146,21158,16799,1.2999999523162842,20405973934,80909020,41583700,2144700,18500000,7500000,0,0,150637420,20717516000,67370000,45300000,0,28243000,7950000,0,0,148863000,150637420,1400,107598.2,150637420,20405973934,.7,117784480,132516780,150637420,13.1,3958,1785,2173,122,215,116,334,4745,0,263595,1538,1059,107,72,196,2972,13150,39355,2963,1631,5107,62206,0,0,712,325,34,9,10,12,13,9,123,52505,3958,13.300000190734863,263595,3958,66.5999984741211,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,73,5,2,0,0,0,6651,.3000000119209289,2,0,6651,.3000000119209289,73,2,0,36.5
2019,63,국립군산대학교,65.9,72,대학,국립,전북,B그룹,268909,47109,316018,589308,95374,684682,11,11,22968,5,27,22968,416,90,506,8876,3943,12819,11245,0,684682,7890,86.80000305175781,12819,684682,1.899999976158142,2898,182,19,2898,182,15.899999618530272,8006847894,2618640,0,0,0,0,0,0,2618640,0,3000000,0,0,0,0,0,0,3000000,2618640,306,8557.6,2618640,8006847894,0,2916600,2543220,2618640,-4.9,65,0,65,18,84,5,0,172,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,26000,65,400,4,6,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,11,0,0,0,0,0,4,6,0,1,11,1358,293,10,1,0,0,8140,1.2999999523162842,10,0,8140,1.2000000476837158,1358,11,0,123.5
2019,64,가톨릭관동대학교,65.9,4,대학,사립,강원,B그룹,226824,165056,391880,517360,219238,736598,8,18,91482,7,33,91482,280,2,282,15837,5413,21250,14609,0,736598,8700,84.69999694824219,21250,736598,3,906,147,12,906,608,1.5,43984018326,117156100,8141000,3090240,5757000,0,0,5000000,139144340,44322806000,125000000,10000000,5000000,0,0,0,0,140000000,139144340,4548,30594.6,139144340,43984018326,.3,175085470,172016970,139144340,-10.4,8189,7646,543,405,267,222,3886,12969,0,745869,4464,153,252,199,281,5349,43733,2087,4524,3175,3413,56932,0,0,192,378,1257,7,25,570,173,49,2989,45820,8189,5.599999904632568,745869,8189,91.0999984741211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,58.5,2,0,0,1,0,2838,.3000000119209289,0,1,2838,.4000000059604645,58.5,0,1,58.5
